,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5
1221,B,False,6.5945e+21,6.6796e+21,6.7768e+21,6.8474e+21,6.9012e+21
1222,B,False,5.372e+21,5.2851e+21,5.2392e+21,5.3284e+21,5.3507e+21
1223,B,True,1.0152e+22,1.0304e+22,1.0184e+22,1.0185e+22,1.009e+22
1224,B,True,6.5925e+21,6.5985e+21,6.4888e+21,6.4257e+21,6.4724e+21
1225,B,True,1.1682e+21,1.163e+21,1.1709e+21,1.1862e+21,1.1809e+21
1226,B,False,1.1371e+21,1.1004e+21,1.1095e+21,1.111e+21,1.104e+21
1227,B,False,6.7466e+21,6.6771e+21,6.716e+21,6.7601e+21,6.8312e+21
1228,B,False,9.949e+21,9.9534e+21,9.885e+21,9.9741e+21,9.988e+21
1229,B,False,4.0803e+21,4.1464e+21,4.1469e+21,4.1813e+21,4.1976e+21
1230,B,False,1.0626e+22,1.0471e+22,1.0577e+22,1.0448e+22,1.0272e+22
1231,B,False,1.4142e+22,1.4272e+22,1.4158e+22,1.4183e+22,1.4015e+22
1232,B,False,3.7407e+22,3.7419e+22,3.7386e+22,3.7202e+22,3.7089e+22
1233,B,False,2.6082e+21,2.5972e+21,2.6686e+21,2.6304e+21,2.6345e+21
1234,B,False,9.4544e+21,9.5421e+21,9.5624e+21,9.542e+21,9.6138e+21
1235,B,False,2.8434e+21,2.888e+21,2.8531e+21,2.8163e+21,2.8717e+21
1236,B,True,5.1783e+21,5.1582e+21,5.2404e+21,5.2101e+21,5.2361e+21
1237,B,False,3.2252e+21,3.5591e+21,3.9628e+21,4.3135e+21,4.7748e+21
1238,B,True,5.4736e+21,5.4195e+21,5.4145e+21,5.4525e+21,5.6617e+21
1239,B,True,1.488e+21,1.4958e+21,1.5292e+21,1.5245e+21,1.5293e+21
1240,B,False,2.098e+21,2.1362e+21,2.1143e+21,2.1166e+21,2.1587e+21
1241,B,False,1.1922e+21,1.2168e+21,1.1576e+21,1.1483e+21,1.1679e+21
1242,B,True,1.1512e+22,1.1385e+22,1.1423e+22,1.1336e+22,1.1275e+22
1243,B,False,8.0432e+21,8.0224e+21,7.9947e+21,7.9977e+21,7.9427e+21
1244,B,False,7.7982e+21,7.8496e+21,7.8453e+21,7.8847e+21,7.8865e+21
1245,B,False,1.2204e+22,1.2257e+22,1.2231e+22,1.2243e+22,1.2264e+22
1246,B,False,1.4013e+21,1.397e+21,1.4582e+21,1.456e+21,1.4757e+21
1247,B,False,2.1137e+22,2.1341e+22,2.1311e+22,2.1376e+22,2.1387e+22
1248,B,False,6.904e+21,6.9982e+21,6.9625e+21,7.1574e+21,7.2025e+21
1249,B,False,1.6086e+22,1.6051e+22,1.6034e+22,1.5921e+22,1.5986e+22
1250,B,True,1.8886e+22,1.8862e+22,1.9033e+22,1.9092e+22,1.9163e+22
1251,B,False,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21
1252,B,True,5.0548e+21,4.9834e+21,5.1202e+21,5.0234e+21,5.0522e+21
1253,B,False,1.2878e+21,1.2611e+21,1.3213e+21,1.3288e+21,1.3594e+21
1254,B,True,7.2928e+21,7.237e+21,7.259e+21,7.2746e+21,7.141e+21
1255,B,False,1.0568e+22,1.077e+22,1.0819e+22,1.0983e+22,1.1204e+22
1256,B,False,1.348e+22,1.3609e+22,1.3787e+22,1.3874e+22,1.3924e+22
1257,B,False,6.9001e+21,6.7682e+21,6.7964e+21,6.7965e+21,6.7962e+21
1258,B,False,9.6861e+21,9.6717e+21,9.5696e+21,9.5177e+21,9.4272e+21
1259,B,True,5.6803e+21,5.6914e+21,5.7115e+21,5.767e+21,5.7827e+21
1260,B,False,1.4916e+21,1.5095e+21,1.4722e+21,1.4772e+21,1.4859e+21
1261,B,False,1.2803e+22,1.262e+22,1.2482e+22,1.24e+22,1.2364e+22
1262,B,False,5.3847e+21,5.3569e+21,5.3462e+21,5.3332e+21,5.3988e+21
1263,B,False,1.2554e+22,1.2812e+22,1.3026e+22,1.3211e+22,1.3232e+22
1264,B,False,6.2521e+20,6.2008e+20,6.0684e+20,6.1424e+20,5.8147e+20
1265,B,False,1.0127e+21,1.023e+21,1.0315e+21,1.0294e+21,1.076e+21
1266,B,True,6.4119e+21,6.4282e+21,6.4895e+21,6.4717e+21,6.5415e+21
1267,B,False,1.6442e+21,1.6335e+21,1.6397e+21,1.6573e+21,1.683e+21
1268,B,False,7.5421e+20,7.9495e+20,7.9662e+20,8.5004e+20,8.8118e+20
1269,B,False,1.0243e+22,1.0218e+22,1.0205e+22,1.0283e+22,1.0395e+22
1270,B,False,3.5318e+21,3.5482e+21,3.5564e+21,3.5952e+21,3.5457e+21
1271,B,False,8.824e+21,8.8942e+21,8.7208e+21,8.8185e+21,8.9024e+21
1272,B,False,3.0965e+21,3.1338e+21,3.1453e+21,3.0889e+21,3.1766e+21
1273,B,False,1.011e+22,1.0037e+22,1.0071e+22,1.0029e+22,9.988e+21
1274,B,False,7.9085e+21,7.9784e+21,7.9941e+21,8.1954e+21,8.0708e+21
1275,B,False,2.0978e+21,2.0763e+21,2.1245e+21,2.1165e+21,2.0985e+21
1276,B,False,5.5636e+21,5.5902e+21,5.5298e+21,5.3879e+21,5.4492e+21
1277,B,True,9.2458e+21,9.3067e+21,9.3177e+21,9.4281e+21,9.6096e+21
1278,B,True,9.3383e+21,9.3817e+21,9.4168e+21,9.3827e+21,9.4439e+21
1279,B,False,4.2006e+21,4.1944e+21,4.1432e+21,4.1253e+21,4.0766e+21
1280,B,False,1.8619e+22,1.8662e+22,1.8716e+22,1.8774e+22,1.8807e+22
1281,B,False,9.1609e+20,9.3228e+20,9.677e+20,9.7151e+20,9.2802e+20
1282,B,False,6.7642e+21,6.7863e+21,6.7399e+21,6.8103e+21,6.7865e+21
1283,B,False,1.3703e+22,1.3717e+22,1.3622e+22,1.3639e+22,1.3656e+22
1284,B,False,1.7666e+21,1.8204e+21,1.8493e+21,1.8753e+21,1.8966e+21
1285,B,False,1.3677e+21,1.348e+21,1.4082e+21,1.4281e+21,1.4646e+21
1286,B,False,4.3339e+21,4.2999e+21,4.2731e+21,4.4097e+21,4.3562e+21
1287,B,True,6.9983e+21,6.9845e+21,7.0012e+21,6.9186e+21,6.9716e+21
1288,B,False,9.3207e+21,9.3973e+21,9.275e+21,9.4067e+21,9.2784e+21
1289,B,False,2.5771e+22,2.5637e+22,2.5794e+22,2.5832e+22,2.5947e+22
1290,B,False,2.1969e+21,2.1856e+21,2.3504e+21,2.3364e+21,2.2805e+21
1291,B,True,4.8427e+21,4.8041e+21,4.6649e+21,4.6095e+21,4.7222e+21
1292,B,False,5.9866e+21,6.0058e+21,6.0297e+21,6.049e+21,6.0967e+21
1293,B,False,8.7865e+21,8.558e+21,8.6141e+21,8.6187e+21,8.5892e+21
1294,B,False,3.5589e+20,3.1975e+20,2.9959e+20,2.9198e+20,2.9998e+20
1295,B,False,5.9797e+21,5.9969e+21,6.0025e+21,6.1394e+21,6.1784e+21
1296,B,False,3.3418e+21,3.4311e+21,3.4283e+21,3.384e+21,3.4458e+21
1297,B,True,1.6026e+22,1.5977e+22,1.5998e+22,1.5969e+22,1.5804e+22
1298,B,False,9.6293e+20,1.0321e+21,1.0271e+21,1.0215e+21,1.0846e+21
1299,B,False,9.3049e+21,9.1177e+21,9.1597e+21,9.255e+21,9.2761e+21
1300,B,False,9.2363e+21,9.1208e+21,9.0827e+21,9.1125e+21,9.0597e+21
1301,B,False,1.2246e+22,1.2023e+22,1.1981e+22,1.1968e+22,1.1771e+22
1302,B,False,1.784e+21,1.7906e+21,1.879e+21,1.8596e+21,1.8727e+21
1303,B,True,3.6974e+21,3.7414e+21,3.7821e+21,3.7519e+21,3.749e+21
1304,B,False,9.5353e+21,9.4751e+21,9.385e+21,9.3313e+21,9.2995e+21
1305,B,False,4.0777e+21,4.0617e+21,4.184e+21,4.2506e+21,4.0861e+21
1306,B,False,5.8322e+21,5.8568e+21,5.7375e+21,5.7439e+21,5.6692e+21
1307,B,False,1.1336e+21,1.1108e+21,1.1049e+21,1.0969e+21,1.129e+21
1308,B,False,5.9769e+21,5.9019e+21,5.8894e+21,5.9373e+21,5.8542e+21
1309,B,True,3.5233e+21,3.5822e+21,3.5512e+21,3.6042e+21,3.6553e+21
1310,B,False,4.3962e+21,4.421e+21,4.4732e+21,4.3947e+21,4.3759e+21
1311,B,False,8.768e+21,8.7e+21,8.7184e+21,8.81e+21,8.7987e+21
1312,B,False,2.4485e+22,2.4615e+22,2.4625e+22,2.4604e+22,2.4554e+22
1313,B,False,2.0829e+21,2.1488e+21,2.2319e+21,2.2249e+21,2.2772e+21
1314,B,False,4.3971e+21,4.55e+21,4.5823e+21,4.7154e+21,4.6402e+21
1315,B,False,1.1304e+22,1.1283e+22,1.1352e+22,1.1374e+22,1.136e+22
1316,B,True,1.7157e+22,1.7196e+22,1.7307e+22,1.7307e+22,1.7331e+22
1317,B,False,1.5623e+21,1.6086e+21,1.6123e+21,1.6041e+21,1.611e+21
1318,B,False,2.1268e+21,2.1297e+21,2.093e+21,2.197e+21,2.247e+21
1319,B,False,3.5368e+21,3.4925e+21,3.5653e+21,3.5197e+21,3.4714e+21
1320,B,False,1.2573e+21,1.2878e+21,1.3472e+21,1.3556e+21,1.4038e+21
1321,B,False,3.7761e+21,3.7224e+21,3.7381e+21,3.7433e+21,3.7281e+21
1322,B,False,8.6794e+21,8.6696e+21,8.563e+21,8.615e+21,8.5683e+21
1323,B,False,6.9716e+21,6.9553e+21,6.9637e+21,6.8906e+21,6.9985e+21
1324,B,False,1.8217e+22,1.8187e+22,1.8151e+22,1.818e+22,1.8312e+22
1325,B,False,2.8223e+21,2.7518e+21,2.774e+21,2.783e+21,2.7971e+21
1326,B,False,1.4889e+21,1.5245e+21,1.5279e+21,1.6239e+21,1.6216e+21
1327,B,False,3.0731e+21,3.1228e+21,3.0728e+21,3.1856e+21,3.1526e+21
1328,B,False,1.0249e+22,1.0207e+22,1.018e+22,1.0113e+22,1.0083e+22
1329,B,False,6.4331e+21,6.4772e+21,6.4742e+21,6.5294e+21,6.5722e+21
1330,B,False,9.2455e+20,9.7764e+20,1.0333e+21,1.0544e+21,1.1196e+21
1331,B,False,1.1429e+22,1.1352e+22,1.145e+22,1.1468e+22,1.1702e+22
1332,B,False,6.8721e+21,6.8638e+21,6.8318e+21,6.7788e+21,6.8422e+21
1333,B,False,4.4846e+21,4.3884e+21,4.3545e+21,4.3386e+21,4.3884e+21
1334,B,False,4.6996e+21,4.7091e+21,4.713e+21,4.7375e+21,4.7246e+21
1335,B,False,1.2265e+21,1.1926e+21,1.2094e+21,1.2164e+21,1.1864e+21
1336,B,True,2.1598e+22,2.184e+22,2.1802e+22,2.1895e+22,2.1976e+22
1337,B,True,1.3965e+21,1.3209e+21,1.2934e+21,1.234e+21,1.2021e+21
1338,B,True,1.7039e+20,2.1318e+20,2.2823e+20,2.4272e+20,2.7971e+20
1339,B,False,6.8784e+21,6.9484e+21,7.0303e+21,7.1307e+21,7.2843e+21
1340,B,False,6.9022e+21,6.8546e+21,6.8835e+21,6.8047e+21,6.8049e+21
1341,B,False,8.554e+21,8.5157e+21,8.3559e+21,8.5085e+21,8.471e+21
1342,B,False,1.718e+22,1.7157e+22,1.7196e+22,1.7307e+22,1.7307e+22
1343,B,False,3.2364e+21,3.2717e+21,3.2768e+21,3.2698e+21,3.3196e+21
1344,B,True,1.1553e+22,1.1814e+22,1.2124e+22,1.2404e+22,1.2704e+22
1345,B,False,2.2138e+21,2.1873e+21,2.1645e+21,2.2262e+21,2.1851e+21
1346,B,False,8.6487e+21,8.6077e+21,8.6688e+21,8.6765e+21,8.6667e+21
1347,B,False,3.5933e+21,3.551e+21,3.5328e+21,3.5008e+21,3.5058e+21
1348,B,False,1.9112e+22,1.9118e+22,1.8953e+22,1.8665e+22,1.8464e+22
1349,B,False,1.4634e+21,1.4643e+21,1.4472e+21,1.4222e+21,1.425e+21
1350,B,False,3.5113e+21,3.544e+21,3.5242e+21,3.5461e+21,3.5318e+21
1351,B,False,2.2422e+22,2.2224e+22,2.2193e+22,2.2047e+22,2.1783e+22
1352,B,False,3.2885e+21,3.1214e+21,3.0132e+21,2.7547e+21,2.6204e+21
1353,B,False,6.681e+21,6.6751e+21,6.6393e+21,6.5849e+21,6.5916e+21
1354,B,False,1.4589e+22,1.4619e+22,1.463e+22,1.4415e+22,1.4492e+22
1355,B,False,4.2374e+21,4.2798e+21,4.3863e+21,4.3804e+21,4.47e+21
1356,B,False,9.8954e+21,9.7427e+21,9.7125e+21,9.5964e+21,9.3555e+21
1357,B,False,7.1992e+20,7.2203e+20,7.1998e+20,7.4116e+20,7.3244e+20
1358,B,False,3.3872e+21,3.5248e+21,3.6059e+21,3.7144e+21,3.8452e+21
1359,B,False,5.8195e+21,5.7132e+21,5.6809e+21,5.6228e+21,5.6712e+21
1360,B,False,1.2057e+22,1.2083e+22,1.2065e+22,1.2129e+22,1.2048e+22
1361,B,False,1.0688e+22,1.0782e+22,1.0854e+22,1.1107e+22,1.1157e+22
1362,B,False,1.6938e+21,1.6915e+21,1.7155e+21,1.7136e+21,1.7052e+21
1363,B,False,1.365e+22,1.356e+22,1.3593e+22,1.3695e+22,1.3604e+22
1364,B,False,4.1276e+21,4.046e+21,4.0334e+21,3.9933e+21,4.0063e+21
1365,B,True,6.3414e+21,6.4271e+21,6.5168e+21,6.5914e+21,6.7816e+21
1366,B,False,2.5954e+21,2.8395e+21,3.1803e+21,3.4236e+21,3.6137e+21
1367,B,False,7.7432e+21,7.8062e+21,7.8336e+21,7.6149e+21,7.5293e+21
1368,B,True,8.617e+21,8.8307e+21,9.2624e+21,9.252e+21,9.1784e+21
1369,B,False,2.2853e+21,2.2859e+21,2.3324e+21,2.286e+21,2.2484e+21
1370,B,False,1.2293e+21,1.2266e+21,1.2401e+21,1.2576e+21,1.2669e+21
1371,B,False,6.9072e+21,7.2204e+21,7.2942e+21,7.4579e+21,7.5508e+21
1372,B,False,1.0208e+22,1.0245e+22,1.0182e+22,1.0116e+22,1.0135e+22
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,7.612e+21,7.5795e+21,7.5673e+21,7.6032e+21,7.6479e+21
1375,B,False,8.8416e+21,8.8818e+21,8.7562e+21,8.7779e+21,8.6859e+21
1376,B,False,6.4292e+21,6.3655e+21,6.2836e+21,6.3368e+21,6.2724e+21
1377,B,False,1.7435e+22,1.7364e+22,1.7457e+22,1.7471e+22,1.7446e+22
1378,B,True,3.9482e+20,3.9547e+20,3.9576e+20,4.0894e+20,4.0054e+20
1379,B,True,6.1394e+20,6.624e+20,7.2109e+20,8.1212e+20,8.9911e+20
1380,B,False,7.2534e+20,7.16e+20,7.1652e+20,7.1089e+20,7.1672e+20
1381,B,False,9.2299e+21,9.1979e+21,9.34e+21,9.3108e+21,9.3969e+21
1382,B,False,9.5414e+21,9.384e+21,9.4238e+21,9.3938e+21,9.451e+21
1383,B,True,9.6271e+20,9.9401e+20,1.0274e+21,1.0258e+21,1.0118e+21
1384,B,False,1.3282e+22,1.3611e+22,1.378e+22,1.3856e+22,1.4067e+22
1385,B,False,7.9197e+21,7.8883e+21,7.8445e+21,7.714e+21,7.7535e+21
1386,B,False,7.5543e+21,7.5105e+21,7.5449e+21,7.5328e+21,7.5463e+21
1387,B,False,1.0297e+21,1.1161e+21,1.1569e+21,1.1557e+21,1.2198e+21
1388,B,True,8.1473e+21,8.3041e+21,8.3793e+21,8.538e+21,8.5167e+21
1389,B,True,1.3218e+21,1.6753e+21,1.8656e+21,1.9713e+21,2.1688e+21
1390,B,True,4.6279e+21,4.6245e+21,4.8133e+21,4.7828e+21,4.8199e+21
1391,B,True,1.075e+22,1.0838e+22,1.0797e+22,1.0678e+22,1.0614e+22
1392,B,False,2.0576e+21,2.0099e+21,2.0501e+21,2.0195e+21,1.9498e+21
1393,B,False,3.7656e+21,3.828e+21,3.6911e+21,3.7638e+21,3.704e+21
1394,B,False,4.0403e+21,4.1456e+21,4.2829e+21,4.3187e+21,4.3758e+21
1395,B,False,7.7333e+21,7.8258e+21,7.9197e+21,8.2209e+21,8.382e+21
1396,B,True,2.9603e+22,3.0086e+22,3.029e+22,3.052e+22,3.1461e+22
1397,B,False,4.0556e+21,4.0181e+21,4.032e+21,4.0643e+21,4.0827e+21
1398,B,False,5.0859e+21,4.7411e+21,4.5987e+21,4.5308e+21,4.3885e+21
1399,B,False,1.8274e+21,1.8368e+21,1.83e+21,1.8374e+21,1.8315e+21
1400,B,False,1.2501e+21,1.2462e+21,1.2654e+21,1.2408e+21,1.2503e+21
1401,B,True,5.4224e+21,5.4723e+21,5.5506e+21,5.7247e+21,5.8564e+21
1402,B,False,1.4616e+22,1.4743e+22,1.4788e+22,1.4764e+22,1.4857e+22
1403,B,False,2.8527e+20,4.6074e+20,4.7633e+20,5.9289e+20,6.6207e+20
1404,B,False,8.3557e+21,8.4413e+21,8.5178e+21,8.5525e+21,8.5693e+21
1405,B,False,5.5704e+21,5.6341e+21,5.5581e+21,5.4908e+21,5.5155e+21
1406,B,False,8.6212e+21,8.6639e+21,8.7093e+21,8.7451e+21,8.8559e+21
1407,B,False,1.9807e+22,1.9778e+22,1.959e+22,1.9467e+22,1.9338e+22
1408,B,True,2.5018e+21,2.4831e+21,2.5453e+21,2.5565e+21,2.5926e+21
1409,B,False,2.5706e+22,2.5875e+22,2.5541e+22,2.582e+22,2.5914e+22
1410,B,True,4.9783e+21,4.9569e+21,4.8986e+21,4.8122e+21,4.8014e+21
1411,B,False,6.619e+21,6.6775e+21,6.6129e+21,6.6575e+21,6.6861e+21
1412,B,False,1.8491e+21,1.877e+21,1.8966e+21,1.955e+21,1.9458e+21
1413,B,False,4.8201e+21,4.8645e+21,4.9173e+21,4.9172e+21,5.042e+21
1414,B,False,1.2382e+21,1.2256e+21,1.2447e+21,1.2319e+21,1.2464e+21
1415,B,False,2.1015e+21,2.1148e+21,2.09e+21,2.1416e+21,2.148e+21
1416,B,False,1.488e+21,1.4958e+21,1.5292e+21,1.5245e+21,1.5293e+21
1417,B,False,6.5539e+21,6.4597e+21,6.349e+21,6.3218e+21,6.3247e+21
1418,B,False,1.5575e+21,1.5696e+21,1.5368e+21,1.4971e+21,1.514e+21
1419,B,False,6.1101e+21,6.0559e+21,6.07e+21,6.2308e+21,6.2221e+21
1420,B,False,5.0182e+21,4.9738e+21,4.919e+21,4.8884e+21,4.8047e+21
1421,B,False,1.2367e+22,1.2476e+22,1.2362e+22,1.2421e+22,1.2352e+22
1422,B,False,3.0165e+21,2.8883e+21,2.9347e+21,2.919e+21,2.8595e+21
1423,B,False,3.9316e+21,3.8727e+21,3.8172e+21,3.8307e+21,3.7025e+21
1424,B,False,2.7383e+21,2.7001e+21,2.6626e+21,2.5975e+21,2.5131e+21
1425,B,False,5.6193e+21,5.5571e+21,5.5043e+21,5.5069e+21,5.4124e+21
1426,B,False,8.5773e+21,8.5871e+21,8.6359e+21,8.6056e+21,8.6438e+21
1427,B,False,7.7054e+21,7.5693e+21,7.5203e+21,7.3192e+21,7.3636e+21
1428,B,True,2.2937e+21,2.2596e+21,2.2885e+21,2.3427e+21,2.3948e+21
1429,B,False,1.693e+22,1.6826e+22,1.6699e+22,1.6463e+22,1.6251e+22
1430,B,True,2.018e+21,2.0646e+21,2.1763e+21,2.2154e+21,2.2267e+21
1431,B,True,1.4951e+21,1.5143e+21,1.487e+21,1.5115e+21,1.488e+21
1432,B,True,1.2011e+21,1.2781e+21,1.2926e+21,1.2818e+21,1.3086e+21
1433,B,False,7.0311e+20,7.116e+20,6.9451e+20,6.8165e+20,6.7893e+20
1434,B,False,9.6798e+21,9.718e+21,9.6861e+21,9.6717e+21,9.5696e+21
1435,B,False,2.8584e+21,2.8732e+21,2.8912e+21,2.9049e+21,2.9117e+21
1436,B,False,1.9325e+22,1.9289e+22,1.9448e+22,1.9468e+22,1.9455e+22
1437,B,False,3.3109e+21,3.2631e+21,3.3382e+21,3.4303e+21,3.4423e+21
1438,B,False,2.3191e+22,2.3223e+22,2.3174e+22,2.3285e+22,2.3351e+22
1439,B,False,5.3657e+21,5.3461e+21,5.3173e+21,5.3227e+21,5.2541e+21
1440,B,False,4.8731e+22,4.8533e+22,4.8795e+22,4.8669e+22,4.8576e+22
1441,B,False,2.5851e+20,2.9377e+20,3.102e+20,3.2451e+20,3.4586e+20
1442,B,False,2.101e+22,2.1196e+22,2.1271e+22,2.0911e+22,2.1073e+22
1443,B,False,1.8862e+22,1.8668e+22,1.8632e+22,1.8603e+22,1.8401e+22
1444,B,False,6.057e+21,6.111e+21,6.0759e+21,6.1047e+21,6.1037e+21
1445,B,False,1.4875e+21,1.1754e+21,9.6109e+20,8.343e+20,6.4223e+20
1446,B,False,3.3669e+21,3.4432e+21,3.4408e+21,3.388e+21,3.4657e+21
1447,B,False,2.0894e+22,2.0855e+22,2.0666e+22,2.0628e+22,2.0602e+22
1448,B,False,1.2747e+22,1.2678e+22,1.2526e+22,1.2346e+22,1.2177e+22
1449,B,False,6.0468e+20,6.4305e+20,6.375e+20,6.3915e+20,6.6487e+20
1450,B,False,4.6109e+21,4.504e+21,4.6026e+21,4.482e+21,4.4935e+21
1451,B,False,1.3852e+22,1.3769e+22,1.369e+22,1.3685e+22,1.3733e+22
1452,B,False,8.7777e+21,8.8977e+21,9.0243e+21,9.0935e+21,9.0851e+21
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,1.8845e+21,1.8502e+21,1.7939e+21,1.7829e+21,1.7893e+21
1455,B,False,1.4291e+22,1.4407e+22,1.4392e+22,1.4279e+22,1.4416e+22
1456,B,False,6.3276e+21,6.2119e+21,6.0663e+21,6.0812e+21,5.9895e+21
1457,B,False,2.1145e+22,2.1051e+22,2.1147e+22,2.109e+22,2.1157e+22
1458,B,False,6.9605e+21,6.9828e+21,6.9715e+21,7.0407e+21,6.96e+21
1459,B,False,2.4518e+21,2.619e+21,2.755e+21,2.7605e+21,2.8602e+21
1460,B,False,3.8172e+21,3.8307e+21,3.7025e+21,3.8083e+21,3.7911e+21
1461,B,False,6.1587e+21,6.1419e+21,6.1498e+21,6.1078e+21,6.0809e+21
1462,B,False,3.8083e+21,3.7911e+21,3.7484e+21,3.7442e+21,3.6877e+21
1463,B,False,1.603e+21,1.5652e+21,1.5621e+21,1.5403e+21,1.5717e+21
1464,B,False,1.2653e+22,1.2529e+22,1.2548e+22,1.2352e+22,1.2472e+22
1465,B,False,2.8211e+21,2.7413e+21,2.7879e+21,2.8003e+21,2.7926e+21
1466,B,False,2.3061e+21,2.3456e+21,2.3455e+21,2.3444e+21,2.3807e+21
1467,B,False,1.5981e+21,1.6043e+21,1.6116e+21,1.6269e+21,1.6482e+21
1468,B,False,1.4715e+22,1.4857e+22,1.4891e+22,1.4923e+22,1.5033e+22
1469,B,False,3.917e+21,3.9291e+21,3.9617e+21,4.0209e+21,3.8922e+21
1470,B,False,1.5596e+21,1.5248e+21,1.5499e+21,1.5132e+21,1.4857e+21
1471,B,False,2.1279e+20,3.1875e+20,4.1362e+20,6.526e+20,6.9337e+20
1472,B,False,4.6335e+21,4.7794e+21,4.7948e+21,4.8704e+21,4.9268e+21
1473,B,False,2.0955e+22,2.0886e+22,2.0911e+22,2.0789e+22,2.088e+22
1474,B,False,1.5441e+22,1.5388e+22,1.5307e+22,1.5285e+22,1.5297e+22
1475,B,False,1.6137e+22,1.6078e+22,1.637e+22,1.6422e+22,1.6303e+22
1476,B,False,8.1691e+21,8.315e+21,8.3847e+21,8.3853e+21,8.4923e+21
1477,B,True,6.3932e+21,6.4087e+21,6.4509e+21,6.4769e+21,6.3872e+21
1478,B,False,5.4151e+21,5.3534e+21,5.306e+21,5.3365e+21,5.3402e+21
1479,B,False,1.8285e+21,1.8796e+21,1.8603e+21,2.8067e+21,3.0326e+21
1480,B,True,2.5395e+21,2.5736e+21,2.6203e+21,2.6872e+21,2.6529e+21
1481,B,False,8.8956e+21,8.7933e+21,8.7529e+21,8.664e+21,8.56e+21
1482,B,False,5.4145e+21,5.4525e+21,5.6617e+21,5.6948e+21,5.8317e+21
1483,B,False,1.5099e+21,1.661e+21,1.8557e+21,1.9991e+21,2.1016e+21
1484,B,True,5.5375e+21,5.4955e+21,5.4857e+21,5.4393e+21,5.4016e+21
1485,B,False,5.6714e+21,5.6552e+21,5.7332e+21,5.6574e+21,5.6643e+21
1486,B,False,1.47e+21,1.4318e+21,1.4586e+21,1.5125e+21,1.5889e+21
1487,B,False,1.4846e+22,1.4997e+22,1.5114e+22,1.5063e+22,1.5055e+22
1488,B,False,5.7665e+21,5.8491e+21,6.0836e+21,6.1577e+21,6.2076e+21
1489,B,False,1.1062e+22,1.0996e+22,1.1075e+22,1.1166e+22,1.1236e+22
1490,B,False,1.1618e+22,1.171e+22,1.1738e+22,1.175e+22,1.1848e+22
1491,B,False,4.9831e+21,4.9693e+21,4.9323e+21,5.0161e+21,5.0151e+21
1492,B,True,1.974e+21,1.9545e+21,1.9814e+21,2.0238e+21,1.9913e+21
1493,B,False,2.0506e+21,2.0344e+21,2.0778e+21,2.0879e+21,2.0973e+21
1494,B,False,8.4245e+21,8.5152e+21,8.6523e+21,8.7902e+21,8.9598e+21
1495,B,False,1.0698e+21,1.0577e+21,1.0557e+21,1.0237e+21,1.0116e+21
1496,B,False,2.1101e+22,2.131e+22,2.1174e+22,2.127e+22,2.1223e+22
1497,B,False,1.1761e+21,1.1828e+21,1.1654e+21,1.1195e+21,1.1023e+21
1498,B,False,1.7918e+21,1.8297e+21,1.8268e+21,1.8212e+21,1.8477e+21
1499,B,True,9.0237e+21,9.0881e+21,8.9612e+21,9.0488e+21,9.0331e+21
1500,B,False,6.245e+21,6.2291e+21,6.1297e+21,6.1043e+21,6.1472e+21
1501,B,False,8.8908e+21,8.9401e+21,8.7335e+21,8.8111e+21,8.7632e+21
1502,B,False,6.6402e+21,6.6914e+21,6.7039e+21,6.6968e+21,6.7071e+21
1503,B,False,1.3714e+21,1.3731e+21,1.3761e+21,1.3957e+21,1.4212e+21
1504,B,False,8.0074e+21,8.0236e+21,8.1048e+21,8.1908e+21,8.2168e+21
1505,B,False,2.7744e+21,2.7498e+21,2.7712e+21,2.7239e+21,2.71e+21
1506,B,False,1.2029e+22,1.2334e+22,1.2294e+22,1.2349e+22,1.2459e+22
1507,B,False,5.6999e+21,5.7444e+21,5.7653e+21,5.7073e+21,5.6792e+21
1508,B,True,5.9915e+21,5.9282e+21,5.9551e+21,5.9101e+21,5.8964e+21
1509,B,False,6.8678e+21,6.9573e+21,6.9946e+21,6.9888e+21,7.0778e+21
1510,B,False,2.2069e+22,2.1962e+22,2.224e+22,2.1994e+22,2.209e+22
1511,B,False,1.2418e+22,1.2451e+22,1.2474e+22,1.2418e+22,1.2386e+22
1512,B,False,2.4933e+22,2.5002e+22,2.4828e+22,2.4693e+22,2.4627e+22
1513,B,False,6.6571e+21,6.4758e+21,6.3746e+21,6.1467e+21,6.1196e+21
1514,B,True,9.4021e+21,9.7937e+21,1.0017e+22,1.0465e+22,1.0721e+22
1515,B,False,5.729e+21,5.6068e+21,5.6433e+21,5.5921e+21,5.6251e+21
1516,B,False,1.1976e+22,1.1917e+22,1.181e+22,1.1765e+22,1.1668e+22
1517,B,False,1.7724e+21,1.8382e+21,1.8656e+21,1.9546e+21,1.9637e+21
1518,B,False,4.7823e+21,4.7605e+21,4.821e+21,4.8158e+21,4.6876e+21
1519,B,False,2.3778e+21,2.3399e+21,2.1571e+21,2.0915e+21,2.0362e+21
1520,B,False,0.0,3.7602e+18,1.1451e+19,3.9796e+19,7.111e+19
