,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,AREA_ACR_1,MEANGAM_1,MEANGBH_1,MEANGBT_1,MEANGBZ_1,MEANJZD_1,MEANJZH_1,MEANPOT_1,MEANSHR_1,R_VALUE_1,SAVNCPP_1,SHRGT45_1,TOTPOT_1,TOTUSJH_1,TOTUSJZ_1,USFLUX_1,d_l_f_1,g_s_1,slf_1,ABSNJZH_2,AREA_ACR_2,MEANGAM_2,MEANGBH_2,MEANGBT_2,MEANGBZ_2,MEANJZD_2,MEANJZH_2,MEANPOT_2,MEANSHR_2,R_VALUE_2,SAVNCPP_2,SHRGT45_2,TOTPOT_2,TOTUSJH_2,TOTUSJZ_2,USFLUX_2,d_l_f_2,g_s_2,slf_2,ABSNJZH_3,AREA_ACR_3,MEANGAM_3,MEANGBH_3,MEANGBT_3,MEANGBZ_3,MEANJZD_3,MEANJZH_3,MEANPOT_3,MEANSHR_3,R_VALUE_3,SAVNCPP_3,SHRGT45_3,TOTPOT_3,TOTUSJH_3,TOTUSJZ_3,USFLUX_3,d_l_f_3,g_s_3,slf_3,ABSNJZH_4,AREA_ACR_4,MEANGAM_4,MEANGBH_4,MEANGBT_4,MEANGBZ_4,MEANJZD_4,MEANJZH_4,MEANPOT_4,MEANSHR_4,R_VALUE_4,SAVNCPP_4,SHRGT45_4,TOTPOT_4,TOTUSJH_4,TOTUSJZ_4,USFLUX_4,d_l_f_4,g_s_4,slf_4
2834,N,False,1.5333280000000002,40.0346,27.788,49.608,134.76800000000003,133.796,-0.0883554,0.0013078039999999999,1769.4399999999998,22.254199999999997,0.0,138880000000.0,2.257,2.74674e+21,44.9682,994070000000.0,7.54758e+20,0.0,0.0,0.0,1.0583690000000001,39.3388,27.300599999999996,44.3544,124.47200000000001,122.888,-0.059826460000000005,0.0004146192,1523.88,22.1876,0.0,146086400000.0,1.7506999999999997,2.66846e+21,46.156600000000005,1094300000000.0,7.80586e+20,0.0,0.0,0.0,3.2244600000000005,39.7726,26.7332,41.1558,119.828,118.35999999999999,0.010180399999999996,0.00232826,1444.7999999999997,21.986200000000004,0.3274,252126000000.0,1.569642,2.65726e+21,44.5686,1064368000000.0,8.0064e+20,0.0,0.0,0.0,1.4875160000000003,36.7548,26.714799999999997,41.1526,117.976,116.66,-0.034887800000000004,0.001125276,1427.1,22.1012,0.0,97715600000.0,1.3062719999999999,2.5319200000000005e+21,40.4878,985998000000.0,7.695880000000001e+20,0.0,0.0,0.0
2835,N,False,27.449,62.2648,27.7084,43.079600000000006,98.0006,96.5322,-0.0406898,0.0047069,1840.8399999999997,19.8242,2.49406,1091762000000.0,2.2482200000000003,1.4265199999999998e+22,213.402,3821640000000.0,3.9773000000000004e+21,0.0,0.0,0.0,27.4608,59.697799999999994,27.7488,43.0246,97.95700000000001,97.267,0.003783579999999999,0.0047142,1779.52,19.5212,2.55038,965326000000.0,2.3524599999999998,1.377e+22,203.8,3708420000000.0,3.98618e+21,0.0,0.0,0.0,27.412600000000005,65.2602,28.047199999999997,41.4196,96.7088,96.49980000000001,-0.03297219999999999,0.0044514,1755.6199999999997,19.615799999999997,2.69228,1051540000000.0,3.10122,1.4353399999999997e+22,217.12999999999997,3994840000000.0,4.1633000000000004e+21,0.0,0.0,0.0,21.817,69.0008,27.671799999999998,40.4684,95.4816,95.2554,0.005082600000000001,0.0034675200000000004,1737.6399999999999,19.2596,2.63728,988732000000.0,2.7404400000000004,1.4511199999999999e+22,221.56599999999997,4045160000000.0,4.3052199999999993e+21,0.0,0.0,0.0
2838,N,False,3.32984,63.546800000000005,29.7694,38.2834,96.42,96.35919999999999,-0.149896,0.00075053,1888.58,24.5088,1.6987,361672000000.0,5.66414,1.11578e+22,126.19200000000001,2803360000000.0,2.6019199999999995e+21,50.4152,33.3774,28.359199999999998,3.251038,63.895799999999994,28.505399999999998,38.5642,99.0418,98.94740000000002,0.0018945999999999998,0.0007597939999999999,1775.1399999999999,23.3738,1.1314199999999999,302016000000.0,3.60658,1.0087840000000001e+22,119.21,2633060000000.0,2.5506199999999996e+21,14.601400000000002,4.4406,9.326600000000001,1.72074,64.09,27.843600000000002,39.0762,101.238,101.176,-0.0553922,-0.000354404,1715.5399999999997,22.7798,0.0,191317800000.0,2.20834,9.65914e+21,117.39000000000001,2557320000000.0,2.57052e+21,0.0,0.0,0.0,6.742439999999999,65.1194,28.439600000000002,40.0886,102.77000000000001,102.704,-0.23892000000000002,-0.0015660359999999998,1796.9,23.4838,0.33832,626264000000.0,3.1696999999999997,1.02408e+22,126.946,2784960000000.0,2.61168e+21,0.0,0.0,0.0
2839,N,False,0.9548993999999998,39.461800000000004,33.2676,74.5116,146.498,149.99200000000002,0.1424158,-0.0006490512000000001,1999.52,22.959,0.0,302904000000.0,3.9263600000000003,1.99618e+21,44.3178,898636000000.0,4.9311000000000007e+20,0.0,0.0,0.0,1.522018,41.8032,32.96480000000001,70.53040000000001,148.98399999999998,149.518,-0.14666756,0.0015671279999999999,1876.92,22.7216,1.2466,263016000000.0,3.66554,2.0871400000000001e+21,44.3218,927654000000.0,5.3778199999999993e+20,0.0,0.0,0.0,1.8413620000000002,42.5966,32.3746,78.249,160.96800000000002,161.31799999999998,-0.176894,0.0013385400000000003,2077.84,20.5352,0.75286,297856000000.0,1.4630800000000002,1.9677200000000003e+21,39.875600000000006,780664000000.0,5.11426e+20,0.0,0.0,0.0,2.361,42.667,31.832666666666668,80.68866666666666,168.45333333333335,171.58333333333334,0.13810666666666668,-0.0040639633333333335,2309.9,20.525666666666666,0.0,126153333333.33333,1.6028333333333336,1.8742333333333334e+21,41.794666666666664,746730000000.0,4.6957999999999993e+20,0.0,0.0,0.0
2840,N,False,2.04155,53.0278,32.643600000000006,85.6584,167.78400000000002,168.26000000000002,0.07360520000000001,0.002004244,2801.62,21.8978,0.0,196624600000.0,4.032220000000001,2.5986799999999997e+21,46.127199999999995,850232000000.0,5.0874399999999993e+20,0.0,0.0,0.0,1.9078780000000002,55.406600000000005,31.6822,82.1366,166.05,167.656,0.7073699999999999,0.0018085400000000002,2628.94,21.7736,0.0,301680000000.0,3.59298,2.5090999999999996e+21,48.7204,905228000000.0,5.19876e+20,0.0,0.0,0.0,2.3605766666666663,54.845,31.608999999999998,83.53833333333334,166.63333333333333,169.0533333333333,0.47773099999999996,0.003390233333333334,2661.7000000000003,21.176666666666666,0.0,375786666666.6667,3.4943333333333335,2.493066666666667e+21,47.81166666666667,878396666666.6666,5.234433333333333e+20,0.0,0.0,0.0,1.167684,55.413599999999995,34.2542,91.6056,177.56599999999997,177.064,0.16650519999999996,-0.001449792,2800.9800000000005,21.9768,0.0,193520600000.0,3.6459,2.5598999999999996e+21,44.4542,803884000000.0,5.1114200000000007e+20,0.0,0.0,0.0
2841,N,False,0.47923,19.1452,30.8012,50.08,121.2,123.15799999999999,-0.17154039999999998,-0.0015240279999999998,1562.1399999999999,23.488400000000002,0.31412,48273280000.0,3.78294,6.48862e+20,12.0678,303574000000.0,1.73338e+20,0.0,0.0,0.0,0.7574649999999999,18.946,30.88825,52.63525,126.88749999999999,128.005,0.24437475,-0.00022737499999999993,1664.45,24.039749999999998,0.0,89549500000.0,5.4284,7.000125e+20,13.39175,334277500000.0,1.745025e+20,0.0,0.0,0.0,0.70168725,19.6435,29.4455,51.023500000000006,126.52,127.435,0.18717050000000002,0.00042062,1683.05,23.513749999999998,0.477825,71287650000.0,4.0928249999999995,5.5533250000000005e+20,11.128824999999999,268587500000.0,1.427075e+20,0.0,0.0,0.0,1.1660879999999998,18.873399999999997,29.843200000000003,54.795399999999994,126.29799999999997,127.23799999999999,-0.40170199999999995,-0.005131054000000001,1756.6200000000001,22.939799999999998,0.38001999999999997,70396600000.0,3.9249400000000003,5.3962999999999993e+20,10.6436,247076000000.0,1.3943800000000002e+20,0.0,0.0,0.0
2842,N,False,31.982399999999995,94.2796,47.738,72.39380000000001,120.53600000000002,119.33400000000002,-0.28436760000000005,0.0123614,6976.460000000001,35.337,1.35914,1395940000000.0,28.587200000000003,2.3969800000000005e+22,122.04400000000001,2538880000000.0,1.7911799999999999e+21,0.0,0.0,0.0,30.8668,90.50719999999998,47.24680000000001,71.0572,119.59199999999998,118.644,-0.11200899999999998,0.011792,6645.359999999999,34.845800000000004,0.43952,1384120000000.0,26.9156,2.3105999999999995e+22,120.94800000000001,2485780000000.0,1.7915199999999997e+21,0.0,0.0,0.0,29.9794,91.90180000000001,48.2078,69.6122,117.8,116.324,-0.34311,0.0110286,6526.24,35.98479999999999,0.0,1450340000000.0,29.437599999999996,2.3576e+22,123.16399999999999,2615820000000.0,1.7851e+21,81.59400000000001,97.05,17.4912,29.3488,93.18439999999998,48.0324,69.8334,118.624,116.92399999999998,-0.2986,0.011137600000000001,6725.82,35.986000000000004,0.0,1471820000000.0,29.155400000000004,2.35578e+22,124.88199999999999,2670200000000.0,1.76768e+21,27.377999999999997,32.898,5.8002
2873,N,False,5.91685,52.9985,30.603250000000003,48.9775,125.835,125.05000000000001,0.74187075,0.0056517749999999995,1726.3500000000001,24.19125,0.0,600020000000.0,7.699325,2.3755749999999996e+21,42.0865,1001820000000.0,5.88675e+20,0.0,0.0,0.0,5.067780000000001,51.4624,30.961199999999998,52.524800000000006,124.99600000000001,122.10999999999999,0.584224,0.004955579999999999,1694.2400000000002,23.447000000000003,0.0,350300000000.0,5.64866,2.3294400000000003e+21,38.8694,919990000000.0,5.8178e+20,0.0,0.0,0.0,7.32164,48.7988,30.4356,58.69680000000001,131.326,127.03,0.0507834,0.0086614,1872.1600000000003,22.838,0.0,472948000000.0,3.9968600000000003,2.0851600000000003e+21,34.6188,768212000000.0,5.012e+20,0.0,0.0,0.0,6.409700000000001,46.417199999999994,30.254200000000004,57.955600000000004,138.95,135.55,-0.277269,0.00774262,2035.2400000000002,23.756999999999998,0.35082,334616000000.0,5.36592,2.24282e+21,39.238800000000005,854534000000.0,4.9861600000000007e+20,0.0,0.0,0.0
2874,N,False,29.094800000000003,252.212,49.0144,46.617,92.412,90.878,0.06577960000000001,0.0034096800000000004,9261.94,41.03920000000001,0.3513,1367902000000.0,41.15560000000001,1.05002e+23,262.966,6373620000000.0,5.02738e+21,0.0,0.0,0.0,27.256,250.98749999999998,49.30925,46.934250000000006,91.036,89.05975000000001,0.059935499999999996,0.0032712500000000003,9391.5,41.16125,0.5816,679147500000.0,41.8495,1.03895e+23,260.21250000000003,6084075000000.0,4.9093e+21,0.0,0.0,0.0,23.073199999999996,243.57200000000003,49.941599999999994,50.565799999999996,94.2106,90.96380000000002,-0.0011865000000000014,0.00301856,10231.76,41.5384,0.0,548318000000.0,43.2192,1.03662e+23,260.99399999999997,5970980000000.0,4.72556e+21,0.0,0.0,0.0,17.2006,247.53199999999998,50.381600000000006,51.9634,95.237,92.0196,-0.0938502,0.0023785999999999994,10891.6,41.85020000000001,0.8748799999999999,505666000000.0,43.93140000000001,1.0465999999999999e+23,255.51200000000003,5892440000000.0,4.617719999999999e+21,0.0,0.0,0.0
2875,N,False,80.3065,253.305,41.217,79.17974999999998,145.10999999999999,142.285,0.5264975,0.01339425,3528.0000000000005,30.459000000000003,3.293475,4636850000000.0,16.19525,2.8092e+22,345.655,7100750000000.0,3.69585e+21,163.8275,363.525,38.5935,71.4516,253.52200000000002,39.564800000000005,77.2556,146.72200000000004,144.76,0.744462,0.0123716,3376.8,29.339199999999998,3.0566199999999997,3683960000000.0,14.7454,2.59558e+22,323.396,6493560000000.0,3.636e+21,165.86599999999999,283.01599999999996,41.1422,76.9128,257.65799999999996,37.803200000000004,76.3312,152.106,152.32399999999998,0.8116239999999999,0.0141732,3297.4199999999996,27.998399999999997,3.1712800000000003,3750560000000.0,12.723199999999999,2.3731400000000003e+22,339.78000000000003,6451240000000.0,3.53022e+21,167.136,265.37600000000003,41.8684,52.7322,254.26000000000005,37.093,75.8162,157.88,158.238,0.5765079999999999,0.010104940000000001,2963.8599999999997,27.265599999999996,3.0265999999999997,2685340000000.0,11.290600000000001,2.04906e+22,333.954,6394940000000.0,3.4452200000000004e+21,181.36,171.18400000000003,49.7044
2876,N,False,3.357048,127.7,30.5964,53.9476,137.334,146.53,1.5523000000000002,-0.0048151,874.1139999999999,16.215799999999998,1.54576,545236000000.0,1.102316,7.51864e+20,34.2418,763790000000.0,3.76154e+20,0.0,0.0,0.0,4.899179999999999,127.33000000000001,30.7966,62.978199999999994,151.07,160.77,0.80368,-0.0066567,984.29,16.1008,2.4709000000000003,399432000000.0,2.10802,9.493639999999999e+20,42.8708,867572000000.0,4.63938e+20,0.0,0.0,0.0,3.268,127.52199999999998,32.905,73.44059999999999,163.044,175.198,0.68047,-0.0051611,1107.9599999999998,16.762400000000003,2.55888,253372000000.0,3.3867999999999996,9.264919999999999e+20,37.8486,709858000000.0,4.21248e+20,0.0,0.0,0.0,4.49836,123.58,35.0878,71.1574,156.786,166.35999999999999,1.022514,-0.00518842,1048.902,18.974,2.5531599999999997,495380000000.0,6.3502600000000005,1.0427460000000001e+21,39.9702,818396000000.0,4.5517599999999993e+20,0.0,0.0,0.0
2877,N,False,2.9610600000000002,17.173399999999997,45.87479999999999,45.1288,94.82820000000001,93.5414,0.7984220000000001,0.00725378,1621.48,36.028000000000006,0.0,229684000000.0,29.781799999999997,8.895080000000001e+20,11.7569,378328000000.0,1.6661e+20,0.0,0.0,0.0,1.6534260000000003,20.2102,43.5458,57.6884,117.25,115.29400000000001,0.4217802,0.003548982,2180.34,32.6162,0.0,179611200000.0,22.715399999999995,1.38964e+21,20.812599999999996,564226000000.0,2.3311200000000003e+20,0.0,0.0,0.0,1.99127,21.177999999999997,45.5346,62.080200000000005,123.16600000000001,123.934,0.5374736,0.004207316,2368.3599999999997,31.955000000000002,0.0,187800000000.0,24.9912,1.4958399999999997e+21,20.756400000000003,476534000000.0,2.53522e+20,0.0,0.0,0.0,1.21807,21.4384,48.2256,63.0804,121.356,119.522,0.882636,0.0009599300000000001,2302.8,33.9514,0.43626,281936000000.0,27.8522,1.6182400000000003e+21,21.606199999999998,557312000000.0,2.5479600000000003e+20,0.0,0.0,0.0
2879,N,False,3.98628,211.554,52.74079999999999,79.279,123.506,121.42,0.42048800000000003,-0.00021998999999999999,5346.320000000001,38.2548,3.1045399999999996,1268166000000.0,30.7874,4.0201599999999996e+22,303.176,6120940000000.0,3.2599400000000004e+21,102.042,852.238,16.3894,2.2639299999999998,215.02749999999997,52.881249999999994,81.68575,123.8425,121.095,0.4100475,0.00024034750000000003,5680.750000000001,38.1465,3.0115,1182075000000.0,31.3615,4.072675e+22,291.59000000000003,5765075000000.0,3.202e+21,103.6675,920.845,16.33,4.49358,214.608,50.6696,82.676,133.88600000000002,131.948,0.4667339999999999,0.0008779800000000001,5960.14,36.7378,2.75134,1281780000000.0,29.781600000000005,4.077940000000001e+22,326.57399999999996,6022520000000.0,3.32868e+21,106.304,664.63,17.2782,5.0618988,213.344,50.6782,74.5362,125.97999999999999,125.394,0.700516,0.0009477759599999999,5485.959999999999,37.3614,3.08764,2002340000000.0,30.842000000000002,3.905699999999999e+22,318.446,6036060000000.0,3.31212e+21,106.428,721.106,18.1184
2881,N,False,3.5889940000000005,36.3278,29.423000000000002,51.7254,138.312,135.942,0.15661399999999998,0.002798466,1845.7599999999998,23.8144,0.0,212085600000.0,5.56314,3.11024e+21,55.20120000000001,1247760000000.0,7.607319999999999e+20,0.0,0.0,0.0,1.9105560000000001,39.0298,29.619600000000002,49.5142,134.07999999999998,133.574,0.021190800000000003,0.00106713,1959.2400000000002,24.4106,0.42934,173043000000.0,5.9445,3.6649800000000004e+21,66.1804,1419220000000.0,8.682420000000001e+20,0.0,0.0,0.0,1.4153025,41.638000000000005,29.74175,49.330749999999995,134.335,133.435,0.601925,-0.00032306000000000007,2027.65,24.7205,0.0,522832500000.0,6.4506,4.393825e+21,74.82175000000001,1590350000000.0,1.01434e+21,0.0,0.0,0.0,0.9460240000000001,41.0788,30.910999999999994,48.7516,131.578,129.278,0.30581200000000003,0.000279846,1980.7,24.8698,0.0,327250000000.0,7.24692,4.870240000000001e+21,74.40979999999999,1598820000000.0,1.10452e+21,0.0,0.0,0.0
2882,N,False,8.718440000000001,70.22380000000001,40.52419999999999,76.3896,148.444,146.14600000000002,0.11897760000000002,0.0036846000000000005,3460.1600000000008,29.4438,1.01166,318488000000.0,14.421800000000001,1.08098e+22,140.47199999999998,2616860000000.0,1.6155400000000001e+21,82.4138,72.27539999999999,30.356,10.97706,71.3832,40.209399999999995,79.864,156.81,154.754,-0.025950999999999995,0.00478692,3501.96,28.973599999999998,0.0,296218000000.0,14.1024,1.0686800000000002e+22,152.13400000000001,2829800000000.0,1.6382199999999999e+21,86.00039999999998,62.39939999999999,33.1152,10.91532,71.1504,37.6924,80.9094,164.55,163.906,0.0677226,0.00524976,3473.66,27.4536,0.0,207896000000.0,11.663,9.59108e+21,154.522,2664820000000.0,1.5571600000000003e+21,89.83420000000001,58.0544,35.0818,14.709800000000001,71.6842,38.2326,79.4434,160.554,159.93399999999997,0.7576240000000001,0.0071166400000000005,3313.1,27.349,0.0,797352000000.0,10.8221,9.09082e+21,143.756,2477120000000.0,1.50728e+21,92.66499999999999,54.869400000000006,36.667
2883,N,False,0.11385,12.055,28.32,53.72,147.46,142.35,-0.076033,-0.0004628,1908.8,22.793,0.0,9511200000.0,5.2846,6.2361e+20,10.361,241860000000.0,1.4563e+20,0.0,0.0,0.0,0.36886079999999993,12.218599999999999,28.7052,53.930600000000005,139.75400000000002,134.82800000000003,-0.4151774,0.00033374200000000004,1862.3799999999999,22.409200000000002,0.0,59972320000.0,3.3116,6.399479999999999e+20,10.331520000000001,243412000000.0,1.5360399999999997e+20,0.0,0.0,0.0,0.35572680500000003,11.51925,28.964499999999997,53.364999999999995,135.5125,131.70250000000001,-0.248311775,0.0013280031249999998,1748.175,21.57175,0.0,32439417500.0,3.2207799999999995,5.7060500000000003e+20,9.681549999999998,225605000000.0,1.505925e+20,0.0,0.0,0.0,0.29217,12.501333333333333,36.714333333333336,49.70166666666666,117.96666666666665,115.20666666666666,-0.21069533333333335,-0.0002978733333333333,1821.5,27.876666666666665,0.0,74425000000.0,14.292000000000002,7.161933333333334e+20,10.147333333333334,270296666666.66666,1.5853666666666666e+20,0.0,0.0,0.0
2884,N,False,21.978199999999998,57.1068,37.203199999999995,79.81120000000001,164.982,164.838,0.714972,0.016325799999999998,3734.6400000000003,26.181400000000004,0.0,589376000000.0,9.218,6.70052e+21,87.5216,1553220000000.0,1.005002e+21,0.0,0.0,0.0,22.880999999999997,55.1092,36.966,82.00820000000002,167.824,166.43599999999998,0.940008,0.0173774,3736.8399999999992,26.166000000000004,0.0,751264000000.0,7.9818,6.538240000000001e+21,83.99260000000001,1506080000000.0,9.6403e+20,0.0,0.0,0.0,17.580199999999998,54.7332,36.855399999999996,76.31960000000001,155.39799999999997,152.898,1.1298800000000002,0.013033600000000001,3329.54,25.549,0.42774,794150000000.0,6.9377200000000006,5.96368e+21,68.0316,1326100000000.0,9.282500000000001e+20,0.0,0.0,0.0,13.564599999999999,53.4524,36.32379999999999,73.97739999999999,153.778,152.266,0.9443059999999999,0.010264599999999999,3207.6,25.2868,0.0,643536000000.0,7.11424,5.61234e+21,66.81960000000001,1275120000000.0,8.961339999999999e+20,0.0,0.0,0.0
2885,N,False,5.6047400000000005,54.778200000000005,34.531600000000005,62.492399999999996,141.994,141.076,0.241935,0.0033948200000000006,2375.6799999999994,27.206799999999998,0.0,477140000000.0,10.87102,5.192260000000001e+21,81.9658,1691060000000.0,1.0756999999999999e+21,76.0714,15.1368,56.63340000000001,3.8263180000000006,54.889199999999995,33.0574,61.1302,145.07999999999998,143.95,0.2184628,0.0024667179999999997,2506.94,25.7754,0.0,480286000000.0,7.89052,5.17908e+21,76.85220000000001,1523180000000.0,1.0510600000000001e+21,15.482800000000001,3.742,10.3724,2.478952,55.28760000000001,31.8622,62.80060000000001,151.78799999999998,150.044,0.44394399999999995,0.0016431500000000001,2499.54,24.713800000000003,0.0,407150000000.0,6.6114999999999995,5.031580000000001e+21,79.262,1521740000000.0,1.0498e+21,32.089999999999996,5.077,24.9912,4.72318,54.35979999999999,32.051,65.501,154.64600000000002,151.748,0.19435326000000003,0.0030830799999999998,2591.54,24.6184,0.4417,486648000000.0,5.86824,5.2745e+21,79.3794,1540680000000.0,1.06192e+21,32.1224,7.8515999999999995,20.7594
2886,N,False,9.142940000000001,38.1712,28.1558,42.357,129.04000000000002,130.52,0.62734,0.0088599,1848.48,23.7124,0.0,508914000000.0,4.79028,2.53464e+21,46.99040000000001,1041960000000.0,6.3767e+20,0.0,0.0,0.0,8.979339999999999,38.967,28.4072,41.1554,126.08399999999999,127.422,0.7504579999999998,0.00782284,1642.8400000000001,23.486800000000002,0.0,527638000000.0,5.0950999999999995,2.50688e+21,46.1254,1020608000000.0,6.85958e+20,0.0,0.0,0.0,5.5231200000000005,38.40259999999999,27.6812,41.565,128.97,129.038,0.698226,0.00495426,1590.3999999999999,22.482400000000002,0.0,398282000000.0,3.11912,2.3445000000000001e+21,42.962,952824000000.0,6.668900000000001e+20,0.0,0.0,0.0,3.622840000000001,37.111599999999996,27.960400000000003,47.564,141.594,140.158,0.59745,0.0037395200000000005,1828.92,22.2988,0.0,322998000000.0,2.7893,2.37378e+21,45.1134,963640000000.0,6.126299999999999e+20,0.0,0.0,0.0
2887,N,False,8.96306,64.5532,29.9806,46.06699999999999,107.34,108.99399999999999,-0.1358482,-0.0021928399999999997,2213.4,24.313200000000002,2.99754,327913000000.0,5.32682,1.2019600000000002e+22,153.10399999999998,3109520000000.0,2.6864200000000004e+21,0.0,0.0,0.0,12.5607,60.538199999999996,29.9138,45.1734,106.84400000000001,107.522,-0.13929360000000002,-0.0031021200000000003,2196.9,24.1124,1.67804,491928000000.0,5.18308,1.1801199999999998e+22,159.93800000000002,3117920000000.0,2.6950800000000003e+21,34.322,8.977799999999998,20.5656,10.406139999999999,61.0486,30.3876,47.8538,111.958,112.202,-0.43057,-0.00276894,2363.2,23.8572,1.02216,839150000000.0,5.22224,1.17192e+22,156.57,2989540000000.0,2.61136e+21,17.4196,2.7344,12.657599999999999,9.29846,60.388,29.994999999999997,51.626,118.976,117.998,-0.556958,-0.0026799199999999997,2532.5800000000004,23.177,1.44468,1009924000000.0,4.63108,1.16942e+22,154.05,2838380000000.0,2.5499e+21,17.810200000000002,5.1554,9.9086
2888,N,False,11.301939999999998,36.053399999999996,31.7108,66.84200000000001,155.81199999999998,153.99399999999997,0.721452,0.01239624,2424.82,22.854400000000002,0.0,618134000000.0,4.864459999999999,2.95186e+21,48.183800000000005,977152000000.0,6.2211e+20,0.0,0.0,0.0,8.240680000000001,35.88,32.131600000000006,63.9414,151.758,148.228,0.994074,0.00837414,2330.7,23.6902,0.0,519844000000.0,5.50792,3.0442000000000003e+21,48.5664,1032628000000.0,6.342519999999999e+20,0.0,0.0,0.0,8.652000000000001,34.0972,31.154200000000003,69.386,158.984,153.54000000000002,0.9421799999999999,0.009834780000000001,2378.56,22.3608,0.0,477448000000.0,2.90572,2.7749e+21,45.739399999999996,935140000000.0,5.88192e+20,0.0,0.0,0.0,6.781219999999999,32.795,30.537600000000005,68.2506,156.21200000000002,149.92999999999998,0.621678,0.008874179999999999,2359.42,22.3142,0.0,383878000000.0,2.8136200000000002,2.3913399999999996e+21,39.67,798566000000.0,5.0582e+20,0.0,0.0,0.0
2889,N,False,4.875666666666667,128.87666666666667,39.52,77.17,156.76333333333332,159.67666666666668,0.5521199999999999,-0.0023774333333333336,2700.6666666666665,25.35766666666667,2.4737000000000005,606050000000.0,9.9005,7.353866666666666e+21,134.65333333333334,2534366666666.6665,1.3371e+21,95.41166666666668,21.63966666666667,55.293000000000006,8.79362,123.26599999999999,39.2584,84.13719999999999,157.6,158.942,0.406698,-0.0051412,2866.7599999999998,24.0274,2.44062,471331200000.0,5.95282,6.485340000000001e+21,107.925,1992000000000.0,1.15578e+21,0.0,0.0,0.0,5.774779999999999,117.27400000000003,40.175599999999996,86.77680000000001,157.08800000000002,156.15799999999996,0.234232,-0.0037167000000000007,3005.8199999999997,24.514400000000002,1.8206600000000002,249804000000.0,6.8905,6.190940000000001e+21,89.2476,1693100000000.0,1.04518e+21,18.8732,3.2616,12.339,4.527925,112.24,38.9765,91.4875,165.10750000000002,164.0175,0.536005,-0.0031443,3191.5499999999997,23.64825,0.971275,434777500000.0,5.313124999999999,6.063075e+21,93.46074999999999,1733275000000.0,1.003965e+21,24.48725,2.5895,18.9425
2890,N,False,9.330400000000001,248.17399999999998,29.7768,41.7174,113.282,112.984,0.230482,0.001088746,1813.6,25.369,0.0,1382240000000.0,5.932360000000001,2.06684e+22,279.442,6955060000000.0,4.71604e+21,0.0,0.0,0.0,9.03904,251.72799999999998,30.0796,41.29259999999999,112.19800000000001,111.50999999999999,0.204868,0.001047382,1809.28,25.174599999999998,0.0,1163014000000.0,5.8552599999999995,2.07262e+22,271.538,6751080000000.0,4.6985600000000005e+21,0.0,0.0,0.0,6.35166,254.016,30.0194,42.824799999999996,114.672,113.33399999999999,0.25676,0.0007608319999999998,1829.3799999999999,24.6698,0.0,1196034000000.0,5.131880000000001,2.02366e+22,267.58399999999995,6499680000000.0,4.6025599999999995e+21,0.0,0.0,0.0,2.725542,257.12600000000003,29.8928,46.51519999999999,121.394,119.224,0.27821,-0.0001235816,2003.94,24.415599999999998,0.0,1148060000000.0,5.12922,2.0353799999999997e+22,273.084,6448660000000.0,4.4474400000000005e+21,0.0,0.0,0.0
2891,N,False,20.0316,19.159,44.68580000000001,73.39959999999999,143.952,146.62399999999997,2.35312,-0.04465960000000001,2888.78,34.825,1.6234600000000001,788930000000.0,27.340799999999994,1.7183400000000001e+21,34.2236,719716000000.0,2.30366e+20,0.0,0.0,0.0,17.294400000000003,19.6462,48.562400000000004,65.2054,131.986,134.1,2.0269000000000004,-0.0326238,2454.0200000000004,37.08,1.01106,648182000000.0,32.0524,1.73756e+21,28.609199999999998,653830000000.0,2.48046e+20,0.0,0.0,0.0,17.555999999999997,28.29925,48.433,73.03,136.02,137.215,1.0327225,-0.02930775,2665.5249999999996,35.5315,2.81765,567650000000.0,29.94575,2.1565250000000002e+21,35.0095,756707500000.0,2.9577e+20,0.0,0.0,0.0,20.5294,33.075599999999994,49.18580000000001,70.59540000000001,131.144,133.452,0.8271240000000001,-0.027861999999999998,2892.4800000000005,37.254200000000004,2.71556,642194000000.0,30.5286,2.83928e+21,46.357600000000005,1003492000000.0,3.60318e+20,0.0,0.0,0.0
2893,N,False,7.115220000000001,97.95059999999998,38.2012,80.924,150.44799999999998,148.26000000000002,1.06139,0.00406504,3323.3,25.994,0.48654000000000003,999632000000.0,8.964279999999999,7.771519999999999e+21,99.79299999999999,1860140000000.0,1.20878e+21,1.7204599999999999,0.0,0.68274,6.1533999999999995,95.9134,38.3972,80.4856,153.476,151.282,1.2032,0.00329196,3068.16,26.374800000000004,1.28416,1197660000000.0,10.96022,7.6151e+21,110.008,2104560000000.0,1.2396200000000001e+21,8.993319999999999,0.0,3.3914999999999997,3.74078,98.18,39.6535,74.236,142.3925,141.305,1.002105,0.0018995124999999999,3012.05,21.0935,0.36695,1041377500000.0,13.197,7.8185e+21,111.41499999999999,2189025000000.0,1.245025e+21,4.607775,0.0,2.1800499999999996,2.6806539999999996,99.92979999999999,37.9126,74.497,146.776,145.218,1.104344,0.0013900879999999998,2922.0,26.733999999999998,1.95018,1134042000000.0,10.875580000000001,7.466440000000001e+21,110.526,2175940000000.0,1.23668e+21,7.37244,0.0,3.1665
