,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40
1574,B,False,40.892,40.447,40.51,40.545,40.245,40.546,40.359,40.553,40.227,40.117,40.45,40.32,40.879,40.821,41.077,41.386,40.955,41.16,41.498,41.631,41.261,41.243,41.49,41.202,41.557,42.002,41.58,41.339,41.812,41.623,42.049,41.669,41.957,41.746,41.837,41.925,41.642,41.256,41.063,41.152
1575,B,False,26.791,26.524,26.982,26.958,27.27,26.526,27.14,27.364,26.931,27.348,26.619,27.157,26.835,26.61,26.251,25.401,25.972,25.31,26.067,25.835,25.817,25.819,25.579,26.834,26.381,26.556,26.744,26.432,26.548,26.638,26.951,27.236,27.622,27.1,27.082,26.655,26.279,26.233,26.627,26.388
1576,B,False,25.879,25.358,24.444,25.94,23.894,23.581,24.959,23.858,25.732,24.643,23.76,24.475,24.584,25.324,25.135,24.983,24.71,24.945,23.945,23.607,23.887,24.708,25.657,25.242,25.876,25.72,24.774,25.579,26.1,24.805,25.516,25.209,25.221,24.588,24.822,25.001,24.338,24.894,24.573,24.418
1577,B,False,27.485,27.423,27.762,27.793,27.681,27.722,27.936,28.073,27.946,27.979,28.029,27.717,27.802,27.848,28.024,28.003,27.86,27.917,27.974,27.856,28.34,28.501,28.457,28.841,29.626,30.172,30.359,30.211,31.223,34.38,35.383,37.02,36.918,38.11,39.29,40.103,39.245,40.203,40.482,40.835
1578,B,False,30.528,30.473,30.607,30.473,30.286,30.142,30.087,30.327,30.278,30.027,30.107,30.17,30.684,30.253,30.215,30.821,30.707,30.626,30.857,31.055,30.916,30.849,31.068,30.941,30.735,30.803,31.061,31.048,30.843,30.727,30.883,30.786,30.751,30.579,30.807,30.628,30.458,30.308,30.45,30.35
1579,B,False,28.088,28.321,28.482,27.679,27.216,28.118,27.716,27.922,27.561,27.927,28.272,27.255,27.9,27.19,27.759,27.476,26.894,26.666,26.433,26.655,26.717,26.289,26.472,26.555,26.789,27.789,26.943,26.655,27.293,26.507,26.775,26.86,27.656,26.857,27.595,27.523,28.011,28.398,27.573,27.368
1580,B,False,48.222,48.096,48.199,48.591,48.476,49.094,48.802,48.803,48.842,48.829,49.028,48.751,48.839,49.045,48.806,48.053,48.851,48.564,48.879,49.023,49.361,48.936,48.745,48.602,48.703,48.407,48.498,48.566,48.885,49.468,49.024,49.458,48.405,49.065,48.597,48.571,49.328,48.82,49.316,49.708
1581,B,False,60.673,60.616,59.858,59.756,59.564,59.826,59.851,60.023,60.239,58.957,59.733,60.199,59.181,60.347,60.805,60.813,61.299,60.779,60.155,60.602,59.886,59.871,59.455,59.862,60.185,60.48,60.318,59.506,60.367,62.541,61.345,61.166,61.005,60.905,60.795,59.654,59.784,59.635,59.108,59.562
1582,B,False,45.669,48.242,50.359,49.253,49.993,51.69,52.227,52.743,52.744,52.425,53.169,52.93,52.945,52.873,53.927,53.973,53.225,53.704,53.63,53.142,53.167,52.383,52.416,50.824,50.721,51.957,50.843,51.616,52.145,51.448,51.261,52.263,51.766,51.813,51.91,51.425,51.483,51.935,51.735,50.627
1583,B,False,35.205,35.772,36.573,36.46,37.476,38.205,37.229,36.791,36.375,36.63,37.401,37.596,37.598,38.218,37.904,38.225,38.832,37.891,38.973,37.962,39.158,40.053,40.58,39.562,40.383,40.231,40.777,39.572,40.186,39.926,40.429,40.442,40.798,40.586,41.07,40.285,40.819,40.829,40.788,40.231
1584,B,False,31.096,31.508,31.835,30.827,31.623,30.938,31.377,30.978,30.719,30.786,30.835,30.395,30.371,30.478,30.348,29.972,30.421,30.455,30.237,31.013,31.636,31.287,31.299,31.184,31.143,30.822,30.978,31.323,30.61,30.571,30.556,30.356,30.591,30.738,31.005,30.682,30.514,30.281,30.251,30.037
1585,B,False,38.13,38.829,39.608,39.411,38.828,39.717,41.603,42.435,42.656,42.307,43.552,43.566,40.557,41.328,43.767,41.351,43.168,43.296,43.583,43.106,42.692,42.98,41.88,40.624,39.741,39.507,38.241,38.259,38.781,39.229,37.858,40.879,39.261,39.367,40.81,41.275,41.9,42.282,42.552,43.124
1586,B,True,44.577,45.475,44.639,46.12,45.545,44.397,44.776,46.251,44.714,44.831,44.707,44.809,44.407,44.447,44.792,45.192,46.003,45.623,45.317,45.669,45.846,45.586,45.299,44.908,44.514,45.768,46.022,45.92,45.995,46.0,45.702,46.005,45.589,44.981,45.409,44.627,44.773,45.088,44.87,44.661
1587,B,False,33.508,33.375,32.801,32.744,32.958,32.776,32.499,32.577,32.823,32.576,32.383,32.663,32.499,32.553,32.321,32.427,32.233,32.027,32.097,32.291,32.302,31.901,32.033,31.987,31.912,31.98,32.069,32.13,32.212,32.233,32.194,32.113,32.018,32.067,32.087,32.147,31.825,32.172,31.83,31.923
1588,B,False,39.763,39.296,39.981,41.186,39.21,40.088,39.521,41.066,39.899,39.802,39.981,39.404,39.671,39.944,39.038,39.429,39.311,39.723,39.816,40.061,39.954,40.408,39.801,40.219,40.685,40.792,40.614,40.97,41.141,40.637,41.361,40.998,40.609,41.087,41.526,40.643,41.01,40.719,40.607,40.218
1589,B,False,37.266,37.306,37.084,36.725,36.238,36.584,36.802,36.783,36.86,36.329,36.326,36.163,36.184,36.316,36.267,35.724,36.112,36.101,36.126,36.11,36.163,35.764,36.115,36.177,36.617,36.455,36.316,36.385,36.242,36.129,35.735,35.578,36.374,36.375,36.669,36.077,35.82,35.589,35.701,35.176
1590,B,False,46.408,47.072,46.932,46.79,46.682,46.949,46.79,48.642,49.841,50.506,51.376,51.255,50.412,52.069,52.232,52.819,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384,55.403,53.856,54.799,54.625,54.292,53.904,55.195,52.497,55.333,54.84,54.607,54.45,54.568,54.51
1591,B,False,34.638,34.377,34.192,34.253,34.735,34.717,35.278,35.648,36.004,37.046,36.457,37.264,36.821,37.049,37.701,37.141,36.812,38.103,38.86,38.181,38.762,38.626,39.402,39.562,39.732,40.098,39.402,39.855,39.343,38.739,38.692,40.018,39.983,39.212,39.834,40.347,40.781,41.236,40.994,40.445
1592,B,False,46.58,46.493,46.113,45.795,45.949,46.095,45.726,45.424,45.706,45.335,45.415,45.024,44.488,44.721,45.168,44.77,45.201,45.674,45.391,45.077,45.261,45.161,45.866,45.329,45.283,45.111,45.389,45.36,45.527,45.579,45.409,45.267,44.824,45.027,45.719,45.513,44.991,44.801,45.175,45.397
1593,B,False,31.274,31.856,32.216,32.221,31.984,32.12,31.861,31.844,31.518,32.279,32.138,31.797,32.248,31.185,30.293,30.8,30.086,30.212,30.042,30.481,30.505,29.515,29.088,29.189,29.396,29.177,29.818,29.469,29.215,29.512,28.576,28.806,29.56,29.055,28.917,28.839,29.614,28.877,29.228,29.191
1594,B,False,45.289,45.267,45.722,45.688,45.645,45.803,46.031,45.994,46.129,46.515,46.571,46.699,46.894,47.047,47.385,47.484,47.401,47.21,47.517,47.095,47.191,46.982,47.0,47.349,47.291,47.589,48.274,48.216,48.109,48.42,48.057,47.87,47.873,48.116,47.984,48.406,48.533,48.537,48.431,48.439
1595,B,False,32.918,33.764,33.458,33.041,33.504,32.259,31.977,31.96,31.797,31.806,32.171,31.718,31.95,32.057,32.427,31.602,32.471,32.673,33.473,33.008,33.255,32.49,32.898,31.971,33.287,32.79,31.431,31.754,32.325,32.902,32.856,33.218,33.589,33.199,33.464,34.135,32.476,32.839,33.533,33.753
1596,B,False,54.463,54.036,52.727,53.073,52.59,52.759,53.225,53.703,53.706,54.25,53.978,53.808,54.137,54.17,54.107,54.132,53.94,54.366,54.027,53.881,54.101,54.132,53.901,53.663,53.48,53.205,52.864,52.579,52.848,52.571,53.081,52.941,52.608,52.851,52.786,52.527,51.151,50.889,51.135,51.763
1597,B,False,32.246,32.164,32.14,32.219,32.06,31.909,32.024,32.415,31.879,31.578,31.17,31.023,30.75,30.571,30.178,30.422,30.669,30.936,31.7,31.704,31.708,31.452,31.475,31.461,31.157,31.43,31.543,31.715,31.655,31.577,31.905,31.967,32.327,32.389,32.362,32.51,32.516,32.037,32.083,31.862
1598,B,False,36.494,35.678,35.273,35.527,35.025,34.976,35.185,35.371,35.803,36.763,36.681,36.923,36.783,37.139,36.837,36.44,36.51,36.78,36.829,36.64,36.577,36.704,36.431,36.473,36.443,36.321,35.982,35.706,36.064,36.592,35.72,36.152,36.34,35.978,35.331,34.594,34.27,34.792,34.696,34.884
1599,B,False,41.587,41.592,41.457,41.345,41.223,41.42,41.272,41.218,41.243,41.346,41.701,41.521,41.709,41.545,41.891,42.326,42.559,42.722,42.662,42.566,42.793,43.262,42.878,43.439,44.15,43.959,44.192,44.512,43.929,43.864,43.684,43.321,43.335,43.021,43.055,42.929,43.35,43.268,43.346,43.575
1600,B,False,46.26,45.821,45.717,46.206,46.018,46.021,45.852,44.943,45.327,44.831,45.081,44.942,44.726,44.727,44.75,44.046,44.445,45.373,45.315,44.381,44.122,44.329,45.208,45.333,45.184,44.865,45.89,45.901,46.235,46.03,45.513,46.014,46.332,46.403,46.256,46.813,46.878,46.727,45.718,46.525
1601,B,False,34.078,34.535,33.991,33.813,33.631,32.561,32.683,33.473,33.46,32.725,33.078,32.555,32.936,33.103,32.981,32.561,32.962,32.832,32.968,32.867,33.06,33.42,34.01,33.194,33.091,33.486,34.084,33.705,33.368,32.406,32.337,32.335,32.189,32.769,32.986,32.094,32.151,31.923,32.091,32.59
1602,B,False,33.109,33.506,33.043,33.135,33.39,33.128,33.048,33.343,33.465,33.473,33.565,33.049,33.18,33.084,32.777,33.039,32.964,32.869,32.766,32.821,32.687,32.78,32.613,32.878,33.324,33.379,33.71,33.966,33.789,33.75,33.826,33.931,33.493,33.653,33.676,33.539,33.682,33.533,33.653,33.915
1603,B,False,44.487,45.172,44.762,44.57,44.957,45.516,44.678,44.726,44.705,44.954,44.984,45.214,45.49,45.248,45.194,45.722,45.857,45.231,44.655,44.659,44.732,45.251,44.907,43.767,42.775,43.145,43.394,43.167,43.451,43.218,42.949,43.077,42.457,42.406,42.311,42.022,42.142,42.298,42.99,43.507
1604,B,False,54.061,54.17,54.106,53.968,53.677,54.067,53.643,52.989,52.433,53.034,53.297,53.29,53.019,53.753,52.921,52.819,52.394,52.615,52.837,53.563,52.702,52.412,52.343,52.202,51.66,51.883,52.447,52.373,52.558,52.79,52.734,53.199,52.544,52.308,52.487,52.567,52.381,52.712,52.185,52.347
1605,B,False,56.765,57.223,57.264,57.073,56.871,57.162,57.668,57.995,58.022,58.148,57.899,58.074,58.183,57.897,57.495,57.312,56.988,56.468,56.399,56.186,55.529,55.164,54.962,54.99,54.974,54.4,54.775,54.555,54.901,55.239,55.247,55.504,55.516,56.17,56.236,56.492,56.204,56.011,56.298,56.621
1606,B,False,47.005,47.117,47.067,46.442,46.19,45.57,45.859,45.599,45.632,45.53,45.303,45.332,45.387,45.688,45.579,45.312,45.306,45.278,45.374,45.334,45.161,45.052,45.23,45.223,45.367,45.539,45.401,45.2,45.434,45.511,45.553,45.307,45.304,45.227,45.184,45.071,45.238,45.346,45.388,45.348
1607,B,False,45.137,45.58,45.034,45.772,46.504,45.579,46.214,46.452,46.794,46.365,46.224,46.316,46.905,46.14,46.382,47.004,46.96,46.845,47.597,47.578,48.089,48.123,48.29,47.873,48.237,48.3,48.688,48.844,48.674,47.704,48.054,47.788,47.447,48.02,48.394,48.926,48.356,48.263,48.199,47.7
1608,B,False,54.378,54.348,54.179,53.82,53.282,53.51,53.793,53.361,53.623,53.479,53.649,53.443,53.689,54.373,53.694,53.988,53.134,53.398,54.084,54.019,53.096,53.564,53.116,52.969,52.79,52.863,52.532,52.194,52.068,51.948,51.867,52.035,51.614,51.063,51.542,51.348,51.466,51.314,51.785,52.527
1609,B,False,32.95,31.815,31.74,32.985,33.873,33.802,33.725,31.462,31.286,30.773,30.505,30.772,30.873,29.974,29.707,30.279,30.633,30.688,30.282,30.876,30.598,30.689,31.329,31.178,30.797,30.801,30.741,30.27,30.364,30.698,30.337,30.281,30.366,31.331,30.468,31.285,30.351,30.098,30.423,30.759
1610,B,False,53.275,53.643,53.945,54.205,54.816,54.036,54.575,54.391,53.646,54.127,53.779,53.885,54.552,54.544,54.976,55.344,55.527,55.577,55.328,55.121,54.896,54.227,53.696,53.927,53.871,54.44,54.473,53.761,54.015,53.524,53.577,53.689,53.898,53.243,53.217,53.471,53.269,53.481,53.756,53.547
1611,B,False,30.998,31.049,30.584,30.591,30.276,30.487,30.082,30.406,30.153,30.606,30.862,30.677,30.912,30.549,30.719,30.723,30.657,30.667,30.625,30.917,30.561,30.912,30.865,30.939,30.534,30.715,31.228,30.822,31.293,31.759,31.789,32.12,32.547,32.793,33.04,32.795,33.036,32.992,32.985,32.394
1612,B,False,53.47,53.065,53.236,52.982,53.383,53.361,53.31,53.109,53.488,52.948,53.483,53.866,53.928,53.858,54.206,53.688,53.823,53.828,54.02,54.147,54.413,54.121,54.183,54.333,54.302,54.271,54.072,54.092,54.321,54.209,53.922,53.53,53.8,53.789,53.596,53.706,54.161,54.112,53.999,54.174
1613,B,False,39.57,40.505,40.258,39.662,41.985,42.803,41.715,40.85,39.538,40.393,40.42,42.281,41.034,42.827,42.451,42.309,42.145,41.845,41.69,42.072,42.03,39.799,41.132,43.269,42.82,42.146,40.788,42.43,44.236,42.478,43.522,42.447,41.291,44.029,43.704,42.849,43.751,45.593,43.909,43.885
1614,B,False,31.037,29.28,29.285,29.823,30.238,30.498,30.997,30.209,30.703,29.591,30.494,29.49,30.277,29.836,29.93,30.536,29.71,29.81,29.057,29.041,28.559,28.939,28.486,28.709,28.884,28.249,28.564,28.593,28.724,28.222,28.672,28.955,29.636,28.998,28.793,27.475,27.315,27.897,29.061,27.757
1615,B,False,31.132,30.943,30.394,30.582,30.301,30.474,30.505,29.881,30.02,29.825,30.222,29.498,30.22,30.225,30.07,29.709,29.484,29.353,29.598,29.862,30.045,30.391,30.278,29.779,29.518,29.332,29.259,29.474,29.503,29.886,29.511,29.26,28.986,28.779,29.039,29.828,29.599,28.972,29.652,29.818
1616,B,False,42.827,42.451,42.309,42.145,41.845,41.69,42.072,42.03,39.799,41.132,43.269,42.82,42.146,40.788,42.43,44.236,42.478,43.522,42.447,41.291,44.029,43.704,42.849,43.751,45.593,43.909,43.885,45.157,45.911,44.955,44.247,44.576,44.579,44.958,45.415,46.201,45.01,47.006,46.168,46.266
1617,B,False,41.715,40.85,39.538,40.393,40.42,42.281,41.034,42.827,42.451,42.309,42.145,41.845,41.69,42.072,42.03,39.799,41.132,43.269,42.82,42.146,40.788,42.43,44.236,42.478,43.522,42.447,41.291,44.029,43.704,42.849,43.751,45.593,43.909,43.885,45.157,45.911,44.955,44.247,44.576,44.579
1618,B,False,52.018,52.269,52.441,52.483,52.597,52.087,52.27,52.181,52.786,52.995,52.431,52.489,52.624,52.658,52.355,52.923,52.55,52.538,52.658,52.094,52.342,52.462,52.016,51.7,51.539,51.576,51.571,51.623,52.071,52.006,52.268,52.449,53.349,53.926,54.203,54.661,54.863,54.997,55.284,55.202
1619,B,False,43.543,43.453,43.762,43.204,43.411,43.534,44.108,43.371,43.381,43.842,43.336,43.582,44.239,43.754,44.639,44.114,43.887,44.071,44.035,44.239,44.489,44.542,44.344,44.548,44.735,44.987,44.689,44.576,44.71,44.759,44.564,45.476,45.369,44.915,45.603,45.257,44.644,44.766,44.483,44.605
1620,B,False,66.552,66.539,66.581,66.404,66.09,66.153,66.148,66.476,66.308,66.27,66.373,66.469,66.492,66.437,66.497,66.625,66.307,66.051,66.166,65.836,66.121,66.547,66.45,66.141,66.305,66.543,66.459,66.539,66.472,66.493,66.282,66.312,66.358,66.619,66.358,66.012,65.824,66.269,65.82,65.497
1621,B,False,47.661,47.308,46.92,47.829,47.849,47.595,48.22,47.994,47.632,47.191,46.892,46.542,46.333,45.669,45.44,45.597,44.927,45.012,44.323,44.487,44.429,44.185,44.302,44.715,44.094,44.683,43.788,44.042,43.749,43.671,43.1,42.937,42.759,43.349,42.945,42.415,42.851,42.602,43.038,41.978
1622,B,False,30.026,29.077,29.354,29.358,29.027,28.93,29.22,29.74,30.461,29.887,31.033,30.155,31.184,31.302,30.97,32.016,30.973,31.325,31.001,31.241,31.267,31.19,32.02,32.565,32.378,32.239,31.528,31.612,30.836,31.356,31.688,31.375,31.044,31.566,31.327,31.23,30.113,30.9,31.028,31.109
1623,B,False,55.665,55.65,55.771,56.055,55.995,56.809,56.367,56.181,55.762,55.998,55.328,54.588,54.409,53.996,53.669,52.76,53.529,53.411,53.076,53.387,53.89,54.416,54.63,54.525,55.092,55.462,55.772,55.809,56.265,56.104,56.335,56.458,56.501,56.382,56.227,56.723,56.893,56.959,56.857,56.801
1624,B,False,31.842,31.99,31.572,31.617,31.57,32.126,31.885,32.383,32.319,32.704,32.742,32.651,32.324,33.037,33.326,32.819,33.388,33.249,32.744,33.093,33.046,33.243,33.852,33.634,33.557,33.334,33.368,33.563,34.304,33.961,34.077,34.44,34.574,34.335,34.466,34.466,34.309,33.607,33.842,34.305
1625,B,False,26.165,26.045,26.06,26.275,26.397,26.497,26.422,26.556,26.398,26.474,26.218,26.232,26.265,26.328,26.321,26.204,25.981,26.074,25.996,25.957,25.738,25.678,25.851,25.904,26.011,26.032,25.927,25.924,25.823,25.772,25.696,25.533,25.58,25.556,25.664,25.68,25.587,25.426,25.432,25.479
1626,B,False,30.123,29.928,30.167,30.441,30.056,30.149,30.347,30.595,30.756,30.404,30.377,30.659,30.511,30.247,30.44,30.959,31.233,31.277,30.857,30.374,30.396,30.059,29.829,30.222,30.351,30.1,30.213,30.436,31.038,30.906,30.626,30.441,30.411,30.253,30.17,30.417,30.606,30.087,30.357,30.057
1627,B,False,28.452,28.183,27.752,28.251,29.268,29.681,29.423,30.371,30.657,30.2,30.387,29.896,29.608,29.82,29.587,29.176,28.935,29.645,29.467,28.813,29.404,29.771,29.21,29.393,29.178,29.775,29.866,29.974,29.599,29.469,29.14,29.179,29.165,29.29,29.369,29.386,29.11,29.35,29.288,29.222
1628,B,False,0.0,20.892,0.0,0.0,36.64,32.875,44.633,36.477,46.029,42.332,42.309,45.967,41.734,42.006,46.157,45.661,45.658,45.669,48.242,50.359,49.253,49.993,51.69,52.227,52.743,52.744,52.425,53.169,52.93,52.945,52.873,53.927,53.973,53.225,53.704,53.63,53.142,53.167,52.383,52.416
1629,B,False,45.738,44.638,45.336,45.163,45.202,45.141,45.352,46.446,46.706,46.511,46.172,45.834,45.718,47.06,47.531,47.832,48.498,48.534,47.777,47.575,46.568,46.219,45.91,45.548,44.863,44.973,44.426,44.704,45.457,46.351,46.67,46.783,47.835,48.943,48.539,49.931,49.804,50.825,50.178,49.456
1630,B,False,38.148,37.766,38.284,38.832,38.081,38.18,37.975,37.272,38.011,38.53,39.784,38.817,38.353,38.868,38.269,38.5,38.415,37.871,38.195,37.487,37.556,37.738,37.47,37.966,37.744,37.547,37.303,37.163,37.689,37.858,37.226,37.154,37.133,37.352,36.902,37.351,37.613,37.335,37.231,37.094
1631,B,False,40.963,40.977,40.68,40.668,41.424,41.294,41.461,42.029,42.298,42.64,42.424,42.542,42.639,42.651,42.811,42.537,42.813,42.643,42.548,42.935,43.004,42.957,43.468,43.086,43.3,43.299,43.412,43.506,43.627,43.658,43.801,43.898,43.951,43.795,43.198,43.017,43.25,43.443,43.63,43.655
1632,B,False,39.982,40.579,40.736,40.507,40.178,40.38,40.185,40.435,39.785,40.377,40.291,40.557,40.586,40.812,39.997,40.573,40.755,40.304,40.296,40.976,40.338,40.698,40.506,39.898,41.291,41.679,41.067,40.94,39.087,38.969,38.54,38.872,38.223,37.996,37.998,38.504,37.395,37.4,37.794,38.147
1633,B,False,30.98,31.236,30.713,30.836,30.897,30.869,30.489,30.179,30.557,30.005,30.591,30.105,30.668,31.144,30.838,30.869,31.075,30.76,31.198,31.061,30.916,31.025,30.617,30.446,30.325,30.656,30.356,30.491,30.207,29.741,29.203,29.127,28.888,28.393,28.283,27.759,27.714,27.817,27.846,28.142
1634,B,False,44.039,43.825,44.039,44.348,44.471,44.984,45.451,45.315,45.239,45.287,45.349,45.217,45.397,45.768,45.704,46.081,45.821,45.568,45.44,45.588,45.185,45.591,45.781,45.76,46.092,45.951,45.859,45.478,45.674,46.156,45.98,46.081,46.276,46.543,46.235,46.454,45.886,45.801,45.95,45.738
1635,B,False,33.982,34.751,34.978,34.57,34.062,33.71,33.534,33.349,32.521,33.052,32.623,32.729,33.556,33.657,34.277,34.513,34.719,34.578,34.869,34.998,35.133,36.22,36.176,35.865,36.234,36.232,35.558,34.994,35.83,36.028,35.714,35.85,35.832,35.066,35.035,36.037,35.406,35.191,35.107,34.788
1636,B,False,38.507,37.942,38.128,38.454,38.54,38.526,38.683,39.508,39.124,38.571,39.256,38.338,39.054,38.803,39.109,39.669,38.388,39.509,38.523,38.28,38.35,37.802,38.823,38.564,38.281,39.009,38.777,38.618,38.917,38.511,38.528,38.913,39.013,39.198,39.051,39.344,39.618,39.853,39.595,39.939
1637,B,False,40.166,40.25,40.005,40.083,40.184,40.017,39.847,40.093,40.292,40.359,40.352,40.343,40.654,40.697,40.669,40.747,40.642,40.9,41.113,40.855,41.041,41.088,41.185,41.373,41.34,41.358,41.52,41.597,41.712,41.713,41.64,41.739,41.894,41.863,42.148,41.965,41.742,41.788,41.473,41.752
1638,B,False,27.444,27.548,27.896,27.86,27.249,27.375,27.197,26.868,26.947,26.687,26.803,27.254,27.086,27.301,26.921,27.181,27.176,27.482,27.643,27.428,28.11,27.992,27.481,28.461,28.181,28.219,27.799,28.114,28.727,27.571,28.125,27.995,27.603,27.715,27.637,27.443,27.969,27.868,27.467,28.093
1639,B,False,47.272,47.028,47.393,47.211,47.161,47.103,46.962,47.141,47.107,46.695,46.735,46.765,46.798,46.499,46.552,46.138,46.151,45.78,45.306,45.206,45.341,45.076,45.365,45.337,45.311,45.21,45.139,45.157,44.946,45.012,45.285,45.163,45.28,45.12,45.352,45.08,45.209,45.594,45.914,45.879
1640,B,False,32.208,32.318,32.253,31.875,31.704,31.528,31.3,31.711,31.966,31.705,30.914,31.209,31.692,31.608,31.672,32.08,32.355,32.595,32.742,31.143,32.059,31.833,31.83,31.332,31.686,31.779,31.311,31.512,30.887,31.181,31.251,31.592,31.084,31.423,31.413,32.269,32.282,32.295,33.318,32.99
1641,B,False,31.779,30.673,31.796,32.113,31.52,31.16,31.241,32.694,32.891,34.06,34.071,33.349,33.38,33.13,33.758,31.959,34.497,35.214,34.16,33.615,33.988,31.529,34.724,32.147,31.684,32.278,33.053,31.611,30.884,30.829,30.489,31.077,30.264,31.996,31.394,31.94,31.52,32.08,31.922,32.048
1642,B,False,35.363,35.647,35.423,35.718,36.019,36.267,36.66,35.678,35.306,35.462,35.57,35.699,34.846,35.33,34.797,34.648,33.742,34.569,33.176,32.811,32.13,32.101,31.883,32.82,33.063,33.534,33.857,33.618,33.868,33.881,34.095,34.554,34.025,34.561,34.682,34.89,34.183,33.967,33.548,34.139
1643,B,False,29.384,29.754,30.007,30.196,30.382,30.11,30.124,29.672,29.507,29.58,29.585,29.446,29.382,29.433,29.492,29.394,29.182,28.969,29.056,29.479,29.298,29.517,29.235,29.607,29.875,30.052,29.695,29.803,29.465,29.372,29.579,29.851,29.777,29.652,29.713,29.775,29.528,29.453,29.36,29.174
1644,B,False,61.522,62.048,61.167,60.406,60.034,58.82,59.174,58.089,57.985,57.834,57.718,57.806,58.101,57.805,57.93,58.085,58.276,58.542,58.55,58.168,57.673,58.012,58.117,58.445,57.998,57.7,57.352,57.205,57.109,56.913,56.876,56.93,56.673,56.747,56.051,55.907,55.774,56.007,55.792,55.882
1645,B,False,45.407,43.858,44.661,44.004,44.991,44.363,43.127,41.458,43.403,43.028,43.592,45.022,46.847,44.217,46.145,44.566,44.283,45.715,46.355,47.619,44.685,46.075,45.739,46.007,45.753,45.518,45.35,43.73,46.472,48.514,46.905,44.771,46.408,45.013,44.13,43.256,44.924,45.514,47.174,45.834
1646,B,False,31.679,32.23,32.249,32.357,31.82,33.045,32.659,32.489,31.982,31.546,31.972,32.144,31.575,31.58,31.815,31.981,31.557,30.996,30.999,30.805,30.77,31.436,30.825,30.405,30.126,30.31,30.114,30.116,30.129,29.944,29.837,29.161,29.406,29.006,29.641,28.903,28.968,28.824,28.344,28.259
1647,B,False,25.684,24.833,25.672,25.349,25.043,24.449,24.972,25.68,25.567,26.946,26.638,26.292,26.026,26.697,26.302,26.212,26.747,25.78,26.658,25.474,25.583,25.159,24.832,24.512,24.309,24.712,24.237,24.405,24.32,24.192,24.226,24.611,25.137,24.628,25.433,24.861,24.964,25.97,25.642,26.827
1648,B,False,44.763,45.032,45.236,44.853,45.739,45.971,46.071,47.321,47.448,47.702,48.858,48.44,48.498,47.898,48.626,47.934,48.728,49.468,47.994,48.819,48.752,49.412,49.43,48.647,48.506,48.467,47.865,49.023,48.865,46.84,46.319,46.797,45.932,45.238,44.791,45.415,44.977,44.14,44.799,44.661
1649,B,False,58.166,58.498,58.686,58.778,58.558,58.689,58.115,58.366,58.555,58.084,57.684,57.947,57.956,58.28,57.987,58.183,58.002,57.603,57.763,57.513,57.697,57.887,57.381,57.413,56.888,56.474,56.45,56.334,56.299,56.722,56.389,56.673,56.791,56.643,57.386,57.224,56.967,57.087,57.153,57.424
1650,B,False,28.501,28.173,28.3,28.277,28.452,28.183,27.752,28.251,29.268,29.681,29.423,30.371,30.657,30.2,30.387,29.896,29.608,29.82,29.587,29.176,28.935,29.645,29.467,28.813,29.404,29.771,29.21,29.393,29.178,29.775,29.866,29.974,29.599,29.469,29.14,29.179,29.165,29.29,29.369,29.386
1651,N,False,28.416,28.505,28.359,28.812,28.897,28.664,28.916,28.802,28.631,28.092,28.138,28.271,29.028,29.111,29.329,28.96,28.501,29.017,29.211,28.703,28.71,28.524,28.683,29.493,28.965,28.568,28.599,28.878,28.578,28.845,28.932,28.373,28.533,28.116,28.918,28.996,28.853,28.813,28.767,28.575
1652,N,False,41.457,39.907,40.461,41.612,41.864,41.347,40.11,38.762,38.235,40.198,41.113,41.92,41.549,43.25,42.526,44.869,43.399,42.141,40.948,41.334,42.828,42.958,41.32,40.79,39.037,38.493,37.404,37.663,37.002,35.754,38.865,37.822,35.573,36.054,36.661,35.323,37.527,39.337,36.574,37.295
1653,N,False,33.471,33.118,32.546,34.13,33.368,35.205,34.166,33.128,32.923,33.647,33.601,33.287,34.749,33.41,33.167,32.505,32.5,32.675,33.273,33.388,33.109,31.365,31.565,32.292,31.264,31.734,32.076,31.941,31.951,33.115,32.059,32.505,32.753,31.979,32.083,31.898,31.44,31.703,31.689,31.405
1654,N,False,29.294,29.813,29.566,30.674,29.662,29.143,28.872,28.864,28.875,28.74,28.351,28.466,28.489,29.133,29.003,29.6,29.552,29.831,29.877,30.67,30.603,33.236,32.539,32.147,33.131,33.624,33.829,33.434,34.148,34.14,33.634,33.525,31.803,33.173,33.056,33.165,32.512,32.6,32.803,31.876
