,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
1166,B,False,500.5,489.82,484.68,485.68,476.51,483.8,482.58,496.29,480.22,452.33,440.5,457.76,463.75,474.28,467.18,283.5,299.93,312.75,224.94,320.51,452.92,445.63,466.54,298.71,471.74,470.32,449.44,456.1,459.21,461.57,450.75,451.18,452.94,450.6,451.74,451.09,445.17,442.96,442.8,438.76
1167,B,False,0.0,0.0,0.0,11.705,0.0,12.083,11.705,10.77,10.77,0.0,12.083,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,B,False,103.8,104.97,105.64,105.97,107.44,108.42,110.4,108.96,110.83,111.2,111.59,113.05,112.73,113.58,114.26,114.77,115.84,115.51,116.51,116.77,117.86,117.89,118.91,118.48,118.61,119.26,119.22,120.07,120.27,121.94,121.06,122.33,122.04,122.34,122.36,122.44,123.2,123.14,123.35,123.75
1169,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,B,False,0.0,4.2426,3.6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.03,0.0,0.0,0.0,0.0,217.92,201.55,0.0,182.03,0.0,0.0,186.8,0.0,156.71,172.54,160.43,161.87,126.54,111.58,112.71,112.8,93.25,82.902,73.477,63.555,55.318,49.753,60.125,50.896
1171,B,False,34.005,17.205,18.028,18.028,18.028,18.028,39.024,49.535,55.981,61.356,57.544,47.316,33.056,16.125,34.113,16.643,34.485,33.246,35.542,15.811,16.643,16.643,39.911,43.366,52.279,36.418,34.578,34.854,37.651,32.978,16.553,16.553,16.553,17.0,16.125,15.652,15.652,16.125,16.125,14.765
1172,B,False,219.13,212.17,214.41,210.73,207.6,214.62,209.11,206.3,213.4,215.5,207.53,215.5,218.51,218.18,204.07,215.08,223.54,214.68,211.95,232.43,229.34,215.44,211.76,226.61,240.51,241.93,241.83,244.8,234.2,233.56,250.25,235.22,247.23,270.1,273.17,255.89,255.33,270.61,264.43,261.55
1173,B,False,154.2,154.42,154.97,154.59,154.06,154.0,156.2,156.39,156.68,158.22,158.69,161.03,160.23,151.86,160.88,162.61,163.28,165.07,165.9,166.79,167.07,168.72,170.32,170.75,171.35,171.92,174.14,173.11,174.18,174.35,175.04,178.09,178.47,179.76,180.03,179.67,180.75,181.9,181.2,182.78
1174,B,False,98.615,98.732,99.725,100.72,101.6,101.71,101.71,101.71,101.6,102.59,102.59,102.49,103.59,104.48,104.48,104.48,105.57,105.39,105.48,107.38,108.46,108.46,109.55,0.0,110.45,110.45,112.45,112.36,112.45,113.53,113.53,113.53,113.44,114.53,115.52,115.62,116.43,115.52,115.52,116.52
1175,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.227,0.0,56.08,54.378
1176,B,False,136.26,136.83,137.25,136.02,136.23,134.46,135.22,135.27,138.46,138.05,135.47,136.45,137.07,133.48,136.81,135.48,133.15,133.76,136.78,131.68,131.37,131.9,130.17,131.16,131.99,136.04,131.28,131.05,130.01,131.75,132.94,132.4,126.87,122.22,124.01,129.29,128.07,128.78,128.62,128.15
1177,B,False,489.3,486.67,504.66,512.65,509.55,513.99,539.53,546.59,544.42,139.72,95.862,139.19,138.84,139.46,139.59,139.71,139.72,139.64,139.73,139.94,139.26,139.2,139.87,140.59,141.05,140.59,140.25,140.77,141.46,141.1,141.49,140.83,140.24,140.17,140.29,142.14,141.07,141.16,141.58,141.73
1178,B,False,0.0,0.0,23.022,0.0,0.0,24.083,0.0,0.0,0.0,0.0,0.0,0.0,23.022,22.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0711,0.0,0.0,0.0,0.0,0.0,0.0
1179,B,False,0.0,357.41,0.0,359.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,244.05,243.33,242.7,242.9,243.2,243.13,242.47,241.96,241.47,240.97,241.92,242.08,242.5,241.56,241.7,241.66,242.56,241.95,241.31,242.54,242.12,241.83,241.86,241.19,241.46,241.75,241.9,241.9,240.44,239.12,239.39,238.27,238.07,237.98,238.49,238.04,237.99,238.16,237.85,238.74
1181,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,B,True,35.201,35.366,36.182,35.442,35.669,34.671,35.355,36.069,36.069,36.069,35.307,35.52,35.422,34.86,34.443,34.234,34.365,34.553,34.284,30.91,115.4,115.48,114.21,115.36,111.21,108.92,109.91,109.32,110.19,111.24,110.31,110.56,110.58,108.86,109.66,108.52,110.57,108.81,112.52,117.03
1183,B,False,69.896,87.287,76.743,100.26,142.22,97.085,116.76,115.92,105.13,99.71,140.81,130.78,94.046,137.59,133.41,137.01,105.7,117.2,117.09,132.88,131.89,144.91,133.45,146.91,129.76,141.8,114.41,186.2,197.71,105.99,137.52,122.36,157.08,318.44,241.26,337.85,287.9,225.45,272.24,299.78
1184,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84,151.84,149.41,152.19,153.25,153.23,148.37,150.78,150.12,150.84,151.32,152.74,152.28,151.87,150.72,150.67,150.12,148.74
1188,B,False,47.074,46.098,46.098,46.098,46.098,46.098,46.098,45.494,45.468,44.904,45.569,46.21,46.041,45.547,45.891,46.125,46.639,45.766,43.417,44.385,45.354,46.016,45.958,45.067,45.061,44.751,43.174,44.998,44.643,44.643,44.385,44.643,44.643,45.992,46.39,46.53,46.53,46.53,0.0,45.401
1189,B,True,131.65,131.61,137.9,138.21,138.83,142.76,147.9,130.42,130.85,125.68,138.75,114.24,112.66,108.36,111.81,128.33,130.63,105.47,122.48,119.88,119.42,110.97,107.62,111.43,115.33,117.35,118.96,121.06,122.21,122.1,124.66,125.21,126.52,126.88,127.85,127.38,127.47,125.16,122.34,123.65
1190,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,181.37,180.06,180.35,181.95,181.18,181.73,180.77,182.21,183.96,183.96,183.0,183.48,185.61,181.14,182.88,182.26,182.02,184.48,183.13,183.29,183.66,183.96,189.24,188.35,190.18,191.06,191.83,191.94,191.94,191.94,192.82,192.42,193.38,193.78,193.78,193.78,195.13,195.13,195.13,194.65
1192,B,False,201.83,201.75,201.32,202.16,202.3,203.27,204.02,248.34,220.8,247.75,294.98,295.87,250.36,297.15,297.72,298.28,299.28,298.1,298.4,299.34,299.43,300.57,269.66,299.85,300.3,301.61,302.41,267.5,245.38,255.32,255.53,305.29,83.02,260.49,242.44,261.17,221.98,222.78,224.09,225.51
1193,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03,82.006,77.296,84.202,80.295,83.004,69.302,65.167,66.732,71.253,93.477,94.626,95.692,96.519,69.732,67.264,70.838,73.866,71.877,69.604,73.277,75.114,78.153,79.191,81.045,81.353,83.299,81.452,82.522,82.329,82.225,82.606
1195,B,False,75.275,76.26,82.892,79.883,77.471,82.955,88.433,81.701,76.463,63.128,75.099,85.344,85.36,85.495,87.211,82.138,76.345,80.389,81.644,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179,71.121,69.873,56.491,76.536,74.459,76.421,69.964,71.001,61.734,74.89,80.967
1196,B,False,123.76,126.8,131.02,130.02,139.69,143.61,136.54,147.58,150.85,151.08,147.54,150.3,144.23,140.62,141.95,142.09,140.3,139.32,141.87,143.8,145.62,147.63,148.66,151.19,153.57,156.85,155.8,158.43,159.84,159.86,164.23,163.72,164.42,160.54,156.99,161.12,162.35,157.85,156.39,158.27
1197,B,True,40.268,39.976,7.0711,38.637,39.205,39.825,40.608,40.608,39.825,39.051,39.205,39.051,39.051,39.051,39.825,39.825,39.825,39.051,39.825,40.608,40.608,40.608,40.608,40.608,40.608,40.608,40.608,40.608,39.825,40.0,40.608,141.33,126.33,42.012,0.0,0.0,332.21,154.51,0.0,0.0
1198,B,False,159.84,161.2,160.39,160.01,161.61,160.6,168.56,168.19,169.87,163.03,166.08,164.06,168.11,165.82,170.96,179.81,167.71,169.44,173.76,181.27,179.55,176.23,186.08,189.67,184.69,177.72,180.98,182.28,183.82,188.74,188.48,189.15,196.47,195.44,196.56,191.63,191.37,191.17,192.12,192.32
1199,B,False,192.85,196.28,195.42,194.93,192.25,193.74,193.63,193.39,194.86,194.04,193.58,192.64,191.86,192.04,193.23,192.46,192.05,192.13,192.12,191.28,190.2,190.46,192.1,193.02,192.1,193.79,195.34,195.23,196.14,197.14,196.85,197.92,200.31,199.38,197.72,200.28,200.99,202.4,203.62,203.75
1200,B,False,0.0,0.0,0.0,0.0,0.0,100.24,99.725,102.2,101.92,102.88,105.08,106.04,107.0,106.74,106.74,108.93,112.0,110.86,111.83,114.91,116.79,117.05,118.52,118.7,120.1,121.24,118.85,121.04,121.75,124.0,125.47,124.84,127.39,128.53,129.98,130.19,132.43,132.61,134.72,135.19
1201,B,True,113.68,112.68,113.32,113.47,110.89,114.6,116.06,113.73,114.13,110.57,110.7,111.74,111.08,112.05,112.04,113.09,114.8,114.18,112.26,113.71,112.72,113.32,113.32,113.51,112.89,113.4,113.27,113.52,114.43,114.68,114.39,115.06,115.27,116.8,117.06,117.82,117.8,117.66,118.55,118.78
1202,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,B,True,141.73,139.7,139.02,140.2,139.33,133.1,133.36,131.32,132.58,133.32,133.99,133.87,133.07,130.82,124.12,126.27,123.6,120.0,123.81,132.36,132.75,135.54,130.19,130.14,129.6,128.37,126.49,126.95,126.61,125.13,122.05,126.5,129.55,129.93,130.27,130.36,131.39,131.21,126.23,123.9
1205,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,B,False,18.811,20.047,17.082,15.811,46.567,24.187,91.782,0.0,82.65,79.534,78.601,83.71,85.197,88.377,89.902,90.213,90.267,87.269,87.6,86.813,87.312,84.582,87.369,87.075,82.477,82.399,83.295,84.347,85.724,86.062,85.524,86.407,85.548,86.929,86.961,88.028,89.25,87.698,87.566,89.166
1208,B,False,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97,215.92,217.89,222.33,224.08,228.68,230.08,234.73,239.92,247.74,244.47,248.51,249.83,252.08,256.59,260.08,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68,279.83,278.31,280.68
1209,B,True,679.86,683.63,686.7,735.76,697.01,694.71,0.0,0.0,0.0,776.23,0.0,758.13,0.0,0.0,0.0,721.29,0.0,0.0,0.0,823.51,0.0,0.0,0.0,767.64,0.0,0.0,0.0,780.65,782.68,0.0,0.0,821.6,801.89,800.61,799.75,811.13,806.18,0.0,816.24,839.32
1210,B,False,165.39,141.77,140.94,131.12,158.01,151.21,150.19,130.16,134.37,126.87,119.94,124.25,116.87,121.85,134.34,128.08,121.84,131.09,123.42,122.84,137.69,132.49,134.83,142.89,125.07,125.81,124.39,123.52,120.59,108.11,114.19,124.92,72.653,75.683,98.628,77.484,76.366,75.729,81.761,84.755
1211,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8102,0.0,0.0,0.0,0.0,7.8102,8.0623,0.0,0.0,0.0,7.0104,8.1629,9.4868
1212,B,False,97.854,99.482,101.4,101.78,103.82,105.48,106.57,106.57,107.67,108.78,109.9,109.9,111.88,110.89,112.87,113.0,113.86,72.897,114.98,117.36,75.977,45.667,116.86,117.8,118.98,77.01,101.93,94.967,81.899,81.713,92.81,93.77,29.832,31.448,37.045,36.762,35.154,41.247,38.769,36.485
1213,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,193.0,0.0,0.0,63.64,66.528,67.941,68.015,64.432,64.605,68.015,69.527,64.07,63.583,68.68,64.611,61.958,62.239,62.496,63.281,63.136,0.0,0.0,61.356,64.938,61.43,61.658,61.997,66.753,67.897,67.897,67.897,67.897
1215,B,False,183.55,182.96,184.1,184.54,182.38,182.41,180.73,182.9,181.74,183.42,187.1,183.63,185.45,186.57,188.62,185.37,183.9,185.02,185.38,185.27,187.73,184.0,184.67,182.94,185.48,186.58,187.24,185.28,185.81,188.59,192.48,191.76,190.53,190.35,187.67,188.86,187.6,192.31,187.46,189.88
1216,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,B,True,120.67,120.67,120.58,120.65,120.37,120.54,120.61,119.78,120.79,121.19,120.86,121.69,122.41,122.64,123.39,123.83,124.84,124.61,120.49,121.94,125.32,123.46,121.05,119.88,118.71,119.12,118.47,120.77,119.83,74.571,119.71,119.01,88.378,60.61,43.233,16.971,15.556,133.09,72.624,55.244
1219,B,False,307.77,246.73,263.95,290.42,145.81,208.73,192.49,176.14,254.48,174.49,108.06,95.3,53.389,86.75,99.48,43.078,99.443,37.518,108.31,53.143,61.16,41.881,60.009,36.031,97.12,136.93,184.03,170.29,192.61,77.451,166.43,166.55,83.869,131.76,78.408,133.8,70.963,71.422,51.923,61.891
1220,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,B,False,141.39,141.05,141.07,142.82,143.29,145.2,145.77,145.34,145.78,146.91,148.36,148.05,148.2,148.56,149.07,149.18,148.89,149.32,151.41,152.59,152.62,152.56,153.17,147.42,144.42,143.8,146.01,142.59,141.67,142.36,142.75,144.11,145.07,148.7,152.05,151.79,149.65,150.63,153.0,150.25
1222,B,False,118.52,118.7,120.1,121.24,118.85,121.04,121.75,124.0,125.47,124.84,127.39,128.53,129.98,130.19,132.43,132.61,134.72,135.19,136.63,136.83,137.35,138.16,134.08,132.86,128.4,129.07,129.0,129.68,130.39,130.21,132.03,132.52,132.61,133.88,132.93,129.88,130.57,130.82,132.07,133.62
1223,B,False,248.9,247.37,247.84,248.49,248.45,248.72,249.48,248.34,247.53,247.41,248.21,247.33,248.3,247.29,245.38,245.14,242.72,243.44,241.65,242.43,244.66,243.48,243.64,238.28,237.1,237.33,237.44,236.85,236.98,236.24,236.36,236.16,237.28,236.08,236.98,237.17,236.55,236.27,235.99,236.0
1224,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.763,16.155,0.0,16.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,B,False,124.41,124.32,125.15,124.85,126.2,127.67,127.7,127.84,128.51,128.86,129.42,129.6,130.75,131.93,131.45,133.71,132.76,134.87,135.8,136.97,137.56,136.72,136.54,138.37,137.71,138.01,138.97,138.55,140.0,140.48,141.21,141.2,142.08,142.5,143.03,143.53,143.6,143.14,146.05,147.71
1228,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,B,False,0.0,103.97,103.97,77.48,106.1,106.08,104.66,103.95,0.0,0.0,105.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.485,76.922,76.922,0.0,77.369,0.0,77.827,76.942,75.591,76.369,65.964,75.591,74.706,77.832,69.803,65.491
1233,B,False,210.12,211.12,211.09,211.09,211.09,211.09,212.08,213.08,212.06,202.4,204.25,214.06,213.06,213.08,214.08,215.06,215.08,216.08,0.0,218.06,219.06,219.04,219.04,219.04,219.04,0.0,0.0,0.0,0.0,114.23,145.37,151.14,117.05,117.05,118.6,118.6,119.54,118.93,140.06,155.72
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,True,34.67,33.838,33.838,0.0,35.0,51.2,60.374,78.262,71.197,71.197,70.328,60.215,57.655,61.993,66.462,69.245,63.818,65.728,68.394,65.224,67.023,77.389,79.202,79.706,81.025,81.025,80.623,78.1,70.221,82.079,71.843,73.165,71.294,71.912,74.846,76.94,78.038,80.167,77.753,80.674
1236,B,False,33.728,33.966,34.253,34.342,33.743,33.765,33.723,34.176,33.7,33.691,38.725,38.225,33.626,33.121,33.168,32.627,32.595,33.27,33.317,33.686,33.659,33.278,35.645,32.09,34.783,36.33,32.236,32.214,35.522,41.694,42.532,42.432,43.5,45.39,46.253,122.91,129.98,136.92,128.26,40.394
1237,B,True,97.042,98.046,98.082,98.082,98.082,99.081,99.182,99.126,100.18,84.16,90.115,87.527,86.184,85.876,87.574,87.395,87.655,87.033,86.811,86.917,90.578,89.603,91.742,93.912,95.583,95.612,96.716,97.131,97.841,100.23,103.9,105.47,106.8,104.1,106.58,104.95,103.41,103.62,105.72,106.42
1238,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,B,False,80.389,81.644,79.654,83.745,83.234,80.484,81.5,81.251,79.187,78.354,72.26,69.179,71.121,69.873,56.491,76.536,74.459,76.421,69.964,71.001,61.734,74.89,80.967,62.143,83.598,40.613,83.285,86.744,89.35,90.512,88.799,87.291,92.401,92.501,109.19,107.41,113.12,124.32,125.32,124.31
1241,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,B,False,185.91,191.39,189.04,184.22,185.5,198.56,191.75,205.24,206.85,198.03,208.34,209.47,210.08,208.03,206.22,210.22,209.93,210.28,211.09,164.31,205.29,224.69,219.37,224.03,182.0,225.22,226.21,225.48,176.9,225.58,175.51,226.83,226.57,226.76,228.13,227.19,227.22,227.75,227.9,227.35
1243,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,B,False,204.21,204.47,203.95,210.29,215.79,211.95,215.35,216.24,219.9,216.23,219.78,222.67,221.62,222.0,218.82,222.47,232.64,229.01,227.98,231.07,235.08,233.55,233.3,234.98,235.35,230.23,228.29,234.05,240.15,240.15,241.71,241.37,243.2,246.11,244.89,247.6,246.0,246.48,245.77,245.4
1245,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,B,False,536.47,536.58,536.47,537.06,536.18,535.16,535.9,535.76,536.1,536.81,536.59,536.48,536.28,536.36,536.22,535.03,535.09,534.92,536.14,536.36,536.72,536.97,536.73,536.66,536.02,536.44,536.3,537.17,535.88,535.41,535.88,535.27,534.49,533.91,534.24,534.2,533.12,532.89,534.15,533.84
