,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25
105,M,False,24522.0,25280.0,26041.0,23018.0,19155.0,22304.0,24162.0,24611.0,22764.0,24163.0,23014.0,25002.0,20349.0,23347.0,21491.0,21218.0,20576.0,20935.0,20434.0,17193.0,16624.0,17641.0,17397.0,15300.0,16420.0
106,M,False,12402.0,10974.0,15438.0,10927.0,19563.0,18445.0,19155.0,10240.0,9998.5,10272.0,14120.0,16015.0,10884.0,14798.0,11720.0,11612.0,11370.0,12059.0,11881.0,12823.0,12049.0,11252.0,11881.0,11994.0,11743.0
107,M,False,16261.0,16387.0,13505.0,13613.0,13376.0,12848.0,12718.0,15513.0,15181.0,14673.0,15276.0,15361.0,15133.0,14933.0,14681.0,14859.0,14448.0,11997.0,12386.0,12502.0,11972.0,11814.0,11608.0,11756.0,11778.0
108,M,True,96110.0,49385.0,171180.0,202730.0,150870.0,116780.0,237930.0,148390.0,148690.0,219010.0,236930.0,211130.0,251740.0,142380.0,128110.0,208400.0,95126.0,107810.0,116470.0,96407.0,80125.0,71758.0,76634.0,53808.0,52985.0
109,M,True,9495.7,10538.0,14639.0,17463.0,10785.0,10745.0,15409.0,14849.0,13936.0,17720.0,16931.0,17963.0,16360.0,15835.0,20065.0,23737.0,20971.0,26837.0,25421.0,21239.0,28136.0,25964.0,37137.0,37721.0,30003.0
110,M,True,46708.0,54418.0,44993.0,45214.0,55501.0,49932.0,45950.0,45453.0,53671.0,56497.0,45242.0,53251.0,52229.0,54033.0,45278.0,55628.0,52580.0,63341.0,51693.0,63737.0,63159.0,65221.0,58360.0,49637.0,62622.0
111,M,True,94201.0,89146.0,97941.0,92220.0,89597.0,100590.0,106410.0,109400.0,108490.0,107050.0,106400.0,122040.0,101990.0,108960.0,121750.0,126570.0,111710.0,114010.0,112660.0,109830.0,115610.0,118030.0,118400.0,115660.0,138570.0
112,M,True,122450.0,119990.0,136360.0,152950.0,146240.0,136920.0,135910.0,156460.0,141070.0,143530.0,123860.0,119950.0,125720.0,108300.0,111110.0,111870.0,112470.0,128970.0,120770.0,127210.0,128770.0,115630.0,111170.0,134330.0,100580.0
113,M,True,116610.0,124830.0,109700.0,129830.0,97092.0,96719.0,108900.0,108050.0,112140.0,116650.0,136100.0,145250.0,115830.0,126470.0,108810.0,119390.0,120390.0,141060.0,139270.0,113780.0,123110.0,143080.0,174940.0,172820.0,177880.0
114,M,False,189300.0,181240.0,188520.0,173450.0,187270.0,194380.0,222800.0,179280.0,214410.0,192710.0,187850.0,165270.0,203170.0,204490.0,189130.0,180650.0,199540.0,164570.0,198330.0,182970.0,182280.0,204360.0,219050.0,212660.0,225360.0
115,M,False,204360.0,219050.0,212660.0,225360.0,231440.0,208820.0,202740.0,173580.0,203610.0,219020.0,186280.0,172560.0,194550.0,201420.0,192410.0,229290.0,228400.0,222380.0,220630.0,197220.0,225780.0,207210.0,266710.0,260140.0,250030.0
116,M,False,189170.0,186360.0,193510.0,178210.0,180140.0,184370.0,181140.0,178760.0,189190.0,169740.0,195070.0,179250.0,158670.0,179560.0,144920.0,144060.0,143440.0,160010.0,163010.0,171710.0,153660.0,152760.0,114470.0,148430.0,158860.0
117,M,False,5013.7,5083.6,4986.1,5135.5,5135.7,5114.2,5051.9,5038.7,4940.5,4938.5,5060.0,5079.7,4963.7,4970.3,4965.5,4918.9,4945.3,3780.6,5027.0,5091.3,5072.2,5187.6,5334.4,5203.1,5189.7
118,M,True,3842.0,4386.9,3446.3,1264.6,3042.0,2027.0,3822.4,3096.7,2645.5,1937.0,2377.4,3241.8,6237.0,5575.5,1758.6,1797.8,925.84,1004.8,4056.0,3173.2,3819.2,8178.1,5824.9,4479.3,4311.3
119,M,False,2813.7,2863.3,1674.4,2886.9,1717.6,1715.8,1699.9,2982.3,1797.7,1850.2,1891.6,2049.6,2745.8,2819.5,2817.1,2141.3,2058.7,2714.5,2614.7,2615.2,2731.5,2786.4,5016.7,3296.7,3288.0
120,M,False,86523.0,68850.0,48756.0,31616.0,8760.7,10875.0,37639.0,33580.0,11930.0,36807.0,47600.0,93780.0,96210.0,136100.0,141130.0,127130.0,189490.0,164440.0,237990.0,185350.0,139520.0,253060.0,219880.0,174820.0,207120.0
121,M,True,431.49,442.33,429.54,425.6,471.9,445.61,438.65,433.15,437.61,438.25,501.08,429.85,399.44,413.02,451.54,464.1,457.31,454.58,458.93,468.09,482.67,648.09,897.71,908.13,871.27
122,M,False,13003.0,13328.0,17093.0,14403.0,13546.0,14531.0,15249.0,16463.0,13336.0,12523.0,15994.0,10741.0,13608.0,16454.0,13715.0,14204.0,12473.0,11377.0,11875.0,13693.0,10848.0,10235.0,11408.0,11905.0,11169.0
123,M,True,9345.5,10495.0,8252.8,11744.0,16701.0,16685.0,11636.0,6292.7,13962.0,12288.0,21818.0,27351.0,17865.0,20430.0,22214.0,33369.0,35104.0,26794.0,34002.0,41171.0,27448.0,45012.0,37454.0,24858.0,49887.0
124,M,False,43800.0,37001.0,28850.0,17550.0,25079.0,36277.0,21195.0,22720.0,28758.0,13872.0,27068.0,26960.0,16673.0,16602.0,21422.0,21801.0,25748.0,22299.0,23478.0,16582.0,18512.0,14308.0,20209.0,21996.0,35657.0
125,M,False,19681.0,27595.0,19699.0,16007.0,12981.0,14950.0,15759.0,12317.0,10568.0,4018.0,8445.2,1848.0,4720.7,6756.2,3574.9,10523.0,2295.8,6210.9,643.88,1646.9,8721.0,2867.0,1679.2,817.07,0.0
126,M,True,11501.0,13595.0,13357.0,12766.0,17275.0,15303.0,14396.0,9969.5,13497.0,16142.0,11724.0,11597.0,9113.4,12982.0,13418.0,16490.0,12315.0,12275.0,15412.0,12524.0,15062.0,14687.0,15964.0,14313.0,12168.0
127,M,False,16490.0,12315.0,12275.0,15412.0,12524.0,15062.0,14687.0,15964.0,14313.0,12168.0,14095.0,15739.0,14414.0,11494.0,11992.0,13061.0,14518.0,14764.0,12090.0,8198.4,13239.0,13124.0,10540.0,11422.0,14212.0
128,M,False,17775.0,17021.0,12654.0,11389.0,11505.0,12718.0,18686.0,18628.0,18816.0,18422.0,18902.0,19525.0,17886.0,18655.0,17770.0,17388.0,22008.0,24564.0,27483.0,27757.0,27297.0,23213.0,38386.0,28604.0,18599.0
129,M,False,32193.0,32911.0,26960.0,29315.0,37264.0,43309.0,35053.0,38057.0,30740.0,27748.0,27830.0,30649.0,31530.0,33316.0,30676.0,30884.0,33354.0,32691.0,32410.0,32282.0,29033.0,28546.0,30084.0,28496.0,28525.0
130,M,False,27173.0,27048.0,27146.0,27631.0,30776.0,26650.0,27834.0,24895.0,26063.0,24953.0,25666.0,27680.0,26104.0,24357.0,23455.0,29153.0,27384.0,27673.0,29219.0,25620.0,26597.0,21062.0,20763.0,20335.0,24082.0
131,M,False,450.77,457.25,446.08,447.16,440.86,439.48,433.36,431.18,429.83,440.52,428.31,435.41,430.32,422.42,427.58,433.45,428.69,421.71,497.31,494.34,512.62,516.28,944.94,964.66,974.56
132,M,True,13571.0,11498.0,11707.0,10282.0,10326.0,6908.5,9384.6,8660.4,8171.9,9545.9,8644.4,8860.4,8558.1,8614.8,8645.9,8192.4,9245.1,8930.1,8821.7,10354.0,8734.3,8710.5,9976.7,11449.0,12631.0
133,M,True,74832.0,77763.0,88644.0,88221.0,83551.0,94604.0,82742.0,83164.0,84503.0,83050.0,82226.0,85990.0,84450.0,83075.0,92390.0,110700.0,98843.0,100980.0,106440.0,97585.0,86862.0,108630.0,83516.0,101130.0,91380.0
134,M,False,77763.0,88644.0,88221.0,83551.0,94604.0,82742.0,83164.0,84503.0,83050.0,82226.0,85990.0,84450.0,83075.0,92390.0,110700.0,98843.0,100980.0,106440.0,97585.0,86862.0,108630.0,83516.0,101130.0,91380.0,96525.0
135,M,False,98843.0,100980.0,106440.0,97585.0,86862.0,108630.0,83516.0,101130.0,91380.0,96525.0,94316.0,97917.0,89452.0,101460.0,90625.0,105340.0,112090.0,95687.0,125160.0,110020.0,119890.0,99162.0,114620.0,129180.0,133740.0
136,M,True,94316.0,97917.0,89452.0,101460.0,90625.0,105340.0,112090.0,95687.0,125160.0,110020.0,119890.0,99162.0,114620.0,129180.0,133740.0,102000.0,114200.0,125170.0,133640.0,128690.0,114480.0,112640.0,139980.0,170520.0,168530.0
137,M,False,112090.0,95687.0,125160.0,110020.0,119890.0,99162.0,114620.0,129180.0,133740.0,102000.0,114200.0,125170.0,133640.0,128690.0,114480.0,112640.0,139980.0,170520.0,168530.0,176300.0,153270.0,185650.0,153740.0,160440.0,167870.0
138,M,False,133640.0,128690.0,114480.0,112640.0,139980.0,170520.0,168530.0,176300.0,153270.0,185650.0,153740.0,160440.0,167870.0,156350.0,144010.0,179670.0,158590.0,156430.0,166630.0,149920.0,161900.0,164630.0,191580.0,187120.0,173630.0
139,M,False,149920.0,161900.0,164630.0,191580.0,187120.0,173630.0,160590.0,146950.0,147970.0,125250.0,145210.0,176280.0,167300.0,184860.0,161850.0,153750.0,159970.0,175470.0,162450.0,163400.0,174380.0,158900.0,153430.0,161610.0,153500.0
140,M,False,161610.0,153500.0,133400.0,133050.0,135890.0,131780.0,140030.0,173870.0,182240.0,175280.0,148010.0,177850.0,194860.0,152210.0,183740.0,169310.0,193060.0,148790.0,165390.0,173350.0,196420.0,176580.0,149230.0,209190.0,175060.0
141,M,False,198210.0,190730.0,217190.0,246090.0,231030.0,242790.0,221090.0,236750.0,226620.0,189810.0,196940.0,214480.0,257940.0,215360.0,233140.0,231980.0,246280.0,219720.0,233750.0,216070.0,207880.0,218700.0,224730.0,203010.0,200950.0
142,M,False,121830.0,123640.0,134220.0,106660.0,113330.0,111140.0,119200.0,130040.0,120740.0,119100.0,102560.0,106810.0,116170.0,118980.0,115680.0,103690.0,109090.0,98428.0,100140.0,88600.0,90312.0,96820.0,90486.0,87503.0,86944.0
143,M,False,35251.0,35464.0,31958.0,34557.0,36342.0,34108.0,32579.0,31607.0,31278.0,33511.0,34485.0,22822.0,22885.0,24099.0,22505.0,22213.0,25220.0,20334.0,21669.0,20184.0,16238.0,19482.0,20048.0,20508.0,19019.0
144,M,True,1585.2,1534.5,1382.9,1534.5,1412.4,1349.2,1043.5,1084.0,1129.8,1150.8,1013.2,773.61,1018.0,1238.7,1082.2,1061.6,731.16,711.71,820.05,602.65,665.43,734.58,888.34,1252.8,1160.1
145,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,M,False,3329.5,3005.2,3195.8,2367.4,2655.6,3065.9,3020.0,2914.1,3134.3,3600.0,4370.9,3960.6,3274.7,2381.9,2863.2,2678.9,2777.9,3433.2,4063.0,4295.0,3717.4,3512.5,2847.2,2828.9,2673.0
147,M,True,39827.0,45107.0,41028.0,53357.0,72126.0,44458.0,36884.0,22857.0,28322.0,17720.0,4827.9,5042.2,9202.2,15987.0,15034.0,3006.3,22885.0,0.0,0.0,0.0,0.0,13203.0,5835.8,0.0,0.0
148,M,False,4290.3,4072.6,4044.4,3456.8,2390.7,3397.4,3383.6,3392.9,2536.0,3473.5,3425.3,3395.8,3424.3,2416.7,3352.8,3321.5,3346.6,3396.7,3563.5,3483.5,3435.2,2534.9,2669.5,2640.3,3574.0
149,M,True,49087.0,51293.0,51354.0,46081.0,50068.0,51434.0,52715.0,67260.0,66759.0,56164.0,53573.0,68941.0,59623.0,57743.0,57241.0,54920.0,63768.0,60404.0,57216.0,57277.0,60321.0,55806.0,53336.0,53155.0,55440.0
150,M,True,118440.0,110860.0,103920.0,114140.0,112120.0,106210.0,104780.0,101100.0,108340.0,102000.0,109480.0,103980.0,115980.0,126350.0,126740.0,126420.0,129600.0,118290.0,118650.0,116970.0,121680.0,130760.0,113360.0,128720.0,130810.0
151,M,False,108340.0,102000.0,109480.0,103980.0,115980.0,126350.0,126740.0,126420.0,129600.0,118290.0,118650.0,116970.0,121680.0,130760.0,113360.0,128720.0,130810.0,120070.0,118700.0,103710.0,110310.0,119380.0,121360.0,106860.0,116420.0
152,M,False,155100.0,180700.0,144570.0,157180.0,138560.0,161540.0,153000.0,168200.0,146540.0,144320.0,149850.0,150620.0,135880.0,151630.0,159460.0,156510.0,160840.0,165600.0,170120.0,153640.0,142900.0,145480.0,160870.0,160170.0,155700.0
153,M,False,5243.0,5201.9,5272.6,5257.2,5364.6,5252.4,5512.4,5743.7,6140.6,6431.9,6220.6,6206.2,6576.4,6577.2,6877.8,6941.2,6867.5,7023.7,6455.8,7113.1,7126.2,7109.7,6985.4,7156.0,7348.4
154,M,False,9814.4,8992.0,8637.5,8581.7,7741.2,7338.2,7109.5,7707.8,8026.2,8356.0,7087.6,7859.2,7321.9,7499.4,7541.4,7668.0,7530.7,7969.8,7006.1,8755.4,9289.9,9017.4,8634.8,9598.0,9899.9
155,M,True,1717.0,2172.4,6061.1,6818.2,2176.4,1924.0,1657.0,255.15,1123.3,825.83,16.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,M,False,42525.0,35211.0,37114.0,41910.0,41921.0,53262.0,51216.0,38110.0,40164.0,43792.0,41834.0,39492.0,44480.0,46433.0,47861.0,45191.0,41570.0,43759.0,41544.0,45939.0,43298.0,42033.0,46728.0,44385.0,46176.0
159,M,True,354.69,157.86,0.0,224.55,0.0,0.0,76.406,0.0,0.0,0.0,0.0,0.0,85.021,0.0,0.0,178.31,0.0,0.0,0.0,1063.8,1177.2,457.62,97.472,95.597,0.0
160,M,False,3356.0,4132.4,4622.8,5711.5,4515.3,4466.2,4645.6,2596.9,3727.8,3696.6,5530.8,5282.6,4527.2,2817.0,2811.6,2823.0,2743.6,2864.7,2824.3,5098.5,5183.7,2877.6,2861.5,2911.9,2831.6
161,M,True,6781.1,7401.2,4817.3,7418.0,4253.0,9798.6,7349.1,7744.2,7246.9,8829.0,7472.3,7590.4,8058.3,9644.5,9404.3,9065.0,8763.4,5964.8,9341.6,9498.0,10041.0,10131.0,9775.9,9317.4,8864.8
162,M,False,9667.2,8563.2,9176.1,9881.0,8988.0,9218.2,9436.5,8925.5,8295.5,9068.5,9306.2,10583.0,9766.7,8702.8,8227.8,8743.9,8491.9,7997.1,8502.5,8459.6,9756.7,8473.9,8799.3,6991.7,6707.2
163,M,True,1755.4,2079.8,4780.3,1293.5,1370.6,2239.9,2329.1,1897.8,4113.2,4527.6,2667.0,5015.1,4364.2,4319.6,4325.0,4235.7,4376.3,4986.8,4536.0,4574.2,6261.4,6001.2,5711.7,5686.8,5749.9
164,M,False,6979.1,6833.1,7773.5,8086.5,7369.5,8067.3,8166.9,8757.1,9545.7,8915.2,9111.8,7610.5,9615.8,9765.0,9791.4,8810.5,8935.0,10739.0,11227.0,10989.0,10742.0,10523.0,9468.7,11950.0,11879.0
165,M,True,36852.0,35099.0,36696.0,35871.0,37935.0,30517.0,38816.0,34641.0,37419.0,42005.0,39747.0,34855.0,48429.0,43707.0,60792.0,59512.0,45467.0,51729.0,51929.0,54024.0,60112.0,55750.0,48800.0,52409.0,53907.0
166,M,False,45028.0,41805.0,48650.0,48413.0,56516.0,50046.0,45146.0,45898.0,44450.0,38184.0,46083.0,41671.0,49270.0,49461.0,46849.0,53822.0,48986.0,46148.0,54314.0,53274.0,53473.0,55737.0,57029.0,56536.0,52041.0
167,M,False,53274.0,53473.0,55737.0,57029.0,56536.0,52041.0,53810.0,60119.0,64973.0,53033.0,49130.0,49896.0,54072.0,54703.0,53276.0,53061.0,51751.0,49915.0,52499.0,54935.0,52679.0,55104.0,53720.0,54962.0,52792.0
168,M,True,64206.0,65607.0,67171.0,65638.0,65054.0,58933.0,72105.0,64244.0,56134.0,65248.0,62946.0,55870.0,61508.0,60047.0,66818.0,64142.0,56360.0,64654.0,63436.0,59080.0,54332.0,57271.0,66698.0,68274.0,72276.0
169,M,True,68002.0,68362.0,82546.0,92072.0,79247.0,90765.0,85130.0,89819.0,71296.0,75653.0,74030.0,81752.0,83711.0,82956.0,82438.0,83143.0,93129.0,87026.0,92542.0,97385.0,104550.0,105340.0,104300.0,113600.0,102920.0
170,M,True,83711.0,82956.0,82438.0,83143.0,93129.0,87026.0,92542.0,97385.0,104550.0,105340.0,104300.0,113600.0,102920.0,116290.0,116860.0,107410.0,109160.0,122690.0,114970.0,119730.0,108620.0,115450.0,103820.0,119490.0,115660.0
171,M,True,117080.0,109790.0,111180.0,106030.0,104510.0,118430.0,119690.0,112680.0,108180.0,117340.0,111320.0,106810.0,108150.0,101210.0,102150.0,109480.0,116090.0,106940.0,105190.0,114700.0,112990.0,120900.0,125890.0,113430.0,118280.0
172,M,False,117340.0,111320.0,106810.0,108150.0,101210.0,102150.0,109480.0,116090.0,106940.0,105190.0,114700.0,112990.0,120900.0,125890.0,113430.0,118280.0,112960.0,106220.0,118110.0,118050.0,110630.0,109260.0,107230.0,105030.0,99489.0
173,M,False,109480.0,116090.0,106940.0,105190.0,114700.0,112990.0,120900.0,125890.0,113430.0,118280.0,112960.0,106220.0,118110.0,118050.0,110630.0,109260.0,107230.0,105030.0,99489.0,110170.0,112340.0,112860.0,105220.0,98348.0,105550.0
174,M,True,113430.0,118280.0,112960.0,106220.0,118110.0,118050.0,110630.0,109260.0,107230.0,105030.0,99489.0,110170.0,112340.0,112860.0,105220.0,98348.0,105550.0,121410.0,110070.0,106410.0,104710.0,113430.0,117620.0,121360.0,115640.0
175,M,True,118110.0,118050.0,110630.0,109260.0,107230.0,105030.0,99489.0,110170.0,112340.0,112860.0,105220.0,98348.0,105550.0,121410.0,110070.0,106410.0,104710.0,113430.0,117620.0,121360.0,115640.0,121940.0,124790.0,116240.0,115600.0
176,M,False,113430.0,117620.0,121360.0,115640.0,121940.0,124790.0,116240.0,115600.0,117950.0,117240.0,118220.0,124380.0,135930.0,134670.0,127820.0,129400.0,131040.0,126630.0,121210.0,116000.0,117910.0,133620.0,116360.0,132960.0,140680.0
177,M,False,209.99,157.34,0.0,436.18,254.4,110.93,36.708,23.246,19.826,0.0,0.0,0.0,0.0,0.0,582.15,21.937,6.5097,34.358,0.0,0.0,52.072,749.96,411.85,29.309,0.0
178,M,True,117910.0,133620.0,116360.0,132960.0,140680.0,144590.0,147210.0,150520.0,130660.0,142540.0,151630.0,155060.0,148640.0,146650.0,150030.0,145500.0,147410.0,172500.0,158670.0,160820.0,162450.0,151660.0,162490.0,170140.0,170460.0
179,M,False,140680.0,144590.0,147210.0,150520.0,130660.0,142540.0,151630.0,155060.0,148640.0,146650.0,150030.0,145500.0,147410.0,172500.0,158670.0,160820.0,162450.0,151660.0,162490.0,170140.0,170460.0,183460.0,166770.0,159830.0,163330.0
180,M,False,155060.0,148640.0,146650.0,150030.0,145500.0,147410.0,172500.0,158670.0,160820.0,162450.0,151660.0,162490.0,170140.0,170460.0,183460.0,166770.0,159830.0,163330.0,168600.0,179460.0,167920.0,167940.0,174520.0,186280.0,193330.0
181,M,True,188010.0,191060.0,180560.0,187040.0,190600.0,184750.0,200730.0,177500.0,181800.0,167240.0,172260.0,181710.0,181810.0,165410.0,175640.0,159000.0,162870.0,158630.0,153360.0,147650.0,142520.0,142880.0,159770.0,148080.0,114650.0
182,M,False,177500.0,181800.0,167240.0,172260.0,181710.0,181810.0,165410.0,175640.0,159000.0,162870.0,158630.0,153360.0,147650.0,142520.0,142880.0,159770.0,148080.0,114650.0,125550.0,128110.0,117580.0,139330.0,133820.0,123960.0,122660.0
183,M,True,117580.0,139330.0,133820.0,123960.0,122660.0,132100.0,118660.0,114220.0,112540.0,117140.0,107790.0,107330.0,122080.0,135400.0,139710.0,131090.0,126260.0,121730.0,125390.0,134300.0,142630.0,137910.0,155050.0,154770.0,136320.0
184,M,False,118660.0,114220.0,112540.0,117140.0,107790.0,107330.0,122080.0,135400.0,139710.0,131090.0,126260.0,121730.0,125390.0,134300.0,142630.0,137910.0,155050.0,154770.0,136320.0,156610.0,147100.0,122570.0,134580.0,135800.0,137980.0
185,M,True,134710.0,134530.0,130480.0,138380.0,126700.0,134010.0,120220.0,132310.0,138570.0,121660.0,120800.0,136770.0,129640.0,138620.0,134880.0,131350.0,121740.0,126100.0,146780.0,151540.0,163780.0,153900.0,159380.0,151600.0,158850.0
186,M,False,136770.0,129640.0,138620.0,134880.0,131350.0,121740.0,126100.0,146780.0,151540.0,163780.0,153900.0,159380.0,151600.0,158850.0,164570.0,174260.0,158610.0,171370.0,155590.0,162510.0,147170.0,153340.0,177510.0,159120.0,164740.0
187,M,True,174260.0,158610.0,171370.0,155590.0,162510.0,147170.0,153340.0,177510.0,159120.0,164740.0,161940.0,164460.0,159690.0,177650.0,171570.0,168300.0,177580.0,166040.0,199080.0,193430.0,189210.0,189620.0,154480.0,172710.0,180180.0
188,M,False,185310.0,169450.0,209110.0,177400.0,164600.0,174440.0,190380.0,159910.0,163710.0,158560.0,161060.0,166540.0,165020.0,142920.0,127040.0,124500.0,142890.0,153940.0,166710.0,165980.0,166070.0,153200.0,146430.0,135460.0,139620.0
189,M,False,144950.0,136870.0,143570.0,153220.0,165110.0,150480.0,156390.0,155850.0,155920.0,161960.0,179420.0,191290.0,167140.0,161060.0,169170.0,166860.0,160220.0,160140.0,163850.0,181060.0,184740.0,224020.0,208810.0,205040.0,181900.0
190,M,False,55125.0,54994.0,64340.0,64522.0,39982.0,44726.0,43985.0,31448.0,41345.0,33728.0,31977.0,35531.0,46647.0,38088.0,37006.0,31275.0,34527.0,38982.0,38274.0,35193.0,35489.0,33535.0,50401.0,39768.0,40415.0
191,M,True,200050.0,183240.0,199480.0,168840.0,192020.0,166840.0,169390.0,180600.0,189320.0,176950.0,179010.0,187380.0,166200.0,187110.0,186590.0,181830.0,168730.0,161180.0,180010.0,160290.0,175620.0,163360.0,161990.0,167070.0,153830.0
192,M,True,107570.0,112740.0,108570.0,108280.0,101210.0,105890.0,101990.0,100770.0,99681.0,86297.0,93976.0,93479.0,106790.0,101270.0,95600.0,106080.0,98296.0,100010.0,95422.0,90320.0,96971.0,99512.0,111100.0,98921.0,107990.0
193,M,False,99512.0,111100.0,98921.0,107990.0,90780.0,104020.0,102460.0,104280.0,92549.0,95357.0,81481.0,84588.0,77090.0,70392.0,83382.0,83953.0,71023.0,71197.0,71843.0,64592.0,70027.0,71974.0,71273.0,74339.0,78038.0
194,M,False,77090.0,70392.0,83382.0,83953.0,71023.0,71197.0,71843.0,64592.0,70027.0,71974.0,71273.0,74339.0,78038.0,71121.0,71026.0,69699.0,78305.0,69855.0,76031.0,65975.0,75969.0,74206.0,81615.0,69977.0,69024.0
195,M,True,253540.0,259010.0,260040.0,274980.0,264010.0,255110.0,241350.0,265190.0,305910.0,315170.0,312310.0,342080.0,329510.0,313980.0,356540.0,321490.0,373070.0,363330.0,337270.0,347030.0,348160.0,352420.0,337970.0,336080.0,359600.0
196,M,False,328740.0,365190.0,297440.0,304870.0,344910.0,319830.0,327580.0,341190.0,328660.0,305500.0,306170.0,330220.0,312120.0,325750.0,260100.0,284440.0,291180.0,323330.0,314290.0,340640.0,300250.0,322090.0,374890.0,368080.0,357090.0
197,M,False,319830.0,327580.0,341190.0,328660.0,305500.0,306170.0,330220.0,312120.0,325750.0,260100.0,284440.0,291180.0,323330.0,314290.0,340640.0,300250.0,322090.0,374890.0,368080.0,357090.0,374390.0,327940.0,326640.0,339010.0,317350.0
198,M,False,244920.0,267100.0,236720.0,248250.0,237360.0,221340.0,232040.0,233130.0,225290.0,284760.0,245310.0,225670.0,233510.0,232960.0,255660.0,213880.0,258750.0,233440.0,280790.0,280770.0,245370.0,248750.0,228520.0,222590.0,217970.0
199,M,False,14705.0,14677.0,10686.0,10599.0,10330.0,10823.0,80509.0,23474.0,25524.0,25454.0,36322.0,43253.0,17119.0,34380.0,34396.0,34364.0,23446.0,23142.0,23034.0,23091.0,23100.0,22885.0,18901.0,18403.0,29779.0
200,M,False,62097.0,39952.0,40282.0,66388.0,63112.0,121800.0,152170.0,66840.0,75045.0,32459.0,29086.0,33368.0,28372.0,39758.0,41385.0,28602.0,23913.0,52491.0,37337.0,118410.0,101840.0,108020.0,148040.0,99879.0,57822.0
201,M,True,6452.8,6431.2,230110.0,10214.0,10902.0,11130.0,10851.0,10450.0,10006.0,9097.7,8496.7,8441.6,8695.5,11185.0,12279.0,11647.0,12283.0,12722.0,12315.0,14278.0,14004.0,13365.0,13906.0,13576.0,14244.0
202,M,False,15852.0,15045.0,14771.0,15097.0,14479.0,15789.0,14352.0,15334.0,14931.0,15652.0,14811.0,16441.0,13865.0,13398.0,13077.0,15185.0,14412.0,14513.0,14747.0,13945.0,13399.0,14526.0,16297.0,18632.0,15427.0
203,M,False,31307.0,26041.0,26431.0,37087.0,33040.0,32899.0,36811.0,36579.0,32795.0,28397.0,32975.0,35842.0,34464.0,31511.0,29778.0,31169.0,41112.0,34117.0,29645.0,29733.0,32038.0,26650.0,31575.0,36264.0,33136.0
204,M,False,3794.1,3530.6,3479.4,3451.4,4143.8,3408.1,3468.3,3509.1,3106.8,3873.9,4159.6,4082.5,3968.5,3683.9,3789.9,3928.6,3623.4,4040.0,3595.2,3610.5,3797.3,3773.8,4075.2,3738.2,3941.2
205,M,False,0.0,5112.0,16040.0,4491.4,1474.2,1364.5,6116.1,8403.1,1300.1,6203.5,10140.0,1595.3,19184.0,4558.1,3837.4,1803.3,6362.5,8354.4,0.0,4398.2,5535.8,5076.8,0.0,2429.9,745.3
206,M,False,16040.0,4491.4,1474.2,1364.5,6116.1,8403.1,1300.1,6203.5,10140.0,1595.3,19184.0,4558.1,3837.4,1803.3,6362.5,8354.4,0.0,4398.2,5535.8,5076.8,0.0,2429.9,745.3,3312.0,2850.7
207,M,False,2916.5,3826.6,3628.6,3101.5,3196.9,3991.0,3036.5,3167.3,3262.0,2937.4,3085.2,3985.0,5107.4,4819.4,4860.4,3592.7,3699.1,4215.7,4161.0,4013.0,4092.2,4122.5,3875.8,3771.7,3905.2
208,M,False,1551.9,1505.5,1189.3,1391.6,1546.7,1766.5,1205.8,1564.0,1360.6,1671.1,1994.9,1734.5,1455.8,1556.3,2421.3,2464.9,1596.4,1760.0,1973.4,1907.9,2880.1,2246.9,1673.0,2131.9,2066.1
209,M,False,2785.9,3142.5,3314.1,3345.1,3256.5,3089.2,3524.8,3524.1,2241.1,2418.0,2218.5,2161.1,2134.9,2542.9,2458.7,2614.6,2818.3,2951.0,2607.2,2342.7,2623.7,2407.8,2436.2,2534.8,2526.0
210,M,True,37574.0,70026.0,83076.0,29170.0,76645.0,51384.0,40371.0,35325.0,35354.0,33128.0,21599.0,38998.0,25230.0,35180.0,14155.0,17614.0,17176.0,17201.0,22616.0,13363.0,12554.0,33826.0,26939.0,38038.0,35591.0
211,M,True,8230.4,12015.0,16628.0,12465.0,13178.0,15791.0,12945.0,15777.0,14353.0,17295.0,21043.0,16726.0,16800.0,26659.0,18515.0,19086.0,21488.0,19465.0,21301.0,22959.0,14254.0,14458.0,28516.0,25030.0,27552.0
