,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30,MEANPOT_31,MEANPOT_32,MEANPOT_33,MEANPOT_34,MEANPOT_35,MEANPOT_36,MEANPOT_37,MEANPOT_38,MEANPOT_39,MEANPOT_40,MEANPOT_41,MEANPOT_42,MEANPOT_43,MEANPOT_44,MEANPOT_45,MEANPOT_46,MEANPOT_47,MEANPOT_48,MEANPOT_49,MEANPOT_50,MEANPOT_51,MEANPOT_52,MEANPOT_53,MEANPOT_54,MEANPOT_55,MEANPOT_56,MEANPOT_57,MEANPOT_58,MEANPOT_59,MEANPOT_60,MEANPOT_61,MEANPOT_62,MEANPOT_63,MEANPOT_64,MEANPOT_65,MEANPOT_66,MEANPOT_67,MEANPOT_68,MEANPOT_69,MEANPOT_70,MEANPOT_71,MEANPOT_72,MEANPOT_73,MEANPOT_74,MEANPOT_75,MEANPOT_76,MEANPOT_77,MEANPOT_78,MEANPOT_79,MEANPOT_80,MEANPOT_81,MEANPOT_82,MEANPOT_83,MEANPOT_84,MEANPOT_85,MEANPOT_86,MEANPOT_87,MEANPOT_88,MEANPOT_89,MEANPOT_90,MEANPOT_91,MEANPOT_92,MEANPOT_93,MEANPOT_94,MEANPOT_95,MEANPOT_96,MEANPOT_97,MEANPOT_98,MEANPOT_99,MEANPOT_100,MEANPOT_101,MEANPOT_102,MEANPOT_103,MEANPOT_104,MEANPOT_105,MEANPOT_106,MEANPOT_107,MEANPOT_108,MEANPOT_109,MEANPOT_110
1505,N,False,1623.0,1605.4,1773.2,1769.5,1743.4,1754.6,1822.9,1793.8,1940.1,1931.1,1859.0,1863.0,1834.4,1732.9,1668.5,1616.7,1617.8,1549.8,1562.9,1502.5,1520.8,1531.8,1542.1,1559.9,1675.5,1626.3,1569.3,1685.6,1644.4,1644.4,1643.9,1599.2,1708.9,1732.4,1602.7,1643.1,1597.0,1685.5,1644.7,1606.2,1597.0,1560.0,1613.1,1578.2,1595.0,1546.3,1613.3,1586.8,1541.3,1610.2,1672.7,1611.5,1616.9,1627.5,1631.4,1706.1,1672.7,1573.6,1579.1,1527.9,1504.4,1464.1,1339.8,1377.2,1291.8,1272.0,1307.5,1232.8,1227.3,1157.5,1259.2,1313.5,1281.5,1275.8,1295.0,1326.6,1287.5,1238.5,1306.2,1344.2,1350.1,1369.2,1390.8,1362.3,1377.5,1411.6,1374.3,1365.7,1337.6,1271.4,1268.9,1210.5,1243.7,1222.0,1217.7,1143.3,1101.9,1093.0,1128.0,1121.2,1047.2,1015.2,1081.3,1072.2,1096.2,1029.3,1053.0,1068.2,1099.4,1103.7
1506,N,False,1533.7,1641.5,1517.8,1421.0,1511.7,1489.9,1431.8,1544.6,1642.8,1633.2,1636.6,1647.7,1610.4,1511.4,1588.9,1613.2,1501.6,1448.1,1452.9,1471.2,1503.2,1485.0,1516.4,1664.6,1537.6,1485.5,1454.5,1379.3,1456.9,1507.7,1543.9,1605.6,1671.5,1590.7,1628.6,1608.2,1621.8,1574.5,1771.1,1661.5,1578.2,1464.2,1560.5,1471.6,1637.1,1547.3,1523.6,1622.1,1482.2,1445.3,1638.6,1478.1,1465.1,1455.6,1459.9,1385.0,1272.2,1136.1,1225.9,1167.8,1295.5,1213.4,1243.3,1100.7,1195.7,1265.7,1271.1,1254.4,1279.4,1359.5,1277.4,1258.4,1250.6,1324.9,1383.2,1436.2,1569.6,1543.5,1502.3,1547.0,1419.8,1396.7,1419.7,1397.9,1363.4,1430.3,1393.1,1367.6,1401.3,1376.1,1268.9,1233.4,1277.1,1277.1,1339.0,1320.3,1313.9,1296.5,1252.9,1266.0,1304.7,1345.8,1372.8,1419.5,1382.7,1512.6,1580.7,1552.3,1569.9,1493.9
1507,N,False,1917.1,1927.7,1972.2,1931.4,1925.6,1979.9,1999.6,2023.5,2070.6,2129.3,2135.8,2185.7,2231.0,2289.6,2285.9,2313.0,2282.9,2232.6,2154.8,2144.7,2140.8,2116.4,2043.5,2023.2,2002.3,1978.2,1974.4,1976.2,1968.2,1963.0,1954.2,1963.4,1976.0,1994.7,1932.2,1973.1,2002.1,2008.3,1966.3,1997.7,1977.6,2009.3,2034.5,2046.4,2036.6,2006.1,2010.4,1978.3,2041.1,1970.6,1964.6,1967.0,1999.7,1965.9,1950.9,1931.9,1927.0,1920.1,1881.4,1882.1,1850.3,1884.4,1889.1,1942.0,1905.1,1926.2,1951.3,1979.8,1995.6,2023.8,2022.3,2104.8,2091.4,2131.2,2129.1,2137.7,2044.4,2048.5,1967.3,1948.0,1945.3,1877.1,1866.1,1814.3,1794.1,1775.3,1761.3,1757.3,1817.6,1827.1,1812.9,1825.2,1812.0,1827.2,1833.2,1888.7,1804.6,1820.2,1813.9,1849.6,1863.6,1892.1,1962.8,1925.0,1908.2,1867.4,1869.5,1858.1,1799.0,1812.1
1508,N,False,7807.9,7636.3,7618.4,7385.7,7461.4,7398.5,7192.3,7282.4,7285.1,6972.0,6972.6,7008.4,6961.2,7037.3,7240.4,6943.8,6836.9,6637.0,6605.7,6666.7,6656.7,6734.7,6830.8,6812.4,6858.4,6798.3,6713.1,6508.0,6556.2,6590.5,6458.0,6388.4,6287.0,6466.9,6514.6,6492.4,6497.7,6452.9,6506.6,6334.7,6320.0,6322.5,6291.8,6284.4,6198.2,5991.8,5782.2,5532.2,5600.4,5505.3,5427.7,5431.5,5371.0,5277.5,5286.8,5219.0,5154.0,5314.0,5258.0,5265.8,5267.6,5287.7,5123.3,5021.7,5065.2,5129.3,5087.4,5146.9,5105.1,5061.5,4973.9,4994.8,4998.9,4998.6,4986.2,4935.7,4845.1,4874.0,4808.9,4723.3,4588.9,4560.7,4546.3,4571.1,4584.0,4490.0,4327.1,4342.8,4347.9,4285.1,4264.4,4121.0,4038.9,3938.5,3872.7,3862.3,3816.8,3840.6,3832.1,3679.5,3627.9,3824.2,3967.3,4009.1,3974.4,4060.9,4170.8,4204.1,4276.2,4310.4
1509,N,False,2717.3,2617.4,2506.8,2623.8,2624.1,2740.6,2834.7,2988.1,3212.5,3266.3,3232.1,3203.8,3396.5,3298.5,3230.3,3298.5,3249.5,3243.3,3286.4,3155.7,3069.3,3133.7,3030.0,3062.8,2928.3,2770.5,2768.7,2833.1,2704.8,2558.7,2598.6,2573.1,2632.2,2665.9,2685.7,2711.8,2621.6,2534.7,2530.1,2702.0,2737.7,2733.3,2647.1,2696.3,2816.9,2799.1,2901.9,2951.4,2813.9,2690.9,2642.4,2705.5,2485.1,2492.3,2560.7,2415.4,2352.5,2368.8,2426.1,2500.3,2490.4,2583.9,2606.6,2643.9,2683.2,2812.6,2905.3,2881.3,2961.9,3018.4,3067.9,3079.0,3082.3,3011.6,2914.7,2937.8,2985.5,2976.9,2794.4,2650.2,2426.9,2496.8,2382.5,2373.5,2382.0,2479.5,2667.2,2722.8,2838.0,2876.9,2970.8,3048.2,3155.6,3194.2,3089.8,3052.6,3125.6,3205.1,2933.8,2966.0,3067.4,3222.2,3227.4,3140.7,3264.9,3293.7,3300.4,3290.7,3345.7,3350.8
1510,N,False,1810.7,1815.8,1764.2,1842.9,1800.1,1818.5,1816.2,1668.2,1803.2,1897.6,2024.0,2042.7,1946.9,1919.4,1946.0,1975.5,2056.7,2181.0,2087.3,1969.8,2070.6,1983.7,1908.2,1841.2,1730.1,1773.9,1739.2,1721.5,1730.3,1666.2,1717.1,1549.2,1497.7,1683.4,1658.1,1650.8,1762.3,1773.9,1707.0,1731.8,1708.7,1662.9,1611.3,1586.2,1645.8,1569.9,1561.9,1586.1,1600.7,1581.7,1592.8,1621.0,1509.2,1475.9,1488.7,1430.3,1457.5,1408.8,1350.6,1506.9,1619.8,1450.0,1548.5,1477.8,1438.0,1469.6,1502.5,1705.0,1552.6,1538.3,1474.0,1558.1,1513.3,1568.5,1518.7,1520.6,1601.5,1610.9,1637.6,1460.8,1473.4,1520.7,1475.5,1259.8,1351.0,1621.8,1411.5,1455.7,1406.9,1382.8,1409.1,1289.4,1329.6,1285.7,1242.3,1305.9,1375.8,1260.5,1352.3,1354.6,1429.9,1243.2,1348.6,1524.6,1479.5,1385.1,1418.6,1437.7,1274.6,1442.0
1511,N,False,3962.4,3906.9,3846.2,3739.8,3681.6,3616.1,3602.9,3533.8,3538.8,3509.5,3497.5,3509.0,3479.3,3447.7,3440.2,3433.3,3496.3,3500.4,3535.2,3555.1,3574.4,3619.4,3600.6,3620.0,3621.0,3637.6,3672.4,3679.4,3681.7,3718.8,3688.6,3701.6,3696.4,3723.9,3700.8,3709.7,3716.5,3656.5,3678.2,3609.2,3647.9,3631.6,3658.8,3706.0,3704.3,3756.5,3792.0,3854.6,3876.0,3914.3,3915.4,3972.8,3959.0,3917.5,3887.1,3874.8,3838.2,3787.0,3715.5,3674.9,3612.3,3550.0,3459.3,3413.5,3403.2,3358.6,3298.9,3229.2,3155.3,3143.9,3133.2,3135.5,3166.8,3108.5,3134.9,3151.8,3185.3,3189.3,3114.1,3092.9,3088.5,3158.4,3159.4,3114.2,3087.1,3053.3,3051.5,3045.8,3026.5,3024.4,3005.6,2990.6,2980.6,2967.0,2929.5,2855.7,2863.9,2871.8,2837.8,2861.3,2886.6,2870.3,2863.6,2856.4,2924.9,2955.4,3012.0,3012.0,3082.6,3135.9
1512,N,False,4130.3,3983.2,4062.3,4019.4,4132.8,4160.2,3787.3,4314.5,4159.4,3815.1,4372.7,4329.6,4324.1,3996.3,4221.9,4055.9,4321.6,4438.6,4394.7,4461.5,4310.3,4364.6,4600.1,4677.9,4632.2,4863.2,4758.6,4681.1,4658.6,4610.3,4559.3,4480.2,4434.5,4282.1,4320.8,4307.5,4314.5,4274.3,4488.5,4408.0,4336.4,4336.6,4483.8,4588.0,4693.9,4437.1,4493.2,4358.5,4413.8,4339.9,4331.4,4199.3,4218.6,4158.9,4139.5,4034.6,4007.5,3893.5,3798.5,3728.2,3544.4,3560.0,3551.7,3550.7,3555.3,3564.8,3450.4,3481.6,3507.0,3600.1,3569.9,3583.9,3557.5,3560.9,3553.6,3501.2,3579.3,3598.1,3461.3,3422.8,3340.3,3280.3,3262.6,3117.1,3149.4,3100.1,3196.3,3146.4,3097.3,3097.2,3177.6,3040.4,2892.8,2891.0,2860.7,2844.2,2864.0,2868.8,2857.6,2844.4,2875.9,2895.8,2920.2,2858.2,2969.0,2969.1,2982.7,3073.1,3025.3,2971.9
1513,N,False,3597.5,3674.3,3829.6,4061.1,3858.0,3755.5,3747.5,3837.6,3760.9,3766.5,3658.5,3377.3,3376.9,3192.1,3105.9,3027.9,2933.1,2758.5,2834.7,2909.0,2748.0,2856.6,2731.5,2780.5,2860.5,2851.5,2784.7,2504.3,2581.4,2574.9,2741.4,2688.1,2777.0,2556.3,2692.7,2642.4,2638.2,2565.7,2413.5,2418.4,2433.6,2541.3,2370.4,2483.6,2354.5,2393.4,2426.6,2308.9,2243.5,2297.4,2320.2,2352.4,2282.5,2454.1,2528.6,2595.8,2837.9,2987.7,2924.8,2890.1,2794.7,2760.2,3205.1,2984.7,2646.2,2384.4,2440.6,2245.0,2274.7,2102.2,2244.1,2131.8,2146.2,2082.5,2078.1,2124.4,2127.9,2131.1,2064.0,2076.4,2031.0,2157.7,2173.9,2207.1,2140.6,2210.2,2121.7,2160.4,2027.8,2024.8,1958.0,2065.5,1850.4,1928.2,1760.5,1804.1,1808.9,1910.4,1901.9,1859.3,1888.8,1847.9,1734.2,1716.8,1622.4,1708.9,1643.3,1644.1,1631.9,1659.2
1514,N,False,16978.0,17134.0,17126.0,16877.0,16929.0,16904.0,17009.0,17183.0,16951.0,16983.0,16919.0,17188.0,17223.0,17314.0,17410.0,17549.0,17684.0,17552.0,17627.0,17395.0,17199.0,17196.0,17385.0,17262.0,16920.0,17085.0,17141.0,16955.0,16969.0,17149.0,16870.0,16861.0,16855.0,16639.0,16851.0,16866.0,16959.0,17154.0,17478.0,17741.0,18017.0,18419.0,18376.0,18501.0,18861.0,18948.0,18989.0,19675.0,19625.0,19889.0,20105.0,20541.0,20294.0,20601.0,20319.0,19992.0,19872.0,19075.0,18844.0,18468.0,17851.0,17786.0,17447.0,17991.0,17634.0,18181.0,18205.0,18642.0,18657.0,18742.0,19065.0,19207.0,19142.0,19415.0,18995.0,19002.0,19011.0,19171.0,19166.0,19243.0,19120.0,19301.0,19269.0,19392.0,19287.0,19169.0,19397.0,19378.0,19147.0,19215.0,19060.0,19368.0,19573.0,19339.0,19420.0,19428.0,18851.0,18873.0,18889.0,18944.0,19106.0,18495.0,18697.0,19221.0,19468.0,19679.0,19982.0,19971.0,20615.0,20419.0
1515,N,False,3124.2,3147.8,3227.1,3161.6,3132.3,2929.2,3071.1,3033.0,2899.5,2881.0,2885.9,2743.3,2763.9,2729.8,2871.1,2860.3,2748.6,2849.7,2709.2,2588.1,2590.7,2533.4,2475.0,2431.5,2440.7,2326.9,2289.5,2124.2,2077.3,2158.6,2128.6,2178.6,2022.1,2010.4,2071.3,1992.3,2097.1,2188.0,2270.2,2237.4,2149.9,2245.7,2252.2,2224.4,2196.3,2207.0,2034.8,2003.7,2011.6,1943.6,2049.7,2005.6,1984.8,2032.6,2042.1,2134.4,2088.9,1840.9,2169.6,2022.5,1954.4,1680.2,1702.6,1648.0,1752.9,1744.8,1798.2,1686.5,1673.1,1634.2,1752.9,1721.8,1961.0,1833.2,1731.6,1832.7,1837.1,1895.5,1941.8,2161.8,2126.4,2122.5,2069.9,1942.3,1987.1,2118.1,1924.7,1954.2,1882.0,1792.2,1928.4,1754.8,1738.4,1655.9,1665.9,1687.2,1586.7,1499.7,1368.4,1424.9,1523.9,1373.7,1483.1,1533.8,1394.8,1378.9,1442.9,1287.3,1398.7,1860.1
1516,N,False,1599.5,1621.7,1648.0,1660.3,1613.3,1676.2,1704.2,1736.0,1756.3,1672.4,1729.1,1712.3,1709.4,1697.3,1714.5,1750.9,1838.6,1745.0,1754.3,1783.5,1804.3,1869.5,1949.8,1961.4,1910.6,1859.8,1854.1,1997.2,2007.5,1922.3,1941.5,1892.0,1931.5,1909.5,1888.2,1789.8,1776.4,1718.4,1632.8,1731.8,1837.5,1741.8,1778.0,1729.5,1850.7,1666.7,1811.6,1765.0,1853.5,1927.3,1780.3,1952.2,1909.3,1914.9,1817.8,1858.7,1908.7,2012.6,1956.5,1976.6,1911.0,1992.5,1899.8,1829.5,1822.1,1787.1,1797.6,1918.4,1855.4,1978.1,1897.5,1873.0,1755.1,1714.4,1639.5,1671.4,1703.7,1715.7,1895.1,1880.1,1999.9,2192.7,2186.6,2124.4,2167.6,2149.8,2286.6,2160.0,2207.3,2156.7,2197.4,2105.0,2059.8,1949.9,1932.1,1832.1,1891.3,1854.8,1791.7,1795.0,1818.3,1969.9,1889.2,1909.1,1790.8,1816.6,1695.2,1685.7,1659.6,1683.2
1517,N,False,7027.0,7154.0,7216.8,7322.8,7406.6,7421.9,7448.9,7521.4,7514.9,7500.6,7461.7,7423.2,7416.4,7394.2,7352.2,7386.6,7360.9,7341.0,7349.1,7309.0,7303.5,7346.8,7390.7,7342.4,7328.7,7347.5,7391.3,7397.1,7435.8,7444.3,7384.8,7401.1,7402.1,7380.3,7398.4,7410.7,7383.7,7372.0,7379.6,7461.2,7462.7,7380.3,7226.3,7208.7,7096.7,6948.6,6898.4,6785.9,6681.3,6711.0,6659.7,6605.9,6595.9,6582.8,6600.3,6533.2,6543.6,6605.9,6732.3,6627.1,6650.1,6827.6,6793.7,6822.4,6773.0,6922.9,6904.8,6801.2,6790.3,6737.4,6753.1,6680.4,6659.9,6615.7,6671.6,6582.5,6561.6,6466.8,6567.4,6538.2,6566.1,6584.5,6523.2,6546.3,6518.3,6507.4,6536.9,6513.7,6412.9,6411.5,6458.9,6522.2,6530.6,6602.8,6667.4,6714.9,6757.3,6697.9,6778.5,6785.4,6785.7,6763.0,6744.7,6664.4,6551.5,6551.6,6509.4,6480.8,6389.0,6342.0
1518,N,False,1592.8,1624.6,1617.1,1589.7,1595.7,1558.5,1550.4,1560.5,1563.5,1560.1,1543.3,1555.7,1617.7,1625.8,1514.7,1516.4,1515.8,1476.4,1478.0,1522.6,1485.8,1483.2,1474.8,1555.7,1561.2,1625.2,1630.8,1705.9,1664.5,1774.1,1823.4,1811.2,1807.3,1735.1,1775.5,1809.0,1763.3,1759.2,1661.9,1647.9,1640.1,1672.5,1633.0,1567.1,1559.8,1523.2,1557.7,1531.7,1523.6,1494.9,1485.3,1425.2,1482.0,1439.0,1480.7,1457.6,1506.1,1451.7,1454.3,1451.4,1495.4,1516.8,1485.3,1495.9,1506.9,1501.4,1553.2,1598.9,1623.7,1637.7,1664.0,1615.5,1660.8,1717.4,1762.2,1804.1,1840.1,1836.6,1804.7,1882.6,1952.0,1961.4,2039.3,2076.6,2126.5,2049.7,2099.9,2154.3,2065.1,2158.9,2101.4,2110.6,2078.4,2033.9,1998.5,1905.0,1824.2,1829.2,1715.7,1660.8,1605.7,1601.3,1652.4,1666.1,1728.6,1711.3,1700.0,1747.2,1706.4,1717.1
1519,N,False,20028.0,20091.0,20605.0,20479.0,20193.0,20141.0,20290.0,20711.0,20621.0,20100.0,20064.0,20269.0,20433.0,20314.0,19916.0,19961.0,20098.0,20208.0,20541.0,20084.0,20188.0,20043.0,20056.0,20132.0,20301.0,20275.0,20409.0,20731.0,21222.0,21591.0,21899.0,21954.0,22143.0,22391.0,22469.0,22036.0,21767.0,21865.0,21142.0,21131.0,20929.0,20774.0,20496.0,20388.0,20586.0,20388.0,19786.0,19595.0,19564.0,19472.0,19243.0,19636.0,19648.0,19629.0,19327.0,19127.0,19149.0,19348.0,19105.0,19066.0,19376.0,19048.0,19583.0,19716.0,19606.0,19488.0,20215.0,19734.0,20234.0,20505.0,20324.0,20304.0,20087.0,20267.0,20325.0,20151.0,20085.0,20121.0,20040.0,20078.0,20125.0,19932.0,19928.0,19496.0,20018.0,20148.0,20938.0,21186.0,21184.0,21012.0,21576.0,21744.0,22050.0,21871.0,21559.0,21514.0,20969.0,20161.0,20191.0,19718.0,19945.0,19951.0,19962.0,20196.0,20167.0,20553.0,20231.0,19959.0,20018.0,20177.0
1520,N,False,5163.9,5145.2,5228.9,5158.1,5045.0,5046.3,5023.7,5087.8,5101.9,5139.4,5164.3,5174.4,5108.3,5094.5,5106.4,5150.0,5182.3,5214.9,5119.0,5159.8,5144.5,5136.5,5132.9,5077.2,5109.7,5089.0,5044.0,5083.6,5112.8,5199.5,5181.8,5218.2,5314.1,5416.7,5564.3,5611.3,5660.3,5758.4,5810.5,5876.1,5952.0,5943.3,6012.6,6037.4,6154.8,6098.0,6135.8,6180.9,6132.6,6035.7,5842.3,5792.5,5707.8,5512.1,5408.3,5507.8,5477.5,5399.1,5429.0,5569.3,5523.0,5529.1,5633.7,5675.0,5602.9,5679.0,5654.7,5738.5,5720.3,5722.7,5736.1,5738.7,5813.7,5892.4,5864.3,5881.9,5852.8,5796.6,5898.8,5948.6,5932.5,5801.0,5940.9,5896.4,5861.7,5892.5,5949.6,5888.4,5864.0,5743.9,5811.2,5819.1,5763.1,5761.4,5692.5,5773.7,5826.4,5767.2,5767.0,5864.5,5932.0,5928.7,6080.2,6209.8,6370.8,6403.4,6640.1,6640.3,6675.6,6839.5
1521,N,False,8291.3,7939.1,8106.8,7912.3,7994.2,7753.8,7573.3,7540.8,7410.8,7362.4,7375.6,7324.6,7180.0,7110.4,7040.3,6950.8,6949.9,6772.5,6788.7,6726.4,6920.4,6930.4,6854.7,6924.3,6940.7,6937.0,7033.9,7074.7,7353.8,7319.3,7335.2,7419.3,7327.3,7400.5,7445.7,7207.6,7387.7,7364.4,7356.4,7331.7,7164.8,7045.7,7165.1,7108.9,7036.9,7107.9,6992.7,6986.8,7115.7,7041.9,7238.6,7381.5,7486.7,7678.4,7641.4,7710.3,7825.7,7695.0,7895.2,8038.5,8045.5,8301.9,8501.9,8785.1,8825.2,8969.2,8919.0,8895.5,8732.7,8662.6,8218.1,8079.8,7694.4,7845.9,7832.6,7769.8,7578.7,7781.2,7972.7,7796.3,7899.0,7937.3,8130.3,8014.4,8019.2,7923.7,8017.8,8048.6,8046.0,8232.1,8088.8,8261.8,8274.5,8185.1,8350.6,8321.9,8362.4,8399.7,8275.1,8304.8,8385.2,8383.6,8560.6,8522.3,8413.4,8446.7,8378.6,8422.9,8335.4,8200.7
1522,N,False,3172.3,3170.9,3303.2,3345.6,3367.4,3257.3,3529.9,3276.4,3351.1,3241.9,3267.8,3245.5,3376.2,3206.8,3064.5,3027.0,2883.7,2824.1,2797.2,2745.3,2704.2,2650.3,2712.7,2627.4,2549.4,2661.8,2823.2,2851.7,2932.8,2879.7,2991.5,2946.8,2912.9,2798.5,2730.5,2707.6,2822.0,2763.5,2697.9,2571.0,2654.4,2507.6,2456.0,2350.7,2245.7,2267.2,2244.5,2365.9,2294.9,2327.7,2320.3,2364.0,2243.2,2289.0,2214.0,2139.0,2143.2,2161.1,2138.0,2130.3,2119.6,2118.2,2103.9,2021.3,2047.4,2037.4,2109.2,2102.9,2328.2,2227.7,2306.8,2223.8,2200.6,2199.9,2342.1,2369.9,2185.0,2262.2,2401.9,2258.4,2242.7,2165.6,2197.6,2195.5,2209.7,2079.3,2170.6,2024.2,2141.7,2108.9,2167.1,2107.7,2165.8,2191.1,2197.7,2272.1,2199.7,2309.1,2386.5,2434.7,2461.9,2446.8,2411.8,2401.4,2463.4,2497.1,2499.2,2502.4,2406.2,2417.0
1523,N,False,5195.0,5344.4,5472.4,5581.0,5770.3,5937.1,5971.8,6106.6,6203.2,6148.6,6146.9,6255.3,6179.0,6151.7,6052.3,6013.9,5954.6,5770.4,5840.1,5831.8,5842.0,5826.0,6007.4,5701.9,5731.7,5822.5,5890.0,6139.3,5920.2,6010.9,6198.4,6246.3,6476.9,6871.1,6819.5,6944.7,7145.1,7297.1,7353.1,7242.5,7192.3,7401.2,7663.9,7974.6,8010.9,7778.7,7824.7,7737.0,7833.7,7670.8,7693.1,7644.6,7633.3,7670.9,7640.1,7582.3,7286.9,7320.1,7171.6,7192.2,7090.9,7031.4,7134.7,7344.3,7417.4,7694.3,7931.7,7927.2,8114.5,8115.4,8051.0,8032.1,7974.3,7913.1,8000.1,7936.3,8001.2,7984.4,7952.9,8031.3,7988.9,7962.3,8084.4,8017.2,7903.4,8148.0,7920.7,7919.1,8038.3,8232.2,8294.3,8251.0,8261.2,7919.4,7778.3,7659.2,7571.6,7336.5,7292.9,7284.5,7135.6,7089.5,7051.3,6891.4,6707.5,6661.8,6629.2,6741.0,6513.0,6691.1
1524,N,False,1884.6,1921.9,1905.0,1920.6,1906.9,1951.6,2027.8,2079.5,2042.3,2013.4,2082.5,2066.6,2074.5,2058.6,2116.9,2094.4,2127.2,2104.4,2131.5,2119.8,2121.4,2090.6,2119.7,2117.9,2058.4,2022.4,1945.2,1998.4,1929.5,1923.3,1879.5,1869.5,1943.8,1995.2,2069.4,2143.4,2231.8,2288.1,2277.1,2269.7,2252.4,2281.0,2337.8,2379.1,2427.8,2428.8,2459.4,2393.4,2401.8,2390.2,2306.2,2377.2,2312.5,2298.1,2244.9,2260.8,2207.2,2204.1,2185.9,2224.5,2283.0,2231.8,2275.4,2327.1,2403.8,2353.0,2484.6,2543.7,2529.7,2617.5,2556.4,2628.9,2646.2,2667.4,2690.2,2634.4,2723.7,2728.5,2740.8,2696.9,2634.3,2588.5,2547.9,2503.9,2432.0,2426.5,2412.6,2368.8,2368.2,2356.7,2377.3,2434.9,2425.7,2535.3,2597.4,2634.5,2666.0,2722.8,2796.8,2835.5,2808.3,2815.7,2797.6,2795.3,2796.6,2731.4,2674.1,2676.3,2637.6,2576.4
1525,N,False,2841.0,2880.3,2722.9,2690.8,2573.3,2492.9,2466.8,2375.9,2296.4,2215.2,2206.3,2170.6,2161.0,2154.1,2205.2,2191.4,2188.0,2189.3,2243.9,2251.6,2276.4,2235.8,2231.4,2276.4,2237.8,2210.7,2201.7,2205.2,2177.7,2175.8,2143.0,2145.4,2132.9,2117.0,2046.9,2017.9,2028.2,2019.7,1983.0,2003.6,1978.0,2046.1,2102.5,2133.9,2137.9,2183.2,2243.7,2337.6,2425.2,2450.6,2465.3,2571.5,2577.3,2626.8,2601.3,2523.2,2476.5,2387.5,2269.9,2165.7,2143.4,2068.0,2064.3,2109.1,2120.6,2137.4,2211.0,2243.5,2294.6,2341.3,2365.0,2387.9,2517.9,2536.8,2583.5,2633.0,2575.8,2688.5,2724.2,2835.9,2893.3,2900.6,2886.9,2900.8,2936.7,2890.3,2876.5,2840.5,2791.0,2774.3,2836.6,2810.9,2911.4,2832.5,2765.2,2708.5,2702.9,2827.4,2749.8,2741.2,2625.3,2653.7,2638.1,2619.0,2607.5,2550.0,2508.0,2472.8,2521.5,2498.6
1526,N,False,4380.1,4484.0,4574.3,4564.7,4786.6,4729.2,4778.0,4801.1,4873.7,5160.2,5216.5,5503.6,5597.0,5671.7,5894.5,6078.6,5837.4,5967.5,5603.3,5437.1,5240.5,5016.7,4904.2,4944.9,4926.4,5125.8,5314.2,5390.8,5396.4,5481.7,5444.6,5490.9,5451.7,5399.8,5556.2,5697.9,5691.6,5642.8,5744.1,5640.6,5871.3,5972.6,6037.6,5997.1,5986.0,6178.7,6185.5,6200.9,6342.1,6441.9,6246.9,6230.4,6416.1,6351.0,6276.3,6417.1,6192.6,6124.5,6173.7,5962.6,6016.9,5996.8,5873.2,5658.5,5550.2,5536.9,5647.0,5505.4,5961.6,5855.8,6294.8,6447.1,6864.6,7074.7,6884.7,7117.9,7178.8,7316.4,6926.9,6870.7,6693.8,6452.5,6323.1,6328.4,6141.3,5972.3,5737.5,5679.2,5693.9,5701.9,5886.5,5864.2,5832.3,5912.3,5826.7,5945.0,6065.8,6180.9,6234.7,6284.2,6150.4,6261.0,6448.8,6158.8,6451.1,6329.7,6293.7,6321.8,6135.4,6002.1
1527,N,False,1278.6,1310.8,1608.0,1539.3,1635.9,1358.2,1240.4,1650.6,1345.8,1221.8,1050.1,890.97,1004.6,1031.2,1014.8,1002.1,1136.6,900.34,952.16,863.55,863.95,826.16,819.86,956.76,996.67,968.12,1080.0,929.35,859.29,983.67,906.73,916.33,820.43,1168.0,1256.2,1276.9,1708.6,1226.0,1207.7,1237.1,1393.4,1376.6,1288.3,1294.1,1361.0,1441.7,1459.3,1593.8,1371.2,1399.9,1792.7,1841.7,1444.2,1495.9,1329.6,1377.1,1382.0,1325.4,1458.0,1489.1,1638.4,1726.3,1825.3,1997.9,1669.2,1577.6,1563.9,1536.9,1485.2,1714.6,1486.2,1534.7,1492.3,1368.2,1669.8,1658.4,1603.4,1566.3,1499.6,1213.5,1357.9,1419.1,1376.5,1615.3,1671.1,1304.8,1172.9,1224.9,1163.2,1213.8,1514.6,1447.0,1357.5,1312.6,1291.2,1297.4,1402.4,1393.2,1480.0,1525.9,1434.1,1584.4,1526.1,1679.4,1511.0,1855.8,1569.1,1584.6,1658.8,1550.0
