,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100,ABSNJZH_101,ABSNJZH_102,ABSNJZH_103,ABSNJZH_104,ABSNJZH_105,ABSNJZH_106,ABSNJZH_107,ABSNJZH_108,ABSNJZH_109,ABSNJZH_110
1203,B,False,38.098,48.317,37.421,41.14,38.559,40.54,34.879,34.152,33.765,31.387,32.233,34.068,39.412,35.743,42.169,38.595,38.596,35.305,24.076,25.245,35.304,35.885,34.777,31.411,34.908,34.786,28.657,22.261,27.226,24.413,21.965,29.861,36.056,23.396,26.929,34.024,37.507,49.458,63.203,60.527,54.432,54.258,55.443,54.577,46.705,46.735,52.609,43.269,49.067,47.613,55.061,54.124,58.335,60.873,67.081,74.094,73.583,76.771,84.826,74.111,79.525,76.429,72.658,66.347,69.344,70.982,74.379,63.503,62.398,63.014,65.781,71.987,69.717,77.315,66.499,69.394,74.259,84.081,83.884,85.116,86.709,89.048,88.335,86.191,83.681,79.234,82.862,77.9,77.645,66.148,66.291,65.324,68.589,64.327,63.748,54.18,58.077,58.109,59.41,64.021,66.021,62.97,65.006,56.895,64.819,68.701,71.48,70.241,66.74,69.46
1204,B,False,12.487,7.8054,9.9313,6.8,8.492,9.2116,7.9675,13.301,8.3316,8.2884,8.4587,8.7747,13.071,13.355,9.0087,9.2998,6.4588,5.0179,4.9863,1.9948,3.1109,2.677,7.4557,3.9542,3.4608,2.9345,3.256,5.0662,7.8943,7.6539,10.258,4.1974,2.4354,0.99899,0.54814,3.6417,1.2643,2.5512,2.2414,1.3219,9.0429,7.1254,5.8633,10.775,14.445,14.201,13.971,10.985,16.558,16.492,19.301,17.177,15.09,14.883,19.049,17.887,15.037,20.641,15.637,9.3892,15.039,5.2276,5.9134,7.7851,7.794,5.333,2.4371,1.373,6.8392,4.3241,6.1626,3.4921,5.4639,2.6409,11.928,11.42,14.374,14.797,11.259,11.635,16.491,15.699,13.707,7.0927,7.7688,4.2502,0.55828,7.3065,8.6857,5.9791,7.6145,7.714,28.893,33.772,30.507,23.497,29.437,35.893,32.505,36.423,24.22,39.14,40.1,40.831,37.734,40.812,41.365,41.114,40.19,45.604
1205,B,False,91.543,93.606,93.545,94.976,99.436,109.16,97.87,93.111,94.824,106.33,85.985,103.41,103.18,103.77,102.53,107.67,109.99,98.692,80.538,71.445,63.022,67.161,54.702,52.931,62.455,59.946,64.792,89.533,49.252,46.636,47.912,43.811,40.75,55.745,64.472,69.709,73.732,64.306,68.621,60.338,80.414,73.356,81.179,77.071,78.471,75.96,74.022,81.664,84.455,84.803,87.623,85.198,94.151,103.36,103.62,97.741,103.72,102.95,94.303,103.18,111.15,103.26,116.69,129.35,126.32,129.66,110.59,108.32,98.655,105.74,98.771,100.19,85.799,81.084,100.05,89.726,108.42,117.85,127.56,118.03,112.93,119.69,134.14,148.13,127.26,130.43,139.77,136.06,148.42,156.86,158.87,163.81,159.12,148.96,134.2,134.59,150.49,158.9,164.01,178.21,184.72,190.06,186.77,211.23,213.1,212.02,212.45,237.25,245.16,248.27
1206,B,False,38.775,37.626,49.723,42.276,41.657,41.906,45.999,40.212,37.847,34.614,37.087,30.23,38.392,38.767,39.614,38.567,35.454,33.339,30.407,37.085,49.529,44.775,45.507,49.114,44.728,38.45,37.153,31.123,34.179,33.092,26.967,32.272,31.175,32.31,35.755,36.379,25.156,28.623,36.431,31.097,20.861,26.367,41.941,42.058,36.859,41.027,48.376,47.763,47.309,43.293,51.574,54.008,50.024,53.792,48.91,51.831,58.276,58.734,63.893,56.752,54.464,52.769,48.023,53.363,51.369,56.858,50.185,63.944,61.115,64.909,66.61,63.504,62.369,57.149,63.45,58.1,59.479,65.187,60.475,58.873,57.558,54.934,44.104,46.867,47.897,49.997,51.039,55.225,54.31,55.242,59.95,54.484,55.56,53.602,54.169,50.692,49.261,53.655,45.157,42.102,39.104,38.562,30.909,29.297,24.19,22.994,26.152,31.181,29.601,34.128
1207,B,False,69.882,73.981,73.002,67.74,68.352,64.011,68.327,64.975,65.134,69.518,65.681,61.178,53.515,53.349,51.335,46.015,47.729,51.975,54.613,49.503,60.341,57.707,58.625,55.905,52.018,49.947,53.309,47.762,49.662,55.191,53.915,57.21,45.407,48.002,48.695,52.971,52.817,51.179,51.038,46.939,54.95,53.462,54.45,51.738,47.359,41.085,40.959,46.624,40.065,41.66,45.943,42.662,45.242,47.271,49.234,51.673,58.848,55.154,55.746,47.738,53.671,43.051,46.856,64.042,65.344,74.252,74.127,59.75,71.022,65.724,74.639,64.391,62.969,56.997,59.816,61.503,65.711,62.724,56.203,61.435,71.961,70.379,77.084,69.935,62.251,59.149,63.801,70.612,63.556,66.069,61.423,65.837,50.57,49.945,50.571,52.581,45.546,53.649,46.959,44.386,49.361,40.473,43.257,48.087,37.948,39.023,40.517,28.79,24.43,29.44
1208,B,False,3.4699,4.3007,1.8089,3.1879,3.0893,6.3236,4.8878,4.1947,5.0027,7.8343,8.1762,4.7622,3.2356,2.4301,7.0646,4.3992,8.3627,8.151,8.4624,9.6489,8.0702,8.2964,9.8435,8.202,8.5675,5.5812,4.6331,3.8224,5.1261,7.4541,7.7533,20.182,24.453,30.442,32.217,34.351,36.056,31.699,38.24,40.396,40.422,39.566,33.666,37.332,45.407,42.815,33.063,34.536,31.811,32.365,30.802,20.581,28.578,13.968,9.7961,6.2707,1.7552,3.3311,12.897,24.704,7.3642,1.27,4.7768,2.3881,3.129,2.8836,10.568,11.256,13.997,5.0886,4.3093,7.973,5.5244,9.3142,11.043,7.1434,0.01315,4.3721,11.834,5.9625,2.5817,0.66565,7.8253,3.5441,2.7422,2.6481,0.86243,0.70469,0.43847,3.5514,2.6508,6.215,12.211,9.3938,5.0317,3.176,7.3799,10.845,11.411,5.6067,0.011822,2.5441,1.0122,0.20652,2.7982,0.025904,0.19626,2.2741,3.497,7.0447
1209,B,False,15.853,3.6417,6.3766,4.8866,5.7714,0.4483,8.2712,11.496,8.8336,0.3667,1.4344,11.39,12.977,4.5548,2.996,16.656,10.954,10.272,14.781,25.744,30.193,24.221,33.449,23.74,29.316,27.988,37.518,36.165,29.524,36.768,31.98,30.198,29.138,22.304,22.243,22.222,24.93,16.54,4.8401,6.0186,7.2069,6.6791,18.707,20.308,23.516,28.722,32.391,27.445,25.71,36.871,36.814,41.665,37.933,47.985,41.86,44.499,42.032,39.943,39.997,31.368,43.205,44.206,49.62,45.968,49.154,54.003,46.07,50.911,53.187,50.646,48.28,54.204,64.756,61.291,54.78,59.378,55.357,56.008,51.229,55.216,55.097,64.587,69.122,66.387,72.025,78.845,63.682,66.06,57.175,62.099,63.123,58.125,58.292,52.689,49.868,57.103,61.377,58.022,55.03,37.944,36.18,40.911,31.627,30.154,39.379,43.204,36.223,43.884,33.319,41.747
1210,B,False,15.307,15.5,14.58,10.853,6.3517,6.3993,7.4814,3.7873,5.0171,9.6333,13.812,10.363,4.7789,8.5751,8.466,7.477,6.6851,6.8913,5.0433,0.69915,3.8485,6.512,6.392,7.4494,1.9933,3.0704,2.9027,0.64426,18.721,8.5972,11.446,11.1,15.397,6.9157,6.7259,12.89,5.3434,7.4567,7.4928,6.9677,9.3842,8.4743,7.4823,1.593,6.0248,5.0576,7.8728,4.8493,4.5732,1.3354,6.8879,8.8107,13.392,9.535,19.945,21.609,11.259,21.785,20.439,11.375,7.3536,15.615,13.425,18.69,22.623,24.319,28.636,31.765,35.457,24.89,30.842,41.288,18.828,24.95,29.558,35.138,27.717,33.417,31.744,36.69,41.134,37.544,39.81,38.037,37.34,63.254,64.254,45.611,57.362,52.156,46.159,30.684,25.187,38.65,44.692,5.1313,31.911,42.195,50.989,40.016,21.714,69.27,79.283,79.169,48.363,28.921,53.896,87.0,11.805,71.323
1211,B,False,17.607,10.985,12.144,17.073,18.48,17.138,18.288,17.398,16.803,15.176,13.166,13.804,15.773,16.869,16.155,14.088,14.45,14.14,15.521,19.087,18.739,16.014,15.704,21.699,13.901,9.605,13.038,14.698,14.921,14.836,12.604,11.891,12.803,11.865,11.595,11.357,8.6809,11.376,12.785,12.004,10.524,11.441,9.7282,9.8331,12.453,13.143,16.415,15.346,14.608,15.645,13.983,17.28,16.41,14.232,19.929,20.417,14.958,16.452,15.74,16.17,16.492,14.727,14.482,13.722,12.946,12.149,10.8,13.212,17.36,17.226,15.302,12.108,9.904,13.489,11.563,16.79,16.874,20.066,30.822,33.018,28.324,40.016,52.278,41.689,28.937,18.227,19.688,27.524,30.605,36.262,30.251,24.858,24.252,20.2,18.003,16.974,12.994,12.978,10.64,8.0485,10.766,7.3607,5.5676,3.4991,43.162,4.3881,0.95315,1.5409,2.4202,4.7765
1212,B,False,11.663,2.3918,7.8954,3.9906,8.5092,0.54245,13.678,10.4,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109,15.346,28.538,9.8079,0.84356,10.118,13.341,12.471,33.259,12.561,19.464,19.96,31.645,23.863,24.106,26.674,19.647,27.788,30.619,31.562,23.342,20.116,27.345,22.681,12.589,2.2316,2.6439,8.1543,20.113,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099,40.609,33.578,30.529,28.982,32.799,29.584,37.149,45.827,55.872,53.695,50.17,42.992,42.476,56.456,11.641,41.994,36.632,11.486,6.8658,25.786,43.465,13.365,15.85,6.6365,7.751,11.61,2.0496,3.691,3.1193,19.572,11.362,44.293,22.02,14.678,56.912,47.024,45.122,36.96,39.1,79.036,37.68,54.243,78.554,146.65
1213,B,False,1.4994,0.3515,2.2888,4.4717,4.6956,0.36866,3.5056,0.22656,2.9198,3.6541,1.9182,3.9916,2.8614,4.0907,0.99929,1.9789,2.8294,0.72887,3.6742,0.2958,5.8043,5.3015,11.156,6.2156,6.6473,3.1183,7.2353,12.628,8.8206,7.4883,11.875,12.425,10.698,3.8425,0.63104,3.2418,1.1396,4.0991,0.63208,2.7008,0.24516,1.469,0.52724,10.93,5.2801,3.8302,4.565,0.66647,1.8351,1.4834,1.2173,1.6536,6.9101,2.3181,4.5494,6.18,2.4507,2.8698,6.9016,7.168,7.8451,8.8503,7.2329,7.2036,9.1051,10.126,7.7061,1.1023,7.3961,13.57,13.111,11.352,10.321,12.065,13.146,14.618,15.091,16.61,16.975,16.793,18.343,15.849,19.678,13.922,14.785,14.907,20.704,20.794,16.406,12.718,17.237,12.576,10.249,4.2036,9.1362,11.878,5.5496,6.6908,6.5011,0.80467,6.0772,8.2032,2.284,1.0341,1.1612,5.483,3.7416,3.2602,13.667,6.8689
1214,B,False,1.4021,1.6238,6.245,1.2606,5.3221,4.0514,0.30021,0.91228,6.4604,0.34899,2.3614,1.098,7.3753,5.3098,5.1229,7.1219,3.5839,2.4982,2.3239,4.8119,13.249,7.9882,9.1484,1.2803,8.4416,8.2265,1.8392,7.6187,3.5069,5.1617,0.90712,2.9856,3.2504,6.4086,3.8897,2.7676,5.4551,5.0414,3.2284,4.0597,5.1723,6.4646,0.88994,2.3022,4.804,0.062333,3.9574,1.8818,3.3835,7.0689,0.10562,4.6333,5.12,1.4032,8.8378,4.866,6.6354,8.7601,9.6511,3.1712,0.2013,3.3865,2.8259,0.90638,0.87996,2.1988,4.1735,4.1457,8.1969,10.696,1.9767,3.6959,4.2292,19.421,27.35,30.248,1.512,6.4404,10.881,3.9661,0.23786,3.1885,1.2521,7.123,11.474,5.7041,0.0084751,11.097,9.1331,1.8435,13.537,1.54,4.058,8.5258,3.2061,3.5014,0.33599,8.7242,14.592,16.862,4.4072,0.8923,8.5905,12.319,4.1173,11.649,2.1848,11.792,11.225,11.846
1215,B,True,29.599,25.25,32.406,33.442,27.506,25.237,36.126,27.444,24.51,25.998,24.298,21.334,33.838,28.939,28.887,30.901,14.601,12.563,17.373,17.893,15.003,13.759,10.922,19.229,22.521,10.528,12.939,17.17,25.416,23.115,24.286,24.613,18.064,14.63,16.65,5.3102,8.7065,13.433,15.514,7.4422,3.4049,7.3335,16.653,8.4204,14.114,19.907,13.745,13.522,17.039,14.342,15.306,3.739,5.0269,4.2544,6.0065,2.5593,4.1344,1.2078,0.76711,1.7599,1.4884,0.16579,11.368,18.992,14.452,8.7804,3.7886,3.108,6.45,1.3373,22.489,18.649,12.328,2.1798,7.1715,4.1001,14.823,12.497,3.5173,2.6661,8.4665,6.8303,6.9471,7.1304,0.20782,3.719,5.7697,13.476,7.4987,6.961,5.8174,22.001,32.894,26.914,31.28,38.927,32.965,39.349,45.491,43.065,34.291,29.487,34.889,20.431,24.239,20.938,11.929,3.9958,9.2747,4.0542
1216,B,False,9.9974,17.167,23.366,27.749,27.833,22.331,30.229,21.407,22.117,19.86,22.4,29.609,15.628,13.684,17.5,31.647,31.953,26.579,26.398,33.459,30.205,39.279,33.453,31.576,27.281,29.166,32.453,33.49,35.936,34.72,29.831,25.042,24.65,21.548,6.3321,19.626,15.13,13.239,8.651,0.49655,2.8194,3.4804,14.088,4.96,25.391,35.278,53.84,42.431,30.31,25.918,36.568,32.691,25.728,22.591,22.951,23.655,19.917,29.839,40.153,38.065,36.226,34.95,37.494,37.547,41.831,38.183,41.024,37.78,35.737,42.651,42.523,43.197,36.401,30.563,20.952,29.97,29.786,36.142,40.181,35.365,56.457,59.885,52.833,42.121,60.758,52.498,46.283,37.749,31.282,28.571,29.721,30.818,45.3,35.397,29.408,16.181,11.542,0.78159,5.1806,10.8,2.5028,1.727,12.123,9.818,3.6951,11.024,23.135,3.7704,0.95551,1.4095
1217,B,False,13.892,9.799,28.155,14.25,12.314,21.096,10.591,10.177,0.87588,6.1371,16.451,0.48222,5.1717,6.7001,13.35,15.581,14.634,16.233,3.2447,5.643,10.085,2.9389,8.5626,11.061,16.929,2.9006,11.778,15.126,6.7986,12.459,0.58006,14.025,4.1467,6.9601,0.22113,0.0048738,1.9211,4.523,4.3283,5.4474,1.1275,27.705,24.501,9.7343,27.019,32.8,41.035,37.061,37.203,50.473,37.928,37.016,42.896,32.692,36.666,22.927,14.324,16.56,26.557,24.946,31.66,42.583,24.418,44.551,48.174,18.498,25.965,26.742,35.314,14.503,21.255,22.624,26.872,26.022,19.207,22.707,29.45,37.301,30.848,26.75,17.485,19.484,15.562,10.649,18.334,26.978,23.937,28.659,12.924,0.048257,5.2649,3.7296,6.6241,10.676,6.5162,7.1221,14.193,23.948,29.443,25.2,30.42,28.973,12.851,24.585,23.471,19.004,8.8083,5.084,11.241,26.414
1218,B,False,83.542,85.817,85.472,88.509,85.854,88.26,91.543,93.606,93.545,94.976,99.436,109.16,97.87,93.111,94.824,106.33,85.985,103.41,103.18,103.77,102.53,107.67,109.99,98.692,80.538,71.445,63.022,67.161,54.702,52.931,62.455,59.946,64.792,89.533,49.252,46.636,47.912,43.811,40.75,55.745,64.472,69.709,73.732,64.306,68.621,60.338,80.414,73.356,81.179,77.071,78.471,75.96,74.022,81.664,84.455,84.803,87.623,85.198,94.151,103.36,103.62,97.741,103.72,102.95,94.303,103.18,111.15,103.26,116.69,129.35,126.32,129.66,110.59,108.32,98.655,105.74,98.771,100.19,85.799,81.084,100.05,89.726,108.42,117.85,127.56,118.03,112.93,119.69,134.14,148.13,127.26,130.43,139.77,136.06,148.42,156.86,158.87,163.81,159.12,148.96,134.2,134.59,150.49,158.9,164.01,178.21,184.72,190.06,186.77,211.23
1219,B,False,60.248,60.48,63.491,61.568,62.616,64.3,69.497,61.311,62.6,61.592,65.157,56.0,57.345,58.352,57.617,61.498,57.945,64.048,58.457,66.71,59.905,58.804,56.077,61.979,64.024,60.117,68.551,70.787,64.54,66.339,71.559,74.915,67.524,70.128,73.439,76.802,76.675,72.736,68.642,70.248,68.831,66.542,72.196,73.227,75.755,77.152,79.288,83.044,80.614,79.112,80.833,75.09,76.072,82.966,72.359,77.258,82.427,74.914,76.614,76.461,79.541,81.561,79.874,76.216,74.836,75.301,70.039,84.607,77.617,76.085,70.95,72.368,74.468,76.957,75.19,77.225,65.224,67.888,63.279,67.106,71.615,75.631,81.87,70.957,81.323,82.779,75.995,80.925,74.332,75.279,74.17,66.403,63.807,59.196,66.092,67.536,59.218,59.894,56.708,64.234,57.74,59.544,62.505,68.139,62.649,53.427,52.885,62.245,56.583,51.323
1220,B,False,10.093,8.4349,13.747,5.0846,4.0778,9.0767,3.1801,1.0451,9.1265,6.8294,5.1843,1.0064,2.0174,0.44316,1.635,12.88,20.487,22.316,20.595,22.477,28.671,32.589,38.203,36.913,40.82,36.981,45.795,41.366,34.628,36.051,40.329,36.145,36.456,41.362,32.648,40.471,40.749,34.015,29.169,34.585,30.75,35.183,26.716,23.903,21.384,17.11,8.7069,10.112,6.6394,11.325,11.332,5.9257,9.9874,17.72,10.454,8.0146,2.0516,2.5974,1.7653,12.223,11.742,8.4788,9.9394,7.6115,16.512,13.74,11.822,7.3081,11.07,11.191,4.9994,3.5033,8.3953,8.588,9.2905,3.6414,2.4956,2.4301,4.9231,3.5215,0.12814,0.30074,4.3288,0.53731,3.0541,4.5438,4.4137,0.9509,2.3069,1.9337,2.2112,3.988,7.6989,8.2581,9.8308,11.023,5.6627,12.447,7.6974,0.8752,2.7078,2.4398,4.0809,8.9133,8.2325,10.433,7.257,13.32,12.349,5.9784
1221,B,False,7.1304,0.20782,3.719,5.7697,13.476,7.4987,6.961,5.8174,22.001,32.894,26.914,31.28,38.927,32.965,39.349,45.491,43.065,34.291,29.487,34.889,20.431,24.239,20.938,11.929,3.9958,9.2747,4.0542,2.4826,3.2599,0.96065,14.491,19.314,11.608,11.928,24.541,28.253,40.382,39.16,37.202,35.351,35.254,37.322,44.094,49.496,44.363,36.369,37.235,51.592,47.815,43.454,41.544,41.788,50.293,49.892,52.363,50.336,46.452,48.361,53.327,39.598,34.825,34.703,34.112,35.507,34.106,24.03,23.051,26.614,28.416,30.888,27.162,16.301,7.1522,29.847,32.46,33.312,39.157,27.999,35.763,33.677,39.354,37.83,43.958,38.35,31.51,25.459,23.904,29.517,26.655,31.19,25.421,26.064,26.406,31.275,31.456,31.826,24.143,27.245,24.939,21.464,26.299,31.056,32.426,28.589,20.149,19.445,26.532,30.757,25.5,29.442
1222,B,False,1.5278,6.9626,6.876,4.6697,5.2045,1.6349,8.6331,9.6986,1.7629,3.5339,3.421,5.6641,3.7376,1.3998,1.4079,0.55991,2.6521,3.4997,4.6104,0.19033,4.8159,2.226,3.0106,5.5548,0.54248,4.4827,7.4041,4.5362,0.17421,4.3623,1.1021,1.0061,8.396,13.347,22.731,18.004,17.507,16.549,27.266,15.431,18.691,22.081,22.047,15.687,12.47,7.4109,0.85733,2.9676,5.2818,2.347,1.128,0.95593,7.0573,2.5239,6.1063,20.451,8.3546,9.7836,10.304,7.5057,16.667,25.662,19.748,21.065,16.652,11.508,11.548,16.446,4.9593,16.068,15.184,8.5846,5.3747,1.5262,20.634,29.441,50.784,43.84,49.723,41.411,39.236,38.536,26.568,2.5604,10.096,19.386,10.055,21.741,27.701,19.746,31.567,15.869,1.6631,4.9628,3.2636,1.8098,4.356,4.1198,31.417,34.362,26.739,23.431,40.68,32.567,40.374,47.714,51.786,33.386,31.777,34.923
1223,B,False,119.43,114.33,94.71,83.091,73.849,56.026,59.46,51.251,52.451,53.81,62.373,86.714,86.853,83.04,82.861,75.623,85.241,108.98,83.271,94.234,107.33,116.3,118.82,125.61,107.78,118.72,120.84,104.87,117.22,121.46,119.76,123.32,130.7,146.44,131.07,120.35,102.61,132.54,129.0,130.11,117.1,114.56,119.24,118.34,112.3,110.61,123.61,107.71,116.73,96.046,101.02,83.325,73.961,78.764,75.063,72.369,70.834,64.381,63.497,62.129,33.964,37.226,34.18,27.964,29.469,34.801,33.981,27.605,29.252,33.925,39.316,41.536,48.646,43.156,31.031,31.169,12.482,23.407,29.753,26.832,45.789,18.843,26.396,47.091,29.181,27.455,34.349,42.345,28.078,24.468,27.938,24.463,10.653,21.945,27.387,22.623,24.811,29.598,29.717,18.496,12.008,26.189,22.809,21.145,14.628,6.1121,8.8968,13.857,17.167,14.055
1224,B,False,32.796,44.735,34.998,34.022,24.829,23.91,34.15,33.393,26.064,22.34,37.455,28.444,34.718,32.578,30.692,25.831,27.732,19.119,26.795,29.547,34.49,31.178,29.539,21.677,26.769,24.511,19.673,18.593,17.513,15.816,19.291,21.614,23.699,26.857,23.704,12.374,10.196,11.56,9.2335,14.797,10.658,17.965,16.251,16.145,16.54,16.969,17.652,20.419,22.696,20.997,23.227,18.152,17.597,22.056,24.875,21.777,19.735,21.518,23.427,27.333,21.541,23.11,23.651,22.798,28.034,18.499,20.78,22.785,16.099,8.6872,12.395,18.985,16.514,22.706,15.816,14.243,14.803,10.292,7.4338,16.05,16.542,17.077,20.801,18.234,13.141,19.963,21.465,17.461,16.456,11.675,14.714,8.2789,15.957,12.74,14.542,10.201,11.206,5.0058,0.3807,11.043,10.247,14.548,7.8941,5.2377,3.8719,4.907,14.678,6.0489,5.4139,8.3576
1225,B,False,29.454,26.137,26.701,23.702,22.456,25.602,28.663,29.888,37.562,27.329,21.706,26.288,26.159,25.649,28.51,26.583,33.616,33.513,27.148,31.349,32.635,37.71,39.429,43.017,45.882,46.726,52.299,48.83,49.119,45.584,37.091,43.221,48.216,47.946,39.743,45.847,46.919,43.73,32.027,31.321,32.467,32.906,39.425,43.891,43.932,54.97,48.997,58.058,65.601,60.761,66.02,65.809,62.824,58.272,62.715,55.864,59.78,56.437,63.797,63.19,60.341,60.706,65.013,62.423,59.977,63.739,70.333,72.118,71.462,75.546,76.872,82.633,83.482,83.124,83.769,88.224,92.854,97.697,98.361,96.62,98.426,97.628,98.013,87.03,81.069,72.249,65.828,69.308,77.751,73.735,66.737,66.76,74.249,76.081,69.704,77.834,80.915,92.496,101.16,102.93,110.78,113.68,113.4,107.08,110.15,104.45,94.636,100.35,84.022,84.681
1226,B,False,19.764,31.726,14.496,21.724,22.944,23.985,11.0,3.6653,1.3821,5.9389,5.164,3.2516,4.3685,18.266,19.946,25.432,20.236,22.341,14.374,23.831,18.175,5.8813,11.534,20.877,12.122,13.601,20.483,13.226,14.547,2.8156,8.4421,12.294,8.0411,17.989,18.627,29.136,25.472,7.5255,15.013,21.985,15.841,5.1173,8.3468,12.815,10.709,16.303,19.286,10.056,17.028,10.496,18.243,5.4738,13.406,24.617,8.9114,6.7128,5.9974,4.7113,0.17087,8.0253,9.2825,14.748,6.5611,24.404,29.201,38.861,46.928,61.629,36.394,39.226,37.155,40.11,54.858,20.029,24.147,31.972,43.667,27.283,4.8896,20.774,35.06,43.76,22.854,6.4818,7.1412,15.687,41.313,52.112,35.39,62.902,52.518,40.195,17.585,5.2088,15.329,10.91,8.044,0.1362,5.0988,32.596,24.235,28.048,25.648,40.778,33.118,36.846,40.077,47.483,57.255,64.297
1227,B,False,13.128,16.344,13.775,10.037,10.946,15.137,14.816,8.9226,9.0089,13.302,6.8047,7.6958,12.637,10.732,11.343,10.306,12.812,14.604,12.01,15.301,11.558,11.52,14.136,12.022,13.652,20.483,11.981,6.7103,3.4415,9.0131,7.6886,5.8934,0.61852,0.022328,10.295,13.71,12.204,13.784,18.735,13.517,13.096,12.834,10.851,10.659,7.1,7.0369,6.2875,9.725,6.738,7.0974,5.3403,9.3114,7.5951,8.9716,9.0803,12.288,9.036,7.4613,5.5699,4.6287,7.2306,7.1579,6.8991,1.9503,1.2185,0.93543,6.7418,2.9959,2.7606,3.6137,6.2162,8.7558,9.6911,13.263,11.922,11.59,11.748,15.158,12.129,9.271,10.058,8.628,14.04,11.5,12.532,5.847,8.7333,11.789,9.3158,15.474,14.153,13.546,10.501,16.122,14.364,15.574,18.34,17.538,10.353,9.2935,17.818,18.979,14.88,12.214,8.0013,8.6112,5.2842,4.469,8.2088,6.4406
1228,B,False,36.401,30.563,20.952,29.97,29.786,36.142,40.181,35.365,56.457,59.885,52.833,42.121,60.758,52.498,46.283,37.749,31.282,28.571,29.721,30.818,45.3,35.397,29.408,16.181,11.542,0.78159,5.1806,10.8,2.5028,1.727,12.123,9.818,3.6951,11.024,23.135,3.7704,0.95551,1.4095,25.631,61.416,2.7945,26.701,6.2359,6.1739,55.435,62.591,45.105,42.34,52.351,68.743,33.7,38.425,40.963,29.848,36.35,35.978,24.141,48.971,27.444,29.155,171.95,18.795,6.9883,0.51113,7.2365,32.059,26.09,213.59,23.983,14.236,6.6831,8.6282,10.816,62.343,22.687,32.756,13.798,12.885,6.724,4.3614,24.381,159.87,9.1835,28.498,9.3432,19.217,16.47,46.245,84.203,62.314,71.803,27.027,25.104,10.447,11.917,3.3785,2.0221,13.92,5.8811,5.9536,1.3757,3.2727,16.624,13.826,8.0024,8.7661,14.467,17.447,11.234,22.984
1229,B,False,28.071,26.826,29.735,29.676,22.243,22.461,17.782,17.768,17.563,21.79,23.214,19.928,13.664,18.62,19.47,9.8642,16.396,14.243,17.468,18.311,17.295,17.933,13.698,15.783,17.749,18.189,20.617,15.886,14.081,16.687,16.432,13.321,18.068,15.817,13.899,16.578,21.011,19.95,21.913,26.907,32.3,31.721,25.011,22.975,21.901,19.931,27.136,23.782,27.688,33.234,29.924,26.447,22.022,25.006,19.454,18.947,27.85,23.788,22.651,21.491,22.455,22.684,23.362,25.073,24.472,27.813,25.369,23.001,20.952,20.644,21.084,18.455,17.293,17.059,16.188,24.631,17.309,17.772,21.696,19.386,24.192,22.377,21.597,17.271,20.751,19.733,28.017,20.992,17.694,19.166,20.82,25.618,22.975,25.434,18.442,16.236,19.111,11.219,16.522,13.906,21.128,23.091,21.57,24.778,17.98,12.693,15.583,17.148,15.875,15.443
