,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15
1059,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526
1060,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,B,False,5.6778,5.7458,5.6545,5.1543,5.2159,5.5452,4.8408,5.3293,5.1797,5.0378,4.8136,4.7491,4.7904,4.653,4.6738
1062,B,False,10.523,10.377,8.8366,8.9674,10.782,10.804,10.866,10.909,10.921,10.887,10.979,9.5292,8.7733,9.2287,9.5676
1063,B,False,3.4607,3.4855,3.4808,3.4381,3.4802,4.2427,3.5272,3.5452,3.5916,3.4845,3.5485,3.5547,3.6438,3.602,3.6446
1064,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,B,True,77.932,76.045,77.177,78.052,76.701,74.153,75.842,77.519,71.846,72.246,71.295,74.24,73.275,73.655,76.508
1066,B,True,26.657,27.378,26.965,27.021,26.127,26.464,25.859,26.225,27.017,27.38,29.015,26.76,27.519,28.242,33.052
1067,B,False,17.53,16.763,16.092,16.214,15.782,15.526,15.695,15.671,15.995,15.536,15.798,15.384,15.338,14.924,14.761
1068,B,True,4.8348,4.8102,4.979,5.0038,4.6655,4.5512,0.0,0.0,0.0,0.0,0.0,4.2123,4.3138,4.6628,4.5147
1069,B,True,0.0,0.0,0.0,9.9511,9.8634,0.0,9.8713,9.8271,9.6562,9.4496,9.4803,9.4395,9.1798,9.2636,9.0435
1070,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,B,True,19.639,19.865,18.341,18.097,18.025,18.19,18.07,18.08,17.884,17.926,18.007,17.468,18.045,18.163,17.548
1072,B,False,0.0,0.0,0.0,34.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.358
1073,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,B,False,22.891,22.856,21.898,21.02,27.901,27.73,27.509,27.563,27.13,27.622,2.6258,0.0,0.0,19.944,19.29
1075,B,True,55.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8815,0.0,0.0,0.0,0.0,72.737
1076,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,B,False,1.1666,2.7698,6.3321,2.9877,2.5752,1.4608,3.0662,3.9486,1.4747,7.7294,3.3956,2.8907,2.5266,5.7049,3.4877
1078,B,False,39.735,40.22,40.611,40.812,41.605,41.633,42.244,41.576,42.06,41.027,40.813,40.558,37.664,37.9,36.904
1079,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,B,True,27.349,28.441,26.873,28.241,29.048,27.93,28.882,29.916,30.276,30.24,28.808,28.231,28.156,28.367,28.645
1082,B,False,29.995,33.272,26.997,25.607,35.123,30.543,30.014,33.768,37.193,34.615,35.46,30.043,34.48,38.188,35.528
1083,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,B,False,9.3457,9.4887,9.5493,9.2173,8.7794,8.824,9.1147,9.161,9.4932,9.6141,9.5965,9.612,9.9474,10.155,10.114
1085,B,False,23.408,23.387,23.404,23.868,24.11,24.416,24.082,24.801,24.536,24.319,24.324,24.359,24.597,25.062,24.584
1086,B,True,10.434,10.266,10.554,10.659,10.664,10.762,10.903,11.038,10.859,10.774,10.964,11.359,11.919,11.802,11.767
1087,B,True,1.9863,2.0674,2.0798,2.3363,2.488,3.287,2.9676,2.9146,2.5946,2.9316,3.3923,3.4366,3.5614,3.5614,3.951
1088,B,False,21.588,21.549,21.675,22.067,21.799,19.505,18.847,18.432,18.331,18.344,18.933,18.849,17.737,17.334,20.175
1089,B,False,4.0785,2.4097,4.9129,4.9244,4.9027,4.9868,5.1444,5.1492,0.0,5.2022,5.1668,5.1573,5.0705,5.1511,5.2015
1090,B,False,9.8634,0.0,9.8713,9.8271,9.6562,9.4496,9.4803,9.4395,9.1798,9.2636,9.0435,0.0,0.0,0.0,0.0
1091,B,False,39.033,38.705,40.101,39.108,38.944,41.679,42.154,41.492,41.251,39.901,39.719,43.358,44.015,45.271,45.812
1092,B,False,18.383,19.09,20.246,19.5,20.595,20.675,19.608,20.416,19.402,19.129,18.766,19.308,20.102,19.142,18.962
1093,B,True,24.824,24.91,24.806,24.754,24.632,24.548,25.092,24.374,24.372,24.143,24.372,23.954,24.795,24.926,24.709
1094,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,B,True,3.9433,3.6586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,B,True,39.849,39.605,42.086,45.951,46.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,B,False,16.485,16.366,16.455,16.435,16.431,16.461,16.754,16.697,16.876,16.908,17.143,17.125,17.195,17.045,16.787
1099,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,B,False,4.9936,5.0934,5.0803,4.9077,4.972,4.8969,4.9267,4.8989,4.9629,4.987,5.1655,5.0416,5.03,5.292,5.2454
1101,B,False,20.339,19.913,20.373,21.625,20.522,20.61,20.195,22.191,22.788,22.186,22.47,24.844,24.76,23.919,24.107
1102,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,B,True,5.063,4.9349,3.2548,3.4205,4.2259,3.6084,5.8359,7.1033,0.0,6.137,0.0,0.0,10.834,17.491,0.0
1105,B,False,19.382,19.057,18.586,18.375,18.471,18.709,18.445,18.922,18.802,19.407,18.844,18.723,18.892,18.616,18.759
1106,B,False,31.536,31.231,30.541,30.125,30.487,30.08,30.257,30.696,30.31,31.48,31.682,33.049,32.028,32.826,32.779
1107,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,B,True,68.798,68.61,67.917,67.008,67.917,68.03,67.103,65.252,65.868,66.105,66.383,66.598,66.531,63.757,61.754
1110,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,B,False,2.6149,5.5014,4.6349,2.6212,11.79,11.999,11.397,8.003,4.7957,12.26,18.206,2.1911,12.859,4.7655,13.147
1113,B,False,20.827,20.934,20.432,20.846,20.501,20.761,20.898,21.246,21.349,21.631,22.076,22.114,22.054,22.204,22.739
1114,B,False,16.271,15.875,16.021,15.968,16.282,16.213,16.223,15.897,16.124,16.197,16.56,17.16,17.599,17.855,17.335
1115,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,B,False,2.2379,4.6217,2.2642,4.6579,4.5896,4.8055,2.1781,2.2855,2.3049,5.5096,6.0122,7.2869,5.2495,4.99,5.0772
1118,B,False,50.415,66.173,57.089,68.464,71.085,58.126,63.286,61.168,61.841,57.594,63.913,55.993,57.938,65.535,62.903
1119,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,B,False,5.1046,4.8518,4.5571,4.7631,4.5231,4.3173,4.0876,3.814,3.1682,3.4128,3.2946,2.9785,3.465,3.5214,3.5012
1122,B,False,20.446,19.617,20.748,20.818,21.834,21.447,22.414,22.416,22.759,22.364,20.816,22.666,22.992,21.801,22.676
1123,B,True,20.072,20.258,20.331,21.744,21.536,21.322,21.314,21.967,21.763,22.282,22.202,22.559,21.458,21.565,22.091
1124,B,False,15.523,15.616,32.82,32.941,32.541,31.671,31.918,32.51,31.795,31.771,31.51,29.657,31.737,31.869,31.707
1125,B,False,34.257,34.195,33.247,32.48,31.496,30.933,32.028,31.948,32.82,32.66,32.222,33.008,32.739,33.902,33.268
1126,B,False,12.764,14.743,13.466,14.22,15.279,15.662,21.411,36.224,15.15,32.95,18.744,24.443,29.895,21.681,32.889
1127,B,False,33.65,32.36,35.592,33.799,32.427,31.659,31.569,28.57,28.098,27.592,27.311,28.025,29.223,29.247,28.276
1128,B,False,2.9595,0.0,0.0,0.0,3.0725,3.2766,2.8325,0.0,0.0,2.6613,2.5631,2.5091,2.5091,2.3525,2.3703
1129,B,True,0.0,0.0,0.0,0.0,2.1344,2.0461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4573,2.551,2.5369,2.4727
1132,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903,1.7775,1.7183,1.9463,1.9625
1133,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,B,False,0.0,0.0,2.9742,3.4455,0.0,0.0,2.5321,0.0,0.0,0.0,0.0,0.0,4.2267,0.0,0.0
1135,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,B,False,17.729,18.226,17.465,18.101,17.788,17.956,18.309,18.091,17.89,17.78,17.701,17.948,17.994,18.697,18.543
1137,B,True,17.88,18.322,18.114,18.233,18.179,17.842,18.103,18.276,18.105,18.447,18.212,18.621,18.417,17.924,17.949
1138,B,False,10.765,10.883,10.979,11.27,11.235,11.434,10.933,10.889,10.807,10.434,10.321,10.461,10.378,10.291,10.363
1139,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.605,0.0,32.947,33.78,32.823,35.738,35.382,36.567
1140,B,False,22.294,21.971,22.634,22.646,23.476,24.03,25.643,20.627,19.74,18.94,18.17,16.513,18.362,14.897,15.15
1141,B,True,3.46,3.3884,3.9622,3.2676,3.1741,3.3105,3.7456,3.6533,3.2749,3.1956,3.1489,3.3054,3.8908,3.8985,3.3473
1142,B,False,43.829,6.2486,6.411,5.8913,46.14,63.192,62.087,11.719,9.1037,0.0,0.0,0.0,7.5854,7.5217,7.1381
1143,B,False,11.699,11.846,12.357,12.523,12.753,12.7,12.741,12.972,12.923,12.939,12.811,13.302,13.383,13.97,14.311
1144,B,True,3.3575,3.4897,3.4181,3.5175,3.5365,3.5538,3.5061,3.4861,3.4496,3.4303,3.3959,3.4256,3.437,3.4364,3.4133
1145,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,B,False,20.627,20.558,20.666,20.685,20.604,20.622,20.552,20.501,20.454,18.867,19.099,20.423,20.364,20.227,20.256
1151,B,True,0.0,4.5705,0.0,0.0,0.0,0.0,3.3759,2.91,3.2246,2.9811,2.8847,3.257,0.0,0.0,0.0
1152,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,B,True,21.64,21.534,22.164,22.122,21.494,22.142,22.384,22.631,22.108,23.336,23.978,23.774,23.574,22.979,22.99
1154,B,False,3.1917,3.236,3.1292,3.3648,3.35,3.4103,3.5036,3.5828,3.4146,3.0915,3.3344,3.2364,3.2133,3.2973,3.2927
1155,B,False,9.3789,19.592,19.091,18.976,20.525,22.629,20.845,13.537,11.988,9.8574,9.6102,6.4687,8.4906,7.8912,9.0571
1156,B,False,6.5419,0.0,6.5263,6.6959,6.6146,6.4979,6.5207,6.7394,0.0,6.8051,0.0,0.0,0.0,6.6877,0.0
1157,B,False,30.873,30.461,30.661,31.124,30.747,30.929,31.441,31.724,31.351,31.777,31.33,31.35,30.773,31.725,31.567
1158,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,B,False,17.074,17.271,17.146,17.185,16.747,16.894,16.646,16.381,16.443,15.827,15.727,15.529,15.704,15.753,16.275
1160,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,B,False,22.064,21.15,21.47,22.102,22.189,21.655,23.122,22.489,22.66,23.085,22.144,22.707,23.538,23.285,24.936
1163,B,True,17.484,16.951,17.388,17.313,17.78,17.692,18.11,18.109,18.277,18.445,18.68,19.117,18.84,19.22,20.107
1164,B,True,10.583,10.293,10.386,10.808,10.566,10.386,10.984,10.177,10.602,10.086,9.9892,9.9663,10.452,10.33,10.658
1165,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,B,False,7.7531,7.8405,7.7521,7.7521,7.8585,7.9134,7.9854,7.6949,7.8276,7.7562,8.1727,8.5005,8.5198,8.3306,8.1727
1169,B,False,12.66,12.489,12.602,12.263,12.385,12.106,12.136,12.493,12.102,12.052,11.722,11.827,12.126,11.885,12.134
1170,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,B,False,16.34,17.335,15.424,13.435,11.046,12.854,12.954,13.49,11.698,11.391,11.748,11.551,10.284,11.268,16.763
1172,B,False,31.533,32.751,33.209,33.034,32.894,33.853,33.388,33.429,32.725,32.925,31.851,31.63,30.97,30.793,30.317
1173,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,B,False,13.275,12.442,11.184,12.904,14.361,14.966,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993,15.586
1175,B,False,8.9023,8.5399,8.5399,7.968,0.0,34.876,32.83,35.137,38.438,39.57,37.802,44.72,40.491,39.571,36.415
1176,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,B,False,15.005,13.84,16.408,15.496,13.919,14.065,13.688,15.443,16.69,15.574,17.459,16.852,21.238,21.389,18.662
1178,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,B,False,20.493,19.999,20.167,20.294,20.072,20.258,20.331,21.744,21.536,21.322,21.314,21.967,21.763,22.282,22.202
1181,B,False,32.519,32.09,33.192,41.658,40.629,40.405,47.417,48.2,53.082,46.149,18.435,18.507,16.874,16.994,13.455
1182,B,True,9.8972,9.5649,9.7998,8.713,8.3076,9.5197,9.4338,8.8231,9.709,0.0,0.0,10.478,0.0,0.0,0.0
1183,B,False,1.7385,1.8065,0.0,0.0,0.0,0.0,0.0,0.0,1.9211,0.0,0.0,0.0,0.0,2.1994,0.0
1184,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,B,False,12.054,11.933,11.831,11.97,11.824,11.876,11.338,11.458,11.568,11.635,11.792,11.961,11.849,11.983,12.125
1186,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,B,False,28.114,29.558,29.701,29.079,28.648,28.666,29.529,29.287,30.849,30.272,30.123,30.158,30.773,30.907,29.743
1188,B,False,15.968,16.282,16.213,16.223,15.897,16.124,16.197,16.56,17.16,17.599,17.855,17.335,16.561,16.56,15.796
1189,B,False,12.774,12.667,12.85,12.847,12.718,12.682,12.767,13.007,13.096,13.094,13.121,13.226,13.366,13.226,13.497
1190,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,B,False,28.557,28.788,28.904,28.296,28.179,28.3,27.996,28.282,28.565,28.736,28.741,28.951,28.62,29.287,29.236
1192,B,True,22.289,18.09,26.743,8.5976,20.639,15.746,40.641,18.444,0.0,14.086,0.0,51.354,0.0,0.0,0.0
1193,B,False,42.38,39.134,38.304,37.554,39.301,40.017,45.048,49.348,49.976,43.178,42.512,39.401,41.889,38.86,40.378
1194,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,B,False,11.216,10.656,11.52,11.481,10.995,10.765,10.883,10.979,11.27,11.235,11.434,10.933,10.889,10.807,10.434
1196,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,B,False,15.02,16.014,15.381,12.494,11.519,10.725,12.335,13.324,14.754,0.0,0.0,0.0,0.0,0.0,0.0
1198,B,False,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393,13.638,13.296,13.04,12.764,10.857,14.958,14.281
1199,B,True,30.175,29.829,30.05,29.805,29.516,29.314,29.647,28.975,28.564,28.669,28.215,26.941,26.571,26.567,26.837
1200,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,B,False,19.145,19.295,19.382,19.209,18.879,18.583,18.762,18.906,18.813,18.988,19.023,19.575,19.458,19.366,19.054
1202,B,False,38.105,35.848,32.674,33.648,33.111,39.803,41.608,6.9673,6.257,6.8576,5.7779,6.2744,6.411,6.2152,43.829
1203,B,False,23.431,23.369,23.328,23.397,23.219,23.053,23.01,22.972,23.332,23.108,23.266,22.89,23.041,23.125,23.17
1204,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,B,False,21.997,4.9527,4.8493,5.1073,5.0015,5.0856,4.685,4.9411,4.9647,4.8639,4.7148,4.7334,5.1521,5.181,5.4911
1206,B,True,73.003,70.932,67.911,65.587,69.564,70.616,67.189,69.549,67.844,70.742,71.904,66.234,70.723,70.558,65.829
1207,B,False,22.064,22.363,22.04,22.335,23.192,21.754,22.327,22.423,22.047,0.0,0.0,0.0,0.0,0.0,0.0
1208,B,False,4.2888,0.0,4.5452,3.7927,3.4273,3.1635,2.9009,2.6956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,B,False,4.23,4.0838,4.0838,4.0796,4.0838,4.1184,4.0967,4.1594,4.0762,4.0243,3.9675,3.9971,4.0099,4.0361,4.0762
1210,B,False,17.693,17.773,18.18,17.915,18.334,17.633,18.239,18.964,19.275,19.647,19.442,19.073,19.493,18.993,18.987
1211,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,B,False,167.72,111.66,7.3768,0.0,6.4992,109.88,91.87,27.51,87.481,66.184,11.948,6.4825,2.5708,34.573,17.583
1213,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6393,0.0,0.0,0.0,0.0
1214,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.331,21.313
1215,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,B,False,21.758,21.964,22.47,22.207,22.594,22.089,21.962,22.256,21.778,21.683,22.873,23.234,22.888,23.501,23.175
1217,B,True,14.756,14.757,15.082,15.28,15.549,16.472,15.988,15.785,14.79,15.304,15.964,15.784,15.882,15.989,16.037
1218,B,True,15.119,15.282,15.417,15.246,15.516,15.334,15.251,15.448,15.397,15.54,15.457,15.586,15.719,15.644,15.737
1219,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,B,False,0.0,0.0,0.0,0.0,1.9622,1.9974,1.9533,0.0,2.1372,0.0,4.6272,4.1405,3.7531,3.5937,7.5005
1221,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,B,False,23.75,24.169,23.992,24.374,24.205,24.09,24.113,24.025,24.339,24.585,23.615,23.999,24.3,24.828,24.347
1224,B,False,19.854,20.084,20.132,24.092,24.209,22.768,23.394,23.773,25.215,23.765,24.034,24.686,25.618,25.671,23.623
1225,B,False,17.604,0.0,17.246,17.358,17.457,17.488,11.995,14.97,13.532,13.16,13.268,12.716,12.067,11.998,11.259
1226,B,False,9.4085,2.5341,4.6224,22.527,3.1696,28.513,4.6965,16.472,24.372,11.971,46.258,11.932,6.3141,2.666,5.6265
1227,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.505,8.2849,0.0,6.8319,5.5935,5.5827,5.6922,5.6922
1228,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,B,False,0.0,0.0,0.0,2.3663,2.2444,2.448,1.9945,2.4803,2.4688,2.4839,2.4664,2.3864,2.3739,1.8942,1.9698
1230,B,False,22.076,22.114,22.054,22.204,22.739,22.803,22.934,23.063,22.868,23.287,23.287,23.221,23.739,23.552,23.716
1231,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,B,False,26.578,26.432,26.167,27.005,26.699,26.646,27.038,28.135,27.497,28.6,28.74,28.236,29.259,29.57,29.214
1233,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,B,True,13.968,13.982,13.983,14.051,14.014,14.107,14.087,14.145,14.237,14.221,14.221,14.232,14.254,14.281,14.194
1238,B,False,0.0,0.0,0.0,0.0,0.0,0.0,17.84,17.468,17.153,17.467,17.604,0.0,17.246,17.358,17.457
1239,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,B,False,18.902,18.943,19.15,18.851,19.177,19.605,20.413,20.869,21.16,20.88,20.66,20.779,20.377,20.721,21.226
1241,B,False,16.356,16.305,16.29,16.305,16.039,16.34,16.105,16.234,16.131,16.408,16.506,16.526,16.867,16.89,16.633
1242,B,False,2.735,2.5321,2.9817,0.0,3.9211,3.5809,3.7941,3.7403,3.8869,4.3674,0.0,4.2815,4.5345,3.2758,3.6919
1243,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,B,False,14.736,14.692,14.738,15.09,14.766,14.809,14.232,14.199,14.286,14.515,14.568,14.33,15.085,14.948,14.76
1245,B,False,5.4081,5.6619,5.0586,4.677,4.7996,5.0767,4.8767,0.0,0.0,5.0679,4.8426,4.8784,4.8562,5.0586,5.0366
1246,B,False,3.1329,3.2246,3.4864,3.5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,B,False,4.8102,4.979,5.0038,4.6655,4.5512,0.0,0.0,0.0,0.0,0.0,4.2123,4.3138,4.6628,4.5147,5.0922
1248,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,B,True,14.881,14.91,14.403,14.087,14.182,14.093,13.733,13.976,13.858,13.967,14.296,13.532,13.561,13.65,13.732
1250,B,False,34.019,33.373,34.474,34.62,34.298,34.045,34.806,35.108,35.108,35.406,34.655,35.513,35.771,37.237,35.718
1251,B,False,16.354,16.006,16.286,16.026,16.619,15.873,16.341,16.339,16.544,16.723,16.673,16.596,16.642,16.664,17.341
1252,B,False,115.22,96.3,123.68,118.4,113.91,121.01,114.68,119.69,124.59,118.8,113.18,132.89,113.78,107.67,105.5
1253,B,False,0.0,0.0,0.0,0.0,0.0,0.0,5.5876,5.3375,0.0,0.0,0.0,9.1801,7.6628,0.0,0.0
1254,B,False,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121
1255,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917,1.7107,0.0,0.0,0.0,0.0,0.0
1256,B,True,29.105,29.238,29.39,29.099,28.841,28.622,29.165,29.496,29.052,29.97,29.758,30.252,30.019,30.173,30.451
1257,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,B,False,27.016,25.777,25.796,25.49,25.94,25.076,25.045,25.369,26.181,26.624,25.726,26.487,25.624,26.7,27.062
1259,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
