,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
1780,B,False,485.28,487.37,481.48,474.36,479.53,482.09,476.87,471.67,463.04,461.95,461.57,466.19,475.72,479.41,480.8
1781,B,False,207.12,207.15,208.15,209.15,209.15,209.12,210.12,210.12,210.12,210.12,210.12,211.12,211.09,211.09,211.09
1782,B,False,772.48,771.37,775.6,776.71,778.98,779.68,783.75,779.57,785.32,782.34,779.41,780.22,780.43,776.74,779.97
1783,B,False,12.083,12.083,12.083,12.53,12.53,11.662,11.662,0.0,0.0,0.0,12.083,12.53,0.0,0.0,0.0
1784,B,False,124.41,128.12,153.0,132.86,139.63,159.27,148.91,141.94,145.06,153.06,141.91,13.153,57.624,13.153,226.11
1785,B,False,87.289,86.975,91.626,93.016,87.026,94.494,94.431,94.111,95.857,97.97,101.13,102.44,100.88,105.33,110.82
1786,B,False,43.463,43.863,43.863,44.777,43.463,43.463,43.463,44.385,44.385,45.31,45.31,45.31,45.695,45.695,45.31
1787,B,False,244.3,248.88,244.2,249.28,249.46,239.69,239.96,239.63,238.03,248.08,247.78,247.84,248.47,247.71,237.94
1788,B,False,18.028,17.72,17.11,18.028,20.616,20.616,17.911,16.983,19.698,17.502,20.616,19.698,15.811,0.0,19.235
1789,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,10.44,9.4868
1790,B,False,142.07,141.85,142.2,141.76,141.53,141.03,140.91,141.31,141.08,141.33,141.69,140.57,138.28,138.43,139.72
1791,B,False,18.331,18.2,17.596,16.701,17.373,16.487,16.785,16.362,15.744,14.318,14.318,14.318,13.0,13.0,12.53
1792,B,False,144.21,142.09,142.55,142.81,144.0,146.33,146.0,147.09,145.01,143.58,143.2,147.37,142.38,142.46,143.07
1793,B,False,286.35,285.26,285.82,286.56,286.61,285.45,285.58,285.82,286.31,285.76,287.85,289.49,289.03,290.35,288.55
1794,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,B,False,98.245,98.91,99.869,104.59,99.536,99.032,100.37,96.924,97.338,102.77,103.49,97.249,102.55,102.59,102.14
1796,B,False,0.0,0.0,0.0,0.0,0.0,49.041,49.163,0.0,49.092,49.092,49.092,48.042,48.094,48.094,47.17
1797,B,False,127.36,191.66,58.089,249.66,169.7,225.54,265.71,249.51,178.01,193.0,150.53,238.7,158.0,201.83,162.62
1798,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,B,False,169.24,169.45,178.36,175.55,177.23,187.83,190.06,192.15,200.5,204.49,211.43,213.6,218.99,225.56,230.24
1801,B,False,108.89,108.75,109.14,111.44,65.694,110.31,114.57,115.16,109.95,108.68,66.23,63.141,113.95,81.845,0.0
1802,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,B,False,238.92,276.67,251.4,263.42,276.31,288.21,261.47,255.05,266.43,257.6,285.53,287.17,275.33,274.66,271.72
1806,B,False,208.77,204.83,205.47,206.01,209.5,209.91,208.51,211.28,211.46,215.25,216.17,216.78,217.84,217.64,216.28
1807,B,False,12.53,0.0,0.0,0.0,12.083,12.083,12.083,12.53,12.53,11.662,11.662,0.0,0.0,0.0,12.083
1808,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,N,False,6.4031,7.0711,7.2111,6.4031,0.0,0.0,6.7082,6.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,N,False,0.0,0.0,0.0,0.0,0.0,59.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,N,False,85.481,87.552,88.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,N,False,177.62,178.62,179.43,179.43,180.39,180.32,181.15,182.1,182.07,183.5,183.62,184.74,185.0,185.02,186.56
1821,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.023,89.022,90.022,90.022
1822,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,N,False,90.739,92.179,93.059,93.941,94.414,94.414,95.771,97.529,97.529,97.529,98.412,99.298,100.65,100.99,101.06
1826,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83,155.82,155.82,157.92,157.92,155.93,156.92,157.81
1829,N,False,99.598,100.53,101.63,101.92,101.92,101.92,102.88,102.62,102.88,102.88,103.85,103.85,103.85,103.85,105.77
1830,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.831
1832,N,False,451.09,445.17,442.96,442.8,438.76,442.13,438.59,440.05,438.56,439.1,440.66,433.34,429.03,433.53,425.65
1833,N,False,198.5,196.07,193.88,189.67,176.0,175.45,168.99,185.18,187.7,184.84,182.78,178.26,174.99,164.78,157.76
1834,N,False,14.036,14.036,14.036,63.535,14.142,14.142,14.142,14.142,13.342,13.342,14.318,13.342,12.369,13.342,13.342
1835,N,False,264.5,259.38,260.48,262.63,269.44,270.84,271.58,274.93,278.06,277.37,280.16,280.13,283.52,283.11,281.49
1836,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,N,False,475.07,477.91,478.77,479.38,476.5,473.31,467.04,460.26,454.44,470.07,469.31,463.49,460.32,456.09,450.04
1838,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,N,False,0.0,124.54,124.54,0.0,124.74,126.7,126.91,126.91,127.12,128.1,129.07,128.1,128.1,130.05,129.07
1840,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,N,False,410.82,411.31,410.64,411.5,411.39,410.42,410.3,440.68,435.13,409.56,409.16,409.16,409.25,409.35,409.49
1846,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,N,False,496.23,496.63,493.25,494.15,498.23,494.23,499.62,504.58,502.67,501.73,501.0,500.72,505.19,498.23,492.05
1848,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,N,False,120.11,117.21,116.83,121.19,119.3,111.04,110.24,110.7,109.92,112.58,115.88,116.59,114.88,117.9,113.19
1852,N,False,914.54,915.49,915.49,915.49,891.57,884.59,914.54,914.54,915.49,915.49,915.49,915.49,915.49,915.8,915.8
1853,N,False,914.54,915.49,915.49,915.49,891.57,884.59,914.54,914.54,915.49,915.49,915.49,915.49,915.49,915.8,915.8
1854,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,N,False,121.07,123.39,124.56,124.24,124.91,123.06,123.23,124.28,123.94,71.985,125.77,125.97,127.68,128.34,126.65
1858,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,N,False,172.78,172.64,172.78,172.68,172.86,172.88,171.45,170.3,170.16,170.72,171.64,171.49,171.09,170.86,171.47
1860,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,N,False,307.13,305.57,305.44,305.38,306.59,307.07,306.84,305.83,305.72,304.07,303.33,301.32,304.16,305.54,303.11
1862,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,N,False,38.242,42.289,48.504,49.163,49.266,377.06,397.55,396.88,350.82,381.34,398.03,398.62,398.05,399.44,399.95
1865,N,False,116.97,0.0,0.0,116.11,35.186,19.267,29.024,15.97,28.825,49.909,39.156,71.513,58.523,58.523,59.135
1866,N,False,153.29,162.02,162.66,147.39,144.4,141.82,142.8,146.47,143.97,141.76,139.01,145.02,143.35,146.26,148.01
1867,N,False,111.82,109.98,110.87,112.01,112.53,113.32,113.86,113.91,114.78,113.45,113.53,114.03,118.23,114.29,113.65
1868,N,False,121.59,124.33,123.41,122.52,122.41,123.43,123.42,123.21,122.45,122.65,123.41,123.42,123.96,125.5,124.68
1869,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,N,False,176.61,177.25,0.0,0.0,10.0,0.0,0.0,10.0,0.0,9.434,0.0,0.0,11.18,0.0,0.0
1871,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,N,False,171.49,169.71,172.51,175.93,169.99,170.16,170.73,164.95,160.46,157.15,154.66,158.49,175.48,175.75,165.77
1873,N,False,162.84,167.43,167.53,163.6,160.96,46.587,44.919,57.406,48.201,41.068,30.251,33.26,59.775,59.775,58.822
1874,N,False,94.847,94.43,94.43,94.43,95.033,95.802,96.395,95.755,96.213,96.099,95.484,94.021,94.541,94.541,94.541
1875,N,False,127.01,0.0,0.0,0.0,0.0,0.0,19.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,N,False,167.71,167.53,166.93,168.02,168.7,166.89,163.73,169.05,167.3,167.71,168.44,167.31,168.99,162.99,97.908
1877,N,False,0.0,0.0,262.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,N,False,664.38,663.21,662.6,662.42,656.42,655.14,652.15,651.3,652.17,652.1,647.28,644.35,642.57,642.69,643.54
1879,N,False,143.27,0.0,0.0,0.0,70.385,0.0,71.309,72.236,72.236,73.164,0.0,0.0,0.0,0.0,76.551
1880,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,N,False,167.83,170.43,168.02,167.84,168.17,159.47,156.46,154.59,167.13,137.91,95.292,152.19,180.26,177.89,158.31
1882,N,False,167.83,170.43,168.02,167.84,168.17,159.47,156.46,154.59,167.13,137.91,95.292,152.19,180.26,177.89,158.31
1883,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,N,False,22.204,22.091,22.204,21.213,21.213,21.213,0.0,0.0,0.0,0.0,0.0,23.195,23.195,24.187,23.345
1885,N,False,673.85,673.49,672.36,672.66,675.92,682.43,668.83,676.52,679.35,683.85,676.52,672.53,665.6,663.38,656.19
1886,N,False,100.77,100.29,101.75,103.46,103.45,105.7,105.0,104.88,14.56,14.142,14.142,109.23,109.79,13.153,110.68
1887,N,False,166.2,166.43,165.72,165.78,166.64,166.55,166.18,167.67,166.98,166.03,164.95,164.55,163.42,161.92,163.4
1888,N,False,66.189,66.648,67.535,67.082,67.535,67.535,67.082,67.082,67.082,66.189,0.0,66.189,66.189,67.082,67.082
1889,N,False,787.82,791.05,789.86,791.51,784.95,782.28,777.75,779.78,787.64,786.2,788.57,788.08,794.19,786.0,787.63
1890,N,False,1585.4,1577.1,1577.3,1564.8,1564.5,1570.8,1567.3,1568.2,1577.4,1585.7,1589.7,1591.8,1589.7,1602.9,1594.8
1891,N,False,113.64,113.55,114.49,0.0,115.43,0.0,0.0,113.84,113.84,0.0,115.74,114.79,115.43,116.39,0.0
1892,N,False,1586.5,1574.0,1565.3,1564.0,1577.4,1578.5,1578.7,1563.7,1566.8,1580.7,1574.2,1560.0,1561.8,1583.3,1595.5
1893,N,False,1586.5,1574.0,1565.3,1564.0,1577.4,1578.5,1578.7,1563.7,1566.8,1580.7,1574.2,1560.0,1561.8,1583.3,1595.5
1894,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,N,False,255.19,257.11,256.75,256.4,256.66,255.7,256.93,257.05,256.11,257.06,261.08,261.64,259.86,259.23,259.36
1898,N,False,81.025,81.025,79.204,81.841,83.487,11.402,80.678,79.007,81.826,81.846,81.201,81.493,83.356,85.55,86.182
1899,N,False,364.59,367.33,369.23,369.08,536.99,369.24,365.89,362.73,362.83,532.42,521.78,530.96,529.66,519.67,530.35
1900,N,False,244.14,252.43,180.16,248.54,233.06,225.13,221.24,161.15,164.71,167.25,172.32,238.34,175.19,173.68,172.12
1901,N,False,0.0,0.0,0.0,0.0,100.65,0.0,0.0,0.0,0.0,102.46,102.04,102.46,102.04,0.0,104.69
1902,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,N,False,131.4,131.6,131.53,133.02,130.44,131.78,135.37,135.37,132.99,132.6,134.61,134.36,134.13,134.7,135.28
1905,N,False,437.19,437.31,437.02,436.93,434.5,435.03,437.26,437.36,438.4,438.22,438.15,439.06,440.29,439.04,438.36
1906,N,False,71.309,73.911,76.026,73.707,75.012,75.064,75.373,76.502,76.62,76.638,78.721,79.202,78.294,78.721,79.624
1907,N,False,560.3,565.12,560.04,562.41,564.68,561.84,563.32,566.61,565.98,565.14,565.87,566.98,565.24,562.59,567.93
1908,N,False,117.87,118.36,119.04,118.28,117.13,118.37,119.02,118.86,119.67,119.37,119.29,120.25,120.18,120.62,119.51
1909,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,N,False,0.0,0.0,0.0,0.0,0.0,0.0,42.154,43.081,45.541,45.88,47.127,49.729,0.0,0.0,52.469
1911,N,False,191.55,188.09,194.26,194.26,193.37,192.9,195.62,193.77,193.86,193.36,193.66,194.9,195.14,195.37,196.7
1912,N,False,101.86,101.89,57.901,38.638,48.024,54.096,57.911,107.17,107.82,108.79,113.21,111.98,115.5,116.34,116.68
1913,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,N,False,202.42,145.04,290.4,293.19,293.98,292.92,293.43,293.09,292.52,91.053,84.45,105.1,108.36,97.241,86.365
1918,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,N,False,21.954,21.954,22.361,22.238,21.954,22.825,22.825,21.954,22.825,21.954,21.471,21.471,21.471,20.248,20.591
1920,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,N,False,109.79,113.3,113.3,109.07,113.3,113.65,114.95,114.02,107.59,114.02,114.02,114.77,114.39,113.46,113.46
1923,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,N,False,275.63,277.6,278.02,279.59,281.82,279.95,280.23,281.01,282.3,283.69,283.15,283.33,284.18,286.4,286.12
1926,N,False,262.39,262.39,262.39,263.39,263.39,262.39,263.39,263.39,262.5,263.49,263.49,263.39,263.39,263.64,263.39
1927,N,False,262.39,262.39,262.39,263.39,263.39,262.39,263.39,263.39,262.5,263.49,263.49,263.39,263.39,263.64,263.39
1928,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,N,False,16.04,7.0711,7.7253,9.1043,5.4856,5.7589,5.3745,5.7655,6.4031,0.0,8.3519,7.0412,6.3366,7.1217,7.5648
1930,N,False,19.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,N,False,31.661,34.033,31.718,31.549,31.131,28.504,19.416,20.396,20.224,50.329,37.113,34.569,37.951,34.442,21.378
1932,N,False,167.35,167.19,166.83,167.13,167.8,168.81,167.49,168.21,167.68,168.97,168.25,168.55,168.03,169.27,168.51
1933,N,False,121.14,304.16,302.39,301.29,302.37,304.38,308.06,305.97,310.01,312.76,313.18,311.25,304.95,304.33,304.41
1934,N,False,549.33,547.9,534.12,538.59,550.55,555.17,547.7,539.62,537.95,534.18,521.41,525.05,515.69,492.14,505.06
1935,N,False,121.14,304.16,302.39,301.29,302.37,304.38,308.06,305.97,310.01,312.76,313.18,311.25,304.95,304.33,304.41
1936,N,False,668.56,669.43,674.85,674.37,672.06,672.33,675.64,673.88,676.17,675.21,674.05,676.53,675.18,678.19,678.73
1937,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,N,False,27.439,26.592,27.102,27.307,27.309,27.456,27.014,26.875,26.928,24.588,24.482,25.107,25.219,25.153,24.035
1939,N,False,738.77,739.76,742.88,740.32,739.18,744.62,742.31,740.37,737.13,738.59,737.71,735.62,736.88,738.55,732.57
1940,N,False,271.62,272.04,274.68,278.91,284.49,281.27,282.41,284.36,274.9,275.95,298.63,278.59,277.34,278.38,265.69
1941,N,False,119.53,123.13,124.48,125.42,124.12,124.15,121.88,124.54,120.72,123.13,122.2,124.35,126.46,121.72,128.48
1942,N,False,1071.3,1073.1,1072.7,1072.1,1071.2,1077.1,1077.5,1076.0,1073.8,1072.5,1076.7,1078.6,1079.9,1075.6,1074.0
1943,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,N,False,0.0,0.0,0.0,0.0,0.0,0.0,16.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,N,False,775.97,776.87,779.25,780.89,784.51,788.29,784.82,783.72,782.98,780.71,779.28,776.48,781.53,782.88,785.54
1946,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,N,False,118.78,117.73,119.6,119.09,121.3,122.22,121.52,120.74,119.87,121.79,121.84,122.4,124.01,11.705,11.402
1949,N,False,0.0,0.0,101.02,102.04,0.0,104.08,105.12,0.0,0.0,111.11,111.16,0.0,0.0,0.0,0.0
1950,N,False,187.75,187.75,188.73,188.11,183.5,183.49,184.14,183.9,182.99,182.62,183.63,184.21,183.96,184.78,183.95
1951,N,False,0.0,6.4031,6.4031,7.0711,6.4031,6.4031,6.4031,6.7082,7.2111,8.0623,8.0623,7.2111,7.8102,8.6023,0.0
1952,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,N,False,180.99,181.84,181.92,181.07,181.41,181.6,181.24,182.01,182.24,181.3,180.36,181.65,179.65,181.44,181.65
1954,N,False,72.699,31.016,30.067,31.064,31.064,31.016,32.062,72.46,32.062,32.062,32.14,32.14,32.062,32.062,0.0
1955,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,N,False,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1231,0.0,0.0,0.0,0.0,0.0
1957,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,N,False,119.22,120.17,121.43,122.7,122.38,122.7,123.65,124.6,124.6,124.6,126.49,126.49,126.49,127.44,127.44
1962,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,N,False,17.001,18.788,0.0,16.643,0.0,0.0,0.0,0.0,15.264,0.0,0.0,0.0,0.0,0.0,0.0
1964,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,N,False,188.89,190.87,196.84,197.77,196.39,199.54,197.93,201.7,200.2,202.75,204.51,204.18,203.42,204.33,204.77
1966,N,False,335.8,334.62,335.81,334.12,334.68,335.33,335.28,332.38,329.07,329.22,328.82,328.28,330.01,330.51,330.71
1967,N,False,156.59,155.21,153.81,154.92,156.82,155.74,157.46,156.54,156.89,155.37,156.78,156.03,155.15,156.92,157.61
1968,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,N,False,133.1,19.926,19.623,18.481,18.525,19.28,19.067,18.716,19.049,19.254,18.555,24.95,136.45,136.13,135.66
1974,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,N,False,200.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.22,0.0
1976,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,N,False,0.0,163.98,164.34,0.0,0.0,0.0,0.0,162.69,163.62,0.0,0.0,0.0,0.0,0.0,0.0
1978,N,False,0.0,0.0,0.0,0.0,0.0,0.0,18.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,N,False,131.06,131.06,131.1,131.14,132.19,133.18,134.18,134.24,134.3,135.3,135.37,135.3,136.37,0.0,137.36
1980,N,False,75.558,77.929,78.019,78.646,78.924,79.67,80.931,82.593,82.698,83.97,85.2,85.848,85.137,86.069,85.479
1981,N,False,332.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,N,False,716.25,718.66,726.2,730.41,736.09,737.16,735.16,727.08,723.41,713.24,699.62,699.14,704.71,701.03,704.64
