,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15
1390,B,False,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169,85.384,84.366,86.329,86.157,88.171,85.518
1391,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,B,False,344.07,341.3,340.48,339.01,339.46,337.88,336.15,336.12,335.36,332.57,333.24,332.03,327.9,322.95,324.23
1393,B,False,141.9,140.78,141.46,139.61,145.72,148.78,143.33,143.35,146.77,140.16,140.02,140.84,139.01,141.3,142.94
1394,B,False,137.35,138.16,134.08,132.86,128.4,129.07,129.0,129.68,130.39,130.21,132.03,132.52,132.61,133.88,132.93
1395,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,B,False,98.44,97.117,98.867,97.218,98.719,98.444,98.41,99.866,99.479,98.25,99.436,99.303,100.57,100.43,99.827
1400,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,B,False,9.0554,10.44,10.427,11.705,12.083,12.083,13.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,B,False,48.247,49.666,49.072,49.229,49.428,51.375,54.148,50.394,54.148,55.145,55.145,55.172,52.512,50.166,50.383
1404,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,B,False,120.27,121.94,121.06,122.33,122.04,122.34,122.36,122.44,123.2,123.14,123.35,123.75,124.41,125.31,124.99
1408,B,False,637.66,656.68,660.13,651.79,645.87,643.77,640.36,636.79,651.04,644.09,636.69,630.44,627.41,629.7,621.53
1409,B,False,55.67,55.759,55.458,55.327,54.231,56.572,55.392,55.202,55.275,55.254,54.375,54.394,53.89,54.716,54.48
1410,B,False,210.28,210.28,210.46,212.43,212.43,213.23,213.23,213.41,213.41,214.33,214.39,215.73,215.79,216.08,215.32
1411,B,False,41.11,41.195,64.36,56.282,55.041,57.293,52.903,55.134,48.393,50.859,54.812,56.038,56.686,53.325,49.507
1412,B,True,76.769,76.498,76.573,76.52,59.969,63.656,77.666,77.666,59.306,77.243,78.768,78.601,78.429,78.089,78.269
1413,B,False,120.01,121.02,120.97,121.75,121.55,121.68,123.92,123.55,123.5,122.96,123.9,123.38,123.47,125.18,126.1
1414,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,B,False,139.11,139.78,140.1,139.71,140.9,144.21,142.09,142.55,142.81,144.0,146.33,146.0,147.09,145.01,143.58
1417,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,B,False,142.89,165.76,126.97,48.356,126.95,136.05,99.515,125.77,142.24,104.09,139.55,152.34,80.039,20.541,186.55
1419,B,True,25.495,25.495,25.495,25.495,24.759,24.759,60.784,56.713,25.456,0.0,25.456,0.0,0.0,0.0,0.0
1420,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,B,False,262.92,261.14,260.3,259.59,261.32,262.86,264.44,264.55,264.82,265.47,266.22,266.6,265.13,264.12,267.35
1422,B,False,88.028,89.25,87.698,87.566,89.166,89.97,91.333,91.876,92.158,94.328,93.612,96.71,97.367,98.625,94.395
1423,B,False,126.27,123.6,120.0,123.81,132.36,132.75,135.54,130.19,130.14,129.6,128.37,126.49,126.95,126.61,125.13
1424,B,False,377.96,376.88,312.05,377.97,378.51,378.64,0.0,375.11,0.0,374.81,377.47,369.97,375.77,377.25,376.16
1425,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,B,True,111.04,0.0,0.0,112.02,106.47,0.0,108.76,107.56,0.0,0.0,0.0,0.0,0.0,107.38,107.38
1427,B,False,121.95,125.72,126.14,127.05,127.05,127.48,113.86,114.13,128.38,114.44,111.35,110.27,111.94,107.99,109.4
1428,B,False,158.92,159.9,156.6,158.91,161.64,164.13,162.89,163.7,162.05,163.74,162.96,161.75,162.81,162.56,161.02
1429,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,B,False,86.29,98.267,98.559,96.062,81.7,99.273,93.766,78.648,79.795,94.807,88.265,121.56,118.6,119.06,119.7
1431,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,B,True,197.09,197.06,198.06,198.06,199.06,200.06,200.04,200.06,200.04,200.04,200.04,200.06,200.06,201.06,201.06
1434,B,False,20.616,20.616,20.881,20.881,20.616,20.616,20.616,20.616,20.616,20.616,21.587,21.587,20.881,21.587,20.616
1435,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,B,False,265.76,263.04,268.98,267.63,267.12,265.76,267.57,266.61,258.29,257.71,252.81,249.91,250.51,253.18,255.46
1437,B,False,88.441,87.385,87.966,88.955,89.764,89.499,90.523,90.577,90.891,91.504,91.455,91.629,92.27,92.933,92.825
1438,B,False,0.0,0.0,0.0,0.0,46.519,45.188,162.74,148.18,143.18,140.44,0.0,132.82,139.01,0.0,0.0
1439,B,False,120.77,119.83,74.571,119.71,119.01,88.378,60.61,43.233,16.971,15.556,133.09,72.624,55.244,69.07,16.971
1440,B,False,41.104,41.012,41.012,42.012,42.012,42.048,42.012,42.048,42.048,42.012,42.012,42.012,42.0,42.0,41.155
1441,B,False,0.0,0.0,18.248,18.028,18.111,18.0,18.111,18.248,18.111,18.111,17.029,17.0,17.0,17.029,15.876
1442,B,True,0.0,0.0,0.0,21.401,22.204,22.204,20.809,0.0,20.809,20.809,0.0,0.0,22.204,0.0,0.0
1443,B,False,214.12,216.21,224.62,219.67,193.74,193.74,192.84,194.16,195.07,194.16,194.65,193.74,194.65,195.15,196.06
1444,B,False,24.759,23.345,24.839,264.06,264.19,260.43,259.59,262.11,263.8,261.11,264.82,24.042,24.082,0.0,24.508
1445,B,False,28.16,28.862,27.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.016,30.083,0.0,0.0,0.0
1446,B,False,27.731,31.068,26.401,30.871,9.6773,11.446,35.234,29.62,36.014,39.035,17.847,15.777,0.0,0.0,0.0
1447,B,False,15.232,15.232,16.155,264.08,16.492,15.524,227.73,223.07,221.32,221.05,219.3,219.23,218.37,219.51,216.97
1448,B,True,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854,17.554,0.0,8.0623,7.0711,0.0
1449,B,False,105.35,108.98,109.96,104.89,102.13,100.57,100.42,100.11,105.2,106.81,107.51,106.23,112.51,107.61,107.52
1450,B,False,196.14,196.7,196.31,196.52,197.99,196.76,198.81,198.6,199.25,197.97,198.91,197.99,197.95,198.66,198.31
1451,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,B,False,13.407,12.373,15.911,13.086,14.191,15.922,13.303,16.184,14.522,12.894,13.939,14.16,48.265,86.446,47.892
1453,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,B,False,70.153,80.62,44.747,71.098,85.541,59.112,83.104,88.727,83.683,85.626,69.049,92.917,84.153,45.123,50.47
1455,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,B,False,187.75,189.19,189.66,189.5,190.06,190.28,189.21,189.21,187.21,187.69,189.06,188.05,187.81,188.12,189.42
1457,B,False,0.0,0.0,0.0,0.0,0.0,0.0,12.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,B,False,512.65,509.55,513.99,539.53,546.59,544.42,139.72,95.862,139.19,138.84,139.46,139.59,139.71,139.72,139.64
1459,B,False,459.04,458.51,457.34,456.85,458.19,459.17,458.27,459.24,459.16,458.38,458.9,458.03,458.3,463.41,469.38
1460,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.866,14.422,14.422,15.0,0.0,0.0,0.0,0.0
1461,B,False,156.47,139.8,159.62,159.18,160.59,160.59,162.78,162.52,164.01,163.75,164.71,165.68,166.64,166.64,167.61
1462,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0828,0.0
1463,B,False,312.61,307.25,311.12,318.44,315.04,316.54,316.01,338.34,329.89,325.35,324.82,320.88,322.12,314.36,310.26
1464,B,False,233.51,239.91,239.66,239.96,240.78,240.7,239.78,240.1,239.08,240.36,241.01,240.28,239.65,240.44,240.09
1465,B,False,85.198,85.207,83.596,83.298,78.979,79.91,76.988,79.964,82.944,82.258,82.928,82.311,83.891,84.567,84.668
1466,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,B,False,167.3,168.25,167.61,167.98,168.08,167.94,167.41,167.41,168.22,168.64,168.71,168.08,168.74,168.78,168.66
1468,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,B,False,298.72,295.5,297.27,295.47,294.37,296.26,298.82,298.97,295.86,296.04,300.97,305.9,306.49,306.32,304.72
1470,B,False,806.18,0.0,816.24,839.32,820.59,827.59,836.5,827.43,832.67,834.62,837.11,840.26,931.58,841.49,0.0
1471,B,False,247.74,244.47,248.51,249.83,252.08,256.59,260.08,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48
1472,B,False,636.5,648.43,639.12,620.48,623.37,627.31,637.66,656.68,660.13,651.79,645.87,643.77,640.36,636.79,651.04
1473,B,False,156.45,154.22,154.06,156.25,157.36,159.84,161.2,160.39,160.01,161.61,160.6,168.56,168.19,169.87,163.03
1474,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,B,False,114.72,114.49,116.31,115.64,120.85,119.23,114.88,114.4,114.6,115.12,114.51,114.61,113.27,120.09,119.74
1476,B,False,202.34,202.39,202.24,200.81,202.31,202.87,204.21,205.78,202.71,204.73,202.86,198.33,199.51,199.11,202.11
1477,B,False,211.7,211.5,209.04,211.87,212.08,206.14,209.38,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97
1478,B,False,10.296,0.0,11.18,10.296,10.296,10.296,10.254,8.9443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,B,False,0.0,0.0,8.9443,8.6023,8.6023,8.4853,7.8102,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,B,False,9.2195,8.0623,7.0711,8.2462,8.0623,8.0623,7.8751,8.7462,7.9226,10.198,9.0,9.0554,12.154,9.0554,13.193
1483,B,False,0.0,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048,41.11,41.11,41.11,41.195,64.36
1484,B,False,0.0,0.0,0.0,0.0,22.561,21.84,0.0,21.587,21.587,0.0,0.0,22.361,0.0,0.0,22.204
1485,B,False,246.86,243.11,251.2,249.97,252.53,249.6,250.47,249.24,247.45,244.6,244.33,240.83,242.19,247.27,241.03
1486,B,False,99.002,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169,85.384,84.366,86.329,86.157,88.171
1487,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.795,67.268,0.0,70.838,72.863,74.33
1488,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,B,False,191.37,191.17,192.12,192.32,192.3,202.44,193.86,194.24,196.0,195.41,191.09,189.26,182.02,182.34,182.63
1490,B,False,121.68,122.62,117.93,116.72,116.09,123.59,117.89,123.59,119.52,116.43,115.5,118.48,115.34,115.4,118.82
1491,B,False,19.162,24.61,18.746,15.791,10.871,11.883,14.142,14.142,14.213,13.454,13.454,12.806,13.601,11.096,13.601
1492,B,False,152.1,152.35,150.68,150.31,148.46,148.68,147.61,150.9,150.75,149.28,148.48,150.78,149.63,151.78,156.13
1493,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,B,False,175.82,174.66,0.0,7.0711,0.0,0.0,0.0,6.0828,6.0,178.77,178.91,179.8,179.81,0.0,181.8
1495,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,B,False,82.955,88.433,81.701,76.463,63.128,75.099,85.344,85.36,85.495,87.211,82.138,76.345,80.389,81.644,79.654
1497,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.99,250.52
1499,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.042,15.297,16.279,16.279,16.279,18.248,19.416,20.396
1500,B,False,74.602,75.969,77.029,75.658,78.647,77.938,79.128,78.751,78.722,79.859,84.463,83.267,84.834,83.895,78.295
1501,B,False,91.548,90.907,90.785,0.0,92.315,93.723,89.657,89.947,87.54,89.502,92.628,90.393,94.002,94.927,100.12
1502,B,False,26.0,26.0,40.395,27.019,55.036,55.036,55.036,27.0,27.0,55.036,45.686,45.686,0.0,22.378,21.097
1503,B,False,350.84,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73,387.91,391.79,397.37,407.54,408.9
1504,B,False,64.91,71.465,75.948,24.996,61.437,80.703,90.26,49.809,81.517,61.34,22.968,146.28,47.989,0.0,80.735
1505,B,False,75.06,75.107,75.107,76.105,76.026,76.059,78.058,79.057,79.057,80.056,80.056,81.056,81.056,82.055,82.055
1506,B,False,93.144,93.477,91.71,88.665,89.867,90.909,92.575,89.803,95.041,88.843,91.943,86.75,86.561,86.362,91.106
1507,B,False,11.18,10.198,11.18,11.18,11.18,11.045,0.0,11.045,0.0,12.166,0.0,0.0,0.0,0.0,0.0
1508,B,False,271.55,270.61,274.86,276.13,260.53,265.78,270.08,265.76,265.76,263.04,268.98,267.63,267.12,265.76,267.57
1509,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,B,False,0.0,0.0,0.0,0.0,0.0,0.0,14.866,0.0,0.0,0.0,16.155,0.0,14.866,15.232,14.866
1511,B,False,87.458,65.158,85.329,86.313,87.298,88.284,88.284,90.255,0.0,0.0,0.0,0.0,0.0,94.895,95.885
1512,B,True,93.145,93.862,93.862,92.892,92.892,84.133,79.405,84.945,66.121,66.121,0.0,0.0,0.0,0.0,0.0
1513,B,False,108.72,109.25,106.58,105.35,102.66,106.15,107.55,105.0,104.02,105.1,105.23,101.24,102.93,103.48,107.34
1514,B,False,36.069,36.069,36.069,35.307,35.52,35.422,34.86,34.443,34.234,34.365,34.553,34.284,30.91,115.4,115.48
1515,B,False,195.18,193.69,193.42,194.99,197.57,194.41,192.85,196.28,195.42,194.93,192.25,193.74,193.63,193.39,194.86
1516,B,False,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5,393.59,389.92,399.51,402.37,405.17
1517,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,B,False,474.96,484.21,476.74,481.61,482.72,494.59,485.39,494.92,496.83,501.54,508.31,509.35,510.31,514.02,516.99
1519,B,False,20.809,0.0,20.809,20.809,0.0,0.0,22.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,B,False,0.0,0.0,0.0,0.0,69.08,69.462,70.774,71.694,71.694,71.694,71.694,72.615,73.007,73.539,73.926
1521,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,B,True,162.23,162.22,162.69,163.27,163.27,163.27,162.92,163.27,162.58,161.57,161.11,162.69,162.93,162.93,162.93
1523,B,False,111.0,111.0,111.2,110.22,87.793,82.65,64.678,67.715,67.842,72.555,69.701,62.065,72.679,60.903,59.041
1524,B,False,159.18,160.59,160.59,162.78,162.52,164.01,163.75,164.71,165.68,166.64,166.64,167.61,167.61,168.58,170.51
1525,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.791,0.0,0.0,23.195,0.0
1527,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,B,False,171.4,171.4,172.2,172.2,172.8,172.8,172.8,172.8,172.8,172.8,173.6,173.6,172.8,174.2,174.2
1529,B,False,6.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,B,False,187.6,192.31,187.46,189.88,191.18,193.5,195.84,195.18,194.82,194.34,194.28,198.06,200.01,202.42,201.86
1532,B,False,128.08,129.73,128.61,126.21,125.97,131.42,113.48,107.42,117.34,135.46,118.02,117.02,0.0,148.66,148.66
1533,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,B,False,75.983,76.961,75.436,70.68,75.594,79.751,79.723,79.692,80.054,79.754,75.108,75.162,75.32,75.666,75.862
1536,B,False,107.31,107.65,108.21,110.41,110.49,111.36,111.5,112.37,113.26,114.1,114.62,115.89,117.15,118.13,119.34
1537,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,B,False,235.55,237.29,208.35,209.48,214.73,214.06,216.85,221.16,223.04,258.31,254.23,249.84,253.22,256.94,251.18
1539,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,B,False,50.636,50.636,50.636,51.624,51.624,50.636,50.636,50.636,50.636,50.636,49.649,49.649,0.0,0.0,13.719
1542,B,False,7.3588,8.2788,9.434,13.928,15.232,14.318,14.318,14.765,14.422,13.601,13.601,13.601,13.454,12.042,12.042
1543,B,False,0.0,0.0,80.883,81.394,81.394,82.765,83.744,84.528,85.703,86.885,87.864,88.843,88.843,89.822,90.028
1544,B,False,431.0,430.58,431.33,431.23,430.78,430.98,431.57,431.92,431.35,430.87,431.31,431.28,431.05,431.84,432.04
1545,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,B,False,32.985,32.034,32.016,32.016,32.757,32.757,31.048,31.048,32.016,31.048,31.048,31.321,31.321,31.321,31.321
1547,B,False,99.365,99.028,98.94,98.215,97.927,97.205,97.881,96.449,98.604,98.634,97.905,98.464,99.787,99.649,100.11
1548,B,False,466.6,23.324,23.324,24.187,24.187,0.0,476.66,478.71,430.27,478.65,477.76,477.76,477.76,473.85,476.77
1549,B,False,78.6,78.6,78.6,77.801,78.6,78.6,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,B,False,84.435,80.795,75.64,75.13,72.649,79.481,77.184,75.894,76.345,76.241,81.365,80.664,80.849,82.879,79.688
1551,B,False,81.32,81.32,81.32,80.61,82.024,82.024,82.024,82.024,82.024,0.0,82.735,82.735,82.024,81.345,82.037
1552,B,False,262.67,262.57,263.19,262.36,262.97,260.75,260.03,259.5,258.03,258.98,262.38,262.56,262.08,259.48,261.17
1553,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,B,False,244.28,245.26,245.83,246.35,246.86,247.78,247.53,248.19,249.44,250.27,250.16,250.77,250.67,250.45,250.48
1555,B,False,107.63,108.9,107.2,106.99,107.49,107.02,108.5,106.41,108.06,108.3,107.78,107.61,106.97,122.2,126.42
1556,B,False,138.69,138.82,139.54,136.73,134.81,134.08,131.21,132.38,132.76,130.65,130.44,130.06,80.577,129.39,130.19
1557,B,False,208.03,206.27,202.4,202.39,204.75,204.12,205.54,207.24,208.69,212.29,210.86,212.67,211.7,211.5,209.04
1558,B,True,47.096,47.17,47.17,48.166,48.166,48.166,50.95,50.645,43.098,41.631,42.979,42.229,50.16,50.16,45.45
1559,B,False,0.0,0.0,48.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,B,False,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73,387.91,391.79,397.37,407.54,408.9,408.3
1562,B,False,44.011,43.046,44.045,46.043,46.043,46.043,46.043,46.043,47.096,47.17,47.17,48.166,48.166,48.166,50.95
1563,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,B,False,462.73,464.13,463.37,463.57,463.28,464.31,463.68,463.56,464.07,465.58,465.81,463.94,464.7,464.98,465.83
1566,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,B,False,135.67,135.76,136.53,136.24,134.52,134.68,136.44,136.54,137.8,136.14,135.05,135.68,136.67,136.06,137.83
1569,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,B,False,78.648,79.795,94.807,88.265,121.56,118.6,119.06,119.7,119.92,119.82,31.623,9.7082,35.735,35.656,34.785
1571,B,False,24.021,0.0,0.0,0.0,0.0,0.0,23.022,0.0,0.0,24.083,0.0,0.0,0.0,0.0,0.0
1572,B,False,434.79,422.51,430.95,425.35,417.75,412.21,411.35,406.95,406.51,402.12,398.38,391.45,383.79,395.05,377.83
1573,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,B,False,191.08,191.06,191.66,191.04,192.09,191.88,191.88,191.88,192.63,190.91,191.88,191.66,191.88,190.68,190.34
1575,B,False,98.136,156.4,170.98,86.001,122.54,203.1,142.23,254.71,73.822,202.77,142.15,200.06,103.1,48.26,49.254
1576,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,B,False,62.084,67.2,67.702,71.898,57.41,62.766,59.26,50.569,54.896,49.51,45.823,33.164,31.37,35.424,34.088
1579,B,False,17.847,15.777,0.0,0.0,0.0,21.542,0.0,0.0,0.0,28.231,130.17,131.24,27.313,27.313,27.789
1580,B,False,366.81,380.93,362.45,379.26,385.91,401.27,387.16,392.98,423.77,450.08,424.5,427.97,432.64,430.93,446.47
1581,B,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,B,False,155.39,156.53,157.2,156.81,156.74,156.8,157.73,157.19,157.18,157.85,157.95,157.92,158.08,158.31,158.8
1583,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.589
1584,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,58.669,32.852,38.076,41.22,60.902
1585,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.926,27.313,0.0,0.0
1586,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,B,False,0.0,0.0,0.0,0.0,124.9,122.46,130.41,132.85,136.48,133.52,20.632,138.46,63.17,138.42,134.77
1588,B,False,128.61,126.21,125.97,131.42,113.48,107.42,117.34,135.46,118.02,117.02,0.0,148.66,148.66,35.06,117.04
1589,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,B,False,54.223,53.349,55.224,58.625,66.49,66.932,62.552,54.673,64.618,54.006,53.381,53.003,62.026,58.993,58.8
1591,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,B,False,209.04,211.87,212.08,206.14,209.38,212.72,211.42,217.84,218.07,218.19,215.56,215.64,216.97,215.92,217.89
1593,B,True,12.36,11.047,8.8784,7.1025,9.5866,8.826,9.2282,9.9506,9.9336,9.9352,9.6305,10.05,5.3055,8.232,8.5339
1594,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,B,False,0.0,0.0,0.0,25.08,0.0,27.514,26.571,25.298,25.456,24.035,23.087,25.456,26.173,26.87,26.173
