,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15
2089,N,False,5.404,6.8002,4.8094,4.3842,4.1416,4.6295,3.9617,4.4857,4.082,4.5428,4.428,3.8011,4.611,5.1151,5.9815
2090,N,False,5.4664,6.7971,5.3925,6.4573,5.4988,6.2528,6.4124,6.0841,6.1324,5.5228,6.0685,6.0509,6.0784,6.0761,6.6569
2091,N,False,30.633,30.677,30.818,31.711,31.148,31.975,32.387,32.515,32.09,31.788,32.176,32.383,32.218,32.327,32.51
2092,N,False,6.1692,5.1639,5.7956,5.1459,4.7115,3.9153,3.3067,4.3478,3.9891,3.9636,2.2198,5.1337,4.5096,4.2199,4.9073
2093,N,False,28.869,29.286,28.848,28.183,27.773,27.832,27.337,27.134,26.991,26.449,26.16,25.763,25.617,25.657,26.108
2094,N,False,24.182,24.367,24.351,24.059,23.401,22.806,22.846,22.32,22.692,23.054,23.52,24.184,25.06,24.736,25.043
2095,N,False,15.712,16.232,15.993,16.521,18.205,19.141,15.618,13.809,13.141,12.218,12.373,12.873,13.569,13.248,11.73
2096,N,False,6.2689,6.2611,6.0822,6.8931,6.6019,4.9168,4.7246,5.1788,5.0901,4.9273,4.7372,5.3327,5.6459,5.9781,5.984
2097,N,False,23.219,24.162,23.783,24.109,24.435,23.735,23.931,23.926,23.628,23.411,23.189,23.317,22.901,23.222,22.738
2098,N,False,43.974,43.685,43.908,43.749,43.888,43.874,44.056,43.765,43.96,43.664,43.786,43.907,44.168,44.519,44.702
2099,N,False,37.314,37.702,37.045,38.371,38.466,39.118,38.059,38.058,35.101,36.112,37.174,37.262,38.487,39.354,39.128
