,FLARE_TYPE,COINCIDENCE,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100
1874,N,False,46.655,46.611,46.827,47.291,47.317,47.192,47.385,47.531,47.582,47.997,47.922,48.286,47.657,47.694,47.798,47.858,47.766,48.154,48.066,47.995,48.204,48.219,48.223,48.041,47.582,48.019,48.212,47.914,48.077,48.238,48.471,48.727,48.571,48.633,49.239,49.065,49.355,49.531,49.268,48.909,49.038,49.376,48.98,49.245,49.112,49.069,49.013,48.829,49.036,49.133,49.106,49.171,48.925,48.624,48.731,49.013,49.286,49.024,49.128,49.197,48.97,49.194,49.348,49.606,49.278,49.192,49.45,49.437,49.788,50.01,49.94,50.317,50.603,50.135,50.086,50.585,50.245,50.042,49.868,50.285
1875,N,False,35.173,36.154,37.731,36.566,35.699,35.605,35.416,35.157,34.867,35.592,35.338,35.487,34.405,34.76,34.16,34.15,34.384,34.726,34.898,34.584,33.247,34.486,34.288,34.925,33.875,34.026,33.558,34.331,35.139,33.657,34.612,35.38,34.717,34.87,35.423,35.417,35.591,36.22,35.096,34.782,35.467,34.129,33.838,33.896,33.677,33.806,34.716,36.491,36.332,34.573,36.186,37.707,36.247,38.141,37.601,37.474,42.485,38.099,39.539,41.002,40.1,40.435,40.089,41.747,41.339,40.545,38.12,37.614,41.069,41.848,44.301,42.792,42.168,38.941,38.714,39.096,37.977,37.061,37.267,42.287
1876,N,False,47.304,47.4,47.388,47.6,47.879,48.128,48.157,48.066,47.595,47.883,47.945,48.072,48.114,48.346,48.04,48.189,47.91,47.667,47.786,47.775,47.537,47.091,47.261,47.368,47.077,47.323,47.134,47.252,47.056,47.434,47.054,47.26,47.743,47.757,47.565,47.894,47.648,47.781,47.684,48.021,48.004,48.102,48.126,47.849,47.992,48.136,47.902,47.698,47.242,47.189,47.217,46.916,46.797,46.952,47.423,47.086,47.307,47.606,47.888,48.072,48.022,48.02,48.158,48.305,48.491,48.8,48.912,49.088,48.933,48.64,48.57,48.662,48.331,48.22,48.309,48.331,48.44,48.076,48.247,48.107
1877,N,False,30.764,30.351,30.36,30.248,30.992,30.977,30.235,30.547,30.731,30.878,30.188,31.094,30.239,30.619,30.594,30.091,31.029,30.707,30.907,30.155,29.395,29.937,29.376,28.78,28.72,29.435,29.317,29.037,28.65,28.323,29.017,28.194,28.444,28.445,28.708,27.905,28.854,27.59,29.014,28.056,27.955,28.633,29.0,28.827,28.547,28.118,27.838,27.772,26.818,26.929,26.917,27.391,27.556,27.571,27.419,29.323,29.046,29.487,28.407,29.032,29.443,29.509,28.732,29.26,28.642,28.838,29.842,29.634,29.021,28.659,27.807,28.792,29.069,28.871,28.517,28.461,28.433,28.426,29.095,29.005
1878,N,False,44.578,44.751,45.321,46.082,45.986,46.613,47.848,47.461,47.044,47.305,47.46,46.505,46.525,46.862,47.039,46.867,46.411,46.364,46.527,46.672,46.835,46.772,46.596,47.406,47.237,46.929,46.476,46.158,45.964,46.011,46.082,45.783,45.783,45.609,45.099,45.533,45.324,45.827,45.655,45.259,44.825,44.576,44.804,44.188,43.861,43.58,43.847,44.298,43.719,41.858,41.099,40.627,40.005,39.991,40.094,39.874,39.829,39.406,40.512,41.108,40.925,41.265,41.374,41.896,41.453,42.385,42.946,42.12,42.188,42.261,41.772,42.183,41.975,41.987,41.058,40.377,40.515,40.382,40.465,40.058
1879,N,False,38.361,35.684,37.142,39.586,36.814,35.124,34.487,36.628,35.999,34.722,34.299,34.685,35.341,35.262,34.201,33.554,35.333,35.298,35.717,34.256,33.229,32.971,33.724,32.864,33.487,33.023,35.714,32.678,32.503,35.618,37.246,34.034,39.697,35.607,38.489,37.275,36.318,34.727,36.886,40.643,36.362,41.685,44.023,40.334,37.12,39.405,41.045,43.281,40.289,41.023,41.753,35.012,38.276,37.174,38.433,39.824,41.456,43.664,43.623,45.622,41.482,39.772,38.385,40.061,42.021,41.091,42.946,45.364,42.968,43.724,42.976,44.037,44.327,42.708,43.278,45.427,49.826,50.594,53.726,53.55
1880,N,False,46.671,46.13,46.418,46.299,46.456,46.386,46.476,46.463,46.379,46.329,46.599,46.767,47.081,46.964,47.064,47.646,47.702,47.861,47.648,47.656,47.948,47.9,48.017,47.878,47.94,48.513,48.817,48.868,48.71,48.525,48.718,48.755,48.094,48.357,48.824,48.376,48.198,47.558,47.918,48.095,48.612,48.224,48.778,49.536,48.992,48.898,49.16,49.645,49.46,49.243,49.493,49.53,49.612,50.091,50.334,50.548,50.762,51.339,50.574,50.94,50.992,50.882,51.065,51.31,51.158,51.074,51.408,50.952,50.91,51.247,51.584,51.057,50.968,51.192,51.247,50.665,51.035,50.778,50.789,50.772
1881,N,False,53.158,53.216,53.247,53.31,53.255,53.303,53.095,53.236,53.122,52.715,53.075,53.061,53.165,53.294,53.366,53.619,53.418,53.674,53.654,53.622,53.732,53.757,53.776,53.828,53.674,53.564,53.3,53.507,53.354,53.09,53.208,53.156,53.038,53.212,53.136,53.064,52.956,52.817,53.016,53.033,52.874,52.841,52.841,52.989,53.134,53.208,53.135,53.347,53.138,53.263,53.423,53.525,53.786,53.49,53.525,53.647,53.683,53.748,53.653,53.589,53.52,53.271,53.34,53.523,53.189,53.168,53.031,52.97,52.592,52.774,52.785,52.844,52.847,52.733,52.688,52.671,52.401,52.65,52.686,52.702
1882,N,False,28.858,29.043,29.302,28.756,29.076,28.573,29.021,29.185,29.249,28.417,27.798,28.37,29.217,29.28,29.738,30.226,29.661,29.808,29.818,29.232,28.821,29.067,28.257,27.815,27.793,28.16,27.807,28.488,28.68,28.027,28.941,28.669,29.154,29.25,28.79,28.925,29.14,28.199,28.94,29.274,28.838,28.747,28.817,28.658,28.711,28.661,29.808,29.999,29.963,29.143,29.196,29.107,29.585,29.823,28.479,28.731,29.448,29.673,28.984,29.298,29.243,30.016,29.624,29.056,28.903,29.111,29.85,27.571,29.344,28.67,29.185,29.316,29.271,28.949,28.404,28.915,28.406,28.37,27.385,27.757
1883,N,False,37.435,38.072,38.297,39.189,39.26,39.226,38.972,38.708,38.666,38.758,38.769,38.283,38.421,38.5,38.538,38.542,38.56,38.76,38.982,39.247,38.908,38.771,38.984,39.047,38.773,38.619,39.051,39.208,39.485,39.589,39.428,39.338,39.421,39.201,39.446,39.114,39.742,39.325,39.298,39.222,39.834,39.84,39.77,39.733,39.881,39.541,39.4,39.539,39.542,39.51,39.472,39.862,39.733,40.375,40.042,39.559,38.56,38.578,38.178,37.842,37.779,38.399,38.623,39.565,39.907,40.776,41.153,41.259,41.533,41.574,41.626,41.952,41.161,40.887,41.157,40.752,40.696,40.675,40.309,39.871
1884,N,False,34.198,34.913,36.012,35.474,36.179,33.834,38.04,38.015,38.655,38.551,38.363,40.355,41.554,39.272,41.269,40.492,41.004,40.622,39.735,40.962,39.956,41.112,41.326,41.173,40.564,42.823,43.955,43.854,45.428,44.922,45.103,44.48,43.637,43.216,44.188,43.61,43.518,43.632,44.661,44.707,45.144,44.928,46.834,45.769,45.35,46.237,45.562,45.315,44.226,45.218,44.58,43.358,43.582,43.073,40.791,40.813,40.545,40.525,39.769,39.864,38.586,38.173,38.342,38.092,39.042,40.111,39.677,40.419,40.434,40.14,40.834,41.932,42.502,43.228,41.893,41.88,42.294,43.249,43.981,43.145
1885,N,False,26.728,26.732,27.099,26.83,26.735,27.205,26.827,26.511,26.303,26.408,25.942,25.664,25.822,25.669,26.254,25.936,26.307,26.488,26.224,26.377,26.132,26.384,26.413,25.092,25.251,25.294,25.692,25.807,25.989,25.813,25.781,25.558,25.563,26.367,25.974,26.861,25.951,26.026,26.292,26.285,26.213,26.043,25.416,25.515,25.738,24.972,25.515,25.475,25.762,25.646,25.793,25.572,25.559,25.017,25.268,24.46,24.839,25.06,25.068,24.547,24.623,23.918,24.21,24.206,24.213,24.285,24.439,23.942,24.536,24.372,24.072,24.412,24.583,24.518,24.763,24.001,23.921,24.401,24.579,24.349
1886,N,False,31.101,30.39,29.381,30.994,30.817,31.601,33.014,33.553,32.747,31.997,32.131,31.011,31.373,31.31,32.485,32.081,32.125,32.17,32.135,32.38,32.449,31.653,31.56,31.393,31.666,31.325,29.95,29.802,30.293,29.649,28.864,29.811,29.17,31.011,30.541,31.267,30.821,31.005,31.764,31.58,30.939,31.453,31.306,31.322,30.697,31.576,31.647,31.416,32.258,30.324,31.253,30.429,32.314,38.887,42.115,41.431,43.245,37.772,35.268,34.243,32.339,30.211,31.525,30.638,32.424,33.62,33.623,35.156,37.219,33.011,34.417,35.708,37.603,37.737,33.77,35.653,33.432,33.442,32.038,30.936
1887,N,False,33.716,33.861,33.76,33.189,32.171,32.472,34.264,32.651,34.039,34.063,34.576,33.93,33.976,32.822,31.892,32.234,31.663,31.561,32.143,32.244,32.878,32.301,32.852,33.448,32.011,33.221,32.678,32.77,32.668,31.599,30.797,31.987,32.362,31.389,31.718,32.461,31.885,33.679,34.135,32.186,32.306,32.776,33.403,33.684,33.454,32.506,32.996,33.444,33.225,32.931,34.282,34.645,34.043,33.762,33.381,33.015,32.64,32.489,32.776,32.326,33.354,31.876,32.96,33.184,32.468,32.26,32.721,32.308,32.127,33.658,32.645,31.503,30.072,30.585,30.185,30.792,30.35,31.482,32.587,31.678
1888,N,False,29.644,31.713,30.181,30.176,29.67,28.338,34.107,36.427,34.76,47.699,55.805,57.202,55.212,52.323,53.122,53.802,48.689,55.85,45.692,44.594,48.176,47.234,48.276,48.365,46.78,40.934,44.343,44.284,46.827,49.725,41.056,45.631,45.548,44.278,41.671,41.809,42.587,45.668,45.303,47.088,50.301,49.7,48.244,49.022,43.397,49.614,48.66,49.556,48.862,47.632,46.466,44.809,43.396,42.233,43.166,44.09,39.687,38.345,39.517,38.859,38.187,41.651,37.151,37.575,37.089,39.368,37.357,36.195,37.913,37.213,40.661,40.297,43.157,44.706,46.826,47.957,45.086,44.948,44.356,47.284
1889,N,False,47.286,47.945,47.379,47.832,48.811,47.975,49.939,49.04,48.257,48.72,49.472,49.062,50.422,50.564,50.239,49.731,51.349,51.844,52.028,50.308,50.716,49.141,49.988,50.558,50.207,49.826,49.411,49.62,48.567,49.116,49.348,47.761,47.852,47.869,47.945,47.779,46.347,47.603,47.465,47.594,47.336,46.049,47.013,47.711,47.859,47.923,48.627,49.075,48.617,47.713,48.839,46.865,47.118,46.456,47.059,48.908,47.863,47.567,47.493,47.111,44.976,44.293,45.583,44.89,44.029,43.305,43.598,42.45,42.519,43.1,43.482,42.755,43.293,44.394,44.357,43.795,44.167,42.797,44.196,43.347
1890,N,False,67.596,67.519,67.752,67.338,67.127,66.812,67.173,67.204,67.277,67.311,67.428,67.621,67.664,67.563,67.46,67.822,67.964,67.496,67.455,67.782,67.459,67.46,67.519,67.309,66.977,67.048,66.908,66.561,66.611,66.551,66.592,67.086,66.92,66.736,66.732,66.645,66.953,66.715,66.873,66.699,67.067,67.38,67.928,67.804,67.957,68.006,67.75,67.511,67.428,67.371,67.167,67.365,66.985,67.244,67.203,67.257,67.093,67.246,67.305,67.419,67.648,67.548,67.428,67.397,67.292,67.631,67.457,67.412,67.454,67.063,66.857,66.891,66.781,66.651,66.709,66.669,67.299,67.007,66.716,66.825
1891,N,False,41.786,39.566,42.706,48.332,45.892,50.54,48.365,50.322,52.637,52.229,51.502,51.946,55.24,54.89,54.93,54.077,51.752,55.048,54.958,52.261,51.394,53.757,52.551,53.357,50.561,47.507,47.735,47.235,47.549,48.06,45.796,43.516,41.033,40.049,38.179,38.709,38.711,39.108,39.92,40.052,38.527,40.036,38.647,38.798,37.141,38.208,36.243,36.682,35.7,35.841,33.969,34.437,33.951,32.743,33.418,33.633,34.334,33.723,32.77,34.033,31.519,32.343,31.754,32.351,32.615,32.68,33.498,33.768,33.4,33.548,34.441,32.241,34.327,33.727,32.505,33.551,32.75,33.745,32.899,31.439
1892,N,False,46.992,42.366,46.366,43.859,42.363,39.737,41.276,38.613,39.204,37.601,40.094,37.426,40.147,38.944,34.631,36.575,36.586,36.011,34.656,34.777,34.674,32.234,32.354,32.831,34.24,34.134,35.497,34.128,34.432,37.225,36.919,37.877,36.028,38.021,38.694,36.447,37.997,35.884,34.57,36.0,34.697,42.478,43.5,38.187,39.018,37.387,37.556,35.073,35.305,36.057,37.224,38.351,35.494,34.304,32.898,33.851,32.813,30.844,32.404,32.324,31.456,33.593,34.08,32.648,36.264,42.823,42.187,42.75,40.789,41.993,42.29,43.045,42.373,39.231,38.306,34.88,33.062,34.815,35.853,34.993
1893,N,False,29.541,29.266,29.698,29.557,29.764,30.171,29.512,29.772,29.678,29.949,29.794,29.387,29.384,30.161,30.037,30.401,30.529,30.47,30.052,30.648,30.468,30.099,30.235,30.118,29.944,30.336,30.041,30.166,30.167,30.034,30.158,30.326,30.459,30.319,30.384,30.136,29.699,29.7,30.058,30.036,29.796,29.837,30.309,30.054,29.618,29.116,29.646,29.863,30.147,30.106,30.019,29.949,30.116,29.952,29.754,30.425,30.316,30.588,30.543,30.617,30.777,30.694,30.398,30.674,30.196,29.997,30.183,30.226,28.882,29.69,29.196,28.925,29.411,28.789,29.16,29.279,28.708,28.897,28.615,28.646
1894,N,False,33.073,35.719,34.78,33.892,33.032,33.693,33.421,31.742,31.858,33.148,34.118,33.269,32.583,33.503,34.646,32.104,32.282,33.516,33.288,32.777,32.793,32.316,31.88,33.375,32.415,31.43,33.126,32.014,32.085,33.025,31.829,31.707,31.081,32.144,33.156,34.501,35.098,34.975,35.803,36.38,35.07,36.888,36.125,38.114,37.494,34.924,36.266,36.183,34.066,37.199,35.999,37.217,37.259,36.4,35.754,36.109,36.355,36.215,37.872,38.12,36.787,35.386,36.702,35.404,36.157,34.946,35.553,35.059,34.392,35.211,35.461,33.67,35.186,35.201,34.441,36.373,37.641,37.73,37.64,37.278
1895,N,False,38.192,38.01,39.561,38.332,38.389,39.04,38.208,38.294,37.646,37.073,36.801,36.784,37.653,37.281,37.285,37.121,36.915,37.253,36.985,36.557,36.762,36.991,36.731,37.423,38.235,36.559,37.3,37.98,38.717,37.639,37.812,38.107,39.434,39.266,39.088,38.901,39.565,39.392,39.264,40.553,39.671,38.975,39.025,39.056,39.081,39.942,40.561,41.68,40.703,41.13,41.378,41.605,42.801,42.733,42.287,41.854,41.194,41.496,41.2,40.718,41.718,40.918,40.928,40.525,40.46,40.332,39.948,39.741,41.095,40.609,42.046,40.462,41.115,40.975,39.224,39.844,40.027,40.588,40.671,40.518
1896,N,False,52.736,52.326,52.298,52.572,52.494,51.895,51.756,51.55,51.822,52.626,53.006,53.644,53.753,54.118,54.333,54.532,54.514,54.688,55.005,54.933,54.596,54.146,53.668,53.34,53.211,52.976,52.785,52.818,52.93,53.243,53.709,54.033,54.515,54.904,55.197,54.886,54.9,55.189,55.02,55.111,55.207,55.003,55.018,55.206,55.128,55.127,54.767,54.571,54.632,54.845,54.494,54.976,54.875,54.947,55.094,54.978,55.118,55.152,55.354,55.449,55.435,55.56,55.74,55.751,55.727,55.908,56.025,56.219,56.455,56.693,56.864,56.768,56.693,56.432,56.585,56.567,56.312,55.95,55.435,55.114
1897,N,False,52.736,52.326,52.298,52.572,52.494,51.895,51.756,51.55,51.822,52.626,53.006,53.644,53.753,54.118,54.333,54.532,54.514,54.688,55.005,54.933,54.596,54.146,53.668,53.34,53.211,52.976,52.785,52.818,52.93,53.243,53.709,54.033,54.515,54.904,55.197,54.886,54.9,55.189,55.02,55.111,55.207,55.003,55.018,55.206,55.128,55.127,54.767,54.571,54.632,54.845,54.494,54.976,54.875,54.947,55.094,54.978,55.118,55.152,55.354,55.449,55.435,55.56,55.74,55.751,55.727,55.908,56.025,56.219,56.455,56.693,56.864,56.768,56.693,56.432,56.585,56.567,56.312,55.95,55.435,55.114
1898,N,False,52.736,52.326,52.298,52.572,52.494,51.895,51.756,51.55,51.822,52.626,53.006,53.644,53.753,54.118,54.333,54.532,54.514,54.688,55.005,54.933,54.596,54.146,53.668,53.34,53.211,52.976,52.785,52.818,52.93,53.243,53.709,54.033,54.515,54.904,55.197,54.886,54.9,55.189,55.02,55.111,55.207,55.003,55.018,55.206,55.128,55.127,54.767,54.571,54.632,54.845,54.494,54.976,54.875,54.947,55.094,54.978,55.118,55.152,55.354,55.449,55.435,55.56,55.74,55.751,55.727,55.908,56.025,56.219,56.455,56.693,56.864,56.768,56.693,56.432,56.585,56.567,56.312,55.95,55.435,55.114
1899,N,False,53.965,53.863,53.957,53.448,53.905,53.641,53.777,53.262,52.39,52.052,51.409,52.008,52.105,52.904,53.301,53.75,53.865,54.328,54.235,54.843,55.103,54.748,54.733,54.123,53.648,54.114,53.866,54.211,53.913,53.9,53.355,53.337,52.817,50.542,51.412,52.442,52.567,52.022,51.668,49.53,49.17,49.448,49.373,50.625,49.367,49.503,49.3,48.803,48.082,49.185,47.995,48.245,48.279,48.044,47.911,47.912,47.487,47.304,46.693,47.293,46.932,46.902,46.531,46.481,45.87,45.746,47.036,47.118,46.867,47.337,47.082,47.396,46.554,46.734,46.728,46.402,47.248,46.594,46.512,45.96
1900,N,False,41.337,41.401,41.328,41.794,41.826,41.854,41.457,41.816,42.394,42.544,41.7,41.849,42.27,41.878,42.084,41.67,42.154,41.687,41.53,41.114,40.926,40.9,40.672,39.837,39.802,39.86,39.872,40.304,40.547,40.57,41.085,41.187,40.923,41.154,41.423,40.888,40.717,40.686,40.816,41.144,41.197,40.999,40.896,40.717,40.751,40.729,40.403,40.232,40.066,40.225,40.474,40.176,40.545,40.502,40.726,40.476,40.155,39.943,40.503,40.464,40.693,40.234,41.078,40.328,40.798,41.023,40.834,40.959,40.599,40.246,40.067,40.022,40.52,41.034,40.832,40.379,40.943,39.897,40.075,40.291
1901,N,False,63.738,64.243,64.407,64.938,64.624,64.551,65.42,64.908,65.161,64.854,64.782,65.002,64.968,65.158,65.054,65.157,65.169,65.007,65.02,64.938,65.369,65.351,64.824,65.229,65.467,65.4,65.354,65.396,65.135,65.343,65.479,65.214,65.057,65.434,65.707,65.645,66.038,66.068,66.172,65.769,65.923,66.371,66.153,66.188,66.34,66.394,66.584,66.15,66.012,65.692,65.804,65.981,65.945,65.995,66.632,66.601,66.742,67.037,66.853,66.763,66.803,66.867,67.134,67.106,66.993,66.939,66.657,66.697,66.138,66.144,65.698,65.444,65.215,64.794,64.739,64.862,64.433,64.161,64.47,65.078
1902,N,False,37.947,37.713,37.481,37.157,37.045,36.772,36.711,37.643,37.231,38.529,37.014,38.814,38.676,38.507,37.927,37.444,37.243,37.067,38.006,38.408,38.129,37.212,35.998,36.545,36.595,36.573,36.518,36.712,36.971,36.58,36.826,37.32,37.086,36.512,36.462,36.61,35.746,35.59,37.261,37.803,37.232,36.964,36.357,35.653,35.674,36.337,37.258,36.931,37.252,36.749,37.854,38.305,38.279,39.347,38.282,38.987,38.717,38.275,37.491,37.76,37.844,37.935,38.101,37.619,37.973,39.168,39.515,38.966,37.737,37.834,38.18,38.449,37.896,37.612,39.444,38.452,38.078,38.161,39.524,38.59
1903,N,False,32.668,34.15,32.799,32.12,33.367,33.506,33.179,33.458,33.09,33.379,33.024,32.678,32.413,31.804,32.621,32.12,32.965,33.028,32.394,33.386,33.429,34.667,33.633,34.204,33.866,34.121,32.932,33.977,33.703,32.849,32.816,32.453,32.199,32.11,33.09,33.051,32.892,33.447,33.27,33.167,34.463,33.454,33.722,32.941,33.365,32.731,32.839,32.79,32.856,32.687,32.695,32.437,33.86,34.247,33.716,32.855,32.853,32.766,33.283,33.626,32.416,32.587,33.403,33.568,32.366,32.901,33.74,33.057,33.038,33.377,32.779,32.682,32.174,32.457,32.076,32.371,32.559,31.632,32.315,32.45
1904,N,False,48.73,48.654,47.734,49.737,49.87,47.678,47.657,47.465,47.375,48.136,47.173,47.945,48.09,48.134,48.089,46.375,45.861,45.113,44.919,44.645,44.73,45.335,44.563,43.398,43.735,44.832,45.84,45.711,44.428,45.157,44.78,43.827,44.181,43.75,44.375,45.15,45.592,43.872,42.311,44.715,44.471,45.2,45.561,43.568,43.433,41.697,42.105,41.406,41.098,42.54,41.332,42.382,42.602,41.665,41.147,42.014,42.419,40.973,40.426,40.186,39.399,39.899,40.052,39.927,39.515,40.095,40.336,40.361,39.393,38.466,39.95,38.617,38.396,38.643,38.24,38.09,38.323,38.345,37.938,38.625
1905,N,False,25.498,25.355,25.538,25.674,25.442,25.51,25.522,25.604,25.326,25.357,25.623,25.635,25.666,25.572,25.562,25.762,25.635,25.596,25.559,25.311,25.181,25.321,25.583,25.689,25.683,25.953,26.089,26.533,26.498,26.152,26.16,26.639,26.747,27.031,27.088,27.075,27.186,27.058,27.127,26.839,26.861,26.502,26.787,26.948,27.296,27.584,27.366,27.311,27.407,27.29,27.243,27.547,27.786,27.605,27.861,27.819,28.26,27.819,28.376,28.069,28.24,27.922,28.338,27.963,27.644,27.615,27.876,27.641,27.679,28.516,27.851,27.68,27.768,27.862,28.151,28.863,29.059,28.579,28.447,28.602
1906,N,False,30.246,29.956,29.734,30.211,30.104,29.997,29.631,29.313,29.509,29.888,29.549,29.61,29.574,29.657,29.272,29.362,28.776,28.798,28.889,28.624,28.535,28.498,28.683,28.45,28.01,27.991,27.912,28.19,27.933,28.25,28.606,28.81,28.876,28.821,28.785,28.976,28.826,28.799,29.76,29.381,28.717,28.502,28.493,28.164,27.816,27.331,27.517,27.603,27.296,27.162,26.473,26.614,26.828,26.495,26.273,26.152,26.051,26.403,26.381,26.443,26.105,26.069,26.111,26.148,25.865,25.879,25.714,25.524,25.454,25.881,25.274,25.599,25.175,25.14,24.832,25.052,25.078,25.051,24.789,24.468
1907,N,False,31.248,31.705,29.696,30.552,30.533,29.669,30.73,33.965,34.443,32.6,30.587,30.903,33.042,30.893,31.147,30.122,30.377,31.774,29.22,30.406,29.354,31.256,30.668,30.97,31.313,31.636,32.022,32.522,32.608,30.791,30.576,29.74,30.071,29.248,30.057,30.021,31.188,35.27,36.993,35.308,34.302,33.488,33.709,36.623,37.648,39.332,40.315,40.67,37.034,39.107,38.534,38.366,41.388,41.303,42.048,43.598,41.006,42.583,38.6,37.303,36.695,37.946,38.03,37.686,39.313,39.487,41.432,40.777,40.266,39.051,39.713,40.056,38.034,38.15,39.34,37.624,38.645,39.297,38.981,38.566
1908,N,False,50.765,51.062,51.337,51.31,51.186,51.113,51.181,51.859,51.019,50.971,51.17,51.362,51.267,50.785,51.03,50.661,50.751,50.508,50.71,50.296,50.645,50.426,50.353,50.372,49.985,50.178,50.456,50.821,50.342,50.644,50.443,50.756,50.666,50.621,50.49,50.868,50.936,50.544,50.86,51.404,51.302,51.192,51.229,51.526,51.634,52.104,51.464,51.379,51.515,52.101,51.903,52.226,52.101,52.389,52.512,52.549,52.718,53.4,53.605,53.481,53.551,53.473,53.559,53.166,53.762,53.585,53.997,53.652,53.346,53.454,53.084,52.991,53.182,53.524,53.533,53.087,52.93,53.219,52.633,53.605
1909,N,False,37.26,37.523,38.175,38.34,38.606,38.412,38.464,39.402,39.333,39.32,38.703,38.94,37.915,37.007,37.394,37.118,38.06,38.715,37.592,37.355,37.235,37.547,37.038,36.352,36.05,36.407,36.299,37.046,36.545,36.099,35.79,35.877,36.031,35.528,35.818,35.185,35.17,34.491,34.767,34.359,34.599,34.187,34.367,33.614,33.666,33.6,33.222,33.331,33.065,32.999,33.272,33.623,34.439,33.497,33.806,33.374,33.829,33.736,33.661,33.792,33.626,33.447,33.727,33.256,33.645,33.408,33.188,32.754,33.072,32.655,32.977,32.661,32.355,31.961,31.888,31.55,32.071,31.642,31.624,31.058
1910,N,False,35.343,35.506,33.647,35.404,33.794,33.785,34.633,32.636,32.609,33.268,32.281,32.134,31.685,31.388,31.291,30.621,33.1,30.288,30.371,32.023,31.293,31.473,30.4,30.758,31.542,30.413,31.491,32.365,31.319,30.931,31.649,31.594,34.097,33.214,32.957,31.896,32.666,32.861,36.386,33.913,34.392,35.795,33.771,32.222,33.436,32.611,32.412,32.24,32.671,33.547,33.965,36.17,34.032,33.651,35.031,34.103,37.22,37.0,35.118,33.699,35.594,35.146,33.998,34.178,33.05,35.245,32.917,34.366,33.416,34.606,33.486,32.635,32.951,34.652,32.921,32.948,33.862,33.094,32.31,32.984
1911,N,False,50.404,52.14,49.178,47.212,42.346,48.274,47.676,46.733,45.495,43.201,41.021,45.214,45.759,46.283,46.94,50.663,53.445,52.073,48.851,51.27,51.822,51.354,51.348,49.841,49.728,50.32,49.618,47.141,47.286,44.527,44.331,43.38,40.195,41.089,40.664,41.689,39.679,39.472,39.83,39.145,39.345,39.239,39.392,38.636,37.619,38.44,38.109,38.282,38.215,37.229,37.639,39.355,41.201,40.811,41.743,41.664,42.634,42.726,42.918,45.163,44.226,42.186,43.683,43.387,40.01,41.082,37.31,37.577,36.881,37.27,37.918,35.071,37.963,37.454,35.215,36.174,35.592,35.502,37.083,36.845
1912,N,False,61.406,61.331,61.169,60.847,60.586,60.234,59.573,59.229,59.395,59.193,59.379,59.636,59.904,60.123,60.293,60.628,60.74,60.84,61.054,61.074,61.07,61.147,61.14,61.135,61.13,60.961,60.712,60.516,60.459,60.224,59.91,59.544,59.663,59.694,59.831,60.056,60.299,60.673,60.946,61.112,61.315,61.467,61.606,61.681,61.883,61.751,61.806,61.79,61.499,61.298,61.156,60.799,60.605,60.395,60.662,60.771,61.088,61.212,61.452,61.549,61.628,61.667,61.835,61.843,61.851,61.626,61.562,61.517,61.501,61.439,61.502,61.479,61.387,61.15,61.007,60.908,60.924,60.775,60.876,60.729
1913,N,False,31.297,31.465,32.267,30.959,31.241,29.733,29.722,29.378,29.311,29.309,29.416,29.252,30.593,30.673,30.062,30.018,29.85,29.404,28.931,29.312,28.461,28.536,28.316,28.023,28.459,28.28,28.459,28.766,27.873,28.001,28.593,28.765,28.334,28.113,29.016,28.733,28.519,29.635,28.913,31.713,33.134,29.674,29.325,28.782,28.146,28.519,28.337,27.808,27.566,27.832,27.771,28.292,28.797,28.634,28.338,28.079,28.986,28.93,29.573,29.636,28.801,28.427,27.602,27.757,28.455,28.151,27.102,27.745,27.601,27.389,27.976,27.463,27.429,27.782,26.898,26.963,27.009,26.934,26.555,26.946
