,FLARE_TYPE,COINCIDENCE,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80,d_l_f_81,d_l_f_82,d_l_f_83,d_l_f_84,d_l_f_85,d_l_f_86,d_l_f_87,d_l_f_88,d_l_f_89,d_l_f_90,d_l_f_91,d_l_f_92,d_l_f_93,d_l_f_94,d_l_f_95,d_l_f_96,d_l_f_97,d_l_f_98,d_l_f_99,d_l_f_100
1497,B,False,39.096,36.171,35.052,34.132,38.404,34.132,34.132,39.257,34.132,27.583,44.284,43.515,33.615,34.482,34.962,32.0,38.837,39.768,41.182,34.986,45.804,34.132,45.769,35.511,34.986,33.615,44.744,43.66,41.801,45.151,25.109,36.967,54.236,33.136,35.227,33.541,28.891,72.887,41.464,52.922,48.366,0.0,23.116,36.401,0.0,0.0,37.0,36.688,39.56,38.79,24.439,25.281,30.313,33.541,39.0,41.629,40.311,34.753,32.573,33.723,39.56,35.468,34.176,34.54,0.0,35.847,36.99,40.853,38.833,35.903,0.0,0.0,0.0,26.034,24.624,32.894,31.623,33.599,30.534,33.242
1498,B,False,126.84,128.94,128.42,117.01,115.77,113.19,117.18,116.82,113.76,113.29,118.27,104.04,91.782,105.07,105.65,118.73,110.22,117.46,124.87,116.97,118.66,114.1,105.22,107.61,107.17,118.77,118.77,109.09,104.61,105.23,123.79,106.95,89.782,114.72,89.56,90.449,90.449,109.35,82.038,83.365,121.75,90.355,78.114,100.43,127.41,129.04,118.12,88.204,125.41,120.38,124.03,174.0,150.87,178.06,177.43,180.01,180.0,0.0,0.0,0.0,0.0,60.008,60.008,60.926,60.926,59.615,60.166,60.745,60.745,61.174,61.197,95.605,62.298,62.695,18.686,62.298,62.298,62.936,61.884,62.936
1499,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,B,False,147.78,150.85,151.92,149.93,150.75,148.1,149.83,150.02,147.47,148.71,152.23,152.66,153.47,153.8,151.14,151.29,149.69,151.3,150.86,152.23,152.2,153.21,153.79,154.16,154.54,156.16,158.13,157.02,157.57,157.9,158.31,156.75,157.44,157.34,156.53,157.01,155.45,154.28,152.54,152.83,153.22,154.21,153.36,155.14,154.98,156.18,150.8,149.33,146.82,147.6,146.78,148.53,146.95,146.01,145.64,145.63,145.31,146.11,147.16,147.11,148.74,148.03,147.4,147.17,145.65,144.46,143.65,144.24,139.52,139.23,138.04,138.07,139.5,138.16,136.33,137.22,136.45,136.33,135.81,138.15
1501,B,False,20.396,17.768,19.764,18.76,18.812,19.821,18.808,18.632,19.708,20.019,20.097,18.14,18.904,18.974,19.313,19.313,19.313,19.313,19.698,18.847,17.889,18.358,18.358,17.889,18.358,18.358,18.358,17.493,16.643,16.125,16.643,15.811,15.264,14.422,14.422,15.264,15.535,14.765,15.0,14.765,14.765,14.765,14.318,14.318,14.765,16.125,15.264,13.892,14.422,15.264,14.422,15.264,15.264,15.264,14.699,14.062,13.892,14.422,13.892,13.892,14.422,14.054,13.136,13.88,13.868,13.454,12.806,12.806,13.454,12.806,14.213,13.601,14.213,14.866,14.866,14.866,14.142,15.438,14.049,12.733
1502,B,False,191.69,191.83,191.72,191.66,191.9,191.74,191.92,190.92,191.06,190.88,191.05,191.99,190.99,191.08,191.06,191.66,191.04,192.09,191.88,191.88,191.88,192.63,190.91,191.88,191.66,191.88,190.68,190.34,190.35,190.42,189.19,190.91,190.91,190.91,190.91,189.51,189.62,188.73,188.73,188.73,189.23,189.29,189.28,189.93,191.13,191.13,189.87,188.96,189.93,188.96,189.69,188.96,189.87,190.16,190.16,189.93,187.98,188.22,187.98,187.98,188.61,187.98,190.47,189.6,190.53,189.6,188.81,189.51,189.58,189.7,189.96,188.91,188.45,189.03,188.74,187.75,187.77,187.77,188.47,187.32
1503,B,False,138.96,139.74,140.81,139.92,139.29,140.29,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84,151.84,149.41,152.19,153.25,153.23,148.37,150.78,150.12,150.84,151.32,152.74,152.28,151.87,150.72,150.67,150.12,148.74,148.59,147.73,146.7,146.7,147.24,146.75,149.06,149.72,149.72,149.53,152.93,150.77,149.62,153.09,150.62,148.17,148.04,146.98,148.59,147.56,149.85,150.99,151.43,152.85,152.68,154.71,154.62,153.88,154.5,155.28,155.24,154.72,154.78,155.58,155.41,155.65,155.29
1504,B,False,134.31,142.51,146.05,174.92,159.95,157.51,0.0,0.0,168.93,171.74,173.34,174.09,0.0,188.38,191.48,0.0,0.0,198.92,0.0,0.0,0.0,0.0,0.0,212.62,0.0,20.616,19.849,228.29,17.967,18.485,19.071,19.092,18.068,241.11,23.964,38.561,21.566,247.79,249.52,29.438,29.31,257.97,23.785,25.02,270.32,278.04,23.892,24.083,23.087,24.083,24.083,46.814,40.285,24.187,24.083,23.195,24.187,24.187,25.179,23.195,24.187,24.187,23.289,23.087,24.187,24.187,23.087,23.195,23.322,22.204,21.213,21.378,21.378,21.378,21.213,21.213,22.204,47.278,21.095,48.055
1505,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,B,False,141.79,143.04,143.99,144.37,144.8,147.37,142.26,142.05,143.39,144.57,144.75,146.33,146.83,148.02,147.83,145.76,149.61,150.22,147.83,150.84,151.84,149.41,152.19,153.25,153.23,148.37,150.78,150.12,150.84,151.32,152.74,152.28,151.87,150.72,150.67,150.12,148.74,148.59,147.73,146.7,146.7,147.24,146.75,149.06,149.72,149.72,149.53,152.93,150.77,149.62,153.09,150.62,148.17,148.04,146.98,148.59,147.56,149.85,150.99,151.43,152.85,152.68,154.71,154.62,153.88,154.5,155.28,155.24,154.72,154.78,155.58,155.41,155.65,155.29,155.26,156.43,157.79,158.52,160.18,160.25
1508,B,False,151.79,151.79,151.79,151.16,152.11,152.11,152.11,152.43,0.0,0.0,152.76,152.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.277,72.533,71.84,72.125,73.376,73.682,74.632,73.682,74.186,74.998,75.238,75.521,74.55,74.632,74.911,75.291,74.585,75.371,75.893,76.567,77.659,77.011,77.501,75.745,76.346,76.636,77.602,77.138,78.486,78.529,78.562,79.515,80.029,79.784,79.991,79.883,79.883,79.784,79.642,79.851,80.056,79.727,79.665,79.744,80.425,80.056,79.61,79.575,79.688,78.996,78.883,78.674,79.07,79.57,80.392,80.992,82.509
1509,B,False,187.15,187.46,188.44,188.39,186.81,188.17,189.62,189.0,190.72,191.31,192.95,192.08,191.4,192.5,193.29,192.82,193.16,191.1,189.57,189.69,192.35,190.76,190.51,192.63,193.46,192.85,194.78,195.24,195.01,195.36,195.2,195.33,196.03,195.52,195.18,193.69,193.42,194.99,197.57,194.41,192.85,196.28,195.42,194.93,192.25,193.74,193.63,193.39,194.86,194.04,193.58,192.64,191.86,192.04,193.23,192.46,192.05,192.13,192.12,191.28,190.2,190.46,192.1,193.02,192.1,193.79,195.34,195.23,196.14,197.14,196.85,197.92,200.31,199.38,197.72,200.28,200.99,202.4,203.62,203.75
1510,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.235,16.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,B,False,145.56,146.19,146.46,148.36,148.48,150.09,151.75,149.2,152.46,152.05,152.22,151.12,153.33,152.27,150.85,150.67,149.93,151.81,151.64,151.82,149.99,149.77,152.9,150.53,149.33,150.78,152.6,151.29,152.65,151.46,153.24,156.13,159.13,160.71,159.5,161.08,160.73,159.83,160.56,161.99,163.06,165.32,167.12,168.06,168.69,168.62,168.78,171.11,171.61,172.17,171.81,171.44,171.17,170.81,170.55,171.47,172.42,172.09,172.83,171.88,172.76,173.56,172.92,173.08,172.26,173.88,173.18,173.2,172.36,173.32,173.18,174.98,174.92,175.32,175.79,176.78,175.8,175.68,175.06,175.77
1512,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,B,False,244.47,248.51,249.83,252.08,256.59,260.08,263.28,264.96,267.83,270.63,271.85,272.13,269.63,272.48,276.77,275.15,276.16,274.04,278.29,276.68,279.83,278.31,280.68,282.69,284.05,286.72,287.19,290.13,294.28,295.04,295.8,298.08,296.59,294.43,296.31,298.33,298.81,303.97,304.76,310.95,305.09,308.41,314.8,323.27,324.2,325.58,322.73,326.12,327.3,324.33,329.04,325.49,323.9,325.5,327.9,330.25,330.6,336.25,339.52,338.28,331.72,334.84,338.61,343.2,340.55,344.67,343.14,344.48,348.52,346.16,347.74,346.35,345.53,343.88,345.73,347.37,349.02,351.71,349.23,349.06
1514,B,False,151.37,159.78,160.2,161.31,164.36,174.87,172.99,178.09,182.36,195.29,197.44,183.6,170.73,167.85,164.59,160.03,164.53,160.37,147.72,129.85,125.59,94.423,89.597,132.56,129.3,127.38,116.27,111.73,121.31,73.411,77.335,79.389,78.356,75.727,64.914,72.567,68.504,66.347,80.71,93.065,89.673,71.894,66.152,72.747,72.886,74.829,81.901,95.38,108.15,91.353,90.871,98.724,99.015,89.884,101.46,93.257,100.72,98.12,101.46,106.81,106.15,103.48,103.8,98.002,94.224,94.099,106.04,106.56,105.37,100.79,100.65,101.52,98.289,98.466,103.63,104.69,110.34,98.056,103.75,106.35
1515,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,B,False,204.25,214.06,213.06,213.08,214.08,215.06,215.08,216.08,0.0,218.06,219.06,219.04,219.04,219.04,219.04,0.0,0.0,0.0,0.0,114.23,145.37,151.14,117.05,117.05,118.6,118.6,119.54,118.93,140.06,155.72,143.09,121.15,121.15,121.76,123.98,123.65,124.28,123.65,123.33,124.6,124.6,124.6,125.54,125.87,125.87,126.18,127.13,148.2,150.32,153.45,162.47,157.43,148.07,128.74,128.74,161.11,149.76,129.69,130.65,145.84,131.61,153.12,132.85,150.25,156.61,130.95,151.99,132.48,116.09,103.34,74.771,76.28,84.59,110.75,70.391,126.2,125.38,82.618,139.28,139.28
1517,B,False,305.35,305.82,306.39,310.13,311.75,312.61,307.25,311.12,318.44,315.04,316.54,316.01,338.34,329.89,325.35,324.82,320.88,322.12,314.36,310.26,323.84,324.63,323.29,328.17,328.82,336.99,346.68,342.01,344.46,324.82,328.67,335.72,333.58,343.2,354.14,361.75,352.06,350.72,353.6,332.71,333.54,351.68,348.05,352.16,341.14,337.97,328.87,327.5,333.29,345.81,311.56,338.11,347.56,332.11,361.04,408.69,353.35,357.1,359.96,358.62,342.28,343.22,326.66,336.34,360.33,368.2,373.15,398.18,396.0,392.26,390.03,387.55,385.86,384.27,383.24,381.19,379.53,379.21,380.26,378.27
1518,B,False,315.04,316.54,316.01,338.34,329.89,325.35,324.82,320.88,322.12,314.36,310.26,323.84,324.63,323.29,328.17,328.82,336.99,346.68,342.01,344.46,324.82,328.67,335.72,333.58,343.2,354.14,361.75,352.06,350.72,353.6,332.71,333.54,351.68,348.05,352.16,341.14,337.97,328.87,327.5,333.29,345.81,311.56,338.11,347.56,332.11,361.04,408.69,353.35,357.1,359.96,358.62,342.28,343.22,326.66,336.34,360.33,368.2,373.15,398.18,396.0,392.26,390.03,387.55,385.86,384.27,383.24,381.19,379.53,379.21,380.26,378.27,377.85,376.79,375.65,374.85,360.03,376.42,365.44,372.15,373.68
1519,B,False,0.0,134.15,12.401,0.0,14.637,58.004,20.512,21.613,322.2,514.34,78.98,136.84,175.36,167.4,54.535,204.98,9.2618,26.9,136.53,41.007,344.53,47.661,234.35,44.385,19.532,37.137,149.65,62.159,63.796,157.26,126.71,134.97,159.64,253.03,192.05,132.6,206.18,157.13,222.4,196.57,209.11,364.64,374.29,341.85,375.35,378.11,381.2,385.66,342.09,397.25,307.33,255.53,245.74,340.12,331.63,320.8,281.25,230.41,246.17,234.81,252.51,290.45,278.3,264.22,274.76,313.54,320.57,349.53,374.53,415.67,466.88,469.72,471.5,474.49,476.25,476.61,493.83,487.39,493.61,491.99
1520,B,False,132.23,132.71,120.42,114.17,113.63,108.98,103.21,103.7,105.96,106.62,106.56,109.14,113.18,115.41,119.09,123.52,117.46,118.94,123.16,121.96,124.85,127.56,125.82,125.01,124.73,123.54,136.09,135.09,136.13,135.13,121.07,117.75,115.55,117.72,118.62,117.0,117.12,117.15,127.22,120.63,119.02,115.79,117.27,117.16,107.39,102.74,100.82,98.82,116.1,116.44,116.28,112.3,114.79,115.19,114.72,115.77,116.65,116.31,117.58,118.87,119.77,119.71,119.18,119.81,120.45,120.26,118.98,120.76,120.65,121.32,121.39,122.1,123.72,123.95,124.58,121.19,122.29,126.24,126.12,127.21
1521,B,False,238.37,235.57,235.75,237.28,238.9,239.54,237.78,236.8,235.86,236.91,235.73,245.51,244.05,243.33,242.7,242.9,243.2,243.13,242.47,241.96,241.47,240.97,241.92,242.08,242.5,241.56,241.7,241.66,242.56,241.95,241.31,242.54,242.12,241.83,241.86,241.19,241.46,241.75,241.9,241.9,240.44,239.12,239.39,238.27,238.07,237.98,238.49,238.04,237.99,238.16,237.85,238.74,238.48,237.28,237.5,236.67,236.28,236.35,234.94,234.87,234.59,233.42,233.63,234.05,235.19,234.84,235.47,235.03,234.3,234.34,234.84,234.47,234.12,233.98,234.48,233.42,234.11,234.7,236.13,235.53
1522,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,B,False,0.0,8.0623,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.571,18.421,18.051,25.962,25.71,25.71,24.739,24.515,0.0,0.0,0.0,24.515,25.495,24.515,0.0,25.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.021,0.0,0.0,0.0,0.0,0.0,23.022,0.0,0.0,24.083,0.0,0.0,0.0,0.0,0.0,0.0,23.022,22.023,0.0,0.0,0.0
1524,B,False,141.43,141.59,141.69,143.33,144.93,144.71,142.85,145.02,145.32,145.83,145.62,146.41,146.89,145.68,144.3,147.16,148.32,149.11,147.65,148.49,149.03,149.23,148.73,149.64,149.9,150.89,149.82,151.73,150.66,151.73,150.32,151.43,151.09,151.15,151.37,151.79,152.63,151.99,151.85,152.52,153.2,152.04,152.7,153.15,153.63,153.69,154.42,153.3,153.92,154.38,155.34,155.46,156.11,156.23,155.32,154.15,153.66,152.71,152.41,152.72,153.61,154.05,153.89,151.73,151.82,152.01,153.44,154.07,153.65,153.51,155.87,155.41,154.53,155.0,156.43,154.68,155.83,157.54,156.67,153.57
1525,B,False,66.478,78.962,78.899,78.914,78.915,78.8,78.999,79.465,79.287,78.586,78.67,78.512,79.627,79.346,79.194,79.271,79.28,79.66,79.942,79.853,79.451,79.525,79.402,79.126,78.875,78.859,78.779,78.695,78.482,77.77,77.658,77.995,78.853,78.883,79.016,79.588,79.411,79.454,78.341,79.098,79.155,79.166,79.422,78.343,78.252,78.976,78.916,78.925,78.957,78.953,77.807,78.44,78.433,78.349,78.603,78.262,79.246,79.246,79.246,79.246,79.246,79.246,80.062,80.062,81.049,80.062,79.246,79.906,78.918,78.918,78.918,78.918,78.772,78.772,78.772,78.918,78.918,78.772,77.782,77.782
1526,B,False,138.85,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01,148.38,148.59,148.08,149.94,150.12,149.76,151.43,152.21,151.73,152.41,153.18,154.74,154.29,154.62,156.5,157.09,158.82,159.03,157.75,159.43,160.21,160.25,160.42,162.92,163.17,162.36,161.84,164.49,166.34,167.02,167.65,164.68,165.11,168.24,168.82,170.02,169.69,171.06,172.82,172.18,171.81,172.46,174.99,172.74,171.36,171.69,174.26,174.45,174.58,175.72,174.41,175.62,177.97,178.6,175.96,175.67,177.76,179.86,180.33,181.94,180.3,180.71,170.8,170.82,169.63,166.92,171.77,171.99,176.24
1527,B,False,289.43,288.25,289.48,290.24,289.2,287.81,287.8,288.42,291.02,292.08,291.83,291.14,291.14,290.84,291.13,291.31,291.63,291.39,291.97,290.9,291.37,294.48,293.47,294.75,294.86,293.44,294.07,294.65,295.79,296.0,296.07,294.84,294.2,293.72,295.1,293.6,293.76,293.97,294.04,293.1,291.39,292.27,293.17,291.78,292.08,292.09,293.26,292.64,293.72,293.75,292.66,292.22,291.64,292.66,291.86,290.78,289.99,289.0,292.03,292.33,291.29,289.06,289.79,288.99,290.34,289.65,288.85,288.73,288.57,287.32,286.82,288.08,288.88,289.29,287.22,286.99,288.49,287.98,287.14,288.24
1528,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,B,False,99.329,95.752,83.835,84.868,96.755,97.711,95.318,95.499,94.045,96.805,99.002,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169,85.384,84.366,86.329,86.157,88.171,85.518,83.783,84.116,92.583,87.024,90.981,89.507,90.775,91.715,84.126,90.528,93.897,93.027,85.613,99.351,93.246,92.146,84.011,79.866,80.491,74.482,73.95,95.267,83.435,91.642,103.15,107.94,104.23,90.999,103.89,111.33,92.066,87.999,87.861,82.599,77.007,78.009,74.339,77.858,83.274,77.833,80.927,84.689,87.448,86.341,90.683,86.081,92.427,84.142,87.473,87.64,91.862,88.876,84.21,95.361
1530,B,False,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048,41.11,41.11,41.11,41.195,64.36,56.282,55.041,57.293,52.903,55.134,48.393,50.859,54.812,56.038,56.686,53.325,49.507,48.247,35.511,54.319,46.761,33.541,50.999,51.923,49.962,43.544,51.009,32.985,45.962,42.931,40.97,45.272,46.038,45.719,44.705,46.055,46.067,43.203,42.184,46.462,47.991,47.521,45.658,47.806,47.374,47.003,45.592,50.618,49.115,47.711,47.52,45.859,46.033,40.116,43.843,40.125,43.355,43.754,43.093,42.983,42.566,43.512,42.181,42.92,41.757,40.696,40.045,39.446,38.539,36.915,36.873
1531,B,False,178.34,93.013,219.29,14.514,58.553,0.0,12.324,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854,17.554,0.0,8.0623,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,B,False,248.79,253.81,260.85,259.6,286.52,282.2,282.48,286.93,286.15,283.58,290.25,289.98,294.49,298.51,308.73,303.98,302.43,313.38,316.27,327.77,329.31,329.12,329.23,332.92,344.88,341.99,342.32,348.01,350.84,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73,387.91,391.79,397.37,407.54,408.9,408.3,414.48,415.49,430.55,425.81,427.08,428.03,431.91,436.41,438.93,443.93,447.1,449.63,450.03,456.51,461.07,465.22,470.47,472.25,478.55,482.32,487.31,493.52,496.78,501.84,500.12,506.99,510.15,520.13,520.02,521.99,523.92,524.57,525.77,531.33,532.7,537.85
1535,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
