,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35
84,M,False,7.1292,7.3991,7.3827,7.5906,7.4904,7.3719,7.3532,7.5667,7.7327,7.5703,7.7405,7.5592,7.2189,7.2416,7.1757,7.3106,7.3758,7.3896,7.4208,7.4983,7.4865,7.5545,7.5056,7.467,7.5738,7.562,7.6144,7.5252,7.5159,7.4898,7.4515,7.8314,7.7415,7.7006,7.4216
85,M,False,28.386,28.736,28.284,28.496,28.346,27.793,28.498,28.144,28.936,28.604,29.256,28.567,29.712,29.167,28.612,27.805,27.86,28.914,28.384,28.496,28.092,28.623,28.935,28.262,28.573,27.713,27.06,26.99,26.676,26.115,26.449,26.945,27.294,26.326,26.716
86,M,True,14.039,13.777,14.111,14.172,14.115,14.297,14.365,14.461,14.524,14.8,14.987,14.77,14.892,14.668,14.378,14.223,14.45,14.249,14.435,14.57,14.954,15.003,14.776,14.568,14.642,14.853,14.78,14.564,14.469,14.25,14.161,14.387,14.474,13.932,14.249
87,M,False,13.183,13.234,13.045,13.15,13.275,13.239,13.099,12.942,12.838,12.625,12.285,12.175,12.083,11.936,12.092,12.037,11.92,11.996,11.907,11.709,11.738,11.775,11.648,11.385,11.422,11.236,11.241,11.192,11.043,10.991,10.934,11.064,10.951,10.878,10.764
88,M,False,12.175,12.549,12.555,12.744,13.233,13.007,13.196,12.976,13.667,13.863,14.177,13.92,14.167,14.357,14.248,14.508,14.7,14.422,14.33,14.543,14.788,14.942,14.557,14.761,14.949,15.516,15.89,16.115,16.326,15.41,15.446,15.544,15.655,15.524,15.535
89,M,True,11.422,11.236,11.241,11.192,11.043,10.991,10.934,11.064,10.951,10.878,10.764,10.758,10.571,10.597,10.503,10.491,10.613,10.571,10.55,10.362,10.38,10.306,10.319,10.534,10.48,10.438,10.428,10.511,10.473,10.354,10.514,10.451,10.547,10.488,10.221
90,M,False,11.192,11.043,10.991,10.934,11.064,10.951,10.878,10.764,10.758,10.571,10.597,10.503,10.491,10.613,10.571,10.55,10.362,10.38,10.306,10.319,10.534,10.48,10.438,10.428,10.511,10.473,10.354,10.514,10.451,10.547,10.488,10.221,10.338,10.108,10.045
91,M,False,10.878,10.764,10.758,10.571,10.597,10.503,10.491,10.613,10.571,10.55,10.362,10.38,10.306,10.319,10.534,10.48,10.438,10.428,10.511,10.473,10.354,10.514,10.451,10.547,10.488,10.221,10.338,10.108,10.045,10.251,10.146,10.265,10.304,10.215,10.138
92,M,False,10.491,10.613,10.571,10.55,10.362,10.38,10.306,10.319,10.534,10.48,10.438,10.428,10.511,10.473,10.354,10.514,10.451,10.547,10.488,10.221,10.338,10.108,10.045,10.251,10.146,10.265,10.304,10.215,10.138,10.189,10.195,10.118,10.079,10.206,10.25
93,M,True,9.9501,9.8424,9.7812,9.6957,9.5757,9.5201,9.4551,9.3582,9.3731,9.2963,9.2986,9.2358,9.185,9.1604,9.0805,9.058,9.0683,9.0881,8.9946,8.945,8.947,8.9485,8.8989,8.8308,8.8557,8.7553,8.8032,8.7266,8.6408,8.6717,8.6206,8.6755,8.6792,8.6267,8.5718
94,M,False,0.0,0.0,0.0,0.0,36.499,0.0,0.0,0.0,0.0,0.0,0.0,13.938,13.11,28.037,22.716,19.364,17.038,17.321,16.476,17.459,18.224,17.521,17.789,20.507,22.993,23.229,22.994,24.071,23.126,25.159,23.396,23.837,27.62,27.09,27.657
95,M,False,9.1731,9.1087,9.1185,9.1545,9.0935,9.0093,9.1338,9.046,9.0003,8.954,9.0098,8.9798,8.9397,8.9142,8.9347,8.8361,8.7632,8.7277,8.7494,8.7023,8.686,8.7129,8.7131,8.7436,8.8172,8.7807,8.8037,8.7451,8.7772,8.8248,8.881,8.8519,8.882,8.9938,8.9643
96,M,False,10.523,10.481,10.332,10.458,10.493,10.476,10.48,10.51,10.387,10.383,10.333,10.388,10.532,10.357,10.353,10.332,10.431,10.441,10.43,10.316,10.41,10.329,10.339,10.346,10.312,10.333,10.342,10.373,10.348,10.267,10.306,10.285,10.263,10.311,10.304
97,M,True,8.9996,10.453,10.577,10.676,9.6628,9.6559,10.905,11.137,11.232,11.335,9.1937,8.758,11.143,11.2,11.224,11.193,5.4185,5.4435,11.333,9.2908,4.3729,4.6165,4.3736,3.9897,3.8301,3.6868,3.3181,3.4138,3.2798,2.9771,2.8232,2.9196,2.9909,2.8543,2.8732
98,M,True,3.92,4.926,6.3952,5.173,5.8129,5.0275,5.5183,4.9976,5.6907,3.632,5.376,5.1543,4.7204,4.7739,4.6919,4.5956,4.5329,4.6379,4.7151,4.2433,4.131,4.0689,4.055,4.2162,4.4805,4.4644,4.4843,4.3613,4.2367,4.2153,4.1138,4.6604,4.4541,3.8994,3.7214
99,M,False,8.8405,8.8088,8.7186,8.7024,8.8822,8.876,8.7939,8.8775,9.0092,8.9864,8.8687,9.0237,9.0075,8.9374,8.9229,8.9519,9.0735,14.481,9.1703,9.2355,9.2641,15.643,15.702,9.1924,9.2792,17.45,9.323,9.3521,17.588,9.1923,9.3458,9.3731,9.5241,9.4295,17.68
100,M,False,27.339,27.735,27.667,28.819,28.355,28.66,29.065,28.304,28.093,27.179,27.336,28.047,28.758,29.357,29.365,29.344,29.969,29.882,30.739,29.864,29.263,29.543,29.147,29.172,29.047,28.959,28.249,28.274,28.076,28.399,28.073,27.562,28.742,28.883,28.31
101,M,False,29.435,29.331,29.947,28.818,28.767,30.015,30.129,30.981,31.209,29.964,28.9,30.771,29.655,30.852,31.215,30.472,31.112,32.21,31.886,31.393,30.395,29.989,30.01,29.914,30.284,28.754,28.118,28.401,28.025,27.528,27.645,28.169,22.425,28.37,28.594
102,M,True,6.4057,6.6046,6.6724,6.6256,6.9192,7.1129,7.0253,7.6468,7.8222,7.6269,7.1778,7.4916,8.2106,9.3157,9.4374,10.027,11.453,12.762,14.056,15.839,16.718,16.419,17.79,18.125,18.258,19.098,19.414,17.538,19.029,18.536,17.333,18.301,17.318,16.155,16.456
103,M,True,21.21,19.351,22.232,19.079,19.113,17.773,20.756,21.197,21.792,20.419,20.284,19.907,23.529,18.621,18.784,18.265,16.773,18.383,18.536,17.772,19.879,15.632,16.038,16.866,14.923,15.325,13.85,14.635,16.633,15.066,13.735,15.101,15.837,15.774,16.823
104,M,True,14.443,13.588,12.909,12.28,14.66,12.233,11.365,11.783,11.985,13.517,13.101,13.377,11.721,14.507,12.289,13.71,14.246,14.562,14.008,13.055,13.606,12.395,13.115,13.982,13.543,17.125,12.91,12.473,11.32,14.122,16.169,12.063,11.15,11.719,13.074
105,M,True,9.8973,9.7358,9.6706,9.4788,9.8182,9.3341,9.4463,9.5444,9.6216,9.3816,9.3568,9.1006,9.1646,9.5296,9.3294,9.1993,9.159,9.2547,9.0902,9.3621,9.2408,9.2105,9.3211,9.1894,9.2909,9.3939,9.0005,9.0956,9.2371,9.1912,9.0811,9.0977,9.0888,9.2635,8.8993
106,M,True,9.2635,8.8993,8.9489,9.3101,9.3473,9.0364,9.4006,9.1997,9.234,9.3534,9.549,9.7018,9.678,9.9692,10.069,10.027,10.192,9.7309,10.048,9.8983,9.7781,9.8246,9.9093,9.6528,9.8805,9.8377,9.8613,9.8545,10.078,10.196,10.184,10.442,10.298,10.178,10.23
107,M,True,10.195,10.052,10.342,10.261,10.46,10.391,10.271,10.405,10.355,10.236,10.15,10.158,10.055,9.9597,10.083,9.9775,9.9327,9.7124,9.6362,9.8002,9.637,9.7092,9.6041,9.5647,9.6687,9.9322,9.8465,9.9116,9.5989,9.6647,9.7682,9.5392,9.6603,9.5238,9.8157
108,M,False,9.9774,9.9579,9.973,9.8875,10.117,10.138,9.8277,10.082,9.7576,10.174,10.115,10.104,9.7863,9.7561,9.9563,9.8057,9.6732,9.9645,9.7764,9.9999,9.8259,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741,9.7683,9.4873
109,M,False,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741,9.7683,9.4873,9.5428,9.3887,9.4076,9.5026,9.5193,9.4632,9.3032,9.4477,9.5802,9.493,9.2876,9.4081,9.3537,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762
110,M,False,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762,9.5087,9.7742,9.562,9.414,9.3591,9.3522,9.6122,9.6734,9.7191,9.646,9.5981,9.6099,9.6434,9.8391,10.065,9.9039,9.777,9.7816,9.8928,9.7666,9.9424,9.9492,9.9009,9.795,9.9312,9.8489,9.7426
111,M,False,21.601,21.624,21.729,21.349,21.427,21.481,21.587,21.798,22.043,22.151,21.997,21.874,22.058,22.068,22.056,21.982,22.225,22.405,22.17,22.024,21.989,21.92,21.779,21.935,21.963,22.29,22.255,22.307,22.156,22.565,22.592,22.79,23.071,23.033,22.987
112,M,True,70.449,70.705,70.769,71.484,70.783,70.041,69.254,68.758,68.851,68.442,67.844,65.402,64.642,64.805,64.269,60.462,58.396,54.484,51.539,48.228,46.428,44.566,43.227,41.768,40.482,38.853,37.733,36.556,35.072,33.88,32.23,31.036,29.868,29.874,29.612
113,M,False,13.235,12.482,15.428,15.611,15.12,14.451,15.31,11.16,12.597,13.437,12.462,10.927,9.8449,10.818,10.737,12.209,11.745,11.146,10.487,9.4985,9.0083,8.5747,8.5939,10.2,7.9369,8.4012,8.6252,8.5849,7.3752,6.6717,6.9163,7.0554,6.3544,6.7576,7.1097
114,M,False,23.404,22.099,21.75,21.451,21.28,21.256,21.226,23.951,24.263,23.757,23.49,21.673,22.748,19.144,16.888,19.724,20.116,17.86,17.551,22.134,23.242,21.181,21.796,21.735,22.431,21.357,22.702,22.741,23.329,22.789,21.617,21.858,22.491,22.554,24.064
115,M,True,14.631,14.316,14.401,14.783,13.907,14.258,14.536,14.696,14.59,14.637,15.953,17.11,15.34,15.536,15.145,15.362,15.168,15.332,15.308,15.273,15.036,14.694,13.903,13.772,14.155,13.94,14.747,14.226,14.37,15.058,15.447,13.525,15.92,16.023,12.907
116,M,False,7.3509,7.292,7.0013,6.8245,7.5669,7.3807,7.4915,7.8023,7.8411,7.7612,7.7696,8.0219,8.0382,7.835,8.1536,6.9381,8.1571,8.2525,8.2027,8.0439,8.4981,8.6936,8.6626,8.6734,8.9292,9.0157,8.7193,8.6403,8.8295,8.7853,8.7087,8.5263,8.5094,8.7135,8.6969
117,M,True,44.402,42.593,44.829,46.027,42.702,44.085,42.68,43.503,42.852,43.139,42.361,40.969,38.079,39.658,39.197,41.243,40.783,37.267,36.82,40.538,36.784,41.596,37.661,37.074,40.929,46.464,36.548,47.088,37.436,39.629,36.562,43.726,37.021,41.734,35.886
118,M,False,42.698,44.214,44.308,34.648,33.928,44.579,32.449,33.759,33.751,34.982,35.188,34.761,35.041,32.297,32.798,33.062,32.196,34.806,33.74,31.659,42.074,41.084,30.402,30.634,32.688,33.839,31.937,33.89,31.388,40.299,40.719,41.556,33.058,42.007,40.689
119,M,False,31.937,33.89,31.388,40.299,40.719,41.556,33.058,42.007,40.689,36.864,39.293,37.774,38.363,38.26,39.445,56.173,46.77,39.429,39.282,45.576,40.983,43.403,43.734,42.851,41.131,42.379,40.219,41.788,40.309,39.887,40.311,40.263,36.584,36.252,36.123
120,M,True,29.798,29.63,29.657,29.408,29.568,29.298,29.257,29.146,29.014,28.771,29.012,28.616,28.893,28.754,28.678,28.92,28.74,28.663,28.61,28.657,28.563,28.72,28.519,28.283,28.353,28.305,28.338,28.506,28.547,28.493,28.654,28.451,28.486,28.626,28.703
121,M,False,28.92,28.74,28.663,28.61,28.657,28.563,28.72,28.519,28.283,28.353,28.305,28.338,28.506,28.547,28.493,28.654,28.451,28.486,28.626,28.703,28.336,28.242,28.033,28.2,28.195,28.052,28.165,28.174,28.41,28.104,17.184,17.387,17.449,28.169,28.053
122,M,False,12.24,16.508,16.263,16.043,16.482,15.976,15.844,15.835,15.737,15.88,15.837,14.863,15.062,11.214,14.755,14.399,14.116,13.242,13.118,13.289,13.057,13.227,13.061,13.14,13.201,13.223,13.459,13.261,13.184,13.319,13.06,12.844,12.744,12.665,10.208
123,M,False,11.77,11.687,11.473,11.557,11.651,11.604,11.531,11.449,11.674,11.846,11.789,11.901,11.914,11.968,11.813,11.95,11.879,12.054,12.081,12.186,12.195,12.329,12.312,12.371,12.251,12.106,12.149,12.279,12.315,12.095,12.235,12.308,12.249,12.413,12.49
124,M,False,29.779,29.622,29.826,29.779,30.08,30.04,30.296,30.427,30.47,30.094,30.64,30.479,30.868,30.372,30.331,30.182,30.426,30.641,29.818,29.052,28.512,27.886,27.897,27.603,27.558,27.522,27.558,28.538,28.507,28.448,28.161,28.156,28.327,28.049,28.104
125,M,True,7.8696,8.9065,8.7271,8.9379,9.0298,10.273,9.3849,9.8333,10.027,9.4404,9.5281,9.3301,9.7095,9.511,9.7694,9.9273,9.7171,9.3677,9.3353,9.4269,9.4366,9.1029,9.0183,8.6037,8.2079,7.561,7.9211,7.6862,7.8255,7.6026,7.2406,7.0835,7.2172,7.0705,7.3799
126,M,True,13.82,13.667,13.282,13.539,13.281,12.999,13.591,12.958,12.877,11.636,12.693,12.392,12.091,12.91,12.821,12.872,12.943,12.494,12.565,12.089,12.439,13.931,14.363,12.472,11.953,12.059,11.678,11.851,11.643,14.652,11.831,11.481,11.064,10.854,10.374
127,M,False,13.667,13.282,13.539,13.281,12.999,13.591,12.958,12.877,11.636,12.693,12.392,12.091,12.91,12.821,12.872,12.943,12.494,12.565,12.089,12.439,13.931,14.363,12.472,11.953,12.059,11.678,11.851,11.643,14.652,11.831,11.481,11.064,10.854,10.374,10.282
128,M,False,12.943,12.494,12.565,12.089,12.439,13.931,14.363,12.472,11.953,12.059,11.678,11.851,11.643,14.652,11.831,11.481,11.064,10.854,10.374,10.282,10.294,10.064,10.505,10.305,10.147,10.073,10.034,9.8744,9.692,9.8554,9.9123,9.7248,9.5802,9.3475,9.1112
129,M,True,11.678,11.851,11.643,14.652,11.831,11.481,11.064,10.854,10.374,10.282,10.294,10.064,10.505,10.305,10.147,10.073,10.034,9.8744,9.692,9.8554,9.9123,9.7248,9.5802,9.3475,9.1112,9.0781,9.4841,8.8207,9.3351,9.0459,9.0899,9.2637,9.2498,9.4261,9.5682
130,M,False,11.064,10.854,10.374,10.282,10.294,10.064,10.505,10.305,10.147,10.073,10.034,9.8744,9.692,9.8554,9.9123,9.7248,9.5802,9.3475,9.1112,9.0781,9.4841,8.8207,9.3351,9.0459,9.0899,9.2637,9.2498,9.4261,9.5682,9.3443,9.1183,9.5314,9.4627,9.0943,9.355
131,M,False,9.692,9.8554,9.9123,9.7248,9.5802,9.3475,9.1112,9.0781,9.4841,8.8207,9.3351,9.0459,9.0899,9.2637,9.2498,9.4261,9.5682,9.3443,9.1183,9.5314,9.4627,9.0943,9.355,9.3144,9.2174,9.2797,9.185,9.1311,9.1241,9.0111,9.2609,8.9799,8.6686,8.817,8.7209
132,M,False,9.5314,9.4627,9.0943,9.355,9.3144,9.2174,9.2797,9.185,9.1311,9.1241,9.0111,9.2609,8.9799,8.6686,8.817,8.7209,8.4692,8.6718,8.5497,8.0017,8.3814,8.3518,8.4121,8.2542,7.799,7.7132,7.5826,7.6332,7.665,7.4874,7.7298,7.7173,7.5602,7.4639,7.4364
133,M,False,8.2542,7.799,7.7132,7.5826,7.6332,7.665,7.4874,7.7298,7.7173,7.5602,7.4639,7.4364,7.5583,7.496,7.2058,6.7215,6.9656,7.0119,6.9208,7.2604,7.3354,7.36,7.4202,7.3534,7.2736,7.1389,7.0725,7.1005,6.9514,6.9384,6.9873,6.9946,7.0093,6.927,6.8695
134,M,False,6.5876,6.5863,6.3931,6.3453,6.4807,6.6183,6.7598,6.5545,5.4491,7.0448,7.109,7.1218,6.8063,6.8011,6.7412,6.6831,6.683,6.8061,6.913,7.0739,7.1297,7.0675,7.1801,7.2437,7.1832,7.3005,7.2468,7.3019,7.3901,7.4041,7.141,7.153,7.2394,7.2042,7.1494
135,M,False,12.507,12.259,12.137,12.351,12.235,12.367,12.45,12.356,12.537,12.386,12.421,12.225,12.228,12.286,12.474,12.561,12.501,12.709,12.77,12.843,12.7,12.736,12.886,12.857,12.793,12.9,12.88,12.802,12.94,12.943,12.949,12.879,12.929,13.041,13.004
136,M,False,15.788,16.092,16.319,16.148,15.977,15.949,16.17,16.332,16.434,16.396,16.191,16.621,16.591,16.83,17.104,17.277,17.396,17.497,17.389,17.527,18.019,17.909,17.647,17.718,17.977,18.284,18.347,18.504,18.445,19.019,18.529,18.992,19.169,19.245,19.092
137,M,True,24.608,25.121,26.031,25.782,26.232,26.769,28.454,28.589,28.355,30.03,30.687,32.058,31.316,29.451,31.107,30.685,32.087,32.369,32.286,33.64,33.224,33.44,31.749,30.972,31.066,32.86,33.021,32.191,35.307,33.021,33.985,33.378,34.306,33.294,34.07
138,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.393,0.0,49.709,48.719,47.681,46.568,46.022,45.554,45.931
139,M,True,4.247,4.5522,2.9312,1.5031,1.6791,0.96118,1.2117,2.7827,2.2658,2.9816,2.7686,3.1962,3.0748,3.4733,2.6655,3.1897,2.7882,2.492,2.232,2.7259,2.2328,2.4145,2.0967,1.9723,2.4625,2.6394,1.9589,1.8395,1.707,2.1025,2.5892,2.5383,4.2664,4.7416,4.4993
140,M,False,6.4447,14.977,14.151,14.553,14.605,14.575,6.7409,6.7514,6.5861,6.5287,14.554,14.597,14.539,14.498,14.595,14.522,6.5935,6.666,6.4738,6.4208,6.5763,6.6027,6.4847,14.217,14.437,14.503,14.246,6.3612,14.27,14.208,6.6358,6.7374,14.299,14.266,14.288
141,M,True,15.973,15.833,16.0,15.996,15.69,15.095,15.875,15.297,16.02,16.174,16.038,15.922,15.778,15.614,15.877,15.951,15.916,16.173,16.236,16.062,15.967,16.174,16.233,16.228,15.972,16.151,15.496,15.392,16.285,16.054,15.914,15.382,15.154,15.43,15.818
142,M,True,13.119,12.919,12.993,12.983,12.557,12.491,12.43,11.892,12.769,12.921,12.632,12.903,13.197,12.826,12.842,12.829,12.765,12.765,12.439,12.658,12.53,11.618,11.728,12.283,12.331,12.251,12.17,12.453,12.228,12.225,11.989,12.318,12.323,12.306,12.113
143,M,False,12.769,12.921,12.632,12.903,13.197,12.826,12.842,12.829,12.765,12.765,12.439,12.658,12.53,11.618,11.728,12.283,12.331,12.251,12.17,12.453,12.228,12.225,11.989,12.318,12.323,12.306,12.113,12.126,12.198,12.002,12.139,11.811,11.936,11.864,11.864
144,M,False,10.962,10.674,10.838,10.807,10.8,10.67,10.816,10.719,10.797,10.733,10.663,10.752,10.773,10.693,10.368,10.449,10.472,10.508,10.583,10.757,10.61,10.517,10.486,10.508,10.291,10.587,10.366,10.31,10.29,10.245,10.337,10.224,10.171,10.367,10.288
145,M,False,9.1671,8.3708,8.0795,5.7948,5.9996,6.0902,6.8844,5.9144,6.0362,5.6213,6.1322,5.8641,23.378,21.01,5.2282,4.5885,4.3317,2.9698,3.7188,3.5176,3.6432,3.3724,2.8815,2.7299,2.824,2.8017,2.775,2.587,2.531,2.6153,2.5534,2.5719,2.5294,2.5769,2.5041
146,M,False,39.467,39.891,40.414,40.699,40.114,40.936,40.428,39.472,39.842,40.032,41.896,40.872,41.828,41.667,40.324,39.794,39.691,41.026,41.257,39.389,38.508,39.55,39.55,38.804,38.39,39.526,38.74,39.17,39.904,40.434,39.162,39.217,38.693,37.635,36.806
147,M,True,2.0655,4.8351,1.8315,2.1235,1.3948,1.2021,1.7702,2.9492,6.3447,2.0729,89.497,0.0,8.7856,8.9086,10.401,13.579,25.192,24.488,12.64,10.836,11.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.935,0.0,4.0532,0.0
148,M,False,0.0,0.0,0.0,0.0,0.0,55.935,0.0,4.0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8928,0.0,11.829,0.0,85.034,52.448,9.8631,0.0,11.366,0.0,23.908
149,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1376,0.0,3.1993,3.362,0.0,0.0,0.0,0.0,0.0,0.0,10.266,9.9529,7.4824,7.7657,66.864,62.935,63.927,62.312,60.12,60.032
150,M,False,10.205,10.33,10.307,10.271,10.479,10.464,10.494,10.612,10.441,10.338,10.489,10.556,10.483,10.539,10.65,10.614,10.498,10.291,10.342,10.242,10.297,10.403,10.349,10.359,10.397,10.292,10.496,10.483,10.39,10.41,10.521,10.387,10.258,10.376,10.309
151,M,True,112.33,65.891,9.8583,81.32,10.104,9.8906,39.965,8.5913,8.0083,8.377,8.5462,9.034,16.446,8.7349,7.7639,25.554,7.388,7.6572,7.38,20.265,38.201,51.416,12.446,13.6,7.468,7.4768,7.6761,7.9407,7.8274,7.9741,7.6902,14.566,20.912,44.28,21.275
152,M,True,25.965,26.095,26.207,26.718,27.157,25.961,26.041,26.78,26.508,26.022,26.501,27.012,27.526,27.09,27.884,27.941,28.727,28.568,34.511,34.446,34.204,34.068,34.095,33.784,34.309,34.448,33.931,33.984,34.165,33.994,34.115,33.669,34.155,34.021,33.473
153,M,False,34.165,33.994,34.115,33.669,34.155,34.021,33.473,33.8,33.953,33.894,33.703,33.469,32.967,33.737,34.731,33.925,33.615,33.827,33.265,33.598,33.895,33.965,33.358,33.363,33.41,33.236,33.228,32.811,32.564,32.711,32.241,32.401,31.561,31.004,31.476
154,M,True,30.408,30.713,31.495,32.162,31.653,31.145,32.038,32.291,32.565,32.764,32.297,32.208,33.742,33.434,33.407,32.973,33.394,33.894,33.805,33.358,33.409,33.572,33.8,33.714,33.404,37.32,37.519,38.227,38.345,37.737,38.315,38.194,38.758,38.54,38.923
155,M,False,37.519,38.227,38.345,37.737,38.315,38.194,38.758,38.54,38.923,39.315,39.4,39.884,39.281,40.016,40.463,40.868,41.385,41.334,40.884,41.648,41.428,41.277,42.606,42.301,41.8,42.123,43.179,43.182,43.06,43.113,43.21,43.459,43.666,43.779,42.811
156,M,True,11.266,11.165,10.993,10.95,11.11,11.226,11.123,11.081,10.92,10.798,10.906,11.142,10.62,10.684,10.3,10.526,10.477,10.409,10.404,10.158,9.9507,9.9013,10.112,10.148,10.038,10.056,10.056,10.045,10.121,10.238,10.17,10.14,10.238,10.482,10.153
157,M,False,9.848,9.9125,9.9115,9.8412,9.7842,9.7829,9.77,9.631,9.6391,9.6626,9.7229,9.9056,9.7461,9.6119,9.6127,9.6101,9.6307,9.6697,9.4737,9.4835,9.6326,9.5166,9.4774,9.4148,9.6829,9.7235,9.6054,9.5465,9.4502,9.4994,9.6659,9.628,9.6812,9.7196,9.7008
158,M,False,9.4835,9.6326,9.5166,9.4774,9.4148,9.6829,9.7235,9.6054,9.5465,9.4502,9.4994,9.6659,9.628,9.6812,9.7196,9.7008,9.6424,9.7604,9.7211,9.5556,9.7387,9.7256,9.7594,9.7673,9.8899,10.087,9.9799,9.9251,9.8752,9.958,9.9568,10.087,9.9652,10.087,10.191
159,M,True,11.529,11.632,11.398,11.415,11.505,11.529,11.432,11.6,11.701,11.55,11.617,11.65,11.54,11.549,11.582,11.427,11.599,11.384,11.392,11.316,11.347,11.204,11.224,11.179,11.164,11.042,11.164,11.349,11.062,11.024,11.12,11.212,11.002,10.979,10.853
160,M,True,11.349,11.062,11.024,11.12,11.212,11.002,10.979,10.853,10.811,10.712,10.74,10.695,10.795,10.88,10.873,10.862,10.969,10.779,10.805,10.965,10.846,10.83,10.741,10.749,10.745,10.785,10.828,10.874,10.849,10.78,10.743,10.907,10.969,10.932,11.043
161,M,True,10.795,10.88,10.873,10.862,10.969,10.779,10.805,10.965,10.846,10.83,10.741,10.749,10.745,10.785,10.828,10.874,10.849,10.78,10.743,10.907,10.969,10.932,11.043,11.055,10.877,10.961,11.049,11.057,11.021,11.091,11.179,11.223,10.977,11.123,11.053
162,M,True,10.416,10.558,10.524,10.542,10.524,10.637,10.617,10.641,10.672,10.625,10.697,10.755,10.763,10.782,10.872,10.872,10.646,10.771,10.813,10.772,10.879,10.791,10.759,10.781,10.849,10.911,10.476,10.937,10.953,10.499,11.065,11.032,10.907,10.423,10.31
163,M,False,10.625,10.697,10.755,10.763,10.782,10.872,10.872,10.646,10.771,10.813,10.772,10.879,10.791,10.759,10.781,10.849,10.911,10.476,10.937,10.953,10.499,11.065,11.032,10.907,10.423,10.31,10.413,10.342,10.391,10.36,10.274,10.253,10.125,10.185,10.217
164,M,False,10.872,10.646,10.771,10.813,10.772,10.879,10.791,10.759,10.781,10.849,10.911,10.476,10.937,10.953,10.499,11.065,11.032,10.907,10.423,10.31,10.413,10.342,10.391,10.36,10.274,10.253,10.125,10.185,10.217,10.211,10.106,10.249,10.217,10.133,10.209
165,M,True,10.781,10.849,10.911,10.476,10.937,10.953,10.499,11.065,11.032,10.907,10.423,10.31,10.413,10.342,10.391,10.36,10.274,10.253,10.125,10.185,10.217,10.211,10.106,10.249,10.217,10.133,10.209,10.264,10.303,10.361,10.28,10.213,10.121,10.132,10.172
166,M,True,10.937,10.953,10.499,11.065,11.032,10.907,10.423,10.31,10.413,10.342,10.391,10.36,10.274,10.253,10.125,10.185,10.217,10.211,10.106,10.249,10.217,10.133,10.209,10.264,10.303,10.361,10.28,10.213,10.121,10.132,10.172,10.086,9.793,9.9252,9.9009
167,M,False,10.211,10.106,10.249,10.217,10.133,10.209,10.264,10.303,10.361,10.28,10.213,10.121,10.132,10.172,10.086,9.793,9.9252,9.9009,9.9599,9.9586,9.9278,9.9676,10.136,9.9445,9.9627,9.7397,9.8527,9.863,9.9215,9.798,9.7902,9.8601,9.9032,9.8174,9.8124
168,M,False,28.011,34.389,6.3972,33.356,40.97,54.196,75.734,86.569,96.84,0.0,0.0,26.648,18.877,10.775,74.194,97.314,162.88,78.156,24.323,3.112,66.041,43.202,82.291,91.505,0.0,83.858,0.0,120.78,159.76,132.73,12.755,111.31,96.802,179.28,120.95
169,M,True,9.9278,9.9676,10.136,9.9445,9.9627,9.7397,9.8527,9.863,9.9215,9.798,9.7902,9.8601,9.9032,9.8174,9.8124,9.8357,9.9124,9.7496,9.913,9.8321,9.9418,10.077,9.9085,9.8863,9.8278,9.6498,9.6219,9.6366,9.5342,9.5534,9.5925,9.4693,9.4351,9.3748,9.4656
170,M,False,9.9627,9.7397,9.8527,9.863,9.9215,9.798,9.7902,9.8601,9.9032,9.8174,9.8124,9.8357,9.9124,9.7496,9.913,9.8321,9.9418,10.077,9.9085,9.8863,9.8278,9.6498,9.6219,9.6366,9.5342,9.5534,9.5925,9.4693,9.4351,9.3748,9.4656,9.1774,9.0876,9.1107,9.1294
171,M,False,9.8601,9.9032,9.8174,9.8124,9.8357,9.9124,9.7496,9.913,9.8321,9.9418,10.077,9.9085,9.8863,9.8278,9.6498,9.6219,9.6366,9.5342,9.5534,9.5925,9.4693,9.4351,9.3748,9.4656,9.1774,9.0876,9.1107,9.1294,9.1693,9.2696,9.2727,9.194,9.345,9.0952,8.9412
