,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30
1869,N,False,28.421,28.184,28.329,28.932,28.219,28.421,28.853,28.846,28.567,28.6,28.835,28.118,28.826,28.56,28.07,27.925,28.577,28.754,28.507,28.271,28.016,27.508,27.715,27.575,27.363,33.204,28.309,28.31,28.501,28.472
1870,N,False,13.991,13.646,13.9,14.713,14.552,13.745,13.452,14.426,13.96,12.995,12.833,12.028,11.604,11.039,10.778,10.381,10.258,10.13,9.7631,10.48,10.04,8.911,9.8752,8.8273,8.9017,8.2691,8.4038,7.8119,7.8419,6.4798
1871,N,False,12.93,12.547,13.089,13.885,12.13,12.08,10.043,9.6806,8.9684,9.1227,7.2602,6.7683,8.4516,9.4078,9.2363,8.0502,9.4665,6.7696,6.343,6.039,6.4115,6.3035,6.18,6.9216,7.7578,6.3552,6.3911,5.845,4.5209,4.9049
1872,N,False,57.937,57.413,57.6,57.591,57.778,57.577,57.81,57.053,57.784,57.503,57.231,57.176,58.523,58.515,57.619,55.854,55.523,57.25,56.494,56.397,57.076,56.472,57.544,58.372,57.26,57.791,58.968,58.848,58.65,57.891
1873,N,False,2.3453,2.3938,2.4803,3.1408,3.073,3.4297,4.3667,5.0587,3.5117,3.4992,3.9445,3.8779,4.1531,4.9592,3.8283,4.0991,4.3569,5.2209,5.042,5.5314,5.3292,5.7018,5.2731,5.424,5.4211,6.112,5.562,5.1615,4.8487,4.6621
1874,N,False,6.2999,4.9563,6.0402,6.3328,6.7508,5.9374,5.8915,6.842,6.6748,6.6609,6.3269,7.6639,6.2987,5.4545,5.7336,5.8323,6.3793,6.691,7.1975,6.6667,7.6698,6.9647,7.1062,7.6859,6.8663,6.788,7.6667,7.6152,8.0064,7.8428
1875,N,False,29.068,28.279,28.683,29.373,29.533,30.255,30.427,31.504,30.994,30.405,29.209,30.674,30.812,30.923,29.993,29.49,29.886,29.501,29.265,29.394,30.322,29.975,29.258,30.691,29.634,29.836,29.65,29.562,29.946,29.001
1876,N,False,6.6363,5.9396,5.817,7.1463,6.2169,4.5315,5.361,5.7569,5.3075,5.2803,5.3122,5.6257,5.5589,5.506,5.5918,6.5828,6.5134,6.7107,7.7626,8.8232,7.9727,7.6489,7.0329,6.0904,8.3193,8.4454,8.396,7.183,8.1544,7.108
1877,N,False,30.23,30.746,28.0,28.76,27.445,27.831,28.576,28.204,25.946,23.774,26.486,25.446,26.987,25.545,23.537,23.44,24.984,24.932,23.093,23.92,23.385,24.25,23.346,23.332,23.587,21.803,22.928,22.835,24.599,22.276
1878,N,False,38.055,37.654,37.669,37.802,37.198,36.933,37.004,37.543,36.539,36.587,36.441,35.957,36.696,36.234,36.096,35.965,35.764,36.504,36.81,37.23,38.297,37.538,38.083,39.699,38.903,39.701,39.249,38.301,38.375,37.967
1879,N,False,4.7791,3.7178,3.6281,3.1866,4.4118,3.4691,4.1106,3.0689,2.9545,2.7941,4.483,6.0345,7.0151,7.8844,8.6196,7.7188,7.2165,7.2443,8.1855,9.2896,10.148,10.133,10.167,8.9298,9.1673,9.3299,9.4634,8.0717,6.4935,7.8861
1880,N,False,2.821,3.1845,2.5821,3.5728,3.1826,3.2773,4.3599,4.5562,3.4826,3.1898,2.9492,3.1737,4.1171,3.981,3.5978,4.059,4.4077,4.0825,5.2969,6.3348,6.2222,7.8058,5.3048,6.5374,6.7841,7.7912,7.9053,7.5149,6.424,8.7697
1881,N,False,12.798,12.981,12.84,13.291,12.897,12.934,12.799,12.73,12.911,12.412,12.06,12.193,12.692,12.401,12.55,12.251,12.33,12.45,12.514,12.303,12.419,12.42,12.404,12.227,11.95,11.475,11.326,11.502,11.84,12.22
1882,N,False,21.348,22.381,21.254,23.412,22.748,21.452,21.952,21.276,21.872,23.345,23.455,21.451,20.417,21.494,20.965,22.122,22.276,21.723,21.056,20.207,21.113,21.949,20.377,19.911,19.726,20.445,21.523,20.697,20.266,20.294
1883,N,False,21.489,21.741,20.744,21.323,20.786,22.084,22.977,21.554,22.358,22.672,21.552,20.894,20.074,20.384,20.377,19.579,19.165,19.866,19.441,20.443,19.793,19.593,19.687,19.383,18.904,18.963,20.37,19.069,19.278,20.367
1884,N,False,6.058,3.5613,3.0642,4.7125,5.1224,5.0721,4.9086,4.7619,3.5454,4.0916,6.8286,4.0482,4.1841,4.1605,3.5264,3.4884,4.9801,4.8086,3.6744,2.4136,2.8715,3.0644,1.9195,3.4972,4.5847,4.3768,5.178,5.4079,4.2158,3.0004
1885,N,False,12.853,10.613,11.66,7.4037,7.8842,9.372,9.8788,12.075,8.351,9.5588,11.137,11.796,6.2963,4.3424,6.6586,5.9418,3.0872,7.5227,10.329,11.599,16.958,23.449,25.373,23.686,27.018,28.087,27.557,27.1,21.925,24.143
1886,N,False,38.84,38.059,37.767,38.498,37.775,35.947,35.944,34.951,36.799,36.605,38.195,40.697,41.323,41.742,42.647,42.291,43.182,43.937,39.82,41.394,40.143,38.321,38.405,40.066,41.38,38.039,37.28,33.272,33.141,36.236
1887,N,False,3.5019,1.9737,2.2222,0.0,0.0,0.0,0.0,0.0,0.0,1.6064,2.0513,6.8571,4.023,6.383,8.2569,0.0,3.2895,11.565,0.0,0.0,0.0,0.0,18.627,16.484,18.788,7.2727,11.765,4.1284,11.934,16.608
1888,N,False,2.0966,1.9444,2.7422,1.5799,3.0756,3.1429,2.5362,2.6886,4.0552,3.6269,3.7829,4.4025,3.6556,4.4046,4.5491,4.4753,3.9485,2.7142,2.9464,2.0554,1.6904,1.1152,1.7463,2.1569,1.6427,2.4515,2.4546,1.1751,1.9451,1.0274
1889,N,False,3.5933,3.5882,3.5011,4.0565,3.0563,3.5419,3.3947,3.2821,2.9089,2.8189,3.0706,3.5203,2.9993,2.9848,3.617,4.0008,3.7811,3.7483,2.99,3.6569,3.5918,4.0765,3.5476,3.6479,3.7689,4.5128,3.725,3.9539,3.4666,3.3565
1890,N,False,39.495,39.106,39.316,39.042,38.211,37.144,37.596,36.114,37.637,37.091,37.188,36.818,38.102,37.683,38.453,37.716,35.744,36.811,37.536,36.451,35.626,36.84,36.485,37.19,37.99,37.948,37.534,37.366,37.706,38.477
1891,N,False,41.943,42.4,41.949,41.898,41.31,43.097,41.95,41.699,41.486,41.183,42.333,41.94,41.753,41.807,42.442,42.321,41.122,41.728,41.646,42.371,41.151,42.362,42.614,43.252,42.468,42.781,42.028,41.461,41.55,40.96
1892,N,False,6.3898,7.0245,6.6701,6.3931,6.4387,6.1754,5.9346,5.0362,6.0486,5.635,5.8026,5.684,5.2138,6.3296,6.121,7.0769,6.182,5.6728,6.0282,6.7508,6.2978,7.2982,6.8982,6.6605,8.0184,9.0055,8.3739,6.0077,7.9849,6.0847
1893,N,False,11.593,12.365,11.875,11.362,11.735,12.524,12.17,11.888,11.566,11.485,12.249,12.355,12.911,12.113,11.0,11.689,11.585,11.456,11.416,11.899,11.58,12.051,12.066,11.21,11.2,11.176,11.56,12.06,12.94,12.264
1894,N,False,4.8206,5.3825,5.8469,5.7488,6.1679,6.6267,6.6034,5.9605,5.292,5.086,4.4755,4.0927,4.4364,5.183,5.2281,4.106,4.6749,4.725,4.6591,4.1249,5.241,4.3157,4.8937,4.9715,3.5974,4.7639,4.3478,4.576,3.8369,4.1961
1895,N,False,34.259,34.365,33.9,33.912,33.954,34.214,34.472,34.158,34.693,34.128,34.322,34.106,34.611,34.238,34.702,34.32,34.418,35.035,35.342,34.965,35.056,34.497,35.207,35.322,34.663,34.568,34.782,34.786,34.5,34.526
1896,N,False,5.2367,5.2904,5.6986,5.4413,6.0495,7.1809,7.6338,6.5819,6.787,7.2617,7.1309,7.3505,7.1883,6.3126,5.8388,5.0039,5.4282,5.6189,5.333,5.0244,5.4899,5.0859,6.0895,7.0563,7.7572,8.5173,8.7835,9.9323,10.24,10.253
1897,N,False,5.2367,5.2904,5.6986,5.4413,6.0495,7.1809,7.6338,6.5819,6.787,7.2617,7.1309,7.3505,7.1883,6.3126,5.8388,5.0039,5.4282,5.6189,5.333,5.0244,5.4899,5.0859,6.0895,7.0563,7.7572,8.5173,8.7835,9.9323,10.24,10.253
1898,N,False,36.522,35.878,36.448,35.989,35.845,35.943,35.68,35.782,35.619,36.622,36.103,35.874,35.87,35.713,35.532,35.35,35.134,34.766,34.724,35.151,34.634,34.503,34.659,34.615,35.192,34.838,34.876,34.539,34.443,33.977
1899,N,False,38.246,38.462,37.742,38.027,38.058,39.042,38.024,37.854,38.606,37.797,39.155,40.05,39.811,37.473,38.975,38.001,37.095,38.146,37.161,37.019,37.475,39.06,39.121,37.854,38.735,38.292,37.578,37.854,36.092,37.21
1900,N,False,3.0635,3.1881,3.3525,4.1083,3.3825,3.4331,2.8986,2.4518,1.5557,2.7375,0.7799,2.1777,1.4567,1.7406,1.8501,1.7225,2.0833,2.5135,2.0192,2.9091,2.7397,2.8571,2.8741,3.305,2.7505,2.6557,2.6261,3.1016,2.5109,3.4034
1901,N,False,28.948,28.985,28.755,28.912,29.017,29.356,29.287,29.308,29.26,29.374,29.384,29.261,29.133,29.32,29.174,29.255,29.329,30.087,29.867,29.857,30.07,29.674,29.728,29.761,29.498,29.413,29.431,29.657,29.64,29.944
1902,N,False,3.8948,6.4202,4.9037,6.9643,5.8824,6.8106,9.0352,7.622,8.8687,8.2211,10.796,9.3614,10.276,12.983,8.5437,13.406,11.22,10.601,11.651,13.472,11.446,12.508,14.021,13.655,12.406,12.566,11.404,11.059,7.4912,9.0129
1903,N,False,0.99882,1.9512,2.1945,3.0769,3.9851,4.8256,3.9834,2.1046,3.8015,2.8846,2.8198,4.1581,4.5884,3.0367,3.6906,3.4822,4.7768,5.1765,4.9957,4.5611,4.3215,3.3828,3.056,3.5684,2.698,1.4612,1.4431,2.7027,3.7006,2.3336
1904,N,False,5.5215,5.255,6.4054,5.3097,6.2452,6.9394,6.1129,6.4241,8.755,8.3065,9.7918,6.6667,7.6028,7.8383,8.2713,8.2008,8.8503,8.06,8.1293,8.4746,8.3851,7.6017,8.7196,7.7816,8.613,5.9158,6.2284,5.8057,6.7938,6.872
1905,N,False,1.4118,1.5097,2.1535,2.3497,1.7401,1.0235,1.5038,1.9168,1.318,1.6246,3.2475,1.3474,1.9707,0.72182,0.90293,0.89236,1.6857,1.4886,1.4997,0.98395,1.8519,0.96208,1.7775,2.0892,2.1146,1.5659,2.3021,1.7251,2.1324,3.0654
1906,N,False,1.2709,2.3662,1.6334,1.2202,1.3143,1.9005,2.5,3.5884,3.0139,1.8713,1.2695,1.7794,1.7634,2.3108,3.4596,1.8479,2.6472,3.295,3.0017,2.7663,2.2919,2.794,2.2546,2.7591,2.8149,2.6726,3.4416,4.2321,2.4832,3.7889
1907,N,False,5.4497,5.9515,5.5937,5.069,4.7838,4.852,4.8678,4.6597,4.9754,4.6835,4.5788,4.4931,4.2321,4.6406,4.9348,4.6649,5.0619,4.6767,4.4865,4.8994,5.0736,4.4443,4.4548,4.6288,4.6801,4.3058,4.7331,4.4159,5.0268,5.0286
1908,N,False,3.0959,2.9453,2.4327,2.5671,33.848,2.439,2.4828,2.7056,2.3223,2.627,2.4143,2.3308,2.0502,2.1436,1.8228,1.7155,1.8839,1.8349,1.8485,1.65,1.8394,1.822,1.6261,1.8297,1.7724,1.83,1.8961,2.079,2.2413,2.1375
1909,N,False,3.4091,3.2953,3.8462,2.6389,1.2403,3.5994,8.6103,6.6578,4.2584,8.0332,5.4381,9.0411,4.4479,4.8815,8.0207,9.4805,6.2005,6.9701,8.6111,6.2222,6.1157,6.4163,9.6961,7.3353,6.9519,1.5385,2.243,3.7671,6.1588,1.8644
1910,N,False,32.831,32.384,32.568,33.459,33.731,34.056,34.464,34.308,35.088,33.271,34.334,34.276,34.601,34.369,33.909,34.381,34.552,35.205,35.318,35.744,35.527,35.152,34.745,34.818,34.816,35.464,35.435,36.134,36.681,36.407
1911,N,False,3.4621,3.1486,3.2216,3.4211,4.8689,4.1966,3.8642,3.8506,4.4525,4.4135,4.5743,2.6798,3.8728,3.3693,4.1369,4.4415,2.6462,3.2459,1.457,1.3774,1.8678,1.203,0.97561,2.8526,2.0513,1.1438,1.1146,1.5748,2.0864,1.5337
1912,N,False,34.147,35.141,35.08,35.632,35.842,35.383,35.744,36.166,36.533,35.666,36.202,36.615,36.005,36.079,35.821,36.558,36.085,36.042,35.651,35.487,36.16,36.074,35.691,35.316,35.718,35.318,34.852,35.857,35.695,35.547
1913,N,False,10.245,9.2238,8.1218,8.0511,7.5774,6.7176,9.8999,9.7848,8.6127,10.564,9.0909,9.1138,9.3603,9.4439,9.9474,9.9904,8.7777,7.9349,7.1531,8.0847,7.998,7.37,7.3134,9.0627,6.4792,4.8806,6.7039,6.5036,8.9731,6.3599
1914,N,False,3.759,3.8879,4.4617,4.0045,4.2604,4.5396,4.6318,5.2595,5.4338,5.1227,5.6119,5.2424,5.2478,5.3496,5.1583,4.9138,4.3113,4.2107,4.6103,4.8087,4.1181,4.2553,4.2821,5.0456,4.8092,4.1993,4.2693,4.1364,4.0241,4.7587
1915,N,False,32.301,32.57,34.957,35.301,33.984,31.247,31.211,31.957,31.557,28.892,29.837,32.203,32.649,31.191,31.986,30.983,32.829,29.577,31.034,29.651,31.405,28.266,30.829,30.382,29.572,29.885,29.88,31.836,31.348,28.775
1916,N,False,24.95,24.661,24.541,23.795,24.392,24.513,23.938,24.864,24.958,25.266,25.072,25.664,24.94,25.157,25.267,25.678,24.639,25.664,25.0,24.44,26.649,25.947,25.593,26.397,26.689,26.757,26.722,26.647,26.661,26.666
1917,N,False,3.8422,3.866,4.0912,4.0373,4.6037,4.7462,4.5425,4.1999,5.1011,5.4294,5.345,5.1771,4.6067,4.6829,4.6717,5.2471,5.1014,5.8729,4.6607,5.1079,5.5217,5.4973,4.8004,5.1468,5.075,5.3232,4.6053,4.6009,4.4426,5.0107
1918,N,False,11.17,9.7418,11.902,16.447,12.36,15.08,11.757,12.853,15.511,14.741,12.581,10.644,11.491,7.8637,6.6079,8.6713,10.073,8.8033,11.447,14.09,9.3708,9.0476,8.6758,12.974,11.392,13.598,12.528,11.069,12.629,13.373
1919,N,False,47.172,45.759,45.336,45.168,46.403,46.96,46.94,47.171,46.646,46.974,46.769,47.344,47.758,47.456,47.149,47.134,47.385,47.093,47.579,47.255,47.414,47.201,46.96,46.472,46.104,45.786,45.282,45.186,45.174,44.732
1920,N,False,15.615,15.757,16.4,15.798,16.173,16.266,16.804,16.761,16.095,17.221,17.467,16.664,16.023,16.736,17.177,16.884,16.635,16.908,17.688,16.271,16.994,17.375,16.119,16.734,16.682,16.367,16.683,15.067,15.239,15.504
1921,N,False,11.309,11.173,10.018,9.0935,8.6318,11.564,6.8894,11.255,11.802,10.108,11.133,8.2777,10.38,9.7607,12.67,8.4313,7.9811,7.76,9.5059,5.9684,6.215,8.101,7.7471,7.8111,8.6385,5.4437,6.6523,7.0503,5.6738,6.2899
1922,N,False,31.123,29.957,31.281,30.466,30.555,30.828,31.505,32.143,32.154,31.901,31.042,30.333,30.35,30.31,30.232,29.017,29.432,29.415,29.508,27.802,28.083,27.593,27.461,27.455,26.923,27.54,27.063,27.087,26.941,26.193
1923,N,False,4.7588,4.2046,3.7015,3.5915,4.3785,3.7301,3.5963,3.6668,3.7533,4.1421,3.7002,3.9737,3.7631,3.5465,4.4903,4.0992,4.0665,4.5537,4.6002,5.0173,4.2697,4.323,4.2919,4.232,4.4325,4.3349,4.1996,4.4438,5.3114,4.9496
1924,N,False,8.6749,6.4857,7.4945,7.3913,6.6718,6.2317,6.8413,7.2072,6.6319,7.2072,6.9337,6.5137,4.4591,5.3091,6.0398,4.9225,4.4542,5.0935,5.3735,7.2839,4.4444,4.2206,4.8032,3.6472,4.9645,4.8184,4.4229,5.8743,5.7665,6.405
1925,N,False,13.675,13.133,11.479,12.812,11.64,11.662,11.115,12.422,12.474,13.129,11.197,10.963,11.981,13.687,13.908,12.625,11.337,11.258,12.581,13.389,15.104,13.488,13.126,13.718,15.048,15.877,13.404,12.981,13.4,13.18
1926,N,False,4.7248,4.8266,4.5183,4.3686,5.0911,4.952,5.5435,5.4569,5.5171,5.8408,4.6919,4.3676,4.4841,4.7822,5.0488,4.8749,3.4836,3.6109,3.2351,3.0291,3.0867,2.4023,2.6202,2.2091,2.7428,3.1896,3.0544,2.4991,2.3662,2.9105
1927,N,False,11.175,9.7647,7.9243,8.6647,8.8496,6.6148,6.4556,6.7879,7.982,6.6936,8.1588,8.8959,10.694,12.313,12.294,10.906,9.6623,13.141,10.905,9.4105,9.1942,11.15,10.658,8.9937,9.4012,8.2317,6.6667,7.291,8.2778,9.9583
1928,N,False,2.9276,3.6924,3.9216,4.1962,3.2565,3.3772,3.1652,2.5432,2.0907,2.0555,1.7107,1.4848,1.5976,1.6577,2.0758,2.0578,2.3111,1.324,1.6667,1.9307,1.6298,1.1864,1.346,1.4741,2.4485,1.8388,1.9193,1.4003,1.6143,1.9632
1929,N,False,19.656,19.672,20.754,20.255,19.855,22.064,23.744,21.939,20.501,19.746,20.96,22.231,18.904,18.195,17.032,14.653,17.038,15.731,15.353,14.801,14.218,16.103,13.621,13.807,13.679,12.879,14.377,15.104,13.061,11.794
1930,N,False,10.227,9.6856,9.8176,10.772,9.236,9.8561,11.572,10.537,10.178,10.45,11.883,11.602,11.951,11.884,12.418,12.473,11.571,10.621,10.334,9.2927,9.914,10.297,10.262,10.287,9.7918,10.63,10.431,9.483,9.1469,10.613
1931,N,False,30.687,30.85,30.797,30.922,31.439,31.254,31.145,30.895,30.76,30.338,30.193,29.852,29.947,30.186,29.624,29.581,29.318,29.78,29.187,29.262,30.231,30.34,30.416,30.856,30.313,31.059,29.756,30.069,29.812,30.045
1932,N,False,11.278,11.41,12.461,12.725,12.098,12.324,12.514,11.649,12.321,12.063,12.885,12.975,11.882,11.953,11.675,11.831,11.523,11.684,11.612,12.457,11.885,11.569,11.931,13.128,14.318,13.392,13.367,14.037,13.288,15.044
1933,N,False,59.374,59.548,59.038,58.752,59.232,59.384,59.584,59.989,60.448,59.694,59.94,60.816,60.476,60.225,60.669,61.135,60.563,61.165,60.113,60.062,61.383,60.101,59.886,60.962,60.412,60.595,61.045,61.174,61.155,61.011
1934,N,False,27.766,26.308,26.547,26.591,28.483,28.33,30.294,28.071,30.091,29.12,30.282,30.581,29.752,30.635,32.511,34.137,34.717,34.024,34.631,34.868,31.142,32.365,31.315,32.335,33.456,31.802,28.597,28.617,30.59,29.887
1935,N,False,8.018,8.6497,8.6957,10.144,7.3577,8.1836,6.7162,8.8018,8.8197,7.2794,6.3313,7.8807,7.662,6.5487,7.3371,7.8252,5.9013,5.4083,5.1806,5.6172,7.0776,6.9062,6.7781,6.8583,7.4876,6.8819,8.3956,7.8605,5.8528,8.3772
1936,N,False,4.7864,5.5025,5.6044,6.1549,5.8047,5.319,4.7221,4.3471,4.1695,4.7464,4.7962,5.1211,5.5521,5.2462,5.7964,5.798,4.846,4.859,4.6768,4.3604,4.8093,5.9008,4.6469,4.1602,4.493,4.0199,4.7824,4.9543,4.636,4.5757
1937,N,False,7.0855,7.9286,7.9371,9.315,9.8717,7.5787,6.3174,8.4577,8.8123,10.851,7.5771,9.3435,8.4536,8.6399,6.8474,5.5812,8.3737,7.1595,7.4023,6.2706,7.4041,5.3453,5.6673,5.8851,4.7398,6.6388,7.0545,5.8244,7.8616,6.9514
1938,N,False,24.974,25.311,25.29,27.76,26.766,25.38,27.08,25.35,25.672,25.207,23.847,24.829,25.113,24.628,25.67,24.481,25.845,24.828,24.489,25.209,24.793,24.493,26.644,27.976,28.805,29.721,30.771,29.697,29.099,28.11
1939,N,False,18.446,19.127,19.822,16.455,15.99,17.695,21.483,19.413,19.359,19.991,20.496,19.753,19.07,17.751,16.447,16.26,18.096,19.992,20.855,23.484,24.479,23.537,23.094,24.283,25.083,23.762,21.354,22.129,23.795,23.05
1940,N,False,2.0933,2.5434,3.5651,5.0532,5.6494,6.6505,6.4775,6.8284,8.2691,6.4636,6.0656,5.4384,4.8605,5.2609,4.5191,4.6115,4.2039,4.3246,3.2918,3.2319,2.5335,1.1892,1.0265,1.6958,1.1583,1.3435,2.0456,2.17,2.051,2.8313
1941,N,False,43.582,43.154,43.448,43.644,43.852,44.947,44.999,45.284,45.735,45.71,45.579,45.114,45.053,45.122,45.66,46.157,47.216,46.654,47.022,46.975,46.75,47.222,47.549,47.276,46.928,46.637,45.377,44.946,44.527,44.593
1942,N,False,13.419,13.237,12.873,13.243,13.369,13.448,13.579,12.59,12.825,13.261,14.64,13.63,12.509,11.57,10.34,11.95,9.3986,9.0845,9.4943,9.9802,10.961,12.047,9.2748,8.7781,8.595,9.4322,8.462,7.7127,9.4935,7.8644
1943,N,False,6.7789,7.0479,8.4255,9.7037,8.2233,8.7383,10.887,14.511,11.817,11.689,14.766,14.107,12.7,16.092,12.117,11.069,12.385,13.227,9.8444,10.832,12.891,9.488,9.6281,9.6304,8.4746,8.0277,6.964,5.7321,8.5678,6.703
1944,N,False,23.026,22.216,20.208,25.854,25.906,28.325,29.05,24.309,28.394,25.847,30.303,27.333,25.932,33.043,32.204,32.169,34.731,36.011,37.247,36.453,38.619,39.602,36.923,35.826,36.344,33.908,31.231,31.3,30.323,32.491
1945,N,False,33.588,33.263,32.954,32.79,32.419,32.272,32.121,32.424,32.125,31.972,31.793,31.756,31.478,31.256,31.939,31.212,30.93,31.169,31.506,31.611,32.658,32.561,32.17,32.292,33.328,32.833,33.004,32.345,31.656,31.757
1946,N,False,3.8536,3.937,3.9707,4.7161,4.6425,3.0622,3.7453,2.7514,4.7619,4.6253,4.2226,4.0703,4.8148,4.428,3.4959,5.1357,6.6986,7.4499,6.5094,8.669,6.4629,9.0688,5.7858,5.8457,5.5261,6.3878,6.8471,5.8383,6.1879,6.9099
1947,N,False,18.478,17.92,14.911,16.764,15.214,17.151,14.06,10.766,10.56,8.8959,8.3246,9.3047,9.7625,8.4357,8.3163,9.8964,8.1557,6.7933,6.3099,6.4059,5.7465,8.3006,8.871,5.9463,4.1176,6.5205,8.1209,6.5476,5.5886,4.987
1948,N,False,23.965,21.896,20.445,20.69,21.585,20.68,21.769,20.787,20.572,18.835,18.375,21.464,22.062,20.934,22.139,20.476,20.334,20.304,20.259,19.161,17.88,16.179,17.305,18.135,17.306,18.825,19.577,18.436,19.105,18.89
1949,N,False,32.706,32.87,32.906,32.946,33.062,33.481,33.718,33.236,33.325,33.911,33.653,33.477,33.467,33.683,34.098,34.444,34.651,35.06,34.971,34.878,35.418,35.072,35.202,35.153,35.445,35.13,35.191,35.472,35.836,36.062
1950,N,False,14.955,15.782,14.394,13.978,13.211,11.941,13.139,14.417,13.606,14.483,12.651,14.112,13.741,15.205,14.6,14.266,14.856,15.431,16.089,15.459,16.266,14.458,13.389,15.186,18.146,18.452,19.109,16.281,15.421,14.037
1951,N,False,40.112,39.261,40.23,40.728,39.922,39.358,39.401,39.502,39.108,39.511,39.404,38.327,38.41,38.56,36.811,37.642,37.72,37.597,36.915,36.967,36.951,37.258,37.046,37.613,36.941,36.532,35.919,36.513,36.437,36.356
1952,N,False,22.432,22.967,22.046,21.97,21.938,20.902,20.742,20.278,21.312,20.625,19.202,19.302,20.25,19.478,20.829,21.943,22.46,22.017,23.237,23.946,23.597,22.71,21.764,23.183,22.178,20.602,20.586,20.765,21.195,20.779
1953,N,False,4.7729,4.671,3.2954,4.0512,4.6704,4.5522,5.3859,3.139,3.5556,2.9118,3.2691,3.8243,4.8984,3.4196,3.6826,2.9129,3.1394,2.5725,3.0916,4.1715,3.1278,2.0743,2.5748,3.1532,2.6107,3.2113,3.1127,2.2956,3.0786,2.7523
1954,N,False,15.798,11.433,13.577,15.513,15.747,13.609,18.831,21.093,21.661,24.199,24.423,25.993,26.119,24.245,23.389,25.017,25.346,25.445,24.795,24.497,25.47,26.291,25.406,24.816,26.95,24.835,24.265,25.132,24.802,23.982
1955,N,False,7.1676,6.8568,6.523,6.7797,6.7602,6.5117,6.1174,5.5448,6.4085,5.5489,6.1065,5.1309,5.5595,5.4596,4.7301,4.8802,4.1952,5.009,4.9582,4.98,5.276,5.2604,5.8193,6.2172,5.3646,5.217,5.139,4.5722,4.5669,5.0141
1956,N,False,5.2101,6.3604,2.9514,3.1311,6.1303,2.4482,1.5748,5.3407,8.0235,6.4449,4.3825,8.3691,4.4665,3.9024,6.6351,4.3702,5.8411,8.9245,8.3333,1.5385,2.0619,3.9506,0.74627,0.54496,2.0997,5.7441,0.57143,2.2599,0.90634,3.7356
1957,N,False,32.743,32.346,32.355,32.278,32.215,32.039,32.33,32.378,32.434,31.945,31.444,32.041,32.203,32.101,32.345,31.53,32.132,31.9,31.033,31.044,30.561,30.698,29.868,30.211,30.232,30.64,31.118,31.642,30.595,30.685
1958,N,False,35.438,35.311,35.989,35.885,35.414,35.019,34.959,34.989,34.603,34.604,34.433,34.945,34.79,34.38,34.363,34.604,34.23,34.368,34.667,34.687,35.135,35.288,35.388,35.726,35.397,35.12,35.387,35.214,35.431,35.723
1959,N,False,32.735,32.186,32.843,33.515,33.097,33.266,33.05,33.331,32.915,33.168,32.608,32.719,32.225,32.507,32.018,31.863,33.046,32.745,32.646,32.494,32.646,33.201,33.074,33.164,33.337,33.342,33.106,33.266,32.951,33.208
1960,N,False,19.55,20.089,20.637,21.29,21.694,22.265,22.736,21.689,22.866,22.905,23.013,22.512,21.997,22.066,22.168,22.097,22.312,21.826,22.028,22.539,20.256,18.839,18.311,18.506,19.057,18.895,19.078,18.947,19.796,19.669
1961,N,False,50.704,50.926,51.129,50.973,51.134,51.025,50.851,51.036,50.854,50.73,51.009,50.864,51.182,51.234,51.4,51.063,50.62,50.546,50.315,50.409,50.824,50.701,51.437,51.257,51.377,51.536,51.531,51.374,51.411,51.385
1962,N,False,2.6657,2.9664,4.4636,2.5812,3.2233,3.3871,3.3011,4.0738,3.9167,3.8361,3.5616,5.0442,4.4953,3.7488,5.7922,7.6799,3.7068,3.6176,2.7658,1.8453,1.3928,3.1774,2.6239,1.8555,1.9029,3.055,3.6853,1.8634,3.5441,2.9224
1963,N,False,44.356,43.71,44.396,43.873,44.437,44.494,43.97,43.763,43.368,43.014,42.763,43.374,42.729,43.43,44.489,44.101,43.961,43.892,43.995,44.044,45.41,43.737,44.025,43.585,43.958,44.148,44.189,43.321,43.68,44.765
1964,N,False,25.467,25.775,26.157,26.282,26.713,26.814,26.978,27.428,27.518,27.829,28.089,28.242,28.34,28.01,28.137,28.242,28.363,27.992,28.166,28.395,28.326,28.339,28.895,28.592,28.234,28.848,28.785,28.969,28.998,28.355
1965,N,False,36.32,33.346,32.009,31.434,31.529,30.086,30.624,31.185,31.028,31.435,29.794,30.948,32.157,32.503,32.557,32.054,32.974,32.224,30.725,31.004,29.628,28.18,28.827,30.446,32.242,30.427,29.608,28.487,29.264,28.002
1966,N,False,22.897,22.488,22.796,23.168,24.273,23.924,24.186,24.293,23.949,23.859,24.102,24.443,24.648,24.782,23.78,22.978,23.349,23.79,23.833,23.724,24.076,24.2,22.841,23.876,23.489,23.685,23.398,23.512,23.261,23.084
