,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10
1317,B,False,1.2969e+23,1.2863e+23,1.2912e+23,1.2877e+23,1.2625e+23,1.2554e+23,1.251e+23,1.2466e+23,1.2561e+23,1.242e+23
1318,B,False,1.2839e+22,1.2591e+22,1.2765e+22,1.2639e+22,1.242e+22,1.251e+22,1.2422e+22,1.1886e+22,1.1361e+22,1.1117e+22
1319,B,False,3.1274e+22,3.2451e+22,3.3376e+22,3.4501e+22,3.5945e+22,3.6909e+22,3.7808e+22,3.7796e+22,3.9884e+22,4.0435e+22
1320,B,False,4.6672e+22,4.6178e+22,4.5941e+22,4.5705e+22,4.5122e+22,4.5526e+22,4.5668e+22,4.4657e+22,4.5057e+22,4.5928e+22
1321,B,False,7.2686e+22,7.0924e+22,6.1196e+22,5.5404e+22,5.0403e+22,4.498e+22,4.0333e+22,3.5547e+22,3.1083e+22,2.6465e+22
1322,B,False,9.0502e+22,9.018e+22,9.2035e+22,9.2437e+22,9.3369e+22,9.4995e+22,9.3102e+22,9.2308e+22,9.2694e+22,9.3165e+22
1323,B,False,2.0192e+23,2.0078e+23,1.9671e+23,1.9898e+23,1.937e+23,1.888e+23,1.9416e+23,1.9378e+23,1.9508e+23,1.932e+23
1324,B,False,6.7077e+22,6.9001e+22,7.0732e+22,7.0598e+22,7.3739e+22,7.6668e+22,8.0349e+22,8.156e+22,8.2254e+22,8.2178e+22
1325,B,False,5.0292e+22,4.8617e+22,4.8189e+22,4.8435e+22,4.8944e+22,4.7711e+22,4.787e+22,4.823e+22,4.7769e+22,4.6808e+22
1326,B,False,6.855e+21,7.0125e+21,7.1426e+21,7.8616e+21,7.5709e+21,7.6435e+21,7.1757e+21,7.5115e+21,8.3052e+21,7.8922e+21
1327,B,False,1.2547e+22,1.3387e+22,1.3418e+22,1.4096e+22,1.4748e+22,1.5098e+22,1.666e+22,1.6097e+22,1.6471e+22,1.6271e+22
1328,B,False,4.5676e+22,4.4884e+22,4.4762e+22,4.4082e+22,4.4625e+22,4.3994e+22,4.2965e+22,4.2299e+22,4.2051e+22,4.234e+22
1329,B,False,2.58e+23,2.5951e+23,2.5501e+23,2.5487e+23,2.5584e+23,2.5683e+23,2.5529e+23,2.5509e+23,2.6131e+23,2.5824e+23
1330,B,False,4.8323e+22,4.9818e+22,5.1024e+22,5.1832e+22,5.1643e+22,5.2244e+22,5.1529e+22,5.1171e+22,4.9603e+22,4.917e+22
1331,B,False,9.8464e+21,9.9135e+21,9.8457e+21,9.7816e+21,9.2201e+21,8.9147e+21,8.515e+21,8.529e+21,8.2851e+21,8.334e+21
1332,B,False,2.0181e+23,1.998e+23,1.9886e+23,1.9939e+23,2.0017e+23,1.9801e+23,1.9894e+23,1.9679e+23,1.9789e+23,1.9734e+23
1333,B,False,1.3675e+22,1.2511e+22,1.2807e+22,1.1812e+22,1.1924e+22,1.271e+22,1.1348e+22,1.592e+22,1.5252e+22,1.2014e+22
1334,B,True,4.867e+22,4.9786e+22,5.0445e+22,5.0465e+22,5.0125e+22,5.1497e+22,5.0784e+22,5.1122e+22,5.1913e+22,5.2058e+22
1335,B,False,3.8987e+22,4.3045e+22,4.7523e+22,5.1701e+22,5.4719e+22,5.6314e+22,5.9078e+22,6.1182e+22,6.3549e+22,6.5233e+22
1336,B,False,3.3321e+22,3.4046e+22,3.404e+22,3.3866e+22,3.4269e+22,3.5814e+22,3.5933e+22,3.5577e+22,3.6783e+22,3.5705e+22
1337,B,True,7.5159e+22,7.4988e+22,7.7469e+22,7.7724e+22,8.1485e+22,8.2625e+22,7.7978e+22,8.5093e+22,7.9376e+22,7.7865e+22
1338,B,False,6.2671e+21,6.251e+21,6.4045e+21,6.2537e+21,6.1396e+21,6.3996e+21,6.2626e+21,6.5319e+21,6.6176e+21,6.3635e+21
1339,B,False,7.4829e+21,7.88e+21,7.9039e+21,8.1692e+21,7.7418e+21,7.9743e+21,8.3029e+21,8.294e+21,8.3863e+21,8.5902e+21
1340,B,False,8.957e+22,9.1039e+22,9.1261e+22,9.0519e+22,9.6235e+22,1.0019e+23,9.9773e+22,1.0546e+23,1.0763e+23,1.1222e+23
1341,B,False,1.0028e+23,1.0007e+23,1.007e+23,1.0098e+23,1.009e+23,1.007e+23,1.0053e+23,1.0095e+23,1.0138e+23,1.0148e+23
1342,B,False,0.0,0.0,0.0,0.0,0.0,6.306e+18,0.0,0.0,0.0,0.0
1343,B,True,5.6617e+22,5.6352e+22,5.836e+22,6.0023e+22,5.9722e+22,6.0499e+22,6.0757e+22,5.9736e+22,6.2025e+22,6.4104e+22
1344,B,False,1.4264e+23,1.4287e+23,1.4288e+23,1.4289e+23,1.4372e+23,1.4292e+23,1.4293e+23,1.4193e+23,1.4229e+23,1.4267e+23
1345,B,False,4.2981e+22,4.2958e+22,4.2938e+22,4.2812e+22,4.2181e+22,4.2075e+22,4.2542e+22,4.2501e+22,4.2182e+22,4.1891e+22
1346,B,False,1.5073e+23,1.4948e+23,1.5006e+23,1.5113e+23,1.5103e+23,1.503e+23,1.5179e+23,1.5189e+23,1.5219e+23,1.5199e+23
1347,B,True,1.6657e+21,1.6218e+21,1.8025e+21,1.9883e+21,1.823e+21,1.8685e+21,1.8288e+21,1.8512e+21,1.8828e+21,1.8295e+21
1348,B,True,6.6007e+21,7.0276e+21,7.9445e+21,9.178e+21,9.7716e+21,1.0856e+22,1.1814e+22,1.3484e+22,1.4766e+22,1.5179e+22
1349,B,False,7.2207e+21,6.7547e+21,6.7297e+21,6.7664e+21,6.7227e+21,6.855e+21,7.0125e+21,7.1426e+21,7.8616e+21,7.5709e+21
1350,B,False,6.0125e+22,5.9698e+22,6.0857e+22,6.2279e+22,6.2087e+22,6.2608e+22,6.3058e+22,6.5442e+22,6.613e+22,6.6045e+22
1351,B,False,8.4834e+22,8.298e+22,8.2294e+22,8.1588e+22,8.0572e+22,7.9586e+22,8.306e+22,8.2716e+22,8.7058e+22,8.6735e+22
1352,B,True,8.2854e+21,8.9217e+21,8.6967e+21,8.5255e+21,8.5129e+21,8.4718e+21,8.2969e+21,8.1787e+21,7.9558e+21,7.9019e+21
1353,B,False,1.386e+23,1.4011e+23,1.4009e+23,1.4086e+23,1.4363e+23,1.4317e+23,1.4138e+23,1.43e+23,1.4447e+23,1.4569e+23
1354,B,False,9.0499e+22,8.8444e+22,8.7509e+22,8.7625e+22,8.752e+22,8.6389e+22,8.4965e+22,8.5716e+22,8.6249e+22,8.6492e+22
1355,B,False,8.7872e+22,8.9574e+22,8.9891e+22,9.1958e+22,9.349e+22,9.3493e+22,9.3826e+22,9.2156e+22,9.2619e+22,9.3114e+22
1356,B,False,7.9157e+21,8.0937e+21,9.534e+21,1.0818e+22,1.1154e+22,1.1651e+22,1.1272e+22,1.0776e+22,1.1075e+22,1.0842e+22
1357,B,True,6.6731e+22,6.9519e+22,6.9902e+22,6.9833e+22,7.0171e+22,7.0292e+22,7.0448e+22,7.2563e+22,7.3326e+22,7.3488e+22
1358,B,True,5.4685e+21,5.6762e+21,5.9364e+21,8.0317e+21,9.1277e+21,9.1436e+21,8.044e+21,9.4663e+21,1.2062e+22,8.3682e+21
1359,B,True,1.2996e+22,1.3323e+22,1.2763e+22,1.2675e+22,1.3515e+22,1.4158e+22,1.5063e+22,1.4536e+22,1.4819e+22,1.503e+22
1360,B,True,1.2946e+23,1.2973e+23,1.3036e+23,1.2989e+23,1.2814e+23,1.287e+23,1.2814e+23,1.2821e+23,1.3117e+23,1.3183e+23
1361,B,False,6.5948e+21,6.5023e+21,6.6449e+21,6.6575e+21,6.3967e+21,6.6949e+21,6.4148e+21,6.4384e+21,6.6216e+21,6.7534e+21
1362,B,False,2.6261e+22,2.2439e+22,2.6182e+22,2.7346e+22,2.7359e+22,2.626e+22,2.9639e+22,2.3587e+22,2.9177e+22,2.4211e+22
1363,B,False,3.9681e+22,4.0154e+22,4.3936e+22,4.4243e+22,4.5883e+22,4.5756e+22,4.7583e+22,4.6765e+22,4.648e+22,4.6806e+22
1364,B,False,1.5941e+23,1.5993e+23,1.6209e+23,1.635e+23,1.6538e+23,1.6529e+23,1.688e+23,1.6889e+23,1.6782e+23,1.6724e+23
1365,B,True,1.8872e+23,1.831e+23,2.006e+23,1.9679e+23,1.9413e+23,1.9758e+23,1.9178e+23,1.9664e+23,1.9338e+23,1.9674e+23
1366,B,False,4.2495e+22,4.2227e+22,4.2614e+22,4.2453e+22,4.236e+22,4.2546e+22,4.3029e+22,4.3188e+22,4.3835e+22,4.3783e+22
1367,B,False,2.1467e+22,2.0025e+22,1.9385e+22,1.8846e+22,1.8902e+22,1.8628e+22,1.9126e+22,1.9129e+22,1.9233e+22,2.0174e+22
1368,B,False,1.5526e+22,1.616e+22,1.6331e+22,1.6636e+22,1.738e+22,1.7354e+22,1.7718e+22,1.8468e+22,1.8351e+22,1.8035e+22
1369,B,False,2.4226e+21,2.3368e+21,2.3289e+21,2.1639e+21,2.0914e+21,2.0737e+21,2.2704e+21,2.3661e+21,2.1721e+21,2.052e+21
1370,B,True,2.8247e+22,2.8012e+22,2.6679e+22,2.8031e+22,2.9104e+22,3.0013e+22,3.0772e+22,3.3542e+22,3.3637e+22,3.4917e+22
1371,B,False,1.4546e+23,1.4553e+23,1.4651e+23,1.4778e+23,1.4812e+23,1.4703e+23,1.467e+23,1.4872e+23,1.5116e+23,1.5222e+23
1372,B,False,4.676e+21,6.2615e+21,5.5808e+21,7.2489e+21,9.142e+21,1.0117e+22,1.0287e+22,9.5233e+21,9.2765e+21,8.946e+21
1373,B,False,1.5502e+23,1.5697e+23,1.5917e+23,1.5909e+23,1.6045e+23,1.6038e+23,1.6097e+23,1.6117e+23,1.6073e+23,1.6073e+23
1374,B,False,6.5027e+22,6.5361e+22,6.4619e+22,6.4472e+22,6.4195e+22,6.5628e+22,6.5226e+22,6.4748e+22,6.3533e+22,6.4054e+22
1375,B,False,7.212e+22,7.0141e+22,7.1676e+22,7.3253e+22,7.3367e+22,7.4111e+22,7.5663e+22,7.5757e+22,7.5975e+22,7.464e+22
1376,B,False,1.7756e+23,1.7777e+23,1.7755e+23,1.7683e+23,1.7522e+23,1.7359e+23,1.7459e+23,1.7268e+23,1.7153e+23,1.7233e+23
1377,B,True,2.8049e+22,2.8057e+22,2.885e+22,2.9033e+22,2.8656e+22,2.8117e+22,2.7738e+22,2.843e+22,2.8023e+22,2.793e+22
1378,B,False,2.1033e+23,2.1324e+23,2.4433e+23,2.1266e+23,2.1389e+23,2.1519e+23,2.1683e+23,2.2221e+23,2.2401e+23,2.1081e+23
1379,B,True,4.1713e+22,4.1244e+22,4.1718e+22,4.0971e+22,4.1073e+22,4.056e+22,4.079e+22,4.0486e+22,4.0171e+22,4.0594e+22
1380,B,False,3.4796e+22,3.4836e+22,3.4797e+22,3.4858e+22,3.4254e+22,3.3665e+22,3.3237e+22,3.3688e+22,3.3413e+22,3.3877e+22
1381,B,False,1.2844e+22,1.3584e+22,1.3891e+22,1.3629e+22,1.4668e+22,1.4954e+22,1.443e+22,1.5169e+22,1.4641e+22,1.4519e+22
1382,B,False,3.885e+22,3.9043e+22,3.8934e+22,3.8975e+22,3.9226e+22,3.934e+22,3.9888e+22,3.9096e+22,3.9269e+22,3.9413e+22
1383,B,False,6.7255e+21,6.8273e+21,6.6188e+21,6.5858e+21,6.2802e+21,6.2457e+21,5.9788e+21,6.0985e+21,6.0393e+21,6.1836e+21
1384,B,False,4.2423e+22,4.2268e+22,4.318e+22,4.2653e+22,4.1956e+22,4.2673e+22,4.3255e+22,4.2924e+22,4.2928e+22,4.3056e+22
1385,B,False,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21,4.9717e+21,4.8242e+21,4.9137e+21,4.9917e+21,5.1299e+21
1386,B,False,5.7692e+22,5.8949e+22,5.994e+22,6.1067e+22,6.1862e+22,6.2726e+22,6.2885e+22,6.6885e+22,6.8432e+22,6.8003e+22
1387,B,False,6.0908e+21,6.5357e+21,6.3252e+21,6.154e+21,6.6188e+21,6.9975e+21,6.8172e+21,6.9748e+21,6.8711e+21,6.5362e+21
1388,B,False,8.9563e+22,8.9318e+22,8.9426e+22,9.1309e+22,9.1376e+22,9.2023e+22,9.2356e+22,9.1292e+22,9.1946e+22,9.1511e+22
1389,B,False,2.9269e+23,2.9261e+23,2.9064e+23,2.917e+23,2.9227e+23,2.9298e+23,2.9177e+23,2.9098e+23,2.9045e+23,2.9012e+23
1390,B,False,6.8873e+21,6.4357e+21,6.6323e+21,6.4723e+21,6.4644e+21,6.3763e+21,6.3008e+21,6.2824e+21,6.326e+21,6.3508e+21
1391,B,False,3.1307e+22,3.101e+22,3.032e+22,3.0295e+22,2.9953e+22,2.9843e+22,3.061e+22,3.0677e+22,3.0265e+22,3.0071e+22
1392,B,False,1.0375e+22,1.063e+22,1.0562e+22,9.8637e+21,9.5365e+21,9.9178e+21,9.5854e+21,9.9646e+21,9.6793e+21,9.3175e+21
1393,B,False,4.8903e+22,4.9171e+22,4.9789e+22,4.9606e+22,4.9056e+22,4.9106e+22,4.8439e+22,4.8854e+22,4.7803e+22,4.9364e+22
1394,B,False,4.0865e+22,4.1213e+22,4.1389e+22,4.1207e+22,4.154e+22,4.1573e+22,4.2578e+22,4.2508e+22,4.155e+22,4.0906e+22
1395,B,False,3.8029e+22,3.744e+22,3.7275e+22,3.6698e+22,3.6267e+22,3.5759e+22,3.5378e+22,3.4296e+22,3.4029e+22,3.4468e+22
1396,B,True,1.5294e+22,1.5322e+22,1.5627e+22,1.7579e+22,1.8533e+22,1.8888e+22,1.7574e+22,1.8359e+22,1.8294e+22,1.9092e+22
1397,B,False,9.8979e+22,1.0022e+23,1.0012e+23,9.9222e+22,9.8217e+22,9.8174e+22,9.5615e+22,9.6059e+22,9.579e+22,9.6707e+22
1398,B,True,2.6455e+22,2.5672e+22,2.6348e+22,2.6739e+22,2.5756e+22,2.6155e+22,2.6075e+22,2.7278e+22,2.7629e+22,3.0616e+22
1399,B,True,4.9459e+21,4.9745e+21,4.9e+21,5.0002e+21,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21,4.9717e+21
1400,B,True,4.5765e+21,4.7722e+21,4.8265e+21,4.8469e+21,4.8178e+21,4.8749e+21,4.9447e+21,4.723e+21,4.6999e+21,4.8091e+21
1401,B,False,6.4433e+21,6.5021e+21,6.4902e+21,6.4753e+21,6.4731e+21,6.6395e+21,6.3297e+21,6.2213e+21,6.4348e+21,6.1307e+21
1402,B,False,6.8056e+22,6.7305e+22,6.7372e+22,6.8306e+22,6.9051e+22,7.0583e+22,7.0053e+22,7.0926e+22,7.0157e+22,7.0268e+22
1403,B,False,8.4205e+21,8.415e+21,8.476e+21,8.5823e+21,8.6585e+21,8.3064e+21,8.5762e+21,8.7242e+21,8.6425e+21,8.4825e+21
1404,B,False,1.1619e+23,1.1599e+23,1.1702e+23,1.1836e+23,1.1837e+23,1.1895e+23,1.2108e+23,1.2064e+23,1.2021e+23,1.2132e+23
1405,B,False,9.2387e+21,9.215e+21,9.9461e+21,9.9735e+21,1.1154e+22,1.1311e+22,1.1458e+22,1.1296e+22,1.1667e+22,1.1641e+22
1406,B,False,1.7076e+23,1.709e+23,1.7252e+23,1.727e+23,1.7363e+23,1.7528e+23,1.7455e+23,1.7446e+23,1.7491e+23,1.7557e+23
1407,B,False,1.4887e+23,1.4803e+23,1.4758e+23,1.4893e+23,1.4763e+23,1.4931e+23,1.5025e+23,1.5005e+23,1.5106e+23,1.5199e+23
1408,B,False,8.3282e+23,8.4078e+23,8.311e+23,8.3841e+23,8.304e+23,8.4e+23,8.3638e+23,8.3477e+23,8.3445e+23,8.4077e+23
1409,B,False,1.1513e+21,1.6657e+21,1.731e+21,1.6659e+21,2.0711e+21,2.6174e+21,2.6412e+21,2.5845e+21,2.9123e+21,2.8362e+21
1410,B,False,3.7614e+23,3.7307e+23,3.7017e+23,3.7487e+23,3.7295e+23,3.7189e+23,3.7137e+23,3.7974e+23,3.6819e+23,3.6614e+23
1411,B,False,5.3593e+23,5.3824e+23,5.3933e+23,5.3746e+23,5.3411e+23,5.3418e+23,5.4051e+23,5.4046e+23,5.4469e+23,5.4556e+23
1412,B,False,1.0632e+23,1.0655e+23,1.0553e+23,1.0522e+23,1.0486e+23,1.0476e+23,1.0562e+23,1.0402e+23,1.0281e+23,1.0364e+23
1413,B,False,2.6465e+22,2.2744e+22,2.3395e+22,1.8635e+22,1.116e+22,8.5779e+21,7.2024e+21,4.2521e+21,1.8935e+21,1.7286e+21
1414,B,False,3.7496e+22,3.7974e+22,3.8201e+22,3.7946e+22,3.8198e+22,3.8917e+22,3.8436e+22,3.9534e+22,3.9348e+22,3.9508e+22
1415,B,False,5.64e+23,5.6285e+23,5.5975e+23,5.6029e+23,5.5949e+23,5.6334e+23,5.5968e+23,5.6038e+23,5.6121e+23,5.5778e+23
1416,B,False,2.7904e+23,2.7906e+23,2.793e+23,2.7845e+23,2.7685e+23,2.7597e+23,2.7474e+23,2.7461e+23,2.7377e+23,2.7402e+23
1417,B,False,3.5099e+21,3.4607e+21,3.5483e+21,3.3984e+21,3.5303e+21,2.9592e+21,3.0827e+21,2.7977e+21,2.9822e+21,2.8459e+21
1418,B,False,2.0318e+22,1.9946e+22,2.0023e+22,1.9677e+22,2.0092e+22,2.0159e+22,2.0817e+22,2.0756e+22,2.0814e+22,2.03e+22
1419,B,False,5.7727e+22,5.7124e+22,5.7595e+22,5.6973e+22,5.6427e+22,5.508e+22,5.7013e+22,5.8519e+22,6.1859e+22,5.8938e+22
1420,B,False,2.6099e+22,2.5768e+22,2.6163e+22,2.6026e+22,2.6044e+22,2.5676e+22,2.5271e+22,2.5416e+22,2.5703e+22,2.5507e+22
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,7.8936e+21,7.8877e+21,7.5249e+21,7.6728e+21,7.7244e+21,7.6179e+21,7.6108e+21,7.7721e+21,7.8045e+21,7.7549e+21
1423,B,False,1.4302e+23,1.4475e+23,1.4531e+23,1.4475e+23,1.4654e+23,1.4691e+23,1.4899e+23,1.513e+23,1.5069e+23,1.5004e+23
1424,B,False,2.7695e+22,2.7417e+22,2.6757e+22,2.7066e+22,2.6164e+22,2.6551e+22,2.6878e+22,2.7854e+22,2.8487e+22,3.0389e+22
1425,B,False,5.9156e+23,5.9434e+23,6.0051e+23,6.0346e+23,6.0563e+23,6.0433e+23,6.0544e+23,6.0807e+23,6.1136e+23,6.1044e+23
1426,B,False,5.6567e+22,5.6306e+22,5.5389e+22,5.5074e+22,5.472e+22,5.3309e+22,5.2932e+22,5.35e+22,5.2357e+22,5.1688e+22
1427,B,False,2.1183e+22,2.3249e+22,2.4182e+22,2.6692e+22,2.9031e+22,3.0425e+22,3.2327e+22,3.7921e+22,3.8242e+22,4.106e+22
1428,B,False,3.032e+22,3.0295e+22,2.9953e+22,2.9843e+22,3.061e+22,3.0677e+22,3.0265e+22,3.0071e+22,2.9266e+22,2.8968e+22
1429,B,False,2.1564e+23,2.1592e+23,2.1505e+23,2.1413e+23,2.1512e+23,2.15e+23,2.1516e+23,2.1484e+23,2.1499e+23,2.1547e+23
1430,B,False,2.9843e+22,3.061e+22,3.0677e+22,3.0265e+22,3.0071e+22,2.9266e+22,2.8968e+22,2.9018e+22,2.9205e+22,2.9368e+22
1431,B,False,6.6485e+21,6.4544e+21,6.3742e+21,6.2419e+21,6.4229e+21,6.1715e+21,6.0369e+21,6.1345e+21,5.9898e+21,5.8057e+21
1432,B,False,8.6053e+22,8.4601e+22,8.5005e+22,8.4624e+22,8.4878e+22,8.36e+22,8.5902e+22,8.4704e+22,8.4784e+22,8.4896e+22
1433,B,False,6.1415e+22,6.0936e+22,6.1957e+22,6.106e+22,6.0549e+22,5.9902e+22,6.1149e+22,5.9815e+22,5.9311e+22,5.7747e+22
1434,B,False,1.4822e+22,1.4877e+22,1.4525e+22,1.5053e+22,1.4986e+22,1.4861e+22,1.4862e+22,1.4654e+22,1.4374e+22,1.3953e+22
1435,B,False,1.7016e+22,1.7044e+22,1.7574e+22,1.757e+22,1.776e+22,1.74e+22,1.881e+22,1.8927e+22,1.8088e+22,1.8642e+22
1436,B,False,3.7058e+23,3.7179e+23,3.7404e+23,3.7587e+23,3.7537e+23,3.7421e+23,3.7139e+23,3.7069e+23,3.6983e+23,3.6872e+23
1437,B,False,1.2214e+22,1.2343e+22,1.3103e+22,1.2985e+22,1.2527e+22,1.2969e+22,1.3082e+22,1.2955e+22,1.3073e+22,1.3776e+22
1438,B,False,6.4592e+21,6.2449e+21,6.2947e+21,6.364e+21,6.0774e+21,6.2142e+21,6.0588e+21,6.1953e+21,6.0377e+21,6.1892e+21
1439,B,False,2.0611e+21,3.0886e+21,4.2799e+21,5.5506e+21,5.6854e+21,5.9639e+21,6.4735e+21,7.0036e+21,7.6585e+21,7.7487e+21
1440,B,False,6.0293e+22,6.2121e+22,6.247e+22,6.3038e+22,6.2557e+22,6.2147e+22,6.1303e+22,6.2137e+22,6.3942e+22,6.2711e+22
1441,B,False,1.3216e+23,1.3104e+23,1.3182e+23,1.3066e+23,1.3207e+23,1.3098e+23,1.3342e+23,1.3027e+23,1.2887e+23,1.2728e+23
1442,B,False,2.8187e+23,2.7976e+23,2.7946e+23,2.7651e+23,2.7555e+23,2.7432e+23,2.7439e+23,2.7614e+23,2.7705e+23,2.7677e+23
1443,B,False,8.7586e+22,8.7068e+22,8.8275e+22,8.724e+22,8.884e+22,8.9069e+22,8.8748e+22,8.8895e+22,8.8568e+22,8.8902e+22
1444,B,False,4.9208e+22,4.8456e+22,5.0579e+22,5.0237e+22,5.1308e+22,5.0612e+22,5.1511e+22,5.3923e+22,5.3882e+22,5.3362e+22
1445,B,True,1.4262e+23,1.4392e+23,1.437e+23,1.439e+23,1.4326e+23,1.4323e+23,1.4275e+23,1.4342e+23,1.4229e+23,1.4134e+23
1446,B,False,9.8298e+22,9.9254e+22,9.8844e+22,9.8807e+22,9.812e+22,9.8359e+22,9.667e+22,9.3796e+22,9.4531e+22,9.3286e+22
1447,B,False,7.7193e+21,6.9487e+21,7.4611e+21,8.6575e+21,8.6932e+21,9.4661e+21,9.1103e+21,9.9074e+21,9.0282e+21,9.2387e+21
1448,B,True,8.4768e+21,8.7222e+21,8.7824e+21,8.8762e+21,8.7823e+21,8.4376e+21,9.1351e+21,8.7381e+21,9.1251e+21,9.5832e+21
1449,B,False,7.5291e+22,7.64e+22,7.6606e+22,7.642e+22,7.8975e+22,7.8429e+22,7.6151e+22,7.6976e+22,7.8145e+22,7.8204e+22
1450,B,False,2.4914e+22,2.5086e+22,2.5515e+22,2.5158e+22,2.5206e+22,2.5333e+22,2.5019e+22,2.5733e+22,2.5971e+22,2.5616e+22
1451,B,False,1.5315e+22,1.7984e+22,1.9302e+22,2.0284e+22,2.1075e+22,2.1737e+22,3.3774e+22,2.4201e+22,2.4469e+22,2.4582e+22
1452,B,True,2.4755e+22,2.4295e+22,2.4167e+22,2.4179e+22,2.4342e+22,2.3953e+22,2.4328e+22,2.411e+22,2.5647e+22,2.5539e+22
1453,B,False,5.6314e+21,5.6158e+21,5.4297e+21,5.413e+21,5.8195e+21,5.57e+21,5.5456e+21,5.5307e+21,5.5657e+21,5.6069e+21
1454,B,False,3.2155e+23,3.2453e+23,3.225e+23,3.2037e+23,3.2251e+23,3.2007e+23,3.179e+23,3.157e+23,3.1856e+23,3.1649e+23
1455,B,False,7.2613e+22,7.3717e+22,7.4077e+22,7.5701e+22,7.7326e+22,7.9117e+22,8.0309e+22,8.1513e+22,8.3001e+22,8.3706e+22
1456,B,False,1.3504e+23,1.339e+23,1.3381e+23,1.3324e+23,1.3442e+23,1.3583e+23,1.3731e+23,1.3574e+23,1.3622e+23,1.3635e+23
1457,B,False,3.8977e+23,3.9012e+23,3.9104e+23,3.8946e+23,3.8916e+23,3.8629e+23,3.8668e+23,3.8846e+23,3.8938e+23,3.8777e+23
1458,B,False,1.8047e+22,1.7906e+22,1.7428e+22,1.8227e+22,1.804e+22,1.7923e+22,1.8051e+22,1.8063e+22,1.8441e+22,1.8366e+22
1459,B,True,1.0422e+22,1.0403e+22,1.0358e+22,1.0779e+22,1.0401e+22,1.0795e+22,1.0706e+22,1.0659e+22,1.0803e+22,1.0729e+22
1460,B,False,2.9177e+22,2.9724e+22,3.1576e+22,3.1701e+22,3.1221e+22,3.1249e+22,3.0981e+22,3.0551e+22,3.0428e+22,2.997e+22
1461,B,False,1.4796e+23,1.5206e+23,1.5594e+23,1.6162e+23,1.6257e+23,1.6445e+23,1.6784e+23,1.7151e+23,1.7356e+23,1.7443e+23
1462,B,False,4.323e+21,4.5333e+21,4.3793e+21,4.3041e+21,4.35e+21,4.3771e+21,4.4797e+21,4.5545e+21,4.3996e+21,4.3599e+21
1463,B,False,6.4572e+23,6.467e+23,6.4525e+23,6.4393e+23,6.431e+23,6.4374e+23,6.3942e+23,6.3829e+23,6.3854e+23,6.3863e+23
1464,B,False,4.669e+21,4.7691e+21,4.7427e+21,4.6903e+21,4.4096e+21,4.2997e+21,4.3318e+21,4.1608e+21,4.1609e+21,3.812e+21
1465,B,False,1.4606e+22,1.4454e+22,1.5026e+22,1.1264e+22,1.2307e+22,1.159e+22,1.1718e+22,1.1396e+22,1.1556e+22,1.0997e+22
1466,B,True,4.1888e+22,4.3141e+22,4.3345e+22,4.3247e+22,4.3957e+22,4.465e+22,4.4503e+22,4.4795e+22,4.359e+22,4.4503e+22
1467,B,False,1.7303e+23,1.7266e+23,1.7346e+23,1.719e+23,1.7223e+23,1.7103e+23,1.7039e+23,1.7107e+23,1.6824e+23,1.6593e+23
1468,B,False,3.1428e+22,3.1655e+22,3.1432e+22,3.1314e+22,3.1423e+22,3.1353e+22,3.0669e+22,3.0759e+22,3.0482e+22,2.9662e+22
1469,B,False,8.2177e+22,8.404e+22,8.3032e+22,8.1527e+22,8.4253e+22,8.7781e+22,8.8263e+22,8.9201e+22,9.0281e+22,9.0598e+22
1470,B,False,1.7907e+22,1.8769e+22,1.9239e+22,1.9155e+22,1.7888e+22,1.7439e+22,1.691e+22,1.7157e+22,1.6793e+22,1.5911e+22
1471,B,False,4.6038e+22,4.6105e+22,4.555e+22,4.5765e+22,4.6822e+22,4.5562e+22,4.4541e+22,4.5117e+22,4.4254e+22,4.4366e+22
1472,B,False,3.004e+22,3.1405e+22,3.2255e+22,3.1721e+22,3.0766e+22,3.1409e+22,3.1341e+22,3.1683e+22,3.2463e+22,3.262e+22
1473,B,False,1.2077e+23,1.2082e+23,1.1979e+23,1.1832e+23,1.1816e+23,1.1728e+23,1.1823e+23,1.1836e+23,1.1823e+23,1.1796e+23
1474,B,False,3.8915e+22,3.9047e+22,3.9324e+22,3.9251e+22,4.0197e+22,3.9932e+22,3.9067e+22,3.8499e+22,3.8639e+22,3.8038e+22
1475,B,True,2.1608e+23,2.1498e+23,2.1441e+23,2.1343e+23,2.1347e+23,2.1402e+23,2.1347e+23,2.1226e+23,2.1253e+23,2.1229e+23
1476,B,False,7.3766e+22,7.4566e+22,7.4289e+22,7.3803e+22,7.4526e+22,7.4232e+22,7.3911e+22,7.5279e+22,7.5581e+22,7.5213e+22
1477,B,False,8.2214e+22,8.1071e+22,8.1987e+22,8.1528e+22,8.2283e+22,8.448e+22,8.4294e+22,8.3273e+22,8.2889e+22,8.3708e+22
1478,B,False,5.0722e+23,5.0735e+23,5.064e+23,5.0332e+23,5.0391e+23,5.0608e+23,5.0466e+23,5.0195e+23,5.0104e+23,5.0135e+23
