,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10
227,M,True,-0.01263,0.77863,1.9152,1.2748,1.2767,0.93826,1.4256,0.81698,0.98032,0.68991
228,M,True,-0.061125,-0.037883,-0.054012,0.00175,-0.0083667,-0.033141,-0.11875,-0.070109,-0.17001,-0.10301
229,M,True,0.1115,0.15762,0.07233,-0.027514,-0.079988,0.051823,-0.050083,0.15096,-0.064115,0.012523
230,M,False,0.26757,0.22982,0.016727,0.30026,0.069187,-0.05477,0.14588,0.089672,0.11265,0.053998
231,M,True,0.097049,0.066649,0.16216,0.018623,0.11748,0.28092,0.26609,0.41853,0.201,0.38106
232,M,False,0.13839,0.10611,0.019796,-0.10071,-0.03519,0.090803,0.12919,0.109,0.074337,0.094672
233,M,False,0.20646,0.25077,0.24204,0.28317,0.26416,0.31048,0.25258,0.24126,0.25503,0.33936
234,M,True,0.31136,0.21654,0.46462,0.44029,0.54375,0.56239,0.51019,0.52145,0.48767,0.48051
235,M,False,0.18524,0.23394,0.20526,0.14313,0.23517,0.22572,0.32266,0.29667,0.28876,0.26057
236,M,False,0.34745,0.27559,0.32023,0.26518,0.23907,0.15967,0.24722,0.23046,0.30376,0.34014
237,M,False,-0.077114,-0.068528,-0.055094,-0.080451,-0.057081,-0.03558,-0.021843,-0.036759,-0.05916,-0.011835
238,M,False,0.12113,0.037485,0.063636,-0.090749,-0.12096,-0.038477,0.0053453,-0.034235,0.022005,-0.024731
239,M,False,-0.13275,-0.1551,-0.18908,-0.12057,-0.1229,-0.14653,-0.19046,-0.15695,-0.14791,-0.15773
240,M,True,-0.039181,0.001399,-0.04058,0.00080999,-0.027278,-0.035493,-0.048956,-0.06818,-0.085025,-0.092861
241,M,False,-0.068754,-0.05426,-0.079768,-0.092801,-0.097091,-0.087825,-0.079311,-0.053394,-0.077706,-0.055452
242,M,True,0.18148,0.16969,0.22514,0.19696,0.15652,0.15427,0.16847,0.213,0.21371,0.11706
243,M,False,0.17286,0.062146,0.033395,0.096487,0.10586,0.092684,0.13885,0.11248,0.1821,0.24012
244,M,False,0.27666,0.13852,0.37664,0.47234,0.497,0.34996,0.43415,0.24566,0.60316,0.39502
245,M,False,0.33775,0.34573,0.42726,0.41218,0.42716,0.39887,0.4402,0.44334,0.42181,0.47926
246,M,False,0.057785,0.075566,0.040018,0.067314,0.07815,0.10829,0.12502,0.11144,0.087598,0.17028
247,M,False,-0.13295,-0.038834,-0.017184,-0.010163,-0.038805,-0.059696,0.062349,0.075183,0.002397,0.029891
248,M,False,0.15636,0.16809,0.14403,0.18226,0.19904,0.28252,0.25848,0.18301,0.15675,0.20055
249,M,False,0.11926,0.091264,0.11998,0.18328,0.1691,0.15553,0.12071,0.19541,0.14382,0.15653
250,M,False,-0.17608,-0.22707,-0.17551,-0.22345,-0.20474,-0.26267,-0.20803,-0.28289,-0.31265,-0.24085
251,M,True,-0.079326,-0.097137,-0.039127,-0.073233,-0.046112,0.022169,-0.0085488,-0.10985,-0.10696,-0.055397
252,M,False,-0.084948,-0.052669,-0.0031232,-0.081567,-0.13686,-0.18017,-0.06059,-0.046129,-0.12593,-0.14663
253,M,False,-0.12111,-0.074293,-0.16292,-0.12896,-0.14541,-0.16754,-0.17345,-0.12697,-0.13155,-0.11527
254,M,False,-0.60242,-0.57587,-0.58383,-0.69538,-0.56968,-0.52061,-0.52257,-0.47946,-0.45005,-0.48232
255,M,False,-0.15449,-0.21456,-0.19314,-0.24178,-0.22606,-0.26679,-0.30146,-0.25378,-0.30355,-0.35497
256,M,False,-0.33736,-0.30879,-0.27053,-0.30777,-0.26341,-0.25423,-0.21563,-0.23376,-0.21332,-0.26169
257,M,False,-0.74417,-0.78253,-0.89931,-0.79001,-0.83884,-0.78409,-0.68621,-0.77906,-0.72431,-0.75915
258,M,False,-0.12469,-0.10102,-0.035644,-0.060874,-0.077799,0.093863,0.012717,0.072507,0.02815,0.13417
259,M,False,-0.16839,-0.05733,-0.031752,-0.17788,-0.02774,-0.077305,-0.043609,-0.04409,-0.058799,-0.046168
260,M,False,0.21925,0.32948,0.29711,0.26789,0.35082,0.19229,0.2481,0.2996,0.36586,0.21586
261,M,True,0.27685,0.23052,0.19688,0.15727,0.19105,0.32876,0.30969,0.45692,0.38587,0.38768
262,M,False,0.15727,0.19105,0.32876,0.30969,0.45692,0.38587,0.38768,0.43163,0.37424,0.34574
263,M,False,0.11544,0.019925,0.010009,0.067276,0.16045,0.13461,0.11299,0.31017,0.16984,0.24815
264,M,False,-0.085383,-0.051835,-0.025109,-0.023016,-0.059514,-0.077673,-0.058389,-0.054487,-0.0045133,0.090996
265,M,True,0.32827,0.34079,0.39352,0.28917,0.38258,0.38199,0.36649,0.38924,0.42278,0.39496
266,M,False,0.12757,0.20753,0.19038,0.21714,0.13857,0.18479,0.17357,0.21131,0.253,0.25379
267,M,True,0.14133,0.12235,0.090668,0.1014,0.1984,0.13742,0.1487,0.10131,0.096504,0.11056
268,M,False,0.21668,0.28303,0.17437,0.24451,0.28028,0.24533,0.25514,0.18996,0.21567,0.1837
269,M,True,0.31412,0.337,0.36826,0.34815,0.3652,0.27006,0.35031,0.31295,0.30921,0.32689
270,M,True,0.22973,0.19751,0.19968,0.19804,0.19224,0.20949,0.22924,0.21692,0.27455,0.24398
271,M,False,0.1849,0.15943,0.18742,0.2443,0.25381,0.25942,0.22888,0.26599,0.28597,0.25445
272,M,False,0.18742,0.2443,0.25381,0.25942,0.22888,0.26599,0.28597,0.25445,0.21366,0.26481
273,M,False,0.15863,0.20066,0.1897,0.13439,0.14731,0.14269,0.16399,0.13295,0.15597,0.14923
274,M,False,0.35628,0.38674,0.4621,0.44648,0.4576,0.36861,0.41363,0.45254,0.44785,0.33175
275,M,False,0.44648,0.4576,0.36861,0.41363,0.45254,0.44785,0.33175,0.46946,0.48146,0.44689
276,M,True,0.0,0.0,0.0,0.0,0.0,2.5459,0.22731,1.4508,0.19137,1.5626
277,M,True,-0.25187,-0.062384,-0.090912,-0.22209,-0.06826,0.045927,0.26258,0.1058,0.14043,-0.23981
278,M,True,0.21979,0.0022181,-0.024008,-0.021503,0.10816,0.094509,0.09888,0.31551,0.22244,0.14052
279,M,False,-0.22943,-0.024,-0.044212,0.047296,-0.020689,-0.10427,-0.0407,-0.016036,-0.11754,-0.12095
280,M,False,-0.10999,-0.066691,-0.0551,-0.016907,-0.10199,-0.022561,-0.010761,-0.0036032,-0.095115,-0.13637
281,M,False,-0.095115,-0.13637,0.0036132,-0.030135,0.072469,-0.042019,-0.082838,-0.080957,0.022425,0.059222
282,M,False,-0.0039367,-0.028924,-0.12501,-0.14594,-0.21991,-0.25037,-0.15152,-0.22008,-0.048308,-0.15698
283,M,True,0.16387,0.20895,0.25953,0.23742,0.21842,0.24376,0.17341,0.14885,0.18729,0.16081
284,M,False,0.20637,0.15138,0.14568,0.16363,0.17444,0.15698,0.15172,0.13185,0.13451,0.11589
285,M,False,0.095502,0.066695,0.10249,0.10979,0.079708,0.050355,0.11371,0.074821,0.093484,0.10779
286,M,False,0.057317,0.067461,0.11013,0.064713,0.077017,0.086105,0.057941,0.019387,0.061801,0.023469
287,M,True,-0.11317,-0.056441,-0.071245,-0.033964,0.044114,-0.011736,-0.045563,-0.079857,-0.059621,-0.014407
288,M,False,-0.071245,-0.033964,0.044114,-0.011736,-0.045563,-0.079857,-0.059621,-0.014407,-0.06583,-0.10056
289,M,False,0.054537,0.0064939,0.017237,0.053041,0.082101,0.044421,0.097924,0.081539,0.086346,0.075373
290,M,False,-0.068909,-0.10162,-0.11011,-0.18029,-0.15342,-0.13796,-0.08069,-0.11983,-0.061516,0.041749
291,M,False,0.088524,0.065207,0.078155,0.11412,0.132,0.11016,0.13443,0.13351,0.091784,0.13136
292,M,True,0.23402,0.16477,0.21571,0.22372,0.18551,0.17826,0.13651,0.21092,0.1142,0.14698
293,M,False,0.21958,0.21172,0.2053,0.20462,0.17618,0.19037,0.12946,0.18731,0.14193,0.15543
294,M,True,-0.16647,-0.21534,-0.20297,-0.16618,-0.15082,-0.15093,-0.14158,-0.20293,-0.16689,-0.14141
295,M,True,-0.046353,-0.055285,-0.058673,-0.051203,-0.048244,-0.090034,-0.08471,-0.10037,-0.12106,-0.12675
296,M,True,-0.15097,-0.22787,-0.15475,-0.16619,-0.2283,-0.18826,-0.19406,-0.1466,-0.12359,-0.08797
297,M,True,-0.13285,-0.17441,-0.18302,-0.17693,-0.15689,-0.13779,-0.12755,-0.1284,-0.13494,-0.089951
298,M,True,-0.1072,-0.097228,-0.036413,-0.075614,-0.085177,-0.01307,-0.01686,-0.004526,-0.040922,0.015641
299,M,False,0.096369,0.11502,0.22464,0.21089,0.22898,0.18292,0.24275,0.24272,0.14672,0.12346
300,M,False,-0.066436,0.053286,0.059555,0.089697,0.1503,0.16322,-0.062734,0.19487,0.071992,0.23514
301,M,False,-0.090685,-0.050006,-0.027034,-0.04546,-0.021609,-0.036584,-0.03228,0.0091793,-0.029443,0.0030324
302,M,False,0.0015874,-0.0060267,0.0093338,0.0039132,-0.011058,-0.021501,-0.015726,0.0015702,-0.0089158,0.0044721
303,M,True,0.21011,0.13105,0.25866,0.32137,0.24707,0.28129,0.19674,0.13332,0.15756,0.1983
304,M,True,0.006111,0.12674,0.13157,0.11143,0.17059,0.19207,0.24727,0.18433,0.29337,0.16619
305,M,False,0.1099,0.12492,0.15416,0.074978,0.16993,0.18288,0.18649,0.0603,-0.03308,-0.038335
306,M,False,-0.33218,-0.37748,-0.33484,-0.39425,-0.82475,-0.41479,-0.68137,-0.50924,-0.4358,-0.74656
307,M,True,-0.09879,-0.079117,-0.19478,-0.14689,-0.13089,-0.13605,-0.13449,-0.092894,-0.060874,-0.093138
308,M,False,-0.1502,-0.17733,-0.18092,-0.18367,-0.18831,-0.16713,-0.23181,-0.20061,-0.14049,-0.13099
309,M,False,-0.14156,-0.19077,-0.19723,-0.19432,-0.25422,-0.1571,-0.21113,-0.2393,-0.32012,-0.33594
310,M,True,-0.041392,-0.020599,0.11403,-0.011272,0.09574,0.054765,0.087622,-0.017372,0.023361,0.088284
311,M,False,-0.034616,-0.052566,-0.062655,-0.10807,-0.1139,0.11677,0.033171,-0.019907,-0.07245,0.083778
312,M,True,0.109,0.1245,0.048269,0.094103,0.069291,0.036069,-0.072601,-0.094849,-0.053748,-0.11729
313,M,False,0.094103,0.069291,0.036069,-0.072601,-0.094849,-0.053748,-0.11729,-0.13902,-0.17558,-0.11008
314,M,False,0.00010318,0.028995,0.032126,0.050852,0.09689,0.064263,0.09821,0.099931,0.11794,0.12115
315,M,True,-0.30819,-0.27107,-0.28265,-0.30961,-0.21163,-0.22723,-0.2387,-0.17655,-0.15284,-0.13301
316,M,False,-0.086002,-0.14348,-0.14065,-0.17111,-0.15093,-0.090753,-0.18721,-0.10046,-0.18132,-0.20422
317,M,False,-0.15745,-0.11861,-0.18256,-0.1397,-0.11539,-0.11054,-0.1172,-0.12446,-0.12461,-0.11249
318,M,False,-0.14682,-0.13443,-0.17498,-0.21749,-0.19726,-0.23005,-0.24338,-0.27099,-0.24275,-0.25692
319,M,False,0.35766,0.39288,0.43097,0.43427,0.49189,0.51587,0.53344,0.41183,0.50443,0.4952
320,M,True,0.28729,0.30976,0.29718,0.25985,0.29613,0.25666,0.25027,0.24859,0.20151,0.24002
321,M,False,0.15072,0.15723,0.15212,0.098625,0.18288,0.15851,0.21364,0.13039,0.046159,0.10239
322,M,True,-0.3448,-0.38362,-0.31559,-0.33995,-0.31603,-0.33609,-0.35952,-0.32776,-0.32473,-0.31885
323,M,True,0.20243,0.10234,0.14173,0.17393,0.19733,0.15374,0.13353,0.16968,0.17677,0.18234
324,M,True,-0.041684,-0.0078515,-0.026756,0.013645,0.010951,0.0024218,-0.023913,0.019744,-0.031011,-0.040974
325,M,False,0.034335,0.040924,-0.0034321,-0.0072917,0.031754,0.024076,0.015967,0.030977,0.036728,0.017251
326,M,False,0.0094474,0.00064973,0.013602,0.032633,-0.013806,-0.00055167,-0.043882,-0.038509,-0.023789,-0.0032126
327,M,False,-0.098283,-0.14894,-0.045466,-0.031549,-0.031225,-0.030944,-0.028793,-0.058312,-0.06812,-0.043184
328,M,False,0.13055,0.050658,0.11228,0.22266,0.15227,0.0038674,0.14179,0.11332,0.029837,0.0023905
329,M,True,0.1948,0.16547,0.17195,0.14942,0.12838,0.13598,0.15502,0.16633,0.18763,0.15822
330,M,False,-0.18739,-0.17543,-0.22919,-0.2247,-0.12582,-0.17047,-0.15871,-0.034283,-0.20839,-0.23337
331,M,False,-0.097122,-0.098008,-0.142,-0.10382,-0.089987,-0.098391,-0.060352,-0.035589,-0.041723,-0.021739
332,M,False,-0.5578,-0.63457,-0.024667,-0.0079241,0.2144,0.80301,0.15225,0.18023,0.65618,0.60727
333,M,False,1.1428,0.97148,0.99676,0.98162,0.90402,0.95958,0.65342,0.73,0.6804,0.62458
334,M,False,0.27118,0.28109,0.26344,0.19679,0.24078,0.27281,0.40992,0.19869,0.14694,0.16842
335,M,False,0.27281,0.40992,0.19869,0.14694,0.16842,0.25842,0.24486,0.12769,0.05563,0.12927
336,M,False,0.21247,-0.0072474,0.24663,0.37504,0.294,0.21216,0.17458,0.26109,0.23723,0.24537
337,M,False,0.22495,0.12528,0.1575,0.14727,0.16166,-0.019693,0.11643,-0.025061,0.097769,0.0053368
338,M,True,-0.045659,-0.053362,-0.060827,-0.042273,-0.020176,-0.052276,-0.023574,-0.055012,-0.043885,-0.010487
339,M,False,-0.055012,-0.043885,-0.010487,-0.027934,-0.029195,-0.012923,-0.064285,0.001386,-0.029398,-0.01282
340,M,False,-0.036864,-0.043065,-0.028395,-0.090755,-0.036074,-0.019669,-0.053811,0.013014,-0.0025097,0.018524
341,M,True,0.077555,0.10731,0.12147,0.10501,0.1221,0.10385,0.10988,0.15378,0.12452,0.1301
342,M,False,0.090009,0.09463,0.066822,0.10928,0.07135,0.091294,0.10552,0.11723,0.14307,0.14398
343,M,True,0.17779,0.11127,0.061481,0.013027,0.13109,0.10874,0.031146,0.0065331,0.005686,0.08885
344,M,True,0.17762,0.18438,0.14502,0.15358,0.18791,0.18099,0.17098,0.1505,0.19201,0.21154
345,M,False,0.17904,0.16616,0.1757,0.16484,0.16922,0.18359,0.13025,0.12712,0.14326,0.12356
346,M,False,0.17361,0.21077,0.18588,0.25167,0.1934,0.18889,0.22224,0.15711,0.17336,0.17657
347,M,False,0.18107,0.22192,0.18776,0.15128,0.13301,0.11688,0.13587,0.13477,0.061158,0.15282
348,M,False,0.19009,0.20122,0.16977,0.23485,0.30362,0.21082,0.17013,0.27883,0.24805,0.21454
349,M,False,0.19808,0.24687,0.26312,0.19288,0.27231,0.23798,0.24749,0.19653,0.21015,0.23736
350,M,False,0.13694,0.18546,0.11407,0.19233,0.22341,0.16757,0.15493,0.14955,0.20423,0.097015
351,M,True,0.14506,0.12318,0.13983,0.13262,0.20844,0.1933,0.1758,0.18854,0.14304,0.2287
352,M,False,0.19184,0.23631,0.11796,0.14942,0.18182,0.11982,0.1832,0.19013,0.16944,0.15034
353,M,False,0.27105,0.25788,0.25205,0.24707,0.24667,0.20003,0.22075,0.23498,0.21967,0.22163
354,M,False,0.17939,0.27436,0.24105,0.1749,0.17429,0.26011,0.1326,0.19436,0.083701,0.18854
355,M,True,0.23172,0.27473,0.24598,0.27823,0.24868,0.30016,0.30121,0.2581,0.30822,0.28374
356,M,False,0.17963,0.10189,0.10993,0.097135,0.04202,0.075083,0.07291,0.066397,0.0735,0.064004
357,M,False,-0.052657,-0.093411,-0.081408,-0.077715,-0.10225,-0.054604,-0.084361,-0.13293,-0.048803,-0.069076
358,M,True,0.12888,0.12648,0.15354,0.15211,0.15842,0.19708,0.16777,0.11392,0.17152,0.26307
359,M,True,0.28122,0.29053,0.2644,0.18056,0.23829,0.15356,0.19788,0.23694,0.19056,0.19913
360,M,True,0.17045,0.12924,0.16735,0.04954,0.054921,0.068024,0.08585,0.16982,0.165,0.18258
361,M,True,0.29429,0.30947,0.24114,0.35896,0.26201,0.25743,0.33025,0.2643,0.18502,0.19385
362,M,True,0.17351,0.14269,0.20764,0.14439,0.20956,0.13959,0.23616,0.23718,0.24985,0.22786
363,M,True,0.32733,0.26529,0.26933,0.25177,0.17543,0.17789,0.23869,0.21555,0.34682,0.27667
364,M,True,0.17789,0.23869,0.21555,0.34682,0.27667,0.25139,0.23678,0.16057,0.13756,0.11643
365,M,False,0.20171,0.28184,0.2282,0.17473,0.18153,0.17152,0.20545,0.26248,0.30529,0.28851
366,M,False,0.32905,0.15377,0.20171,0.18917,0.22645,0.17166,0.10953,0.11694,0.052021,-0.024557
367,M,True,0.14519,0.20341,0.16468,0.1871,0.23441,0.24539,0.18394,0.2007,0.26955,0.11231
368,M,False,0.062029,0.10262,0.090422,0.075933,0.043428,0.031967,0.075912,0.049439,0.099003,0.071962
369,M,False,0.031967,0.075912,0.049439,0.099003,0.071962,0.078784,0.087733,0.099184,0.092339,0.11288
370,M,False,-0.023737,0.012365,-0.0052217,0.015351,-0.027646,-0.010063,0.030271,0.023575,0.052183,0.094794
371,M,False,0.29223,0.33971,0.31212,0.29334,0.307,0.34415,0.3711,0.30351,0.26465,0.25169
372,M,False,-0.22621,-0.25947,-0.22716,-0.1506,-0.19259,-0.18165,-0.27608,-0.22375,-0.26814,-0.30488
373,M,False,-0.056006,-0.093776,-0.041844,-0.041502,-0.056954,-0.098048,-0.12206,-0.073344,-0.15724,-0.17001
374,M,False,0.21769,0.14125,0.25829,0.28408,0.19743,0.21822,0.21339,0.19223,0.24131,0.20215
375,M,False,-0.09324,-0.13652,-0.13589,-0.1502,-0.11009,-0.15845,-0.14363,-0.12785,-0.14175,-0.16342
376,M,False,-0.095927,-0.019748,-0.06701,-0.080166,-0.059607,-0.042898,-0.035978,-0.037838,-0.082141,-0.044834
377,M,False,0.28313,0.33541,0.31582,0.28781,0.24465,0.22494,0.32194,0.40574,0.2641,0.24201
378,M,False,0.22525,0.33961,0.31828,0.31674,0.24016,0.16823,0.25099,0.15279,0.07621,0.091392
379,M,True,0.066676,0.28173,0.17553,0.09132,0.15261,0.099377,0.21159,0.13091,0.14611,0.05799
380,M,True,-0.16509,-0.18448,-0.24526,-0.33385,-0.32639,-0.33459,-0.284,-0.28233,-0.12138,-0.16502
381,M,True,-0.10381,-0.15949,-0.22105,-0.16491,-0.23562,-0.036747,-0.10845,-0.13359,0.029266,0.030644
382,M,False,-0.099929,-0.0016663,0.012248,0.087042,0.001435,-0.03921,-0.047526,-0.11759,-0.11606,-0.23423
383,M,False,-0.1324,-0.087621,-0.0091069,-0.038161,-0.08992,-0.018435,-0.090427,0.061983,0.074012,0.076297
384,M,False,-0.061147,-0.1341,-0.20599,-0.14252,0.035655,-0.10693,-0.05155,-0.093894,-0.073572,-0.055262
385,M,True,-0.32894,-0.27581,-0.32254,-0.28489,-0.26314,-0.19671,-0.232,-0.30273,-0.20007,-0.30536
386,M,False,-0.287,-0.33581,-0.36245,-0.30286,-0.39137,-0.46303,-0.41801,-0.48296,-0.55027,-0.43215
387,M,False,-0.11796,-0.11222,-0.25624,-0.093074,-0.19873,-0.30426,-0.22671,-0.27027,-0.11122,-0.30185
388,M,True,-0.21937,-0.22959,-0.21192,-0.21369,-0.24124,-0.18973,-0.21721,-0.19789,-0.17505,-0.20902
389,M,True,-0.089446,-0.017676,-0.030107,-0.057451,-0.0092169,-0.05821,-0.088753,-0.092049,-0.062823,-0.077889
390,M,False,-0.055658,-0.098802,-0.066417,-0.089813,-0.068425,-0.15783,-0.021433,0.18956,-0.05039,-0.049972
391,M,False,0.16261,0.21669,0.14342,0.20066,0.23806,0.19522,0.15063,0.10802,0.16399,0.19196
392,M,False,-0.11049,-0.10212,-0.19514,-0.091322,-0.15571,-0.16599,-0.11442,-0.063369,-0.12974,-0.17369
393,M,True,0.23542,0.081058,0.067051,0.12309,0.063162,0.051084,-0.038995,-0.099721,-0.076042,0.081408
394,M,False,0.090986,0.051871,0.069914,0.16916,0.095925,-0.081401,0.14264,0.13264,0.15808,0.17205
395,M,False,0.20629,0.17848,0.24149,0.24797,0.32169,0.21119,0.31114,0.29546,0.19561,0.21713
396,M,False,-0.11497,-0.11358,-0.12241,-0.14517,-0.11114,-0.13905,-0.22361,-0.14532,-0.23531,-0.21029
397,M,False,-0.052682,0.00067003,-0.11374,-0.07129,-0.04906,0.035669,0.019722,-0.03167,-0.046427,-0.0085344
398,M,False,0.16513,0.11424,0.15653,0.10629,0.14364,0.1414,0.15519,0.15365,0.14902,0.16998
399,M,False,0.10148,0.12116,0.10947,0.11818,0.085531,0.19862,0.17189,0.15109,0.047883,0.021266
400,M,True,-0.21949,-0.24447,-0.23167,-0.26502,-0.26783,-0.23844,-0.23124,-0.18799,-0.27948,-0.27776
401,M,False,-0.13599,-0.14345,-0.098239,-0.12631,-0.098223,-0.10345,-0.039564,-0.1134,-0.049698,-0.048702
402,M,False,-0.071246,-0.034297,-0.015783,-0.021241,0.041367,-0.019252,0.012516,0.062099,-0.021899,-0.04341
403,M,False,-0.036313,-0.042709,-0.079728,-0.084754,-0.097595,-0.079956,-0.072049,-0.11563,-0.11736,-0.10786
404,M,False,0.11227,0.17711,0.047016,0.088523,0.06937,0.056674,0.11085,-0.025441,-0.0094664,0.058958
405,M,False,0.14202,0.1363,0.12554,0.11757,0.14238,0.12759,0.10904,0.15223,0.16375,0.17285
406,M,True,0.80138,0.60788,0.5512,0.49344,0.55602,0.47934,0.5576,0.6568,0.60961,0.4609
407,M,True,0.52209,0.61691,0.55878,0.56648,0.52528,0.62503,0.53047,0.50435,0.43479,0.47029
408,M,True,0.33198,0.20458,0.25774,0.4295,0.40102,0.3998,0.34962,0.39858,0.3271,0.31218
409,M,True,-0.12797,-0.11301,-0.13788,-0.11886,-0.11307,-0.13159,-0.15543,-0.15126,-0.15437,-0.21193
410,M,True,0.33225,0.10732,0.12979,0.066892,0.039679,0.053463,0.21328,0.1553,0.16117,0.17915
411,M,False,0.16573,0.054805,0.29939,0.3837,0.088918,0.27817,-0.012632,0.18665,0.14245,0.34545
412,M,False,0.28727,0.25866,0.27284,0.1954,0.17139,0.18907,0.15531,0.27934,0.26835,0.23553
413,M,False,-0.10215,-0.081898,-0.14424,-0.16186,-0.1138,-0.17121,-0.18076,-0.15135,-0.12359,-0.095837
414,M,False,0.19093,0.19175,0.17399,0.18422,0.201,0.23842,0.21812,0.22863,0.23265,0.20199
415,M,False,-0.056338,0.014365,0.0078158,-0.0029394,-0.11646,-0.15882,-0.012303,-0.022929,-0.19874,-0.06993
416,M,False,0.65944,0.68382,0.63306,0.64383,0.57448,0.60045,0.60977,0.62797,0.67703,0.64031
417,M,False,0.020829,-0.053214,-0.058923,-0.032914,-0.029349,-0.036469,-0.016347,-0.014468,-0.034918,-0.018654
418,M,True,0.078599,0.063988,0.011644,-0.058277,0.061648,-0.050336,-0.11475,0.044751,-0.093143,-0.10187
419,M,False,-0.22721,-0.32574,-0.2397,-0.28384,-0.26151,-0.13688,-0.1699,-0.25913,-0.24338,-0.22143
420,M,False,-0.16716,-0.19874,-0.23413,-0.19982,-0.14947,-0.14345,-0.15583,-0.16592,-0.15438,-0.17378
421,M,False,-0.19139,-0.21731,-0.21994,-0.26325,-0.20454,-0.20681,-0.16299,-0.18773,-0.19696,-0.18928
422,M,False,-0.043125,0.0017647,-0.016332,-0.039822,-0.031947,-0.039118,-0.044877,-0.04605,-0.063243,-0.062664
423,M,True,0.34994,0.2743,0.23341,0.22903,0.24274,0.35735,0.32916,0.28318,0.3199,0.24113
424,M,False,0.23341,0.22903,0.24274,0.35735,0.32916,0.28318,0.3199,0.24113,0.3064,0.42826
425,M,False,0.22864,0.2077,0.16354,0.27747,0.29876,0.32033,0.3654,0.36326,0.35613,0.40763
426,M,True,-0.12052,-0.24244,-0.12361,-0.17276,-0.22687,-0.13147,-0.20987,-0.10233,-0.088748,-0.17701
427,M,True,-0.018514,-0.043892,-0.015943,-0.034014,-0.011911,0.00029164,-0.0074287,0.0089065,-0.0024994,0.018916
428,M,False,0.010184,0.015164,0.038583,0.038804,0.028623,0.037009,0.039777,0.062654,0.042156,0.04259
429,M,False,0.043133,0.026174,0.040837,0.007314,0.038649,0.011504,0.019854,0.016972,0.039165,0.0085889
430,M,False,0.038649,0.011504,0.019854,0.016972,0.039165,0.0085889,0.01054,0.040431,0.0024231,0.02948
431,M,False,0.055334,0.046426,0.034859,0.041637,0.031792,0.004615,0.031469,0.049638,0.047453,0.024857
432,M,True,0.10533,0.06923,0.09216,0.097742,0.072979,0.097595,0.090829,0.077461,0.064316,0.071069
433,M,False,0.028509,0.087327,0.052481,0.059767,0.021075,0.070759,0.068742,0.089851,0.11045,0.088794
434,M,True,0.12511,0.1156,0.14403,0.10532,0.10052,0.10256,0.10205,0.10954,0.05266,0.075831
435,M,True,0.11943,0.12284,0.11784,0.15819,0.14751,0.15701,0.15117,0.16441,0.15107,0.13939
436,M,True,0.065918,0.091187,0.093671,0.093008,0.10853,0.09079,0.071582,0.086312,0.077096,0.060786
437,M,False,0.093671,0.093008,0.10853,0.09079,0.071582,0.086312,0.077096,0.060786,0.052603,0.069434
438,M,False,0.077096,0.060786,0.052603,0.069434,0.04393,0.044048,0.02877,0.049259,0.047335,0.015533
439,M,False,0.036417,0.018689,0.021705,0.020909,0.0093344,0.0071623,-0.0085808,0.010389,0.021104,0.010473
440,M,False,0.021104,0.010473,-0.0033771,0.01504,0.028541,0.018404,0.03386,0.0046031,0.022755,0.048792
441,M,True,0.048792,0.046276,0.051873,0.038703,0.054882,0.054215,0.054432,0.042633,0.041224,0.021387
442,M,False,0.066896,0.079323,0.075963,0.085868,0.099736,0.079241,0.088063,0.1032,0.088351,0.080848
443,M,False,0.024482,0.041105,0.023345,0.039751,0.05897,0.054661,0.057661,0.052768,0.068973,0.031362
444,M,False,-0.037971,-0.058064,-0.042802,-0.038652,-0.01675,-0.0069703,-0.011394,-0.011258,0.001826,0.004317
445,M,False,-0.011394,-0.011258,0.001826,0.004317,-0.0073291,-0.0066916,0.0056988,0.020046,0.020272,0.0003362
446,M,True,0.0033471,-0.024838,-0.00016058,-0.025961,-0.0046549,-0.0086743,-0.00947,-0.050177,-0.048142,-0.062686
447,M,True,-0.026757,-0.011541,-0.038172,-0.024058,-0.040565,-0.06777,-0.071388,-0.076746,-0.091777,-0.09591
448,M,False,-0.023531,-0.017495,-0.034632,-0.011337,-0.018166,-0.018351,-0.003569,-0.0058384,-0.030364,-0.020088
449,M,False,-0.013801,0.0067598,-0.02743,-0.024379,-0.018882,-0.038111,-0.053767,-0.052831,-0.043289,-0.054021
450,M,False,-0.054021,-0.053094,-0.057154,-0.070461,-0.058415,-0.058043,-0.03077,-0.016545,-0.022537,-0.041968
451,M,False,-0.015143,-0.016303,-0.034115,-0.034855,-0.040465,-0.037506,-0.0162,-0.059153,-0.064032,-0.078361
