,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10
691,C,False,17.361,17.253,17.377,17.308,17.691,17.707,17.731,17.505,17.495,17.674
692,C,False,21.435,19.414,19.205,19.371,24.198,22.571,20.177,19.321,21.775,20.266
693,C,False,30.606,30.607,31.434,30.136,29.578,30.041,29.524,29.74,29.602,29.323
694,C,False,36.624,37.198,39.173,38.434,37.833,37.242,37.019,37.166,38.989,39.201
695,C,False,5.9318,6.2459,7.0678,10.277,9.7849,0.0,0.0,0.0,0.0,0.0
696,C,True,33.588,33.542,33.371,33.474,33.532,34.032,33.485,33.69,33.801,33.525
697,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.826,0.0
698,C,False,34.224,34.495,34.365,34.957,34.435,34.697,34.974,35.023,34.982,35.485
699,C,False,10.256,10.085,10.126,10.099,10.116,10.079,10.08,10.072,10.114,10.083
700,C,False,49.058,50.423,50.827,51.329,51.495,51.342,51.442,40.6,41.01,39.242
701,C,False,15.357,15.715,15.901,15.972,16.193,16.564,16.782,16.665,16.519,16.167
702,C,False,16.352,16.355,16.217,16.502,16.528,16.539,16.643,16.976,16.942,16.716
703,C,False,14.567,14.434,14.746,14.503,15.165,15.343,15.63,15.92,15.542,15.689
704,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,C,False,40.352,41.746,41.524,3.3167,3.5369,3.6845,3.4793,3.5883,3.6649,3.6023
706,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,C,False,7.9212,14.507,9.8229,7.5876,9.1935,11.037,8.2001,9.0897,13.285,20.362
709,C,False,35.639,37.683,40.787,38.814,40.316,40.081,40.782,39.549,39.676,39.65
710,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,C,True,3.2301,8.4229,9.8273,12.566,18.513,5.3174,4.5611,4.979,7.3984,3.2891
712,C,False,23.517,22.941,22.452,22.522,22.551,22.741,22.466,22.457,22.306,21.7
713,C,False,23.133,22.98,22.857,22.959,23.263,22.848,23.041,23.126,22.7,23.007
714,C,False,6.0623,6.2893,6.37,6.5272,6.4786,6.3748,6.4893,6.5954,6.6506,6.857
715,C,False,27.714,21.92,20.15,18.384,16.159,15.928,16.086,15.93,15.897,16.829
716,C,False,34.176,34.193,33.445,0.0,33.537,0.0,33.577,0.0,33.991,33.914
717,C,False,90.674,90.009,90.225,90.929,91.221,91.36,92.983,93.311,92.973,92.628
718,C,False,19.623,41.771,13.797,14.829,12.847,14.622,14.123,14.482,42.369,42.528
719,C,False,16.356,16.258,16.207,16.139,16.169,16.28,16.302,16.419,16.653,16.672
720,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,C,False,3.1186,3.3999,3.192,3.1424,3.3648,3.4655,3.3166,2.5305,3.2558,3.1562
722,C,False,15.134,14.951,14.673,14.726,14.917,14.567,14.773,14.61,14.656,14.639
723,C,False,33.236,33.305,33.786,34.877,35.392,36.76,38.874,38.655,39.367,39.591
724,C,False,22.534,23.396,24.033,24.4,23.492,23.563,23.835,24.064,23.855,23.401
725,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,C,False,17.549,17.554,17.427,17.18,16.77,17.136,16.825,17.332,17.116,16.976
727,C,False,13.001,12.826,12.743,12.88,13.109,12.944,12.668,12.882,12.913,13.034
728,C,False,12.392,12.245,12.337,12.452,12.431,12.398,12.461,12.382,12.702,12.719
729,C,False,27.733,27.826,27.704,27.77,27.452,27.839,27.607,27.896,27.745,28.222
730,C,False,4.2672,4.2295,4.175,4.2599,4.2273,4.0985,4.0672,4.0951,4.0923,4.175
731,C,False,18.795,18.265,17.851,18.091,18.021,17.128,18.792,19.903,20.445,38.889
732,C,False,27.827,28.183,27.816,28.04,27.798,27.921,27.805,28.19,28.309,28.263
733,C,False,17.163,17.012,17.02,16.814,17.09,16.938,16.758,16.965,17.486,17.586
734,C,False,87.344,88.08,88.499,88.607,88.285,88.433,87.835,88.591,89.144,90.957
735,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,C,False,20.185,20.008,20.311,20.489,20.767,20.792,20.34,20.635,20.888,21.02
737,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,C,False,42.283,42.473,38.676,40.275,42.808,39.389,43.144,40.377,40.873,38.311
739,C,False,6.2435,6.1411,6.7377,6.7323,7.6838,5.4922,6.7833,7.6857,8.0162,5.1018
740,C,False,10.075,10.291,10.573,10.179,9.8993,10.546,11.154,11.648,10.187,9.5162
741,C,False,14.994,14.972,14.963,15.144,15.147,15.28,15.351,15.289,15.348,15.542
742,C,False,71.596,70.876,71.396,69.889,69.955,68.904,69.301,68.655,69.179,68.82
743,C,False,93.08,110.77,113.07,89.726,113.92,82.413,83.711,74.883,76.048,78.114
744,C,False,2.7742,2.0865,2.417,3.4948,2.8901,3.1209,4.2284,3.3292,2.904,5.0154
745,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,C,False,18.082,18.297,18.21,18.117,17.993,17.908,18.087,17.975,18.054,18.211
747,C,False,4.0658,2.957,2.8776,1.9664,3.0248,3.2298,3.5806,2.5367,2.9258,3.6006
748,C,False,48.415,48.676,48.553,49.033,50.213,48.863,48.536,48.342,48.093,48.014
749,C,False,0.0,0.0,0.0,0.0,0.0,66.668,0.0,0.0,0.0,0.0
750,C,False,18.261,17.879,18.04,17.908,17.866,17.937,17.852,17.808,17.434,17.299
751,C,False,0.0,8.3083,8.3685,8.3622,8.4013,8.4076,6.3485,8.3749,0.0,0.0
752,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,C,False,13.38,12.963,13.087,13.109,13.329,13.078,12.529,12.175,12.089,12.709
754,C,False,14.215,14.205,14.173,14.11,14.051,14.272,14.358,14.079,14.219,14.017
755,C,False,3.2301,8.4229,9.8273,12.566,18.513,5.3174,4.5611,4.979,7.3984,3.2891
756,C,False,25.474,25.4,25.452,25.206,25.399,25.559,25.466,25.535,25.643,25.792
757,C,False,12.914,13.015,13.162,13.099,13.332,13.284,13.174,13.049,12.969,12.704
758,C,False,5.2376,0.0,7.0943,15.071,0.0,12.072,9.1343,0.0,0.0,0.0
759,C,False,25.054,24.944,24.567,24.488,24.793,24.914,24.597,24.583,25.068,25.242
760,C,False,28.531,26.399,22.227,20.157,19.096,17.28,16.466,14.891,13.867,14.091
761,C,False,8.1178,7.9018,14.075,12.579,14.411,3.8424,7.1025,8.9617,8.7498,0.0
762,C,False,8.1792,12.327,17.77,13.115,11.495,10.873,18.027,18.113,18.026,18.224
763,C,False,14.053,14.366,14.433,14.285,14.367,14.585,14.62,14.469,14.763,14.722
764,C,False,8.151,8.7503,8.7351,8.7113,8.5559,8.6,9.2168,8.3098,8.4027,8.7257
765,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,C,False,80.075,77.508,76.362,78.063,79.268,75.92,77.248,75.196,75.205,77.933
767,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,C,False,1.8079,3.7871,3.4422,0.0,36.708,0.0,0.0,42.399,0.0,0.0
769,C,False,15.283,15.348,15.451,15.569,15.54,15.495,15.507,15.464,15.673,15.733
770,C,False,95.71,51.416,94.18,50.952,52.557,52.368,50.523,50.33,49.782,51.562
771,C,False,17.886,18.087,17.907,18.025,18.18,18.059,18.139,17.988,17.891,18.093
772,C,True,45.878,46.802,46.879,47.626,48.315,48.701,49.222,48.778,48.782,49.207
773,C,False,33.331,32.969,37.016,31.167,34.188,34.592,33.419,36.078,38.671,38.392
774,C,False,23.431,23.037,22.926,23.478,23.322,23.336,23.627,23.423,24.014,23.858
775,C,False,48.015,47.803,46.51,49.167,50.195,50.89,49.771,49.535,49.874,51.274
776,C,False,48.626,48.355,48.814,49.138,48.358,48.816,48.605,48.241,49.545,48.968
777,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,C,False,54.278,81.54,52.697,64.379,32.728,48.12,60.609,33.934,46.887,53.125
779,C,False,23.536,24.249,23.142,22.806,22.738,22.973,22.72,23.194,23.335,22.917
780,C,False,4.5406,4.5933,4.6949,4.6905,4.7428,4.7085,4.7526,4.5038,4.6217,4.7769
781,C,False,2.6047,2.9233,2.9595,4.2613,4.2418,4.2293,4.296,4.2471,4.2732,4.3043
782,C,False,12.39,9.3032,1.9611,8.3677,1.7982,1.9567,1.7377,1.7843,2.6999,0.82533
783,C,False,25.526,25.634,25.593,25.777,25.591,25.345,25.762,25.46,26.052,25.862
784,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,C,False,20.4,19.926,20.12,19.686,19.774,19.665,19.248,19.47,19.619,19.01
786,C,False,22.734,22.47,22.723,22.915,23.18,22.985,22.506,22.481,22.523,22.467
787,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,C,False,5.3707,19.779,3.2101,3.9671,4.176,6.0237,25.034,70.683,18.186,6.9843
789,C,False,45.967,45.609,45.356,45.484,45.827,45.139,46.042,45.568,45.612,46.044
790,C,True,21.794,22.032,22.045,19.342,20.257,20.171,21.646,20.052,20.907,20.936
791,C,False,16.413,16.618,16.445,16.646,16.864,17.296,17.09,17.098,17.116,16.938
792,C,True,17.476,17.457,17.243,17.549,17.376,17.27,17.478,16.645,16.446,16.291
793,C,False,114.73,115.46,125.57,132.8,123.56,127.32,108.37,108.77,109.44,126.02
794,C,False,3.8638,2.881,1.1794,1.2279,1.7868,2.3648,1.4061,1.4977,1.5974,2.1871
795,C,False,9.5063,9.7306,9.5939,9.5657,9.7041,9.6251,4.2158,4.533,6.5864,6.6392
796,C,False,13.654,13.644,13.491,13.191,13.426,13.379,13.42,13.215,13.387,13.025
797,C,False,71.674,74.19,74.9,80.189,89.154,87.636,88.087,105.65,125.65,0.0
798,C,False,14.432,14.998,14.535,14.047,13.471,13.616,13.63,13.523,13.547,13.578
799,C,False,21.794,22.032,22.045,19.342,20.257,20.171,21.646,20.052,20.907,20.936
800,C,False,40.616,40.452,40.602,41.035,41.145,40.905,41.038,40.949,40.767,40.749
801,C,False,7.2111,7.3295,7.3201,7.2665,7.1512,7.1612,7.2126,7.3642,7.3171,7.4689
802,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,C,False,13.387,13.154,13.051,13.635,14.107,13.87,13.88,13.827,13.727,13.887
804,C,False,33.523,33.189,33.42,33.465,33.43,33.205,33.204,33.334,33.643,33.271
805,C,False,18.327,18.034,19.179,19.188,19.319,18.219,19.656,19.038,19.156,20.6
806,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,C,False,4.3209,4.2783,4.2621,4.7852,4.1798,3.508,3.2552,3.0138,2.9279,3.4819
808,C,False,11.096,10.874,11.085,11.441,11.318,11.478,11.203,11.524,11.662,11.475
809,C,False,25.016,26.389,26.001,25.971,27.224,26.203,25.82,26.377,25.989,26.64
810,C,False,20.041,20.214,20.679,19.7,20.254,20.797,20.358,20.81,21.72,22.197
811,C,False,56.599,57.984,58.278,57.379,58.409,57.638,57.27,57.183,57.525,57.462
812,C,False,5.7265,6.6145,5.5493,8.6431,5.3415,6.8579,9.9652,10.667,10.625,11.844
813,C,False,6.3192,55.321,55.644,29.263,4.8275,4.4229,4.3938,4.3721,3.8513,4.0684
