,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10
1195,B,True,3041.1,3007.6,2941.3,2841.4,2938.6,2852.0,2894.9,2887.3,2906.1,2851.3
1196,B,False,2757.5,2786.1,2737.9,2787.2,2797.5,2789.0,2778.4,2841.0,2815.9,2805.8
1197,B,False,1543.4,1568.5,1569.2,1647.7,1629.1,1654.4,1720.6,1776.3,1882.0,1892.5
1198,B,False,2424.1,2420.5,2456.3,2435.1,2443.1,2468.3,2454.8,2428.3,2428.0,2409.4
1199,B,False,9006.4,8927.8,9093.3,9159.1,9135.2,9363.5,8687.1,9262.9,9407.2,9666.1
1200,B,False,8435.4,8628.0,8580.3,8647.3,8841.3,8912.2,8957.4,8891.9,9006.7,9010.3
1201,B,False,3218.8,3229.4,3282.5,3275.0,3345.0,3402.5,3478.8,3482.5,3601.6,3552.5
1202,B,False,2357.9,2354.5,2358.7,2361.5,2420.4,2414.0,2418.3,2418.8,2446.2,2478.3
1203,B,False,1720.2,1763.5,1776.8,1756.3,1816.2,1792.4,1798.9,1776.2,1781.0,1807.4
1204,B,False,3441.6,3495.1,3528.0,3568.0,3523.7,3538.0,3465.7,3469.9,3538.5,3596.8
1205,B,False,2903.2,2768.3,2852.5,2880.2,2894.0,2942.1,2899.7,2918.7,2791.0,2849.7
1206,B,True,1179.6,1187.0,1193.5,1188.7,1147.6,1107.8,1061.0,1022.4,973.93,954.45
1207,B,False,12931.0,13766.0,14067.0,14514.0,14197.0,14488.0,15019.0,15458.0,16323.0,16404.0
1208,B,True,2151.6,2128.8,2118.5,2077.1,1988.2,1928.7,1853.5,1806.7,1799.9,1800.7
1209,B,True,1402.1,1393.4,1470.4,1407.6,1380.8,1417.0,1409.6,1435.2,1468.2,1422.2
1210,B,False,4213.3,4211.1,4087.8,4087.1,3968.4,3910.8,3796.5,3746.7,3648.3,3593.0
1211,B,False,3146.9,3038.6,3092.5,3151.8,2956.3,2959.8,2975.6,2936.9,2831.4,2883.8
1212,B,True,1851.9,1891.1,1906.8,1945.1,1950.1,1936.6,1913.6,1913.7,1888.1,1877.5
1213,B,False,20911.0,21056.0,21279.0,21243.0,21390.0,21011.0,20970.0,20624.0,20517.0,20173.0
1214,B,False,1487.0,1535.1,1533.7,1557.8,1617.5,1642.7,1662.8,1651.8,1697.4,1632.1
1215,B,False,9329.0,9177.2,9161.6,9232.2,9241.9,9162.7,9086.2,9093.7,9175.2,9243.5
1216,B,False,1204.5,1201.0,1121.9,1167.9,1174.1,1196.3,1242.2,1286.0,1332.8,1357.7
1217,B,False,2800.4,2729.4,2721.2,2671.6,2665.7,2645.0,2629.1,2630.3,2627.2,2616.7
1218,B,False,7610.5,7555.7,7472.5,7198.3,7184.5,7074.0,6984.0,7094.4,6749.3,6598.5
1219,B,False,6813.6,6759.4,6646.2,6725.9,6662.1,6642.1,6656.2,6480.7,6533.9,6518.5
1220,B,True,5085.4,5097.1,5103.5,5083.9,5030.9,4880.6,4992.2,4830.7,4834.0,4723.6
1221,B,False,6887.7,6842.6,6923.6,6769.5,6937.2,6780.8,6848.7,6794.3,6624.8,6555.3
1222,B,True,5033.0,5530.0,4677.4,5307.9,4913.3,5736.8,4488.4,5039.4,4633.2,4478.3
1223,B,False,2676.8,2730.5,2762.0,2692.5,2732.8,2747.3,2708.9,2724.6,2813.8,2882.9
1224,B,True,3714.3,3729.9,3586.6,3518.4,3613.9,3562.3,3559.5,3561.0,3526.8,3442.4
1225,B,False,6107.3,5907.2,5954.7,5798.9,5640.1,5573.0,5632.0,5473.8,5409.9,5326.4
1226,B,False,9522.2,9564.2,9481.3,9488.4,9384.7,9376.3,9492.7,9352.9,9327.4,9243.6
1227,B,False,3432.2,3556.8,3592.4,3611.3,3590.8,3585.5,3504.4,3461.8,3522.0,3599.6
1228,B,False,3641.0,3704.8,3782.5,3932.0,3976.6,4070.9,4068.6,3993.0,4132.8,4062.6
1229,B,True,8712.4,8730.0,8612.6,8561.5,8569.4,8724.6,8709.4,8713.5,8568.5,8396.3
1230,B,False,2066.1,1995.3,2009.5,2092.4,2022.4,2077.7,2071.7,2148.0,2100.5,2283.6
1231,B,False,8738.4,8987.1,9135.9,9183.7,9309.1,9477.1,9504.6,9627.8,9772.0,9841.7
1232,B,False,3889.2,3912.5,3886.1,3792.1,3782.9,3813.2,3688.7,3660.1,3640.6,3669.8
1233,B,False,7843.1,7569.4,7325.2,7166.3,7190.5,6989.7,7022.3,6970.3,7007.6,7020.3
1234,B,False,1474.9,1473.9,1561.1,1474.6,1560.4,1534.2,1547.2,1702.1,1686.4,1784.5
1235,B,False,4073.1,4052.3,4383.4,4561.4,4360.7,4275.8,4199.6,4307.6,4108.3,4111.8
1236,B,True,2418.6,2449.2,2348.6,2413.8,2396.3,2457.4,2461.3,2485.7,2517.9,2500.9
1237,B,False,3718.4,3856.0,3702.3,3757.4,3808.0,3775.5,3848.5,4027.8,4104.1,4356.7
1238,B,False,4284.3,4079.0,4026.0,3925.5,4124.1,4454.0,4329.9,4707.9,4576.1,4858.7
1239,B,False,4667.1,4683.9,4645.8,4502.7,4399.2,4367.4,4354.3,4314.0,4213.5,4228.9
1240,B,False,5300.8,5476.3,5616.3,5530.5,6100.3,6133.5,5826.4,5961.7,6265.1,6378.6
1241,B,False,1211.9,1203.5,1234.0,1247.0,1256.8,1268.1,1289.4,1296.6,1283.7,1274.7
1242,B,False,11062.0,10129.0,9986.7,10379.0,10081.0,10129.0,11412.0,10804.0,12075.0,12110.0
1243,B,False,2234.4,2268.4,2241.2,2225.5,2222.2,2221.1,2221.3,2201.5,2159.4,2182.2
1244,B,False,2041.5,2057.3,2066.5,1936.0,2021.8,1963.2,1928.8,1969.0,2019.6,1993.8
1245,B,False,1196.4,1177.1,1194.9,1193.2,1207.1,1236.2,1204.6,1226.4,1229.7,1194.9
1246,B,False,6192.4,6128.9,6320.6,6733.2,6647.1,6468.7,6559.7,6585.8,6805.9,6928.9
1247,B,True,2977.1,2902.7,2878.1,2801.6,2721.9,2764.3,2674.9,2604.4,2596.6,2609.0
1248,B,True,12296.0,12138.0,11933.0,11773.0,11684.0,11685.0,11654.0,11602.0,11513.0,11279.0
1249,B,False,773.95,794.28,800.92,817.87,850.21,877.3,888.63,891.47,908.15,929.09
1250,B,False,18178.0,18187.0,18122.0,17981.0,17871.0,17877.0,18017.0,18147.0,18055.0,17824.0
1251,B,False,1521.6,1500.7,1481.2,1476.5,1513.4,1541.7,1494.5,1533.4,1577.0,1611.5
1252,B,False,2064.4,2082.6,2125.2,1974.6,2059.4,1967.5,2041.8,1984.1,1964.2,2055.5
1253,B,False,9295.4,9557.6,9861.9,9984.3,10188.0,10293.0,10424.0,10361.0,10417.0,10154.0
1254,B,False,5319.1,5147.4,5287.2,5010.6,5094.9,5125.0,5011.3,4894.3,4868.8,4643.0
1255,B,False,5101.7,5709.4,5671.2,5505.1,5201.5,5093.3,5167.5,5215.8,5374.1,5272.4
1256,B,False,2400.7,2435.9,2436.9,2278.0,2316.5,2365.1,2269.2,2276.5,2203.2,2180.3
1257,B,True,1484.6,1484.3,1462.7,1473.8,1442.4,1413.0,1417.2,1442.9,1391.2,1404.1
1258,B,False,9975.8,9809.8,10005.0,9782.1,9805.2,9678.6,9433.3,9211.0,9041.7,8932.8
1259,B,False,11185.0,11162.0,11082.0,11074.0,10980.0,10921.0,10999.0,11022.0,11061.0,10979.0
1260,B,False,5813.1,5425.8,4933.7,4756.9,4715.0,4819.3,5031.5,5196.7,5445.2,5757.0
1261,B,True,5501.0,5616.8,5634.5,5673.5,5606.7,4748.2,6003.4,6067.1,6122.6,6109.0
1262,B,False,8194.2,8128.2,8169.5,8153.1,8090.8,8000.3,8053.5,7949.2,7921.2,7987.9
1263,B,False,9086.8,9331.1,9196.1,9203.9,9159.6,9139.6,9373.3,9241.6,9129.2,9232.6
1264,B,False,1299.4,1399.3,1430.0,1591.5,1357.2,1511.7,1568.3,1542.6,1399.0,1470.0
1265,B,False,1931.1,1880.5,1865.2,1822.1,1832.9,1812.8,1801.4,1775.6,1772.7,1782.2
1266,B,False,2229.9,2091.1,2105.2,2166.7,2094.7,1988.3,1876.9,1942.4,1889.2,1883.8
1267,B,True,8772.2,8802.8,8775.8,8734.3,8852.1,8818.8,8834.8,8875.3,9038.4,8975.7
1268,B,False,4994.7,5292.5,5165.3,5525.0,5796.1,5757.5,5633.5,6192.1,5791.4,5929.9
1269,B,False,9466.1,9846.9,9684.0,9456.3,9510.9,9909.4,9925.5,9798.3,9881.5,10011.0
1270,B,False,4403.2,4444.9,4445.1,4404.4,4522.5,4663.3,4626.2,4656.1,4621.2,4728.9
1271,B,False,5745.1,5861.0,6025.9,6059.0,6215.8,6200.8,6186.7,6167.4,6088.4,5871.7
1272,B,False,3013.7,2906.7,2739.5,2800.0,2813.9,2833.4,2921.9,2927.6,2991.7,3169.1
1273,B,True,3529.3,3541.5,3588.9,3663.1,3789.7,3596.4,3598.4,3553.7,3564.0,3550.6
1274,B,False,4263.6,4228.4,4219.1,4219.4,4198.8,4274.1,4239.6,4203.4,4202.3,4226.6
1275,B,False,2962.6,3158.5,2990.4,2909.5,2854.4,2864.0,2838.8,2841.7,2968.5,2927.4
1276,B,False,2106.5,2057.5,2104.6,2103.5,2099.1,2136.7,2154.2,2173.7,2119.0,2107.0
1277,B,False,3408.7,3239.3,3393.6,3312.5,3212.2,3021.0,3146.5,3211.5,3169.4,2989.9
1278,B,False,5736.6,5805.8,5806.3,5837.5,5876.1,5984.3,6076.0,5945.3,6081.4,6109.7
1279,B,True,5697.7,5733.3,5847.5,6009.7,6166.6,6244.9,6360.5,6328.3,5980.0,5911.4
1280,B,False,4458.7,4441.0,4314.6,4330.8,4377.0,4311.9,4300.8,4268.4,4280.4,4164.2
1281,B,False,10955.0,10993.0,10960.0,10507.0,10283.0,9922.9,9582.5,9278.1,9252.2,9076.9
1282,B,False,4531.6,4374.2,4503.9,4529.7,4591.1,4629.5,4656.1,4588.8,4594.3,4706.9
1283,B,False,3112.6,3107.9,3068.9,3072.4,3013.5,2990.4,2858.6,2792.1,2747.0,2768.3
1284,B,False,7346.9,7251.2,7348.0,7193.4,7359.0,7144.8,7120.7,7083.3,7357.0,7279.2
1285,B,False,20190.0,20180.0,19851.0,19700.0,20020.0,19643.0,19496.0,19338.0,19410.0,19164.0
1286,B,True,6693.3,6746.8,6593.6,6755.8,6831.5,6901.1,7011.9,7220.8,7308.6,7261.9
1287,B,False,1730.9,1699.6,1693.1,1685.7,1736.7,1714.3,1732.1,1699.4,1682.9,1711.4
1288,B,False,3574.8,3529.9,3562.8,3643.7,3693.8,3735.1,3767.2,3796.7,3456.6,3402.6
1289,B,False,812.27,805.16,752.93,726.45,706.94,720.14,695.38,681.91,671.07,675.6
1290,B,False,4172.1,4262.1,4256.1,4432.0,4034.5,3882.7,3663.1,3543.5,3612.2,3572.9
1291,B,False,6017.0,5921.0,5952.9,6043.6,6111.0,6127.7,6084.7,6111.0,6063.5,5847.1
1292,B,False,9753.1,9491.6,9490.3,9462.4,9262.4,9217.1,9164.1,9075.0,9091.2,8957.8
1293,B,False,1442.4,1413.0,1417.2,1442.9,1391.2,1404.1,1422.9,1389.0,1398.5,1389.1
1294,B,False,4334.2,4359.0,4389.8,4413.1,4351.4,4467.5,4438.3,4473.4,4411.2,4464.3
1295,B,False,1746.8,1814.8,1834.5,1830.7,1853.6,1868.5,1930.2,1924.8,1990.1,1993.2
1296,B,False,4127.9,4182.6,4261.4,3694.3,3425.7,3391.2,3508.8,3290.4,3216.3,3314.0
1297,B,False,3974.4,3960.5,4078.0,4113.6,4408.3,4280.9,4120.8,4367.2,4334.5,4380.9
1298,B,False,6504.6,6425.4,6504.5,6558.3,6500.0,6439.6,6484.3,6415.0,6304.7,6142.5
1299,B,False,6679.9,6658.5,6692.1,6629.4,6530.5,6720.3,6751.8,6632.4,6718.9,6564.6
1300,B,False,4687.8,4298.8,3946.8,4222.6,4230.5,4156.3,3872.0,3955.2,3754.4,3741.4
1301,B,False,5639.8,5789.0,5856.0,5926.5,5822.6,5782.6,5824.9,5713.6,5807.5,5710.0
1302,B,False,4980.6,4995.6,5109.4,5122.3,5142.7,5180.6,5282.8,5407.1,5372.6,5451.2
1303,B,False,2945.4,3020.5,3099.8,3214.9,3126.2,3063.2,3010.9,2888.8,2825.5,2672.2
1304,B,False,8923.3,8764.7,8711.3,8624.9,8539.5,8436.8,8287.3,8253.6,8088.2,7973.4
1305,B,False,1286.8,1264.3,1318.2,1368.7,1407.6,1363.0,1373.7,1482.5,1527.4,1405.2
1306,B,True,4371.8,4304.3,4280.7,4247.9,4293.3,4288.8,4248.3,4254.3,4248.2,4219.8
1307,B,True,1761.2,1767.0,1744.1,1766.5,1792.6,1841.2,1830.7,1852.1,1844.8,1772.8
1308,B,True,7250.9,2562.7,3144.5,6847.1,4673.5,4928.8,7907.9,10724.0,10091.0,11144.0
1309,B,False,6216.5,6240.3,6396.4,6480.5,6450.6,6587.4,6469.6,6441.4,6508.2,6330.1
1310,B,False,1863.1,1847.7,1842.5,1821.2,1792.4,1798.8,1762.4,1744.7,1701.1,1686.8
1311,B,False,4566.5,4418.8,4613.9,4627.9,4842.1,4990.6,4859.8,4974.1,5017.3,5010.8
1312,B,False,6634.6,6693.3,6746.8,6593.6,6755.8,6831.5,6901.1,7011.9,7220.8,7308.6
1313,B,False,7578.5,7343.8,7252.1,7336.1,7269.1,7125.6,7048.4,7030.2,7084.7,7102.9
1314,B,False,7518.5,7549.7,7593.4,7357.3,8558.4,7174.6,8220.0,8020.7,7196.3,6837.5
1315,B,False,5547.4,5526.8,5489.7,5432.4,5420.9,5455.3,5458.5,5481.4,5404.9,5536.3
1316,B,False,8183.7,8302.2,8360.6,8495.0,8441.1,8460.9,8457.8,8478.9,8666.4,8645.3
1317,B,False,3131.4,3159.8,3236.5,3334.6,3346.8,3425.1,3430.6,3449.6,3474.9,3450.2
1318,B,False,4746.0,4463.8,4544.5,4497.7,4455.6,4441.4,4405.8,4278.1,4181.1,4138.1
1319,B,False,4344.9,4569.9,4727.5,5021.1,5300.8,5476.3,5616.3,5530.5,6100.3,6133.5
1320,B,False,950.51,949.81,948.79,947.01,955.35,968.62,986.27,995.18,1008.3,1034.9
1321,B,False,12522.0,12835.0,11910.0,11531.0,10592.0,10993.0,10257.0,9525.3,9796.9,8924.3
1322,B,False,6519.3,6569.0,6753.2,6972.9,6977.5,6732.9,6670.9,6528.9,6544.5,6376.9
1323,B,False,7349.4,7372.2,7297.2,7467.9,7291.7,7054.0,7194.9,7154.5,7114.9,7093.2
1324,B,False,6322.2,6467.1,6607.2,6675.8,6606.1,6659.4,6595.7,6653.0,6593.2,6481.5
1325,B,False,2305.7,2277.6,2266.2,2308.7,2421.1,2378.5,2381.7,2419.6,2429.7,2365.0
1326,B,False,5277.8,5344.5,5283.2,5347.5,5317.9,5460.6,5392.5,5518.1,5588.6,5553.9
1327,B,False,1942.4,1930.0,1850.1,1873.2,1881.3,1903.6,1965.1,1899.0,1882.6,1890.1
1328,B,False,4187.2,4184.9,4178.2,4204.8,4190.9,4117.7,4103.5,4074.0,3987.4,3984.7
1329,B,False,10223.0,10207.0,10182.0,10156.0,10191.0,10196.0,10048.0,10286.0,10522.0,10344.0
1330,B,False,2377.4,2425.3,2457.0,2408.3,2377.9,2356.2,2279.7,2250.0,2177.0,2153.3
1331,B,False,2778.9,2760.6,2830.7,2733.0,2623.8,2674.4,2639.6,2566.8,2497.4,2529.4
1332,B,False,7390.5,7414.1,7440.2,7396.0,7483.1,7465.4,7470.3,7357.9,7413.5,7399.7
1333,B,False,1808.1,1686.1,1738.2,1653.5,1640.9,1685.8,1548.6,2210.5,2097.7,1618.1
1334,B,True,4287.8,4362.6,4284.7,4244.3,4047.6,4078.3,4068.1,4035.1,4172.7,4139.7
1335,B,False,8175.0,8518.4,7927.4,7772.0,7934.3,7668.0,7525.8,7563.5,7343.7,7119.8
1336,B,False,2353.3,2398.6,2416.1,2540.7,2631.5,2699.7,2715.5,2648.2,2726.4,2674.4
1337,B,True,4433.2,4304.4,4163.4,4304.0,4563.2,4406.5,4085.5,4498.6,3996.3,4081.8
1338,B,False,1069.1,1075.6,1065.5,1059.1,1066.2,1095.7,1131.9,1176.4,1218.0,1221.7
1339,B,False,3869.9,3833.0,3807.8,3920.5,3708.3,3834.3,3942.0,4005.9,4307.5,4151.7
1340,B,False,7574.7,7343.5,7477.5,7342.4,7440.6,7478.6,7065.5,7275.2,7395.4,7712.2
1341,B,False,4301.1,4264.3,4326.5,4396.4,4393.6,4440.4,4388.8,4505.2,4592.3,4722.0
1342,B,False,0.0,0.0,0.0,0.0,0.0,593.54,0.0,0.0,0.0,0.0
1343,B,True,4149.9,4141.7,4258.6,4292.6,4244.4,4290.0,4212.3,4047.2,4085.0,4159.0
1344,B,False,8325.8,8297.5,8460.3,8497.9,8570.5,8713.1,8643.1,8730.0,8708.8,8817.9
1345,B,False,3295.1,3332.0,3394.8,3360.5,3377.9,3399.7,3482.3,3505.2,3584.5,3629.4
1346,B,False,4392.6,4387.1,4418.7,4469.3,4446.1,4449.3,4486.6,4532.4,4595.4,4631.8
1347,B,True,1920.7,1917.1,2157.9,2282.2,2115.1,2118.9,1878.7,2154.5,2087.9,2106.4
1348,B,True,2592.7,2777.8,2880.2,3016.6,3109.8,3301.5,3517.6,3693.3,3948.4,4188.1
1349,B,False,5025.0,5132.4,5197.3,5496.2,5031.9,5277.8,5344.5,5283.2,5347.5,5317.9
1350,B,False,3313.1,3319.4,3314.9,3388.2,3342.4,3362.1,3360.8,3441.6,3495.1,3528.0
1351,B,False,4493.5,4545.2,4407.3,4450.2,4375.4,4322.8,4388.4,4453.3,4623.3,4584.5
1352,B,True,4118.0,4139.2,3935.4,3940.8,3873.2,3819.9,3777.2,3769.0,3774.8,3400.0
1353,B,False,5749.0,5647.6,5570.3,5536.0,5565.5,5516.7,5379.5,5360.1,5312.4,5286.6
1354,B,False,5591.6,5518.5,5483.3,5565.2,5490.4,5382.3,5368.6,5414.2,5486.1,5545.1
1355,B,False,5558.3,5648.9,5710.0,5854.7,5938.6,5945.4,5920.5,5921.8,5813.7,5758.4
1356,B,False,2939.1,2837.3,3007.5,3421.2,3330.2,3433.6,3297.4,3262.8,3201.2,3229.3
1357,B,True,4262.6,4382.7,4399.5,4314.4,4414.9,4433.7,4670.0,4782.0,4887.9,4913.0
1358,B,True,1963.6,1569.6,1479.7,1829.3,1838.7,1683.0,1430.9,1599.3,1994.4,1400.9
1359,B,True,1516.0,1532.3,1403.0,1421.1,1490.4,1558.8,1588.1,1515.9,1530.7,1570.9
1360,B,True,5745.6,5658.7,5695.7,5750.1,5738.8,5735.9,5777.8,5824.9,5932.6,5905.4
1361,B,False,1324.6,1352.9,1370.1,1404.2,1409.2,1441.6,1450.5,1446.8,1515.0,1578.8
1362,B,False,3980.3,3464.5,4415.4,4363.5,4580.0,4297.7,4958.4,3888.1,4765.7,3913.8
1363,B,False,5074.6,5025.9,5312.9,5235.6,5394.2,5485.3,5532.7,5452.7,5406.0,5283.2
1364,B,False,9985.0,9764.7,9572.4,9338.1,9200.0,9141.0,8944.6,9236.6,9357.0,9528.0
1365,B,True,3535.3,3428.4,3686.6,3540.5,3429.3,3452.7,3353.9,3348.9,3277.4,3307.7
1366,B,False,5805.2,5814.0,5768.1,5628.9,5638.5,5706.5,5734.6,5607.8,5598.2,5468.3
1367,B,False,1952.7,2028.3,2075.5,2068.9,2137.5,2136.9,2186.4,2155.7,2118.6,2181.9
1368,B,False,3864.6,3850.6,4039.7,4165.9,4268.4,3964.5,3914.7,3957.4,3977.7,3892.4
1369,B,False,930.25,891.39,858.78,811.43,785.03,765.05,806.4,794.66,729.19,709.43
1370,B,True,2342.5,2380.9,2259.2,2309.8,2367.9,2440.2,2449.4,2522.9,2529.0,2629.5
1371,B,False,4459.8,4430.2,4437.8,4465.9,4441.5,4429.0,4448.8,4498.8,4561.2,4647.1
1372,B,False,3894.8,4022.9,3567.3,3736.0,4540.8,4614.3,4284.3,4079.0,4026.0,3925.5
1373,B,False,8013.4,7988.2,8137.9,8138.6,8158.1,8104.8,8137.0,8189.5,8215.9,8311.8
1374,B,False,5818.7,5726.1,5804.3,5813.9,5778.6,5795.3,5792.4,5654.0,5453.0,5515.4
1375,B,False,4232.7,4146.6,4212.5,4308.6,4166.2,4195.5,4180.0,4108.0,4045.0,3940.8
1376,B,False,4284.7,4274.9,4321.4,4390.7,4414.4,4469.8,4521.6,4550.2,4563.3,4642.4
1377,B,True,5349.7,5276.4,5494.0,5562.7,5366.2,5152.5,5081.8,5006.4,4817.6,4729.3
1378,B,False,4507.8,4509.3,5103.4,4461.6,4416.6,4471.6,4528.3,4682.0,4696.9,4458.7
1379,B,True,4183.4,4147.4,4270.4,4256.5,4320.6,4327.2,4284.3,4179.0,4160.1,4286.5
1380,B,False,2845.2,2792.6,2827.1,2778.1,2768.9,2707.9,2692.5,2680.3,2735.0,2750.3
1381,B,False,3639.8,3803.9,3804.8,3537.7,3729.0,3625.4,3494.8,3431.1,3300.7,3466.2
1382,B,False,3704.4,3651.6,3576.6,3583.3,3569.4,3554.8,3547.4,3630.8,3621.9,3741.5
1383,B,False,3240.1,3175.4,3089.8,2951.8,2917.3,3042.0,2884.0,3041.1,3007.6,2941.3
1384,B,False,9700.5,9644.7,9861.6,9371.9,9165.2,9302.9,9292.5,8835.7,8567.2,8850.9
1385,B,False,1402.1,1393.4,1470.4,1407.6,1380.8,1417.0,1409.6,1435.2,1468.2,1422.2
1386,B,False,4932.0,5144.0,5415.7,5547.4,5672.3,5718.2,5742.3,5996.4,6169.6,5934.8
1387,B,False,1887.4,2009.5,2052.9,2105.3,2167.8,2283.9,2277.4,2287.4,2270.2,2138.9
1388,B,False,7674.1,7727.0,7715.0,7561.2,7556.9,7542.4,7475.3,7251.3,7328.7,7129.5
1389,B,False,11578.0,11478.0,11607.0,11519.0,11582.0,11655.0,11551.0,11614.0,11614.0,11563.0
1390,B,False,1031.2,1023.4,1033.1,1010.1,1037.6,1042.2,1053.6,1059.7,1073.1,1076.3
1391,B,False,3876.6,3973.8,3967.8,3867.0,3986.3,3769.1,3890.1,3912.5,3901.6,3931.7
1392,B,False,1735.7,1793.1,1848.7,1775.1,1738.3,1716.4,1736.3,1703.0,1664.4,1595.3
1393,B,False,4163.6,4275.4,4357.9,4312.7,4468.2,4549.2,4612.9,4733.2,4699.7,4696.2
1394,B,False,2393.3,2392.7,2374.9,2399.5,2382.3,2396.2,2453.9,2457.8,2410.8,2374.5
1395,B,False,2269.8,2323.0,2339.1,2407.9,2379.8,2375.9,2322.7,2279.1,2238.3,2166.6
1396,B,True,3153.4,3246.3,3364.8,3618.5,3701.6,3719.3,3627.5,3655.2,3713.9,3735.1
1397,B,False,2747.6,2833.7,2866.2,2910.3,2937.6,2932.9,2966.7,2899.4,2915.6,2957.7
1398,B,True,5414.5,5537.2,5176.1,5183.9,4952.5,4940.8,4836.1,4886.9,4898.5,5101.4
1399,B,True,1540.8,1530.7,1510.3,1500.0,1402.1,1393.4,1470.4,1407.6,1380.8,1417.0
1400,B,True,1827.2,1801.2,1781.5,1814.8,1793.3,1867.1,1842.3,1844.6,1883.4,1881.1
1401,B,False,5734.9,5538.4,5623.8,5623.8,5816.4,6030.7,5884.2,6005.9,6094.7,5843.4
1402,B,False,3556.7,3550.8,3641.0,3704.8,3782.5,3932.0,3976.6,4070.9,4068.6,3993.0
1403,B,False,1349.6,1343.0,1346.2,1344.9,1352.9,1315.9,1364.7,1382.7,1387.0,1393.4
1404,B,False,3200.8,3186.1,3158.5,3178.8,3185.8,3162.3,3212.8,3206.7,3173.1,3202.0
1405,B,False,1504.1,1534.8,1634.1,1603.0,1771.9,1759.4,1689.1,1633.9,1622.6,1610.2
1406,B,False,3895.1,3886.0,3921.0,3879.4,3911.3,3854.0,3838.1,3866.6,3784.3,3769.6
1407,B,False,14154.0,14171.0,14291.0,14249.0,14270.0,14240.0,14283.0,14265.0,14542.0,14540.0
1408,B,False,8329.8,8354.7,8213.4,8250.2,8231.0,8330.4,8274.3,8313.7,8341.4,8396.9
1409,B,False,2200.3,2407.4,2413.8,2479.0,2755.4,2954.8,3093.0,2957.6,2874.1,2563.7
1410,B,False,9138.7,9073.3,9134.5,9282.6,9216.3,9134.9,9399.9,9555.5,9336.0,9317.9
1411,B,False,14419.0,14693.0,14604.0,14618.0,14707.0,14478.0,14355.0,14531.0,14869.0,14810.0
1412,B,False,8000.3,8053.5,7949.2,7921.2,7987.9,8055.6,8081.2,7863.4,8008.3,8119.9
1413,B,False,8924.3,8415.6,9803.1,9329.9,6474.0,6975.2,6093.6,5354.1,2851.5,2867.0
1414,B,False,5282.4,5176.3,5235.7,5258.1,5250.6,5381.8,5329.9,5205.2,5325.9,5254.1
1415,B,False,13677.0,13562.0,13671.0,13638.0,13571.0,13670.0,13775.0,13874.0,13975.0,14100.0
1416,B,False,10416.0,10419.0,10556.0,10717.0,10844.0,10979.0,11003.0,10938.0,10864.0,10840.0
1417,B,False,2418.1,2368.9,2335.5,2196.5,2239.5,2326.0,2204.4,2045.3,2039.6,2109.2
1418,B,False,2145.1,2160.7,2117.2,2154.8,2181.0,2143.7,2178.6,2156.6,2151.1,2112.4
1419,B,False,2212.9,2199.2,2217.4,2196.2,2161.7,2118.6,2188.6,2244.7,2377.2,2256.7
1420,B,False,1480.4,1428.4,1415.8,1391.8,1386.8,1340.0,1317.4,1314.9,1330.9,1305.1
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,1829.4,1846.8,1831.3,1872.8,1887.8,1821.0,1879.6,1883.0,1887.8,1855.5
1423,B,False,4328.0,4330.0,4374.9,4398.2,4409.4,4402.7,4399.2,4441.6,4375.8,4383.7
1424,B,False,2038.1,2092.1,2104.9,2133.4,2118.2,2093.2,2097.9,2077.0,2007.7,1963.1
1425,B,False,13998.0,14135.0,14148.0,14323.0,14298.0,14157.0,14169.0,14102.0,14143.0,13996.0
1426,B,False,3583.9,3537.3,3487.8,3461.6,3523.8,3450.3,3426.8,3479.7,3457.9,3464.8
1427,B,False,4126.9,4108.4,4235.6,4505.4,4742.9,5093.3,5043.8,5377.3,5242.2,5408.0
1428,B,False,3967.8,3867.0,3986.3,3769.1,3890.1,3912.5,3901.6,3931.7,3892.7,3886.1
1429,B,False,19346.0,19404.0,19455.0,19577.0,19505.0,19248.0,19342.0,19344.0,19249.0,19090.0
1430,B,False,3769.1,3890.1,3912.5,3901.6,3931.7,3892.7,3886.1,3949.8,4201.6,4102.8
1431,B,False,1981.1,1977.3,1954.3,1951.1,1929.1,1945.2,2009.6,1974.0,1950.8,1931.8
1432,B,False,3358.6,3376.4,3391.1,3455.8,3365.8,3411.3,3458.3,3398.7,3364.7,3360.9
1433,B,False,10616.0,10920.0,10956.0,10685.0,10136.0,9999.0,10007.0,9753.1,9329.6,9473.3
1434,B,False,2959.7,2925.6,2963.1,3086.0,2995.7,3095.5,3112.0,3014.0,3046.4,3075.7
1435,B,False,5303.2,5098.7,5325.1,5144.0,4988.0,4825.9,5104.1,5006.0,4783.9,4768.2
1436,B,False,12319.0,11949.0,11774.0,11740.0,11587.0,11582.0,11718.0,11877.0,12182.0,12488.0
1437,B,False,1693.1,1733.4,1792.2,1756.7,1811.9,1767.2,1743.8,1747.6,1740.4,1782.7
1438,B,False,2001.5,2018.2,1983.2,2079.9,2014.2,2031.8,2038.5,2077.0,2109.7,2110.7
