,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5,R_VALUE_6,R_VALUE_7,R_VALUE_8,R_VALUE_9,R_VALUE_10
240,M,True,5.0643,5.0663,5.0704,5.0979,5.0779,5.0877,5.0472,5.0423,5.0454,5.044
241,M,False,5.0121,4.9989,4.9809,5.019,5.0511,5.0094,5.0083,5.0526,5.0302,5.0539
242,M,True,4.212,4.2402,4.2166,4.2798,4.3025,4.2026,4.2292,4.2224,4.2967,4.2853
243,M,False,4.2129,4.2283,4.28,4.3062,4.2289,4.1771,4.1783,4.1641,4.1293,4.1719
244,M,False,2.5745,2.3101,2.951,3.0906,2.8299,2.1653,2.9726,3.0106,3.0151,3.1115
245,M,False,4.2562,4.1836,4.2455,4.2731,4.1985,4.2261,4.2193,4.1559,3.967,4.1134
246,M,False,4.4911,4.4491,4.4637,4.5041,4.5682,4.5399,4.5363,4.5275,4.5589,4.54
247,M,False,4.9347,4.9354,4.9892,4.9681,5.0072,4.9609,4.9509,4.9459,4.9435,4.9394
248,M,False,4.718,4.7631,4.7815,4.8065,4.7706,4.7905,4.8028,4.8026,4.7905,4.7977
249,M,False,4.3991,4.4631,4.4922,4.496,4.5058,4.4772,4.4559,4.4706,4.4148,4.4074
250,M,False,4.5383,4.5412,4.5161,4.5273,4.5655,4.5623,4.557,4.5893,4.5682,4.5707
251,M,True,4.4601,4.4499,4.4764,4.4733,4.4803,4.4617,4.4794,4.4937,4.5065,4.5199
252,M,False,4.4584,4.437,4.4708,4.4443,4.4907,4.4877,4.4946,4.5115,4.4755,4.4899
253,M,False,3.4047,3.4392,3.4334,3.395,3.4039,3.4605,3.495,3.5048,3.5019,3.4831
254,M,False,3.5301,3.5533,3.5309,3.5516,3.4886,3.5889,3.4743,3.5141,3.55,3.5409
255,M,False,4.6177,4.6172,4.6421,4.5856,4.6188,4.6217,4.6643,4.6654,4.638,4.6326
256,M,False,4.1974,4.2217,4.2301,4.1738,4.0959,4.1893,4.2217,4.1654,4.1851,4.1217
257,M,False,3.9909,3.9599,3.9827,3.9763,3.9884,4.0614,4.2432,4.131,3.9573,3.8256
258,M,False,3.7107,3.7848,3.6127,3.5999,3.6981,3.8781,3.8899,3.6262,3.6657,3.5554
259,M,False,4.3681,4.4073,4.3803,4.4038,4.4173,4.5339,4.4798,4.4724,4.5413,4.5157
260,M,False,4.2486,4.3308,4.3285,4.2586,4.2845,4.3641,4.3041,4.3179,4.3067,4.3059
261,M,True,4.4603,4.4519,4.4816,4.466,4.4819,4.5024,4.5359,4.5825,4.5381,4.4747
262,M,False,4.466,4.4819,4.5024,4.5359,4.5825,4.5381,4.4747,4.5019,4.487,4.4893
263,M,False,4.6904,4.6244,4.6972,4.7541,4.6013,4.726,4.7128,4.8651,4.8317,4.8802
264,M,False,4.4132,4.351,4.3245,4.3305,4.3986,4.4227,4.4535,4.4117,4.3878,4.3929
265,M,True,4.2185,4.2583,4.281,4.3063,4.2438,4.2285,4.1995,4.228,4.2232,4.1992
266,M,False,4.2927,4.2832,4.3204,4.3166,4.2732,4.2748,4.2948,4.2956,4.3083,4.3308
267,M,True,4.2921,4.2778,4.3401,4.321,4.2916,4.2696,4.2757,4.3307,4.4016,4.384
268,M,False,4.7254,4.6954,4.7154,4.7337,4.6704,4.6815,4.7329,4.7841,4.7602,4.7809
269,M,True,4.8132,4.7742,4.7727,4.8331,4.823,4.7949,4.7578,4.7575,4.7686,4.7487
270,M,True,4.8893,4.9187,4.8749,4.8482,4.8443,4.8946,4.8954,4.8602,4.9013,4.9194
271,M,False,4.8801,4.8632,4.8742,4.8925,4.8763,4.9269,4.9558,4.9474,4.9484,4.9426
272,M,False,4.8742,4.8925,4.8763,4.9269,4.9558,4.9474,4.9484,4.9426,4.9357,4.9151
273,M,False,4.4661,4.5114,4.5143,4.5039,4.5088,4.4731,4.5664,4.515,4.5012,4.5149
274,M,False,4.9379,4.9311,4.9325,4.9483,4.9657,4.9321,4.9101,4.9234,4.941,4.9442
275,M,False,4.9483,4.9657,4.9321,4.9101,4.9234,4.941,4.9442,4.9318,4.9654,4.9383
276,M,True,4.5801,4.5342,4.7958,4.8389,4.8202,4.7407,4.6985,4.636,4.4156,4.4909
277,M,True,4.5235,4.4253,4.3203,4.295,4.2922,4.2018,4.3418,4.2042,4.2514,4.0782
278,M,True,4.3664,4.3819,4.3997,4.3973,4.3714,4.3529,4.3465,4.3536,4.3746,4.403
279,M,False,4.3819,4.3874,4.3944,4.3637,4.3855,4.3807,4.3706,4.4091,4.4872,4.4823
280,M,False,4.3679,4.3915,4.423,4.4052,4.4281,4.4207,4.4251,4.4233,4.4329,4.4118
281,M,False,4.4329,4.4118,4.4348,4.3915,4.4273,4.4012,4.4067,4.4367,4.4166,4.4219
282,M,False,4.5059,4.5016,4.5067,4.5167,4.5025,4.5006,4.4492,4.4462,4.4774,4.5122
283,M,True,4.7785,4.7855,4.7475,4.7564,4.746,4.7597,4.7859,4.7633,4.7731,4.7943
284,M,False,4.5888,4.6037,4.6186,4.6244,4.5676,4.5915,4.6226,4.6371,4.643,4.6261
285,M,False,4.5153,4.5293,4.4589,4.5092,4.5064,4.5551,4.5173,4.4706,4.5132,4.5245
286,M,False,4.6096,4.62,4.5875,4.6409,4.6151,4.5984,4.5976,4.5814,4.5774,4.5497
287,M,True,4.6187,4.6545,4.6396,4.6652,4.678,4.6989,4.6724,4.6679,4.6384,4.6718
288,M,False,4.6396,4.6652,4.678,4.6989,4.6724,4.6679,4.6384,4.6718,4.6641,4.6506
289,M,False,4.4997,4.4249,4.3754,4.464,4.4453,4.4276,4.3781,4.3977,4.3859,4.3638
290,M,False,4.2432,4.2495,4.3184,4.2981,4.3873,4.3341,4.3567,4.4002,4.3969,4.4116
291,M,False,4.5877,4.5901,4.5665,4.5601,4.5572,4.5483,4.5935,4.6179,4.6325,4.6236
292,M,True,4.4205,4.4398,4.452,4.434,4.4561,4.4442,4.4621,4.5131,4.5184,4.5196
293,M,False,4.4917,4.4853,4.4233,4.3975,4.4358,4.4688,4.4595,4.3965,4.4103,4.4801
294,M,True,4.8325,4.8152,4.8216,4.8109,4.8016,4.8111,4.8042,4.8289,4.8268,4.8197
295,M,True,4.9779,4.9677,4.9889,4.9746,4.9724,4.9927,4.9977,4.9867,4.9895,4.9941
296,M,True,4.9942,5.0084,5.0279,5.0431,5.0726,5.0588,5.0419,5.0306,4.9909,5.0146
297,M,True,5.0193,5.0225,4.9975,5.008,5.0295,5.0605,5.0588,5.046,5.055,5.0156
298,M,True,4.9572,4.9606,4.9361,4.9754,4.9915,4.9951,4.9805,4.9494,4.9144,4.9449
299,M,False,4.2254,4.2901,4.2668,4.2637,4.2663,4.3047,4.3839,4.321,4.2733,4.2963
300,M,False,5.1187,5.1775,5.1133,5.1087,5.1851,5.1562,5.0557,5.2087,5.18,5.1339
301,M,False,4.7936,4.8125,4.8159,4.8,4.8113,4.7955,4.8054,4.812,4.8042,4.7788
302,M,False,4.3464,4.3316,4.3895,4.3438,4.3251,4.3393,4.2945,4.3161,4.3906,4.3178
303,M,True,4.4456,4.4436,4.459,4.4874,4.4785,4.4805,4.5055,4.4544,4.4097,4.4407
304,M,True,4.582,4.5841,4.5587,4.5146,4.5263,4.5688,4.5283,4.5521,4.5377,4.5701
305,M,False,4.8242,4.8353,4.8539,4.85,4.8059,4.8345,4.7953,4.8489,4.8607,4.8617
306,M,False,4.9181,4.9571,5.0265,5.0368,5.0809,5.0434,5.0061,4.9456,4.9734,4.9678
307,M,True,4.1429,4.2207,4.1832,4.2301,4.2446,4.2564,4.2712,4.1506,4.2614,4.2362
308,M,False,4.3727,4.3306,4.3621,4.354,4.3875,4.377,4.3967,4.4537,4.4613,4.512
309,M,False,3.8483,3.8347,3.828,3.8008,3.8851,3.899,3.9167,3.9228,3.9433,4.0021
310,M,True,4.5213,4.4311,4.3828,4.3537,4.315,4.5055,4.2571,4.2965,4.3315,4.226
311,M,False,4.2111,4.4563,3.794,4.1723,4.1163,4.1036,3.9946,4.1824,4.3771,4.4027
312,M,True,4.7437,4.7274,4.719,4.7699,4.7245,4.7503,4.7722,4.7846,4.7781,4.7563
313,M,False,4.7699,4.7245,4.7503,4.7722,4.7846,4.7781,4.7563,4.7605,4.7821,4.7541
314,M,False,4.2829,4.2744,4.2723,4.3001,4.3297,4.3486,4.3337,4.3126,4.3117,4.3428
315,M,True,4.8198,4.8244,4.8316,4.8226,4.8069,4.8347,4.8507,4.8377,4.8471,4.8717
316,M,False,4.8229,4.8207,4.8344,4.818,4.792,4.8148,4.8188,4.7998,4.7748,4.7794
317,M,False,4.7978,4.801,4.7966,4.7782,4.819,4.7708,4.7597,4.7876,4.7715,4.7973
318,M,False,4.8614,4.8854,4.8782,4.8749,4.8803,4.8751,4.8515,4.8707,4.8389,4.8468
319,M,False,4.1437,4.0922,4.0917,4.1,4.1206,4.0863,4.0702,4.083,4.0852,4.1187
320,M,True,4.562,4.5619,4.5954,4.6089,4.6141,4.6463,4.6072,4.611,4.6252,4.6491
321,M,False,4.5978,4.5612,4.5752,4.6022,4.5806,4.5766,4.577,4.5684,4.5552,4.5776
322,M,True,4.9304,4.8148,4.8829,4.9137,4.9232,5.0506,4.9781,4.9832,4.9347,4.9387
323,M,True,4.8043,4.77,4.7962,4.7604,4.7321,4.7255,4.7123,4.7332,4.7556,4.8107
324,M,True,4.7087,4.726,4.7115,4.7009,4.7067,4.725,4.7136,4.7038,4.7061,4.712
325,M,False,4.8931,4.9236,4.9073,4.8479,4.8353,4.896,4.9387,4.8484,4.8432,4.8677
326,M,False,4.9931,4.9694,4.9971,4.975,4.9556,4.9206,4.9167,4.944,4.9368,4.9525
327,M,False,4.6167,4.5067,4.5239,4.5513,4.44,4.6536,4.6421,4.6162,4.7128,4.5238
328,M,False,4.0865,4.0487,3.9391,3.5837,3.4403,3.4678,3.5313,3.906,3.8363,3.8499
329,M,True,5.1116,5.084,5.0517,5.0921,5.1042,5.0816,5.0847,5.063,5.077,5.0777
330,M,False,3.2674,3.2017,3.2946,3.2566,3.2729,3.2657,3.2717,3.1688,3.2421,3.2208
331,M,False,4.6067,4.619,4.588,4.6188,4.6495,4.6746,4.6961,4.6619,4.6634,4.6519
332,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,M,True,5.1364,5.1025,5.1088,5.118,5.14,5.1338,5.1582,5.1556,5.1614,5.1552
342,M,False,5.2081,5.1988,5.2281,5.2092,5.2016,5.2228,5.2341,5.2237,5.1879,5.2286
343,M,True,4.3445,4.356,4.3997,4.408,4.3279,4.3642,4.4189,4.3933,4.3431,4.2828
344,M,True,5.2523,5.2965,5.2469,5.2404,5.2635,5.2299,5.2499,5.2731,5.2285,5.2306
345,M,False,5.2296,5.2583,5.2519,5.2378,5.2478,5.2093,5.2214,5.1993,5.1669,5.1455
346,M,False,5.1747,5.1997,5.2376,5.224,5.2164,5.2372,5.2372,5.25,5.2688,5.2763
347,M,False,4.3903,4.3832,4.3664,4.3568,4.4042,4.3543,4.4511,4.4165,4.4422,4.4183
348,M,False,5.3228,5.3195,5.3261,5.3243,5.3206,5.3637,5.3881,5.3889,5.3888,5.3979
349,M,False,5.4257,5.4087,5.4251,5.4175,5.4143,5.4176,5.4285,5.4429,5.4418,5.424
350,M,False,4.5198,4.4762,4.4301,4.5177,4.4609,4.4768,4.4677,4.4951,4.4778,4.455
351,M,True,5.3922,5.3885,5.382,5.416,5.4128,5.4442,5.4546,5.4298,5.4374,5.4507
352,M,False,5.4665,5.4656,5.4579,5.4471,5.4381,5.4188,5.4152,5.3988,5.3945,5.4041
353,M,False,5.3762,5.3508,5.3542,5.3801,5.3704,5.3738,5.4007,5.4091,5.4083,5.4178
354,M,False,5.3561,5.3602,5.3654,5.383,5.3736,5.3703,5.353,5.3564,5.3337,5.3415
355,M,True,5.127,5.1307,5.1297,5.1166,5.0808,5.0892,5.0845,5.0691,5.0717,5.0515
356,M,False,5.1238,5.1312,5.1446,5.1396,5.1401,5.1625,5.1621,5.1794,5.1616,5.1695
357,M,False,4.973,4.9793,4.9562,4.955,4.9486,4.98,4.9652,4.9564,4.9725,4.9351
358,M,True,4.0242,4.1779,4.1499,4.1087,4.2165,4.112,4.1979,4.162,4.2385,4.3126
359,M,True,4.3762,4.3481,4.4526,4.4383,4.4401,4.4712,4.4978,4.4411,4.512,4.5232
360,M,True,4.7548,4.7287,4.738,4.7733,4.7871,4.7755,4.7857,4.7554,4.7832,4.7376
361,M,True,4.7681,4.7822,4.8312,4.7911,4.8127,4.7714,4.7526,4.7006,4.7188,4.782
362,M,True,4.9068,4.8781,4.893,4.841,4.8532,4.8633,4.8967,4.9012,4.8799,4.8915
363,M,True,4.9104,4.8939,4.9085,4.9098,4.9076,4.9393,4.9383,4.9368,4.9519,4.9089
364,M,True,4.9393,4.9383,4.9368,4.9519,4.9089,4.9393,4.9311,4.9107,4.8903,4.9076
365,M,False,4.948,4.9561,4.9597,4.9552,4.9349,4.9579,4.9873,4.9728,5.0001,4.9563
366,M,False,4.9632,5.0209,5.027,4.995,4.9905,5.0004,5.0124,4.9668,4.9952,5.0018
367,M,True,5.0973,5.0613,5.0877,5.0824,5.0804,5.1004,5.1174,5.0795,5.0749,5.1121
368,M,False,5.078,5.068,5.0607,5.0578,5.0487,5.0747,5.0754,5.0782,5.048,5.0519
369,M,False,5.0747,5.0754,5.0782,5.048,5.0519,5.0683,5.0886,5.1033,5.1409,5.1289
370,M,False,5.202,5.1913,5.2099,5.1887,5.1752,5.1728,5.2038,5.1681,5.1735,5.1882
371,M,False,4.2571,4.2861,4.2074,4.1419,4.1442,4.1616,4.2624,4.3126,4.2544,4.193
372,M,False,4.2,4.1208,4.1477,4.2847,4.1608,4.235,4.2242,4.1944,4.2321,4.2182
373,M,False,4.6354,4.6636,4.6869,4.6823,4.7269,4.7278,4.6922,4.7005,4.7134,4.6997
374,M,False,4.181,4.2427,4.1866,4.236,4.2405,4.1951,4.1844,4.1604,4.1983,4.1755
375,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.229,0.0
376,M,False,0.0,0.0,0.0,0.0,0.0,1.935,0.0,0.0,0.0,0.0
377,M,False,4.3377,4.2972,4.2914,4.3293,4.2788,4.3312,4.2705,4.2878,4.2857,4.3121
378,M,False,4.5065,4.4837,4.5208,4.5698,4.5321,4.4878,4.4804,4.4857,4.4444,4.4034
379,M,True,3.5654,3.5608,3.4812,3.41,3.4712,3.5587,3.5766,3.567,3.565,3.5339
380,M,True,3.8572,3.882,3.8947,3.8197,3.8527,3.7927,3.8449,3.8998,3.8321,3.8511
381,M,True,3.7149,3.8373,3.8213,3.7893,3.8123,3.8352,3.7784,3.7396,3.8201,3.7568
382,M,False,3.8325,3.6681,3.7991,3.8776,3.833,3.6123,3.7523,3.9691,4.0103,3.9956
383,M,False,3.9922,3.9929,4.0126,4.007,4.0289,4.051,4.0969,4.1291,4.1943,4.1714
384,M,False,4.377,4.3951,4.3918,4.3766,4.3532,4.3545,4.4016,4.4284,4.4634,4.4665
385,M,True,4.1404,4.1365,4.1784,4.1545,4.2451,4.2169,4.2144,4.2994,4.334,4.2761
386,M,False,4.3474,4.3689,4.3914,4.4161,4.4407,4.4617,4.4527,4.4432,4.415,4.3557
387,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,M,True,4.5144,4.5421,4.525,4.5232,4.5391,4.5333,4.5404,4.5392,4.5331,4.5367
389,M,True,4.3875,4.3602,4.4097,4.3762,4.3146,4.3658,4.3648,4.3616,4.3682,4.2918
390,M,False,4.359,4.364,4.3662,4.3887,4.3635,4.3227,4.3206,4.3774,4.3766,4.4126
391,M,False,4.4494,4.4196,4.442,4.4488,4.4218,4.3974,4.3893,4.3672,4.4275,4.4009
392,M,False,4.0732,4.2232,4.2051,4.199,4.1945,4.1327,4.1348,4.1022,4.2626,4.215
393,M,True,3.4447,3.4514,3.5056,3.5049,3.5978,3.6341,3.6391,3.6988,3.7805,3.9083
394,M,False,3.5862,3.5353,3.576,3.7012,3.6624,3.7699,3.7419,3.7558,3.8444,3.8925
395,M,False,4.4701,4.4592,4.4807,4.4591,4.4817,4.4686,4.4511,4.4425,4.4597,4.4861
396,M,False,4.2127,4.2071,4.2066,4.2174,4.2307,4.2291,4.1994,4.1808,4.1432,4.1362
397,M,False,0.0,0.0,0.0,0.0,3.7736,3.8109,3.7667,3.7261,3.8401,3.9174
398,M,False,4.5036,4.5366,4.5832,4.5693,4.6032,4.5853,4.5792,4.548,4.461,4.512
399,M,False,4.4467,4.4216,4.4018,4.3905,4.4036,4.4212,4.4606,4.4298,4.5213,4.4755
400,M,True,4.585,4.5912,4.5701,4.5573,4.5623,4.5291,4.5453,4.5556,4.5447,4.5595
401,M,False,4.2596,4.2696,4.2712,4.2474,4.2577,4.24,4.2412,4.2002,4.1716,4.191
402,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,M,False,4.7824,4.7835,4.8173,4.806,4.7923,4.8185,4.787,4.7945,4.7962,4.7943
404,M,False,3.9474,3.9172,3.9159,3.9247,3.9692,3.8572,3.8864,3.771,3.8322,3.8156
405,M,False,4.8704,4.8448,4.8964,4.9359,4.9093,4.9226,4.8916,4.9145,4.9797,4.9476
406,M,True,0.0,0.0,0.0,4.0916,4.1057,4.1281,4.1034,4.0748,0.0,4.0117
407,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,M,True,4.8034,4.8384,4.8416,4.861,4.8441,4.8184,4.8062,4.8335,4.8287,4.839
410,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,M,False,3.9619,4.0193,4.0283,3.9409,3.9865,3.9868,4.0593,4.1062,4.0576,4.0387
412,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,M,False,4.7568,4.7759,4.7898,4.7571,4.7825,4.8051,4.798,4.7682,4.7682,4.7931
414,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,M,False,3.5057,3.409,0.0,3.4934,0.0,0.0,3.4626,0.0,3.4908,0.0
417,M,False,3.9034,3.8111,3.9164,3.9381,3.916,3.9131,3.8302,3.8627,3.94,3.9543
418,M,True,3.5282,3.5152,3.5682,3.5959,3.5632,3.5949,3.5643,3.5689,3.617,3.5915
419,M,False,3.7181,3.6847,3.672,3.6829,3.7012,3.7861,3.7408,3.683,3.8225,3.781
420,M,False,3.8929,3.8025,3.7892,3.8031,3.8164,3.8114,3.8115,3.8026,3.7342,3.6964
421,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,M,False,0.0,0.0,0.0,0.0,4.6962,0.0,0.0,0.0,4.7035,0.0
423,M,True,3.637,3.6006,3.7223,3.7093,3.7713,3.8145,3.7313,3.7575,3.7456,3.719
424,M,False,3.7223,3.7093,3.7713,3.8145,3.7313,3.7575,3.7456,3.719,3.7418,3.7572
425,M,False,3.617,3.7737,3.6913,3.7333,3.9505,3.8601,3.8463,3.8512,3.8703,3.8755
426,M,True,5.4592,5.4361,5.4592,5.4123,5.3872,5.3646,5.395,5.3126,5.3014,5.3554
427,M,True,4.9893,4.9966,4.9902,4.9518,4.9756,4.9839,4.9818,4.9723,4.9802,4.9915
428,M,False,5.0872,5.1166,5.1436,5.1309,5.1297,5.1327,5.1354,5.1604,5.1592,5.1682
429,M,False,5.1867,5.1919,5.2006,5.1907,5.1898,5.199,5.1661,5.1741,5.1721,5.173
430,M,False,5.1898,5.199,5.1661,5.1741,5.1721,5.173,5.1732,5.1786,5.159,5.1452
431,M,False,5.1273,5.1661,5.1715,5.1846,5.168,5.1652,5.1573,5.152,5.1704,5.1599
432,M,True,5.3714,5.4007,5.363,5.3613,5.3503,5.3553,5.3986,5.3893,5.383,5.3729
433,M,False,5.3628,5.38,5.376,5.3737,5.4029,5.3975,5.4167,5.4076,5.4451,5.4373
434,M,True,5.3984,5.419,5.4205,5.4084,5.3991,5.3958,5.416,5.4063,5.4198,5.4239
435,M,True,5.3109,5.3309,5.3236,5.3424,5.3662,5.3285,5.3542,5.3553,5.3527,5.3799
436,M,True,5.4606,5.4818,5.4507,5.4458,5.4471,5.4337,5.4348,5.4314,5.4273,5.4164
437,M,False,5.4507,5.4458,5.4471,5.4337,5.4348,5.4314,5.4273,5.4164,5.4098,5.4159
438,M,False,5.4273,5.4164,5.4098,5.4159,5.3979,5.3934,5.379,5.3845,5.3873,5.3909
439,M,False,5.3004,5.3143,5.3001,5.32,5.341,5.3534,5.355,5.3304,5.3433,5.3692
440,M,False,5.3433,5.3692,5.3949,5.4009,5.402,5.4045,5.4256,5.4145,5.4272,5.4225
441,M,True,5.4225,5.4346,5.4285,5.4251,5.425,5.4492,5.4295,5.4489,5.4295,5.4585
442,M,False,5.4781,5.4823,5.4991,5.4992,5.4948,5.4719,5.4826,5.4545,5.4752,5.4916
443,M,False,5.4438,5.456,5.461,5.4527,5.4382,5.4512,5.4514,5.4462,5.4505,5.4504
444,M,False,5.35,5.3416,5.3304,5.3237,5.3314,5.3618,5.3604,5.3668,5.3721,5.3583
445,M,False,5.3604,5.3668,5.3721,5.3583,5.3583,5.3633,5.3594,5.3655,5.3497,5.3411
446,M,True,5.2479,5.2444,5.286,5.2559,5.2254,5.2374,5.238,5.2415,5.2439,5.2446
447,M,True,5.2344,5.2189,5.2325,5.2456,5.2271,5.2417,5.2263,5.2236,5.2405,5.2343
448,M,False,5.2177,5.2147,5.2232,5.2202,5.2337,5.1848,5.2226,5.2591,5.2231,5.2742
449,M,False,5.2429,5.2556,5.2498,5.2481,5.2346,5.2351,5.2398,5.2712,5.2556,5.2688
450,M,False,5.2688,5.2293,5.3003,5.2743,5.2478,5.2552,5.2521,5.2573,5.2224,5.2459
451,M,False,5.2177,5.1987,5.2172,5.199,5.1799,5.1777,5.1538,5.1902,5.1729,5.1594
452,M,False,5.1392,5.1301,5.0822,5.0904,5.1068,5.0673,5.0774,5.0467,5.0816,5.0677
453,M,False,5.1075,5.0807,5.1195,5.0849,5.1074,5.127,5.1227,5.1657,5.1702,5.1943
454,M,False,5.1074,5.127,5.1227,5.1657,5.1702,5.1943,5.1685,5.2365,5.2165,5.2291
455,M,False,5.3455,5.3729,5.3075,5.3708,5.3236,5.3283,5.3237,5.3449,5.3739,5.351
456,M,True,3.9858,4.043,3.9845,3.9075,3.9497,3.9595,3.9516,3.9584,4.0079,3.9505
457,M,False,4.2306,4.2449,4.1808,4.3534,4.041,4.1352,4.1776,4.2782,4.2317,4.0702
458,M,True,4.293,4.3332,4.2344,4.2542,4.2753,4.2809,4.3216,4.4799,4.3439,4.2968
459,M,True,4.4366,4.472,4.3987,4.4691,4.3955,4.3968,4.4346,4.4165,4.4173,4.4374
460,M,True,4.6842,4.6855,4.6991,4.6957,4.7463,4.7524,4.7661,4.7202,4.7494,4.7458
461,M,False,4.7869,4.7731,4.8115,4.8004,4.812,4.7957,4.8375,4.8437,4.847,4.8173
462,M,False,4.8177,4.8085,4.8138,4.7938,4.8063,4.8209,4.8092,4.8131,4.8436,4.851
463,M,False,4.7605,4.7569,4.7584,4.7804,4.7556,4.7619,4.7262,4.7186,4.7365,4.7374
464,M,False,4.782,4.7462,4.7572,4.7834,4.7762,4.77,4.7567,4.765,4.7755,4.7575
465,M,True,4.5851,4.6077,4.5854,4.6145,4.5671,4.6672,4.6398,4.6164,4.5782,4.7034
466,M,True,4.8805,4.9397,4.9217,5.0522,5.0616,5.0566,5.0192,5.0334,5.0512,5.0748
467,M,False,4.8637,4.8451,4.8583,4.8358,4.8359,4.809,4.8325,4.8719,4.8733,4.8603
468,M,False,4.7892,4.7712,4.6863,4.7224,4.7318,4.7281,4.739,4.7256,4.7094,4.6906
469,M,True,4.747,4.7549,4.7299,4.7048,4.6915,4.6865,4.6868,4.698,4.6998,4.7493
470,M,False,4.6794,4.6574,4.6428,4.693,4.6201,4.5719,4.6081,4.6372,4.599,4.5704
471,M,False,4.6797,4.6175,4.6241,4.6968,4.6599,4.6086,4.609,4.6111,4.5958,4.6236
472,M,False,4.255,4.2342,4.2315,4.2062,4.2641,4.1447,4.1863,4.1813,4.2883,4.3114
473,M,True,5.0113,5.0205,5.0374,5.0277,5.0613,5.0709,5.0222,5.0547,5.0539,5.0281
474,M,True,4.5582,4.6138,4.5455,4.5867,4.6363,4.611,4.5744,4.6087,4.5553,4.6042
475,M,False,5.0189,4.9897,5.001,5.0253,5.001,5.0092,5.0098,5.0013,5.0127,5.0268
476,M,True,5.2431,5.2263,5.2518,5.2802,5.2904,5.2631,5.246,5.2649,5.2825,5.282
477,M,True,5.1272,5.1259,5.1056,5.0937,5.1183,5.1161,5.135,5.1316,5.1232,5.1196
478,M,False,4.5641,4.6281,4.6009,4.6228,4.5485,4.5884,4.6407,4.6373,4.6169,4.6783
479,M,False,5.0159,5.0083,4.9896,5.0078,5.0256,5.0653,5.0921,5.0552,5.1247,5.1547
480,M,False,4.1718,4.2472,4.1599,4.224,4.2809,4.347,4.2575,4.2878,4.3207,4.2867
481,M,False,4.8814,4.8759,4.9056,4.8767,4.8662,4.9049,4.895,4.9033,4.9191,4.8906
482,M,False,4.9662,4.9735,4.9425,4.9219,4.8989,4.888,4.8716,4.8996,4.9054,4.8767
483,M,False,4.1695,4.1765,4.1878,4.2381,4.1455,4.1885,4.1423,4.1799,4.2303,4.2294
484,M,False,4.3452,4.3988,4.3925,4.3511,4.427,4.3664,4.3209,4.3137,4.3556,4.3779
485,M,False,4.764,4.8878,4.863,4.8589,4.8244,4.7656,4.766,4.7688,4.8189,4.7618
486,M,True,4.3993,4.3916,4.3897,4.3799,4.3692,4.4072,4.419,4.413,4.4527,4.4942
487,M,False,4.2054,4.3044,4.2183,4.1517,4.1663,4.2394,4.369,4.4301,4.4367,4.4299
488,M,False,4.1879,4.364,4.2968,4.2905,4.3067,4.3254,4.3314,4.4394,4.4473,4.3592
489,M,False,4.6563,4.6002,4.6112,4.594,4.5999,4.6084,4.6288,4.6115,4.6271,4.6426
490,M,False,4.0412,4.111,4.0365,4.1537,4.0816,4.0201,4.0215,3.934,3.8774,3.854
491,M,False,3.9886,4.3225,4.1958,4.2954,4.2318,4.1748,4.115,4.2313,4.0682,4.2536
492,M,False,3.9544,3.9838,3.9763,3.9331,3.9089,3.9797,3.9289,3.8929,3.9043,3.8762
493,M,False,4.1289,4.234,4.1814,4.3001,4.4615,4.4103,4.451,4.2583,4.3974,4.5093
494,M,False,4.5429,4.3963,4.3284,4.4495,4.4228,4.5767,4.5424,4.4606,4.263,4.3929
495,M,False,4.5045,4.4094,4.3867,4.4047,4.3717,4.3644,4.4009,4.4321,4.4145,4.4409
