,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10
899,B,False,0.73678,0.77876,0.99865,1.0993,1.2268,1.2339,1.3797,1.3356,1.0455,1.0243
900,B,True,21.241,20.326,18.526,19.826,19.686,18.0,19.402,19.974,20.277,20.315
901,B,False,13.169,7.0155,6.7715,6.3549,5.2874,3.9216,7.8829,9.8913,12.078,9.2031
902,B,True,34.47,36.42,37.62,39.042,38.978,37.816,39.492,38.494,38.845,39.013
903,B,False,16.549,16.978,17.151,16.395,18.092,17.723,16.446,17.705,17.396,15.875
904,B,False,14.348,14.815,14.377,15.54,14.221,13.61,12.871,13.482,13.315,11.222
905,B,True,7.2559,6.2399,7.684,8.0266,11.205,8.1943,10.015,10.214,10.982,11.986
906,B,True,16.23,17.917,18.24,17.249,17.975,18.303,18.0,18.035,18.23,17.249
907,B,False,4.5194,3.9021,4.6541,3.6341,4.3699,5.0312,4.5665,4.6941,4.2852,4.1353
908,B,False,44.065,44.153,44.111,44.292,44.214,43.589,44.607,44.52,44.737,44.233
909,B,False,16.001,13.201,15.543,18.326,12.933,15.945,14.727,15.688,10.156,22.398
910,B,False,53.4,52.951,53.216,53.047,52.925,53.168,52.874,53.283,53.322,53.828
911,B,True,52.871,54.219,54.875,56.685,57.548,55.626,57.488,58.595,55.903,56.145
912,B,False,4.7536,5.1164,3.9061,5.0702,5.9844,6.1454,6.172,6.0501,6.1739,6.7899
913,B,True,28.109,26.941,27.565,28.349,28.994,28.934,29.151,28.377,29.602,29.697
914,B,False,11.245,13.13,20.038,20.547,17.975,15.832,17.2,20.389,19.234,21.204
915,B,False,2.8736,2.2509,3.1845,2.9775,2.4377,2.8331,3.0986,2.598,2.7168,2.1338
916,B,False,17.673,17.788,17.695,18.138,18.051,18.068,17.684,17.354,17.835,17.821
917,B,True,9.4723,9.6988,9.5486,8.8335,9.7266,9.4875,9.2509,8.9718,8.8436,9.5788
918,B,False,15.023,16.597,15.268,15.871,16.628,17.071,16.871,17.164,17.469,14.791
919,B,False,4.9575,4.8159,3.8748,3.7267,2.707,1.1994,2.3192,0.13141,1.1421,0.69061
920,B,False,10.083,10.181,9.9491,8.8115,10.748,12.439,11.431,11.347,10.798,8.818
921,B,False,14.234,13.871,12.78,12.441,13.251,12.321,12.525,12.018,13.221,14.057
922,B,True,50.207,51.526,52.029,52.359,52.051,50.627,51.163,50.615,50.048,50.076
923,B,False,44.244,44.448,43.368,43.817,43.659,43.788,43.474,44.379,44.998,45.474
924,B,True,8.098,8.9109,7.3707,8.1505,9.3081,10.185,9.2558,9.9295,10.051,9.0569
925,B,False,20.424,21.06,21.84,20.754,20.273,19.929,20.383,19.757,19.467,18.614
926,B,True,19.781,20.584,21.302,20.753,21.515,21.211,21.759,20.204,20.594,20.843
927,B,False,15.689,15.35,16.918,18.238,16.366,15.049,14.641,15.58,16.805,17.267
928,B,False,10.64,11.21,11.292,15.619,16.98,15.665,16.905,17.356,18.019,15.961
929,B,False,2.1785,2.8631,1.7627,1.2586,1.5788,1.9807,1.4548,1.6619,1.1429,1.5022
930,B,True,10.552,10.285,10.118,9.3514,9.884,10.258,9.0726,9.9192,9.3095,9.06
931,B,True,39.979,40.351,40.27,40.69,40.364,40.286,40.615,40.611,40.705,41.036
932,B,False,5.8131,5.742,4.9089,4.5349,4.733,4.5246,4.5319,3.9186,3.7523,4.2745
933,B,False,20.201,19.128,19.39,20.249,20.099,20.046,20.059,19.561,19.77,21.579
934,B,False,43.498,42.248,42.324,42.415,42.634,42.863,42.44,42.814,42.846,42.313
935,B,False,25.846,26.215,26.485,26.308,26.758,26.794,26.474,26.241,26.1,25.786
936,B,True,32.795,31.721,31.913,32.756,34.468,33.57,33.538,34.106,35.191,34.459
937,B,False,58.792,59.712,58.383,59.627,59.097,60.535,59.525,58.955,58.373,57.809
938,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,B,False,4.3128,4.1685,3.6536,2.697,2.0708,2.3331,2.3457,2.0122,3.2435,3.115
940,B,True,11.443,10.209,10.392,9.5091,9.6414,10.671,11.083,10.522,9.8759,9.7948
941,B,True,3.3612,3.6309,3.6935,4.1404,4.0116,3.5235,3.5196,3.4084,3.7774,3.8528
942,B,False,22.661,24.039,21.658,25.074,29.003,25.912,28.697,32.292,32.465,32.336
943,B,True,17.295,17.495,17.755,17.258,18.324,17.622,17.648,19.244,18.914,17.65
944,B,True,36.458,34.406,34.094,31.899,30.965,31.559,32.107,29.558,28.399,33.057
945,B,True,47.464,47.155,47.218,46.647,46.573,46.478,45.466,45.141,44.8,44.185
946,B,True,37.498,38.088,40.647,37.634,44.323,40.304,45.243,43.157,45.906,41.612
947,B,False,23.201,24.16,18.026,23.399,19.088,16.119,19.424,17.697,19.92,11.144
948,B,False,41.179,40.962,38.135,38.493,40.36,40.834,41.305,42.953,44.855,41.344
949,B,True,6.7239,6.6406,11.614,12.237,16.586,15.644,11.654,17.191,15.777,16.759
950,B,False,25.418,25.219,25.28,25.914,25.836,26.593,26.317,26.582,25.97,25.815
951,B,False,39.572,39.365,40.535,40.015,39.952,40.586,40.995,40.11,40.76,39.819
952,B,False,25.683,24.144,25.617,26.209,25.506,24.07,24.808,23.956,23.461,22.275
953,B,True,10.157,9.8073,10.446,11.422,10.47,10.074,11.01,10.414,9.9931,9.9617
954,B,True,58.589,59.018,59.524,59.168,58.899,59.344,58.629,58.726,58.918,58.448
955,B,False,15.759,15.749,16.039,15.181,14.466,16.405,16.87,15.621,16.088,16.69
956,B,False,52.757,53.42,53.173,53.618,54.479,54.635,55.355,54.314,54.013,53.977
957,B,False,58.176,56.207,56.157,55.528,57.716,57.179,56.696,53.66,54.491,55.355
958,B,True,18.486,20.476,19.106,18.81,19.235,17.452,16.59,17.085,17.795,18.485
959,B,False,3.1612,3.7611,4.329,5.3248,3.0693,3.3203,3.4745,1.6377,1.4943,1.8433
960,B,False,29.966,26.773,21.116,19.127,17.819,26.514,23.114,19.229,21.129,22.916
961,B,False,1.0268,1.3272,2.2654,2.2152,1.6604,1.6429,1.8255,2.0649,3.0612,2.6559
962,B,True,31.46,31.659,31.052,30.804,30.891,31.078,30.4,30.471,31.35,31.02
963,B,False,36.119,36.143,35.164,35.025,35.545,35.721,35.515,34.009,34.703,34.326
964,B,False,33.974,33.061,33.288,33.599,33.153,33.65,33.205,31.961,32.549,32.244
965,B,True,20.525,21.733,19.607,20.953,21.708,18.173,15.093,18.613,20.219,19.265
966,B,True,20.791,17.326,15.513,14.651,11.813,11.244,11.68,11.314,13.32,13.357
967,B,False,18.667,19.078,17.944,17.711,17.16,16.932,16.922,16.638,16.369,16.172
968,B,False,18.763,18.138,16.999,17.559,17.938,20.744,21.184,20.631,20.767,21.055
969,B,False,28.45,28.359,28.099,28.412,27.911,27.938,28.65,28.227,27.321,26.557
970,B,False,0.45455,0.59374,0.45788,0.78813,0.96022,0.91143,1.081,0.98105,1.056,0.5268
971,B,False,12.733,13.635,13.429,13.116,13.132,13.244,13.296,12.704,13.659,13.849
972,B,False,33.412,33.105,33.955,34.684,35.491,35.322,35.513,35.679,35.766,34.673
973,B,True,41.142,42.32,42.562,43.415,43.891,43.655,43.165,43.42,43.465,43.533
974,B,False,27.462,26.012,27.942,27.68,28.861,29.074,28.32,28.231,28.039,29.684
975,B,False,0.27045,0.66473,0.40664,0.30664,0.4438,0.42998,0.32853,0.39914,0.47596,0.60231
976,B,True,8.9818,8.9984,8.8105,8.2232,8.6773,8.9571,9.0018,8.9495,8.7044,8.5809
977,B,True,20.851,20.008,20.902,20.498,21.149,21.375,20.927,19.292,20.475,20.828
978,B,True,28.976,29.959,30.26,30.407,30.438,30.325,30.821,31.326,30.503,31.45
979,B,False,3.3781,4.1965,4.4196,3.6539,4.7855,4.9542,4.5223,4.2802,4.8206,5.2987
980,B,False,12.893,12.763,11.115,11.368,12.009,11.214,10.497,10.74,9.4057,11.081
981,B,False,12.116,11.322,13.102,12.354,12.582,9.6862,12.357,12.498,11.436,13.134
982,B,True,21.435,22.659,22.329,21.952,21.315,21.463,22.093,22.134,22.409,22.444
983,B,False,5.6223,6.4984,4.7594,6.5217,6.1969,6.5995,8.781,10.163,8.7928,9.1096
984,B,True,3.726,3.1555,3.5283,3.7707,3.7756,3.0364,2.5696,2.8729,2.6857,3.1435
985,B,False,4.5014,5.4776,4.6924,5.9244,6.1482,5.8084,6.9472,7.4652,7.9433,7.5592
986,B,True,30.588,30.296,30.955,31.645,31.798,32.38,32.916,32.062,33.04,32.659
987,B,False,38.073,37.953,36.824,37.531,36.89,36.964,36.283,36.757,36.608,36.595
988,B,False,43.495,43.089,43.11,43.326,43.032,44.132,42.518,42.722,43.135,42.738
989,B,False,16.766,15.558,16.36,12.318,13.356,14.896,14.669,11.842,13.345,13.344
990,B,False,66.004,65.635,65.73,66.647,65.429,65.185,65.185,65.427,65.506,65.805
991,B,True,7.4811,7.0399,7.1829,6.8559,6.7316,6.1967,5.5531,5.3426,5.9844,6.2947
992,B,True,19.832,21.39,22.812,22.215,24.783,24.055,25.0,25.909,24.858,26.015
993,B,False,7.4088,7.3755,7.0504,6.7809,6.9341,7.421,7.1469,6.5247,6.1868,6.2597
994,B,False,50.132,49.228,50.165,49.623,49.737,49.155,49.49,49.608,47.613,48.835
995,B,True,3.0698,2.878,2.0664,1.822,3.4509,2.9325,3.2183,2.9889,2.5193,2.3088
996,B,False,22.561,22.758,22.184,21.63,21.26,20.625,20.113,20.148,19.289,20.058
997,B,True,26.975,27.501,28.731,28.663,27.818,28.332,27.748,25.433,25.84,27.628
998,B,True,37.961,38.352,37.994,37.815,38.931,37.823,38.897,38.763,38.108,38.276
999,B,True,26.436,26.429,25.501,25.045,26.118,26.256,24.613,25.447,24.702,25.331
1000,B,True,16.254,15.99,16.767,14.161,14.319,16.92,16.565,14.377,13.988,12.705
1001,B,False,1.3023,0.89708,2.389,3.232,3.6469,4.2238,4.5374,4.7327,4.1038,3.8153
1002,B,False,14.364,15.255,14.966,15.042,15.778,14.888,13.488,16.165,19.233,19.81
1003,B,True,2.9484,3.5711,3.2088,3.4552,3.2883,3.7454,3.6092,4.0851,3.5959,3.497
1004,B,False,24.783,24.055,25.0,25.909,24.858,26.015,25.221,23.653,23.245,21.708
1005,B,False,4.4234,4.7901,4.5719,5.0244,4.2806,4.4584,5.2257,4.3331,4.2494,4.6361
1006,B,False,16.33,16.319,17.132,17.59,17.594,17.991,18.041,17.888,19.225,17.555
1007,B,False,34.021,33.87,30.075,34.235,34.176,30.973,28.78,32.744,30.565,25.661
1008,B,True,20.187,20.143,19.876,19.752,19.662,20.24,19.691,19.0,20.01,20.209
1009,B,True,13.996,14.311,14.315,13.822,14.997,14.861,15.13,14.691,14.349,14.404
1010,B,True,3.8171,4.1718,3.9916,3.5037,3.954,4.364,4.269,3.9342,4.0263,4.3722
1011,B,True,30.332,30.278,30.696,30.379,30.052,29.719,29.159,29.974,30.256,28.723
1012,B,False,8.3398,6.7943,8.0326,7.9345,6.2749,6.0379,5.9683,5.7184,6.1253,6.212
1013,B,False,7.8564,7.2721,7.0258,6.914,6.0437,5.9674,7.2582,7.2727,6.2963,6.723
1014,B,False,11.554,12.19,11.904,11.269,10.823,10.806,11.168,11.553,11.257,11.331
1015,B,True,28.475,28.707,28.713,28.979,28.025,28.707,28.379,29.078,29.475,28.596
1016,B,True,2.6229,2.8456,3.2643,3.3473,2.4179,2.113,1.8505,2.1744,2.6667,2.6595
1017,B,False,4.1404,4.0116,3.5235,3.5196,3.4084,3.7774,3.8528,3.9226,3.8789,3.6494
1018,B,True,36.833,36.777,36.073,36.793,37.764,38.262,39.225,38.841,37.722,37.625
1019,B,False,11.269,12.488,12.355,12.161,12.192,12.429,12.798,12.743,13.616,12.12
1020,B,False,14.301,13.447,15.514,15.693,12.45,14.161,14.878,15.353,16.219,16.997
1021,B,False,27.228,26.962,26.872,27.182,27.799,25.808,26.549,25.523,26.319,26.901
1022,B,False,28.911,28.621,28.983,29.088,28.754,29.465,27.792,28.888,29.675,29.688
1023,B,False,16.457,17.178,16.242,15.465,20.058,18.305,15.199,15.082,13.531,17.586
1024,B,False,33.052,33.256,33.671,34.195,34.207,34.08,34.41,33.75,33.109,32.555
1025,B,False,4.4083,1.3158,2.3315,2.7978,2.1634,1.0917,2.3404,1.4459,2.3666,0.73462
1026,B,False,13.454,13.057,13.859,14.455,14.832,14.906,14.986,15.089,14.801,14.442
1027,B,False,38.904,38.841,39.903,40.948,39.804,41.554,41.636,41.092,40.138,41.914
1028,B,True,6.4742,5.3355,5.297,5.5988,5.528,4.9598,4.7104,5.0165,4.1762,4.4814
1029,B,False,14.52,14.569,13.949,15.681,15.95,14.709,17.087,15.004,14.492,15.918
1030,B,False,17.34,18.522,19.695,19.894,22.714,23.526,23.759,24.714,23.6,21.139
1031,B,False,9.9732,10.519,11.075,12.063,12.316,12.24,12.268,12.605,13.071,14.198
1032,B,False,38.275,39.294,38.84,39.709,37.746,38.332,37.957,38.27,38.024,38.111
1033,B,True,22.074,22.094,21.456,21.321,20.284,21.038,20.085,19.771,19.932,19.972
1034,B,False,16.455,18.862,15.92,16.841,14.399,15.749,14.686,16.613,9.3426,11.785
1035,B,False,52.845,52.523,53.301,51.683,51.15,50.193,50.464,50.575,50.816,51.472
1036,B,False,38.445,37.162,38.158,38.108,37.835,38.38,37.71,38.075,37.933,38.463
1037,B,False,6.0956,5.6126,5.5282,5.218,4.8085,4.5119,5.6264,5.5776,5.5419,5.846
1038,B,False,12.073,14.126,14.421,15.583,13.398,12.682,13.528,12.887,14.075,12.322
1039,B,False,14.616,15.162,15.492,15.536,14.974,15.596,14.482,14.484,14.41,14.82
1040,B,False,34.406,34.094,31.899,30.965,31.559,32.107,29.558,28.399,33.057,33.2
1041,B,False,17.9,17.434,17.299,17.89,17.425,17.342,16.667,16.986,17.33,16.508
1042,B,False,11.934,11.892,11.792,12.202,11.616,11.255,11.564,11.766,11.944,12.528
1043,B,False,9.2546,9.1563,9.5752,11.569,11.408,10.029,11.981,8.9113,8.5901,9.7218
1044,B,False,11.963,11.232,12.373,12.434,11.833,12.537,12.674,13.23,12.314,11.886
1045,B,False,11.303,11.564,11.162,11.854,11.385,11.108,11.528,11.965,12.071,11.934
1046,B,False,15.944,15.604,15.345,16.038,16.619,17.154,16.658,15.894,15.763,15.394
1047,B,True,5.5398,5.434,5.895,5.7205,5.8334,5.8955,4.9109,4.5443,4.6555,4.5509
1048,B,False,17.057,17.201,18.464,18.201,17.466,17.903,16.737,15.947,16.985,16.618
1049,B,True,14.92,13.998,13.988,13.805,13.928,14.325,13.832,12.583,12.044,12.565
1050,B,True,10.415,11.529,10.941,10.814,12.349,12.615,12.54,13.575,12.606,12.439
1051,B,False,33.291,33.856,32.943,32.372,33.655,34.028,34.329,34.553,34.5,35.43
1052,B,False,33.007,33.298,32.545,32.05,32.032,32.69,32.922,33.012,32.651,32.458
1053,B,False,42.864,43.859,42.787,40.747,40.841,41.643,38.335,36.701,36.556,36.118
1054,B,False,42.77,43.24,43.142,42.969,42.621,43.218,42.277,42.192,41.142,42.32
1055,B,True,30.146,29.408,28.587,29.263,27.81,28.672,28.069,27.71,27.832,27.67
1056,B,True,7.0475,5.9986,7.1446,5.9312,7.9581,7.0993,6.5786,6.5428,7.249,7.8577
1057,B,False,25.987,26.292,25.248,25.103,25.66,25.708,25.487,24.899,24.831,24.808
1058,B,True,23.928,23.986,24.167,23.753,24.214,24.416,24.089,24.428,24.685,24.472
1059,B,True,42.883,42.758,42.469,42.241,43.343,42.547,43.387,43.07,43.852,43.979
1060,B,True,37.632,38.653,35.853,35.487,37.521,36.24,36.994,35.961,35.047,35.818
1061,B,False,9.9024,9.691,10.2,9.9785,9.902,9.0395,9.6332,9.4151,9.102,8.7323
1062,B,False,34.446,34.731,35.281,34.675,34.638,34.218,34.59,34.657,34.202,34.453
1063,B,True,37.891,37.201,35.223,35.373,36.25,36.652,36.065,34.952,33.843,33.208
1064,B,False,39.211,40.031,39.739,39.638,38.769,38.371,37.862,36.813,37.934,36.88
1065,B,False,19.034,19.335,19.175,18.296,19.04,20.512,20.884,19.823,20.918,20.409
1066,B,False,16.802,16.878,17.744,16.895,16.405,16.176,17.88,17.287,17.038,17.27
1067,B,False,4.7082,4.5391,6.3028,5.3511,4.0463,5.1755,6.2077,5.6662,4.8336,4.797
1068,B,False,12.024,11.726,10.94,10.696,11.0,11.053,10.915,10.514,10.806,10.885
1069,B,True,45.602,44.689,44.575,43.868,44.074,43.237,42.601,42.822,42.127,41.324
1070,B,False,7.208,7.7305,6.6032,7.126,6.2365,6.9377,5.9164,6.9728,6.1807,5.8485
1071,B,False,42.368,44.053,43.123,44.015,43.7,44.196,43.886,43.42,45.966,44.033
1072,B,False,11.316,12.654,13.651,15.175,14.819,17.584,10.938,11.526,9.4402,8.3686
1073,B,False,10.732,10.889,11.132,11.429,12.466,12.222,11.419,10.461,10.707,10.119
1074,B,False,44.716,45.886,45.056,45.515,46.005,46.354,46.181,46.34,45.981,46.444
1075,B,True,7.9773,7.2546,9.7478,10.76,7.1852,8.5419,7.4151,7.0716,8.2076,8.7666
1076,B,False,14.955,18.127,18.195,18.945,17.96,17.604,18.793,17.168,17.168,16.504
1077,B,False,16.594,16.549,16.978,17.151,16.395,18.092,17.723,16.446,17.705,17.396
1078,B,False,4.0753,3.5117,3.2751,3.3653,3.1144,3.3386,2.8618,1.9597,2.6101,3.0105
1079,B,False,10.702,12.22,12.727,11.558,12.39,12.344,13.361,12.762,11.995,12.767
1080,B,True,37.0,36.77,37.194,36.605,37.404,36.187,37.165,37.915,38.344,37.859
1081,B,True,17.029,16.769,18.39,16.608,17.502,17.14,18.372,18.46,17.644,19.101
1082,B,False,22.383,21.7,21.577,21.05,20.883,21.494,21.287,20.555,20.896,21.081
1083,B,False,5.625,5.2273,6.8252,7.2471,5.9387,5.553,4.7554,4.2563,3.6023,4.21
1084,B,False,40.029,39.579,38.51,40.698,40.104,41.103,39.412,41.107,42.017,40.472
1085,B,False,19.391,11.929,30.326,23.704,16.996,25.618,32.834,26.905,29.635,28.44
1086,B,True,10.828,10.97,11.303,11.372,11.719,11.132,11.227,11.963,11.601,12.203
1087,B,False,36.435,36.634,36.617,37.612,37.226,40.142,42.12,42.434,43.787,43.136
1088,B,False,50.481,51.642,52.056,51.368,51.208,51.138,50.838,50.433,51.674,51.168
1089,B,False,17.893,18.327,18.019,19.21,19.391,19.362,20.024,19.403,20.855,20.238
1090,B,False,37.715,37.513,37.798,37.815,38.344,38.691,38.672,39.072,39.032,39.017
1091,B,False,46.99,48.112,47.986,45.671,46.626,44.564,47.732,46.287,45.106,45.386
1092,B,False,10.946,8.643,14.562,18.376,16.08,14.98,8.0369,8.6769,8.7261,8.2076
1093,B,True,10.254,10.612,10.33,10.331,10.212,9.3937,9.3781,9.8941,10.364,10.694
1094,B,True,20.864,20.27,20.361,21.09,20.424,21.06,21.84,20.754,20.273,19.929
1095,B,False,18.478,18.125,18.037,18.048,18.219,17.474,19.06,18.978,18.271,19.644
1096,B,True,16.107,13.967,13.271,11.125,8.7708,12.055,11.863,14.11,14.017,12.004
1097,B,True,11.321,10.15,9.8754,9.7547,9.1771,9.8755,9.8959,9.6192,8.5684,8.8357
1098,B,False,10.842,10.262,12.09,10.863,9.4583,10.353,11.307,10.788,10.873,10.377
1099,B,True,27.558,26.426,24.751,28.984,28.864,28.462,29.419,31.155,30.435,30.762
1100,B,False,13.286,13.477,13.41,13.13,13.278,13.91,13.462,13.228,13.237,13.925
1101,B,False,8.886,7.3664,7.1152,8.2386,8.8738,6.5137,7.7441,7.9458,8.6328,9.0798
1102,B,False,17.767,17.725,18.009,16.476,20.09,18.058,21.605,22.172,21.539,22.332
1103,B,True,17.799,18.071,16.158,14.16,13.846,16.848,15.464,15.512,15.152,16.667
1104,B,False,19.144,17.477,17.666,19.964,20.263,22.193,20.316,20.946,20.164,22.661
1105,B,False,37.799,38.702,39.847,39.778,39.039,38.591,38.095,40.79,41.031,39.898
1106,B,False,35.106,18.31,6.9672,17.355,3.937,17.313,13.94,12.657,12.116,10.628
1107,B,False,20.023,20.833,20.682,20.168,20.417,20.338,21.211,21.335,21.321,21.07
1108,B,False,7.8041,6.7213,9.4794,3.1065,6.1912,7.4788,5.5891,9.1367,5.832,8.4899
1109,B,False,35.686,35.662,34.814,36.091,35.894,36.073,36.136,36.467,35.732,35.647
1110,B,True,28.553,28.932,29.404,28.624,27.736,27.049,27.442,26.797,26.946,27.048
1111,B,False,37.174,35.791,36.402,38.175,37.383,38.32,38.706,37.237,36.968,35.809
1112,B,False,10.913,11.46,11.49,11.817,11.832,11.686,11.617,11.673,11.653,11.615
1113,B,False,31.645,31.798,32.38,32.916,32.062,33.04,32.659,32.453,30.953,32.618
1114,B,False,14.004,13.856,14.058,37.955,14.215,14.518,14.115,14.719,15.633,15.591
1115,B,True,39.98,39.461,39.667,39.941,38.456,38.854,38.103,38.359,37.977,39.152
1116,B,True,19.561,20.297,19.865,22.122,24.719,18.688,19.812,21.89,21.542,21.023
1117,B,False,34.531,35.209,35.7,34.539,34.679,33.971,34.068,33.211,33.48,32.652
1118,B,False,39.826,39.228,38.136,39.029,38.491,37.766,39.596,38.521,38.056,37.7
1119,B,False,9.1771,9.8755,9.8959,9.6192,8.5684,8.8357,9.5132,9.4641,9.9201,10.858
1120,B,False,20.56,19.955,19.329,18.691,17.824,19.085,17.12,19.08,17.826,17.304
1121,B,False,36.891,23.368,25.912,24.795,26.608,24.665,25.09,27.554,23.1,21.819
1122,B,True,39.142,38.87,39.311,39.072,39.721,40.013,41.042,41.144,40.861,41.388
1123,B,True,4.9016,5.398,5.6715,6.25,5.5419,4.824,5.6765,6.8298,7.9111,8.417
1124,B,True,12.317,13.433,11.817,16.337,14.136,27.636,31.895,37.451,35.359,30.769
1125,B,True,31.691,31.881,32.975,34.491,34.631,35.256,34.542,34.359,34.042,33.384
1126,B,True,16.736,11.261,9.215,10.14,1.2346,6.4407,9.8551,9.7561,11.456,16.969
1127,B,False,37.939,37.934,37.887,37.306,37.532,36.573,44.1,36.888,36.3,36.321
1128,B,False,9.7953,8.5455,8.0822,10.248,11.307,10.065,9.4727,9.0096,9.4794,10.896
1129,B,False,53.441,52.619,51.571,50.468,50.176,49.621,48.362,48.045,47.463,47.689
1130,B,False,21.249,21.995,23.637,24.323,24.809,25.882,26.132,25.694,25.849,26.855
1131,B,False,12.749,12.065,12.662,11.062,11.542,10.978,11.498,11.005,10.841,13.268
1132,B,True,12.275,11.483,11.673,11.808,12.541,12.326,11.59,10.983,11.713,11.874
1133,B,False,45.687,45.941,46.162,45.891,45.44,46.061,45.921,45.841,46.145,46.176
1134,B,True,31.175,30.275,42.061,21.572,39.227,36.398,31.25,24.209,34.228,24.399
1135,B,False,32.965,33.391,34.279,35.359,35.123,32.685,32.005,31.357,29.206,26.739
1136,B,False,33.302,32.802,32.421,32.027,32.032,31.835,30.722,30.386,30.546,30.545
1137,B,False,28.384,28.86,29.258,28.635,28.782,28.289,27.67,27.79,28.082,27.034
1138,B,False,6.4542,5.3272,5.4306,5.3256,6.4373,5.4666,5.9633,5.8581,5.905,5.6102
1139,B,True,12.548,12.124,11.884,11.573,12.277,12.203,12.494,12.429,12.359,12.132
1140,B,False,1.9642,2.2546,2.0223,1.9963,1.7874,1.9181,2.0819,2.6322,2.1759,2.2458
1141,B,False,2.4173,2.2877,2.4817,2.3686,2.0991,2.5781,2.4166,2.1876,2.2249,1.9283
1142,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,38.889
1143,B,False,37.021,37.409,39.892,37.23,38.424,35.186,33.281,34.242,32.928,34.639
1144,B,False,30.934,31.733,32.469,32.754,31.61,31.168,30.389,32.062,33.081,33.236
1145,B,True,1.4939,1.9088,2.1058,2.9138,2.2977,2.8376,3.0051,2.4669,2.8429,2.5668
1146,B,False,0.37481,0.37286,0.35791,0.98108,1.3403,0.57637,1.1005,1.2085,1.3077,0.65359
1147,B,False,28.349,28.994,28.934,29.151,28.377,29.602,29.697,29.805,31.195,31.64
1148,B,False,46.032,45.425,42.842,43.731,42.097,41.828,45.048,40.055,39.103,38.73
1149,B,False,27.842,25.692,22.402,20.128,26.161,16.732,10.075,10.505,8.5366,5.4173
1150,B,False,13.374,13.202,14.836,16.24,14.944,16.724,16.729,16.445,16.337,18.283
1151,B,False,15.105,14.258,13.898,15.31,13.916,15.524,15.905,15.997,15.812,15.171
1152,B,False,27.603,28.123,27.608,27.349,28.109,28.436,28.701,27.651,27.669,28.217
1153,B,True,26.94,29.059,26.327,25.627,27.107,25.381,24.288,25.554,23.904,21.813
1154,B,False,25.295,24.991,25.517,25.206,25.182,25.297,25.306,24.949,25.05,25.739
1155,B,False,11.163,11.4,11.861,10.969,10.946,11.604,11.122,10.949,10.769,11.402
1156,B,False,58.092,56.839,58.51,58.176,56.207,56.157,55.528,57.716,57.179,56.696
1157,B,False,10.471,9.9858,10.355,10.893,10.249,10.029,10.183,10.639,10.514,10.814
1158,B,False,11.022,10.469,8.9789,10.666,11.337,13.232,12.339,12.068,14.078,14.87
1159,B,True,33.353,33.276,33.11,33.457,33.588,33.607,33.157,32.731,32.505,33.012
1160,B,False,0.25864,0.18116,0.39975,0.29707,0.35363,0.45885,0.43277,0.37356,0.52187,0.31395
1161,B,False,56.589,56.544,57.327,57.287,56.883,57.06,56.39,55.269,57.049,56.591
1162,B,False,62.198,62.118,62.266,61.852,61.749,61.519,61.411,60.969,60.695,60.145
1163,B,False,7.9348,7.5502,8.6346,8.5756,9.2642,10.068,9.6674,9.9039,9.7448,8.8248
1164,B,False,16.974,15.266,16.62,16.966,15.524,16.255,15.857,14.979,13.627,15.394
1165,B,False,3.3333,3.0118,3.0971,3.3243,3.384,3.477,3.0251,3.1643,3.2755,3.0201
1166,B,False,23.365,23.765,24.034,24.337,23.953,24.635,23.867,24.12,24.645,23.752
