,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10
299,M,False,81.295,81.197,81.461,80.889,81.122,80.803,79.444,79.453,80.312,79.6
300,M,False,33.255,32.896,32.898,32.079,32.426,32.719,31.114,31.636,32.771,32.028
301,M,False,46.091,46.478,46.44,46.349,46.054,45.822,45.469,45.3,44.646,44.227
302,M,False,36.671,37.089,36.906,37.048,36.996,36.406,36.066,35.717,35.868,35.575
303,M,True,71.572,72.295,73.134,74.099,75.825,75.711,76.554,77.116,77.306,76.948
304,M,True,77.206,76.994,76.37,75.833,75.612,74.811,75.087,74.158,74.287,73.062
305,M,False,65.004,65.38,65.427,65.186,65.514,65.833,66.26,66.984,66.925,66.921
306,M,False,36.667,37.275,36.013,38.275,37.364,36.199,38.196,37.261,37.959,37.065
307,M,True,48.058,48.435,48.464,47.982,47.96,47.362,47.435,46.988,47.159,46.818
308,M,False,45.293,45.247,45.328,45.574,45.294,45.445,45.602,45.948,44.801,46.042
309,M,False,52.871,54.015,54.618,54.848,54.777,54.634,55.109,55.48,56.043,55.745
310,M,True,33.573,33.603,34.619,35.526,35.85,35.03,35.091,35.455,34.917,34.736
311,M,False,35.881,36.187,36.517,36.339,36.844,36.863,35.639,36.38,36.683,36.635
312,M,True,56.532,56.705,57.491,57.553,57.994,57.763,58.03,58.362,58.234,57.987
313,M,False,57.553,57.994,57.763,58.03,58.362,58.234,57.987,58.583,58.991,59.257
314,M,False,40.999,41.27,41.392,41.61,41.576,41.691,41.895,41.775,41.961,41.945
315,M,True,58.988,58.797,58.814,58.799,58.26,58.489,57.576,57.736,57.449,56.719
316,M,False,55.442,55.753,55.876,56.033,56.165,56.366,56.292,56.586,56.748,56.046
317,M,False,55.129,55.374,54.412,54.567,53.907,54.293,54.231,54.236,54.103,54.145
318,M,False,51.089,50.832,50.949,51.778,51.691,51.663,51.807,52.056,52.502,52.842
319,M,False,70.734,70.112,70.03,70.668,70.318,69.114,68.365,67.472,67.486,66.679
320,M,True,73.345,73.848,74.242,74.829,74.625,74.645,74.866,75.472,75.268,74.871
321,M,False,64.885,64.793,64.483,64.163,63.679,63.206,63.327,63.414,63.138,63.189
322,M,True,32.219,32.188,31.44,31.492,31.65,31.044,31.827,32.124,31.443,31.769
323,M,True,35.98,36.677,36.265,36.624,36.681,36.406,36.214,36.314,36.196,36.151
324,M,True,39.212,39.546,39.078,39.402,39.483,39.722,39.427,39.766,39.469,39.421
325,M,False,41.439,41.837,42.001,42.505,42.205,42.399,42.47,42.457,42.009,41.755
326,M,False,44.539,44.792,45.064,45.564,45.419,45.617,45.731,46.015,46.047,46.081
327,M,False,33.369,33.571,33.667,33.582,33.712,33.884,34.294,33.683,33.513,33.106
328,M,False,73.341,73.311,73.33,73.884,73.768,73.933,73.32,73.092,73.611,74.794
329,M,True,56.359,56.487,56.691,56.447,56.409,56.537,56.871,56.785,57.088,57.196
330,M,False,36.94,36.843,36.577,36.021,36.241,36.203,36.656,37.308,38.492,37.968
331,M,False,40.632,40.753,40.3,40.073,39.731,39.399,39.418,39.173,38.974,39.016
332,M,False,25.395,29.709,26.904,28.041,31.91,32.492,35.714,33.985,32.744,35.764
333,M,False,37.236,33.948,33.458,32.672,31.943,31.82,33.037,31.219,30.459,30.755
334,M,False,30.003,30.134,30.355,30.023,29.969,29.409,30.15,30.194,30.738,29.973
335,M,False,29.409,30.15,30.194,30.738,29.973,29.76,30.799,29.928,29.855,29.797
336,M,False,34.013,33.301,32.961,32.827,32.165,32.026,32.613,32.878,32.985,33.824
337,M,False,34.19,34.109,33.655,33.226,33.818,34.365,34.221,33.767,33.826,34.443
338,M,True,47.751,48.142,47.346,47.459,46.62,46.55,46.087,46.421,46.178,45.611
339,M,False,46.421,46.178,45.611,45.866,45.876,46.17,46.15,46.25,46.275,46.545
340,M,False,48.824,47.571,47.046,48.598,48.937,48.944,48.637,48.76,49.241,48.458
341,M,True,51.823,52.087,52.006,52.122,51.606,52.105,51.786,52.963,52.983,52.159
342,M,False,56.274,56.553,56.191,56.357,55.645,55.291,54.634,54.311,54.426,54.08
343,M,True,58.365,58.981,59.349,60.019,60.653,60.983,60.848,60.637,60.361,60.335
344,M,True,66.656,66.824,67.135,66.586,66.314,65.86,65.626,65.294,64.936,63.968
345,M,False,63.829,63.772,63.935,63.654,63.373,63.615,64.246,64.444,64.456,64.21
346,M,False,66.6,66.097,66.618,66.62,66.949,67.13,66.913,67.294,67.138,66.756
347,M,False,59.279,59.269,59.215,59.164,58.713,59.781,59.887,60.19,61.451,62.496
348,M,False,66.679,66.992,67.841,68.698,68.882,69.542,69.964,69.542,69.833,69.871
349,M,False,68.611,68.508,68.386,68.074,68.325,68.471,68.393,69.205,68.734,69.162
350,M,False,72.542,72.141,71.929,71.698,70.952,70.834,71.645,70.624,71.032,70.944
351,M,True,71.938,71.74,71.406,71.421,71.285,71.191,70.651,70.768,70.398,69.971
352,M,False,71.199,71.287,70.671,70.901,69.994,70.289,69.779,70.141,69.644,69.857
353,M,False,69.561,69.49,69.607,69.646,69.389,69.941,69.189,69.267,70.122,69.727
354,M,False,72.575,72.291,73.104,72.529,73.208,72.297,72.501,72.919,72.853,72.465
355,M,True,59.41,58.464,58.232,57.352,57.165,57.032,56.766,56.412,56.284,56.293
356,M,False,58.655,58.682,58.976,59.746,60.53,60.711,60.464,60.259,59.477,59.254
357,M,False,56.373,56.654,56.766,56.61,56.375,56.082,55.976,55.816,55.024,54.965
358,M,True,65.646,65.63,65.335,64.634,64.685,64.105,64.342,64.428,65.042,65.542
359,M,True,68.653,68.419,68.537,68.648,68.968,68.998,69.857,69.999,70.89,72.21
360,M,True,75.197,75.244,75.574,76.157,74.789,74.176,74.497,74.331,74.011,73.523
361,M,True,72.291,72.96,72.868,73.989,74.642,75.011,75.157,76.012,76.396,75.856
362,M,True,74.662,73.422,73.467,73.474,73.982,74.256,74.594,74.905,75.845,76.392
363,M,True,79.657,80.389,80.653,80.485,81.288,81.202,81.87,81.507,82.12,81.953
364,M,True,81.202,81.87,81.507,82.12,81.953,82.06,81.795,81.672,81.758,82.593
365,M,False,80.576,80.947,80.596,79.741,79.633,79.27,79.239,79.104,79.122,79.215
366,M,False,80.434,80.538,80.616,80.83,80.431,80.419,80.226,79.934,80.216,79.81
367,M,True,80.787,81.247,81.452,81.385,82.313,82.124,82.671,83.606,84.075,84.062
368,M,False,75.691,75.463,75.657,75.729,75.627,75.859,75.683,75.179,75.097,75.49
369,M,False,75.859,75.683,75.179,75.097,75.49,75.576,75.752,76.275,75.772,76.132
370,M,False,77.631,77.709,77.931,78.416,78.363,78.261,78.609,78.066,77.56,76.47
371,M,False,59.053,58.73,58.669,58.381,58.298,58.761,59.223,59.216,59.857,60.018
372,M,False,39.335,38.737,38.42,38.284,38.654,38.203,38.556,38.748,39.103,39.361
373,M,False,58.519,59.06,59.16,59.496,60.006,60.014,59.98,59.995,59.937,59.805
374,M,False,46.999,47.263,46.947,47.459,46.968,46.97,47.065,47.142,47.831,47.53
375,M,False,31.51,31.542,31.635,31.868,32.047,32.145,32.201,32.047,31.796,32.34
376,M,False,24.63,24.736,24.787,24.934,24.984,24.992,25.126,25.282,25.173,25.294
377,M,False,58.645,58.739,58.56,58.927,58.88,58.523,58.819,58.367,58.352,57.686
378,M,False,73.689,74.287,73.959,74.689,75.379,75.276,75.178,76.162,76.211,75.647
379,M,True,40.471,41.473,39.854,41.176,38.755,40.223,39.849,38.732,39.444,41.051
380,M,True,46.268,46.198,45.614,48.695,49.348,48.63,48.958,48.88,48.424,48.638
381,M,True,50.75,50.883,51.551,51.166,51.135,49.914,51.445,51.518,51.466,48.942
382,M,False,52.927,54.481,53.727,54.61,53.693,54.219,53.621,54.056,53.718,54.231
383,M,False,56.713,56.782,57.306,56.915,57.874,60.623,59.71,60.779,61.248,59.851
384,M,False,59.296,59.395,59.104,60.133,59.467,59.388,59.33,60.191,59.458,58.493
385,M,True,52.687,52.627,52.09,52.373,52.415,52.234,51.763,51.308,51.474,52.166
386,M,False,52.989,53.32,53.667,54.222,56.08,56.612,58.122,59.136,58.976,59.178
387,M,False,36.568,36.02,35.426,34.585,34.036,35.598,34.454,33.625,34.543,32.676
388,M,True,47.225,46.403,46.313,46.13,45.873,45.666,45.29,45.251,45.024,45.008
389,M,True,39.721,39.914,39.927,40.289,40.51,39.845,39.896,39.83,39.733,39.616
390,M,False,35.739,35.942,36.051,35.808,36.158,36.136,36.92,37.353,36.438,36.753
391,M,False,52.666,52.91,52.815,53.428,53.332,54.143,54.461,54.954,55.434,55.736
392,M,False,47.158,50.55,51.137,51.039,52.014,52.494,51.776,52.545,53.057,53.299
393,M,True,69.116,70.525,71.547,71.818,72.586,71.868,72.76,74.329,74.717,75.814
394,M,False,71.369,71.165,70.818,71.114,70.861,71.635,72.545,70.993,72.013,72.495
395,M,False,66.079,65.183,64.876,64.816,64.716,64.861,64.983,65.026,64.66,65.645
396,M,False,34.129,34.227,33.672,33.94,33.834,33.948,34.478,34.752,34.842,35.104
397,M,False,34.471,34.764,34.821,34.735,34.811,34.709,35.182,35.129,35.597,35.736
398,M,False,53.283,52.658,52.445,52.076,51.284,51.161,51.056,51.409,51.366,50.966
399,M,False,64.732,64.712,64.769,64.918,65.107,64.655,64.944,65.399,65.897,66.131
400,M,True,42.6,42.453,42.738,42.701,41.896,42.082,43.221,42.94,43.263,42.988
401,M,False,36.259,36.019,35.972,35.555,35.693,35.504,35.104,35.267,34.64,34.704
402,M,False,35.769,35.85,35.697,35.811,35.589,35.384,36.443,35.085,35.236,36.224
403,M,False,39.077,39.099,38.617,38.52,38.29,38.934,38.879,39.117,38.566,38.428
404,M,False,51.111,51.17,51.691,52.295,53.667,53.146,53.466,54.379,54.533,55.013
405,M,False,59.997,59.548,59.188,58.986,58.763,58.502,58.567,58.531,58.402,58.86
406,M,True,37.221,36.289,35.908,35.462,36.218,35.537,35.819,35.407,36.21,36.717
407,M,True,41.555,40.49,41.461,40.782,41.001,41.361,41.25,41.573,42.143,42.043
408,M,True,42.674,44.108,44.051,43.37,44.073,44.433,45.024,44.246,44.144,41.615
409,M,True,53.468,53.914,53.823,54.122,53.999,53.822,53.856,53.777,53.875,53.948
410,M,True,42.062,41.919,43.366,42.615,42.481,42.248,43.021,42.769,42.262,42.235
411,M,False,91.622,90.678,90.212,90.136,91.063,90.736,91.055,90.832,93.19,90.849
412,M,False,43.222,43.699,43.868,44.214,44.412,44.481,44.487,43.363,43.621,43.921
413,M,False,51.173,51.155,51.093,51.516,51.313,51.019,50.606,50.428,50.263,50.4
414,M,False,42.175,42.99,42.852,43.067,42.599,42.72,42.798,42.992,43.187,43.092
415,M,False,31.652,31.769,31.902,31.603,31.629,31.303,32.067,31.355,30.868,31.349
416,M,False,47.863,47.805,47.63,47.722,48.072,48.044,48.128,48.667,48.764,48.625
417,M,False,32.629,32.789,33.126,33.075,32.776,32.81,32.657,33.089,32.87,32.769
418,M,True,38.048,38.059,38.764,39.0,38.546,38.431,37.865,38.205,37.908,37.683
419,M,False,43.033,43.29,43.13,43.316,42.984,43.938,44.597,44.605,44.051,44.524
420,M,False,38.563,38.195,38.03,37.853,37.228,36.624,36.659,36.097,35.9,35.44
421,M,False,42.915,43.037,43.496,43.125,43.137,42.94,43.077,43.05,43.017,42.658
422,M,False,47.879,47.062,47.01,46.506,46.884,46.905,47.415,47.669,47.866,48.097
423,M,True,55.343,54.971,55.105,55.038,54.671,54.695,54.835,54.474,54.238,54.19
424,M,False,55.105,55.038,54.671,54.695,54.835,54.474,54.238,54.19,54.305,54.428
425,M,False,56.966,57.227,57.057,57.555,56.569,56.531,55.935,55.915,55.81,55.338
426,M,True,32.133,31.692,33.037,32.384,32.533,33.686,32.857,33.752,33.166,33.021
427,M,True,44.964,44.841,44.769,44.477,44.362,44.493,44.34,44.557,44.604,44.815
428,M,False,47.451,47.162,46.826,46.563,46.242,46.316,45.922,45.741,45.571,45.664
429,M,False,47.704,48.062,48.657,49.322,49.531,49.464,49.782,50.248,50.318,50.221
430,M,False,49.531,49.464,49.782,50.248,50.318,50.221,50.075,50.038,49.984,49.508
431,M,False,48.86,48.996,48.695,48.906,48.946,48.966,49.125,49.193,48.87,48.928
432,M,True,54.547,54.736,54.911,54.98,55.462,55.97,56.351,56.853,57.118,57.517
433,M,False,58.911,58.556,58.21,57.942,57.694,57.366,56.965,56.788,56.536,56.648
434,M,True,60.74,60.763,61.23,61.119,61.004,61.193,61.405,61.166,60.94,61.003
435,M,True,60.212,60.1,59.922,59.782,59.763,59.622,59.712,59.623,59.871,60.173
436,M,True,52.979,52.973,52.707,52.605,52.652,53.138,53.128,53.555,54.111,54.211
437,M,False,52.707,52.605,52.652,53.138,53.128,53.555,54.111,54.211,54.482,54.57
438,M,False,54.111,54.211,54.482,54.57,54.685,55.036,55.14,55.15,55.105,55.203
439,M,False,53.605,53.507,53.588,53.645,53.634,53.736,53.998,53.841,54.055,54.285
440,M,False,54.055,54.285,54.34,54.302,54.239,54.046,53.943,53.612,53.336,52.832
441,M,True,52.832,52.559,52.228,51.934,51.523,50.982,50.865,50.469,50.272,50.457
442,M,False,50.756,50.528,50.446,50.528,50.305,50.22,49.989,50.017,49.851,49.988
443,M,False,48.775,48.51,48.201,48.137,47.879,47.872,48.147,48.23,48.388,48.624
444,M,False,48.654,48.731,48.477,48.619,48.475,48.228,47.946,47.721,47.371,46.873
445,M,False,47.946,47.721,47.371,46.873,46.755,46.58,46.304,46.352,46.311,45.917
446,M,True,45.187,45.242,45.425,45.23,45.297,45.342,45.391,45.639,45.323,45.461
447,M,True,40.894,40.705,40.942,41.076,41.279,41.421,41.502,41.577,41.599,41.467
448,M,False,40.534,40.507,40.534,40.688,40.471,40.552,40.502,40.866,40.784,40.436
449,M,False,40.375,40.534,40.385,40.617,40.693,40.341,40.442,40.724,40.451,40.353
450,M,False,40.353,40.329,39.862,39.712,39.727,39.441,39.262,39.18,39.177,39.198
451,M,False,39.187,38.916,39.086,39.24,39.11,39.05,39.248,39.822,39.461,39.862
452,M,False,40.159,39.174,39.235,39.276,38.965,38.86,39.48,38.799,38.973,38.804
453,M,False,38.751,39.049,39.126,39.372,39.27,39.364,39.327,39.751,40.035,40.145
454,M,False,39.27,39.364,39.327,39.751,40.035,40.145,40.143,39.929,40.161,40.231
455,M,False,40.111,40.713,39.494,39.558,39.265,39.208,38.863,38.764,38.823,38.02
456,M,True,32.464,32.056,31.887,32.072,31.374,31.372,31.909,32.102,32.111,32.196
457,M,False,34.667,34.441,34.393,35.018,35.397,36.267,35.723,36.555,36.321,36.535
458,M,True,38.73,38.405,38.584,38.903,40.094,39.341,38.618,39.477,39.8,39.85
459,M,True,40.457,40.356,39.855,38.982,39.242,38.318,38.396,37.871,38.275,38.764
460,M,True,46.285,46.476,46.896,46.606,46.33,46.264,46.203,45.851,45.976,45.511
461,M,False,47.969,48.14,48.484,48.59,49.154,49.283,49.193,49.423,49.073,48.648
462,M,False,48.663,48.432,47.969,47.519,47.268,47.072,47.295,47.098,46.363,46.288
463,M,False,49.655,49.541,49.625,49.331,48.979,48.954,48.984,48.801,48.894,49.034
464,M,False,62.159,62.264,61.972,61.887,61.77,62.014,62.047,62.026,62.709,63.766
465,M,True,32.964,32.969,33.14,33.237,33.736,33.575,34.208,33.876,33.573,34.322
466,M,True,36.774,36.951,37.154,37.436,38.178,37.823,37.88,37.883,37.622,37.736
467,M,False,41.303,41.123,41.271,41.498,41.85,42.135,42.389,42.574,42.901,43.206
468,M,False,58.462,58.197,58.0,57.192,56.494,55.896,55.703,55.361,54.838,54.865
469,M,True,62.251,62.127,61.436,61.705,61.666,61.232,61.059,60.564,60.237,59.737
470,M,False,57.978,58.129,58.047,57.944,58.077,58.31,58.353,58.557,59.139,59.108
471,M,False,56.752,56.727,56.592,56.439,56.16,56.285,56.174,56.453,56.505,56.656
472,M,False,43.882,44.236,44.3,44.619,44.557,45.059,45.417,45.343,45.584,45.97
473,M,True,61.705,61.747,61.616,61.7,61.804,61.934,61.694,61.854,61.93,61.947
474,M,True,59.705,59.808,59.791,59.338,59.659,60.326,60.82,60.609,60.559,61.33
475,M,False,61.0,61.146,61.238,61.319,61.116,61.343,61.514,61.669,61.504,61.375
476,M,True,59.743,59.556,59.83,59.932,59.625,59.31,59.085,58.733,58.626,58.386
477,M,True,46.169,46.427,46.309,46.517,46.714,46.949,47.238,47.604,47.88,48.38
478,M,False,57.748,57.817,57.662,57.731,57.726,57.624,57.464,57.764,57.927,57.961
479,M,False,45.213,44.896,44.819,44.942,44.712,44.716,44.655,44.893,44.537,44.8
480,M,False,49.951,49.646,49.738,49.997,49.978,50.733,50.04,49.933,50.628,50.782
481,M,False,58.332,58.086,58.105,58.488,58.46,58.467,58.838,59.348,59.523,60.201
482,M,False,62.243,61.919,61.454,61.036,61.545,61.254,60.895,60.933,61.115,61.082
483,M,False,50.339,50.146,49.685,49.366,48.987,49.296,49.237,48.988,49.235,49.748
484,M,False,62.271,62.428,62.018,61.86,61.72,60.877,60.944,61.248,61.993,61.978
485,M,False,29.171,29.462,33.503,28.59,29.806,28.946,29.331,29.844,30.1,30.318
486,M,True,62.942,63.01,62.647,63.316,64.068,63.621,63.597,63.768,64.035,63.655
487,M,False,65.578,65.332,65.621,65.773,65.047,65.347,65.274,65.618,65.627,65.434
488,M,False,66.015,65.433,65.058,64.367,63.709,63.069,62.308,62.398,61.998,62.013
489,M,False,38.503,38.625,37.971,37.79,37.66,37.574,37.738,38.02,37.913,37.583
490,M,False,68.062,67.82,66.939,67.165,67.549,67.958,68.491,68.206,68.302,68.517
491,M,False,31.319,31.497,31.006,31.066,32.24,32.393,32.622,32.475,33.041,33.739
492,M,False,38.734,38.042,38.258,39.29,38.543,38.281,37.609,36.767,36.939,34.898
493,M,False,37.729,37.556,37.737,37.143,36.263,36.245,34.552,36.11,35.052,35.815
494,M,False,36.009,35.044,34.988,36.521,38.796,34.371,34.181,35.893,34.823,34.196
495,M,False,33.757,34.117,33.732,34.626,34.094,33.28,32.497,33.014,33.308,32.138
496,M,True,41.344,41.578,41.59,41.682,41.744,41.881,42.621,42.37,42.996,42.878
497,M,False,43.403,43.882,44.025,43.991,44.67,44.931,45.443,46.295,45.595,45.901
498,M,True,44.864,44.436,44.008,44.254,44.349,44.383,45.043,45.818,46.309,47.001
499,M,True,54.638,55.249,55.815,55.986,56.272,56.862,57.026,56.741,57.184,56.901
500,M,False,62.251,62.781,63.102,63.835,63.179,62.393,61.693,61.278,60.521,60.068
501,M,True,68.665,69.255,69.239,69.339,69.372,69.069,68.588,68.905,68.933,68.652
502,M,False,69.339,69.372,69.069,68.588,68.905,68.933,68.652,69.19,69.311,69.844
503,M,False,69.311,69.844,70.186,70.662,70.266,69.851,69.325,69.224,69.131,69.066
504,M,False,77.205,77.226,77.406,77.799,78.292,78.133,78.594,77.755,77.299,77.348
505,M,False,79.96,79.692,79.334,78.721,78.856,79.115,78.126,77.841,77.676,77.706
506,M,False,79.65,79.114,79.111,78.507,77.866,77.775,77.17,77.106,76.418,75.247
507,M,True,74.337,75.243,74.484,74.296,73.58,72.771,72.714,72.628,71.138,71.216
508,M,True,65.228,64.504,65.12,64.984,64.416,64.011,63.483,63.98,63.881,63.829
509,M,False,63.601,62.747,61.962,61.553,60.611,60.419,59.882,59.526,59.359,58.961
510,M,False,42.081,41.91,41.61,41.688,41.75,41.522,41.847,41.653,41.728,41.55
511,M,False,61.24,61.431,61.062,60.923,61.711,61.744,63.219,64.098,64.669,64.682
512,M,False,35.765,37.527,37.045,36.793,36.347,36.414,36.87,38.214,38.264,38.121
513,M,True,39.57,39.498,39.175,39.244,40.018,40.706,40.88,41.621,41.638,41.304
514,M,True,42.595,42.186,42.466,42.875,42.923,44.215,43.18,44.044,44.702,44.375
515,M,False,44.6,44.175,43.753,44.222,43.347,43.215,42.575,43.344,42.539,41.901
516,M,False,42.539,41.901,42.51,42.554,42.635,44.165,43.896,45.098,45.619,46.158
517,M,False,46.741,45.005,46.666,45.75,46.322,46.283,46.552,45.066,45.175,47.67
518,M,False,42.396,41.76,42.386,45.42,43.781,45.025,43.272,45.129,44.441,44.31
519,M,True,60.568,60.424,60.035,60.042,60.116,60.478,60.58,60.587,61.158,61.951
520,M,False,64.8,65.211,66.221,67.038,66.959,67.019,66.904,66.334,66.096,65.345
521,M,False,37.537,36.347,36.77,37.534,37.48,37.677,37.575,38.267,39.154,38.801
522,M,True,37.319,37.21,36.958,36.44,36.645,36.762,36.694,36.657,36.973,37.476
523,M,False,33.642,33.548,33.77,33.246,33.884,33.004,33.157,33.461,33.528,33.701
524,M,False,31.964,31.783,32.32,32.849,32.091,32.534,32.843,32.122,31.56,32.323
525,M,False,46.055,46.018,46.013,46.01,46.424,45.86,46.333,46.282,46.094,45.909
526,M,True,57.089,57.103,56.851,57.02,56.644,56.662,56.569,56.432,56.034,55.148
527,M,False,55.058,55.087,55.123,54.969,55.205,55.334,55.615,55.493,55.125,55.006
528,M,False,55.615,55.493,55.125,55.006,54.799,54.389,54.307,54.723,54.682,54.235
529,M,True,51.939,52.363,52.143,52.373,52.513,52.677,52.654,52.224,52.02,51.944
530,M,False,46.195,45.61,45.454,44.787,44.8,44.502,44.422,44.301,44.319,44.008
531,M,False,58.204,59.014,59.172,59.64,59.945,60.227,60.221,60.016,59.756,60.135
532,M,False,54.147,54.437,54.612,54.818,54.827,55.164,55.336,55.778,56.619,56.931
533,M,False,38.334,38.77,37.955,38.405,39.208,39.068,38.983,39.233,39.76,40.096
534,M,True,49.203,49.601,49.601,49.674,50.239,50.295,51.124,51.789,52.949,52.955
535,M,False,67.447,67.627,68.678,68.637,68.493,68.71,68.253,68.033,69.122,68.863
536,M,True,51.788,51.665,51.377,51.3,51.774,51.922,51.737,51.122,51.519,51.533
537,M,True,56.195,56.279,56.389,56.241,55.965,56.105,56.545,56.206,56.135,56.308
538,M,False,58.146,57.742,59.189,59.792,60.79,61.103,61.954,61.312,60.965,60.513
539,M,True,64.017,63.132,62.176,62.19,62.437,61.823,61.037,60.456,60.199,59.588
540,M,False,63.302,62.701,62.253,62.274,62.171,62.149,62.446,62.629,62.485,62.543
541,M,True,67.616,66.987,66.705,66.109,65.522,64.892,64.432,63.84,63.792,63.821
542,M,False,65.466,66.253,66.805,67.54,68.045,68.929,69.499,69.459,69.396,69.311
543,M,False,56.923,56.321,55.753,55.114,54.773,54.138,53.561,53.038,53.071,53.199
544,M,True,46.812,46.944,47.028,47.083,47.331,47.234,47.111,46.987,46.585,46.875
545,M,False,44.74,44.124,44.077,43.995,44.169,44.294,44.378,44.306,44.717,44.762
546,M,False,35.358,34.931,35.2,35.139,35.566,35.488,35.173,35.023,35.203,34.944
547,M,False,68.002,68.77,69.92,70.558,70.939,70.898,71.28,70.821,70.895,70.746
548,M,False,52.948,52.382,52.097,51.422,50.792,50.482,49.851,49.361,48.721,49.184
549,M,True,69.541,68.459,68.786,68.623,68.631,69.06,68.681,68.854,68.225,68.537
550,M,True,66.719,66.214,66.836,66.641,67.219,67.527,67.682,68.031,67.978,68.018
551,M,True,59.865,59.557,59.358,58.725,58.39,59.599,57.731,56.495,55.619,54.922
552,M,True,63.398,63.101,62.551,63.036,62.465,61.744,61.955,61.96,61.886,62.434
553,M,True,64.403,63.971,63.999,64.3,64.663,64.403,64.346,64.409,63.752,63.676
554,M,False,63.676,62.988,62.529,62.253,62.058,61.969,61.607,61.94,62.219,62.883
555,M,True,58.525,59.567,58.644,59.708,59.059,59.256,57.974,57.167,57.402,55.551
556,M,True,64.181,63.955,63.695,63.402,63.384,63.052,62.343,62.265,62.395,62.789
557,M,False,62.265,62.395,62.789,62.987,63.901,63.811,64.455,64.621,64.824,64.825
558,M,False,54.137,54.32,53.271,52.97,52.914,52.493,52.898,53.361,55.192,55.38
