,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10
1817,B,False,751.51,753.96,771.91,767.89,779.13,787.76,810.52,842.4,860.97,893.06
1818,B,False,763.68,774.07,773.95,780.33,777.6,781.35,783.77,800.84,818.25,818.31
1819,B,False,254.92,246.01,247.83,247.86,241.48,243.25,239.43,234.42,229.28,227.32
1820,B,False,352.95,346.74,343.84,341.57,336.5,341.67,332.41,330.75,338.77,330.72
1821,B,False,1237.2,1220.2,1221.3,1223.6,1225.6,1220.4,1212.6,1215.8,1238.9,1251.5
1822,B,False,499.82,492.06,484.74,485.97,488.62,486.45,479.72,484.58,495.61,498.39
1823,B,False,771.92,783.47,793.09,789.67,784.52,795.79,799.42,804.98,801.39,813.22
1824,B,False,391.11,395.13,395.58,405.13,422.75,439.77,451.67,451.75,445.38,446.57
1825,B,False,0.088181,0.24016,0.06187,0.0,0.65798,0.2242,0.93786,2.3678,4.6579,7.1549
1826,B,False,301.61,298.69,296.36,310.25,312.32,316.71,312.58,310.86,301.34,309.35
1827,B,False,228.79,225.15,213.7,209.56,210.7,209.84,210.78,209.92,210.01,213.65
1828,B,False,828.51,834.33,837.39,843.34,839.35,841.9,841.78,824.71,816.09,830.74
1829,B,False,301.32,299.34,295.54,296.62,298.59,293.06,283.22,282.06,279.48,281.22
1830,B,False,515.91,525.43,538.98,547.3,559.94,575.9,567.19,569.62,570.53,571.78
1831,B,False,811.36,782.36,781.17,772.95,783.79,769.88,762.31,768.94,765.79,756.56
1832,B,False,285.72,282.82,278.14,278.43,288.81,301.62,304.39,303.69,301.33,303.04
1833,B,False,677.52,698.45,709.43,710.49,727.47,707.18,707.37,691.91,681.86,702.16
1834,B,False,1930.1,1953.3,1960.5,1947.6,1950.0,1965.4,1976.8,1982.7,1986.6,2001.9
1835,B,False,497.36,601.06,569.62,512.13,516.45,518.25,508.45,566.76,552.33,538.45
1836,B,False,942.98,958.81,954.06,951.65,970.07,979.41,985.9,997.32,1014.7,1036.5
1837,B,False,526.94,506.44,501.54,499.68,509.0,513.45,521.1,506.13,508.62,511.95
1838,B,False,216.49,170.09,168.64,176.78,175.3,169.1,161.09,172.3,168.66,171.33
1839,B,False,113.99,113.23,108.31,111.73,107.06,101.12,96.908,97.284,98.677,97.026
1840,B,False,164.45,160.5,153.16,159.39,159.79,157.56,153.98,153.74,155.98,156.96
1841,B,False,145.96,207.39,241.71,327.24,375.66,402.21,430.9,455.07,503.97,584.4
1842,B,False,221.76,226.94,223.75,225.41,222.56,220.92,224.11,231.11,231.79,230.43
1843,B,False,120.06,114.5,112.16,111.05,110.45,107.55,106.95,105.11,107.09,99.807
1844,B,False,157.83,143.27,142.96,149.47,148.79,149.77,152.76,159.46,164.25,161.96
1845,B,False,135.23,138.05,143.39,148.21,158.78,160.36,164.84,170.35,168.81,165.56
1846,B,False,291.2,330.51,340.22,366.64,373.41,382.7,387.0,384.44,400.34,394.77
1847,B,False,434.33,435.54,440.18,433.39,432.53,432.14,418.11,417.45,406.14,392.9
1848,B,False,369.25,375.18,367.86,378.12,391.11,395.13,395.58,405.13,422.75,439.77
1849,N,False,56.1,57.643,54.066,55.681,53.294,56.541,54.941,53.878,52.024,49.867
1850,N,False,55.894,53.692,54.727,54.488,55.506,57.268,57.932,52.896,56.978,56.98
1851,N,False,63.771,64.04,48.673,52.406,50.934,49.992,54.425,52.435,53.215,51.561
1852,N,False,128.08,127.04,126.97,130.57,133.93,138.54,137.24,132.17,125.43,121.06
1853,N,False,29.841,29.557,33.889,33.929,30.841,28.55,27.541,28.582,27.494,29.545
1854,N,False,56.205,58.853,56.357,57.601,58.435,60.6,61.644,65.968,64.785,64.715
1855,N,False,50.828,49.805,47.424,48.282,44.018,44.655,45.45,46.508,46.975,47.112
1856,N,False,72.646,69.824,71.33,73.06,74.317,77.125,73.965,78.465,72.635,75.583
1857,N,False,102.44,102.98,102.77,97.482,95.909,88.205,91.103,91.424,92.271,92.529
1858,N,False,81.738,80.074,77.447,72.814,75.875,77.111,73.064,78.381,80.401,77.881
1859,N,False,66.433,64.245,60.563,64.359,62.687,61.937,55.683,57.158,55.348,53.194
1860,N,False,73.096,70.841,70.424,67.22,69.317,68.986,69.533,70.805,68.341,75.021
1861,N,False,150.18,148.97,159.11,166.19,166.95,167.57,171.25,165.57,167.08,170.54
1862,N,False,112.97,110.72,111.52,112.57,110.92,108.72,110.14,108.08,108.09,112.34
1863,N,False,116.13,112.45,112.35,105.45,101.44,100.79,96.391,96.268,97.66,91.58
1864,N,False,105.6,111.67,110.66,108.13,105.56,104.7,105.23,100.6,102.63,100.12
1865,N,False,45.402,40.382,39.483,45.96,46.032,45.38,40.322,44.346,42.278,45.246
1866,N,False,230.72,231.99,231.14,228.0,225.95,227.98,228.25,226.26,222.15,217.41
1867,N,False,78.211,76.793,86.268,76.726,75.271,78.352,71.458,72.628,70.121,70.278
1868,N,False,40.62,37.649,39.575,40.59,39.574,36.476,32.932,35.828,28.335,28.868
1869,N,False,183.07,180.13,162.88,166.78,159.43,157.4,162.63,160.05,157.49,158.6
1870,N,False,432.55,419.59,430.04,427.67,415.79,412.95,410.99,400.82,402.21,401.09
1871,N,False,186.13,181.45,189.33,182.57,187.77,192.11,198.01,199.09,204.15,192.34
1872,N,False,32.782,37.972,40.158,42.697,50.695,49.7,48.471,49.07,51.53,56.604
1873,N,False,1548.6,1549.7,1565.1,1557.8,1650.8,1557.3,1561.1,1539.6,1556.9,1575.2
1874,N,False,2853.0,2813.7,2807.2,2779.1,2791.0,2808.3,2793.6,2836.3,2877.9,2950.5
1875,N,False,130.9,138.92,137.18,137.0,134.68,133.75,137.09,140.15,137.41,136.49
1876,N,False,2638.2,2627.1,2599.4,2590.1,2574.1,2530.4,2537.7,2532.2,2543.0,2526.3
1877,N,False,138.86,140.81,146.85,143.43,138.05,136.99,134.96,140.24,139.87,147.83
1878,N,False,1400.9,1406.4,1419.6,1416.0,1418.6,1436.3,1428.3,1444.1,1415.6,1429.1
1879,N,False,257.48,260.25,253.47,252.2,251.54,256.97,254.77,256.78,255.45,264.86
1880,N,False,117.58,120.23,127.38,123.48,122.14,127.03,128.95,123.77,121.94,113.81
1881,N,False,50.681,46.668,47.272,49.777,54.377,53.521,54.753,53.805,54.156,55.07
1882,N,False,36.709,37.122,35.93,37.151,38.022,39.053,38.28,41.766,41.237,39.989
1883,N,False,51.781,54.766,51.547,47.454,48.079,53.844,56.104,52.892,54.321,52.496
1884,N,False,49.551,49.325,54.271,54.836,53.126,59.879,62.907,68.419,69.887,69.529
1885,N,False,140.15,136.46,136.73,137.3,134.49,135.57,126.77,128.45,130.87,131.1
1886,N,False,834.49,835.4,815.16,808.71,812.08,832.97,839.06,861.32,864.41,860.45
1887,N,False,85.271,78.129,76.052,77.635,76.807,80.89,72.676,81.44,76.135,80.789
1888,N,False,1542.8,1563.2,1581.6,1578.4,1595.9,1594.6,1611.0,1611.7,1607.2,1591.0
1889,N,False,37.705,36.093,35.16,35.613,35.043,34.078,28.96,31.93,30.872,26.394
1890,N,False,34.774,41.725,41.6,40.594,42.335,42.987,44.463,45.366,45.785,47.79
1891,N,False,33.025,28.845,30.865,28.465,28.559,27.962,26.64,25.505,27.514,25.143
1892,N,False,422.14,419.55,426.88,423.95,425.34,424.16,428.9,441.97,428.38,429.21
1893,N,False,1406.0,1410.5,1384.3,1381.3,1366.1,1357.9,1337.4,1345.3,1342.5,1331.9
1894,N,False,1406.0,1410.5,1384.3,1381.3,1366.1,1357.9,1337.4,1345.3,1342.5,1331.9
1895,N,False,94.679,97.852,115.16,113.49,121.01,130.01,126.87,124.87,126.89,126.07
1896,N,False,159.54,163.05,153.04,158.99,160.99,159.34,163.74,166.06,170.24,165.82
1897,N,False,74.417,74.97,72.408,68.848,70.529,71.776,73.442,74.687,69.249,67.427
1898,N,False,163.88,167.37,174.8,183.58,178.97,179.57,178.19,186.35,196.36,191.77
1899,N,False,196.85,201.82,198.23,201.48,202.68,208.5,203.86,198.44,206.89,204.09
1900,N,False,1949.4,1952.4,1950.9,1951.1,1950.3,1981.7,1970.7,2006.6,2032.5,2044.1
1901,N,False,133.13,130.61,133.76,129.31,127.34,135.98,138.55,141.69,144.57,142.41
1902,N,False,586.4,578.91,569.7,558.86,554.68,542.51,531.12,541.81,529.91,520.85
1903,N,False,26.027,26.602,26.581,27.829,25.57,25.557,28.376,28.198,31.44,31.282
1904,N,False,22.079,24.399,24.255,25.737,24.404,22.466,22.369,19.19,22.283,23.056
1905,N,False,1605.3,1612.0,1673.2,1657.0,1661.9,1673.5,1701.3,1700.2,1687.7,1684.8
1906,N,False,363.11,368.92,368.19,374.21,380.77,383.68,377.63,375.43,394.71,380.57
1907,N,False,683.03,689.1,669.27,669.37,682.51,676.86,688.22,661.51,679.36,690.2
1908,N,False,537.42,538.01,530.9,578.12,545.57,541.35,542.02,544.05,539.0,530.98
1909,N,False,340.69,248.73,250.47,317.16,248.06,247.19,244.25,237.63,229.04,223.34
1910,N,False,256.52,258.7,266.48,273.53,266.96,260.37,239.2,233.73,233.22,234.29
1911,N,False,264.1,268.55,268.79,270.83,269.07,266.02,261.62,265.88,272.17,274.64
1912,N,False,242.78,242.9,243.74,231.39,233.95,224.91,221.56,225.21,222.75,216.0
1913,N,False,207.83,210.92,205.65,208.57,203.64,197.15,196.93,204.99,213.46,204.38
1914,N,False,928.03,942.78,956.07,979.6,961.79,965.91,947.54,957.41,954.18,956.81
1915,N,False,485.68,478.28,500.56,506.16,500.62,501.98,511.62,516.51,504.83,512.78
1916,N,False,696.78,687.39,681.36,660.82,635.71,607.03,590.44,567.0,552.32,557.44
1917,N,False,117.88,114.41,110.58,113.18,126.02,126.61,127.48,143.45,136.15,132.56
1918,N,False,907.38,903.62,917.41,909.16,912.2,901.05,882.02,884.98,882.67,873.13
1919,N,False,332.31,343.67,349.62,350.7,345.58,369.09,358.2,354.55,377.79,413.37
1920,N,False,515.75,523.69,529.76,537.22,553.82,565.44,579.12,606.48,604.63,612.43
1921,N,False,610.81,617.31,659.94,655.87,644.3,680.01,677.03,662.26,649.31,666.74
1922,N,False,189.73,184.0,193.18,189.56,197.02,199.29,198.29,202.13,199.76,200.9
1923,N,False,776.2,771.55,765.28,783.22,768.55,787.2,796.39,848.89,873.76,895.28
1924,N,False,776.2,771.55,765.28,783.22,768.55,787.2,796.39,848.89,873.76,895.28
1925,N,False,271.27,276.36,278.23,289.92,298.07,293.29,290.75,284.02,287.79,300.12
1926,N,False,646.69,630.9,622.1,612.78,602.04,600.81,595.08,595.43,586.91,582.37
1927,N,False,2881.8,2890.7,2886.4,2875.0,2852.5,2878.6,2904.5,2909.3,2887.9,2930.8
1928,N,False,140.14,136.12,134.83,145.55,142.54,134.65,139.57,146.49,151.33,144.84
1929,N,False,341.61,333.19,344.08,338.79,325.35,322.87,314.6,324.87,322.45,318.61
1930,N,False,952.05,933.17,918.51,912.32,917.61,925.61,918.43,927.21,907.0,906.71
1931,N,False,2591.2,2600.1,2621.0,2638.4,2632.2,2617.9,2631.0,2623.5,2612.3,2635.1
1932,N,False,2381.0,2366.3,2358.7,2324.4,2300.9,2284.2,2268.7,2275.3,2222.5,2210.9
1933,N,False,143.14,143.54,144.0,141.94,140.99,135.67,134.23,131.47,129.83,127.25
1934,N,False,2040.5,2036.3,2032.2,2054.4,2057.1,2029.5,2026.3,2041.8,2035.6,2028.5
1935,N,False,2040.5,2036.3,2032.2,2054.4,2057.1,2029.5,2026.3,2041.8,2035.6,2028.5
1936,N,False,257.25,256.35,268.44,283.41,266.96,265.82,252.06,256.39,246.48,243.45
1937,N,False,257.25,256.35,268.44,283.41,266.96,265.82,252.06,256.39,246.48,243.45
1938,N,False,176.82,171.88,172.83,173.4,173.7,167.81,177.19,178.28,179.34,179.7
1939,N,False,1766.7,1771.4,1763.1,1763.3,1764.7,1752.9,1723.7,1720.8,1730.0,1703.5
1940,N,False,179.52,186.27,179.08,189.99,189.19,195.5,206.48,206.0,206.95,208.44
1941,N,False,3127.7,3107.5,3097.7,3063.5,3069.3,3018.6,3011.0,3029.2,3024.7,3047.7
1942,N,False,1523.8,1521.1,1492.6,1473.7,1446.5,1420.9,1401.0,1403.4,1380.7,1327.0
1943,N,False,148.37,150.53,152.14,149.51,148.54,152.07,156.74,164.9,162.41,163.68
1944,N,False,8.1171,7.843,6.5762,9.0525,8.0839,9.0804,8.6837,9.2025,9.4951,9.8512
1945,N,False,65.053,66.535,61.029,56.586,60.131,55.743,53.417,48.447,52.473,47.315
1946,N,False,100.22,100.07,101.21,95.925,99.668,94.132,94.981,93.981,93.224,95.172
1947,N,False,5111.8,4987.4,4998.2,4945.8,4923.9,4877.6,4861.3,4829.4,4824.8,4772.5
1948,N,False,242.15,252.05,250.36,247.57,244.55,251.56,246.58,259.63,257.24,254.6
1949,N,False,5128.0,5090.3,5097.0,5034.3,5039.8,4981.7,4996.2,4949.3,4911.0,4933.1
1950,N,False,385.85,398.45,401.72,409.17,404.36,419.82,419.34,414.16,393.51,400.53
1951,N,False,225.66,232.66,242.8,229.15,238.18,248.11,241.54,235.43,235.98,226.35
1952,N,False,0.75918,45.103,41.69,40.675,44.3,49.966,52.481,49.077,57.776,62.264
1953,N,False,223.68,212.78,215.31,219.71,214.85,206.12,213.23,204.63,208.95,208.12
1954,N,False,191.13,196.71,189.99,196.04,193.24,190.1,198.08,204.11,203.01,212.13
1955,N,False,134.6,127.37,131.02,125.01,127.22,123.2,128.26,128.75,133.96,138.03
1956,N,False,14.167,13.245,12.758,12.99,13.627,11.853,12.398,14.682,14.641,13.672
1957,N,False,330.96,350.41,328.21,341.39,349.79,355.79,348.3,350.06,344.01,350.33
1958,N,False,70.643,71.775,71.665,70.914,70.393,73.085,78.337,82.984,84.216,85.38
1959,N,False,654.68,663.12,664.09,670.68,666.35,679.29,680.54,698.32,697.54,695.99
1960,N,False,243.36,237.86,240.37,241.3,234.75,224.46,227.58,228.39,219.15,205.98
1961,N,False,164.49,155.88,152.61,145.56,150.1,147.06,154.2,154.98,149.99,149.58
1962,N,False,161.49,172.23,173.57,173.66,166.38,155.31,145.97,140.11,142.08,128.92
1963,N,False,173.66,173.58,170.43,167.18,170.49,164.45,167.11,161.65,165.35,158.97
1964,N,False,44.15,44.313,42.701,44.21,37.688,41.378,39.567,39.23,45.196,42.718
1965,N,False,80.255,76.55,74.699,75.183,72.791,72.729,70.757,78.017,76.449,79.132
1966,N,False,105.49,106.11,110.34,113.93,112.17,109.24,116.5,113.54,106.61,112.8
1967,N,False,310.81,306.08,296.78,289.95,299.91,300.52,283.75,287.31,288.44,286.66
1968,N,False,613.5,598.92,592.78,594.14,580.3,584.34,578.85,583.22,575.64,574.27
1969,N,False,613.5,598.92,592.78,594.14,580.3,584.34,578.85,583.22,575.64,574.27
1970,N,False,55.385,50.561,56.895,51.52,46.654,52.299,54.944,50.982,52.881,49.577
1971,N,False,146.93,143.61,140.78,140.28,148.4,149.97,147.97,146.72,143.04,151.09
1972,N,False,497.26,480.23,475.18,486.31,487.08,484.94,482.01,487.92,483.62,487.21
1973,N,False,353.62,344.32,340.5,340.33,326.74,333.97,317.52,318.34,322.04,314.88
1974,N,False,718.54,711.79,725.19,718.18,722.24,722.47,721.42,727.39,736.12,735.11
1975,N,False,207.38,209.84,218.57,204.53,204.64,192.06,188.43,186.34,195.37,187.61
1976,N,False,2441.6,2447.7,2439.5,2414.3,2387.9,2405.7,2380.1,2381.5,2373.4,2343.2
1977,N,False,207.38,209.84,218.57,204.53,204.64,192.06,188.43,186.34,195.37,187.61
1978,N,False,2067.6,2073.5,2068.0,2082.0,2092.7,2105.6,2112.6,2121.7,2119.8,2141.7
1979,N,False,56.951,57.961,55.643,47.524,47.774,50.835,47.807,47.735,46.95,51.267
1980,N,False,141.06,134.51,142.32,147.15,133.98,126.23,128.04,122.39,121.01,118.68
1981,N,False,2365.3,2388.4,2392.4,2394.4,2398.0,2395.6,2376.7,2359.4,2342.8,2333.8
1982,N,False,371.73,373.57,387.86,387.8,402.3,407.79,406.89,400.2,400.47,393.56
1983,N,False,438.65,444.81,450.09,428.47,437.9,440.57,454.48,443.65,437.13,432.89
1984,N,False,4505.5,4486.0,4490.1,4475.4,4521.0,4554.3,4544.0,4547.8,4556.2,4598.2
1985,N,False,260.17,265.26,266.96,257.98,253.9,238.49,241.87,237.93,238.37,229.15
1986,N,False,86.299,90.966,93.388,89.318,91.524,88.145,91.619,86.878,92.021,91.073
1987,N,False,2701.0,2695.5,2693.5,2693.4,2719.4,2680.5,2714.9,2731.4,2710.2,2701.0
1988,N,False,202.51,205.72,202.21,201.61,209.78,204.53,204.92,204.45,206.11,201.07
1989,N,False,139.53,137.98,126.11,126.34,125.19,123.31,119.46,115.25,122.21,121.06
1990,N,False,83.323,84.794,82.929,84.26,77.705,79.265,83.279,84.876,83.233,83.0
1991,N,False,266.41,270.91,273.19,283.33,287.65,284.32,294.29,295.8,304.28,327.49
1992,N,False,183.21,187.87,186.08,189.58,189.84,185.47,175.41,169.16,164.86,172.54
1993,N,False,45.537,42.093,44.465,40.757,42.676,41.183,42.524,41.512,43.979,41.63
1994,N,False,335.27,342.16,344.54,346.97,351.93,354.07,354.14,366.35,386.5,388.75
1995,N,False,156.84,160.52,163.13,164.54,156.79,157.28,145.68,143.7,157.37,143.91
1996,N,False,82.376,80.857,81.842,81.987,82.515,82.607,79.629,74.174,77.793,78.491
1997,N,False,615.14,619.32,614.63,618.61,613.57,605.91,608.6,615.55,616.31,608.72
1998,N,False,130.56,130.86,130.95,126.84,123.5,121.58,123.2,123.83,117.06,120.21
1999,N,False,183.85,199.57,187.42,196.55,196.99,196.82,191.58,185.0,189.99,201.79
2000,N,False,7.0084,8.2323,8.0854,9.583,10.767,11.806,12.253,11.614,12.019,9.3843
2001,N,False,57.457,55.172,58.718,57.082,58.127,60.583,61.74,58.092,60.372,59.743
2002,N,False,97.489,93.887,96.403,102.41,104.51,106.15,106.02,106.84,102.29,100.98
2003,N,False,116.77,119.21,116.88,124.85,122.78,128.46,130.13,125.77,120.72,118.36
2004,N,False,85.334,83.977,79.661,82.476,85.092,79.858,82.577,80.519,77.57,75.537
2005,N,False,521.22,508.15,511.51,497.61,496.04,484.45,476.9,488.43,485.2,490.24
2006,N,False,35.495,31.616,32.6,32.402,29.512,33.45,32.963,30.258,28.301,30.008
2007,N,False,1872.5,1882.4,1903.1,1920.2,1902.7,1895.2,1914.6,1877.6,1895.0,1900.0
2008,N,False,894.61,891.5,883.92,874.71,869.05,870.81,869.4,856.36,875.73,865.98
2009,N,False,1569.4,1577.9,1583.9,1592.1,1590.8,1610.6,1595.7,1628.8,1627.9,1616.3
2010,N,False,155.46,155.13,147.53,147.85,151.58,143.86,151.63,141.36,135.37,134.02
2011,N,False,52.331,52.162,45.718,51.352,46.377,50.136,46.377,49.347,51.641,50.275
2012,N,False,69.787,72.169,68.538,69.028,71.028,71.235,68.869,69.204,69.272,69.442
2013,N,False,50.325,48.683,53.121,45.62,48.787,44.906,44.72,42.274,45.939,37.158
2014,N,False,608.22,608.76,612.03,616.35,620.3,614.97,627.83,625.94,616.16,620.53
2015,N,False,354.16,362.11,349.48,349.46,356.64,353.09,355.84,354.85,361.36,361.42
2016,N,False,235.56,249.03,241.36,226.97,215.11,209.72,202.29,186.74,187.24,174.07
2017,N,False,297.47,297.88,301.83,306.49,301.89,308.97,308.18,309.52,309.21,301.78
2018,N,False,111.87,112.17,114.62,114.08,116.05,120.38,118.91,117.98,118.55,123.69
2019,N,False,234.83,233.04,234.48,234.03,235.16,242.67,242.22,242.9,233.66,235.74
2020,N,False,271.59,273.36,272.94,266.56,258.75,265.71,270.24,272.53,268.25,267.68
2021,N,False,294.67,291.92,282.56,270.28,269.16,274.29,271.14,271.92,274.15,271.09
2022,N,False,270.19,282.08,270.94,269.97,272.98,274.74,278.51,279.81,279.13,274.31
2023,N,False,507.42,503.41,515.63,525.9,529.57,518.41,518.85,510.48,516.33,523.05
2024,N,False,79.483,72.331,74.885,73.396,75.613,73.149,72.416,70.212,67.254,67.712
2025,N,False,94.288,93.154,95.028,94.047,92.289,93.584,88.83,93.387,94.858,92.191
2026,N,False,1122.9,1105.4,1108.6,1117.1,1125.6,1135.2,1147.9,1134.2,1139.2,1127.6
2027,N,False,15.464,17.746,17.788,18.865,17.136,16.542,18.436,16.123,16.35,14.601
2028,N,False,212.18,217.04,219.29,213.78,208.28,213.69,210.73,211.55,213.54,210.0
2029,N,False,329.33,338.29,329.02,330.53,328.71,329.27,339.94,337.52,332.69,338.77
2030,N,False,301.97,296.54,305.29,303.62,303.8,300.05,288.4,287.73,288.68,292.28
2031,N,False,133.05,131.18,134.97,134.49,135.16,141.36,134.56,131.99,134.83,131.65
2032,N,False,67.286,72.778,70.648,64.983,69.836,72.137,80.888,74.778,69.32,60.098
2033,N,False,190.93,196.78,204.96,198.34,200.03,194.7,191.53,200.77,203.72,207.06
2034,N,False,8.96,11.428,9.2404,0.0,0.0,0.0,0.0,0.0,0.0,8.524
2035,N,False,60.409,59.945,59.115,56.4,56.939,56.894,56.574,58.281,61.169,57.846
2036,N,False,294.46,275.4,257.48,258.7,264.04,258.97,260.61,253.68,257.62,260.96
2037,N,False,267.54,267.69,265.89,266.02,265.19,267.1,273.92,286.01,280.95,285.38
2038,N,False,839.59,816.05,810.87,799.46,800.94,786.79,805.58,806.25,791.87,800.73
2039,N,False,213.18,213.83,211.79,214.73,218.11,214.15,218.82,218.83,216.19,223.74
2040,N,False,456.15,463.13,466.51,474.33,484.48,488.65,473.47,465.93,469.73,461.97
2041,N,False,106.62,103.71,105.74,105.33,106.98,110.91,109.33,114.94,111.6,115.16
2042,N,False,1621.5,1642.9,1633.6,1630.5,1625.2,1642.0,1637.1,1657.5,1688.2,1693.8
2043,N,False,209.21,209.64,211.48,226.42,226.65,226.07,288.52,300.77,241.01,241.84
2044,N,False,452.46,452.42,449.74,446.34,467.5,490.37,478.01,495.71,499.86,500.49
2045,N,False,452.46,452.42,449.74,446.34,467.5,490.37,478.01,495.71,499.86,500.49
2046,N,False,1590.6,1576.7,1574.3,1552.5,1557.4,1538.6,1552.4,1560.1,1565.4,1564.7
2047,N,False,458.97,454.61,451.79,454.15,444.42,434.79,442.93,432.74,446.62,446.67
2048,N,False,45.626,44.399,49.049,48.078,50.68,49.319,51.324,49.12,46.859,49.806
2049,N,False,89.304,87.541,90.158,81.003,82.556,83.268,83.308,80.459,78.271,81.658
2050,N,False,3572.8,3552.3,3567.3,3534.2,3536.2,3552.8,3572.5,3559.3,3574.6,3606.3
2051,N,False,61.214,59.728,63.372,62.694,67.308,71.558,75.566,72.171,74.224,71.149
2052,N,False,70.743,65.325,72.253,68.012,67.698,69.753,66.063,64.304,62.224,65.224
2053,N,False,76.722,74.879,76.531,76.594,70.825,72.428,72.209,72.267,71.085,68.836
2054,N,False,72.685,69.453,74.443,73.414,70.23,68.541,66.919,71.589,69.797,69.428
2055,N,False,78.43,84.309,77.431,80.164,83.99,89.777,92.966,91.503,90.53,87.411
2056,N,False,86.292,86.93,90.275,86.852,84.24,90.783,80.36,84.261,88.365,77.664
2057,N,False,526.44,533.38,526.21,517.42,522.57,516.67,524.09,526.95,518.87,515.09
2058,N,False,536.6,536.03,518.55,532.18,871.66,522.29,525.08,522.58,520.81,519.57
2059,N,False,63.162,54.177,51.872,50.571,44.508,42.482,40.454,47.663,49.367,43.897
2060,N,False,1579.6,1580.1,1574.3,1594.1,1588.1,1587.8,1588.6,1609.0,1613.2,1638.8
2061,N,False,32.612,35.634,34.939,35.293,33.93,37.467,37.334,36.578,39.223,42.856
2062,N,False,1643.3,1655.6,1649.9,1694.3,1658.1,1661.8,1629.3,1620.6,1613.6,1618.1
2063,N,False,100.87,102.61,103.54,101.78,104.14,102.24,105.93,101.4,101.73,96.868
2064,N,False,804.8,798.53,794.74,795.81,821.0,824.04,824.69,834.99,838.15,844.13
2065,N,False,309.69,288.0,289.47,292.51,296.21,302.8,323.25,329.69,327.32,343.19
2066,N,False,644.71,638.58,628.43,614.04,610.18,594.9,586.07,559.33,562.97,564.54
2067,N,False,311.1,319.97,308.79,325.47,320.89,317.49,320.58,319.4,321.48,320.18
2068,N,False,59.612,57.706,55.096,52.111,52.039,50.418,50.971,48.603,50.26,49.383
2069,N,False,776.84,771.92,780.2,788.45,792.88,779.13,795.63,781.83,773.97,762.04
2070,N,False,215.83,207.18,203.91,202.88,200.63,200.24,203.25,199.13,198.66,196.35
2071,N,False,137.9,132.37,127.79,129.72,131.69,128.42,131.86,130.09,133.49,131.51
2072,N,False,354.82,348.49,343.52,345.12,355.29,347.38,348.31,357.12,357.01,359.52
2073,N,False,392.98,387.68,380.9,388.83,390.23,389.79,390.42,387.61,393.57,394.98
2074,N,False,76.159,70.345,74.03,74.752,77.285,75.369,75.83,73.859,68.029,67.358
2075,N,False,138.07,136.18,135.05,131.77,128.49,127.91,130.4,133.13,136.99,133.2
2076,N,False,206.4,205.81,193.11,202.27,192.76,198.51,207.5,203.78,207.29,206.83
2077,N,False,118.08,113.23,115.59,111.64,110.95,103.25,111.52,102.15,109.97,102.3
2078,N,False,140.19,142.89,145.54,140.06,134.6,137.27,133.93,130.04,127.64,126.78
2079,N,False,170.35,177.52,174.88,177.55,181.6,180.58,180.98,185.29,186.66,185.75
2080,N,False,251.02,260.83,263.63,252.1,261.93,252.17,260.54,256.96,265.81,265.7
2081,N,False,1926.5,1952.2,1968.5,1979.1,1963.0,1971.9,2007.4,2024.1,2011.7,2006.2
2082,N,False,592.82,607.32,621.23,607.38,598.99,608.68,595.86,593.12,578.78,569.44
2083,N,False,179.43,184.69,184.94,185.1,182.76,183.01,187.78,187.24,189.03,182.74
2084,N,False,219.0,210.89,215.52,222.17,232.32,227.12,242.44,253.6,253.89,249.11
2085,N,False,178.61,175.13,178.0,181.89,179.06,175.21,173.23,173.3,174.55,180.12
2086,N,False,2777.5,2768.3,2780.4,2747.2,2740.1,2706.0,2682.4,2693.7,2695.4,2720.0
2087,N,False,362.15,359.62,357.85,342.8,342.45,352.63,364.22,364.24,359.06,354.95
2088,N,False,147.53,143.24,145.14,145.04,140.15,145.19,149.67,143.97,144.52,134.96
2089,N,False,143.29,141.67,141.27,147.48,145.88,145.55,142.0,140.62,132.42,134.57
2090,N,False,295.25,297.69,302.7,315.73,323.34,318.46,319.47,317.93,317.79,318.04
2091,N,False,186.26,184.0,186.73,187.18,185.04,190.06,196.44,190.23,190.36,189.19
2092,N,False,67.628,71.503,65.528,76.648,76.875,80.681,83.052,82.381,86.268,86.783
2093,N,False,507.63,505.73,486.68,492.35,493.68,471.24,470.06,467.3,470.36,465.32
2094,N,False,204.93,198.28,198.38,196.98,199.32,207.31,211.93,218.58,208.53,222.93
2095,N,False,119.96,122.99,123.35,118.85,116.01,117.28,121.26,128.88,120.32,118.31
2096,N,False,119.37,111.6,113.47,121.94,117.49,123.53,130.53,139.62,140.63,145.07
2097,N,False,1239.6,1220.7,1187.2,1199.6,1184.8,1153.7,1157.5,1154.3,1132.7,1136.1
2098,N,False,55.846,56.442,53.262,52.652,53.035,56.014,53.107,54.203,52.544,56.602
2099,N,False,152.54,155.5,158.1,156.12,158.66,154.76,156.81,153.03,146.87,144.16
2100,N,False,120.82,114.8,118.29,117.51,121.79,119.63,117.07,119.61,120.91,111.71
2101,N,False,280.88,282.93,279.0,280.81,287.37,286.61,292.29,290.55,290.56,287.69
2102,N,False,2481.5,2498.2,2469.5,2506.2,2510.5,2491.7,2527.7,2512.7,2491.1,2478.0
