,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10
301,M,False,34.049,34.21,34.512,34.08,34.093,34.263,33.999,33.98,33.898,33.813
302,M,False,36.195,36.049,35.903,35.554,35.925,35.967,35.802,35.914,35.904,36.093
303,M,True,44.888,44.589,44.456,44.454,44.071,44.072,43.483,43.617,43.543,43.848
304,M,True,43.955,43.934,43.863,43.946,44.142,44.313,44.126,44.089,44.047,43.892
305,M,False,41.79,41.561,41.613,41.577,41.422,41.357,41.585,41.312,41.501,41.274
306,M,False,36.337,36.743,35.277,37.403,36.12,35.315,36.22,36.215,36.591,38.33
307,M,True,40.442,40.228,40.003,39.94,39.582,39.692,39.369,39.524,39.361,39.529
308,M,False,36.776,36.682,37.026,37.17,37.411,36.94,37.037,36.953,42.889,43.19
309,M,False,32.749,32.463,32.003,32.113,32.373,31.982,31.821,32.202,31.552,31.685
310,M,True,44.867,44.563,45.289,45.288,45.649,44.442,45.096,45.751,45.311,45.425
311,M,False,44.206,44.236,44.298,43.689,43.595,43.168,43.246,43.287,43.248,42.902
312,M,True,36.78,37.038,36.849,36.53,36.474,36.204,36.224,35.778,35.911,35.89
313,M,False,36.53,36.474,36.204,36.224,35.778,35.911,35.89,36.156,36.411,36.652
314,M,False,30.873,30.91,30.675,30.846,30.992,30.963,31.258,31.172,31.123,31.127
315,M,True,35.892,35.921,35.793,35.823,35.665,35.366,35.485,35.598,35.379,35.487
316,M,False,34.482,34.627,34.543,34.437,34.607,34.433,34.479,34.609,34.702,34.803
317,M,False,34.469,34.681,34.768,34.329,34.478,34.271,34.735,34.348,34.2,34.358
318,M,False,32.901,32.719,32.867,33.29,32.809,32.627,32.901,32.974,33.136,33.088
319,M,False,35.62,35.768,35.99,35.729,35.786,35.87,35.929,35.954,35.872,35.834
320,M,True,42.005,42.081,41.874,42.124,42.192,42.475,42.26,42.091,42.283,42.617
321,M,False,40.15,40.107,39.898,39.795,40.009,40.087,39.683,39.908,39.97,39.644
322,M,True,21.854,22.045,20.889,21.053,20.755,20.789,20.561,20.974,20.319,20.615
323,M,True,38.518,38.345,37.981,38.305,38.7,38.478,37.855,37.974,37.787,38.003
324,M,True,35.773,36.272,35.845,36.101,36.019,36.062,35.942,35.974,35.93,36.148
325,M,False,36.346,36.326,36.326,36.184,36.092,36.069,35.896,35.899,35.765,35.804
326,M,False,37.983,38.004,38.226,37.847,37.79,37.957,37.892,37.807,38.005,38.129
327,M,False,28.514,28.533,27.956,27.83,27.694,27.521,27.26,26.542,26.705,26.333
328,M,False,46.63,46.759,46.77,46.766,46.737,46.802,46.798,46.506,46.315,46.345
329,M,True,47.174,47.238,47.282,47.23,0.0,47.485,47.461,47.536,47.622,47.659
330,M,False,23.217,23.216,23.384,23.001,22.666,22.946,22.829,22.952,22.692,23.051
331,M,False,34.922,34.884,34.917,0.0,34.588,34.455,34.516,34.371,34.351,34.21
332,M,False,31.919,35.421,36.813,37.853,37.327,38.832,44.237,49.99,43.242,50.199
333,M,False,48.771,47.618,46.985,46.014,46.193,46.664,47.65,46.58,46.453,46.753
334,M,False,44.771,43.06,42.886,41.861,41.38,40.723,42.515,41.26,40.925,40.311
335,M,False,40.723,42.515,41.26,40.925,40.311,40.055,40.622,38.924,38.946,39.228
336,M,False,36.485,37.008,35.781,37.122,35.339,36.948,37.399,36.912,36.809,37.177
337,M,False,36.713,36.032,35.43,35.282,36.052,35.742,35.141,34.66,34.972,34.858
338,M,True,37.019,37.046,36.95,36.973,36.889,36.712,37.021,37.054,36.945,36.862
339,M,False,37.054,36.945,36.862,36.765,36.831,37.231,36.91,37.035,37.114,37.313
340,M,False,37.617,37.523,37.427,37.54,37.592,37.56,37.541,37.442,37.623,37.773
341,M,True,37.263,37.235,0.0,37.169,36.92,37.065,37.486,37.444,37.264,37.454
342,M,False,38.633,38.517,38.528,38.486,38.665,38.47,38.323,38.656,38.766,38.84
343,M,True,34.663,34.663,34.454,34.611,34.77,34.754,34.957,35.189,35.355,35.194
344,M,True,42.517,42.74,42.954,42.942,42.952,42.945,42.858,42.847,42.903,42.971
345,M,False,43.021,43.134,43.237,43.424,43.415,43.656,43.648,43.829,43.862,44.024
346,M,False,44.837,44.865,44.655,44.562,44.668,44.764,44.709,44.812,44.977,45.056
347,M,False,37.637,37.498,37.492,37.337,37.529,37.176,37.32,37.915,37.526,37.841
348,M,False,45.0,44.929,44.903,44.973,44.98,45.073,45.073,45.146,45.203,45.242
349,M,False,45.509,45.572,45.667,45.719,45.722,45.624,45.618,45.643,45.677,45.636
350,M,False,41.801,41.492,41.629,41.437,41.464,41.412,41.309,41.437,41.472,41.905
351,M,True,48.538,48.551,48.557,48.405,48.527,48.711,48.686,48.406,48.614,48.457
352,M,False,48.665,48.473,48.57,48.572,48.627,48.423,48.454,48.531,48.354,48.36
353,M,False,48.337,48.395,48.499,48.477,48.596,48.721,48.642,48.764,48.87,48.919
354,M,False,46.062,46.023,46.068,46.132,46.008,46.06,45.802,45.704,45.626,45.47
355,M,True,38.961,38.828,38.607,38.611,38.531,38.272,38.394,38.374,38.052,37.837
356,M,False,37.198,37.237,37.123,36.99,36.851,36.82,36.757,36.489,36.409,36.266
357,M,False,37.474,37.252,37.241,37.276,37.263,37.14,37.007,37.221,36.908,37.044
358,M,True,39.493,39.166,39.349,39.636,39.613,39.553,39.585,39.49,39.928,39.902
359,M,True,41.228,41.215,41.525,41.629,41.829,42.268,42.087,42.247,42.026,41.955
360,M,True,45.136,44.985,44.606,44.73,45.33,45.212,45.157,45.355,45.503,45.348
361,M,True,44.738,44.543,44.473,44.383,44.375,44.867,44.966,44.995,44.969,45.141
362,M,True,45.925,46.546,46.478,46.6,46.321,46.673,46.609,46.332,46.43,46.469
363,M,True,46.439,46.328,46.306,46.173,46.194,46.14,46.034,46.258,45.825,46.081
364,M,True,46.14,46.034,46.258,45.825,46.081,46.121,46.198,46.352,46.285,46.306
365,M,False,46.453,46.314,46.385,46.694,46.397,46.454,46.633,46.331,46.219,46.531
366,M,False,46.527,46.689,46.981,47.017,47.193,47.33,47.757,47.677,47.807,47.974
367,M,True,47.055,47.162,47.327,46.987,46.894,46.883,47.007,47.184,47.072,46.934
368,M,False,47.17,47.153,46.906,46.705,46.837,46.842,46.775,46.751,46.877,46.888
369,M,False,46.842,46.775,46.751,46.877,46.888,46.621,46.676,46.752,46.938,46.785
370,M,False,46.944,47.058,47.13,47.118,47.135,47.039,46.991,46.875,46.763,46.831
371,M,False,41.943,42.009,42.172,42.33,42.262,42.207,41.965,42.152,42.06,41.945
372,M,False,30.349,30.526,30.738,30.428,30.438,30.687,30.517,30.421,30.184,30.111
373,M,False,37.712,37.589,37.572,37.36,37.299,37.303,37.24,37.031,36.917,36.916
374,M,False,37.616,37.109,37.626,37.754,37.956,37.484,37.163,37.602,37.527,37.773
375,M,False,0.0,21.116,21.063,21.406,21.507,21.0,20.722,21.072,20.895,20.743
376,M,False,17.563,17.531,17.382,17.402,17.269,17.356,17.386,17.49,17.238,17.31
377,M,False,30.525,30.392,30.389,30.494,30.33,30.368,30.386,30.437,30.484,30.568
378,M,False,45.249,45.251,45.083,44.75,44.703,44.611,44.658,44.735,44.333,44.647
379,M,True,22.949,22.209,21.399,21.887,20.306,20.922,20.779,21.131,21.67,22.388
380,M,True,22.883,23.139,22.848,23.325,23.086,22.769,22.8,22.973,23.398,22.9
381,M,True,24.271,23.836,24.029,23.708,23.815,24.938,24.664,24.993,24.357,25.657
382,M,False,27.452,26.128,26.19,26.073,25.981,26.072,26.229,26.616,27.341,27.682
383,M,False,28.275,28.952,29.703,29.66,30.484,28.613,29.276,28.133,28.971,28.797
384,M,False,31.061,31.148,31.582,31.207,31.851,32.551,32.626,32.773,32.305,31.918
385,M,True,32.355,32.464,32.033,31.929,31.756,32.111,32.137,32.223,32.146,31.609
386,M,False,31.668,32.039,32.062,32.259,32.53,32.577,32.533,32.102,32.079,31.969
387,M,False,19.536,20.507,20.333,20.519,20.09,21.863,21.645,20.413,20.999,20.62
388,M,True,31.066,31.119,30.987,30.629,30.685,30.571,30.267,30.355,30.543,30.539
389,M,True,29.51,29.54,29.533,29.496,29.56,29.831,29.784,29.726,29.952,29.991
390,M,False,29.846,28.733,28.001,28.906,29.216,28.413,29.542,28.658,29.167,26.702
391,M,False,27.788,27.641,27.929,27.873,27.936,28.406,28.689,28.641,29.001,28.849
392,M,False,42.175,41.986,42.511,42.356,42.85,43.455,43.387,43.483,43.251,43.975
393,M,True,38.115,38.049,37.8,37.95,38.437,38.879,38.825,38.193,38.068,37.821
394,M,False,36.94,37.261,37.895,37.89,37.675,38.012,37.806,38.145,38.234,37.799
395,M,False,34.387,34.688,35.054,34.965,34.652,34.427,34.524,34.778,34.92,34.804
396,M,False,27.16,27.448,27.346,27.703,27.646,27.494,27.63,27.962,27.882,27.791
397,M,False,32.11,32.1,32.186,32.075,32.323,32.254,32.399,32.49,32.37,32.662
398,M,False,33.873,33.784,33.464,33.212,32.939,32.87,32.58,32.589,32.597,32.139
399,M,False,46.703,46.708,46.568,46.551,46.532,46.622,46.299,46.263,46.223,46.169
400,M,True,31.05,31.066,31.048,31.199,31.153,31.5,31.665,31.648,31.635,31.678
401,M,False,29.24,29.447,29.335,28.812,28.969,28.98,28.789,29.101,28.776,28.925
402,M,False,36.73,36.381,36.289,36.715,36.24,35.956,36.432,36.196,36.201,36.398
403,M,False,35.422,35.649,35.326,35.479,35.248,35.777,35.606,35.515,35.488,35.466
404,M,False,26.964,26.869,26.881,26.697,26.525,26.337,26.214,26.471,26.578,26.409
405,M,False,46.01,46.133,46.117,46.192,46.289,46.226,46.105,46.076,46.171,46.227
406,M,True,46.347,45.352,45.688,44.687,44.915,44.793,42.833,42.925,42.74,42.862
407,M,True,39.814,38.988,39.067,38.659,38.883,38.749,38.765,39.022,38.583,38.865
408,M,True,36.743,37.456,36.115,36.024,35.768,36.067,35.894,35.396,35.447,35.765
409,M,True,40.711,40.341,40.595,40.438,40.547,40.181,40.262,40.326,40.273,40.279
410,M,True,33.167,33.067,32.922,33.543,33.703,33.714,33.246,33.528,33.221,33.882
411,M,False,34.806,35.016,34.809,35.552,35.253,35.694,36.385,35.756,35.686,36.306
412,M,False,31.121,31.249,31.096,31.216,31.234,31.11,31.069,30.467,30.827,30.667
413,M,False,38.669,39.152,38.678,39.128,39.358,39.071,38.654,38.75,38.834,38.613
414,M,False,30.565,30.536,30.513,30.571,30.626,30.687,30.771,31.015,31.02,31.17
415,M,False,28.026,28.291,28.043,27.685,27.391,27.264,27.468,26.75,26.258,26.027
416,M,False,32.656,32.494,32.521,32.65,32.657,32.681,32.623,32.797,32.643,32.824
417,M,False,21.191,21.268,21.2,21.007,21.022,21.134,21.065,21.061,20.882,20.848
418,M,True,28.923,28.753,29.053,28.846,28.818,28.735,28.425,29.16,28.407,28.348
419,M,False,27.871,27.152,27.506,27.624,27.697,27.623,27.183,27.298,27.059,27.178
420,M,False,24.548,24.88,24.89,24.944,25.189,25.087,24.929,24.691,24.767,24.57
421,M,False,33.08,32.984,32.874,32.957,32.678,32.837,32.927,32.741,32.76,32.936
422,M,False,34.335,34.203,33.882,34.014,33.876,33.721,33.844,33.751,33.455,33.536
423,M,True,26.295,26.127,25.929,25.6,25.791,25.682,25.889,25.853,25.891,26.066
424,M,False,25.929,25.6,25.791,25.682,25.889,25.853,25.891,26.066,26.116,25.919
425,M,False,26.329,26.288,25.94,26.082,26.095,26.056,26.041,26.168,26.05,26.309
426,M,True,28.549,27.983,28.295,28.702,28.097,28.528,28.296,28.971,28.668,29.035
427,M,True,38.611,38.74,38.647,38.38,38.302,38.623,38.338,38.338,38.506,38.597
428,M,False,39.339,39.224,39.136,39.135,39.094,39.114,38.963,39.001,38.797,38.921
429,M,False,39.42,39.581,39.713,39.707,39.715,39.914,39.809,40.05,39.906,39.815
430,M,False,39.715,39.914,39.809,40.05,39.906,39.815,39.76,39.755,39.688,39.719
431,M,False,39.482,39.577,39.554,39.623,39.526,39.462,39.718,39.65,39.811,39.77
432,M,True,43.212,43.38,43.421,43.52,43.553,43.544,43.629,43.655,43.807,43.928
433,M,False,44.433,44.316,44.289,44.318,44.228,44.216,44.143,44.275,44.397,44.299
434,M,True,47.543,47.554,47.719,47.867,47.851,47.874,47.903,48.049,48.034,48.155
435,M,True,49.169,49.126,49.057,49.009,49.048,49.045,49.014,48.98,48.894,48.961
436,M,True,42.798,42.7,42.619,42.532,42.557,42.479,42.566,42.552,42.617,42.61
437,M,False,42.619,42.532,42.557,42.479,42.566,42.552,42.617,42.61,42.64,42.703
438,M,False,42.617,42.61,42.64,42.703,42.618,42.696,42.67,42.638,42.529,42.61
439,M,False,41.98,41.945,41.852,41.79,41.703,41.63,41.654,41.737,41.664,41.656
440,M,False,41.664,41.656,41.649,41.582,41.58,41.503,41.451,41.378,41.261,41.182
441,M,True,41.182,41.069,40.928,40.876,40.742,40.749,40.77,40.715,40.649,40.704
442,M,False,40.106,40.032,40.058,40.029,39.921,39.911,39.98,39.929,39.88,39.784
443,M,False,39.052,39.027,38.934,38.76,38.707,38.598,38.536,38.537,38.567,38.564
444,M,False,37.829,37.819,37.766,37.76,37.645,37.44,37.389,37.303,37.275,37.186
445,M,False,37.389,37.303,37.275,37.186,37.114,36.792,36.79,36.624,36.573,36.46
446,M,True,35.136,35.157,35.233,35.38,35.328,35.348,35.408,35.388,35.44,35.48
447,M,True,33.556,33.644,33.655,33.666,34.032,33.882,33.844,33.999,34.048,33.924
448,M,False,33.707,33.53,33.531,33.424,33.37,33.346,33.275,33.478,33.497,33.315
449,M,False,33.61,33.61,33.554,33.662,33.72,33.708,33.706,33.873,34.018,33.953
450,M,False,33.953,33.827,33.677,33.719,33.823,33.655,0.0,33.754,33.58,0.0
451,M,False,33.786,33.688,33.781,33.827,33.703,33.892,34.028,34.103,34.159,34.185
452,M,False,34.794,34.946,34.968,34.76,34.951,34.849,35.248,35.142,35.252,35.358
453,M,False,35.801,36.471,36.5,36.683,36.611,37.081,36.731,36.89,37.35,37.81
454,M,False,36.611,37.081,36.731,36.89,37.35,37.81,37.976,37.693,38.062,38.035
455,M,False,38.064,37.853,38.047,38.348,38.085,38.237,38.213,38.213,38.274,38.163
456,M,True,27.307,27.118,26.895,28.187,27.655,26.801,27.716,28.17,28.539,27.889
457,M,False,29.204,29.403,29.233,29.418,29.824,29.297,29.877,28.882,29.288,29.47
458,M,True,28.493,27.537,28.654,29.027,28.762,28.893,29.18,29.135,29.117,29.114
459,M,True,28.97,29.21,29.594,29.311,29.256,29.913,30.098,29.893,29.629,29.387
460,M,True,30.541,30.493,30.696,30.474,30.605,30.629,30.379,30.385,30.5,30.231
461,M,False,30.637,30.761,30.79,30.898,31.202,31.1,31.18,31.177,31.04,30.795
462,M,False,30.881,30.809,31.124,30.798,30.697,30.922,31.218,31.149,31.285,31.596
463,M,False,31.837,31.786,31.66,31.946,32.077,32.101,32.285,32.115,32.215,32.108
464,M,False,39.474,39.17,39.24,39.285,39.444,39.512,39.445,39.361,39.444,39.228
465,M,True,30.601,30.919,30.67,30.553,30.605,30.725,30.488,30.796,30.558,31.036
466,M,True,0.0,31.229,31.166,31.36,31.602,31.153,31.218,31.117,31.091,31.158
467,M,False,31.091,31.089,31.148,31.265,31.058,31.204,31.316,31.353,31.443,31.289
468,M,False,47.787,48.077,48.173,48.175,48.221,48.304,48.119,48.262,48.306,48.241
469,M,True,49.123,49.242,49.176,49.135,49.17,49.198,49.209,49.255,49.016,48.865
470,M,False,47.782,47.758,47.581,47.64,47.553,47.618,47.479,47.494,47.392,47.488
471,M,False,45.633,45.4,45.406,45.377,45.441,45.395,45.148,45.071,44.953,44.806
472,M,False,27.336,27.317,27.379,27.494,27.582,27.598,27.692,27.628,27.784,27.956
473,M,True,38.939,38.864,39.17,38.936,38.881,38.993,38.988,39.132,39.094,39.04
474,M,True,38.645,38.388,38.618,39.03,38.648,38.969,39.358,39.504,38.81,38.903
475,M,False,39.154,39.194,38.911,38.892,39.001,38.72,38.804,38.648,38.688,38.652
476,M,True,38.327,38.533,38.56,38.647,38.524,38.584,38.497,38.422,38.488,38.396
477,M,True,33.277,33.288,33.109,33.053,33.216,33.09,32.999,32.807,32.785,32.615
478,M,False,0.0,52.552,52.357,52.458,52.382,52.231,52.461,52.447,52.38,52.374
479,M,False,32.721,32.552,32.477,32.573,32.458,32.54,32.682,32.506,32.519,32.757
480,M,False,32.376,32.351,32.192,32.215,32.316,32.293,32.555,32.567,32.353,32.431
481,M,False,46.876,47.047,47.235,47.241,47.032,47.1,47.221,47.18,47.069,46.921
482,M,False,49.638,49.675,49.75,49.687,49.795,50.015,50.007,50.063,50.028,50.02
483,M,False,40.283,40.312,40.395,40.401,40.332,40.228,40.348,40.408,40.218,40.357
484,M,False,44.191,44.313,44.376,44.127,44.011,44.383,44.218,44.324,44.243,44.243
485,M,False,22.77,21.473,22.505,19.617,21.458,23.115,22.394,22.773,22.967,22.529
486,M,True,47.584,47.556,47.483,47.384,47.236,47.313,47.349,47.415,47.303,47.078
487,M,False,47.519,47.657,47.421,47.344,47.726,47.813,47.959,47.888,47.839,48.078
488,M,False,48.34,48.696,48.358,48.459,48.305,48.253,48.307,48.145,48.321,48.113
489,M,False,29.796,29.591,29.542,29.406,29.58,29.46,29.522,29.7,29.453,29.302
490,M,False,34.802,35.009,35.206,35.285,35.366,35.378,35.427,35.643,35.609,35.34
491,M,False,34.495,34.757,34.645,34.318,33.409,32.895,32.97,32.752,32.905,33.268
492,M,False,29.607,28.972,28.368,28.799,28.31,28.525,28.649,28.601,28.456,27.771
493,M,False,29.677,29.382,30.532,31.316,30.677,30.549,29.765,30.758,30.525,30.3
494,M,False,32.172,32.872,30.62,31.017,32.593,31.376,35.244,31.02,33.587,34.476
495,M,False,31.955,32.261,32.105,32.854,31.953,32.017,31.825,31.686,31.345,32.117
496,M,True,31.728,32.081,32.127,32.276,32.448,32.379,32.43,32.744,32.816,32.871
497,M,False,32.934,33.163,32.988,33.22,33.211,33.164,33.356,33.427,33.276,33.664
498,M,True,34.058,34.354,34.105,34.509,34.341,34.389,34.51,34.618,34.797,34.534
499,M,True,38.25,38.704,38.759,39.052,38.864,38.624,38.374,38.514,38.684,38.914
500,M,False,39.618,39.78,39.406,39.24,39.323,39.109,39.12,39.227,39.524,39.885
501,M,True,44.295,44.177,44.28,44.476,44.226,44.332,44.662,44.564,44.73,44.769
502,M,False,44.476,44.226,44.332,44.662,44.564,44.73,44.769,44.667,44.919,44.699
503,M,False,44.919,44.699,44.754,45.05,44.972,44.606,44.744,45.02,45.118,45.645
504,M,False,44.635,44.823,44.988,45.015,44.998,45.349,45.312,45.245,45.165,45.249
505,M,False,46.109,46.101,46.129,46.252,45.981,45.708,45.613,45.704,45.366,45.215
506,M,False,47.087,46.996,46.602,46.85,46.77,46.639,46.433,46.706,46.738,46.808
507,M,True,43.245,43.246,43.461,43.244,43.176,43.464,43.381,42.886,43.257,43.214
508,M,True,42.784,42.66,42.575,42.532,42.58,42.354,42.435,42.315,42.182,41.982
509,M,False,41.259,41.139,41.082,41.053,40.927,40.906,40.871,40.934,40.854,40.747
510,M,False,30.535,30.274,30.518,30.136,29.951,30.133,30.047,30.208,30.06,29.812
511,M,False,34.177,33.83,33.706,33.682,33.753,33.789,33.901,33.827,33.783,34.001
512,M,False,39.322,40.517,40.064,39.08,38.667,37.757,38.202,39.752,39.18,39.423
513,M,True,24.243,24.274,24.067,24.362,23.194,23.017,23.67,23.485,24.248,24.337
514,M,True,26.245,26.019,26.684,26.529,27.295,25.877,28.47,27.487,27.353,28.814
515,M,False,27.967,27.072,27.041,26.826,26.681,26.809,26.247,27.85,26.401,27.281
516,M,False,26.401,27.281,26.976,26.824,26.574,27.058,27.032,27.509,28.216,27.639
517,M,False,30.457,30.638,29.802,30.065,30.307,30.57,30.45,31.359,31.451,32.417
518,M,False,35.997,35.408,35.241,36.32,37.045,36.253,35.941,35.734,36.121,35.526
519,M,True,42.338,42.341,42.403,42.308,42.117,42.105,42.17,42.085,42.366,42.232
520,M,False,42.197,42.409,42.297,42.073,41.931,41.873,41.995,42.21,41.961,41.97
521,M,False,38.107,37.678,37.925,38.401,38.215,37.981,38.628,38.073,37.961,37.871
522,M,True,26.183,26.114,25.791,25.369,25.707,25.939,26.064,26.293,26.488,26.719
523,M,False,26.46,26.492,26.578,26.45,26.551,26.439,26.593,26.491,26.423,26.433
524,M,False,25.699,26.001,26.53,26.135,26.512,25.855,25.685,26.867,25.868,26.467
525,M,False,40.691,40.532,40.515,40.664,40.88,40.629,40.413,40.855,41.005,40.656
526,M,True,47.683,48.126,47.933,47.994,47.765,48.048,48.141,48.239,48.458,48.27
527,M,False,50.818,50.715,50.47,50.647,50.666,50.903,50.78,50.888,50.868,50.815
528,M,False,50.78,50.888,50.868,50.815,50.839,50.9,50.907,51.056,51.041,51.243
529,M,True,0.0,31.039,30.886,30.805,30.897,30.745,30.676,30.552,30.79,30.648
530,M,False,29.529,29.415,29.215,29.184,29.015,29.165,29.128,29.155,29.029,29.017
531,M,False,54.221,54.043,53.995,53.938,53.971,53.822,53.883,53.788,53.793,53.688
532,M,False,46.607,46.591,46.765,46.799,46.855,46.686,46.796,46.604,46.728,46.594
533,M,False,31.154,29.703,28.884,28.982,29.23,29.051,28.814,28.482,30.322,28.639
534,M,True,32.991,32.46,33.131,32.913,33.977,33.573,34.028,34.098,34.786,35.076
535,M,False,42.553,42.589,41.812,42.416,42.801,42.888,42.877,43.275,42.926,44.286
536,M,True,29.709,29.958,30.015,29.692,29.98,29.97,30.303,30.366,30.498,30.549
537,M,True,33.738,33.861,33.376,34.095,34.13,33.945,34.199,33.992,33.461,33.746
538,M,False,35.535,35.722,36.35,36.403,36.192,36.555,36.852,36.267,36.202,36.679
539,M,True,39.306,39.089,39.218,39.176,39.543,40.073,39.562,39.911,40.103,40.199
540,M,False,43.288,43.236,43.534,43.115,43.162,43.083,43.064,43.56,43.527,43.321
541,M,True,48.045,48.134,48.332,48.446,48.269,48.419,48.427,48.487,48.477,48.578
542,M,False,48.636,48.493,48.431,48.415,0.0,48.163,48.15,48.016,47.815,47.713
543,M,False,44.81,44.973,44.796,44.79,44.796,44.77,44.689,44.739,44.874,44.585
544,M,True,39.344,39.365,39.104,38.647,38.628,38.322,38.552,38.328,39.092,38.307
545,M,False,37.495,37.394,37.39,37.696,37.449,37.403,37.596,37.766,37.402,37.287
546,M,False,35.266,35.301,35.396,35.23,35.337,35.702,35.29,34.984,35.18,35.482
547,M,False,42.283,41.942,41.684,41.575,42.015,42.21,42.121,42.155,42.094,41.846
548,M,False,36.961,36.799,36.588,36.719,36.626,36.563,36.184,35.698,35.789,35.622
549,M,True,50.935,50.902,50.75,50.967,50.747,50.963,50.849,50.952,51.085,51.236
550,M,True,50.507,50.681,50.522,50.429,50.38,50.328,50.438,50.5,50.568,50.49
551,M,True,27.714,27.894,27.74,27.66,26.953,27.593,27.809,27.607,28.241,28.457
552,M,True,51.075,51.12,0.0,51.343,51.324,51.402,51.386,51.323,51.312,51.348
553,M,True,50.531,50.405,50.536,50.585,50.582,50.573,50.641,50.405,50.751,50.808
554,M,False,50.808,50.7,50.823,50.885,51.025,51.068,51.223,51.184,51.002,50.754
555,M,True,33.389,34.812,33.648,33.727,34.219,33.376,33.339,32.796,32.176,32.161
556,M,True,49.919,49.712,49.782,49.622,49.432,49.601,49.688,49.899,49.892,50.077
557,M,False,49.899,49.892,50.077,49.921,49.668,49.623,49.454,49.447,49.229,49.409
558,M,False,32.504,33.293,32.912,31.193,32.62,32.221,31.745,31.191,32.393,32.186
559,M,False,49.668,49.623,49.454,49.447,49.229,49.409,49.509,49.589,49.571,49.687
