,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119
1565,N,False,78.3,80.225,78.983,83.462,84.004,79.837,79.807,75.839,83.977,75.203,77.747,80.625,82.239,79.923,75.395,80.245,84.834,80.142,76.181,81.979,81.964,80.435,74.205,76.732,79.374,76.538,78.477,77.189,76.424,80.858,78.969,79.042,77.291,72.179,77.329,71.153,70.317,70.259,76.123,74.529,73.878,69.959,70.199,70.25,48.403,72.254,68.093,50.985,61.443,62.744,61.681,61.39,64.608,68.154,70.178,67.69,68.146,66.546,71.718,66.06,67.562,67.692,69.807,68.062,66.28,65.838,65.856,67.341,64.29,65.254,40.459,67.66,69.066,65.275,67.368,65.469,68.267,67.843,65.598,72.059,42.516,68.119,66.178,65.312,64.689,62.33,63.779,60.224,63.013,62.785,61.619,61.817,62.559,65.451,67.989,63.584,68.095,64.796,66.151,66.513,72.326,71.353,73.014,73.122,68.774,73.089,69.133,52.887,65.973,63.536,60.232,60.824,58.642,61.197,66.04,62.087,61.581,63.977,64.341
1566,N,False,64.504,64.975,65.593,65.468,65.453,66.312,65.965,66.446,66.982,67.978,68.548,68.93,69.254,70.033,70.167,71.204,71.377,71.299,71.715,71.151,71.451,71.859,72.36,71.811,72.026,72.087,71.791,71.976,71.709,72.762,73.201,72.747,72.42,72.474,71.638,70.942,70.493,70.224,69.859,68.644,68.409,68.008,67.783,68.193,67.936,68.382,68.419,68.981,69.133,69.995,70.375,71.654,72.127,72.879,72.237,72.604,71.233,70.018,69.779,68.935,68.196,67.577,67.922,67.513,67.299,67.073,66.863,66.686,67.099,67.254,68.619,67.88,67.568,67.777,68.034,69.085,69.217,68.412,68.883,69.299,69.299,68.265,68.515,68.855,68.212,68.337,68.753,68.655,68.395,68.303,68.04,67.417,67.724,67.615,67.452,66.351,66.197,65.209,65.436,65.338,64.635,65.39,65.739,65.059,65.274,65.221,66.035,66.182,66.485,66.75,67.598,68.222,68.349,68.511,68.855,68.442,67.888,66.538,66.629
1567,N,False,60.169,60.637,59.03,61.301,56.171,53.977,53.926,54.884,55.086,56.999,57.374,57.867,60.393,58.521,57.981,57.654,57.188,59.943,60.117,63.9,67.767,66.836,64.73,64.799,60.235,59.011,56.443,56.719,55.157,57.432,56.157,55.397,52.441,50.613,53.449,55.375,52.593,48.366,50.258,50.505,51.744,52.348,54.135,52.929,55.199,54.894,52.077,54.881,54.054,55.458,58.419,63.142,58.689,62.061,61.954,60.987,63.631,63.058,63.421,59.61,61.368,61.139,59.634,59.395,55.01,51.807,50.199,53.849,54.313,52.327,51.438,52.136,51.447,52.47,53.875,55.565,54.291,55.144,53.125,58.179,55.709,51.201,54.423,53.349,57.278,53.64,54.616,52.461,52.821,48.929,47.242,45.336,50.07,51.963,51.533,54.3,52.627,52.933,56.679,56.549,57.198,54.261,54.003,54.146,56.461,53.498,52.736,52.111,55.07,56.258,53.585,58.303,57.611,58.873,58.471,57.296,58.664,60.768,60.995
1568,N,False,67.368,67.017,66.311,66.113,65.685,65.14,65.064,65.489,65.376,65.326,65.493,65.763,66.518,66.195,66.668,67.246,68.183,68.427,68.982,69.869,69.946,69.878,70.321,70.227,70.096,70.349,70.349,70.341,70.719,70.103,69.57,69.63,69.704,69.697,70.425,69.944,69.4,68.866,68.529,68.22,68.521,68.021,67.473,67.441,66.392,66.672,66.055,66.275,66.301,66.538,66.302,66.291,66.909,66.989,67.234,67.501,68.038,68.163,68.387,67.677,67.014,66.236,66.107,65.388,64.675,64.509,64.401,63.357,63.034,62.881,62.665,62.687,62.283,62.005,62.805,63.135,63.062,63.966,64.143,64.143,64.115,63.944,64.275,63.706,63.479,63.619,63.625,63.606,63.301,63.371,63.034,62.803,62.598,62.815,62.538,62.69,62.88,62.278,62.047,61.548,61.76,62.041,61.953,61.978,62.924,63.404,63.712,63.801,64.71,64.955,64.55,64.356,64.61,64.162,64.066,63.839,63.321,63.032,61.785
1569,N,False,72.592,74.69,72.608,73.179,73.501,74.804,73.214,73.308,73.387,73.232,73.565,69.447,66.863,68.322,68.869,70.4,67.382,67.381,66.714,65.953,66.694,66.758,66.725,67.519,64.405,64.908,64.868,64.319,62.533,63.772,64.138,63.448,63.235,62.969,62.513,64.548,64.221,64.411,62.762,62.179,65.064,63.947,64.92,64.132,62.37,62.628,62.176,61.194,59.753,56.826,56.301,56.708,53.897,55.148,54.779,53.049,53.214,53.978,52.612,52.622,56.187,54.568,55.719,55.872,57.348,58.36,58.968,61.868,61.156,61.261,58.646,58.715,55.712,57.767,56.023,52.693,51.344,52.393,52.191,49.51,49.506,49.884,49.351,49.851,47.814,48.996,47.577,46.459,45.551,46.427,43.894,43.554,44.713,45.253,46.212,46.197,46.232,47.74,46.596,47.893,48.105,47.474,48.336,48.893,49.271,47.917,47.284,47.92,45.154,44.492,42.844,42.738,40.03,38.161,39.982,38.912,38.701,38.736,39.604
1570,N,False,53.36,52.751,52.456,52.317,52.597,53.737,53.371,53.752,53.723,54.767,54.678,54.236,54.66,54.849,54.725,55.103,55.534,55.837,55.69,56.248,56.657,56.816,57.362,56.745,56.696,57.007,56.278,56.515,56.606,56.305,56.106,57.004,56.123,55.895,55.494,55.893,55.45,55.583,55.683,55.035,55.352,54.79,55.424,55.012,55.515,54.882,55.101,55.087,55.67,56.293,57.278,58.06,58.469,58.418,59.748,60.369,60.992,61.581,60.696,60.271,59.524,58.332,58.663,57.631,57.889,57.867,58.446,57.315,57.27,56.449,56.911,56.664,57.812,58.827,58.378,58.176,57.98,58.622,58.895,59.215,59.056,58.669,59.475,59.777,59.466,60.406,59.96,59.886,60.862,60.28,60.852,61.207,61.019,60.395,60.254,59.755,59.288,59.931,59.305,59.518,58.887,58.879,58.716,58.607,58.689,58.477,57.639,57.915,58.138,56.988,58.057,57.656,58.57,59.054,59.506,60.929,62.248,62.641,63.222
1571,N,False,76.126,76.791,74.466,74.842,76.829,78.637,80.171,79.111,82.937,83.34,80.932,79.705,79.971,80.6,79.533,80.263,76.667,77.286,76.367,76.717,75.978,76.31,75.24,73.914,72.543,72.775,72.776,71.525,73.258,70.498,71.722,70.958,71.835,70.1,70.099,70.414,72.266,73.345,74.992,73.489,73.474,74.068,75.055,73.898,73.115,72.379,70.342,70.831,69.999,67.703,66.189,65.825,65.481,66.206,65.985,66.61,65.778,64.876,65.109,67.868,68.143,69.205,69.24,67.52,69.83,71.135,71.88,72.61,70.366,71.553,71.555,70.142,68.899,68.853,68.852,69.442,66.274,67.57,66.487,64.695,65.151,66.576,65.8,65.204,64.727,64.579,63.785,63.607,63.206,64.178,64.148,64.13,63.347,64.939,64.331,63.788,63.288,65.803,65.213,66.552,65.365,64.849,65.491,66.344,67.574,67.346,66.307,66.436,63.887,63.135,61.696,63.111,61.497,60.173,58.876,59.973,60.09,58.416,58.338
1572,N,False,54.62,53.511,53.725,52.991,52.698,51.98,52.001,51.507,51.2,50.505,50.182,50.175,50.468,50.975,49.62,49.324,48.822,48.282,48.183,48.312,48.455,48.931,49.599,50.765,50.492,50.38,50.709,49.927,49.601,48.933,48.037,47.539,46.638,46.551,46.085,45.328,44.795,44.933,44.096,44.336,43.941,43.436,43.879,44.326,44.795,44.081,43.974,44.735,44.732,44.195,43.743,43.205,42.41,41.993,41.719,41.025,40.552,40.689,40.073,40.178,39.846,40.29,39.429,40.016,39.462,39.222,39.976,39.395,39.455,38.991,38.678,38.789,38.244,39.415,38.577,38.967,39.142,39.207,39.356,39.424,39.474,40.022,40.492,40.555,40.903,41.179,40.881,40.428,39.084,39.191,39.08,38.77,39.021,38.285,37.983,37.98,37.561,38.149,38.169,38.436,37.969,39.247,39.205,38.71,39.745,39.389,39.665,40.355,40.014,40.395,39.804,40.547,39.675,40.146,39.372,39.342,39.103,38.741,38.817
1573,N,False,40.893,40.218,41.69,41.119,40.043,39.859,40.2,39.666,40.145,40.772,40.929,39.419,39.536,39.447,39.286,39.562,40.013,40.499,40.196,40.672,40.598,39.993,41.73,41.695,42.586,41.628,42.196,42.421,42.116,41.136,40.494,40.472,39.273,39.381,38.527,37.832,37.487,38.657,36.77,36.788,36.695,37.147,38.227,38.345,38.009,38.422,38.999,38.601,38.217,38.088,38.715,37.81,37.717,36.615,35.277,35.014,34.083,34.051,33.948,32.866,32.579,32.117,32.171,31.735,31.53,31.149,30.969,30.805,30.703,31.427,30.978,31.004,30.252,30.768,30.961,31.575,31.07,31.965,32.088,31.653,31.863,32.624,32.875,32.775,32.95,33.262,32.941,32.287,32.21,32.016,31.424,30.98,30.611,30.298,30.27,29.959,29.507,29.989,30.018,30.806,30.376,31.799,30.788,30.493,31.033,31.655,31.577,31.305,31.752,31.08,31.064,30.628,31.116,29.95,30.067,29.574,30.206,29.695,29.565
1574,N,False,72.089,75.599,77.019,76.292,72.619,73.429,75.12,75.252,72.002,71.908,73.475,70.95,67.805,73.631,72.672,69.3,73.024,72.949,68.925,68.439,66.371,75.892,71.017,70.807,67.717,72.311,68.002,74.17,75.063,76.678,79.366,78.092,78.77,79.849,79.488,81.232,81.623,77.737,74.96,76.663,74.781,77.082,77.149,76.703,69.739,74.644,74.425,76.557,76.575,77.52,76.504,78.492,82.325,80.915,75.082,72.478,72.695,75.313,66.337,67.664,74.169,75.034,75.073,75.685,72.923,69.561,68.586,73.71,71.749,77.833,73.829,78.081,79.957,74.699,76.325,77.314,80.49,79.384,76.978,76.168,77.659,81.276,82.553,75.776,80.146,70.189,75.18,65.472,58.587,62.803,63.555,56.915,60.683,61.342,62.037,56.505,60.544,54.954,65.448,67.137,63.317,60.801,67.088,63.303,65.292,69.663,71.842,75.904,72.752,67.922,68.506,67.203,66.712,69.287,69.282,70.813,68.884,72.184,69.794
1575,N,False,62.636,62.314,62.737,62.518,62.407,61.999,60.866,61.012,61.189,60.621,60.55,61.22,61.803,62.316,62.906,63.125,63.283,63.56,63.394,63.689,62.769,62.938,63.243,63.494,63.02,62.359,62.81,62.192,62.08,61.736,62.438,62.178,62.122,61.89,61.712,62.033,61.468,61.422,61.986,62.206,62.202,63.043,62.868,62.434,62.793,62.915,62.562,62.058,62.324,62.467,61.209,60.906,61.193,59.926,59.156,58.703,58.135,57.65,57.847,59.164,59.447,60.234,60.42,61.074,61.078,60.383,60.81,60.869,61.564,60.672,60.623,59.799,58.976,57.706,57.591,57.698,57.599,57.539,57.924,58.175,57.294,57.559,57.657,57.426,57.303,57.942,57.949,57.81,58.239,58.072,58.021,58.241,58.612,58.543,57.823,57.756,57.347,57.644,56.91,57.23,57.212,57.314,56.616,56.316,57.255,56.818,57.295,56.534,56.233,56.83,57.1,57.965,58.016,58.817,59.648,59.781,59.581,59.163,58.645
1576,N,False,48.934,48.244,48.457,49.758,50.104,50.384,51.111,52.521,53.154,53.628,54.158,53.412,52.696,51.954,51.088,52.182,51.889,52.033,50.954,50.738,50.903,50.211,50.78,50.241,50.12,50.215,51.264,50.559,51.546,52.08,53.159,54.102,54.405,54.527,55.721,55.316,55.126,54.89,55.045,55.83,55.953,55.986,57.013,56.703,56.157,55.214,54.389,54.787,54.16,53.412,54.508,54.016,53.267,52.692,52.225,52.682,52.462,52.699,53.003,53.149,53.383,54.039,54.39,54.886,55.267,56.107,56.235,56.584,57.857,58.48,58.76,58.231,57.145,56.123,54.583,53.159,52.379,53.454,52.758,53.581,53.705,53.975,54.048,54.242,54.357,55.329,55.454,55.414,55.831,56.225,55.714,56.393,56.927,56.868,56.865,57.361,57.088,57.983,56.777,57.179,56.581,57.333,55.992,56.33,56.763,56.653,57.35,56.528,55.689,55.431,55.502,55.133,56.183,54.971,53.925,55.266,54.745,55.213,55.289
1577,N,False,53.971,54.38,55.933,55.854,58.914,58.946,59.457,59.968,62.234,61.063,60.685,62.14,61.722,61.362,60.418,60.386,60.69,59.477,58.105,58.227,59.262,58.336,56.82,56.648,57.226,58.011,58.879,59.956,59.214,59.387,60.101,59.586,58.8,59.637,58.144,58.772,56.096,56.252,58.335,58.877,58.394,57.883,57.226,57.006,56.963,58.043,58.401,60.141,60.152,61.15,61.863,62.132,64.766,64.996,63.671,67.009,67.467,67.15,65.563,64.97,65.029,64.126,63.498,63.557,63.207,61.15,62.413,61.278,64.285,65.538,65.117,64.243,65.928,66.728,67.662,69.242,68.34,68.325,68.451,69.418,69.756,69.547,69.184,69.253,68.296,69.265,67.381,67.166,67.326,67.181,66.71,67.966,66.596,67.699,65.871,68.484,67.226,66.46,67.97,66.34,67.294,68.462,69.165,67.629,66.919,68.206,67.93,67.335,67.695,66.997,68.552,67.162,68.848,67.35,68.082,66.635,67.463,64.845,66.66
1578,N,False,45.264,44.664,44.262,44.092,43.629,44.027,44.48,44.196,44.9,45.125,45.316,44.055,44.864,46.068,47.361,47.654,48.021,48.581,48.79,49.441,50.51,50.673,50.367,51.397,50.7,49.879,48.14,47.718,45.375,44.606,43.342,43.08,43.269,43.738,43.72,44.027,44.944,45.135,46.94,46.847,47.626,48.308,49.516,50.526,49.557,48.997,48.72,47.68,47.453,45.896,45.319,44.622,43.907,43.285,43.525,42.645,42.765,43.352,43.025,43.111,43.036,42.614,41.713,41.265,41.21,41.807,42.009,41.811,42.222,41.381,41.077,41.043,40.761,40.753,40.48,40.757,41.062,42.44,43.08,43.529,43.665,44.314,44.786,44.543,44.88,44.399,43.993,42.45,40.934,40.676,39.651,39.478,37.515,37.057,36.029,36.555,37.121,36.706,36.618,37.489,37.601,38.472,39.186,39.875,40.408,41.521,42.426,42.122,41.809,41.448,40.708,39.056,38.274,38.24,37.618,36.794,37.375,36.715,35.933
1579,N,False,79.888,82.402,82.981,80.422,80.08,85.024,83.46,81.497,78.979,76.894,77.74,73.335,72.0,71.697,68.707,70.418,68.833,67.901,69.932,70.343,70.641,69.809,71.753,76.564,72.258,77.163,79.073,82.045,77.644,77.953,76.079,76.823,73.977,72.595,71.984,70.998,76.756,74.597,73.531,72.476,77.673,77.434,75.83,72.597,73.552,71.347,72.157,70.501,69.924,69.349,71.911,71.387,71.456,71.002,70.229,68.528,68.383,66.166,65.701,64.708,65.827,66.069,66.405,67.234,67.166,66.074,66.164,65.41,64.72,64.6,63.772,66.729,67.712,68.842,70.113,68.213,70.222,70.887,68.274,64.892,62.12,63.366,60.901,60.413,61.595,61.724,62.57,60.818,61.04,61.147,59.061,62.382,63.961,64.636,64.695,66.762,64.139,62.492,64.687,66.015,64.427,64.922,65.046,64.554,63.564,63.004,62.316,63.285,59.841,60.712,61.278,61.911,63.169,63.166,62.56,64.033,64.618,62.892,62.708
1580,N,False,67.492,67.938,69.145,69.535,68.543,67.105,67.148,69.559,70.771,71.786,70.422,71.533,73.947,74.797,75.114,77.723,75.503,75.261,77.228,76.357,79.437,79.969,77.34,77.61,77.526,78.32,75.971,75.152,76.256,79.033,77.991,75.362,78.215,78.649,76.494,78.026,74.79,74.747,70.556,69.261,69.196,68.034,67.208,67.086,66.987,70.31,71.012,74.38,73.083,75.612,75.737,75.234,78.502,77.5,79.844,81.269,81.593,80.805,84.412,83.235,81.375,81.03,80.664,81.245,81.181,79.351,79.062,78.549,80.937,80.84,81.882,80.777,80.265,80.849,82.645,83.098,82.015,84.425,83.585,83.374,84.492,82.546,82.547,81.947,79.988,79.838,80.565,78.657,77.226,76.081,76.353,76.638,78.613,79.95,78.167,76.797,76.349,75.958,76.066,76.022,75.429,75.465,76.65,77.18,78.609,79.435,79.003,79.02,77.426,76.332,73.549,72.974,73.533,74.161,72.676,71.566,71.548,69.521,67.276
1581,N,False,62.516,62.358,62.899,63.031,63.815,64.356,64.416,64.301,64.65,65.424,66.269,65.606,66.898,67.947,66.955,68.727,68.18,67.373,67.45,67.342,66.618,65.501,66.422,65.551,65.71,65.717,65.066,65.51,64.829,64.052,64.776,65.046,65.399,65.976,66.533,67.268,67.669,67.616,68.931,69.122,70.201,71.137,70.739,71.332,70.346,69.963,69.296,66.925,66.259,65.928,64.873,65.409,64.587,64.883,65.745,65.918,67.035,66.286,66.571,67.848,67.801,68.986,69.524,70.124,69.421,70.314,70.484,71.283,70.917,71.595,71.675,71.384,71.445,70.661,70.354,71.614,70.801,70.046,70.571,70.362,70.499,70.674,70.272,69.862,70.169,70.126,69.695,69.174,70.02,69.703,68.892,68.295,67.644,67.675,65.839,65.067,65.161,65.311,67.158,66.479,66.734,67.564,67.689,69.177,70.046,71.124,71.993,71.718,72.009,73.371,73.78,74.014,73.272,70.933,70.272,70.487,68.914,68.146,67.441
1582,N,False,52.289,53.061,54.067,53.504,54.154,54.364,54.333,54.134,53.461,54.778,54.795,54.473,54.393,54.961,54.603,54.542,53.74,54.099,54.28,54.855,54.274,54.867,55.128,54.514,54.364,54.268,53.759,52.421,53.275,53.014,53.113,52.544,52.635,53.231,53.461,53.075,54.012,54.504,53.802,53.696,54.203,55.0,54.185,54.313,54.288,54.097,54.493,54.35,53.804,54.371,54.395,54.424,53.523,53.91,52.854,53.579,54.09,53.637,54.159,55.351,55.582,55.044,55.544,56.105,55.627,55.193,55.09,55.022,54.845,55.012,54.421,53.791,54.197,54.189,54.118,54.686,54.739,54.549,54.67,54.481,55.433,55.216,55.393,55.481,54.771,55.131,54.687,53.796,53.758,54.261,51.749,51.633,52.412,53.539,52.845,53.247,52.897,52.126,52.662,52.52,54.835,54.53,54.545,54.187,54.07,54.105,54.635,54.597,53.94,54.388,55.157,54.292,53.602,53.166,52.896,53.441,53.937,54.959,53.863
1583,N,False,81.052,81.829,79.551,76.62,75.956,75.737,74.332,75.82,74.045,74.886,74.579,75.063,77.494,77.712,76.825,78.149,75.775,77.815,77.78,77.383,79.085,78.822,78.558,79.048,76.037,76.751,80.475,79.223,77.517,76.873,76.804,77.795,76.545,75.421,73.6,74.426,75.783,77.242,77.155,79.079,77.624,77.49,76.409,77.005,76.214,79.353,76.404,76.38,75.525,75.649,74.862,74.631,73.717,76.696,76.341,75.705,75.323,75.777,77.166,77.769,77.104,77.308,78.885,80.045,78.487,80.717,80.164,79.792,81.761,79.134,80.57,79.311,77.898,76.673,77.33,78.142,77.241,74.517,73.785,73.055,72.357,73.178,73.884,74.831,77.371,79.531,79.439,79.615,80.126,81.243,80.443,80.702,78.753,78.018,78.414,78.836,79.277,78.263,76.918,73.581,74.9,74.528,73.711,74.048,74.308,74.093,75.164,74.601,75.837,75.142,76.116,76.833,75.892,75.823,74.265,76.954,77.213,77.526,75.656
1584,N,False,72.811,71.588,69.877,71.533,71.817,69.061,69.532,69.475,69.744,69.837,71.112,72.171,69.057,69.521,71.4,68.167,69.618,69.431,68.246,67.211,67.457,65.352,64.34,63.026,61.492,61.239,61.591,59.863,59.026,57.768,59.077,59.54,58.665,57.982,58.32,57.194,55.772,55.858,54.414,53.712,53.37,53.04,53.681,53.517,54.591,54.827,54.905,55.269,54.082,54.21,53.915,54.904,55.599,55.111,54.722,52.813,52.554,53.296,52.821,51.053,50.371,48.548,47.658,47.715,48.486,47.154,46.526,46.647,44.265,44.872,44.729,45.488,45.581,45.723,46.049,46.245,46.242,45.911,46.185,46.232,46.014,46.042,46.158,44.479,45.59,44.652,44.938,45.088,43.137,42.201,41.13,40.902,41.288,41.798,41.012,40.994,42.003,41.158,41.476,41.221,42.142,39.962,39.53,38.906,40.565,41.232,41.074,42.648,43.903,42.286,43.79,42.783,41.531,42.081,41.616,41.77,39.776,38.248,38.114
1585,N,False,81.513,79.969,80.553,80.308,78.571,79.549,80.263,81.052,80.212,79.533,80.283,80.236,79.599,80.742,80.838,79.898,80.255,80.317,80.184,78.737,77.655,76.031,76.16,75.17,74.711,74.083,74.382,71.861,70.813,70.67,69.682,70.783,70.101,70.851,71.245,72.94,74.54,76.474,76.756,76.365,77.614,79.206,77.507,77.04,77.93,76.337,74.613,72.61,72.28,70.617,68.974,68.436,68.071,66.486,65.288,65.25,66.28,65.27,65.351,65.351,64.701,65.523,66.17,65.82,65.309,65.278,64.173,63.63,62.936,63.477,63.302,63.432,64.526,64.04,63.769,63.966,63.404,64.725,65.64,66.25,66.546,67.363,68.253,68.279,69.007,70.013,71.522,70.697,72.105,71.481,70.398,69.599,68.737,67.444,65.965,64.276,62.005,61.233,60.75,60.582,59.572,60.778,61.167,61.775,64.01,65.132,64.653,65.408,65.782,66.809,67.663,68.114,69.767,69.363,68.481,68.276,67.836,66.643,65.518
1586,N,False,72.717,73.021,71.836,71.627,70.316,73.777,74.271,71.77,72.074,70.699,73.818,71.603,69.87,71.961,75.595,75.438,71.607,72.381,72.249,73.059,70.844,71.852,71.603,70.777,70.94,68.734,69.95,70.179,69.599,69.552,69.163,68.988,69.692,70.21,68.719,69.979,70.158,69.941,69.972,69.816,69.119,70.573,73.148,73.373,72.883,73.267,73.471,75.335,70.559,72.184,70.52,68.484,67.416,67.881,66.327,64.413,61.942,62.685,63.365,62.541,62.579,64.418,65.133,66.493,65.964,66.347,68.134,68.267,68.099,70.646,71.147,69.317,71.615,71.19,71.165,71.815,71.959,74.071,73.094,75.619,73.345,72.362,72.855,70.638,69.024,71.891,69.88,67.881,66.301,67.424,68.588,66.771,64.915,64.149,61.309,62.822,61.64,59.804,57.923,56.485,55.601,57.952,56.546,58.026,61.981,62.076,62.54,62.677,63.23,64.106,67.685,67.622,66.689,65.698,65.549,63.415,64.004,62.374,60.912
1587,N,False,54.277,52.965,53.512,54.762,54.477,54.455,56.818,57.095,55.669,56.313,56.039,46.253,60.12,62.401,61.05,60.327,60.774,60.397,61.689,60.788,59.062,56.142,55.596,55.983,58.093,57.507,55.441,55.448,54.247,54.46,55.642,55.644,55.779,56.11,55.525,54.801,55.795,56.014,57.102,59.859,59.354,58.943,61.354,61.782,61.483,60.199,58.664,59.515,58.934,60.101,60.071,59.238,58.149,58.466,58.599,60.115,59.072,60.841,60.288,58.085,57.557,58.37,59.312,61.54,59.337,60.808,60.117,60.497,60.296,63.585,65.551,65.978,64.556,65.53,64.608,64.319,63.802,65.243,65.138,63.676,63.251,62.716,61.567,60.837,60.356,58.425,57.129,57.768,56.291,57.679,55.148,54.961,57.528,56.089,57.507,56.626,57.833,58.58,58.749,59.499,61.885,60.972,58.747,58.99,60.783,58.236,56.052,56.968,56.728,58.536,55.5,54.918,57.092,55.275,55.647,55.032,56.425,58.187,58.186
1588,N,False,90.695,89.825,90.4,87.418,87.768,86.994,86.695,88.031,87.839,87.411,87.279,84.109,82.762,83.694,81.281,79.809,78.637,79.179,79.678,78.109,79.118,80.333,79.42,80.45,77.738,76.437,77.097,76.226,75.145,76.183,75.822,76.561,75.729,76.881,79.333,80.54,79.492,79.959,80.896,80.251,80.065,67.724,78.171,77.762,76.145,76.206,76.21,72.794,73.144,72.361,73.317,73.11,73.248,73.697,74.541,75.887,76.814,75.876,76.424,79.21,80.349,79.552,80.224,81.72,79.733,81.047,82.256,83.031,83.537,82.479,82.933,83.82,82.548,81.392,82.188,82.131,82.866,82.241,82.727,82.486,81.686,82.575,81.555,82.784,82.283,81.449,83.539,83.265,83.272,80.751,79.965,78.394,77.442,77.097,76.477,74.057,70.183,70.941,71.086,70.968,68.838,69.023,67.916,69.332,68.364,70.608,70.313,70.733,69.947,71.654,71.42,71.069,71.712,70.634,70.158,73.133,72.348,71.121,70.997
1589,N,False,76.006,72.943,71.379,70.942,70.553,69.363,67.312,67.267,66.256,67.614,66.464,66.803,66.228,68.849,70.824,68.526,66.277,65.461,63.934,63.803,62.987,63.184,65.761,65.868,65.177,65.693,67.584,67.161,69.04,68.122,68.925,68.738,68.519,68.436,69.428,69.454,70.376,69.937,70.118,72.311,72.117,71.427,71.884,73.962,72.217,71.252,70.315,69.008,68.416,68.023,67.053,65.808,66.385,66.071,65.534,65.97,66.7,66.42,66.391,67.773,67.168,69.819,69.266,68.773,68.379,67.881,68.744,69.258,69.999,69.764,68.865,68.292,68.418,67.916,66.413,66.346,65.876,65.701,64.945,65.617,64.312,65.819,65.838,65.483,65.29,65.9,63.756,65.027,64.291,65.105,65.445,65.637,66.182,65.786,65.084,64.762,63.43,63.994,62.906,62.797,61.815,61.122,60.958,60.57,59.626,60.234,61.914,62.309,62.155,62.397,62.487,63.973,63.984,64.887,64.703,64.056,62.832,64.184,63.886
1590,N,False,49.213,47.479,49.477,50.792,51.222,48.817,47.096,48.494,48.999,49.209,47.122,46.353,46.122,45.284,43.766,42.908,43.843,45.198,43.791,45.357,44.189,46.004,47.632,46.689,47.241,48.041,48.376,48.778,49.766,50.261,49.777,48.977,49.607,49.025,48.248,47.767,47.565,46.288,47.582,45.633,45.141,45.213,45.728,45.213,44.536,44.174,44.458,45.504,47.284,47.892,45.786,44.852,44.849,44.087,42.608,42.541,42.919,42.827,43.351,44.073,43.72,44.9,44.724,44.162,45.081,48.103,48.384,46.115,47.727,48.401,48.069,48.999,47.687,47.368,46.234,45.967,44.802,44.842,45.004,42.89,42.18,41.163,43.015,41.316,40.657,41.158,42.608,41.614,41.921,43.913,43.176,42.54,41.896,42.544,42.772,40.916,41.618,42.419,41.49,43.464,43.056,44.024,42.226,42.692,42.679,43.278,43.522,44.452,41.989,44.229,43.649,44.687,42.958,42.265,43.191,41.996,43.371,45.708,44.391
