,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118
26,X,False,99.661,99.266,99.729,99.792,99.772,100.64,101.45,102.8,103.49,104.73,105.08,106.65,107.22,108.47,109.87,110.62,111.35,112.42,112.15,112.18,112.86,112.29,111.57,110.8,110.92,110.39,109.98,109.6,108.75,108.71,108.57,108.27,108.17,107.49,107.4,107.44,107.2,107.45,107.23,107.75,107.38,107.26,107.83,108.97,109.14,109.72,110.19,110.15,110.18,111.55,111.57,112.31,112.34,113.29,113.36,112.71,113.97,114.25,113.61,112.9,112.78,112.08,110.06,110.39,109.55,107.6,106.28,105.02,104.42,103.84,104.33,104.04,103.66,104.5,104.81,105.48,106.16,107.08,107.51,108.76,109.44,110.55,110.97,111.5,112.09,112.49,113.04,112.56,112.22,112.5,112.62,112.36,111.74,111.47,111.32,111.6,112.04,112.52,112.56,113.0,113.58,113.04,112.88,113.11,112.93,113.7,114.07,114.57,114.75,113.74,113.54,112.53,111.39,110.47,109.15,109.34,108.69,107.18
27,X,False,109.76,109.58,109.02,108.79,109.35,109.08,109.16,109.1,109.09,109.03,109.25,108.71,109.11,109.29,109.06,109.22,109.46,109.09,108.42,107.48,108.09,107.67,107.17,107.06,106.17,106.26,106.14,105.58,105.5,104.48,104.47,104.14,104.36,104.76,105.4,105.26,105.78,106.34,106.56,106.53,107.01,106.92,107.1,107.24,107.23,107.26,106.97,107.0,106.94,106.8,106.55,106.26,106.06,106.02,105.26,105.28,105.79,105.55,105.15,104.6,104.02,103.83,103.97,103.82,103.94,103.87,103.88,103.73,103.98,104.2,104.03,104.26,104.6,104.48,104.95,104.72,105.09,105.92,105.86,105.8,105.31,105.44,105.15,105.55,104.96,104.3,104.09,103.69,103.61,103.24,102.91,102.64,101.95,101.05,100.89,100.69,100.58,100.46,100.61,100.66,101.65,101.82,101.99,102.74,102.94,103.49,103.31,103.82,103.81,104.26,104.15,104.36,104.52,104.46,104.64,103.64,103.75,104.07
28,M,False,126.36,125.33,125.36,123.37,123.01,124.0,124.29,123.58,122.39,122.01,123.54,123.28,126.67,128.22,128.17,125.72,126.62,129.55,127.91,126.08,124.53,124.4,124.25,143.19,118.88,119.91,121.19,120.65,119.23,119.07,118.25,118.08,118.9,116.9,114.94,116.97,117.22,116.01,114.58,117.08,117.42,116.8,120.49,119.65,120.51,121.1,122.27,123.64,123.62,124.61,121.96,124.79,122.55,122.1,122.14,120.25,119.6,117.2,115.44,113.86,110.94,113.83,112.11,110.68,110.62,110.36,109.45,111.47,112.22,113.03,112.91,113.03,114.88,116.36,116.43,116.52,116.44,115.28,118.86,118.62,117.46,114.55,113.87,112.55,112.6,112.24,110.89,108.8,108.67,106.6,105.48,104.3,105.58,106.13,106.51,106.63,106.76,105.02,103.82,104.73,104.79,104.07,102.47,101.73,103.08,102.43,103.75,104.3,104.01,106.5,106.79,106.6,108.57,106.3,105.42,104.67,104.17,103.44
29,M,False,126.28,116.27,122.06,140.14,117.53,137.82,135.4,111.3,112.05,111.76,115.93,111.02,122.28,116.88,124.95,123.83,132.47,109.21,125.24,112.92,120.35,109.05,123.9,119.19,117.81,123.43,114.1,119.09,109.42,114.83,112.86,109.65,115.49,115.15,114.31,124.46,111.07,117.46,124.78,120.77,120.52,126.33,142.33,121.53,113.22,101.9,108.14,105.91,113.42,113.27,114.38,119.58,119.88,115.14,115.86,115.42,114.18,108.34,109.73,105.99,92.626,111.45,113.52,105.74,116.89,110.08,117.04,126.64,119.99,118.71,124.15,119.61,113.46,120.7,110.06,115.31,114.37,110.07,121.78,118.39,124.92,120.48,108.4,110.19,112.67,117.46,114.84,113.05,106.09,116.81,112.09,100.36,110.4,105.3,104.11,114.76,107.32,108.94,114.89,119.22,109.39,112.77,117.03,104.91,113.93,115.14,113.63,106.59,113.74,106.43,123.94,124.17,104.51,107.27,101.02,103.57,122.87,91.758
30,M,False,90.062,89.621,89.782,90.123,89.626,90.782,90.649,91.605,92.809,93.053,92.668,93.236,93.231,94.322,95.11,95.497,95.346,94.522,95.112,95.19,95.965,95.444,95.094,94.681,94.336,94.235,93.201,92.919,92.012,91.869,91.907,91.795,91.789,91.922,91.29,91.521,90.613,91.458,92.626,92.211,92.858,93.059,93.276,92.493,93.026,92.853,92.899,92.854,93.494,94.826,94.474,96.389,95.475,96.0,96.658,96.276,96.106,96.814,96.79,97.228,96.649,96.327,96.397,96.848,96.73,95.827,95.871,95.09,94.099,93.658,92.948,92.848,92.027,91.705,92.74,93.348,93.868,94.836,94.565,94.731,94.071,93.44,94.0,93.72,94.28,94.711,94.891,94.277,94.942,94.418,93.248,93.397,94.26,93.626,95.411,96.037,95.763,96.285,96.419,95.612,95.849,95.711,95.113,95.546,94.732,94.495,94.299,94.391,95.197,96.065,95.557,95.941,95.501,96.523,95.579,95.419,95.96,95.046
31,M,False,128.67,128.87,130.78,131.14,130.42,130.13,129.89,134.19,133.7,135.46,135.51,136.35,137.01,136.97,137.61,138.14,137.87,137.34,137.73,137.36,136.87,134.85,136.17,136.47,138.23,137.98,136.74,139.1,140.58,140.57,139.53,139.38,137.8,138.23,137.95,137.77,136.78,136.67,135.31,132.73,130.36,128.67,127.92,127.33,126.99,125.53,126.12,125.99,126.29,126.5,126.75,129.17,129.55,131.85,133.81,133.07,131.27,131.41,132.93,131.87,130.74,130.36,129.31,126.73,125.64,124.41,124.08,123.57,122.89,121.36,120.25,120.22,120.68,121.04,120.23,120.61,121.59,121.66,120.84,121.48,120.32,120.36,120.42,122.04,121.62,121.61,122.58,122.09,121.62,120.96,120.59,118.76,118.14,119.75,119.36,118.37,117.72,117.46,116.67,117.35,118.67,119.42,122.26,124.32,126.12,127.99,128.53,128.93,129.25,129.06,127.36,126.11,125.38,124.04,123.69,122.16,121.21,121.61
32,M,False,92.471,88.18,91.024,91.321,92.126,92.869,92.729,93.246,93.048,92.126,93.527,95.405,92.723,90.621,91.341,92.6,93.651,96.445,95.758,97.947,98.815,99.957,99.606,99.108,100.25,101.0,101.65,102.02,100.45,101.99,100.53,96.925,93.186,96.26,96.741,97.072,95.095,90.467,89.397,89.645,98.449,92.1,92.012,91.891,93.482,93.808,95.487,94.86,94.504,98.038,96.956,96.972,97.189,97.377,97.962,98.037,100.42,100.55,99.792,98.004,99.282,100.2,99.579,100.28,99.741,97.758,98.087,98.245,98.449,97.233,96.284,96.825,97.008,98.709,100.05,105.42,95.21,95.743,95.137,95.378,95.878,93.655,95.515,91.079,94.425,91.364,91.989,90.568,89.593,90.392,89.475,88.041,90.424,90.65,93.188,90.216,90.895,92.825,88.705,90.09,103.95,90.494,86.343,100.68,89.737,88.759,87.938,87.43,97.202,85.956,96.076,96.604,83.516,84.039,82.659,89.598,84.472,80.231
33,M,True,117.25,119.24,117.45,117.87,118.87,121.5,123.05,123.07,122.61,123.44,127.34,129.27,128.94,125.48,122.54,122.3,120.45,119.3,118.21,118.52,116.95,115.9,115.69,115.35,115.02,113.74,115.44,116.97,117.13,116.88,117.22,119.44,119.66,120.26,121.75,123.13,122.06,121.61,120.83,120.35,120.62,121.5,123.75,124.75,125.91,128.49,128.31,128.83,129.01,128.71,128.31,127.77,127.3,126.54,125.94,123.36,123.57,122.25,121.18,120.66,119.22,118.4,120.09,121.25,122.13,121.96,121.44,122.47,123.68,124.76,124.6,126.37,128.18,130.22,132.34,132.87,131.83,130.15,130.28,127.71,126.47,124.77,122.92,120.81,118.86,119.35,117.85,117.2,115.97,116.67,116.57,117.77,117.84,117.82,119.16,120.12,120.46,121.37,121.2,120.78,119.83,118.63,118.18,119.75,119.31,118.49,117.17,117.08,116.85,117.13,115.72,114.79,114.51,113.2,113.53,112.43,112.09,112.55
34,M,True,112.61,113.73,116.56,117.9,118.57,118.32,119.21,119.36,119.94,120.69,120.81,120.62,119.08,117.83,115.98,115.13,113.95,113.52,112.6,111.33,111.19,111.43,111.75,111.65,112.57,113.31,113.44,114.47,114.61,115.94,116.7,116.31,116.92,116.91,117.4,117.38,118.29,118.31,118.24,117.64,118.01,116.57,116.17,117.58,117.63,115.9,115.69,115.35,115.13,114.56,113.81,113.53,112.28,110.63,110.46,109.7,110.04,110.0,109.97,109.34,108.35,106.96,107.06,106.47,106.11,106.22,106.55,107.77,108.48,108.57,109.52,109.46,110.46,110.8,110.8,110.83,110.35,110.21,109.36,108.73,108.65,108.06,106.27,105.12,104.07,103.81,103.22,103.42,102.71,102.59,102.3,102.12,102.05,102.54,102.23,102.18,102.2,102.48,102.49,102.58,103.05,103.07,101.97,101.47,100.99,101.41,101.18,100.93,100.8,100.93,101.01,100.63,100.93,101.02,102.0,102.43,102.83,103.48
35,M,False,118.56,117.05,115.66,115.07,112.13,111.45,110.74,108.65,108.57,108.23,108.53,109.22,109.62,109.32,110.71,110.95,110.92,112.37,114.24,114.3,114.91,114.84,115.46,115.75,115.42,114.73,115.19,115.14,115.16,116.1,116.77,115.73,114.87,116.3,115.83,116.43,117.72,116.15,115.95,114.8,114.12,113.95,113.13,113.11,113.13,112.1,111.98,111.76,111.4,111.15,110.91,110.68,110.05,110.16,111.77,112.65,113.83,114.1,116.4,117.27,118.22,118.89,121.32,122.31,120.9,121.02,119.01,118.59,117.67,116.72,115.27,115.62,113.78,112.6,112.32,113.71,113.4,113.34,111.53,110.93,113.68,114.88,114.91,114.02,114.17,113.83,113.47,114.31,114.31,114.09,113.25,113.03,115.65,114.87,113.43,114.22,113.7,112.46,113.32,112.9,111.78,111.16,110.59,110.78,110.82,111.09,110.83,111.57,111.7,111.95,112.35,112.76,114.72,115.68,116.41,117.12,118.06,119.2
36,M,False,100.39,100.52,100.94,100.41,100.76,100.66,101.23,102.65,102.71,102.42,103.43,104.27,105.0,105.76,106.51,106.85,107.49,107.31,107.71,108.0,107.76,107.65,106.65,105.75,104.79,103.22,102.78,102.76,103.39,103.4,103.31,104.41,105.46,105.51,107.13,107.88,109.09,110.05,111.67,112.42,112.95,112.8,111.7,112.07,111.82,111.28,111.01,110.62,110.98,109.68,109.2,108.6,108.65,109.34,109.42,109.78,109.63,109.85,109.07,109.52,109.98,110.1,109.79,109.95,110.34,111.18,111.87,112.34,112.85,113.67,112.85,112.55,112.84,113.43,113.28,112.69,111.57,110.9,109.61,108.06,107.92,106.6,105.52,105.0,104.83,104.93,103.96,104.08,104.68,105.38,106.28,107.49,108.7,109.02,109.48,109.27,109.31,110.75,109.46,108.97,108.27,108.17,107.56,106.73,106.83,105.11,104.91,103.87,103.66,103.51,103.1,102.38,102.28,101.93,102.62,102.94,102.53,103.14
37,M,True,110.68,111.35,110.85,110.77,110.94,111.98,111.63,111.09,111.15,109.99,109.41,109.96,110.12,111.04,111.15,110.89,110.84,110.25,110.13,110.48,110.61,110.59,111.56,112.56,112.68,112.48,112.32,112.93,113.74,113.53,112.87,113.08,112.56,113.32,113.12,112.41,112.24,110.91,109.88,107.48,107.91,105.95,104.84,103.77,104.27,105.29,104.8,104.52,104.6,106.29,106.77,108.12,108.09,108.4,107.98,108.5,109.09,109.75,109.06,108.82,107.22,106.62,106.11,105.49,104.79,103.96,104.14,103.7,104.38,104.6,103.46,104.11,104.27,103.94,103.91,103.79,103.1,103.63,103.14,104.08,103.85,103.14,102.96,103.22,103.0,103.33,103.76,103.04,103.92,103.22,103.07,103.08,103.91,104.74,104.41,106.41,106.41,107.4,107.21,107.96,107.74,107.29,106.6,106.09,105.47,105.34,104.01,103.22,102.89,101.72,102.42,102.22,101.13,101.04,101.24,101.15,101.41,101.1
38,M,True,108.67,109.03,108.33,108.39,108.71,109.21,109.51,109.9,110.75,110.69,110.24,110.26,110.27,111.0,111.51,111.36,112.1,111.68,112.81,112.63,112.8,111.48,111.88,112.56,111.64,110.66,110.0,110.84,110.03,110.24,108.69,109.13,108.86,108.65,108.92,110.18,111.31,112.02,114.23,115.64,116.44,116.82,117.91,118.03,119.98,118.82,117.98,116.13,115.25,115.45,113.59,111.25,110.73,109.69,109.65,110.79,109.07,110.12,110.57,111.3,111.39,113.25,114.32,114.46,117.06,118.4,118.48,119.57,120.56,120.67,123.14,122.3,122.54,122.0,120.7,121.08,122.14,123.83,124.4,124.49,124.82,124.57,125.21,124.27,123.91,123.95,123.71,124.29,123.65,122.61,121.99,122.64,122.62,121.16,120.82,119.55,119.04,120.94,121.36,120.01,120.39,120.13,120.38,121.34,123.11,125.93,128.09,130.17,131.75,130.67,131.14,130.72,130.05,130.43,128.78,126.33,125.1,123.26
39,M,False,110.89,110.84,110.25,110.13,110.48,110.61,110.59,111.56,112.56,112.68,112.48,112.32,112.93,113.74,113.53,112.87,113.08,112.56,113.32,113.12,112.41,112.24,110.91,109.88,107.48,107.91,105.95,104.84,103.77,104.27,105.29,104.8,104.52,104.6,106.29,106.77,108.12,108.09,108.4,107.98,108.5,109.09,109.75,109.06,108.82,107.22,106.62,106.11,105.49,104.79,103.96,104.14,103.7,104.38,104.6,103.46,104.11,104.27,103.94,103.91,103.79,103.1,103.63,103.14,104.08,103.85,103.14,102.96,103.22,103.0,103.33,103.76,103.04,103.92,103.22,103.07,103.08,103.91,104.74,104.41,106.41,106.41,107.4,107.21,107.96,107.74,107.29,106.6,106.09,105.47,105.34,104.01,103.22,102.89,101.72,102.42,102.22,101.13,101.04,101.24,101.15,101.41,101.1,102.35,102.76,102.67,103.72,103.32,102.44,103.21,102.7,102.85,102.27,102.2,101.1,100.34,100.66,100.44
40,M,False,112.81,112.63,112.8,111.48,111.88,112.56,111.64,110.66,110.0,110.84,110.03,110.24,108.69,109.13,108.86,108.65,108.92,110.18,111.31,112.02,114.23,115.64,116.44,116.82,117.91,118.03,119.98,118.82,117.98,116.13,115.25,115.45,113.59,111.25,110.73,109.69,109.65,110.79,109.07,110.12,110.57,111.3,111.39,113.25,114.32,114.46,117.06,118.4,118.48,119.57,120.56,120.67,123.14,122.3,122.54,122.0,120.7,121.08,122.14,123.83,124.4,124.49,124.82,124.57,125.21,124.27,123.91,123.95,123.71,124.29,123.65,122.61,121.99,122.64,122.62,121.16,120.82,119.55,119.04,120.94,121.36,120.01,120.39,120.13,120.38,121.34,123.11,125.93,128.09,130.17,131.75,130.67,131.14,130.72,130.05,130.43,128.78,126.33,125.1,123.26,121.96,120.87,119.92,119.67,118.84,118.48,118.29,118.47,118.15,118.03,117.68,118.92,118.37,118.29,119.16,117.45,118.02,118.51
41,M,False,109.69,109.65,110.79,109.07,110.12,110.57,111.3,111.39,113.25,114.32,114.46,117.06,118.4,118.48,119.57,120.56,120.67,123.14,122.3,122.54,122.0,120.7,121.08,122.14,123.83,124.4,124.49,124.82,124.57,125.21,124.27,123.91,123.95,123.71,124.29,123.65,122.61,121.99,122.64,122.62,121.16,120.82,119.55,119.04,120.94,121.36,120.01,120.39,120.13,120.38,121.34,123.11,125.93,128.09,130.17,131.75,130.67,131.14,130.72,130.05,130.43,128.78,126.33,125.1,123.26,121.96,120.87,119.92,119.67,118.84,118.48,118.29,118.47,118.15,118.03,117.68,118.92,118.37,118.29,119.16,117.45,118.02,118.51,119.26,119.16,119.5,119.46,119.3,119.2,119.13,119.56,117.82,118.56,119.57,119.87,118.36,118.41,118.8,119.18,119.04,119.97,123.31,123.81,124.12,126.0,127.8,129.24,129.56,129.86,130.54,129.57,127.92,126.53,123.72,121.94,121.42,121.46,120.53
42,M,False,83.41,85.6,82.414,82.068,82.926,83.434,82.602,82.778,82.903,83.524,82.719,82.252,82.704,83.001,84.254,84.026,84.462,84.321,83.89,82.997,84.536,85.061,84.723,84.445,85.065,85.164,85.922,85.103,86.429,86.09,87.368,88.735,89.909,89.873,89.945,90.019,89.692,88.743,89.704,90.695,88.301,87.763,87.262,86.753,86.689,85.69,85.238,84.738,85.516,85.41,85.958,86.208,86.427,87.6,88.287,88.718,89.429,89.715,90.29,90.632,91.274,90.906,91.211,90.563,90.487,90.23,90.768,91.232,91.337,90.608,90.344,91.126,89.927,90.509,90.873,90.306,90.318,90.116,90.159,89.799,89.247,90.083,90.926,90.339,91.454,91.779,92.77,93.421,93.457,94.648,95.112,95.275,95.522,95.698,96.584,96.64,96.363,95.551,94.915,93.921,92.896,91.915,90.19,90.664,90.143,90.891,90.397,90.6,89.785,89.469,90.713,91.101,91.897,92.476,92.585,93.034,93.978,93.628
43,M,True,109.69,110.0,109.7,109.4,108.41,108.02,107.63,106.94,104.89,104.16,103.93,103.41,102.82,103.05,103.07,103.15,103.37,104.41,104.41,104.84,106.3,107.19,107.14,106.91,106.22,105.95,105.96,106.28,106.03,105.31,104.83,104.56,103.38,103.59,103.2,102.25,102.21,101.96,101.92,101.1,100.98,100.68,100.05,100.15,100.52,100.78,99.992,100.78,101.19,101.35,101.23,101.88,102.48,102.37,102.36,102.12,102.69,101.88,102.61,101.88,101.64,101.01,100.8,99.607,99.835,98.634,98.013,98.07,97.512,97.114,97.012,96.898,97.798,97.931,98.673,99.62,100.01,100.48,101.52,101.43,101.38,100.98,100.95,99.566,98.899,98.472,97.285,96.071,95.616,94.321,94.469,93.531,93.066,92.826,93.242,92.323,91.935,92.573,93.263,92.325,91.725,91.47,91.556,92.771,93.038,92.095,92.255,92.103,92.401,92.732,93.498,93.007,93.045,93.54,93.81,94.48,94.473,95.544
44,M,True,108.11,108.22,107.39,107.24,108.51,108.34,107.15,108.29,107.94,108.02,109.2,107.76,108.47,107.74,107.21,106.89,108.04,106.41,106.66,106.17,105.5,106.02,105.39,105.66,105.75,105.59,104.54,102.26,103.8,101.93,102.75,101.75,102.82,102.94,105.1,103.13,103.56,104.12,104.0,104.29,105.05,105.88,104.39,104.62,104.19,102.94,103.41,102.4,101.52,100.03,99.584,99.495,98.901,99.721,100.18,102.46,100.76,102.06,102.34,101.32,103.06,104.29,105.27,103.74,104.37,103.81,103.33,104.25,100.87,101.13,99.148,98.001,96.583,97.263,96.666,99.425,95.567,94.86,96.641,97.751,97.658,96.679,96.359,97.217,99.673,98.927,97.676,97.402,96.756,96.185,97.32,99.335,97.16,97.099,97.823,96.825,97.017,96.874,96.628,97.037,97.855,97.667,96.051,94.993,96.857,98.162,98.143,99.078,99.483,102.51,101.29,99.665,100.83,99.924,100.44,101.31,103.3,102.6
45,M,False,103.15,103.37,104.41,104.41,104.84,106.3,107.19,107.14,106.91,106.22,105.95,105.96,106.28,106.03,105.31,104.83,104.56,103.38,103.59,103.2,102.25,102.21,101.96,101.92,101.1,100.98,100.68,100.05,100.15,100.52,100.78,99.992,100.78,101.19,101.35,101.23,101.88,102.48,102.37,102.36,102.12,102.69,101.88,102.61,101.88,101.64,101.01,100.8,99.607,99.835,98.634,98.013,98.07,97.512,97.114,97.012,96.898,97.798,97.931,98.673,99.62,100.01,100.48,101.52,101.43,101.38,100.98,100.95,99.566,98.899,98.472,97.285,96.071,95.616,94.321,94.469,93.531,93.066,92.826,93.242,92.323,91.935,92.573,93.263,92.325,91.725,91.47,91.556,92.771,93.038,92.095,92.255,92.103,92.401,92.732,93.498,93.007,93.045,93.54,93.81,94.48,94.473,95.544,96.275,97.466,98.055,98.54,99.094,98.803,99.073,98.278,97.639,96.841,96.503,95.875,95.224,94.765,94.806
46,M,False,107.19,107.14,106.91,106.22,105.95,105.96,106.28,106.03,105.31,104.83,104.56,103.38,103.59,103.2,102.25,102.21,101.96,101.92,101.1,100.98,100.68,100.05,100.15,100.52,100.78,99.992,100.78,101.19,101.35,101.23,101.88,102.48,102.37,102.36,102.12,102.69,101.88,102.61,101.88,101.64,101.01,100.8,99.607,99.835,98.634,98.013,98.07,97.512,97.114,97.012,96.898,97.798,97.931,98.673,99.62,100.01,100.48,101.52,101.43,101.38,100.98,100.95,99.566,98.899,98.472,97.285,96.071,95.616,94.321,94.469,93.531,93.066,92.826,93.242,92.323,91.935,92.573,93.263,92.325,91.725,91.47,91.556,92.771,93.038,92.095,92.255,92.103,92.401,92.732,93.498,93.007,93.045,93.54,93.81,94.48,94.473,95.544,96.275,97.466,98.055,98.54,99.094,98.803,99.073,98.278,97.639,96.841,96.503,95.875,95.224,94.765,94.806,93.625,93.548,94.433,94.534,94.813,94.97
47,M,False,98.02,96.411,96.918,97.876,99.163,99.22,98.286,98.125,97.375,97.444,96.816,96.535,95.661,96.505,96.638,95.878,95.513,96.114,95.605,95.761,96.378,97.112,97.434,98.312,99.24,99.842,100.75,101.3,101.78,101.82,101.15,100.93,99.626,98.176,98.404,97.211,96.929,97.04,96.655,96.945,97.579,96.715,97.654,98.101,97.821,98.498,99.315,100.21,100.74,101.12,101.53,101.85,102.6,103.0,103.08,104.0,104.33,103.77,103.97,103.88,103.25,102.75,102.45,102.98,101.45,102.16,101.12,101.91,101.32,101.07,100.28,98.45,97.219,97.311,97.739,96.851,96.297,95.196,95.279,96.064,95.994,96.426,98.459,98.972,99.483,100.57,101.27,100.9,100.76,99.861,99.778,99.092,98.418,97.107,96.549,95.737,96.07,95.26,94.239,94.445,94.697,95.126,95.439,96.155,96.84,97.439,97.423,98.031,98.213,97.902,97.806,98.093,98.199,98.212,98.637,99.238,99.744,99.611
48,M,False,98.673,99.62,100.01,100.48,101.52,101.43,101.38,100.98,100.95,99.566,98.899,98.472,97.285,96.071,95.616,94.321,94.469,93.531,93.066,92.826,93.242,92.323,91.935,92.573,93.263,92.325,91.725,91.47,91.556,92.771,93.038,92.095,92.255,92.103,92.401,92.732,93.498,93.007,93.045,93.54,93.81,94.48,94.473,95.544,96.275,97.466,98.055,98.54,99.094,98.803,99.073,98.278,97.639,96.841,96.503,95.875,95.224,94.765,94.806,93.625,93.548,94.433,94.534,94.813,94.97,95.894,95.741,96.404,97.35,97.726,97.902,97.533,97.476,97.206,97.519,96.574,96.564,96.779,95.65,95.19,94.526,93.953,94.102,93.082,92.933,93.233,92.217,92.736,92.049,92.461,92.613,92.413,92.372,92.601,92.488,93.021,93.126,93.036,92.582,92.673,92.105,92.471,92.452,92.292,91.807,91.276,90.637,90.289,89.332,88.29,88.28,87.223,86.787,86.62,85.531,86.326,85.906,86.362
49,M,True,99.148,98.001,96.583,97.263,96.666,99.425,95.567,94.86,96.641,97.751,97.658,96.679,96.359,97.217,99.673,98.927,97.676,97.402,96.756,96.185,97.32,99.335,97.16,97.099,97.823,96.825,97.017,96.874,96.628,97.037,97.855,97.667,96.051,94.993,96.857,98.162,98.143,99.078,99.483,102.51,101.29,99.665,100.83,99.924,100.44,101.31,103.3,102.6,100.86,98.647,97.469,96.206,98.585,98.177,96.98,96.165,95.91,96.178,95.062,97.209,95.654,98.573,98.525,97.621,96.865,95.99,97.877,95.251,93.51,95.91,92.507,91.983,92.301,92.375,91.083,90.063,92.82,92.442,92.825,88.244,86.862,87.819,87.846,88.075,88.94,87.847,86.604,87.453,88.912,89.166,88.104,88.2,87.385,85.286,85.507,84.789,86.241,84.284,84.722,83.943,84.943,86.23,84.412,84.692,86.221,87.024,85.414,87.772,88.889,87.057,94.094,94.666,94.3,91.711,98.743,98.471,93.055,94.802
50,M,False,97.099,97.823,96.825,97.017,96.874,96.628,97.037,97.855,97.667,96.051,94.993,96.857,98.162,98.143,99.078,99.483,102.51,101.29,99.665,100.83,99.924,100.44,101.31,103.3,102.6,100.86,98.647,97.469,96.206,98.585,98.177,96.98,96.165,95.91,96.178,95.062,97.209,95.654,98.573,98.525,97.621,96.865,95.99,97.877,95.251,93.51,95.91,92.507,91.983,92.301,92.375,91.083,90.063,92.82,92.442,92.825,88.244,86.862,87.819,87.846,88.075,88.94,87.847,86.604,87.453,88.912,89.166,88.104,88.2,87.385,85.286,85.507,84.789,86.241,84.284,84.722,83.943,84.943,86.23,84.412,84.692,86.221,87.024,85.414,87.772,88.889,87.057,94.094,94.666,94.3,91.711,98.743,98.471,93.055,94.802,92.955,94.214,95.85,100.6,90.503,82.156,94.589,95.083,93.447,95.565,94.544,97.887,95.257,92.626,89.877,97.81,97.182,88.026,90.599,88.905,88.156,90.826,86.224
51,M,False,96.865,95.99,97.877,95.251,93.51,95.91,92.507,91.983,92.301,92.375,91.083,90.063,92.82,92.442,92.825,88.244,86.862,87.819,87.846,88.075,88.94,87.847,86.604,87.453,88.912,89.166,88.104,88.2,87.385,85.286,85.507,84.789,86.241,84.284,84.722,83.943,84.943,86.23,84.412,84.692,86.221,87.024,85.414,87.772,88.889,87.057,94.094,94.666,94.3,91.711,98.743,98.471,93.055,94.802,92.955,94.214,95.85,100.6,90.503,82.156,94.589,95.083,93.447,95.565,94.544,97.887,95.257,92.626,89.877,97.81,97.182,88.026,90.599,88.905,88.156,90.826,86.224,86.36,83.609,86.61,80.174,88.589,83.364,82.87,85.962,83.569,80.312,80.088,75.725,79.709,79.932,78.635,80.433,77.51,82.66,80.345,81.587,79.697,77.289,86.426,78.603,85.429,76.01,80.506,79.99,69.637,76.921,74.275,78.176,72.705,71.339,70.01,69.953,70.126,75.37,71.008,73.255,69.413
