,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100,MEANGAM_101,MEANGAM_102,MEANGAM_103,MEANGAM_104,MEANGAM_105,MEANGAM_106,MEANGAM_107,MEANGAM_108,MEANGAM_109,MEANGAM_110,MEANGAM_111,MEANGAM_112,MEANGAM_113,MEANGAM_114,MEANGAM_115,MEANGAM_116,MEANGAM_117
918,B,False,50.357,50.487,50.438,50.411,50.327,50.218,51.016,50.801,50.638,50.675,51.047,50.641,50.384,50.807,50.647,50.965,50.519,50.273,50.666,49.742,49.629,49.927,49.956,50.049,49.968,49.906,49.827,49.883,49.615,49.975,49.89,49.764,50.065,50.632,50.79,51.015,51.447,52.478,52.585,52.824,53.131,53.688,53.491,53.632,54.167,53.785,54.014,54.783,54.14,54.583,54.283,54.218,55.204,54.416,53.314,54.193,54.075,53.971,54.742,54.513,54.612,54.273,54.531,54.972,54.64,55.278,55.438,55.78,55.385,55.467,55.162,54.772,54.455,54.611,54.784,54.624,53.525,52.654,52.947,52.444,52.435,52.502,50.988,51.223,51.72,51.711,52.194,52.624,52.594,53.11,53.093,53.009,54.041,53.785,53.799,54.565,54.392,54.66,54.527,54.793,55.057,54.772,54.759,54.102,53.679,54.159,53.755,53.867,53.763,54.393,53.968,54.334,53.111,53.125,53.1,53.729,54.292
919,B,False,31.3,31.711,31.966,31.705,30.914,31.209,31.692,31.608,31.672,32.08,32.355,32.595,32.742,31.143,32.059,31.833,31.83,31.332,31.686,31.779,31.311,31.512,30.887,31.181,31.251,31.592,31.084,31.423,31.413,32.269,32.282,32.295,33.318,32.99,32.754,32.44,33.077,33.052,32.441,33.301,33.202,33.131,33.327,33.622,33.456,33.85,33.838,34.239,34.196,33.653,33.417,32.844,33.04,33.03,32.738,33.292,33.549,33.095,33.746,33.364,33.577,33.567,33.583,33.629,33.676,33.493,33.996,33.809,33.518,33.646,34.287,34.342,33.906,34.217,34.248,34.504,34.648,34.505,34.072,34.545,34.524,34.589,34.661,34.804,34.977,35.104,35.227,34.91,35.719,35.295,35.181,35.145,35.674,35.796,35.6,36.286,36.224,36.104,36.171,36.043,37.003,36.841,37.168,36.323,36.709,36.722,37.192,36.956,37.172,36.855,37.11,37.071,37.284,37.123,37.928,38.313,38.014
920,B,False,43.697,43.768,43.157,42.798,42.191,42.44,41.496,42.196,41.702,41.547,41.372,40.91,40.677,40.442,40.73,41.263,41.917,41.493,41.692,42.043,41.756,41.346,41.664,41.943,41.696,41.549,41.537,41.348,41.433,40.974,41.327,41.533,41.157,40.752,41.467,40.762,40.584,40.583,40.547,40.815,41.075,40.783,40.228,39.985,39.985,39.842,39.272,39.512,40.226,39.402,39.75,39.589,40.137,39.959,39.609,39.958,39.941,39.829,39.427,39.812,39.31,39.539,39.943,39.383,38.397,38.945,38.382,38.324,49.745,38.333,37.942,38.707,38.337,38.817,39.132,39.939,39.022,38.535,39.791,39.681,40.219,39.428,40.324,39.912,39.326,39.516,39.941,39.161,39.69,39.161,39.233,38.507,39.505,38.856,38.251,38.402,37.519,37.117,37.228,37.072,37.704,37.436,38.02,37.888,37.705,38.433,38.51,39.28,39.048,38.519,38.82,38.767,38.798,39.073,38.118,38.474,37.815
921,B,True,28.87,29.203,29.331,28.79,28.598,28.266,29.201,29.568,30.454,30.123,29.699,29.515,28.858,28.231,28.227,27.998,28.096,27.463,27.672,27.313,26.823,27.319,27.423,27.582,27.843,27.714,27.912,28.332,27.64,27.856,27.648,27.907,28.114,28.066,27.745,27.268,27.488,28.09,27.548,27.481,27.505,27.864,27.939,28.129,28.228,29.534,28.636,28.323,27.712,28.247,28.307,28.071,28.448,28.949,30.25,29.586,28.371,28.814,28.559,28.353,27.831,27.973,27.734,28.174,28.893,28.478,28.477,29.15,29.126,28.925,28.299,28.521,28.436,28.619,28.766,28.769,28.857,30.428,30.921,30.125,29.697,30.349,29.964,29.107,30.11,30.212,29.315,30.769,31.476,34.778,37.288,38.693,38.413,38.149,39.392,39.58,39.823,38.735,38.114,38.608,38.924,38.676,38.161,41.268,44.226,43.036,44.906,44.788,44.227,43.743,44.947,46.195,45.096,44.3,44.503,44.182,43.823
922,B,True,32.728,35.469,35.439,37.892,36.406,45.242,48.555,53.455,52.729,50.71,50.048,49.396,49.564,49.805,46.998,50.164,49.158,47.373,46.763,46.255,46.948,44.364,43.966,45.957,47.712,45.771,44.844,46.511,46.456,45.617,45.054,43.063,42.422,43.695,41.972,42.088,44.376,42.501,44.077,42.74,42.286,41.521,42.22,42.767,43.234,43.89,45.346,44.202,45.044,42.782,43.209,44.244,43.894,43.963,45.134,45.733,45.041,45.569,44.751,44.402,44.909,44.383,45.49,46.053,45.566,45.724,44.961,43.982,43.128,42.125,42.979,42.217,42.075,40.833,40.606,41.844,40.621,40.668,40.304,40.265,40.073,39.3,38.597,39.907,40.723,39.939,39.746,39.965,39.413,39.989,40.338,40.056,39.923,40.87,40.479,40.312,40.075,40.491,39.154,38.861,38.507,38.577,38.972,39.363,38.119,38.846,37.883,38.618,37.494,40.023,38.988,38.785,38.19,38.13,38.081,37.372,36.78
923,B,True,43.36,43.93,44.503,44.467,44.908,45.122,45.125,45.471,44.885,45.755,45.327,45.092,45.316,44.966,45.605,45.664,46.195,45.745,44.523,44.499,45.025,45.434,44.556,45.864,45.958,46.801,46.373,46.731,46.749,47.012,46.887,46.968,47.017,47.323,47.548,47.38,47.499,47.672,48.45,48.114,47.943,47.702,49.255,49.229,49.186,50.044,49.393,50.449,50.929,51.012,50.83,51.831,52.44,53.199,52.913,51.703,52.983,52.897,52.392,53.37,53.54,52.2,54.336,54.449,54.407,54.323,54.245,54.621,54.858,54.603,54.71,55.314,55.213,55.609,55.672,56.248,55.057,56.171,56.116,53.066,53.912,53.529,52.866,53.456,52.955,54.447,52.116,54.588,55.724,52.656,52.23,49.828,50.993,50.01,47.028,48.018,42.844,38.731,23.763,34.391,27.424,25.779,29.075,27.905,29.723,25.377,25.285,26.732,27.504,21.382,21.316,20.993,26.258,0.0,0.0,0.0,0.0
924,B,True,51.01,42.718,42.029,40.941,37.644,39.619,43.18,44.827,41.925,47.507,54.836,53.896,56.083,53.098,54.257,53.651,54.006,51.093,51.935,49.281,52.169,52.922,53.309,54.027,54.754,53.718,55.072,53.293,50.772,47.459,47.767,46.622,47.964,47.946,47.861,48.362,50.3,47.81,49.383,48.364,48.608,47.773,49.325,46.623,48.802,48.363,47.062,47.421,48.717,46.07,47.84,47.707,45.66,47.192,48.061,46.223,44.236,45.147,45.934,45.058,44.944,44.506,44.752,43.255,43.79,43.54,43.037,43.586,42.142,44.242,43.517,43.708,44.753,45.277,47.489,46.813,48.517,49.57,52.144,53.366,54.5,56.82,56.254,57.78,57.478,59.518,61.602,61.265,60.744,61.09,60.891,61.754,61.439,61.736,62.705,62.233,61.859,61.351,61.996,61.258,62.434,61.824,61.431,61.8,61.931,62.55,62.159,61.839,61.794,61.77,61.359,61.055,61.102,60.916,61.453,61.118,59.902
925,B,False,49.274,49.23,49.082,48.938,48.888,48.13,51.532,48.254,47.918,47.978,48.352,48.533,48.464,48.362,48.517,48.707,48.93,48.95,49.168,49.044,49.093,49.479,49.693,49.957,49.718,49.7,49.534,49.648,49.597,49.773,49.392,49.095,49.178,49.239,49.138,49.272,49.015,49.054,48.779,49.148,49.161,48.978,49.018,49.131,49.237,49.278,49.579,49.71,49.735,49.749,49.67,49.411,49.627,49.333,49.108,49.379,49.258,49.018,49.105,49.116,48.964,48.632,48.665,48.553,48.484,48.385,48.403,48.379,48.286,48.073,48.226,48.544,48.72,48.968,49.131,49.511,49.733,50.077,50.032,49.929,50.036,50.021,49.874,49.726,49.51,49.581,49.554,49.476,49.606,49.423,49.2,49.003,48.884,48.887,48.803,48.855,48.996,48.872,48.827,48.802,48.931,48.782,48.711,48.727,48.7,48.782,48.773,48.67,48.42,48.185,48.466,48.387,48.611,48.534,48.499,48.301,48.078
926,B,False,33.546,33.277,32.552,34.165,33.963,33.434,34.293,34.203,34.101,34.502,34.583,33.655,32.972,32.66,33.446,33.318,32.906,32.785,32.476,32.104,32.189,32.835,33.794,33.126,32.076,33.179,32.534,33.656,33.193,32.427,33.569,33.171,32.772,32.25,33.374,33.133,32.559,31.769,31.175,31.265,32.095,32.653,32.276,32.166,32.527,32.136,31.668,32.201,31.548,32.571,31.678,31.555,31.712,31.141,31.797,31.542,31.021,31.337,31.045,30.432,30.981,30.549,30.481,30.276,29.949,30.666,30.062,30.108,29.406,29.166,29.587,29.112,29.542,29.102,28.589,29.113,29.372,28.744,28.624,28.871,29.558,29.552,28.361,28.291,28.609,28.712,29.265,29.324,29.813,29.282,29.71,29.859,29.497,29.87,29.119,29.144,30.267,31.708,31.732,31.903,31.36,32.638,30.291,29.122,29.792,30.794,30.676,30.042,28.454,28.898,29.896,28.668,28.996,28.636,28.012,27.364,27.557
927,B,False,57.653,57.254,57.039,55.99,56.085,55.785,55.434,55.149,54.761,54.638,54.508,54.192,54.25,54.533,54.97,54.827,55.152,55.685,55.68,55.835,56.19,55.436,54.67,54.956,54.958,55.191,54.527,54.611,54.463,54.341,53.904,53.511,53.556,53.537,53.635,53.488,53.806,53.413,52.944,53.226,53.225,53.459,53.591,53.263,53.373,53.279,53.472,53.304,53.41,53.508,53.769,53.706,53.733,53.507,53.123,53.561,53.395,53.023,53.387,53.26,53.532,53.165,52.844,53.058,52.616,52.311,52.454,52.382,52.104,52.261,51.761,51.337,50.652,50.782,50.736,50.768,50.679,50.239,50.167,50.678,51.148,51.171,51.053,51.4,51.697,51.621,51.888,51.604,52.081,52.187,51.943,51.985,51.944,51.953,51.689,51.413,51.437,51.221,51.286,51.222,50.878,50.564,50.801,50.933,50.932,50.757,50.191,50.286,50.389,50.528,51.245,50.836,51.048,50.534,50.416,50.003,49.937
928,B,False,43.083,43.657,44.423,44.885,44.794,44.938,45.062,44.896,45.138,45.657,44.591,45.118,45.711,45.659,46.613,47.0,47.382,47.481,47.224,47.532,47.201,47.794,47.262,47.332,47.706,47.922,48.318,48.289,48.439,47.798,48.173,48.418,48.401,48.672,48.424,48.41,48.596,48.983,48.996,48.603,47.753,47.287,46.775,47.065,46.143,46.42,46.455,46.26,46.622,46.995,47.028,47.514,47.723,47.849,47.92,47.884,47.606,47.122,47.536,47.551,47.715,47.78,47.827,48.208,48.246,48.924,48.959,49.237,48.643,48.965,48.819,48.902,48.838,54.923,49.105,48.744,49.188,48.954,48.686,48.205,48.351,48.259,48.376,48.347,48.358,48.661,48.482,48.392,51.208,47.537,47.591,47.954,48.245,47.911,48.257,48.622,48.365,48.076,48.299,47.941,47.786,47.615,47.689,47.889,48.365,48.236,48.634,48.747,49.274,49.409,49.364,49.518,49.373,49.696,49.381,49.374,49.517
929,B,False,37.095,36.427,35.935,34.391,35.363,34.633,34.733,34.139,33.925,34.124,33.663,33.409,32.572,32.112,31.976,31.636,30.993,29.706,28.716,29.346,28.629,28.455,28.28,28.502,27.684,27.064,29.064,28.646,28.216,27.128,27.229,28.174,27.628,27.838,27.579,27.982,29.327,27.903,27.9,28.471,29.112,28.605,29.211,28.91,27.757,30.133,28.716,28.552,28.669,28.812,28.786,28.707,28.06,28.667,29.199,28.85,29.19,29.703,29.072,29.455,29.581,30.339,30.429,30.44,30.427,30.61,30.78,30.082,31.022,31.431,30.498,31.686,32.212,31.594,32.982,32.312,32.339,30.79,32.318,31.716,31.349,32.766,33.179,32.54,32.068,32.229,32.748,32.191,33.136,33.14,33.417,33.22,33.322,33.689,33.931,33.336,34.077,33.408,32.455,32.249,33.487,32.899,33.054,32.949,32.603,32.068,32.986,32.847,33.506,33.002,33.345,33.365,33.544,34.105,33.576,33.309,33.649
930,B,True,32.527,31.808,31.824,31.534,32.239,32.358,31.817,31.252,31.74,31.753,31.774,32.051,31.757,31.562,31.669,31.741,31.8,31.57,31.709,32.057,31.921,31.998,32.031,31.905,32.22,32.308,32.392,32.735,32.507,32.426,32.197,32.341,32.6,32.632,32.617,32.4,32.143,32.374,32.641,32.68,32.711,33.16,33.516,33.213,33.32,33.335,33.531,33.486,33.648,33.984,33.346,33.772,33.419,34.317,34.247,34.853,34.165,34.762,34.419,34.475,34.501,34.614,34.833,34.586,34.426,34.524,33.828,34.53,34.039,34.514,34.109,34.277,34.223,33.993,34.03,34.268,33.549,33.488,34.027,33.503,33.948,34.403,34.346,34.562,34.317,34.396,34.643,34.548,34.148,34.335,34.285,34.055,34.358,34.611,35.15,35.187,34.778,34.359,34.449,34.186,34.626,34.473,34.678,34.876,34.809,34.945,34.981,35.001,34.54,34.715,34.223,34.037,33.994,34.154,34.717,34.619,33.986
931,B,True,41.162,39.83,48.114,36.46,42.114,44.157,39.311,36.514,40.578,36.756,36.293,38.19,37.213,38.332,37.304,44.762,42.548,50.977,38.288,37.767,37.733,36.854,37.08,47.778,37.93,35.607,37.287,41.287,39.1,37.118,37.066,40.089,37.677,38.15,35.661,35.844,36.969,37.365,37.915,35.775,37.831,35.798,38.849,37.219,36.136,35.669,34.715,36.208,37.767,35.9,37.968,37.057,35.424,36.302,35.941,37.028,36.542,36.358,35.816,37.169,36.151,36.133,37.64,36.583,36.001,35.241,36.843,35.851,36.455,35.726,33.873,37.299,33.473,36.389,41.077,34.931,38.902,33.489,32.496,33.468,35.091,38.378,33.417,34.216,31.741,33.034,32.623,32.467,36.091,33.283,32.74,32.069,31.208,32.024,31.061,31.13,32.141,32.878,31.638,34.339,32.152,31.235,31.968,32.062,32.526,31.851,31.378,31.811,32.169,32.004,33.619,31.87,32.315,31.989,32.488,33.18,32.701
932,B,False,51.433,51.792,52.451,52.95,52.779,51.946,51.586,51.421,50.207,49.009,47.888,47.126,47.031,46.708,46.339,46.087,45.805,46.669,47.079,48.562,49.38,49.868,50.634,50.323,50.76,51.28,51.073,50.876,50.521,49.805,50.142,49.916,49.58,48.833,49.643,49.144,48.963,49.482,49.331,49.35,49.07,49.408,49.293,49.316,49.354,49.294,49.168,48.792,48.844,48.829,49.175,48.854,48.955,48.859,48.663,48.994,49.498,49.671,50.126,50.556,50.629,50.259,50.148,49.037,48.656,48.93,47.89,47.055,46.205,44.5,44.81,44.17,45.167,45.081,45.179,45.992,46.106,46.463,47.419,47.863,48.073,48.588,48.912,48.689,48.262,47.632,47.602,46.77,46.725,46.529,46.159,45.571,44.709,44.165,43.374,42.593,41.217,41.17,41.294,40.174,39.817,39.473,39.711,40.023,40.033,39.974,39.394,39.781,39.769,40.811,41.544,41.167,42.089,43.199,43.994,43.886,44.008
933,B,False,47.848,47.417,47.159,46.724,46.892,46.526,46.011,45.798,45.86,46.195,46.18,45.717,45.961,45.557,45.132,45.178,44.925,44.968,44.629,44.514,44.728,44.846,44.961,45.191,45.587,45.727,45.709,45.497,45.389,45.262,45.121,45.307,44.821,44.731,44.712,44.694,44.353,44.726,44.446,44.469,44.229,44.097,43.716,44.01,43.997,43.994,44.123,43.875,43.857,43.797,43.595,43.554,43.499,43.321,43.682,43.613,43.5,43.407,43.634,43.43,43.421,42.998,43.38,43.065,43.146,43.27,43.373,43.253,43.204,43.06,43.175,42.98,42.892,42.87,42.634,42.836,42.452,42.304,42.331,42.588,42.343,42.697,42.365,42.114,42.35,42.114,42.355,42.037,41.479,41.405,40.982,41.211,41.297,41.109,41.025,40.821,40.803,40.526,40.425,40.699,40.666,40.716,40.647,40.317,40.04,39.856,39.588,39.909,40.084,39.975,40.239,40.074,39.678,39.435,39.311,39.449,39.498
934,B,False,39.611,39.946,40.05,39.757,39.667,39.039,39.28,39.277,39.042,38.81,38.631,39.29,38.751,38.86,38.831,39.684,39.573,39.904,39.982,40.051,39.599,39.574,39.795,39.948,40.033,39.503,40.121,39.672,39.836,39.418,40.071,39.856,39.582,40.083,39.78,39.827,39.829,40.192,40.047,40.417,40.056,40.081,40.499,40.625,40.373,40.674,41.531,41.42,41.573,41.523,41.988,42.074,41.909,41.669,41.627,41.799,41.467,41.05,41.628,41.235,41.814,41.534,41.066,41.253,41.714,41.751,41.53,41.646,42.067,42.534,41.894,41.721,42.146,42.047,42.778,42.829,42.909,42.122,42.556,42.419,43.007,42.038,42.269,43.082,42.144,42.346,42.905,42.946,43.16,42.727,42.962,43.021,42.389,42.216,43.154,42.659,43.405,43.448,42.998,43.271,43.022,43.267,43.134,43.015,43.055,43.026,42.61,43.006,43.15,43.087,43.142,43.353,43.654,44.016,44.039,44.054,44.102
935,B,False,24.57,24.82,24.75,24.847,25.04,24.757,25.23,25.274,25.322,25.265,26.035,25.175,25.965,25.901,25.658,25.804,26.099,26.529,26.258,25.764,26.852,26.846,27.105,26.236,26.771,26.846,27.041,26.744,26.638,26.705,26.202,25.815,25.474,25.9,25.842,25.67,25.232,24.894,25.012,25.118,24.765,25.105,25.512,25.425,24.898,25.098,25.091,25.218,25.26,25.545,25.852,26.097,26.496,26.694,26.572,26.322,26.566,26.557,26.356,26.384,26.578,26.392,26.672,26.464,26.402,26.389,26.069,26.187,26.194,26.644,26.672,26.679,26.91,27.403,27.911,27.897,27.833,27.814,27.908,28.331,28.241,28.748,28.37,28.574,28.49,28.872,29.321,29.456,28.555,28.786,28.179,28.158,28.575,27.767,27.479,27.99,27.637,27.796,28.334,28.226,28.623,28.659,28.499,28.488,28.548,28.659,28.704,28.927,29.702,29.871,29.612,29.517,30.206,30.296,30.538,30.434,30.336
936,B,False,26.726,26.572,26.404,26.382,26.342,26.255,26.158,26.033,26.118,26.071,25.987,25.75,25.606,25.624,25.648,25.66,25.644,25.475,25.577,25.519,25.449,25.574,25.576,25.391,25.402,25.378,25.246,25.304,25.147,25.181,25.098,25.048,25.001,25.146,25.041,24.897,25.145,25.005,24.788,24.631,24.677,24.485,24.669,24.443,24.316,24.328,24.216,24.215,24.13,24.011,24.048,23.981,23.927,24.128,23.944,23.938,24.035,23.722,23.702,23.887,23.834,23.777,23.837,23.594,23.61,23.578,23.788,23.732,23.766,23.748,23.763,23.976,23.606,23.723,23.557,23.725,23.927,23.734,23.402,23.586,23.516,23.379,23.448,23.382,23.289,23.227,23.135,23.05,22.907,22.762,22.941,22.776,22.545,22.38,22.429,22.558,22.502,22.507,22.478,22.45,22.344,22.392,22.486,22.717,22.42,22.457,22.414,22.479,22.379,22.507,22.411,22.538,22.385,22.355,22.385,22.478,22.499
937,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.638,20.193,18.35,0.0,18.671,21.034,19.935,20.616,17.986,27.247,29.009,16.485,16.481,39.81,33.032,31.671,27.55,28.216,38.042,43.627,46.405,48.749,47.457,45.268,48.842,48.519,50.878,50.114,49.114,50.503,49.904,51.236,51.285,50.476,49.072,49.84,49.292,49.358,47.965,47.426,46.604,45.516,44.529,43.7,43.967,42.843,40.513,39.843,39.931,39.521,40.327,39.489,39.626,39.557,39.584,39.84,39.849,39.183,38.807,38.482,38.722,39.036,38.824,38.084,38.567,38.67,37.522,37.821,37.213,37.09,37.314,36.501,35.819,35.904,35.98,35.306,35.319,35.368,35.252,34.751,34.423,33.579,33.497,33.711,33.915,33.592,33.491,33.364,34.204,33.523,34.339,34.02,34.558,33.678,34.278,34.917,33.57,33.255,33.095,33.009,33.204,33.175,33.506,33.661,33.064,32.765,31.902,33.261,33.252,33.705
938,B,False,53.408,53.924,54.649,53.603,53.87,51.403,51.278,51.328,50.94,51.626,52.14,52.78,51.695,53.643,54.955,55.701,52.986,52.361,52.049,52.305,51.148,51.803,50.46,50.588,50.52,50.103,49.238,50.326,49.914,49.057,47.517,49.427,47.534,48.627,47.679,48.649,48.971,48.457,48.333,48.081,47.508,47.92,48.961,47.646,48.472,47.547,47.881,48.092,49.338,48.359,48.164,46.432,46.515,46.499,47.028,47.595,47.243,46.784,47.499,47.907,47.701,48.037,48.229,47.297,48.577,49.628,49.146,48.664,49.153,49.6,49.538,48.901,48.919,48.856,48.789,49.315,49.228,47.826,46.794,47.584,46.798,47.067,47.34,46.898,47.75,47.559,47.571,48.231,49.222,48.521,48.816,48.811,49.265,49.214,48.324,47.987,48.519,49.267,48.312,48.345,48.14,47.611,47.435,48.062,48.201,48.377,48.619,48.97,48.356,48.952,48.743,49.211,48.39,49.221,48.951,48.922,48.589
939,B,False,45.843,45.97,46.073,46.094,45.414,45.442,45.036,45.949,46.137,46.307,47.19,47.732,47.661,47.308,46.92,47.829,47.849,47.595,48.22,47.994,47.632,47.191,46.892,46.542,46.333,45.669,45.44,45.597,44.927,45.012,44.323,44.487,44.429,44.185,44.302,44.715,44.094,44.683,43.788,44.042,43.749,43.671,43.1,42.937,42.759,43.349,42.945,42.415,42.851,42.602,43.038,41.978,43.557,43.639,43.861,43.997,43.921,43.146,42.459,43.343,43.873,43.394,42.781,42.924,43.185,43.32,42.994,42.517,42.378,42.032,41.504,42.529,42.454,42.122,41.931,42.53,42.351,42.05,42.814,42.438,41.459,41.964,42.369,42.13,41.793,41.265,40.404,41.343,41.414,40.938,40.726,40.062,40.736,40.666,40.88,40.778,41.138,40.491,40.763,40.935,41.105,40.763,42.187,42.017,41.54,42.063,42.063,42.147,42.336,42.308,42.023,41.991,41.928,41.699,42.042,42.122,42.244
940,B,True,25.563,25.831,25.981,26.027,26.048,26.209,26.251,25.772,25.736,25.725,25.492,25.774,25.721,25.458,25.499,25.631,25.887,25.913,26.163,26.113,26.491,26.42,26.319,26.425,26.36,26.708,26.917,26.974,27.564,27.35,27.349,27.692,27.591,27.51,27.812,27.794,27.84,27.896,27.896,27.917,27.842,27.721,27.645,27.954,27.764,27.639,27.527,27.677,28.09,27.833,28.19,27.765,27.842,27.972,28.062,27.459,27.867,27.739,27.782,27.62,27.798,27.427,27.7,27.895,27.661,27.383,27.543,27.56,27.44,27.669,27.485,27.423,27.762,27.793,27.681,27.722,27.936,28.073,27.946,27.979,28.029,27.717,27.802,27.848,28.024,28.003,27.86,27.917,27.974,27.856,28.34,28.501,28.457,28.841,29.626,30.172,30.359,30.211,31.223,34.38,35.383,37.02,36.918,38.11,39.29,40.103,39.245,40.203,40.482,40.835,41.315,42.649,41.938,41.085,42.425,41.818,40.26
941,B,False,26.525,26.406,27.115,27.607,27.475,27.385,27.628,27.781,27.805,26.964,26.703,26.671,26.427,26.709,26.598,26.537,26.427,26.248,26.161,26.039,26.36,25.991,25.652,25.817,25.304,25.032,25.375,26.046,26.09,26.366,26.049,26.214,26.204,25.823,26.069,25.966,26.192,26.267,26.471,26.561,26.552,26.607,26.526,26.756,27.018,27.188,26.852,27.083,27.23,28.383,27.384,27.769,27.477,27.763,27.025,26.789,27.072,26.989,26.288,26.255,26.059,25.911,25.715,25.494,26.234,26.127,26.291,26.91,26.675,27.128,27.246,27.308,27.524,27.529,28.151,27.822,27.176,27.278,27.158,27.193,27.522,26.701,26.661,26.964,26.594,26.309,26.667,26.434,26.345,26.764,27.248,27.044,28.258,28.017,28.11,28.515,28.805,29.054,29.222,30.073,29.751,29.958,30.178,29.928,29.15,30.434,29.003,30.191,29.756,29.429,29.37,29.183,29.05,29.757,29.241,29.485,29.377
942,B,False,43.238,43.28,43.524,43.613,43.093,43.637,44.077,43.977,44.345,44.221,44.324,44.094,44.326,44.271,44.279,44.514,43.875,43.82,44.33,44.03,43.197,44.079,44.354,43.996,43.878,44.12,44.107,44.235,44.29,43.982,43.585,44.049,43.904,43.34,43.657,44.075,43.761,43.796,43.985,43.505,42.982,43.88,43.537,43.671,43.919,44.4,44.525,44.179,44.603,44.346,44.164,44.086,44.137,44.157,44.64,44.026,43.934,44.224,44.335,43.976,43.797,44.384,45.003,44.972,45.41,45.761,45.751,45.779,46.108,46.135,46.691,46.628,46.886,46.717,46.87,46.951,46.674,46.856,46.736,47.009,46.537,46.445,46.178,46.48,46.909,46.794,46.465,46.855,46.838,47.399,47.267,47.288,48.24,48.254,48.017,48.196,48.143,48.18,48.749,48.731,48.641,49.217,49.046,49.047,49.274,49.929,49.525,49.467,48.71,48.303,48.752,48.459,49.46,50.121,50.535,50.072,50.272
943,B,False,51.355,50.606,49.363,49.816,49.574,49.107,48.92,48.482,47.57,47.197,47.708,46.823,46.883,47.238,46.611,47.629,46.345,46.819,47.19,46.962,47.056,47.64,47.429,46.596,46.72,47.565,47.305,46.592,46.732,47.192,46.532,46.341,46.835,47.326,46.044,46.836,47.596,46.589,46.327,46.373,46.378,46.672,46.789,46.092,47.097,46.832,46.536,46.512,46.626,46.327,46.239,46.567,45.933,46.149,46.533,46.225,45.786,45.766,45.591,46.169,46.248,46.281,46.013,45.827,45.851,45.29,45.039,44.886,45.246,45.549,45.938,46.177,45.638,45.577,45.76,46.024,45.768,45.848,45.658,46.085,45.439,45.417,45.169,45.872,44.926,45.79,46.01,46.39,46.989,46.971,47.628,47.608,47.454,46.919,47.396,46.741,46.765,46.682,46.888,46.503,46.599,46.388,46.558,46.15,46.17,46.036,45.977,45.495,45.85,45.901,45.784,45.414,44.819,45.331,45.336,45.128,45.173
944,B,False,46.771,45.584,45.652,43.2,47.495,40.305,39.235,39.516,37.202,36.087,43.553,37.374,37.72,38.818,37.668,38.787,41.705,40.545,41.876,39.934,39.44,37.973,39.492,41.841,42.38,39.405,41.129,45.252,43.441,41.18,44.205,44.932,47.401,48.05,48.554,46.686,46.72,46.475,47.275,42.345,44.367,45.138,45.773,44.783,45.235,46.22,43.541,42.79,41.158,39.619,39.691,40.521,40.03,41.362,44.132,43.748,43.91,42.128,43.424,43.249,44.572,40.484,41.219,44.333,42.143,42.781,43.307,40.042,39.762,40.564,40.56,38.998,38.117,39.636,38.38,37.834,40.264,40.513,42.487,41.425,40.392,39.429,39.865,40.572,39.63,39.877,38.633,40.376,38.173,39.6,43.537,43.254,42.615,44.627,42.075,42.391,48.673,45.507,45.162,46.759,47.3,48.109,47.747,49.654,48.795,49.085,49.97,51.467,51.506,50.945,52.297,52.966,51.852,53.649,54.064,54.718,55.905
