,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
1330,N,False,16.404,15.69,16.598,15.612,15.794,16.728,16.21,16.715,15.241,14.477,14.824,15.401,14.462,15.98,16.537,15.922,16.635,16.894,15.915,15.215,15.172,14.829,13.96,12.692,13.613,13.589,13.338,11.829,12.228,12.475,12.063,12.489,11.926,11.695,11.193,12.519,11.766,10.013,10.717,10.032,9.4946,8.6498,8.6446,8.6664,8.8517,8.6736,7.9968,8.4356,9.0052,8.8451,8.7659,9.7012,8.5866,8.2437,8.2561,7.7731,7.9853,8.7413,9.124,8.3867,9.74,7.9695,7.3841,8.3181,8.7654,8.4417,8.5285,8.4906,7.452,7.4755,7.3351,7.4465,7.1502,8.3123,6.8164,6.6368,7.1159,7.6417,7.2211,7.6985,7.5508,6.3945,6.5969,7.0699,6.321,7.5017,7.9533,9.16,10.119,9.6441,9.6088,8.8016,8.0602,9.3173,8.7525,9.9675,8.846,8.8403,8.7413,8.561,8.031,6.8483,8.4093,8.6891,9.3109,8.1074,8.3243,7.9667,8.8794,9.5638,9.6242,9.9214,9.9871,8.5168,7.3641
1331,N,False,29.737,29.89,29.654,28.874,29.853,29.274,28.576,28.605,29.393,29.926,29.51,30.183,31.297,30.561,29.957,30.882,31.424,31.377,31.589,31.962,32.191,31.959,32.203,32.402,32.422,32.292,31.882,31.438,31.545,32.211,32.199,32.169,32.161,31.627,31.463,31.924,32.027,31.419,30.946,31.014,31.521,31.466,31.719,30.976,31.636,32.196,32.445,33.03,33.545,33.908,34.11,34.231,34.911,34.733,34.899,34.925,35.256,35.619,36.046,35.058,34.473,34.956,34.559,34.617,34.773,34.132,34.162,34.222,34.073,33.598,34.205,34.428,34.828,34.65,33.847,34.089,34.546,34.226,35.2,35.489,33.912,34.518,34.847,34.381,34.561,34.33,34.515,34.633,34.529,34.138,34.605,34.347,34.803,35.038,34.478,35.028,34.779,35.171,35.148,35.615,34.987,35.544,36.809,36.73,37.601,37.327,38.027,37.335,37.463,38.11,38.458,37.979,37.838,38.363,37.299
1332,N,False,29.737,29.89,29.654,28.874,29.853,29.274,28.576,28.605,29.393,29.926,29.51,30.183,31.297,30.561,29.957,30.882,31.424,31.377,31.589,31.962,32.191,31.959,32.203,32.402,32.422,32.292,31.882,31.438,31.545,32.211,32.199,32.169,32.161,31.627,31.463,31.924,32.027,31.419,30.946,31.014,31.521,31.466,31.719,30.976,31.636,32.196,32.445,33.03,33.545,33.908,34.11,34.231,34.911,34.733,34.899,34.925,35.256,35.619,36.046,35.058,34.473,34.956,34.559,34.617,34.773,34.132,34.162,34.222,34.073,33.598,34.205,34.428,34.828,34.65,33.847,34.089,34.546,34.226,35.2,35.489,33.912,34.518,34.847,34.381,34.561,34.33,34.515,34.633,34.529,34.138,34.605,34.347,34.803,35.038,34.478,35.028,34.779,35.171,35.148,35.615,34.987,35.544,36.809,36.73,37.601,37.327,38.027,37.335,37.463,38.11,38.458,37.979,37.838,38.363,37.299
1333,N,False,49.693,49.497,49.609,49.911,48.8,49.557,49.938,49.774,49.19,48.476,49.313,48.118,47.961,47.281,47.44,47.483,48.163,48.497,48.293,49.022,49.537,50.706,51.651,53.062,53.31,53.923,54.102,54.232,54.69,54.693,54.614,54.936,54.987,54.898,55.675,55.227,55.012,54.866,54.114,53.382,53.816,53.963,52.883,53.325,53.33,52.261,53.133,53.131,53.028,53.347,53.319,53.329,52.726,52.625,52.31,52.926,52.5,52.992,51.683,51.982,52.453,52.384,52.218,52.805,52.737,53.992,54.37,53.174,54.098,54.688,54.977,55.079,55.566,55.406,56.05,56.168,55.464,56.073,54.881,62.769,54.068,54.935,54.811,54.636,53.573,52.437,52.387,51.458,51.478,51.568,50.293,50.787,51.179,52.514,52.812,53.227,52.702,52.507,54.127,53.648,53.034,53.966,54.471,53.487,53.362,52.71,52.083,52.538,51.515,52.62,52.54,52.911,52.325,51.853,51.171
1334,N,False,17.425,17.315,18.61,18.245,18.5,18.036,18.566,17.447,17.782,17.553,17.641,18.638,18.629,18.222,17.338,18.027,18.687,19.547,19.222,19.51,19.033,18.117,17.168,17.545,19.045,17.688,16.72,16.81,17.892,17.246,16.957,16.794,18.612,16.478,17.553,15.39,15.49,15.42,19.513,22.036,24.771,24.447,24.239,25.4,27.186,26.482,25.959,27.387,26.653,27.304,27.841,26.868,26.266,27.66,27.071,27.426,28.593,28.497,27.561,28.394,29.788,29.488,28.046,27.273,27.414,27.642,26.373,25.393,26.052,26.208,27.814,29.27,27.606,26.674,27.202,27.605,29.104,27.905,28.107,26.69,25.263,27.286,26.504,27.233,26.382,27.465,29.193,29.64,27.926,26.6,26.643,27.004,26.319,25.038,24.683,24.05,22.442,22.724,20.897,22.414,21.364,20.158,18.815,20.325,18.741,39.862,18.819,18.902,18.649,17.024,16.16,17.742,16.449,17.395,17.999
1335,N,False,48.782,48.343,47.896,47.708,47.468,47.753,47.309,46.99,46.737,46.933,47.575,47.147,47.492,46.697,46.335,45.733,46.114,44.99,45.041,44.773,45.124,44.539,44.894,45.464,45.957,45.943,46.433,46.86,47.053,47.629,47.053,47.944,47.809,47.895,48.861,48.801,49.425,48.84,49.1,49.455,48.838,50.061,50.442,49.662,49.867,49.335,49.473,48.831,48.146,48.311,48.502,48.727,49.346,49.004,48.582,48.801,49.854,49.762,49.091,49.329,49.621,49.588,48.672,49.404,49.417,48.328,49.165,49.447,49.712,49.385,49.174,49.531,48.995,48.284,48.925,49.45,49.458,49.497,49.687,49.539,49.87,49.423,49.243,48.96,49.07,48.2,48.188,48.4,48.196,48.392,48.855,49.207,49.32,49.425,49.0,49.312,49.562,50.189,50.144,50.85,51.074,50.596,50.944,50.072,50.287,50.772,49.725,50.006,49.564,49.887,50.149,50.312,51.055,51.102,51.514
1336,N,False,22.513,21.561,20.894,19.276,19.406,17.855,15.213,15.517,14.017,13.438,12.619,13.552,14.053,14.711,13.976,15.959,14.975,12.157,13.042,12.754,14.396,14.187,15.609,14.904,14.243,15.41,14.089,13.107,14.71,12.851,11.204,12.477,11.582,15.122,12.717,12.041,13.419,12.439,12.325,10.925,11.033,10.559,10.004,9.9203,8.4058,11.733,11.74,8.9185,9.097,8.8811,9.4252,11.905,10.412,13.45,12.11,11.768,12.268,11.244,11.038,12.099,12.038,11.699,12.912,13.649,10.766,11.22,11.248,10.531,9.973,11.264,13.946,15.283,14.928,12.815,13.757,15.643,15.407,13.548,15.528,14.235,17.813,18.804,22.129,18.888,15.067,14.808,13.864,17.381,18.54,17.953,20.193,19.649,19.197,18.573,18.312,20.484,20.636,23.31,23.632,23.506,23.535,23.65,22.978,22.523,22.5,22.882,22.336,20.705,19.826,20.657,20.075,22.911,21.031,20.938,20.053
1337,N,False,22.513,21.561,20.894,19.276,19.406,17.855,15.213,15.517,14.017,13.438,12.619,13.552,14.053,14.711,13.976,15.959,14.975,12.157,13.042,12.754,14.396,14.187,15.609,14.904,14.243,15.41,14.089,13.107,14.71,12.851,11.204,12.477,11.582,15.122,12.717,12.041,13.419,12.439,12.325,10.925,11.033,10.559,10.004,9.9203,8.4058,11.733,11.74,8.9185,9.097,8.8811,9.4252,11.905,10.412,13.45,12.11,11.768,12.268,11.244,11.038,12.099,12.038,11.699,12.912,13.649,10.766,11.22,11.248,10.531,9.973,11.264,13.946,15.283,14.928,12.815,13.757,15.643,15.407,13.548,15.528,14.235,17.813,18.804,22.129,18.888,15.067,14.808,13.864,17.381,18.54,17.953,20.193,19.649,19.197,18.573,18.312,20.484,20.636,23.31,23.632,23.506,23.535,23.65,22.978,22.523,22.5,22.882,22.336,20.705,19.826,20.657,20.075,22.911,21.031,20.938,20.053
1338,N,False,25.143,25.765,25.634,25.69,25.724,25.545,25.492,25.629,25.763,25.605,25.112,25.216,25.66,26.092,25.908,26.017,25.588,24.89,25.53,25.715,25.549,25.567,25.705,25.207,25.713,26.007,26.13,25.846,26.49,25.93,25.619,26.131,25.593,26.073,26.289,26.3,25.817,26.074,26.732,26.484,25.595,26.337,26.636,26.063,26.113,26.463,26.67,26.823,26.376,26.518,26.47,26.228,26.766,26.852,26.395,27.095,27.376,27.118,27.509,27.464,27.035,27.211,27.038,26.587,26.771,26.766,27.04,27.127,27.245,26.487,26.768,26.656,25.807,26.013,26.007,25.409,25.244,25.699,25.314,25.259,25.258,25.354,24.864,24.651,24.649,25.132,24.609,24.812,24.46,24.868,24.698,24.72,24.363,24.378,24.578,24.695,24.339,24.57,24.37,23.867,24.317,24.039,23.92,24.032,24.214,23.563,23.513,23.088,22.622,22.397,23.362,23.194,23.163,23.309,23.7
1339,N,False,3.1217,3.3014,3.1881,2.2624,2.6349,3.8095,2.3313,3.7037,3.5545,3.0233,3.9773,2.6286,4.4521,1.9953,2.2042,3.3557,2.5346,1.9584,3.724,2.1004,2.2592,2.7251,3.3186,2.623,3.3223,6.2222,1.6279,4.4699,6.4088,5.1051,5.5324,5.5127,2.2936,2.0179,1.3366,2.4359,1.9204,3.2349,2.1614,3.1301,1.8692,3.4056,2.8892,2.6235,1.5649,1.8062,2.2581,1.8062,1.964,3.3003,2.0602,1.875,0.92308,0.8489,1.421,0.86356,0.97245,0.6734,0.33501,3.1987,11.129,6.2185,3.4843,1.1885,0.18182,2.2767,0.92421,1.4706,1.6032,0.7984,3.6408,1.5909,0.71942,0.24631,1.4528,1.5317,1.8248,2.669,1.1364,1.8634,1.919,1.3158,2.3656,0.20877,0.83682,2.1401,2.9412,4.1812,4.3796,4.4025,2.6981,4.3348,4.3939,3.8864,3.0391,3.9531,2.1452,3.1858,2.995,2.2857,2.1526,1.8657,1.8072,1.7045,0.77369,3.7109,2.1186,4.3738,0.42105,2.4621,1.0776,1.0616,2.5145,2.0964,1.7621
1340,N,False,7.7652,8.3579,11.076,10.082,15.127,14.534,14.706,12.641,11.591,9.3983,11.524,10.428,9.9415,8.6808,11.646,9.9405,10.297,12.263,12.267,12.788,13.076,14.699,12.428,12.682,10.596,13.36,14.012,11.917,9.3693,8.982,8.5506,9.7677,9.2055,8.9599,8.9447,10.287,8.8272,8.7719,9.0194,8.9846,9.2152,11.09,12.026,11.673,10.321,11.747,11.235,9.8341,11.31,8.5437,9.5269,13.377,11.484,11.819,10.041,11.062,9.0963,8.8585,11.199,12.302,12.199,10.991,12.247,12.927,10.129,8.377,5.798,8.3969,8.7275,7.2626,11.41,12.281,10.321,12.005,10.657,11.45,11.664,10.776,9.9222,8.3925,8.2377,8.3387,7.6437,7.2937,7.3236,7.0323,7.2792,7.4671,7.5326,6.6946,7.589,7.16,9.6904,10.604,9.0189,6.9853,9.9826,7.4744,8.6369,8.3891,7.0336,8.2536,8.6405,6.6994,4.9561,6.4557,7.9807,7.1693,7.5169,6.7169,5.6116,7.2783,7.6506,6.3694,5.092
1341,N,False,38.302,38.336,37.488,38.007,38.002,37.946,38.345,38.462,38.334,38.623,38.542,38.443,39.751,39.528,40.262,40.85,40.776,41.13,41.109,40.97,41.212,41.131,40.9,40.989,41.158,41.445,41.253,41.597,41.253,40.823,41.677,41.334,40.955,41.406,41.585,41.117,40.724,41.253,41.049,40.516,40.56,40.609,40.509,40.475,40.348,40.461,40.532,40.309,40.453,40.526,40.555,40.845,40.913,41.194,41.168,42.124,42.297,42.461,42.697,42.194,42.517,42.259,42.224,42.495,42.321,41.972,41.698,41.41,41.636,41.809,41.898,41.771,41.102,41.012,40.896,40.473,40.532,40.56,40.393,40.671,40.329,40.589,40.98,40.749,40.925,40.914,40.673,41.024,41.408,41.48,41.676,42.084,42.481,42.297,42.176,42.583,42.804,43.039,42.756,42.535,42.333,42.617,42.745,42.477,42.016,42.051,42.237,42.096,42.276,41.44,41.576,42.207,42.501,41.53,41.91
1342,N,False,5.3126,7.5832,7.4043,7.78,8.8316,8.3363,8.6529,9.6571,9.6974,9.7604,8.5479,9.0796,8.7398,8.306,8.9088,7.8888,7.5626,6.7756,6.8574,6.6428,6.267,6.4351,6.954,6.605,5.3004,6.137,6.6828,6.9147,6.8911,7.3374,7.0917,6.7335,6.643,7.3596,6.9717,7.0449,8.705,7.8782,8.0813,8.7284,9.0063,7.9298,7.94,7.3952,7.0669,5.9023,6.0749,6.1927,6.2363,5.2127,4.84,5.2176,5.668,5.8006,5.2519,4.9981,4.7904,4.7473,4.6712,5.3861,4.8958,4.602,4.9396,5.4262,5.353,4.444,4.5025,5.4217,5.9087,6.0137,6.0421,6.8139,7.5196,6.8902,5.4073,6.896,6.0243,6.5821,5.9507,7.0219,8.0589,6.3641,6.3982,6.2838,6.6254,5.9143,6.259,5.2591,5.735,6.114,5.8746,5.3116,6.0444,6.7304,6.375,6.3879,6.4455,5.2839,5.4284,4.6615,5.6992,4.7928,5.1744,5.0236,5.5556,4.7797,5.0277,4.4069,5.2523,5.8764,6.0363,6.1042,4.6299,4.9125,6.9761
1343,N,False,27.293,27.801,27.482,28.129,27.7,28.39,27.764,27.961,27.68,26.647,27.43,26.95,26.582,26.901,26.509,27.225,27.401,27.6,27.177,27.901,27.37,27.223,27.551,28.234,27.65,27.09,26.885,26.333,26.992,27.471,27.233,27.432,27.358,26.758,27.503,28.099,26.882,36.111,27.207,25.929,25.412,25.511,26.0,26.146,25.033,24.839,24.739,25.957,26.194,26.604,27.137,26.856,26.873,27.019,29.083,27.267,26.486,26.777,27.46,28.231,29.583,28.68,27.246,25.574,26.532,26.469,25.506,25.441,24.773,25.003,26.182,26.414,28.175,27.8,28.833,26.798,25.327,26.29,26.169,26.651,25.24,25.886,26.341,26.489,25.628,26.005,27.943,27.003,27.292,27.145,25.82,26.178,26.145,26.057,26.208,25.731,26.377,24.779,25.488,25.141,25.673,25.536,26.7,27.295,27.39,25.909,25.596,26.489,25.682,26.989,27.877,27.236,28.227,27.743,27.319
1344,N,False,22.594,22.411,22.493,22.49,22.206,22.293,22.632,22.776,22.848,23.198,23.322,23.196,23.402,23.621,23.735,23.6,23.978,24.066,24.297,24.456,24.528,24.591,24.689,24.616,24.73,24.84,24.588,24.646,24.762,25.043,25.011,24.966,25.089,25.11,24.985,25.054,25.494,25.564,25.198,25.349,25.287,25.241,25.312,25.159,24.768,24.685,24.644,24.411,24.515,24.757,24.709,24.515,24.702,24.95,25.129,25.141,25.56,25.313,25.329,25.661,25.709,25.654,25.868,26.325,26.266,26.496,26.71,26.747,26.652,26.562,26.404,26.449,26.153,26.226,26.019,25.803,25.821,25.618,25.534,25.435,25.785,25.726,25.789,25.658,25.756,25.549,25.642,25.722,26.001,25.687,25.65,26.112,25.977,26.184,26.171,25.818,25.878,26.092,26.1,26.725,26.567,26.694,26.728,26.819,26.921,26.808,27.364,26.843,27.066,26.834,27.32,27.745,28.112,28.254,28.495
1345,N,False,2.8191,3.0965,2.3413,2.9373,3.1196,2.5797,2.9981,2.6566,2.678,3.4163,3.2217,2.6597,2.5801,3.1505,3.1825,2.6484,2.9066,3.1881,3.3727,3.0435,3.7194,3.6961,3.9734,4.7263,5.1867,4.6491,4.544,3.7158,3.3372,2.6999,2.7612,3.4574,2.687,2.7319,2.6102,2.1472,2.6063,3.1331,2.9255,3.2055,2.4361,2.2778,3.1418,2.3256,2.367,2.0196,2.02,2.5436,1.6112,1.3761,1.6814,1.5369,2.3747,2.6767,1.7969,2.4846,2.4738,2.5753,2.7528,2.7725,3.238,3.5044,3.9368,4.0972,4.4186,4.1884,3.2909,2.5324,2.4385,2.026,2.1058,1.4369,1.9089,1.4426,2.0516,1.8269,1.7517,2.3073,1.9212,2.7692,2.4251,2.3228,2.4959,2.2492,1.7374,2.4716,4.0954,3.3147,3.2019,3.541,3.2197,3.4679,3.7555,3.2321,3.6229,3.6018,3.5314,3.8766,3.8146,3.24,3.2519,3.449,3.6557,3.3866,2.8045,3.4397,2.9436,2.495,3.094,2.7033,2.6027,2.4192,2.913,2.8583,2.7489
1346,N,False,63.986,62.321,61.673,61.056,60.826,61.342,61.126,62.514,61.783,61.305,63.323,63.699,63.057,62.121,64.319,63.4,62.904,62.77,62.993,63.191,62.882,61.683,60.657,62.573,61.772,62.109,60.459,60.445,61.739,62.745,64.065,62.508,63.19,64.393,64.065,64.464,63.801,63.81,64.48,63.011,64.417,63.489,63.154,61.349,62.199,65.487,65.072,63.472,61.409,60.509,60.895,60.574,59.475,60.172,59.968,59.199,59.287,60.535,59.013,59.86,61.591,60.14,62.285,61.538,60.121,61.082,61.194,62.029,61.525,60.831,60.35,60.117,61.43,60.516,59.889,59.722,59.282,61.564,62.331,61.408,62.479,63.338,64.155,62.316,60.241,60.482,58.926,60.594,60.036,60.973,61.103,60.473,59.412,58.168,57.222,57.512,58.848,57.845,58.947,60.563,61.581,62.213,62.186,63.612,62.601,62.31,63.405,62.519,63.34,62.706,62.457,62.051,62.673,62.978,62.804
1347,N,False,16.713,16.776,16.879,17.202,17.019,17.011,17.357,17.522,17.632,18.079,18.364,18.685,19.206,18.83,19.26,19.265,18.916,18.803,18.997,18.758,18.936,18.777,18.705,18.982,18.655,18.824,18.68,18.614,18.396,18.747,18.699,18.769,18.746,19.189,19.423,20.251,20.302,20.396,20.796,20.931,20.515,20.756,20.862,20.883,21.012,21.646,21.693,21.139,21.243,20.832,21.294,21.814,21.751,22.059,21.587,21.605,21.829,22.159,21.471,21.904,21.863,22.439,22.288,21.612,21.651,21.56,21.05,21.118,21.159,20.834,20.635,20.379,20.358,20.169,20.211,20.11,20.102,20.348,20.942,20.619,20.726,20.8,21.142,21.285,21.473,21.124,21.329,21.083,20.853,21.238,21.056,20.321,20.49,20.023,19.783,19.716,19.68,19.23,19.318,19.62,19.718,19.625,19.543,20.031,20.053,20.184,19.891,20.356,20.583,20.045,20.222,20.147,20.533,20.388,20.524
1348,N,False,35.184,35.633,36.108,34.683,34.391,34.863,35.38,34.345,36.491,35.149,35.135,34.414,34.424,34.998,33.881,33.764,34.669,34.692,34.465,34.81,35.835,35.637,36.818,37.401,37.902,37.268,36.473,36.482,37.331,37.391,36.778,35.667,37.154,36.354,38.99,39.026,38.041,38.52,38.678,37.903,38.075,38.298,39.253,40.195,38.956,38.902,38.939,38.707,38.701,38.142,39.043,39.815,38.281,38.667,37.77,38.796,38.689,38.36,37.387,37.586,37.82,37.925,38.084,37.945,38.807,39.268,38.406,39.647,39.64,40.066,41.266,41.443,40.269,41.28,41.41,40.256,42.087,41.566,41.88,41.3,41.302,43.367,42.789,42.879,42.866,43.415,42.866,42.278,43.653,43.21,43.216,42.561,43.764,44.695,42.774,42.377,42.339,42.007,41.831,41.592,42.122,43.378,42.894,44.014,42.406,43.981,43.861,44.73,44.781,45.597,44.569,45.974,44.674,44.705,45.399
1349,N,False,7.8959,7.1977,7.4516,7.7929,6.701,6.6925,6.0206,5.8548,5.7937,4.9621,4.1872,6.7674,6.701,6.2057,7.9137,5.2136,5.8976,6.0806,5.3395,5.3962,6.4789,7.551,7.3602,7.6761,6.9848,9.9607,9.0191,8.19,8.3673,7.4099,9.4401,11.267,12.682,10.5,9.5652,8.4932,10.027,8.1176,9.7938,8.7905,10.361,9.8844,9.7093,11.927,9.5088,12.671,9.4174,9.9759,12.289,13.427,10.873,11.033,10.21,9.2193,9.587,7.3115,8.7692,7.4736,9.3193,10.759,11.003,10.717,12.361,10.21,11.025,16.689,17.469,15.154,13.534,11.383,12.746,13.884,12.116,15.102,13.333,15.495,10.084,12.165,15.929,14.153,14.351,18.803,21.138,18.841,20.773,21.816,22.526,18.516,14.296,14.338,15.575,10.839,8.6831,11.688,11.526,11.024,10.13,9.9067,9.3344,9.5626,12.535,13.758,12.393,12.821,15.349,15.401,14.178,15.275,19.382,14.769,14.976,20.921,13.479,18.78,19.173
1350,N,False,4.4659,4.5849,3.7371,3.3481,3.7221,5.1755,5.4054,7.2848,7.0537,5.5792,8.0308,5.5857,5.1075,6.0724,4.678,4.529,4.2978,4.5126,4.7648,5.1735,4.5165,4.5908,3.3887,3.4843,2.7917,3.0218,3.561,4.5289,4.5714,4.6512,4.2403,5.034,4.1491,4.3767,3.6533,4.9581,6.4559,4.6016,4.8699,4.0317,3.4115,2.8996,4.1697,4.0441,3.1712,3.8263,3.4783,2.9613,2.8761,3.1861,2.9007,2.0576,2.6685,2.6702,3.5088,5.0942,7.2351,6.8182,4.6716,5.087,5.1129,3.876,3.265,4.1667,4.2328,3.4983,2.1724,2.9808,3.3033,3.1026,1.6253,1.5023,1.6245,2.6365,1.8165,1.9337,2.4505,2.014,1.6,1.6379,1.7273,1.8132,1.7642,1.8868,1.5023,2.5075,1.8756,2.4786,1.6854,1.6782,2.9412,3.9961,2.4762,1.9802,2.569,1.4721,1.6798,1.6985,0.72917,0.32086,1.3713,1.1458,1.2022,1.1282,1.7745,1.6009,1.0011,1.2182,1.891,0.33076,0.99668,1.5608,1.5801,1.1696,1.4616
1351,N,False,14.798,14.167,14.493,12.949,12.18,12.745,11.272,13.357,11.51,13.205,12.219,14.594,14.293,16.301,17.803,15.007,10.135,11.565,12.635,14.299,11.312,13.049,12.596,13.97,13.898,11.195,11.552,12.674,13.29,12.856,12.795,13.584,12.481,11.504,12.663,14.402,14.172,14.089,13.641,14.574,12.397,14.451,13.143,13.36,11.308,12.236,12.77,12.545,15.884,15.64,11.217,12.027,13.222,12.562,14.387,15.37,16.142,15.073,15.468,15.665,17.051,14.364,16.061,17.268,14.351,15.612,16.915,16.768,16.531,16.117,16.801,16.747,18.247,17.071,16.265,18.245,17.96,20.463,18.307,18.928,21.927,18.95,18.821,20.021,18.55,17.987,18.523,19.126,18.909,18.911,16.774,17.97,17.437,17.064,16.862,16.279,18.184,16.557,15.92,18.87,17.905,18.946,17.439,18.669,18.176,18.271,17.635,18.643,18.684,19.634,20.827,18.092,19.889,18.746,18.105
1352,N,False,22.872,20.827,19.69,20.087,21.22,20.59,22.154,20.62,21.543,19.501,19.074,19.13,19.542,21.278,18.452,18.139,17.152,21.652,20.153,20.231,18.979,21.875,20.11,19.406,17.573,20.902,20.917,20.566,19.842,19.68,18.962,18.033,18.822,19.037,19.537,21.716,19.668,20.285,20.601,18.687,16.876,13.86,13.522,13.953,14.783,15.193,14.408,13.274,13.199,13.153,14.297,17.162,15.192,13.185,15.968,15.907,16.541,15.637,11.709,12.05,11.551,12.946,14.208,13.722,13.44,12.653,14.312,14.8,13.351,12.313,11.237,14.385,14.252,13.502,13.069,11.767,13.716,11.843,11.368,11.7,10.781,10.616,11.457,10.365,11.017,10.184,9.4239,9.5636,8.3199,8.6992,9.3413,9.6626,6.3905,6.8328,5.4931,6.143,6.5552,6.2946,6.1718,7.8884,9.4087,10.382,12.091,13.062,8.8535,11.548,12.059,8.9655,8.0977,7.9222,8.6744,7.8119,8.3596,9.4251,9.5724
1353,N,False,4.6487,5.0378,5.039,5.3935,5.0677,5.4909,6.0076,7.8415,7.3136,8.6802,8.875,7.7195,8.9331,8.439,6.7899,7.1506,6.751,6.3494,6.4931,5.9649,6.4632,5.577,5.5504,5.4327,5.8076,5.4656,5.5725,5.9562,4.8749,5.9694,5.6585,4.2762,4.9389,5.1387,4.8925,5.0344,4.688,5.7138,5.5932,5.6044,4.8597,4.918,5.1092,5.05,4.8051,5.269,4.7326,4.3447,4.9381,6.0,5.9439,7.1315,6.9202,6.5007,7.5344,7.0647,7.9077,6.5595,6.7348,6.6265,6.6136,6.32,6.2198,6.2,5.6712,5.4395,5.5918,5.6191,5.915,5.8878,7.2338,7.366,8.4947,8.5582,8.5671,7.9735,8.2013,7.883,6.1196,6.0894,6.3187,5.3846,5.3672,4.8258,5.8824,4.961,6.0477,5.8297,5.3702,5.1904,5.4922,5.942,6.1036,5.6434,5.6259,6.2038,5.2406,4.8879,4.6872,6.0342,5.0651,5.3486,6.1866,4.9613,6.2406,6.5072,6.4813,6.8749,7.6176,7.5946,7.1811,7.5539,6.521,6.5999,6.5879
1354,N,False,14.696,15.152,13.898,11.687,10.769,11.362,11.06,14.28,15.676,16.327,16.359,14.614,15.933,15.919,15.49,14.396,14.538,14.357,14.292,13.934,14.518,16.478,13.991,12.454,12.377,11.773,13.52,14.834,13.928,12.744,12.458,12.255,10.407,11.461,12.257,12.929,13.244,11.1,13.865,11.801,11.054,10.761,13.806,13.998,11.248,14.286,14.556,13.487,13.74,14.695,16.64,15.301,16.667,15.66,13.537,10.986,12.523,14.682,18.703,16.951,16.756,17.049,16.086,15.628,12.469,12.89,12.244,12.738,14.966,15.575,15.221,14.245,14.493,15.263,13.35,13.366,14.312,14.358,13.222,14.632,17.099,15.705,14.126,16.039,13.828,14.349,16.056,14.853,10.693,12.936,9.7794,12.855,11.988,13.439,14.302,12.192,14.59,11.111,13.479,13.315,10.904,12.854,11.475,13.219,14.676,14.38,12.834,14.503,13.646,15.242,16.301,18.073,14.199,14.301,15.946
1355,N,False,2.2388,8.6486,29.204,43.945,41.477,36.478,10.526,7.0707,13.542,9.816,0.69444,5.3892,2.1127,12.621,11.667,11.168,7.2917,12.234,9.0452,13.514,23.506,19.167,16.883,9.7561,19.474,10.714,11.25,11.494,5.0505,4.878,9.0452,3.3784,2.5806,1.9868,0.57471,1.5625,7.732,15.556,9.375,7.6923,6.5657,1.9763,2.5316,2.5926,8.3333,10.997,1.9531,2.5547,1.2295,3.69,1.5267,1.2397,6.7227,11.392,10.227,8.1481,5.4608,7.5697,9.465,10.39,17.391,17.347,17.647,28.443,33.882,28.329,26.646,22.257,27.384,30.519,36.098,39.854,44.883,35.019,33.874,29.282,26.113,34.431,36.667,31.052,37.324,41.262,40.764,34.365,37.984,38.359,42.749,39.175,33.883,36.032,32.325,39.364,38.303,34.916,36.208,33.485,34.598,35.253,30.269,29.165,25.889,23.458,26.763,24.284,26.013,27.806,26.396,24.746,22.094,21.917,18.9,22.189,18.368,23.971,21.466
