,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
610,B,False,5.8131,5.742,4.9089,4.5349,4.733,4.5246,4.5319,3.9186,3.7523,4.2745,5.1538,4.7578,4.3753,5.0081,5.3068,4.9899,5.1711,5.4501,5.0748,5.122,5.4482,5.5779,5.3062,5.8002,5.4684,5.6096,5.5804,6.0166,5.6238,5.8283,6.401,6.5687,5.8575,6.3573,6.4032,6.7987,6.1238,7.1471,6.2372,6.0473,6.7544,6.2783,6.8309,7.5707,7.0177,7.1805,6.6867,6.6571,6.7843,6.606,6.0074,6.2086,6.0193,6.5507,6.8219,6.485,6.1424,6.6851,6.9208,6.1538,7.0759,8.0731,6.8519,6.4654,8.0282,6.6753,7.7409,7.6159,9.1322,8.7361,8.8083,9.0269,8.4166,9.7408,10.045,9.2995,9.5125,10.808,12.122,12.536,10.791,9.1112,11.024,10.686,10.989,9.8436,10.23,12.521,13.417,11.536,9.7089,9.3605,12.993,11.629,12.951,11.674,14.03,15.226,12.325,13.767,11.574,13.014,14.915,11.072,13.222,11.531,13.407,14.126,10.412,13.198,10.144,8.2015,13.238,14.087,8.1431
611,B,False,20.201,19.128,19.39,20.249,20.099,20.046,20.059,19.561,19.77,21.579,21.501,21.955,21.455,21.132,20.249,21.319,20.653,20.374,20.401,20.133,19.592,19.989,19.782,19.835,20.146,19.86,20.266,20.501,20.776,21.069,21.448,21.83,21.876,21.961,21.875,21.735,21.774,21.295,21.468,21.524,21.059,20.558,21.265,21.075,20.764,20.908,20.67,19.899,19.804,20.392,20.297,19.97,20.484,20.096,20.44,20.363,20.405,20.606,20.689,20.726,21.088,21.24,21.019,21.261,21.034,21.415,21.652,21.878,22.045,21.558,22.049,22.453,23.034,22.632,22.667,22.828,22.985,22.662,23.206,23.264,22.453,23.122,22.723,22.557,22.367,22.425,22.469,22.943,23.548,23.891,23.797,24.22,24.232,24.91,25.579,25.61,25.842,25.666,26.114,25.451,25.453,24.968,24.078,24.199,24.223,24.113,23.856,24.402,24.6,24.534,24.119,23.652,23.705,23.346,23.403
612,B,False,43.498,42.248,42.324,42.415,42.634,42.863,42.44,42.814,42.846,42.313,42.452,42.55,42.881,42.119,41.78,41.714,41.543,41.166,42.778,42.343,42.47,42.81,42.731,42.11,43.257,43.522,42.585,42.444,41.994,42.361,42.027,42.745,43.177,42.844,42.063,41.809,42.29,41.855,41.91,41.906,41.637,42.963,42.71,42.538,42.605,42.829,43.366,42.844,42.586,43.002,43.0,43.594,43.257,43.164,43.59,43.346,43.156,44.257,44.506,45.086,44.272,44.444,44.266,44.543,44.749,44.489,44.022,44.355,44.19,43.815,44.418,43.397,43.589,43.319,42.945,43.285,45.011,43.782,44.749,45.358,45.76,45.838,46.512,46.438,44.994,45.548,45.955,44.221,44.712,43.536,44.322,43.526,43.116,43.393,43.228,43.006,42.415,42.169,40.828,40.92,41.255,41.41,40.985,41.736,41.344,41.276,40.195,41.817,42.073,42.756,43.001,43.124,42.845,42.769,43.242
613,B,False,25.846,26.215,26.485,26.308,26.758,26.794,26.474,26.241,26.1,25.786,25.158,25.42,25.208,24.974,24.737,25.125,24.863,25.135,24.89,25.137,25.24,25.341,25.28,24.878,24.581,24.866,24.746,24.627,24.366,23.78,23.966,24.204,23.82,23.846,24.065,24.405,24.07,23.684,23.713,23.284,23.075,23.056,23.106,23.284,23.288,22.656,22.825,22.9,22.786,22.948,23.076,22.752,22.576,22.571,22.236,22.513,22.227,22.375,22.723,22.597,22.492,22.954,22.833,22.843,22.978,23.2,23.172,22.8,23.168,22.65,22.643,22.91,23.611,22.878,22.738,23.048,21.86,22.447,22.985,23.253,22.565,22.393,22.359,22.415,21.989,22.095,22.951,23.021,23.481,22.984,22.127,22.617,22.712,23.019,23.628,23.03,23.302,23.191,23.151,23.118,22.704,22.866,23.33,22.485,23.045,23.232,23.417,23.114,22.686,23.906,23.302,23.387,23.121,23.077,22.709
614,B,False,58.792,59.712,58.383,59.627,59.097,60.535,59.525,58.955,58.373,57.809,57.507,57.446,57.67,57.458,56.678,56.947,55.328,56.146,56.854,56.76,56.06,57.283,56.58,57.011,55.817,55.632,56.067,55.497,54.869,54.891,56.358,54.295,54.419,53.681,55.083,53.885,54.667,52.985,52.401,52.237,51.811,49.677,50.205,49.093,50.456,50.52,48.756,45.426,45.89,47.793,47.176,45.534,44.977,44.494,43.973,44.434,43.485,45.201,43.027,42.975,41.551,42.155,43.996,42.053,42.42,40.239,41.323,39.51,38.194,38.215,39.255,38.67,38.25,37.695,38.068,39.77,37.94,37.076,37.218,37.375,37.951,37.757,37.103,36.378,36.645,37.185,36.857,36.695,37.07,36.586,37.093,36.561,36.896,37.505,37.785,37.497,37.832,37.961,38.352,37.994,37.815,38.931,37.823,38.897,38.763,38.108,38.276,37.416,37.572,37.447,37.652,38.017,38.012,38.54,38.429
615,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7619,0.0,37.333,35.185,38.961,19.853,47.458,23.158,12.295,14.634,61.22,26.817,23.715,27.546,31.572,26.226,33.893,38.15,43.13,45.156,43.381,45.411,44.557,46.135,52.107,51.174,50.865,51.298,52.869,54.113,54.543,53.843,56.307,56.289,57.615,59.283,59.724,61.226,61.262,61.642,61.984,63.8,63.556,64.437,63.55,63.29,61.83,62.077,61.784,62.26,61.533,62.154,64.464,63.427,62.418,61.835,61.455,63.073,62.422,62.844,62.639,59.772,59.801,57.41,57.408,56.432,56.536,54.538,54.501,50.878,50.769,48.71,48.099,47.519,46.341,47.171,46.644,45.384,44.075,43.855,42.348,43.488,43.408,42.526,43.087,40.243,41.114,41.103,40.157,41.184,40.447,40.245,40.394,40.452,40.925,40.522,41.288,41.695,41.429,41.552,41.266,41.158,40.627
616,B,False,4.3128,4.1685,3.6536,2.697,2.0708,2.3331,2.3457,2.0122,3.2435,3.115,3.9683,4.9148,5.792,7.7357,5.4545,5.6077,4.3805,3.4074,2.8233,2.7241,3.4696,4.6276,4.792,5.3196,5.099,4.782,5.5917,5.9351,4.3907,4.0728,2.6441,4.1759,4.4802,4.4786,3.9568,4.2996,3.1199,3.8401,4.6802,4.0423,3.3026,2.5377,2.3285,2.8676,3.1722,3.0676,2.9881,3.9116,4.0747,2.9126,2.6162,3.7299,4.3389,3.496,3.7867,3.4396,3.7538,3.9659,4.1961,4.5613,5.2601,7.4662,7.7532,6.8744,6.4986,6.3633,5.1739,5.6639,5.0212,4.3882,4.6033,4.5629,6.0876,4.8049,4.5636,6.5771,7.75,8.3306,6.1722,5.2154,6.8405,6.4771,7.4985,5.716,5.208,5.4721,5.8629,5.3509,5.2112,6.5501,5.8769,5.6618,5.931,5.2079,5.4062,4.2502,5.6658,6.7086,6.6714,6.3764,5.4273,5.175,4.2793,4.0967,3.4556,2.8508,3.8085,3.2326,3.5405,2.4164,3.7037,3.5011,3.6125,3.7519,3.6718
617,B,True,17.295,17.495,17.755,17.258,18.324,17.622,17.648,19.244,18.914,17.65,17.875,17.825,18.476,17.916,17.247,17.585,17.39,18.279,18.396,18.387,18.104,18.124,17.979,18.192,18.133,18.435,17.978,18.104,18.09,18.37,18.608,18.666,17.989,18.436,18.155,19.134,18.507,19.299,20.418,21.123,21.299,21.438,20.99,21.691,21.506,22.162,21.08,22.351,21.982,21.692,21.618,21.603,21.724,21.577,21.928,22.539,21.552,22.14,22.429,23.182,24.631,24.903,24.975,23.772,25.212,24.944,26.266,25.27,26.105,25.404,24.581,25.329,25.715,25.124,26.404,26.951,27.486,27.425,27.128,27.685,27.268,24.916,25.653,25.424,25.784,25.294,24.325,23.403,23.744,24.221,22.813,23.036,22.251,21.213,22.242,22.464,22.295,22.309,23.04,23.411,22.881,23.552,23.511,23.561,23.304,24.284,24.614,25.023,25.355,24.842,24.3,23.768,23.402,23.432,23.988
618,B,True,36.458,34.406,34.094,31.899,30.965,31.559,32.107,29.558,28.399,33.057,33.2,31.248,31.088,32.44,35.194,33.077,32.831,32.338,34.489,35.141,33.554,31.584,30.175,30.405,31.32,32.531,31.82,30.971,30.649,31.558,30.11,30.702,30.157,31.113,30.934,31.733,32.469,32.754,31.61,31.168,30.389,32.062,33.081,33.236,33.81,34.735,34.851,34.863,33.669,35.625,35.445,35.32,35.597,35.591,35.126,34.047,33.96,33.121,32.568,31.403,31.209,31.732,30.795,32.063,30.444,31.136,30.54,30.395,30.256,30.576,29.257,30.822,29.1,30.131,28.586,28.904,27.941,27.47,26.409,28.478,28.554,27.481,28.078,27.288,28.429,26.692,29.447,29.218,30.269,31.057,29.934,28.345,28.133,29.166,30.713,29.998,28.099,28.857,30.391,30.862,30.049,29.421,29.596,29.32,27.935,29.713,29.641,28.667,28.653,29.207,28.7,27.792,29.123,28.888,27.343
619,B,False,23.201,24.16,18.026,23.399,19.088,16.119,19.424,17.697,19.92,11.144,12.725,23.407,14.251,15.113,18.182,13.753,13.054,13.278,17.275,14.508,16.569,15.959,15.718,18.054,19.169,19.541,21.293,20.75,20.906,19.396,20.426,23.588,21.556,25.903,32.459,36.038,35.814,30.126,30.576,27.806,30.653,32.704,32.63,32.915,23.386,24.847,19.447,20.967,25.105,25.392,25.311,25.553,23.964,25.562,24.336,23.782,23.152,21.539,25.288,23.452,19.14,20.03,18.624,18.129,25.439,24.948,24.686,25.933,26.964,29.152,30.202,27.956,26.683,24.99,25.359,26.112,26.215,26.589,27.802,27.833,29.869,28.768,29.519,28.064,26.341,26.777,28.741,27.147,27.634,26.922,26.736,27.162,27.077,27.84,27.825,25.524,27.062,28.125,27.37,27.555,28.638,26.452,27.422,26.326,26.86,27.55,27.37,27.018,24.98,27.415,25.869,27.946,28.612,26.09,26.424
620,B,False,41.179,40.962,38.135,38.493,40.36,40.834,41.305,42.953,44.855,41.344,41.551,42.524,41.315,42.624,43.543,41.92,43.585,43.943,41.393,43.592,42.541,43.472,43.976,42.911,43.066,42.758,42.655,42.014,43.373,43.404,43.502,40.184,43.084,43.038,43.157,44.448,43.593,40.299,45.146,43.798,40.824,43.198,42.193,44.63,45.692,45.094,44.011,44.466,44.281,45.113,46.074,47.655,48.262,43.341,45.779,43.867,43.686,46.026,45.199,45.707,44.323,43.516,44.232,44.608,44.312,45.067,44.52,44.015,44.367,44.402,44.926,45.647,46.425,43.975,43.199,45.282,46.245,47.446,47.024,47.151,47.069,45.568,45.058,43.173,42.967,45.051,42.421,41.996,42.686,43.972,44.375,44.148,45.438,45.194,45.693,43.1,44.751,43.33,43.705,44.473,45.074,45.662,43.549,41.866,42.54,43.243,43.944,43.226,40.926,39.704,39.508,39.344,42.886,42.448,41.082
621,B,True,6.7239,6.6406,11.614,12.237,16.586,15.644,11.654,17.191,15.777,16.759,14.239,16.247,14.583,17.104,15.187,14.503,10.404,12.734,10.753,11.038,7.4742,5.4726,6.2963,7.1602,11.316,12.654,13.651,15.175,14.819,17.584,10.938,11.526,9.4402,8.3686,10.504,14.521,14.277,11.765,10.822,11.232,12.287,10.006,10.306,12.07,12.545,11.205,8.9214,7.2014,9.1979,8.2477,11.003,9.6552,9.1001,10.288,11.569,8.3089,11.718,11.565,11.166,12.174,13.526,15.797,13.654,12.804,15.374,15.98,17.911,14.568,15.245,12.144,14.619,13.051,14.212,12.187,11.411,13.563,11.532,10.366,12.703,13.891,12.574,13.67,13.107,13.537,15.693,14.079,14.69,14.948,16.045,14.335,14.129,12.923,12.74,13.44,12.265,13.505,12.206,13.695,12.193,12.81,11.785,11.212,9.1431,10.537,14.59,12.962,13.23,14.336,12.652,11.581,11.898,10.007,10.213,11.074,12.999
622,B,False,25.418,25.219,25.28,25.914,25.836,26.593,26.317,26.582,25.97,25.815,26.033,25.511,26.475,26.467,25.965,26.778,26.78,26.122,25.488,25.721,26.217,25.587,26.184,25.553,25.515,25.292,25.57,25.733,25.675,25.226,24.809,24.2,24.46,24.735,25.01,25.598,25.875,26.688,27.536,27.816,27.924,28.592,28.901,28.064,27.826,27.832,27.475,27.282,27.454,27.357,27.201,28.219,28.282,27.987,28.184,28.575,28.029,28.361,28.326,27.878,28.295,27.901,27.019,26.991,27.309,27.193,27.437,27.243,27.517,27.471,27.987,28.252,28.103,28.602,27.893,28.49,28.162,27.965,27.613,27.598,26.874,27.201,27.521,27.878,28.247,28.277,28.6,28.38,28.389,28.234,28.115,28.591,28.846,28.348,28.184,27.871,28.026,28.233,28.725,28.678,27.629,27.17,26.1,26.047,24.982,24.309,24.293,24.373,24.481,24.085,24.398,25.077,25.58,25.063,25.082
623,B,False,39.572,39.365,40.535,40.015,39.952,40.586,40.995,40.11,40.76,39.819,39.441,39.682,39.665,38.788,38.438,36.614,35.356,34.137,33.121,32.951,34.256,36.214,37.499,38.45,38.153,38.975,40.512,41.144,42.071,41.477,41.267,41.456,40.355,40.464,40.299,39.085,38.507,37.817,36.95,34.856,33.679,32.315,31.025,31.677,31.61,31.029,30.992,31.821,31.575,31.211,32.497,32.711,30.805,31.212,31.84,31.667,30.707,30.437,30.901,31.552,32.615,34.162,35.157,35.071,37.108,37.165,37.99,38.83,39.423,39.905,39.201,38.783,38.833,38.729,37.59,37.119,35.426,34.14,31.818,30.451,30.123,29.587,31.622,33.874,35.606,36.8,36.39,36.385,37.57,36.482,37.581,37.262,37.74,35.806,35.151,34.736,34.285,35.113,34.58,34.784,34.007,33.638,33.815,33.296,32.711,32.556,32.779,33.131,32.968,32.704,32.513,32.561,33.698,34.775,34.462
624,B,False,25.683,24.144,25.617,26.209,25.506,24.07,24.808,23.956,23.461,22.275,23.391,25.149,24.737,24.564,23.644,23.62,23.469,24.676,24.799,24.509,24.127,23.864,24.63,23.894,24.375,25.069,24.165,23.868,24.084,23.362,24.331,23.708,23.85,24.286,23.982,22.634,21.633,21.973,22.229,21.866,21.094,21.147,20.006,20.541,22.424,21.654,21.423,21.778,20.161,20.234,19.913,20.643,21.671,20.583,21.245,21.629,21.115,21.205,21.866,21.385,19.908,20.324,20.14,20.831,19.354,19.567,19.013,19.75,19.861,18.367,19.156,19.536,18.671,17.856,17.937,17.621,18.485,19.041,18.811,18.799,18.422,18.128,18.897,18.934,18.036,17.19,17.391,17.585,17.718,17.045,17.769,17.139,16.434,16.46,17.447,18.226,17.486,17.686,17.481,17.326,16.035,16.064,15.149,15.239,16.195,16.119,16.118,15.783,16.52,17.238,16.013,16.099,16.374,16.158,16.596
625,B,True,10.157,9.8073,10.446,11.422,10.47,10.074,11.01,10.414,9.9931,9.9617,9.2626,9.922,10.272,10.01,9.4394,9.2033,9.394,10.891,11.651,10.126,9.0076,9.4102,10.226,9.0909,9.4178,10.952,10.022,10.206,11.819,10.52,9.0731,9.3905,9.8011,9.035,9.7342,9.8361,10.12,9.2207,9.8083,10.267,9.8328,9.5949,8.362,9.2712,9.4408,9.6783,9.4858,9.1326,8.9181,9.3983,8.3661,8.6259,8.8883,8.5635,8.7374,8.1061,7.0115,7.9739,7.8637,7.685,7.205,8.0908,8.6753,7.8082,7.0004,6.932,7.4391,6.9209,8.4792,7.4372,7.0629,7.7979,6.4629,6.6213,7.5587,6.385,6.4848,6.1338,7.2188,6.5635,6.8927,7.6495,7.1691,6.3754,5.6112,6.1626,6.0424,5.8999,6.1836,5.9328,6.1278,5.8262,5.4212,6.775,6.0895,5.8096,5.9367,4.879,6.4469,5.0808,5.424,5.0183,5.5111,4.8691,5.1855,4.437,4.8553,4.6132,4.0117,4.1679,3.3246,3.208,3.0423,2.6775,2.852
626,B,True,58.589,59.018,59.524,59.168,58.899,59.344,58.629,58.726,58.918,58.448,58.25,58.567,58.12,57.735,58.249,58.195,58.051,57.92,57.591,57.556,57.474,57.04,57.431,57.352,57.025,56.73,57.026,57.305,56.857,57.124,57.274,57.491,57.616,57.296,57.551,57.403,57.354,57.863,58.023,57.958,58.163,58.235,58.761,59.303,59.351,59.179,59.404,60.244,60.313,60.106,60.445,61.306,61.124,61.298,61.362,61.98,61.143,61.187,60.994,60.42,59.8,59.705,60.186,59.723,59.618,59.184,59.487,59.796,59.901,59.632,60.219,60.622,60.451,60.705,61.247,61.493,61.581,61.539,62.101,61.924,61.989,61.972,62.261,62.294,61.63,62.061,61.623,61.833,61.466,61.142,61.454,61.824,61.748,62.08,62.067,62.063,61.537,61.497,61.498,61.714,61.809,61.339,61.374,61.07,61.213,60.377,59.991,60.125,60.059,59.482,59.536,59.317,60.218,59.991,60.451
627,B,False,15.759,15.749,16.039,15.181,14.466,16.405,16.87,15.621,16.088,16.69,16.268,17.581,16.67,17.582,15.74,15.541,14.55,14.438,13.819,13.64,13.828,13.444,13.122,12.845,12.892,13.729,12.659,12.371,11.941,12.128,12.059,11.421,12.064,10.723,11.703,11.905,10.302,11.193,11.922,10.967,12.006,11.338,10.972,10.532,11.174,10.528,10.708,11.785,11.095,11.335,10.726,10.608,10.275,11.596,10.751,10.404,10.818,10.943,10.475,9.7806,9.5897,10.557,10.071,10.048,9.1218,9.1539,9.3431,9.0947,8.8171,8.8198,8.6136,8.7421,8.1247,8.3549,8.2997,7.7596,8.2656,8.2794,8.4363,8.8655,8.5795,8.3274,8.0977,8.4993,8.532,7.6712,7.9933,7.4463,8.4736,6.9778,7.2308,6.9179,6.4411,6.1692,6.5846,6.9226,6.106,5.9938,5.7984,6.3544,5.9088,5.3996,5.5961,5.5876,5.3212,5.6914,4.834,4.6912,5.1514,5.5589,5.7208,4.9241,5.3348,5.6881,5.2899
628,B,True,18.486,20.476,19.106,18.81,19.235,17.452,16.59,17.085,17.795,18.485,18.62,17.931,17.144,18.29,18.01,19.05,18.503,20.422,21.167,20.937,19.344,19.046,19.372,21.087,20.01,20.225,20.109,18.988,19.466,20.214,19.554,19.722,19.357,19.681,19.258,19.906,19.096,18.216,19.507,20.727,21.702,20.529,20.886,21.818,23.098,22.657,21.894,18.735,18.207,18.499,18.682,16.825,17.827,16.695,18.238,18.259,18.115,18.722,17.488,17.74,18.539,16.679,15.309,16.177,16.127,17.238,19.02,17.911,17.337,16.366,19.661,18.502,19.753,16.873,17.575,16.268,19.274,15.588,15.444,14.858,15.131,15.699,16.826,15.884,16.185,22.317,16.282,17.559,17.471,15.652,20.501,16.037,17.1,17.636,18.077,18.233,19.12,18.15,16.69,16.784,15.973,17.202,16.594,16.549,16.978,17.151,16.395,18.092,17.723,16.446,17.705,17.396,15.875,15.893,16.559
629,B,False,1.0268,1.3272,2.2654,2.2152,1.6604,1.6429,1.8255,2.0649,3.0612,2.6559,2.3643,2.0669,2.0028,3.2453,2.0624,2.4618,3.9729,3.9848,3.1773,2.9956,2.5921,2.654,3.7293,3.6702,3.0291,3.4135,3.6273,3.1868,1.4882,2.4441,2.3512,2.5972,3.4804,3.9596,3.6346,3.6098,4.0199,3.8083,3.9844,2.8052,2.7928,3.2123,2.8659,2.7079,2.1667,2.7528,1.9086,2.454,2.3732,2.4574,1.634,1.2544,2.413,1.436,2.3786,1.3503,1.3701,2.1664,1.4159,1.7822,1.5092,3.1233,6.7754,3.5425,8.8514,7.3377,9.1579,8.3191,4.2155,3.0063,4.1247,3.5618,3.2969,3.8961,4.6347,3.2873,4.2728,5.5098,4.3267,4.4239,5.0708,5.922,5.6983,5.5713,5.5912,7.2589,5.6011,5.1973,4.4607,7.0768,7.0965,8.0638,8.0266,7.6574,6.4637,7.8846,7.5169,7.496,8.3467,7.5743,7.0174,7.9069,7.4841,6.549,5.7798,6.0413,6.9033,6.6771,6.3995,6.8036,8.4361,6.9236,7.6561,6.1318,6.2212
630,B,True,31.46,31.659,31.052,30.804,30.891,31.078,30.4,30.471,31.35,31.02,31.369,31.388,30.738,31.629,30.379,30.022,30.791,29.512,29.978,30.185,29.615,29.402,28.811,29.314,29.424,29.012,28.54,28.755,29.482,29.787,29.202,29.573,28.908,28.925,29.548,29.264,28.806,28.887,28.53,28.722,29.012,28.964,28.898,28.914,29.182,29.44,29.17,29.104,28.588,28.171,28.676,28.667,28.664,28.739,28.543,28.639,28.558,28.779,28.401,28.56,28.416,29.028,29.035,28.967,29.265,29.556,29.092,29.228,30.167,29.775,29.724,29.505,28.994,28.884,28.975,28.627,29.431,29.474,29.773,29.566,29.768,29.461,29.819,29.623,29.833,29.734,30.268,30.598,30.453,30.044,29.356,29.337,29.485,29.29,29.511,29.061,29.214,29.151,29.32,28.91,28.878,28.766,28.581,28.625,28.388,28.419,28.727,29.009,29.088,28.874,29.282,29.282,29.173,29.423,29.391
631,B,False,36.119,36.143,35.164,35.025,35.545,35.721,35.515,34.009,34.703,34.326,35.214,35.744,35.92,36.296,37.251,36.435,36.634,36.617,37.612,37.226,40.142,42.12,42.434,43.787,43.136,41.653,43.604,44.165,44.062,43.615,43.534,42.167,40.414,44.818,43.17,42.213,43.066,45.905,46.213,45.883,43.83,45.642,46.233,45.46,44.439,46.517,44.07,46.218,45.199,45.109,44.829,45.562,45.497,45.028,43.686,42.477,42.618,42.456,42.717,43.098,42.132,42.223,43.223,44.059,43.132,43.489,43.685,44.762,45.147,44.605,44.882,45.379,45.097,44.703,44.301,45.099,45.273,43.877,42.884,42.724,41.65,40.916,41.316,41.101,42.027,41.765,42.057,42.102,42.241,43.748,42.589,42.719,43.713,44.497,44.049,43.986,44.626,44.81,44.037,44.147,44.203,44.121,44.724,45.093,44.541,44.181,44.486,44.617,44.67,44.335,43.582,43.919,44.366,44.791,45.028
632,B,False,33.974,33.061,33.288,33.599,33.153,33.65,33.205,31.961,32.549,32.244,32.335,32.213,32.551,32.73,33.267,32.717,33.007,32.778,32.394,32.301,33.04,32.743,34.326,34.422,34.061,34.38,34.899,34.462,33.997,35.153,35.028,34.212,34.744,34.642,34.379,33.949,34.935,34.461,34.62,34.28,34.811,35.24,35.343,35.726,35.535,35.058,35.734,36.107,36.071,35.974,34.96,34.526,35.127,34.731,34.932,35.827,35.495,34.243,35.191,35.921,35.85,35.666,36.083,35.584,35.974,35.209,34.845,34.833,34.653,34.166,34.537,34.459,34.145,34.366,34.017,34.337,34.652,35.222,36.141,35.465,35.666,35.563,36.186,36.156,36.222,36.509,35.791,36.68,36.404,35.666,36.838,37.286,37.58,37.429,37.377,37.775,37.74,38.611,36.806,38.275,38.003,37.784,37.737,37.853,38.118,37.724,38.408,38.364,38.489,38.894,38.855,38.782,39.872,39.453,39.181
633,B,True,20.525,21.733,19.607,20.953,21.708,18.173,15.093,18.613,20.219,19.265,19.569,19.415,17.917,21.286,21.426,19.08,17.296,19.6,17.645,19.218,19.972,22.116,18.496,19.035,20.956,20.82,19.582,19.252,21.166,21.525,20.475,22.253,23.74,24.869,21.765,22.131,22.486,22.447,20.413,19.311,22.558,21.197,17.523,16.732,19.781,19.0,20.089,23.181,23.597,22.714,21.51,22.485,22.308,21.682,22.679,22.115,21.721,21.657,21.345,23.121,21.502,22.762,24.025,21.727,23.492,20.766,19.845,19.497,20.206,16.202,18.981,16.342,16.679,17.167,18.098,15.718,16.976,19.77,20.047,19.056,20.75,21.522,22.476,21.133,21.727,20.918,19.679,19.124,17.643,19.566,17.083,17.461,16.575,17.045,19.355,19.108,19.669,18.977,16.632,17.741,17.772,17.201,16.016,17.332,16.42,17.86,17.22,19.58,18.6,17.772,18.292,18.749,19.005,17.436,17.27
634,B,True,20.791,17.326,15.513,14.651,11.813,11.244,11.68,11.314,13.32,13.357,12.243,10.48,11.65,14.364,15.255,14.966,15.042,15.778,14.888,13.488,16.165,19.233,19.81,21.545,21.528,23.629,23.179,20.72,20.353,22.893,21.858,24.034,24.043,23.874,23.967,23.509,23.557,21.902,19.654,17.888,16.528,15.48,14.175,16.468,16.104,15.402,18.966,17.828,19.067,19.308,18.433,18.689,20.121,21.499,21.422,20.494,21.746,22.09,24.383,26.383,26.762,25.736,25.424,24.436,24.452,24.165,24.243,24.226,23.274,24.292,25.098,23.533,24.173,24.723,24.739,25.0,24.571,26.461,27.442,26.725,25.74,25.193,25.583,28.556,28.228,29.151,30.882,30.317,28.404,28.523,27.515,25.798,24.736,23.535,22.608,23.996,23.024,23.082,23.479,26.887,26.976,27.063,28.27,29.265,29.319,31.024,30.459,30.699,29.936,29.442,28.504,26.908,24.79,24.12,24.492
635,B,False,28.45,28.359,28.099,28.412,27.911,27.938,28.65,28.227,27.321,26.557,25.977,25.111,26.856,26.428,26.047,26.187,26.124,25.784,27.226,27.87,28.475,28.458,29.348,28.97,28.626,27.723,27.579,28.084,26.803,25.746,24.305,21.286,21.34,20.065,21.3,21.02,20.661,21.709,21.662,22.583,23.61,24.027,24.03,24.583,25.69,26.011,25.649,25.111,24.86,23.87,24.335,23.772,23.194,23.252,22.431,21.889,20.595,19.848,17.954,17.653,17.754,15.991,14.851,13.979,13.935,14.883,15.775,14.652,13.929,14.64,15.19,16.804,17.873,16.836,18.058,20.002,21.198,20.435,20.329,19.565,19.459,19.219,20.893,20.699,20.065,18.386,18.286,17.171,16.052,14.913,14.822,13.9,15.207,16.768,15.994,16.35,17.332,19.361,19.977,18.925,19.141,18.498,18.321,18.488,17.583,18.226,17.454,16.614,17.699,17.221,16.982,15.969,16.627,16.534,16.103
