,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115
995,B,True,16.183,16.335,17.659,16.943,16.682,16.802,17.479,16.626,16.544,16.918,18.09,17.883,18.809,18.319,19.445,17.244,16.877,16.717,17.288,19.44,19.627,18.666,0.0,17.587,17.062,17.493,17.451,17.711,18.279,18.121,18.092,17.751,17.638,17.691,17.568,17.242,18.298,17.375,17.618,18.225,17.83,18.574,17.82,18.36,18.74,18.589,18.722,18.236,18.516,18.327,18.722,19.411,18.604,18.883,18.921,18.703,18.057,18.679,18.682,18.349,18.418,18.678,18.485,18.339,18.468,18.669,18.808,19.027,19.283,19.081,19.555,19.958,19.817,19.05,19.209,19.126,19.031,19.089,19.352,19.401,19.529,19.13,19.281,19.359,19.465,19.532,19.997,19.718,19.368,19.456,19.951,20.328,19.825,19.796,20.041,19.867,19.944,19.521,19.216,19.513,19.424,19.47,19.753,19.536,19.285,19.308,19.584,19.587,19.552,19.482,19.428,19.541,19.63,20.122,19.848
996,B,False,36.108,35.856,35.498,35.307,35.215,35.162,35.023,35.276,35.322,35.11,35.216,35.596,35.74,35.746,35.571,35.565,35.636,35.668,35.709,35.779,35.426,35.41,35.185,35.1,35.023,34.866,34.968,35.183,35.022,35.123,34.897,34.796,35.016,35.03,35.361,35.433,35.61,35.494,35.505,35.76,36.014,35.75,35.798,35.638,35.503,35.572,35.459,35.516,35.724,36.11,35.891,35.786,0.0,36.308,36.437,36.475,36.384,36.312,36.412,36.482,36.919,36.816,36.986,37.048,36.753,36.876,37.132,36.771,36.505,36.406,36.173,35.852,36.514,36.596,36.729,36.684,36.806,37.272,37.644,37.776,37.68,37.549,37.634,38.032,38.321,38.325,38.385,38.421,38.778,38.612,38.088,38.347,38.681,38.381,38.59,38.814,38.57,38.473,38.611,38.885,39.09,39.305,39.139,39.275,39.124,39.39,39.531,39.261,39.247,39.414,39.139,39.618,39.311,39.473,39.499
997,B,False,22.711,23.668,22.227,22.223,23.003,23.274,23.11,22.879,22.9,22.661,21.197,22.093,21.104,23.623,23.166,22.632,22.412,23.163,23.987,25.813,23.577,24.113,24.952,23.606,21.907,21.087,21.125,21.033,24.384,25.59,24.39,26.156,25.185,24.99,29.669,29.37,26.734,23.68,25.155,26.417,28.42,24.548,27.004,28.132,29.465,27.207,26.388,29.353,31.872,28.869,29.424,32.751,31.053,35.04,34.51,38.617,39.246,39.525,37.211,39.93,39.36,35.7,34.362,34.256,36.147,35.682,37.529,37.807,38.093,38.678,39.519,38.858,42.832,39.431,39.168,37.674,42.048,40.696,38.947,37.554,35.405,35.251,34.25,34.577,36.03,37.031,37.478,36.759,41.834,39.546,40.284,38.738,42.0,39.144,39.864,38.268,37.916,41.468,40.825,43.234,42.052,39.703,40.244,40.114,40.27,39.077,38.066,37.394,36.819,38.232,37.364,39.861,39.357,38.943,40.042
998,B,False,36.981,36.626,36.313,36.937,36.353,35.973,35.999,35.428,34.254,34.559,34.7,34.591,34.743,35.15,33.607,34.724,33.554,33.876,33.373,34.436,34.991,35.92,36.25,34.586,35.471,35.823,36.275,35.749,35.625,35.366,34.84,34.772,34.048,33.538,34.598,34.105,34.212,33.588,34.349,33.711,33.356,32.946,32.995,32.419,33.03,33.185,33.372,33.099,33.709,34.247,34.434,34.656,35.752,35.592,34.845,34.573,33.493,33.72,34.184,33.512,33.234,32.519,31.898,32.277,32.641,32.194,33.616,33.028,34.582,33.463,32.276,31.779,31.435,31.954,33.423,31.615,32.185,32.57,32.573,32.528,32.905,32.985,33.867,33.205,33.271,33.435,32.558,32.85,31.556,31.796,31.858,31.801,31.376,30.848,31.04,30.67,29.903,30.456,31.01,32.428,31.579,32.301,32.112,33.577,32.761,32.964,32.644,31.355,30.577,30.6,30.585,30.156,30.605,30.862,29.419
999,B,False,23.089,23.151,23.256,22.617,22.71,22.932,22.687,22.69,22.756,22.631,22.366,23.066,22.607,22.46,22.748,22.571,22.628,22.909,22.585,23.088,22.935,22.554,22.546,22.409,22.616,22.344,22.192,22.565,22.486,22.55,22.325,22.126,22.136,22.065,22.142,22.45,22.265,22.234,22.419,22.127,21.831,21.822,21.949,21.823,21.78,21.835,21.814,21.895,21.95,22.013,22.035,22.126,22.056,22.274,21.864,22.11,22.154,22.064,22.248,22.386,22.355,22.254,22.562,22.572,22.481,22.429,22.485,22.424,22.231,22.233,21.929,21.986,22.244,22.115,22.139,22.19,22.13,22.004,22.035,22.137,22.159,22.38,22.328,22.563,22.558,22.371,22.566,22.526,22.452,22.354,22.301,22.21,22.371,22.305,22.338,22.384,22.13,22.147,22.166,22.27,22.243,22.221,22.302,22.518,22.275,22.246,22.286,22.359,22.319,22.413,22.424,22.636,22.777,22.588,22.825
1000,B,False,40.104,40.69,41.168,41.34,41.368,41.912,41.989,42.541,42.512,43.043,43.032,43.238,42.971,43.239,43.026,42.966,43.389,43.399,43.763,43.642,43.692,44.232,43.99,44.127,43.564,43.949,44.105,43.669,43.615,43.413,43.793,44.294,44.7,44.07,42.986,42.836,42.429,41.976,42.158,41.538,41.813,41.666,41.014,40.854,41.699,42.129,42.418,43.148,43.815,43.848,44.261,44.842,44.698,44.779,44.841,44.872,45.042,45.01,45.201,45.163,45.292,45.167,45.041,44.699,44.942,44.354,44.157,44.251,44.278,44.602,44.809,44.719,44.463,44.616,44.334,44.021,44.129,44.161,43.95,43.993,43.899,44.022,44.102,44.112,44.301,43.793,43.903,44.287,44.413,43.932,43.607,43.796,43.656,43.716,43.758,43.688,43.565,43.943,43.936,44.385,44.338,44.142,43.987,44.316,44.735,45.306,45.385,45.338,44.89,45.129,45.163,45.002,44.795,44.742,44.362
1001,B,False,28.037,27.963,27.752,27.915,27.798,27.958,27.83,28.005,28.168,28.028,28.194,28.008,28.244,28.081,27.912,27.724,27.859,27.972,28.013,27.875,27.343,27.429,27.794,27.942,27.88,28.073,27.954,28.036,28.089,28.448,28.514,28.416,28.545,28.678,28.917,28.343,28.014,27.889,27.425,27.217,27.06,26.897,27.409,27.701,27.651,27.511,27.949,28.08,28.501,28.484,28.62,28.961,29.045,29.407,29.513,29.387,29.815,29.675,30.149,29.675,29.589,29.528,29.316,29.608,29.845,29.997,29.84,29.844,29.791,29.915,30.165,29.727,29.861,29.891,29.984,30.182,30.582,30.451,30.28,30.467,30.133,30.035,30.311,29.984,29.934,29.689,29.434,28.916,29.117,29.127,28.774,28.726,28.79,28.819,28.938,28.731,29.112,29.548,29.769,29.84,30.047,30.171,30.044,29.733,29.704,29.559,29.755,29.828,29.872,29.377,29.602,29.486,29.439,29.555,29.652
1002,B,False,31.446,31.427,31.102,31.02,30.555,31.071,30.441,30.267,30.386,30.488,30.308,29.828,30.254,30.442,30.511,30.217,29.932,29.959,29.471,29.443,29.871,30.717,30.149,29.813,29.887,30.069,30.225,30.24,30.177,30.039,29.643,29.161,28.986,29.534,29.971,29.091,29.041,29.43,29.182,29.246,28.954,29.504,28.815,29.35,28.968,28.868,28.648,28.53,28.424,28.27,28.351,28.473,28.324,28.318,28.075,28.222,28.533,28.302,28.514,28.906,29.112,28.508,29.131,28.7,28.352,28.349,28.368,28.594,28.616,28.24,28.148,28.511,28.423,28.74,28.356,28.197,28.263,28.226,29.01,28.645,28.856,28.561,28.532,28.839,28.547,27.68,27.914,27.815,28.427,28.279,28.047,28.117,28.305,28.081,28.032,28.218,28.137,28.308,28.399,28.119,28.43,27.729,27.894,28.078,28.104,28.007,28.522,28.426,28.214,28.242,27.459,27.825,27.786,27.95,27.226
1003,B,False,18.992,19.372,19.253,20.331,20.308,19.504,20.124,19.655,19.363,19.439,19.193,18.868,19.084,18.866,19.47,20.15,20.811,20.025,20.583,20.219,19.633,18.92,18.946,19.595,18.717,18.414,18.849,19.256,18.742,18.492,18.753,19.436,19.523,19.346,19.574,18.951,19.592,20.403,20.379,20.135,19.196,19.832,20.398,19.267,20.186,20.416,18.865,18.508,18.999,19.433,18.201,17.585,18.905,18.912,19.408,19.918,19.847,21.284,20.271,20.81,20.214,20.583,20.907,20.463,21.304,21.161,20.606,20.361,20.87,20.224,20.024,20.452,19.183,18.815,17.513,18.181,17.541,17.691,17.656,17.265,17.55,17.363,18.217,18.943,17.451,17.256,17.833,18.005,17.431,16.114,16.188,16.4,16.595,16.551,16.519,16.17,16.443,16.31,15.985,16.148,16.136,15.636,16.268,16.368,16.593,15.679,15.767,15.866,16.103,16.969,16.838,16.93,16.557,17.167,17.712
1004,B,False,29.457,29.929,29.965,29.134,28.963,28.497,28.403,28.961,28.356,28.301,28.149,28.478,28.78,29.009,28.859,28.904,29.126,29.152,29.054,29.161,28.467,27.66,27.67,27.897,28.379,28.824,29.041,28.738,29.941,29.78,29.82,29.63,28.901,29.112,29.073,28.172,27.536,27.302,27.177,27.689,27.548,27.32,26.877,27.613,27.535,27.273,27.731,27.342,26.568,26.702,27.158,27.138,27.746,27.387,27.051,27.259,26.926,27.043,27.069,26.841,27.545,27.111,27.015,27.004,26.306,26.223,26.304,26.377,25.731,26.24,25.818,26.096,25.623,26.061,24.962,25.715,25.991,25.533,25.173,24.785,25.341,24.882,24.14,24.653,23.624,23.479,23.307,24.084,23.639,23.848,24.245,24.51,25.192,25.139,24.607,24.777,23.873,24.271,24.686,23.902,23.469,24.124,23.191,25.621,24.76,25.367,26.765,27.712,28.105,28.35,27.298,27.29,27.878,27.97,26.711
1005,B,False,44.411,44.254,44.177,44.187,44.118,43.803,43.635,43.41,43.306,42.807,43.302,43.03,43.121,42.901,42.541,41.932,42.188,41.935,42.015,41.895,41.165,41.701,42.075,42.07,42.546,42.322,42.368,42.503,42.475,42.185,41.913,42.402,42.345,42.598,42.544,43.027,42.984,42.802,43.1,43.024,43.007,43.299,42.987,43.994,43.707,43.758,43.423,43.841,43.069,42.365,42.283,42.167,41.413,40.461,40.611,40.377,39.907,40.104,40.69,41.168,41.34,41.368,41.912,41.989,42.541,42.512,43.043,43.032,43.238,42.971,43.239,43.026,42.966,43.389,43.399,43.763,43.642,43.692,44.232,43.99,44.127,43.564,43.949,44.105,43.669,43.615,43.413,43.793,44.294,44.7,44.07,42.986,42.836,42.429,41.976,42.158,41.538,41.813,41.666,41.014,40.854,41.699,42.129,42.418,43.148,43.815,43.848,44.261,44.842,44.698,44.779,44.841,44.872,45.042,45.01
1006,B,False,42.544,43.027,42.984,42.802,43.1,43.024,43.007,43.299,42.987,43.994,43.707,43.758,43.423,43.841,43.069,42.365,42.283,42.167,41.413,40.461,40.611,40.377,39.907,40.104,40.69,41.168,41.34,41.368,41.912,41.989,42.541,42.512,43.043,43.032,43.238,42.971,43.239,43.026,42.966,43.389,43.399,43.763,43.642,43.692,44.232,43.99,44.127,43.564,43.949,44.105,43.669,43.615,43.413,43.793,44.294,44.7,44.07,42.986,42.836,42.429,41.976,42.158,41.538,41.813,41.666,41.014,40.854,41.699,42.129,42.418,43.148,43.815,43.848,44.261,44.842,44.698,44.779,44.841,44.872,45.042,45.01,45.201,45.163,45.292,45.167,45.041,44.699,44.942,44.354,44.157,44.251,44.278,44.602,44.809,44.719,44.463,44.616,44.334,44.021,44.129,44.161,43.95,43.993,43.899,44.022,44.102,44.112,44.301,43.793,43.903,44.287,44.413,43.932,43.607,43.796
1007,B,False,30.217,30.598,31.195,31.767,31.897,31.95,30.563,31.97,31.485,31.887,31.327,30.293,31.381,32.801,31.244,30.125,29.798,28.308,28.35,28.646,27.964,28.864,29.184,28.452,27.506,28.136,29.119,29.496,29.634,29.95,30.667,29.952,29.337,30.495,32.481,32.884,33.889,33.042,34.282,34.399,32.473,32.591,34.044,32.83,34.058,34.188,34.175,33.958,33.771,33.845,32.847,31.47,30.614,29.972,28.994,28.505,29.091,29.276,28.621,30.28,30.155,30.579,30.524,30.116,30.745,31.125,32.046,32.04,32.287,32.918,33.001,34.084,35.262,35.706,34.73,34.16,33.74,34.059,33.919,33.825,33.585,33.259,33.742,34.628,33.468,33.952,34.449,34.087,33.971,33.823,34.981,35.392,35.417,34.799,34.54,34.593,36.292,36.135,36.878,37.646,37.717,36.907,36.921,36.041,34.817,34.485,33.341,33.053,34.009,33.579,33.372,33.942,35.335,35.691,35.743
1008,B,False,29.715,30.811,29.586,30.419,28.575,28.646,30.278,30.288,28.451,28.948,29.727,27.783,28.211,29.149,27.61,28.2,26.638,29.36,28.402,27.416,28.792,27.152,27.775,29.179,29.617,31.097,30.727,29.296,31.094,31.313,31.89,30.803,31.344,29.763,31.063,29.585,29.148,28.312,29.307,27.685,28.721,27.352,25.977,26.659,26.843,27.999,28.881,29.112,29.635,29.005,30.038,28.494,29.052,28.86,27.522,29.061,30.122,28.429,27.702,26.521,26.703,26.933,25.979,25.538,26.457,27.529,26.324,25.302,24.555,26.15,24.727,26.274,25.774,24.789,25.409,25.982,24.065,26.303,25.894,25.869,26.975,27.206,28.079,26.463,26.325,27.309,28.534,29.493,27.484,27.703,26.767,27.817,26.493,27.33,26.323,25.729,26.916,26.212,26.358,27.245,27.453,26.875,27.861,27.113,27.163,28.316,27.686,27.414,27.487,28.746,27.601,28.009,27.056,27.095,27.476
1009,B,False,19.285,19.308,19.584,19.587,19.552,19.482,19.428,19.541,19.63,20.122,19.848,19.868,20.193,20.149,19.943,20.16,20.076,20.134,20.272,20.288,20.419,20.277,20.109,20.226,20.195,20.307,20.167,20.382,20.418,20.752,20.909,20.874,21.199,21.073,20.97,20.959,20.769,20.723,20.808,20.893,21.096,21.049,20.874,20.878,20.692,20.748,21.21,21.081,21.325,20.858,20.944,21.024,21.082,21.016,21.055,21.194,21.336,21.352,20.952,21.171,21.021,20.986,21.389,21.154,21.288,21.172,21.454,21.577,21.384,21.802,21.816,21.839,21.761,22.28,22.377,22.358,22.292,22.451,22.766,22.812,23.2,23.107,22.944,22.429,23.153,22.887,22.631,22.857,22.577,22.525,22.808,23.016,22.79,23.056,23.147,23.358,23.828,24.231,23.657,24.613,24.869,25.045,25.211,25.661,25.301,25.375,25.07,25.408,25.722,25.737,25.912,25.394,25.354,26.131,25.087
1010,B,False,23.306,23.284,23.306,23.239,23.354,23.32,23.59,23.477,23.211,23.38,23.597,23.403,23.353,23.446,23.595,23.284,23.332,23.655,23.632,23.825,23.805,23.875,23.742,23.957,23.948,23.8,23.734,24.191,24.256,24.467,24.594,24.468,24.671,24.536,24.694,24.548,24.296,24.212,24.27,23.885,23.886,23.781,23.566,23.659,23.505,23.417,23.524,23.556,23.827,23.833,24.12,24.257,24.334,24.176,24.463,24.407,24.356,24.463,24.404,24.607,24.367,24.301,24.366,24.201,24.252,24.286,24.188,24.34,24.519,24.509,24.313,24.375,24.341,24.216,24.2,24.428,24.498,24.375,24.332,24.44,24.608,24.48,24.689,24.691,24.707,24.824,24.936,24.99,24.675,24.861,25.148,25.185,25.137,25.271,25.46,25.223,25.123,25.155,25.213,25.31,25.611,25.336,25.563,25.668,25.896,26.264,26.476,26.496,26.314,25.973,26.0,25.996,25.986,25.738,25.34
1011,B,False,25.688,26.365,26.114,26.066,25.549,25.868,26.115,25.536,25.696,25.359,25.468,25.586,26.09,25.542,25.936,25.965,26.397,26.269,26.473,27.296,26.822,26.511,26.683,27.209,26.929,26.715,27.649,27.692,27.658,28.068,28.284,28.146,28.499,28.707,29.21,29.11,28.605,28.145,28.024,27.847,27.754,27.774,28.02,28.244,27.704,28.184,27.972,28.127,28.018,27.891,27.838,27.769,27.982,28.599,28.355,28.146,28.268,28.721,28.627,28.288,28.531,28.605,29.082,29.079,28.854,28.145,28.702,28.715,28.672,28.739,28.617,28.968,28.925,28.852,28.938,29.853,29.51,28.98,29.097,29.51,29.625,29.566,29.95,29.996,29.981,30.135,29.934,30.911,30.646,30.874,30.391,30.536,30.412,31.021,30.894,31.17,31.074,31.31,31.254,31.37,31.256,32.005,32.164,31.94,32.298,31.819,32.412,32.095,32.123,32.739,32.309,32.26,32.488,32.323,32.289
1012,B,False,22.712,23.334,22.88,22.978,23.066,23.542,23.393,23.515,23.639,23.714,23.876,24.163,23.676,23.533,22.959,23.485,22.575,22.777,22.647,22.425,22.669,22.799,22.599,22.47,22.486,22.987,22.354,22.668,22.827,22.591,22.618,22.645,22.375,22.442,21.945,21.798,21.758,21.656,21.484,21.492,20.867,20.841,20.702,21.159,21.029,20.834,20.766,20.64,20.775,20.693,21.049,20.723,20.403,20.671,20.36,20.473,20.138,20.115,20.164,20.075,20.39,19.979,19.99,19.774,20.167,19.983,20.014,20.33,19.792,20.036,20.136,20.118,20.382,20.093,20.607,20.437,20.704,20.342,20.245,20.25,20.033,20.305,20.047,19.926,19.908,20.444,20.691,20.296,19.809,19.763,19.555,19.118,18.847,18.976,18.813,19.048,18.975,18.671,18.538,18.323,18.702,18.735,18.374,18.778,18.648,18.56,18.295,18.696,18.177,18.097,17.892,17.865,17.926,17.388,17.513
1013,B,False,34.957,34.256,33.991,33.88,33.805,34.202,33.84,34.081,33.791,34.035,34.558,34.924,34.631,34.287,34.638,34.005,33.953,33.577,33.426,33.243,32.958,33.423,33.2,34.002,33.214,33.303,32.934,32.8,32.734,32.806,32.905,32.647,32.407,32.712,32.253,32.728,32.886,32.057,31.944,31.774,31.852,31.768,31.553,32.097,32.002,31.853,32.409,31.827,31.629,31.972,31.699,31.638,31.459,30.873,31.593,31.666,31.404,31.074,31.289,30.708,30.76,30.653,30.447,30.877,30.601,29.931,29.843,30.266,29.978,29.88,29.668,29.847,29.75,29.96,29.596,29.66,29.705,29.326,29.036,29.044,28.89,28.806,29.228,29.268,29.108,29.224,29.746,29.571,29.273,30.19,29.459,29.843,29.911,29.759,29.926,28.957,29.08,29.014,28.886,28.665,28.839,28.782,0.0,28.739,28.779,28.632,28.607,28.376,28.784,28.902,28.76,28.615,28.517,28.144,27.94
1014,B,False,36.223,36.025,36.141,35.997,35.903,35.951,35.897,36.159,36.553,36.481,36.431,36.335,36.56,36.609,36.964,36.836,36.667,36.559,36.539,35.862,35.942,36.073,36.468,36.382,36.378,36.273,35.806,35.712,35.611,35.538,35.147,35.226,35.146,35.507,35.464,35.476,35.795,35.736,36.031,35.771,36.086,36.062,36.096,36.037,36.153,36.357,36.085,35.717,35.578,35.568,35.661,35.873,35.691,35.551,35.464,35.16,34.828,34.942,35.007,34.786,34.822,34.827,34.78,34.965,35.392,35.253,34.726,34.973,34.516,34.865,34.852,34.598,34.704,34.274,33.869,34.142,34.141,33.61,33.409,33.144,32.653,32.696,33.123,33.527,33.537,33.751,33.887,34.22,34.118,34.281,34.162,34.018,33.949,34.114,34.095,34.115,34.257,33.931,33.855,33.837,33.618,34.064,33.731,33.392,33.222,33.173,33.065,32.897,32.978,32.75,32.966,33.136,32.862,32.48,32.574
1015,B,False,32.663,28.121,33.029,32.975,31.167,35.157,33.807,33.53,31.485,34.174,32.132,30.918,30.582,30.345,31.913,27.585,28.808,34.065,29.148,29.691,31.585,29.064,28.861,29.139,30.62,30.193,30.624,31.188,30.204,31.24,32.266,31.585,32.824,32.573,32.989,32.529,33.534,34.672,34.375,36.703,39.669,40.673,40.634,37.689,37.721,36.638,38.442,38.015,37.974,38.102,34.136,33.375,31.715,32.338,34.198,34.974,34.832,34.495,33.629,34.455,34.07,33.802,33.634,31.76,33.549,33.083,30.861,31.375,30.485,30.764,34.509,34.813,33.714,34.654,35.672,37.161,37.183,36.445,35.314,34.116,34.551,34.677,34.352,34.991,35.522,35.418,36.169,35.677,36.987,36.302,34.617,34.657,35.801,35.618,35.571,35.309,34.913,35.263,35.58,36.263,35.964,35.193,35.651,36.693,36.276,36.712,37.403,36.816,36.803,36.724,36.79,37.017,36.832,36.384,35.533
1016,B,False,29.504,28.815,29.35,28.968,28.868,28.648,28.53,28.424,28.27,28.351,28.473,28.324,28.318,28.075,28.222,28.533,28.302,28.514,28.906,29.112,28.508,29.131,28.7,28.352,28.349,28.368,28.594,28.616,28.24,28.148,28.511,28.423,28.74,28.356,28.197,28.263,28.226,29.01,28.645,28.856,28.561,28.532,28.839,28.547,27.68,27.914,27.815,28.427,28.279,28.047,28.117,28.305,28.081,28.032,28.218,28.137,28.308,28.399,28.119,28.43,27.729,27.894,28.078,28.104,28.007,28.522,28.426,28.214,28.242,27.459,27.825,27.786,27.95,27.226,27.437,26.981,27.725,27.41,26.608,26.539,26.797,26.653,26.802,26.701,27.065,26.928,26.918,27.207,27.289,27.096,26.868,27.227,26.82,26.858,26.837,27.216,27.083,27.412,26.845,26.913,27.391,27.381,27.566,27.543,26.885,27.004,27.164,27.364,28.005,27.775,28.15,27.909,28.097,28.899,28.95
1017,B,False,39.338,39.79,39.81,39.279,38.936,38.9,38.699,39.204,39.541,39.292,39.311,39.322,38.859,38.841,38.429,38.289,38.287,38.114,37.429,38.203,37.616,37.859,37.209,37.403,37.902,37.911,38.256,38.803,39.251,39.231,40.075,40.208,39.802,39.021,39.589,39.465,39.199,39.005,38.901,38.913,38.452,38.022,38.149,37.68,37.347,36.712,37.548,37.763,38.121,38.755,39.164,38.806,38.739,39.609,40.026,40.298,40.316,40.253,40.018,40.053,39.936,39.547,39.874,40.331,39.994,39.63,39.922,39.323,38.926,38.982,38.651,38.957,39.155,38.955,38.61,38.972,38.612,38.232,38.301,38.56,38.526,38.552,38.37,39.142,38.806,38.664,39.071,39.322,39.049,39.333,39.338,38.593,38.825,38.564,37.632,36.865,37.111,36.366,36.742,36.565,36.515,36.502,37.284,37.48,38.498,38.773,38.416,38.22,38.051,38.509,38.095,38.55,39.023,38.467,39.225
1018,B,False,31.48,31.521,31.987,32.107,32.022,32.214,31.794,31.995,31.573,31.119,31.105,31.327,31.083,30.907,31.358,31.347,31.079,30.942,31.442,31.423,31.645,32.03,31.999,32.147,32.136,32.836,32.915,32.891,33.124,33.302,34.016,33.291,33.427,33.117,33.107,33.0,33.261,33.444,33.139,33.176,33.075,33.158,33.019,32.609,32.77,33.079,32.55,32.524,32.409,32.802,32.662,32.405,32.609,32.789,33.073,32.551,32.806,33.111,33.735,33.87,33.39,32.93,33.425,33.281,33.588,33.756,33.733,33.493,34.0,33.308,33.163,33.127,33.095,32.448,32.881,33.278,32.664,32.949,32.949,32.714,32.75,33.01,33.358,33.201,33.024,33.436,33.822,33.371,34.043,34.078,34.306,34.353,34.655,34.866,34.827,35.082,35.124,35.514,35.13,34.751,35.266,35.065,34.931,35.184,35.101,35.477,35.224,34.852,34.918,35.167,35.59,35.186,35.179,35.498,35.145
1019,B,False,38.062,37.793,37.972,38.097,38.288,38.435,38.703,37.895,38.005,37.549,38.434,38.787,38.873,39.707,40.064,40.146,39.814,39.271,40.179,40.38,40.01,40.503,40.023,40.073,39.67,39.434,39.296,39.181,38.09,38.084,38.352,37.605,38.023,37.331,37.545,37.421,37.338,37.09,37.339,36.966,38.153,37.187,37.559,36.632,36.805,36.146,35.857,35.636,36.696,36.324,35.574,35.877,35.729,36.22,35.279,36.746,36.415,36.682,37.134,36.736,35.928,35.556,35.998,37.037,36.715,35.16,35.788,36.146,36.286,35.998,35.406,35.459,35.345,34.772,35.874,35.865,35.271,35.436,35.6,35.101,34.797,35.481,35.332,34.442,34.771,35.319,35.375,34.675,34.072,33.597,34.222,34.24,34.053,34.236,33.702,34.414,34.03,34.359,34.361,34.569,33.886,34.19,34.294,34.339,33.902,35.516,35.126,34.515,35.255,34.986,34.999,35.047,34.918,34.993,34.898
1020,B,False,39.635,39.802,39.445,39.808,40.16,39.529,39.825,39.108,39.11,39.77,38.817,38.43,38.47,37.912,38.678,39.223,39.658,40.01,39.87,39.204,39.42,39.653,39.414,39.96,39.105,39.193,38.944,39.438,39.122,38.955,38.948,38.398,39.284,38.975,39.21,38.958,38.921,38.616,39.119,39.13,38.564,38.294,38.165,38.027,37.898,38.306,38.041,37.938,38.189,38.055,38.047,38.443,39.133,39.117,39.261,39.027,38.143,37.141,37.104,36.056,35.336,35.527,34.896,35.2,34.917,34.171,34.454,34.266,34.46,33.838,33.96,34.562,34.775,34.548,34.269,34.381,34.358,33.964,33.717,33.849,34.009,33.678,33.444,33.337,33.475,33.15,33.056,33.642,33.598,33.003,32.766,33.079,33.324,33.086,32.803,32.943,33.096,32.752,32.923,32.649,32.833,32.676,32.875,32.956,33.153,32.603,32.18,32.72,32.611,32.453,32.258,32.371,32.459,32.326,32.659
1021,B,False,23.483,23.425,23.359,23.312,23.024,22.94,22.79,22.581,22.802,23.093,22.86,22.552,22.29,22.41,22.515,22.613,22.288,22.162,22.728,22.382,22.721,22.674,22.139,22.782,23.577,23.244,22.931,23.031,23.129,23.561,23.127,22.927,23.283,23.049,22.176,21.917,22.394,22.109,22.385,22.122,21.447,21.81,21.642,21.592,21.377,21.591,21.224,21.658,21.12,21.478,21.498,21.403,21.403,21.19,21.373,20.982,21.235,20.592,20.694,20.698,20.721,21.272,20.661,20.534,20.661,20.422,20.648,20.751,20.854,21.106,20.911,21.702,21.729,21.782,22.167,22.404,22.543,22.253,21.78,21.63,21.886,21.39,21.032,20.909,21.313,20.667,20.812,20.786,20.362,22.942,20.706,20.593,20.515,20.553,20.314,20.305,20.353,20.22,20.488,20.32,20.435,20.593,20.445,20.322,21.774,19.752,19.854,19.591,19.344,19.02,18.529,18.718,18.148,18.169,18.336
