,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45
1708,N,False,122.57,122.24,119.65,118.77,119.72,122.97,124.35,121.92,121.75,125.81,125.44,122.38,125.07,123.92,124.81,124.66,124.9,121.7,122.39,121.49,122.5,121.66,121.66,121.97,121.27,121.4,121.59,122.88,124.25,126.99,127.01,128.42,128.08,128.57,129.6,131.64,126.47,124.85,126.07,124.26,123.16,122.94,121.1,121.7,123.92
1709,N,False,121.59,120.05,121.81,121.25,122.46,120.06,123.38,129.55,136.26,128.93,127.62,138.55,142.15,143.36,142.65,137.62,128.65,125.34,137.41,143.12,142.54,143.29,147.01,146.2,145.2,138.53,132.37,135.71,145.83,139.15,144.19,142.16,132.76,133.69,128.35,132.64,129.77,131.31,133.54,132.2,129.73,116.24,124.99,120.51,132.88
1710,N,False,129.4,129.24,128.46,131.14,130.85,129.22,130.29,128.66,126.52,126.93,128.71,130.51,131.6,132.8,133.26,136.41,134.83,138.97,136.01,135.55,136.94,136.98,133.18,130.52,131.65,129.75,129.9,127.82,127.33,129.15,132.27,134.9,137.06,137.72,141.02,140.7,138.22,139.44,138.68,140.9,142.25,140.5,141.09,141.73,140.1
1711,N,False,154.81,153.89,155.5,153.44,154.42,149.49,148.68,146.98,145.58,150.0,150.16,141.31,141.48,140.12,140.83,141.49,140.89,136.91,134.59,134.75,136.08,135.84,135.17,139.11,139.79,140.63,140.76,140.49,140.86,141.66,144.5,144.51,143.12,145.15,144.87,147.19,150.44,149.03,150.76,152.48,155.6,153.79,154.23,150.14,147.44
1712,N,False,146.84,146.05,143.88,145.57,145.68,146.11,147.95,144.9,142.6,143.28,148.8,144.22,145.75,145.33,141.45,144.62,145.9,145.32,143.73,147.09,143.09,149.52,151.13,146.42,145.56,144.94,142.04,137.61,137.09,142.59,144.16,147.03,142.57,146.07,144.33,136.39,143.67,151.32,150.19,149.29,151.4,149.03,147.45,149.19,152.29
1713,N,False,130.34,130.44,127.94,128.69,129.59,128.43,125.27,125.42,125.19,124.02,121.39,120.86,120.39,122.4,124.27,121.25,121.14,122.14,120.09,121.57,124.86,126.19,124.33,125.3,126.73,129.71,130.48,130.76,131.59,133.43,128.24,131.37,129.24,129.53,128.85,128.5,128.69,126.95,126.78,124.53,126.58,125.34,126.06,126.65,125.36
1714,N,False,149.61,153.81,151.07,157.31,160.99,156.73,173.26,174.65,170.34,167.56,173.99,182.01,163.53,171.05,175.32,171.14,191.52,193.13,203.81,205.47,195.06,203.52,201.61,197.9,197.44,195.24,177.42,170.32,178.61,178.43,185.27,161.17,168.96,177.08,161.31,162.26,161.28,171.48,154.05,179.32,177.13,173.82,178.62,171.53,183.88
1715,N,False,134.91,129.73,130.58,125.16,126.29,123.85,122.63,129.42,127.95,127.56,130.4,131.3,127.85,125.54,123.21,121.97,124.75,127.97,127.54,127.75,126.84,128.48,132.3,131.14,130.41,131.57,131.99,132.08,132.08,137.39,134.86,130.68,129.83,133.43,136.74,139.26,141.92,138.81,138.95,142.11,141.31,137.6,139.68,139.82,137.53
1716,N,False,116.66,118.15,117.47,116.66,118.22,115.75,113.69,111.46,114.16,111.89,112.38,111.81,112.58,110.76,112.88,116.6,115.51,114.05,116.94,122.01,123.68,124.7,129.85,125.08,124.22,120.41,119.66,117.45,116.01,116.63,115.61,112.86,110.82,114.35,113.72,116.05,116.02,117.64,116.98,118.05,120.59,119.68,120.2,116.87,118.47
1717,N,False,142.83,144.46,141.8,140.48,140.76,139.8,137.3,137.29,139.07,138.65,136.57,133.48,133.75,131.74,131.1,131.16,132.27,133.89,132.53,134.46,134.48,134.71,135.61,140.17,141.93,139.97,141.45,142.79,143.02,140.55,142.45,140.6,139.46,140.56,144.89,139.79,139.54,140.56,140.48,140.32,140.2,139.98,142.03,138.76,136.84
1718,N,False,103.52,102.29,101.71,101.06,99.93,99.891,99.839,99.943,99.006,98.449,98.326,98.407,97.618,99.156,99.504,99.76,98.584,98.026,98.871,99.35,98.497,99.102,99.254,99.371,100.09,99.483,98.502,99.317,101.09,102.1,101.78,100.93,99.849,100.62,100.08,98.775,98.04,99.444,99.275,100.1,99.166,99.583,100.38,100.07,100.82
1719,N,False,103.52,102.29,101.71,101.06,99.93,99.891,99.839,99.943,99.006,98.449,98.326,98.407,97.618,99.156,99.504,99.76,98.584,98.026,98.871,99.35,98.497,99.102,99.254,99.371,100.09,99.483,98.502,99.317,101.09,102.1,101.78,100.93,99.849,100.62,100.08,98.775,98.04,99.444,99.275,100.1,99.166,99.583,100.38,100.07,100.82
1720,N,False,192.28,184.17,180.97,178.98,176.16,173.7,170.25,180.88,176.55,177.01,172.76,168.54,173.39,166.75,164.38,163.2,162.03,160.17,158.83,162.47,161.92,162.39,163.6,166.99,160.99,155.85,161.96,160.16,162.37,160.25,163.59,165.17,168.33,160.92,161.97,163.11,173.03,175.58,178.27,173.58,172.64,175.92,178.57,179.89,173.02
1721,N,False,113.89,116.36,116.99,114.07,118.82,119.06,120.34,123.37,121.68,122.1,127.8,129.88,128.52,129.74,129.14,131.28,127.94,128.47,131.01,127.98,130.2,127.93,123.22,125.85,121.63,121.61,121.15,119.36,119.15,118.61,120.1,120.37,119.55,122.21,124.31,126.75,125.29,122.42,124.86,123.7,125.21,123.72,120.01,120.32,121.29
1722,N,False,89.271,88.031,88.062,87.437,87.98,87.887,87.42,86.649,86.429,87.626,87.853,88.975,89.301,89.105,89.115,88.784,88.634,88.387,88.134,86.557,86.78,87.069,87.975,86.813,86.564,86.498,85.661,84.997,84.057,84.605,84.498,84.174,83.687,83.281,83.556,83.353,83.113,82.871,82.769,82.525,82.84,82.942,83.39,83.627,83.851
1723,N,False,148.04,147.03,145.34,142.49,141.68,141.71,141.1,138.69,139.55,137.09,137.81,134.76,135.26,134.58,135.24,135.35,132.91,132.08,131.02,129.87,130.64,131.1,135.92,135.32,133.56,135.2,134.98,132.71,134.91,136.43,136.87,137.2,136.61,137.43,137.69,140.57,143.13,140.97,136.71,130.05,131.55,135.29,133.43,130.22,127.96
1724,N,False,106.24,106.87,108.04,108.46,109.37,109.62,111.02,111.13,110.61,111.75,111.07,112.82,111.37,113.6,115.07,114.29,115.31,116.0,115.88,117.4,117.16,117.87,115.5,113.58,111.34,109.04,108.44,107.33,107.04,105.42,105.89,104.67,105.13,104.28,103.99,104.28,105.1,104.78,106.36,106.51,105.74,104.66,105.52,107.03,107.84
1725,N,False,120.51,124.33,124.5,128.63,130.0,129.07,131.61,130.69,134.09,133.6,131.09,132.96,134.19,132.48,132.72,128.23,132.03,136.17,129.23,129.79,129.01,127.95,126.8,126.45,124.38,125.4,125.92,127.58,125.14,128.91,128.11,126.7,127.4,126.67,128.93,131.44,130.84,129.42,130.87,132.7,129.38,131.05,132.74,131.96,133.75
1726,N,False,120.51,124.33,124.5,128.63,130.0,129.07,131.61,130.69,134.09,133.6,131.09,132.96,134.19,132.48,132.72,128.23,132.03,136.17,129.23,129.79,129.01,127.95,126.8,126.45,124.38,125.4,125.92,127.58,125.14,128.91,128.11,126.7,127.4,126.67,128.93,131.44,130.84,129.42,130.87,132.7,129.38,131.05,132.74,131.96,133.75
1727,N,False,126.38,125.43,124.87,124.66,124.86,124.65,124.02,123.71,123.03,123.4,123.62,124.41,124.65,124.61,125.22,124.98,126.33,127.06,127.49,127.79,128.51,128.93,128.56,129.35,129.95,129.98,129.1,128.71,128.31,128.12,129.34,129.67,130.36,129.86,130.44,129.59,128.96,127.62,125.91,125.13,125.67,124.09,123.09,121.87,121.51
1728,N,False,164.29,162.25,152.33,151.76,160.0,160.49,156.46,155.86,150.78,149.71,147.05,147.29,145.97,151.99,152.2,152.09,158.49,158.16,150.49,153.27,158.44,155.36,151.21,152.41,154.65,149.47,157.49,149.85,151.48,146.47,150.53,162.09,158.32,156.25,154.09,154.68,158.66,153.7,157.57,157.26,157.19,161.46,161.56,153.64,152.2
1729,N,False,170.28,168.76,158.3,159.14,150.91,148.72,152.17,154.99,156.86,163.86,160.27,164.23,167.23,166.95,163.76,167.43,164.85,162.56,161.97,166.78,167.82,165.26,169.54,170.16,168.67,165.75,169.77,170.76,173.81,172.98,173.0,168.23,171.79,171.67,172.54,170.02,169.91,169.55,167.17,170.04,165.3,165.44,161.86,160.3,164.24
1730,N,False,114.38,112.83,112.36,111.6,111.2,110.56,109.71,109.87,109.08,108.23,108.44,108.71,108.95,108.48,108.12,108.03,108.52,108.32,108.73,108.44,108.11,108.25,107.98,107.93,107.98,107.63,108.2,107.58,107.9,107.63,107.19,106.57,106.13,105.74,105.73,106.72,107.14,107.59,107.34,107.74,107.94,108.69,108.51,108.69,109.79
1731,N,False,136.32,135.03,135.6,131.06,130.05,128.64,129.06,127.57,127.06,124.64,125.15,126.47,125.51,125.37,125.93,125.62,127.16,128.38,127.67,126.35,126.22,129.19,127.81,126.67,130.82,129.63,129.02,127.15,127.07,127.93,128.25,126.99,126.6,126.12,126.13,126.51,125.22,125.93,126.77,127.23,128.75,128.93,128.83,132.51,132.65
1732,N,False,127.53,127.41,127.49,125.67,124.39,121.34,120.53,119.51,119.75,121.26,120.65,119.87,122.28,122.58,122.94,123.4,125.15,124.24,124.37,125.43,126.94,127.16,127.17,127.3,127.42,128.82,130.47,130.69,129.7,128.81,131.35,129.33,128.56,128.23,128.52,128.61,129.6,108.59,131.11,130.58,131.04,128.34,128.76,129.57,128.52
1733,N,False,104.16,102.75,101.99,101.27,101.18,101.0,100.36,100.46,99.828,100.21,100.85,101.68,102.18,102.12,103.03,103.49,103.44,104.14,104.69,105.16,104.51,104.89,104.74,104.79,104.92,105.08,105.01,105.06,105.34,104.73,104.46,104.81,104.82,105.32,105.48,105.77,105.18,105.71,105.64,105.88,105.8,104.98,104.93,104.84,105.22
1734,N,False,123.5,123.38,126.06,127.64,130.31,130.15,132.59,135.53,134.91,136.67,138.93,142.07,142.39,143.04,142.76,142.57,139.31,139.23,136.12,137.03,134.9,132.58,129.59,130.51,129.53,131.44,132.79,134.67,135.7,134.77,134.07,134.58,136.02,135.82,137.38,140.39,139.35,140.2,141.71,141.82,139.23,139.37,141.46,142.19,143.72
1735,N,False,82.528,84.799,83.718,84.319,86.5,84.867,84.283,81.634,83.863,85.046,83.467,81.331,84.123,85.735,81.672,83.123,81.706,82.599,81.562,79.345,81.111,83.288,82.989,81.248,83.723,82.603,81.981,82.079,80.989,77.862,79.108,78.582,77.651,77.525,78.297,76.691,78.776,80.103,82.054,82.888,82.423,82.181,82.934,84.552,86.068
1736,N,False,109.9,109.47,109.81,109.56,109.63,110.21,110.37,109.85,110.24,110.57,111.29,112.37,112.71,113.31,114.36,114.1,114.82,114.51,114.63,114.41,113.65,113.07,113.11,112.12,111.66,110.88,110.36,109.32,109.02,108.71,108.43,108.49,109.23,109.53,109.59,109.46,110.37,110.81,110.35,110.5,111.12,111.16,110.97,110.52,110.7
1737,N,False,91.5,91.637,91.213,89.563,89.536,88.815,88.89,88.398,85.676,85.59,86.497,87.053,86.727,86.681,87.478,87.861,88.114,88.36,88.973,88.916,88.288,88.511,86.756,87.703,87.462,88.306,88.759,88.567,87.799,88.547,90.409,90.446,88.241,88.947,89.193,86.905,87.398,88.557,90.659,91.844,91.632,92.345,90.26,90.905,90.428
1738,N,False,152.79,158.61,156.74,158.71,158.69,155.7,161.14,158.42,160.71,163.24,170.25,163.05,161.57,167.36,163.16,167.94,169.19,171.43,173.93,170.42,169.67,168.15,167.35,165.33,163.96,159.4,159.53,158.72,158.89,161.17,157.25,154.85,154.47,156.85,157.34,156.96,153.75,154.49,153.17,155.57,147.87,149.24,147.24,145.34,153.51
1739,N,False,149.35,146.99,149.46,148.52,145.78,145.4,149.98,143.06,143.0,136.85,135.13,138.03,140.61,141.32,142.04,148.06,146.86,149.61,152.66,155.17,156.74,156.17,160.14,160.73,159.3,157.41,161.35,157.64,156.28,148.66,151.88,149.28,146.3,144.54,147.93,148.72,144.07,145.12,147.7,155.28,157.59,153.15,151.34,155.64,163.46
1740,N,False,92.016,92.017,94.034,90.839,90.971,92.016,92.303,89.769,92.33,92.452,92.959,92.245,93.27,91.236,90.063,92.582,93.19,91.618,89.484,89.056,87.472,91.605,86.501,87.189,84.806,87.719,91.19,87.118,89.535,89.502,88.409,85.476,86.3,82.997,85.782,81.553,79.312,80.722,82.984,80.117,81.578,80.159,83.191,83.499,78.233
1741,N,False,144.17,149.42,149.42,150.92,147.91,152.0,147.49,148.84,145.81,147.6,150.38,150.17,145.29,140.87,146.86,149.17,152.92,145.82,146.74,143.94,146.89,138.54,143.56,144.06,144.15,133.97,135.04,133.57,134.87,133.02,133.08,134.1,134.33,133.34,134.05,130.77,131.66,129.95,135.72,140.14,145.62,149.23,149.81,149.39,152.94
1742,N,False,145.01,148.33,148.14,161.43,155.83,164.64,160.51,168.07,160.03,164.52,160.43,161.26,159.99,162.01,155.03,149.62,145.03,145.02,139.04,141.87,139.32,141.93,143.64,145.57,139.6,141.41,143.74,137.6,140.55,142.83,150.18,154.08,148.65,153.56,162.13,161.12,156.84,157.73,159.57,162.07,156.47,168.34,164.57,161.38,157.39
1743,N,False,121.78,119.83,118.56,118.37,117.09,118.93,116.54,114.81,115.28,115.96,114.69,115.03,116.18,118.9,121.33,122.27,123.63,122.47,121.42,121.46,121.7,122.24,119.72,118.96,119.85,120.45,119.55,119.1,119.64,119.48,118.27,119.59,121.35,119.47,120.04,119.54,119.57,120.31,121.7,121.41,121.58,123.33,121.58,118.91,120.86
1744,N,False,140.55,138.29,141.76,148.26,150.75,151.51,155.08,148.79,145.35,144.25,145.46,147.36,141.3,135.19,137.32,137.64,140.72,142.24,142.48,142.25,144.72,142.08,148.3,153.7,148.4,147.02,148.37,146.89,148.18,146.25,147.25,144.76,150.8,148.79,150.93,151.76,154.41,155.76,151.93,154.42,154.85,151.31,148.99,147.98,152.36
1745,N,False,161.3,161.34,158.14,151.31,154.85,150.64,152.93,151.22,157.62,149.9,150.62,153.48,157.88,156.38,154.16,156.25,165.19,167.27,166.47,166.21,165.59,171.29,170.71,170.02,162.08,162.05,159.78,155.88,135.06,127.04,152.67,153.93,155.72,154.37,153.93,159.59,153.44,155.7,155.13,161.37,161.69,160.46,169.48,168.97,165.14
1746,N,False,94.47,95.973,95.771,94.634,94.47,92.91,95.245,95.134,94.727,95.092,93.955,94.779,95.7,92.53,92.221,94.308,93.48,93.247,92.357,92.71,90.023,89.43,87.933,87.749,84.944,84.53,82.54,82.302,80.381,80.14,80.57,81.239,78.496,81.149,80.743,80.155,84.428,83.967,84.722,87.609,90.951,89.925,88.572,86.579,84.95
1747,N,False,73.207,72.973,73.312,74.008,76.759,74.89,72.396,72.009,74.2,72.577,71.587,73.757,75.137,74.57,75.923,75.979,76.615,76.518,77.581,77.596,78.437,79.584,79.992,80.478,82.621,83.553,83.68,83.962,83.777,84.45,84.872,85.49,85.168,86.295,84.357,83.372,83.317,82.526,80.746,82.352,83.043,83.601,83.163,82.203,82.413
1748,N,False,166.41,145.62,120.42,93.049,93.513,105.11,150.6,163.62,151.3,157.91,165.16,183.68,190.29,152.98,180.13,180.01,183.59,179.52,172.07,160.26,137.41,146.89,152.18,149.68,153.48,170.24,179.34,163.51,160.98,160.87,149.65,173.16,172.26,178.81,162.07,164.89,152.03,126.19,142.63,149.22,154.35,143.56,150.65,139.55,138.91
1749,N,False,140.96,139.68,141.68,139.46,142.4,145.46,145.82,148.81,143.9,141.9,141.48,138.91,141.04,143.77,141.65,143.25,140.79,142.92,147.24,144.01,142.98,142.02,141.43,141.01,141.5,142.9,140.62,138.84,140.44,137.56,135.17,132.96,130.13,130.87,129.8,129.01,131.05,124.92,125.71,135.04,136.31,135.68,135.36,137.14,139.26
1750,N,False,143.06,140.63,141.91,143.3,144.71,148.46,148.06,147.95,148.6,145.94,151.83,153.68,152.3,153.08,156.96,152.72,159.59,165.03,168.94,168.22,168.37,173.14,172.64,166.94,169.05,165.58,165.67,164.54,162.77,164.84,162.08,165.53,171.33,166.03,168.5,161.48,162.49,162.63,158.94,152.17,157.51,156.38,154.95,150.73,153.77
1751,N,False,133.95,132.29,129.7,132.92,132.3,129.67,131.45,130.62,131.71,128.64,133.45,134.25,135.11,134.56,131.11,137.96,130.46,135.46,142.82,139.77,131.81,134.56,139.16,140.28,135.48,137.33,137.53,131.61,128.47,125.84,126.8,128.8,125.29,133.68,140.17,142.11,145.2,146.17,147.38,147.29,150.21,150.91,143.99,149.36,149.48
1752,N,False,112.14,112.49,112.92,113.26,113.41,113.87,114.98,115.73,116.71,117.18,117.82,116.75,116.26,117.5,118.86,118.08,116.45,116.61,117.37,116.49,115.89,117.69,116.25,117.33,116.99,117.57,116.98,117.84,117.5,117.41,117.26,116.91,116.64,117.01,117.51,116.84,116.34,116.31,117.09,116.28,116.71,117.68,118.31,119.8,120.78
1753,N,False,140.24,131.58,135.46,138.99,141.64,138.15,142.44,139.77,136.66,138.86,136.07,133.63,131.92,134.2,135.43,139.93,142.22,142.63,138.99,139.56,134.86,135.11,135.08,134.61,137.42,129.96,129.14,125.53,121.07,124.67,127.87,129.3,126.86,122.16,125.01,128.48,125.76,122.76,122.76,130.08,125.71,129.82,130.02,129.81,137.79
1754,N,False,124.42,126.05,127.28,128.24,129.19,129.19,128.92,129.0,129.27,128.84,127.8,126.75,126.02,126.43,124.98,123.97,121.78,121.14,120.52,119.47,118.71,119.16,120.06,119.54,118.53,118.57,120.03,119.29,119.7,120.27,121.58,121.39,122.12,122.49,122.02,121.52,122.24,121.11,121.26,121.41,120.93,121.91,122.85,122.33,120.12
1755,N,False,85.285,86.341,86.168,86.328,85.545,86.274,85.895,85.733,85.437,84.791,85.421,85.01,84.91,84.693,84.976,85.489,84.757,84.807,84.284,84.547,84.957,85.471,85.517,85.256,86.98,86.884,87.673,88.795,89.574,88.852,88.763,88.478,88.652,88.406,88.639,88.696,88.361,87.712,87.298,86.863,86.818,85.47,84.913,83.308,82.809
1756,N,False,109.64,111.16,112.05,113.79,114.16,114.24,114.47,115.69,116.24,116.32,116.77,115.74,116.11,115.68,114.83,111.86,110.1,109.0,108.21,107.0,106.47,106.12,105.74,106.07,106.75,105.83,105.62,106.5,105.69,105.93,105.97,105.66,105.25,104.64,105.7,105.85,105.87,104.94,105.34,106.33,106.63,106.07,105.59,105.15,105.55
1757,N,False,132.91,131.5,133.98,135.6,135.0,135.87,134.78,138.38,137.64,137.8,136.61,139.17,134.89,134.25,133.84,135.15,135.0,132.83,133.83,137.3,132.74,131.08,131.24,132.36,132.33,131.99,130.67,132.27,129.76,131.21,131.86,130.96,130.16,131.67,131.84,134.32,136.51,132.96,139.0,137.58,139.33,138.93,137.35,138.58,135.49
1758,N,False,173.61,181.63,183.91,175.92,181.57,179.79,176.13,180.09,171.97,174.87,164.67,166.64,160.16,157.49,151.63,151.87,158.19,157.68,155.82,157.41,159.74,156.56,158.8,162.89,157.81,160.92,157.36,164.6,150.77,144.95,157.99,156.35,158.06,135.78,135.14,138.12,140.65,138.32,133.54,130.91,129.92,129.09,143.18,150.24,157.81
1759,N,False,134.34,133.94,134.52,136.94,134.8,142.41,138.43,133.52,135.57,137.46,145.76,140.1,145.48,147.79,148.25,147.01,146.76,148.01,150.22,144.58,148.45,147.45,144.39,140.42,143.15,144.98,142.12,139.81,139.75,141.55,138.64,133.46,133.09,128.9,129.5,132.05,131.3,133.67,135.74,133.18,134.69,139.05,142.53,139.82,141.67
1760,N,False,147.67,149.22,153.28,146.78,162.33,161.73,152.95,154.37,155.81,159.11,164.73,161.14,160.21,150.32,150.74,153.8,157.04,162.05,160.92,152.45,163.34,161.96,167.96,168.45,167.6,164.24,171.72,169.13,172.17,174.44,179.83,176.03,172.88,176.8,185.86,180.29,181.09,184.84,181.05,178.23,186.64,185.96,191.15,199.74,196.43
1761,N,False,94.476,93.75,93.611,94.113,93.968,95.859,94.739,95.902,95.493,99.412,98.973,98.878,98.42,98.853,95.908,95.732,94.166,94.118,94.498,93.354,92.411,91.319,89.747,90.492,90.2,89.43,89.51,89.5,89.077,90.053,89.368,88.273,91.235,94.866,92.873,93.669,92.137,92.545,93.803,92.972,93.697,93.43,94.253,94.355,97.215
1762,N,False,128.9,130.07,129.08,127.87,129.41,132.58,135.83,136.38,138.35,137.88,143.95,141.92,139.1,138.47,137.43,139.7,142.1,150.1,146.55,146.01,145.51,145.65,143.42,144.08,147.07,147.96,146.84,145.55,146.0,142.84,145.91,147.13,146.61,147.33,147.2,144.62,145.58,144.26,142.61,141.79,139.07,134.92,136.71,135.93,136.2
1763,N,False,88.345,87.824,87.721,87.394,87.23,86.964,89.058,89.042,87.577,87.723,87.705,86.568,85.135,85.413,84.81,87.58,86.335,83.483,86.337,85.321,83.099,83.662,83.576,82.055,83.4,84.119,81.903,81.803,82.9,82.798,84.832,85.859,85.827,86.565,86.283,87.152,87.244,87.327,88.389,90.986,94.279,93.272,93.569,93.83,93.771
1764,N,False,127.48,125.11,125.02,122.69,124.91,122.14,121.77,121.45,119.9,122.33,122.39,120.42,120.76,120.96,118.05,120.19,120.87,121.03,120.46,119.58,123.21,122.29,121.07,119.18,119.85,118.49,117.24,118.36,119.03,119.55,115.64,119.17,119.15,120.47,118.53,117.61,120.97,121.02,122.39,122.36,124.51,125.78,125.48,124.58,125.48
1765,N,False,121.87,122.08,123.32,123.6,123.43,124.19,123.39,122.41,122.35,122.44,123.45,122.93,122.77,122.28,124.13,123.53,120.7,122.14,120.2,122.5,120.09,121.23,121.67,121.23,123.75,124.28,123.55,125.1,127.42,129.13,127.71,128.96,133.71,140.37,141.29,139.1,139.73,138.1,138.65,137.2,137.33,134.87,133.83,133.09,131.72
1766,N,False,101.96,103.42,103.19,104.74,103.45,103.62,102.76,101.82,102.27,102.82,104.34,103.81,102.35,102.03,105.35,105.7,103.39,103.92,103.9,103.77,103.67,103.16,102.71,102.4,102.99,101.6,101.78,102.91,103.31,103.05,103.17,103.08,103.74,104.34,103.99,103.38,103.65,101.65,99.27,98.741,97.689,96.832,97.109,99.295,101.51
1767,N,False,96.29,95.638,94.771,92.656,94.505,95.746,94.55,93.327,92.296,92.426,93.224,92.341,91.757,90.365,92.033,89.455,91.081,91.256,92.371,93.12,93.863,94.205,95.251,96.498,96.332,96.026,99.637,99.366,102.83,103.33,104.26,104.17,102.47,103.24,101.66,103.03,104.9,100.85,97.205,97.975,99.221,99.927,98.515,95.476,96.667
1768,N,False,131.88,133.67,140.11,143.73,146.95,149.2,146.07,150.76,155.69,156.39,152.36,152.46,152.37,153.93,156.54,156.78,156.66,152.39,152.49,150.04,150.34,143.45,144.12,147.08,148.58,153.18,150.87,147.64,148.41,150.21,141.25,147.58,143.86,140.67,141.53,140.91,140.74,139.74,137.48,138.27,135.77,136.09,132.7,129.56,123.68
1769,N,False,97.715,98.549,97.364,98.398,98.125,97.103,97.718,96.401,96.993,97.372,97.866,98.187,96.161,96.815,97.278,97.026,98.417,99.292,99.093,99.507,101.3,101.52,102.41,99.847,101.9,100.4,100.34,100.87,102.14,100.94,100.56,100.25,100.42,100.98,100.45,99.503,99.661,100.81,102.17,100.4,100.45,99.893,100.93,99.084,98.722
1770,N,False,144.81,141.49,142.68,144.27,144.41,145.0,144.28,138.85,138.1,137.26,135.94,133.41,133.23,132.88,127.28,131.52,132.19,131.62,131.64,126.74,126.91,124.81,121.13,123.98,127.17,127.3,130.49,140.08,140.06,137.71,134.49,140.11,139.16,135.46,141.37,137.86,134.34,136.29,127.65,130.18,126.51,127.97,131.38,128.45,125.23
1771,N,False,118.02,117.14,117.86,120.62,119.62,120.73,123.98,124.41,126.69,128.5,128.37,129.66,127.45,126.39,125.96,130.3,128.2,127.88,123.36,116.96,118.75,116.26,119.98,114.7,115.88,116.54,114.92,118.38,120.04,118.98,123.49,124.14,124.13,122.37,117.23,121.01,126.7,125.22,122.73,120.06,119.22,121.47,125.97,123.85,126.09
1772,N,False,120.61,120.95,121.63,121.47,124.6,124.64,124.73,125.77,126.88,127.78,130.2,131.46,131.04,130.78,131.93,131.79,132.88,132.18,133.27,133.85,133.57,131.42,131.56,129.45,130.7,130.43,132.4,131.67,130.77,130.65,128.88,127.76,127.56,126.94,126.39,125.78,126.16,125.32,125.47,125.0,123.24,124.15,124.2,124.93,124.46
1773,N,False,130.77,133.08,133.79,132.51,130.29,133.06,131.24,130.42,128.6,125.52,126.01,127.61,129.13,129.8,128.63,128.53,127.74,125.48,123.38,123.12,120.46,121.03,122.86,124.13,123.47,122.77,120.67,123.07,121.25,122.49,121.7,123.35,124.05,123.84,127.48,125.25,123.41,123.44,124.14,125.26,130.25,130.77,131.49,131.25,131.0
1774,N,False,128.85,128.3,124.93,122.96,119.9,116.1,115.77,117.22,116.78,116.46,116.82,117.98,121.23,121.76,124.95,127.53,129.87,130.39,129.72,129.45,127.07,124.05,123.96,122.55,119.59,118.62,113.87,114.04,113.48,112.56,111.46,109.98,109.12,108.17,108.45,107.12,105.15,106.13,106.22,105.16,106.39,107.97,108.24,106.39,106.28
1775,N,False,157.1,163.62,167.97,163.21,160.68,161.18,161.5,161.85,162.03,162.44,157.69,166.84,166.16,166.05,170.9,168.62,165.18,163.31,159.6,162.24,161.47,162.37,163.46,161.95,157.62,160.26,155.99,154.9,157.04,161.0,156.85,156.82,160.54,164.64,164.18,173.24,174.13,174.81,170.51,170.55,167.74,172.02,171.49,169.49,166.76
1776,N,False,155.88,164.66,164.54,166.79,162.85,164.85,160.85,154.76,165.87,158.06,154.43,151.46,168.21,171.42,167.56,176.93,184.66,174.16,167.4,167.38,159.55,140.3,138.1,135.46,126.25,131.94,128.85,127.7,139.06,131.31,126.47,121.18,121.48,130.41,131.71,126.54,146.22,142.24,147.06,147.87,152.22,155.98,144.23,141.99,147.96
1777,N,False,123.39,125.6,125.8,126.85,125.67,129.67,127.81,130.34,128.22,129.4,128.13,122.0,116.71,116.27,117.46,116.14,113.69,113.61,116.86,114.0,116.54,119.11,122.44,122.96,119.81,123.69,131.27,135.18,134.41,129.75,130.02,128.74,125.75,127.23,121.7,116.16,113.15,115.95,113.78,119.57,120.11,118.12,119.54,122.63,121.32
1778,N,False,132.48,132.06,128.7,0.0,0.0,0.0,0.0,0.0,0.0,119.13,124.73,122.29,108.82,106.74,117.49,0.0,101.31,119.91,0.0,0.0,0.0,0.0,101.73,103.27,101.68,116.84,107.76,123.87,110.05,99.577,104.73,115.46,124.48,128.07,122.44,116.69,129.19,131.68,136.11,141.36,134.36,122.27,130.82,126.0,120.52
1779,N,False,132.31,131.5,130.17,130.02,128.58,133.07,130.74,128.75,129.82,134.49,128.74,128.45,129.59,128.65,128.42,127.45,125.64,127.2,126.87,124.16,123.02,124.1,123.86,128.45,128.45,127.28,128.77,134.27,138.63,143.17,142.15,137.65,133.27,128.87,128.48,125.97,131.48,136.78,130.14,127.21,126.65,128.88,130.15,134.03,138.62
