,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60
1457,B,False,45.573,45.757,45.734,45.809,46.524,46.331,46.107,47.167,46.938,47.173,47.973,49.041,48.64,49.257,49.374,49.526,48.474,48.714,48.614,48.981,48.487,49.246,48.601,48.185,47.642,48.074,47.745,47.573,47.682,47.787,47.953,48.11,47.955,47.753,47.357,47.128,47.255,47.459,46.772,46.625,45.781,45.479,44.845,43.808,43.65,43.44,43.26,42.936,42.232,42.16,42.454,42.609,42.7,43.066,43.305,42.631,42.687,43.264,43.593,44.044
1458,B,False,54.474,55.542,55.833,57.856,57.896,57.855,58.39,58.712,57.824,57.314,58.705,56.852,57.79,58.925,59.21,58.779,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724,62.834,63.711,64.911,65.373,66.553,67.6,67.952,68.106,70.417,71.246,70.405,71.398,70.466,69.701,70.596,71.548,71.213,71.367,70.998,69.719,68.94,69.497,69.086,68.281,67.366,65.691,66.025,65.816,64.798,66.222,65.198,64.704,65.264,66.153
1459,B,False,65.469,65.436,66.533,65.767,65.496,65.687,65.404,65.323,63.452,61.817,61.278,60.735,59.667,60.704,59.688,58.833,58.171,56.747,57.447,57.328,58.278,58.716,58.627,58.717,59.774,60.08,61.394,62.294,63.081,62.949,64.099,64.111,65.31,64.694,63.909,63.408,64.652,63.785,63.334,62.097,61.209,60.999,60.556,60.126,59.511,58.307,57.799,58.144,57.086,56.522,56.649,56.862,56.901,56.992,57.497,57.221,57.805,56.717,56.958,56.241
1460,B,False,43.458,43.526,43.424,43.074,41.995,42.006,41.725,40.881,40.934,40.217,41.024,41.059,41.399,41.482,41.513,41.981,41.644,41.871,42.672,42.763,43.149,43.504,43.042,42.525,42.647,42.556,43.12,43.036,42.592,42.514,42.398,41.905,41.334,40.557,40.382,39.799,39.727,39.219,38.937,38.017,38.045,38.55,37.892,38.436,37.842,38.311,37.98,38.152,38.149,38.568,38.832,38.87,39.72,39.998,39.69,39.779,40.575,41.065,41.616,41.007
1461,B,False,40.775,40.417,40.351,40.142,40.241,40.421,40.846,40.902,41.55,42.231,42.66,43.236,43.553,44.209,44.418,44.78,44.642,44.834,44.718,44.488,44.289,43.809,43.3,42.655,42.194,41.208,41.125,40.893,41.295,41.724,41.932,42.613,42.612,42.584,43.313,44.027,43.677,43.709,43.503,43.964,43.87,43.939,43.543,44.221,43.942,43.862,43.72,44.053,44.95,44.829,44.685,44.93,44.752,44.898,44.887,44.737,45.158,44.735,44.368,44.601
1462,B,False,62.731,63.209,63.172,62.353,61.795,62.232,61.563,61.267,60.54,59.493,59.717,59.294,58.064,56.64,56.23,57.622,57.513,57.921,58.189,58.652,57.775,58.543,59.125,60.329,60.492,61.281,63.361,64.952,64.477,64.336,64.811,63.443,63.41,63.982,63.289,61.918,63.149,61.923,60.409,59.591,59.504,58.603,58.67,59.521,58.419,57.987,58.902,59.128,59.851,59.898,60.165,60.423,60.667,61.315,62.39,64.303,63.08,63.332,63.566,62.403
1463,B,False,69.015,69.452,69.567,69.725,69.809,68.953,68.932,68.17,68.319,69.208,68.563,68.838,67.503,66.494,66.125,65.364,66.033,65.701,65.14,63.97,64.138,63.666,63.551,64.033,63.464,63.75,63.879,64.286,64.401,63.103,63.631,64.649,64.829,65.613,65.098,65.044,65.002,66.143,65.256,65.048,64.519,65.131,65.948,65.099,65.059,65.473,64.262,64.17,64.657,64.748,64.374,64.159,64.08,63.721,64.084,64.133,64.264,64.507,65.891,65.642
1464,B,False,59.585,57.385,55.611,54.319,51.996,51.764,51.661,50.561,49.716,49.913,50.383,50.761,51.956,53.739,56.363,57.623,58.543,59.327,59.929,60.629,59.313,57.618,55.347,53.071,51.699,49.659,48.684,49.082,48.569,48.827,48.098,48.262,47.892,47.367,47.585,48.431,48.03,47.973,47.694,47.561,47.491,47.359,47.696,46.928,47.207,46.647,47.221,46.815,46.407,46.66,46.848,47.435,47.674,48.531,49.413,50.324,51.21,53.853,53.753,54.989
1465,B,False,70.492,70.566,70.528,70.115,69.4,67.203,65.093,63.018,61.591,59.984,59.644,60.218,59.953,60.011,60.648,61.201,62.749,63.579,65.435,65.681,66.497,67.218,67.388,68.262,70.181,70.866,70.982,71.187,71.73,72.525,72.991,73.864,73.432,71.941,72.729,73.062,73.029,73.756,72.663,73.578,72.326,72.144,72.674,72.056,72.017,72.377,72.325,72.018,73.456,73.643,73.63,71.289,70.631,69.555,69.305,68.413,68.93,69.042,68.189,66.901
1466,B,False,40.213,40.504,40.413,40.587,40.675,40.498,40.917,40.68,40.817,40.662,40.552,40.613,40.833,41.048,40.918,40.855,41.167,41.665,41.529,41.7,42.141,42.566,42.858,43.253,43.572,43.735,44.589,44.47,45.165,44.948,45.723,45.817,45.639,45.06,44.453,43.311,43.12,42.66,42.578,41.88,42.3,42.913,43.514,43.657,43.773,44.276,44.83,44.701,45.487,46.039,46.656,45.866,46.204,45.843,46.119,45.35,45.569,45.591,45.536,45.007
1467,B,False,67.693,69.539,69.107,69.267,69.414,69.111,69.106,69.686,69.011,68.805,68.258,68.207,68.708,66.633,66.091,66.966,66.815,66.287,66.079,67.706,66.922,67.572,66.021,65.694,65.704,64.597,64.917,63.846,64.572,65.231,65.75,65.499,64.502,64.119,64.89,63.557,62.951,63.009,64.122,63.267,63.846,62.65,62.872,61.974,61.596,61.272,60.602,60.529,60.453,61.297,62.293,61.637,62.646,63.31,64.026,63.804,65.132,64.253,63.688,64.209
1468,B,False,49.46,49.698,50.942,50.652,49.796,49.65,49.684,49.55,49.058,48.824,48.244,48.427,48.04,48.154,47.214,47.622,46.495,45.285,45.573,45.635,46.161,46.014,46.422,46.609,46.702,45.832,46.922,47.094,48.089,48.408,49.741,50.683,51.887,51.648,52.111,51.522,51.426,49.633,49.597,49.291,48.923,48.19,46.455,45.68,45.419,44.998,45.834,46.347,46.091,47.674,45.966,47.59,47.497,47.839,48.507,48.95,49.618,48.899,47.984,48.533
1469,B,False,33.906,33.411,33.491,33.484,33.729,33.993,34.214,34.239,34.823,34.87,35.408,35.909,36.034,35.785,35.011,35.349,34.462,34.724,35.298,35.068,35.371,34.915,35.157,34.926,34.725,34.943,34.841,35.831,35.064,35.686,35.449,35.688,36.26,36.08,36.028,35.922,36.11,36.394,36.112,35.662,35.541,35.456,35.224,34.363,34.131,33.978,33.69,33.992,33.088,33.866,32.64,32.934,32.702,31.578,32.165,31.315,30.418,31.412,31.131,31.639
1470,B,False,49.376,48.455,49.76,51.421,51.578,51.064,52.274,52.924,52.904,51.837,53.094,53.834,53.428,53.505,54.186,53.888,53.761,53.938,54.822,54.581,55.49,55.008,55.756,57.485,57.418,58.402,58.882,58.922,57.83,57.452,58.73,59.117,58.833,58.691,58.186,57.948,57.123,56.011,55.181,54.717,54.695,54.276,53.973,52.748,52.229,53.303,53.931,53.469,53.319,54.026,56.019,57.516,57.089,57.553,60.345,60.988,61.868,61.717,60.805,60.501
1471,B,False,79.208,80.312,82.265,83.267,83.69,83.129,84.129,82.497,82.233,82.176,83.765,83.75,84.965,83.844,83.879,84.482,85.429,83.039,82.879,82.139,83.078,83.491,83.198,83.512,83.61,83.17,81.741,81.866,80.823,80.98,79.794,77.944,77.997,77.308,76.377,77.32,75.925,75.655,76.551,76.542,79.548,80.943,82.173,83.64,84.115,83.604,83.447,84.464,83.539,84.427,84.058,83.586,83.079,81.917,81.358,80.983,80.823,80.141,79.167,78.955
1472,B,False,81.166,80.538,78.73,79.439,79.165,78.61,76.201,75.163,74.406,73.336,72.393,72.218,71.466,70.061,70.696,70.543,70.502,71.829,73.183,73.896,75.205,76.832,77.826,78.21,79.991,80.233,80.348,80.218,79.237,78.25,78.504,77.4,76.383,75.127,74.499,73.692,74.179,74.004,72.703,72.604,73.017,72.578,72.794,72.348,72.57,73.071,73.561,74.359,73.937,74.41,75.16,75.318,76.41,76.775,77.826,78.363,79.24,78.685,79.558,79.373
1473,B,False,37.248,37.003,37.119,36.875,37.095,36.285,36.005,35.687,35.752,35.977,36.08,36.228,36.083,36.26,36.278,36.239,36.222,36.55,37.014,36.827,37.077,37.18,37.512,37.444,37.656,37.668,37.511,38.14,37.88,38.212,38.376,37.75,38.01,37.681,38.014,38.142,38.165,38.469,38.681,38.731,38.769,39.356,39.503,39.443,39.356,39.127,39.074,39.034,39.219,38.878,38.896,38.514,38.822,38.685,38.266,38.117,37.522,37.919,37.372,37.18
1474,B,False,72.471,72.16,71.906,72.431,73.424,73.994,71.936,71.507,70.907,71.086,70.498,71.552,70.579,69.082,69.597,68.469,69.4,69.71,68.92,69.436,70.83,70.633,70.986,71.806,72.546,72.386,73.941,73.879,73.605,73.789,74.554,72.964,72.592,71.914,71.449,70.507,68.641,67.937,67.403,65.882,65.43,65.283,64.816,64.014,64.155,63.605,63.575,63.32,63.052,63.917,64.393,65.411,65.103,63.801,64.656,64.737,65.962,65.828,66.031,67.367
1475,B,False,53.42,53.636,54.11,53.53,55.0,55.44,54.736,56.812,56.703,57.445,57.583,59.539,60.943,60.896,61.596,62.224,63.588,64.63,66.599,65.346,63.694,65.183,63.229,65.679,63.805,65.414,64.961,64.6,62.244,62.461,62.532,63.37,61.625,59.653,60.121,59.859,61.074,60.655,60.878,60.782,61.935,60.0,61.526,60.279,60.366,59.717,59.212,57.082,59.285,57.666,61.132,60.135,62.377,60.753,62.063,62.961,62.905,61.426,62.781,63.23
1476,B,False,81.976,79.633,80.503,79.021,77.594,77.159,78.2,80.168,82.393,82.628,83.357,83.998,82.506,83.385,83.672,82.434,82.544,82.826,82.628,82.506,83.535,82.086,81.53,81.069,80.259,79.322,79.712,80.209,80.672,80.411,78.217,78.61,78.425,81.031,79.495,77.605,77.427,77.643,77.228,77.675,78.587,78.351,78.107,76.257,75.518,76.933,76.087,76.161,75.68,74.477,74.724,73.834,76.093,77.017,75.922,77.414,77.062,77.872,79.704,78.895
1477,B,False,34.157,34.286,34.245,34.059,34.0,33.829,33.518,33.759,34.172,34.789,35.1,35.315,35.025,34.772,34.791,34.736,35.34,35.491,36.185,36.445,36.145,36.696,36.349,36.3,35.747,35.89,35.821,35.917,36.296,35.058,35.272,35.136,34.531,34.268,33.931,33.555,34.094,34.155,35.032,35.526,35.304,35.404,35.197,35.7,36.298,36.917,36.946,37.561,37.761,37.624,38.474,38.746,38.508,39.049,39.459,38.948,39.067,39.004,39.12,39.194
1478,B,False,53.579,53.482,53.735,54.315,54.153,54.644,55.122,56.066,56.13,57.188,57.792,57.75,57.825,57.451,56.89,57.287,56.485,56.182,56.277,55.716,54.655,54.761,54.561,54.102,53.753,53.465,53.003,53.326,52.64,52.22,52.877,53.023,53.184,52.644,53.443,53.17,52.773,52.984,52.587,52.435,53.076,53.823,54.137,54.832,55.41,55.634,56.176,56.588,57.276,57.613,57.35,57.083,57.513,58.529,58.778,58.878,58.307,57.89,58.032,56.931
1479,B,False,54.259,53.679,54.496,55.695,55.341,55.377,54.351,55.211,56.717,56.598,56.951,56.458,56.507,55.292,53.792,53.818,56.829,56.494,57.881,57.487,60.918,63.179,65.801,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423,57.662,57.247,57.613,57.126,57.278,58.782,59.874,57.086,58.116,58.682,57.656,57.542,57.941,56.95,57.431,57.341,58.546,57.486,58.42,59.731,58.624,58.429,57.068,56.763,55.645,57.346,56.603
1480,B,False,40.345,40.159,40.663,41.402,41.11,40.666,41.217,41.65,41.222,40.487,40.271,39.622,38.981,39.342,39.491,38.895,39.283,39.322,38.947,39.063,39.061,38.719,37.394,37.557,36.825,36.904,36.912,36.764,36.51,36.271,36.655,37.446,37.016,37.55,37.956,38.186,37.166,37.338,37.893,37.825,38.085,38.196,38.452,37.694,38.049,38.194,38.786,37.913,39.204,38.706,38.259,38.112,37.955,37.347,37.694,37.063,37.189,37.429,36.822,36.559
1481,B,False,42.718,43.32,43.961,43.745,43.729,44.017,43.395,43.578,43.035,42.97,42.813,43.198,43.441,43.283,42.823,42.943,42.566,42.814,42.607,42.126,42.924,42.919,42.292,43.421,43.579,43.508,43.502,43.907,44.355,44.062,45.112,44.625,44.665,45.311,45.297,44.705,44.693,44.413,45.306,45.423,45.263,45.333,44.774,45.655,44.783,44.943,44.212,43.736,43.854,43.705,43.771,43.312,44.11,44.063,43.973,43.539,43.393,43.693,43.943,43.642
1482,B,False,55.292,53.792,53.818,56.829,56.494,57.881,57.487,60.918,63.179,65.801,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423,57.662,57.247,57.613,57.126,57.278,58.782,59.874,57.086,58.116,58.682,57.656,57.542,57.941,56.95,57.431,57.341,58.546,57.486,58.42,59.731,58.624,58.429,57.068,56.763,55.645,57.346,56.603,56.763,56.764,57.061,56.787,57.486,57.624,56.949,57.981,57.862,57.949,59.036,58.345,57.48
1483,B,False,54.351,55.211,56.717,56.598,56.951,56.458,56.507,55.292,53.792,53.818,56.829,56.494,57.881,57.487,60.918,63.179,65.801,63.274,61.313,61.683,61.669,59.108,59.74,59.985,59.852,59.097,60.423,57.662,57.247,57.613,57.126,57.278,58.782,59.874,57.086,58.116,58.682,57.656,57.542,57.941,56.95,57.431,57.341,58.546,57.486,58.42,59.731,58.624,58.429,57.068,56.763,55.645,57.346,56.603,56.763,56.764,57.061,56.787,57.486,57.624
1484,B,False,62.875,62.178,62.301,62.078,61.984,61.475,60.124,60.065,58.88,58.507,57.584,58.102,57.279,57.523,58.422,57.3,58.025,56.997,57.504,58.775,59.902,62.399,63.431,65.733,66.18,65.648,64.272,63.997,62.934,60.773,59.078,57.675,56.679,55.605,56.032,56.601,57.521,57.81,58.378,59.801,58.84,60.49,60.151,61.634,62.309,62.857,64.129,64.276,63.395,63.184,63.762,63.848,63.09,63.798,63.803,64.391,64.14,62.911,63.366,62.622
1485,B,False,62.77,62.146,62.395,62.481,62.535,62.528,61.878,63.21,62.75,62.355,61.47,61.563,62.065,61.549,61.73,62.184,62.398,62.171,63.019,63.044,62.337,62.541,63.326,63.284,63.376,63.592,64.121,64.844,65.207,66.732,66.948,67.415,68.451,68.802,67.557,69.289,68.656,67.973,67.706,67.565,66.615,66.361,65.801,66.758,65.162,64.733,64.3,64.795,64.895,65.288,64.619,65.234,65.539,66.72,68.122,67.778,68.045,68.76,69.908,69.553
1486,B,False,50.709,51.212,49.953,50.106,51.543,50.279,49.588,49.353,49.426,49.674,49.736,50.303,50.484,50.763,50.208,49.379,49.413,50.327,50.419,51.552,51.083,50.398,50.643,50.166,50.075,49.552,50.09,50.049,49.753,50.309,50.225,50.769,50.431,49.779,50.393,50.525,50.738,50.113,50.355,51.387,51.947,52.58,52.744,53.497,53.866,54.255,54.182,54.111,53.908,53.732,52.737,53.108,52.878,52.76,52.846,53.041,53.214,53.029,52.561,52.447
1487,B,False,62.783,62.919,63.183,63.873,63.882,63.785,63.496,62.128,62.663,63.445,62.759,63.357,64.41,63.564,63.73,64.881,64.578,64.116,64.092,64.062,64.372,63.504,63.395,64.221,63.862,64.307,64.576,64.231,63.079,63.734,62.449,61.352,61.53,61.497,60.692,59.485,59.996,59.563,59.177,58.693,57.623,56.986,57.169,56.841,56.985,56.529,57.285,57.156,57.63,57.966,58.16,57.286,57.295,57.271,58.013,57.2,57.222,57.245,58.285,58.209
1488,B,False,55.959,57.514,56.929,59.02,58.789,57.681,61.984,61.409,63.297,62.336,63.52,65.059,66.15,63.172,62.257,61.397,59.68,60.163,59.962,58.904,59.092,59.041,58.269,55.009,55.096,54.576,55.052,55.206,54.582,54.131,54.88,54.429,55.798,56.838,55.925,56.722,56.841,57.221,57.334,56.934,59.84,58.57,59.647,60.409,61.919,65.06,65.648,64.735,65.438,67.118,66.419,67.555,67.489,68.277,67.617,71.002,69.96,70.14,71.955,71.885
1489,B,False,78.208,78.981,78.3,77.703,76.685,75.115,75.135,75.191,74.669,74.683,75.76,78.075,78.743,82.208,84.076,86.095,86.643,86.955,87.474,86.857,88.233,87.023,85.233,85.711,84.618,84.042,83.155,82.082,80.947,80.456,79.855,78.708,79.26,78.126,77.441,76.598,76.716,76.643,76.68,77.359,76.598,75.907,77.251,78.252,78.402,78.317,78.655,79.114,80.174,78.93,79.098,78.081,79.262,80.217,81.49,83.842,84.962,85.308,84.721,84.924
1490,B,False,46.418,47.03,46.925,47.583,47.141,46.449,46.406,46.67,46.473,44.998,44.623,44.286,44.195,44.557,44.486,45.17,45.873,46.083,46.682,47.391,47.546,48.271,48.512,48.792,49.679,49.376,49.347,49.355,48.421,48.64,48.233,47.806,47.484,46.699,46.147,46.693,47.289,46.855,46.673,46.606,47.055,47.152,47.326,47.742,48.167,48.363,48.809,48.667,48.54,48.993,49.122,49.361,49.55,50.016,50.508,50.568,50.478,50.553,50.92,50.249
1491,B,False,31.291,31.296,31.657,31.165,31.633,30.622,29.41,29.001,28.756,28.65,28.278,27.783,27.775,27.29,27.27,27.009,27.077,27.031,26.55,26.817,27.347,26.735,27.299,27.725,27.981,28.517,28.261,27.824,27.366,27.462,27.259,27.698,27.894,27.635,27.678,27.461,27.929,28.459,28.638,29.263,28.941,29.395,29.868,30.367,30.799,31.243,30.881,31.414,31.2,30.907,30.524,30.239,29.583,29.108,28.439,27.741,27.853,26.877,26.873,26.539
1492,B,False,39.889,40.666,40.908,41.119,41.635,41.996,40.867,41.612,41.519,41.952,42.456,41.893,41.584,42.277,41.99,41.917,41.411,41.625,41.601,41.504,42.042,41.509,41.533,40.976,41.301,41.293,41.685,40.895,41.09,40.859,41.066,41.884,42.066,42.449,42.155,42.099,42.686,43.405,43.648,44.191,44.57,44.471,45.503,45.126,44.228,43.25,43.868,42.819,42.277,41.513,40.863,40.11,39.408,39.689,39.803,40.098,40.652,41.008,41.219,41.716
1493,B,False,39.488,40.075,40.399,40.84,41.287,40.748,40.531,39.836,39.586,38.811,38.433,38.71,38.219,37.862,38.195,39.058,39.112,39.701,40.908,41.139,41.518,42.254,42.037,43.711,43.869,43.714,43.512,43.014,42.552,42.635,42.456,41.601,41.455,40.919,41.005,40.459,40.089,40.65,40.389,40.205,39.971,39.606,39.709,39.215,39.307,39.479,39.434,39.468,39.327,39.687,39.736,39.474,39.994,40.54,40.696,41.017,41.696,42.385,43.059,43.858
1494,B,False,33.155,10.027,12.511,0.0,22.637,20.487,27.472,20.31,23.461,22.483,23.877,27.684,32.665,31.751,37.691,33.381,32.887,31.283,30.833,29.83,30.533,29.946,29.274,29.819,28.983,29.28,28.901,29.128,29.685,29.466,29.861,29.831,29.62,31.371,30.907,30.664,30.485,31.066,30.902,31.948,36.259,31.093,30.668,30.676,31.161,32.41,31.243,31.713,31.908,32.021,32.165,31.249,31.639,31.1,32.369,31.943,31.871,32.95,32.518,32.652
1495,B,False,68.372,69.343,68.144,68.309,68.084,69.047,69.305,67.961,69.504,68.197,68.675,69.748,70.132,70.821,70.824,71.228,70.368,70.237,72.169,73.476,76.664,78.022,81.078,81.712,82.18,82.024,81.463,80.666,78.923,75.977,75.462,72.379,71.917,70.075,70.663,70.152,70.713,70.8,73.615,75.788,76.892,78.36,81.824,84.335,84.354,85.087,84.833,85.993,87.232,87.805,87.392,88.811,88.385,88.38,87.604,88.6,88.734,89.012,88.394,85.71
1496,B,False,48.302,48.624,49.31,50.028,50.418,50.605,50.685,49.749,49.072,49.037,49.338,48.742,49.035,48.12,48.083,48.138,47.37,47.24,47.394,46.899,46.454,45.988,46.092,46.367,46.099,46.359,46.784,46.985,47.63,47.8,48.108,48.559,48.099,48.224,48.701,49.171,49.064,48.717,48.997,49.332,49.287,48.869,49.169,49.456,49.672,49.46,49.733,49.776,49.885,50.055,50.747,51.096,51.803,52.81,53.27,52.81,53.448,53.775,52.809,52.406
1497,B,False,50.9,51.172,50.216,50.827,50.993,49.081,48.168,48.005,47.404,47.994,46.555,46.191,45.532,45.87,45.441,44.616,44.766,45.152,44.344,44.883,44.523,43.666,43.17,42.702,42.947,42.452,42.397,41.748,43.657,42.087,42.806,42.903,42.893,43.5,43.716,43.835,44.579,44.106,44.862,45.859,45.792,45.528,46.608,47.375,47.069,46.141,46.14,45.661,45.481,44.418,43.747,43.564,42.247,41.857,41.178,41.449,40.626,40.689,40.025,40.484
1498,B,False,32.878,32.761,33.025,33.638,33.134,33.796,34.022,33.924,34.157,34.02,34.476,34.536,34.742,34.657,34.444,34.654,34.54,34.793,33.775,33.804,33.517,33.764,33.442,33.473,33.521,33.58,33.843,33.944,34.066,34.464,34.707,35.071,35.099,35.212,34.808,34.936,35.296,35.076,35.089,35.139,34.574,34.532,34.739,34.319,34.464,34.27,33.961,33.903,33.452,33.487,33.128,33.277,33.286,34.002,34.459,34.732,34.292,34.938,35.092,35.147
1499,B,False,57.75,56.773,55.683,55.044,53.992,53.331,52.317,52.369,52.744,52.224,52.144,52.744,52.131,52.385,53.12,53.316,53.197,53.957,54.423,53.855,55.348,55.288,54.259,54.82,55.458,55.342,55.028,55.737,55.832,55.139,55.947,55.941,55.435,54.771,54.667,54.359,55.411,54.036,54.201,53.924,53.779,54.274,54.257,55.108,55.174,55.046,55.127,55.834,56.48,57.072,57.194,57.807,57.792,59.096,59.59,59.882,60.348,60.522,59.752,59.679
1500,B,False,57.84,56.487,56.552,56.638,55.983,57.235,57.85,58.925,59.468,60.969,62.158,63.233,64.181,64.946,65.11,65.621,65.476,65.34,65.723,64.906,64.534,62.531,63.431,61.94,61.82,61.631,60.863,59.17,57.833,57.755,59.043,61.425,60.3,60.488,61.08,59.851,60.428,60.054,60.606,59.922,59.765,59.539,59.697,60.048,60.463,61.013,60.731,61.328,61.574,61.428,62.711,62.977,63.876,64.079,64.305,63.2,62.459,64.401,65.241,65.698
1501,B,False,62.643,62.631,64.002,63.773,63.482,62.563,62.772,62.536,61.576,61.865,60.92,60.547,59.876,60.182,59.62,59.201,59.9,58.692,58.673,59.188,58.673,58.445,58.074,58.86,58.724,58.682,59.33,59.554,58.874,59.089,59.615,59.444,58.966,58.749,59.079,58.202,58.803,58.795,58.721,58.58,57.95,58.477,59.218,58.667,58.815,59.205,59.099,60.394,60.49,60.879,61.196,61.466,62.429,63.713,63.287,64.789,65.623,65.072,64.874,65.679
1502,B,False,47.066,47.375,48.056,47.938,47.961,48.121,48.455,48.326,48.863,48.854,49.186,49.208,48.98,49.084,48.499,48.184,48.423,48.508,48.338,48.094,48.0,48.014,47.853,47.944,48.095,48.183,48.151,48.599,48.889,49.049,48.704,48.528,48.682,49.242,49.386,49.38,49.676,49.77,49.894,50.278,50.152,50.418,50.579,50.729,50.717,50.623,50.623,50.341,50.482,50.519,50.427,50.015,50.029,49.99,49.426,49.126,48.995,48.841,49.035,48.823
1503,B,False,33.243,35.258,35.288,34.112,34.357,34.76,34.924,36.413,36.188,36.214,35.463,35.49,34.838,35.682,35.575,36.646,37.499,36.928,37.318,37.579,37.526,36.793,36.208,36.287,35.463,35.44,35.543,35.626,35.112,34.806,34.676,34.231,34.29,34.637,33.275,33.653,32.943,34.817,34.563,35.063,34.87,35.662,34.892,35.365,35.431,34.639,34.652,34.781,34.998,34.025,32.951,33.158,33.571,33.487,33.102,32.471,31.821,31.495,31.517,31.448
1504,B,False,57.084,56.551,56.573,57.575,58.211,58.607,59.89,60.352,61.748,62.88,62.671,62.457,63.304,63.615,62.745,63.03,62.941,63.243,63.57,62.919,62.742,63.08,62.165,61.464,62.086,62.084,61.854,60.974,60.952,61.341,61.918,62.39,62.601,63.378,63.545,64.047,64.429,64.618,65.097,64.308,64.507,63.863,63.113,62.687,60.881,59.716,58.718,58.054,57.209,57.475,57.364,56.56,56.439,56.108,55.785,56.427,56.767,56.891,58.492,59.658
1505,B,False,42.14,41.765,41.531,41.153,40.74,41.17,40.916,40.994,40.743,40.546,40.685,40.995,40.998,41.473,42.061,42.182,42.163,42.023,42.441,43.517,43.573,44.508,45.163,45.299,46.074,46.269,47.132,47.999,48.008,48.973,47.943,48.269,47.056,47.672,47.403,46.012,44.917,44.597,44.091,43.639,43.58,44.009,43.529,43.491,43.306,43.688,42.77,42.626,43.083,43.757,44.033,44.108,45.175,45.732,46.181,46.26,47.087,47.584,48.143,48.027
1506,B,False,37.827,34.701,34.103,34.237,34.608,33.485,32.763,32.35,31.933,31.058,31.024,30.909,30.646,31.0,30.639,29.889,30.717,31.25,29.851,30.861,31.096,31.077,31.219,31.406,31.671,32.294,34.459,33.601,34.48,34.476,33.849,34.131,34.114,32.231,32.225,32.654,31.848,30.761,31.325,30.328,30.52,31.444,31.532,31.861,32.401,33.076,33.244,33.786,32.91,33.508,33.242,32.903,32.876,32.678,32.594,32.778,32.407,32.198,32.496,31.972
1507,B,False,80.329,81.788,79.631,80.157,79.017,77.393,78.079,78.084,77.476,77.077,73.533,72.864,73.095,71.358,71.808,69.929,72.052,70.805,69.119,69.99,66.927,68.233,69.925,71.61,72.857,74.486,75.688,78.425,78.471,77.024,74.712,74.532,73.415,73.39,68.569,64.528,66.199,67.843,67.554,66.195,65.499,64.502,64.262,65.395,64.682,62.276,64.088,64.931,64.713,63.846,65.192,66.149,66.973,66.966,65.903,66.955,67.906,66.522,68.447,67.778
1508,B,False,49.761,49.625,50.558,50.822,49.728,49.569,48.341,48.5,48.584,48.732,46.543,46.289,45.711,44.85,45.306,45.49,46.061,45.05,45.704,44.652,44.132,44.306,44.372,44.729,46.277,46.118,46.001,47.187,47.704,47.513,47.885,49.186,49.837,50.748,50.394,51.695,50.929,51.339,51.322,51.867,50.371,51.411,49.954,48.143,47.065,45.548,44.904,44.111,43.927,44.305,43.935,43.338,43.39,42.955,44.029,43.848,43.18,45.382,45.234,46.669
1509,B,False,31.488,36.753,33.874,33.324,35.724,35.321,35.542,35.661,34.106,35.438,34.99,33.249,32.513,33.889,31.424,31.299,32.173,32.813,33.335,33.169,34.251,33.816,34.064,33.789,32.931,32.791,31.596,30.9,30.496,30.122,29.512,29.124,28.951,28.599,28.188,28.651,28.736,28.418,27.875,28.122,28.23,28.087,28.13,28.457,28.724,28.785,27.841,28.286,28.318,28.462,27.619,27.64,27.958,27.854,27.639,27.274,27.543,27.884,27.939,27.618
1510,B,False,69.566,68.078,71.392,68.834,67.199,63.737,62.476,61.597,61.577,58.563,58.753,55.712,54.428,54.176,54.374,52.553,51.072,50.517,51.113,50.245,51.331,52.371,51.3,51.47,51.515,51.242,52.828,51.994,51.16,50.776,52.785,52.101,53.861,54.314,52.21,53.941,55.116,53.877,51.574,50.515,48.075,46.669,44.172,42.721,42.889,42.229,41.807,42.154,42.183,41.466,42.058,42.761,44.131,44.844,46.949,48.3,48.59,48.137,47.511,46.149
